"year","bildungsniveau","migback","mean","median","n","lower_confidence","upper_confidence"
"1988","(noch) kein Abschluss","direkter Migrationshintergrund","6.38","6.5","695","6.19","6.57"
"1988","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1988","(noch) kein Abschluss","kein Migrationshintergrund","7.29","7.5","179","6.94","7.64"
"1988","AkademikerIn","direkter Migrationshintergrund","7.16","6.5","85","6.73","7.59"
"1988","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1988","AkademikerIn","kein Migrationshintergrund","7.05","7.5","612","6.88","7.22"
"1988","Hauptschule","direkter Migrationshintergrund","6.55","6.5","1447","6.42","6.68"
"1988","Hauptschule","indirekter Migrationshintergrund","7.21","6.5","114","6.83","7.59"
"1988","Hauptschule","kein Migrationshintergrund","6.24","6.5","4175","6.17","6.31"
"1988","Realschule","direkter Migrationshintergrund","6.77","6.5","148","6.46","7.08"
"1988","Realschule","indirekter Migrationshintergrund","6.91","8.5","44","6.29","7.53"
"1988","Realschule","kein Migrationshintergrund","6.94","6.5","1504","6.83","7.05"
"1989","(Fach-)Abitur","direkter Migrationshintergrund","7.13","7.5","209","6.83","7.43"
"1989","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1989","(Fach-)Abitur","kein Migrationshintergrund","7.13","7.5","521","6.96","7.3"
"1989","(noch) kein Abschluss","direkter Migrationshintergrund","6.27","6.5","662","6.07","6.47"
"1989","(noch) kein Abschluss","indirekter Migrationshintergrund","7.76","8.5","41","7.02","8.5"
"1989","(noch) kein Abschluss","kein Migrationshintergrund","7.25","7.5","177","6.83","7.67"
"1989","AkademikerIn","direkter Migrationshintergrund","6.96","6.5","88","6.51","7.41"
"1989","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1989","AkademikerIn","kein Migrationshintergrund","6.97","7.5","606","6.8","7.14"
"1989","Hauptschule","direkter Migrationshintergrund","6.38","6.5","1399","6.25","6.51"
"1989","Hauptschule","indirekter Migrationshintergrund","7.1","6.5","128","6.72","7.48"
"1989","Hauptschule","kein Migrationshintergrund","6.2","6.5","3953","6.12","6.28"
"1989","Realschule","direkter Migrationshintergrund","6.86","6.5","146","6.51","7.21"
"1989","Realschule","indirekter Migrationshintergrund","8.22","8.5","50","7.87","8.57"
"1989","Realschule","kein Migrationshintergrund","6.99","7.5","1452","6.87","7.11"
"1990","(Fach-)Abitur","direkter Migrationshintergrund","7.37","7.5","203","7.06","7.68"
"1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1990","(Fach-)Abitur","kein Migrationshintergrund","7.1","7.5","644","6.93","7.27"
"1990","(noch) kein Abschluss","direkter Migrationshintergrund","6.28","6.5","639","6.08","6.48"
"1990","(noch) kein Abschluss","indirekter Migrationshintergrund","7.62","7.5","50","7.01","8.23"
"1990","(noch) kein Abschluss","kein Migrationshintergrund","7.35","7.5","198","7.02","7.68"
"1990","AkademikerIn","direkter Migrationshintergrund","6.74","6.5","125","6.32","7.16"
"1990","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1990","AkademikerIn","kein Migrationshintergrund","6.96","7.5","1561","6.85","7.07"
"1990","Hauptschule","direkter Migrationshintergrund","6.42","6.5","1453","6.3","6.54"
"1990","Hauptschule","indirekter Migrationshintergrund","7.44","7.5","144","7.13","7.75"
"1990","Hauptschule","kein Migrationshintergrund","6.19","5.5","5408","6.12","6.26"
"1990","Realschule","direkter Migrationshintergrund","6.95","6.5","160","6.66","7.24"
"1990","Realschule","indirekter Migrationshintergrund","7.64","8.5","52","7.17","8.11"
"1990","Realschule","kein Migrationshintergrund","7.09","7.5","2978","7.01","7.17"
"1991","(Fach-)Abitur","direkter Migrationshintergrund","7.28","7.5","204","6.98","7.58"
"1991","(Fach-)Abitur","indirekter Migrationshintergrund","7.21","6.5","37","6.53","7.89"
"1991","(Fach-)Abitur","kein Migrationshintergrund","7.09","7.5","647","6.93","7.25"
"1991","(noch) kein Abschluss","direkter Migrationshintergrund","6.48","6.5","615","6.29","6.67"
"1991","(noch) kein Abschluss","indirekter Migrationshintergrund","8.64","8.5","52","8.09","9.19"
"1991","(noch) kein Abschluss","kein Migrationshintergrund","7.29","7.5","210","6.96","7.62"
"1991","AkademikerIn","direkter Migrationshintergrund","6.89","6.5","126","6.51","7.27"
"1991","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1991","AkademikerIn","kein Migrationshintergrund","6.91","7.5","1549","6.8","7.02"
"1991","Hauptschule","direkter Migrationshintergrund","6.53","6.5","1427","6.41","6.65"
"1991","Hauptschule","indirekter Migrationshintergrund","7.15","7.5","164","6.82","7.48"
"1991","Hauptschule","kein Migrationshintergrund","6.13","5.5","5151","6.06","6.2"
"1991","Realschule","direkter Migrationshintergrund","6.53","6.5","164","6.17","6.89"
"1991","Realschule","indirekter Migrationshintergrund","7.53","7.5","67","7.07","7.99"
"1991","Realschule","kein Migrationshintergrund","7.07","7.5","2911","6.99","7.15"
"1992","(Fach-)Abitur","direkter Migrationshintergrund","6.93","6.5","207","6.6","7.26"
"1992","(Fach-)Abitur","indirekter Migrationshintergrund","7.93","8.5","39","7.26","8.6"
"1992","(Fach-)Abitur","kein Migrationshintergrund","7.29","7.5","651","7.13","7.45"
"1992","(noch) kein Abschluss","direkter Migrationshintergrund","6.27","6.5","583","6.07","6.47"
"1992","(noch) kein Abschluss","indirekter Migrationshintergrund","7.93","7.5","70","7.38","8.48"
"1992","(noch) kein Abschluss","kein Migrationshintergrund","7.41","7.5","210","7.09","7.73"
"1992","AkademikerIn","direkter Migrationshintergrund","6.98","6.5","131","6.61","7.35"
"1992","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1992","AkademikerIn","kein Migrationshintergrund","6.99","7.5","1516","6.88","7.1"
"1992","Hauptschule","direkter Migrationshintergrund","6.56","6.5","1381","6.44","6.68"
"1992","Hauptschule","indirekter Migrationshintergrund","7.79","7.5","186","7.51","8.07"
"1992","Hauptschule","kein Migrationshintergrund","6.2","6.5","4953","6.13","6.27"
"1992","Realschule","direkter Migrationshintergrund","6.63","6.5","157","6.29","6.97"
"1992","Realschule","indirekter Migrationshintergrund","7.85","7.5","82","7.48","8.22"
"1992","Realschule","kein Migrationshintergrund","7.1","7.5","2854","7.02","7.18"
"1993","(Fach-)Abitur","direkter Migrationshintergrund","7.03","6.5","200","6.68","7.38"
"1993","(Fach-)Abitur","indirekter Migrationshintergrund","7.71","7.5","46","7.14","8.28"
"1993","(Fach-)Abitur","kein Migrationshintergrund","7.12","7.5","662","6.96","7.28"
"1993","(noch) kein Abschluss","direkter Migrationshintergrund","6.09","5.5","564","5.88","6.3"
"1993","(noch) kein Abschluss","indirekter Migrationshintergrund","8.53","8.5","68","8.1","8.96"
"1993","(noch) kein Abschluss","kein Migrationshintergrund","7.42","7.5","210","7.11","7.73"
"1993","AkademikerIn","direkter Migrationshintergrund","6.65","6.5","131","6.26","7.04"
"1993","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1993","AkademikerIn","kein Migrationshintergrund","6.77","6.5","1495","6.66","6.88"
"1993","Hauptschule","direkter Migrationshintergrund","6.39","6.5","1347","6.26","6.52"
"1993","Hauptschule","indirekter Migrationshintergrund","7.82","7.5","202","7.55","8.09"
"1993","Hauptschule","kein Migrationshintergrund","6.09","5.5","4788","6.02","6.16"
"1993","Realschule","direkter Migrationshintergrund","6.85","6.5","148","6.5","7.2"
"1993","Realschule","indirekter Migrationshintergrund","8.11","7.5","108","7.75","8.47"
"1993","Realschule","kein Migrationshintergrund","6.92","6.5","2833","6.84","7"
"1994","(Fach-)Abitur","direkter Migrationshintergrund","6.85","6.5","191","6.52","7.18"
"1994","(Fach-)Abitur","indirekter Migrationshintergrund","6.66","6.5","48","6.05","7.27"
"1994","(Fach-)Abitur","kein Migrationshintergrund","7","7.5","679","6.84","7.16"
"1994","(noch) kein Abschluss","direkter Migrationshintergrund","6.16","6.5","529","5.95","6.37"
"1994","(noch) kein Abschluss","indirekter Migrationshintergrund","7.6","7.5","75","7.12","8.08"
"1994","(noch) kein Abschluss","kein Migrationshintergrund","7.65","7.5","235","7.37","7.93"
"1994","AkademikerIn","direkter Migrationshintergrund","6.77","6.5","124","6.38","7.16"
"1994","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1994","AkademikerIn","kein Migrationshintergrund","6.71","6.5","1519","6.6","6.82"
"1994","Hauptschule","direkter Migrationshintergrund","6.17","5.5","1261","6.04","6.3"
"1994","Hauptschule","indirekter Migrationshintergrund","7.48","7.5","196","7.17","7.79"
"1994","Hauptschule","kein Migrationshintergrund","5.99","5.5","4633","5.92","6.06"
"1994","Realschule","direkter Migrationshintergrund","6.59","6.5","138","6.24","6.94"
"1994","Realschule","indirekter Migrationshintergrund","7.69","7.5","111","7.33","8.05"
"1994","Realschule","kein Migrationshintergrund","6.82","6.5","2793","6.74","6.9"
"1995","(Fach-)Abitur","direkter Migrationshintergrund","7.09","7.5","313","6.84","7.34"
"1995","(Fach-)Abitur","indirekter Migrationshintergrund","7.47","6.5","56","6.98","7.96"
"1995","(Fach-)Abitur","kein Migrationshintergrund","7.18","7.5","690","7.03","7.33"
"1995","(noch) kein Abschluss","direkter Migrationshintergrund","6.41","6.5","552","6.2","6.62"
"1995","(noch) kein Abschluss","indirekter Migrationshintergrund","7.73","7.5","68","7.22","8.24"
"1995","(noch) kein Abschluss","kein Migrationshintergrund","7.55","7.5","254","7.29","7.81"
"1995","AkademikerIn","direkter Migrationshintergrund","6.99","7.5","192","6.68","7.3"
"1995","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1995","AkademikerIn","kein Migrationshintergrund","6.7","6.5","1547","6.6","6.8"
"1995","Hauptschule","direkter Migrationshintergrund","6.48","6.5","1416","6.36","6.6"
"1995","Hauptschule","indirekter Migrationshintergrund","7.64","7.5","192","7.36","7.92"
"1995","Hauptschule","kein Migrationshintergrund","6.02","5.5","4494","5.95","6.09"
"1995","Realschule","direkter Migrationshintergrund","6.71","6.5","158","6.37","7.05"
"1995","Realschule","indirekter Migrationshintergrund","7.48","7.5","114","7.1","7.86"
"1995","Realschule","kein Migrationshintergrund","6.76","6.5","2827","6.68","6.84"
"1996","(Fach-)Abitur","direkter Migrationshintergrund","7","7.5","288","6.75","7.25"
"1996","(Fach-)Abitur","indirekter Migrationshintergrund","6.97","7.5","61","6.43","7.51"
"1996","(Fach-)Abitur","kein Migrationshintergrund","7.2","7.5","680","7.05","7.35"
"1996","(noch) kein Abschluss","direkter Migrationshintergrund","6.29","5.5","500","6.08","6.5"
"1996","(noch) kein Abschluss","indirekter Migrationshintergrund","8.18","8.5","66","7.74","8.62"
"1996","(noch) kein Abschluss","kein Migrationshintergrund","7.32","7.5","273","7.07","7.57"
"1996","AkademikerIn","direkter Migrationshintergrund","6.72","6.5","185","6.43","7.01"
"1996","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1996","AkademikerIn","kein Migrationshintergrund","6.74","6.5","1563","6.64","6.84"
"1996","Hauptschule","direkter Migrationshintergrund","6.19","6.5","1346","6.06","6.32"
"1996","Hauptschule","indirekter Migrationshintergrund","7.12","7.5","207","6.82","7.42"
"1996","Hauptschule","kein Migrationshintergrund","5.99","5.5","4385","5.92","6.06"
"1996","Realschule","direkter Migrationshintergrund","6.49","6.5","148","6.15","6.83"
"1996","Realschule","indirekter Migrationshintergrund","7.38","7.5","127","7.03","7.73"
"1996","Realschule","kein Migrationshintergrund","6.81","6.5","2838","6.73","6.89"
"1997","(Fach-)Abitur","direkter Migrationshintergrund","6.94","6.5","263","6.69","7.19"
"1997","(Fach-)Abitur","indirekter Migrationshintergrund","7.24","7.5","60","6.64","7.84"
"1997","(Fach-)Abitur","kein Migrationshintergrund","7.1","7.5","692","6.95","7.25"
"1997","(noch) kein Abschluss","direkter Migrationshintergrund","6.28","5.5","468","6.06","6.5"
"1997","(noch) kein Abschluss","indirekter Migrationshintergrund","8.51","8.5","78","8.15","8.87"
"1997","(noch) kein Abschluss","kein Migrationshintergrund","7.23","7.5","286","6.98","7.48"
"1997","AkademikerIn","direkter Migrationshintergrund","6.96","6.5","181","6.69","7.23"
"1997","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1997","AkademikerIn","kein Migrationshintergrund","6.64","6.5","1566","6.54","6.74"
"1997","Hauptschule","direkter Migrationshintergrund","6.34","6.5","1281","6.21","6.47"
"1997","Hauptschule","indirekter Migrationshintergrund","7.55","7.5","216","7.29","7.81"
"1997","Hauptschule","kein Migrationshintergrund","5.99","5.5","4259","5.92","6.06"
"1997","Realschule","direkter Migrationshintergrund","6.32","6.5","153","5.98","6.66"
"1997","Realschule","indirekter Migrationshintergrund","7.81","7.5","127","7.48","8.14"
"1997","Realschule","kein Migrationshintergrund","6.72","6.5","2791","6.64","6.8"
"1998","(Fach-)Abitur","direkter Migrationshintergrund","6.88","6.5","259","6.6","7.16"
"1998","(Fach-)Abitur","indirekter Migrationshintergrund","7.35","7.5","68","6.88","7.82"
"1998","(Fach-)Abitur","kein Migrationshintergrund","7.24","7.5","813","7.1","7.38"
"1998","(noch) kein Abschluss","direkter Migrationshintergrund","6.3","6.5","431","6.07","6.53"
"1998","(noch) kein Abschluss","indirekter Migrationshintergrund","8.37","8.5","81","7.99","8.75"
"1998","(noch) kein Abschluss","kein Migrationshintergrund","7.2","7.5","307","6.96","7.44"
"1998","AkademikerIn","direkter Migrationshintergrund","6.93","6.5","190","6.64","7.22"
"1998","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1998","AkademikerIn","kein Migrationshintergrund","6.8","6.5","1748","6.7","6.9"
"1998","Hauptschule","direkter Migrationshintergrund","6.43","6.5","1219","6.3","6.56"
"1998","Hauptschule","indirekter Migrationshintergrund","7.52","7.5","220","7.25","7.79"
"1998","Hauptschule","kein Migrationshintergrund","6.07","5.5","4733","6.01","6.13"
"1998","Realschule","direkter Migrationshintergrund","6.38","6.5","142","6.01","6.75"
"1998","Realschule","indirekter Migrationshintergrund","7.85","7.5","137","7.54","8.16"
"1998","Realschule","kein Migrationshintergrund","6.85","6.5","3110","6.78","6.92"
"1999","(Fach-)Abitur","direkter Migrationshintergrund","6.85","6.5","235","6.58","7.12"
"1999","(Fach-)Abitur","indirekter Migrationshintergrund","7.63","7.5","74","7.19","8.07"
"1999","(Fach-)Abitur","kein Migrationshintergrund","7.22","7.5","823","7.08","7.36"
"1999","(noch) kein Abschluss","direkter Migrationshintergrund","6.19","5.5","404","5.96","6.42"
"1999","(noch) kein Abschluss","indirekter Migrationshintergrund","8.23","8.5","78","7.78","8.68"
"1999","(noch) kein Abschluss","kein Migrationshintergrund","7.27","7.5","306","7.01","7.53"
"1999","AkademikerIn","direkter Migrationshintergrund","6.99","6.5","179","6.67","7.31"
"1999","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1999","AkademikerIn","kein Migrationshintergrund","6.76","6.5","1750","6.66","6.86"
"1999","Hauptschule","direkter Migrationshintergrund","6.32","6.5","1136","6.19","6.45"
"1999","Hauptschule","indirekter Migrationshintergrund","7.47","7.5","227","7.2","7.74"
"1999","Hauptschule","kein Migrationshintergrund","6.01","5.5","4639","5.94","6.08"
"1999","Realschule","direkter Migrationshintergrund","6.38","6.5","132","6","6.76"
"1999","Realschule","indirekter Migrationshintergrund","7.13","7.5","131","6.79","7.47"
"1999","Realschule","kein Migrationshintergrund","6.82","6.5","3113","6.75","6.89"
"2000","(Fach-)Abitur","direkter Migrationshintergrund","7.1","7.5","496","6.91","7.29"
"2000","(Fach-)Abitur","indirekter Migrationshintergrund","7.82","7.5","123","7.51","8.13"
"2000","(Fach-)Abitur","kein Migrationshintergrund","7.25","7.5","1725","7.15","7.35"
"2000","(noch) kein Abschluss","direkter Migrationshintergrund","6.32","6.5","379","6.06","6.58"
"2000","(noch) kein Abschluss","indirekter Migrationshintergrund","8.24","8.5","77","7.82","8.66"
"2000","(noch) kein Abschluss","kein Migrationshintergrund","7.58","7.5","459","7.38","7.78"
"2000","AkademikerIn","direkter Migrationshintergrund","6.87","6.5","398","6.66","7.08"
"2000","AkademikerIn","indirekter Migrationshintergrund","7.98","7.5","53","7.48","8.48"
"2000","AkademikerIn","kein Migrationshintergrund","7.03","7.5","3359","6.96","7.1"
"2000","Hauptschule","direkter Migrationshintergrund","6.63","6.5","1746","6.52","6.74"
"2000","Hauptschule","indirekter Migrationshintergrund","7.68","7.5","336","7.45","7.91"
"2000","Hauptschule","kein Migrationshintergrund","6.17","5.5","8581","6.12","6.22"
"2000","Realschule","direkter Migrationshintergrund","6.87","6.5","254","6.58","7.16"
"2000","Realschule","indirekter Migrationshintergrund","7.8","7.5","232","7.57","8.03"
"2000","Realschule","kein Migrationshintergrund","7.02","6.5","5796","6.97","7.07"
"2001","(Fach-)Abitur","direkter Migrationshintergrund","6.95","6.5","455","6.76","7.14"
"2001","(Fach-)Abitur","indirekter Migrationshintergrund","7.77","7.5","119","7.4","8.14"
"2001","(Fach-)Abitur","kein Migrationshintergrund","7.12","7.5","1638","7.02","7.22"
"2001","(noch) kein Abschluss","direkter Migrationshintergrund","6.55","6.5","276","6.26","6.84"
"2001","(noch) kein Abschluss","indirekter Migrationshintergrund","8.1","8.5","77","7.66","8.54"
"2001","(noch) kein Abschluss","kein Migrationshintergrund","7.72","7.5","515","7.54","7.9"
"2001","AkademikerIn","direkter Migrationshintergrund","6.82","6.5","361","6.61","7.03"
"2001","AkademikerIn","indirekter Migrationshintergrund","8.37","8.5","56","7.93","8.81"
"2001","AkademikerIn","kein Migrationshintergrund","6.95","6.5","3124","6.88","7.02"
"2001","Hauptschule","direkter Migrationshintergrund","6.66","6.5","1558","6.55","6.77"
"2001","Hauptschule","indirekter Migrationshintergrund","7.52","7.5","301","7.28","7.76"
"2001","Hauptschule","kein Migrationshintergrund","6.21","6.5","7497","6.16","6.26"
"2001","Realschule","direkter Migrationshintergrund","7.19","7.5","229","6.9","7.48"
"2001","Realschule","indirekter Migrationshintergrund","7.7","7.5","203","7.43","7.97"
"2001","Realschule","kein Migrationshintergrund","6.98","6.5","5325","6.92","7.04"
"2002","(Fach-)Abitur","direkter Migrationshintergrund","6.89","6.5","439","6.7","7.08"
"2002","(Fach-)Abitur","indirekter Migrationshintergrund","7.73","7.5","128","7.43","8.03"
"2002","(Fach-)Abitur","kein Migrationshintergrund","7.14","7.5","1883","7.05","7.23"
"2002","(noch) kein Abschluss","direkter Migrationshintergrund","6.61","6.5","258","6.29","6.93"
"2002","(noch) kein Abschluss","indirekter Migrationshintergrund","7.45","7.5","87","6.97","7.93"
"2002","(noch) kein Abschluss","kein Migrationshintergrund","7.44","7.5","561","7.27","7.61"
"2002","AkademikerIn","direkter Migrationshintergrund","6.45","6.5","393","6.24","6.66"
"2002","AkademikerIn","indirekter Migrationshintergrund","7.3","7.5","66","6.87","7.73"
"2002","AkademikerIn","kein Migrationshintergrund","6.93","6.5","4088","6.87","6.99"
"2002","Hauptschule","direkter Migrationshintergrund","6.3","6.5","1436","6.18","6.42"
"2002","Hauptschule","indirekter Migrationshintergrund","7.21","7.5","260","6.94","7.48"
"2002","Hauptschule","kein Migrationshintergrund","6.12","5.5","7200","6.07","6.17"
"2002","Realschule","direkter Migrationshintergrund","6.98","6.5","227","6.71","7.25"
"2002","Realschule","indirekter Migrationshintergrund","7.65","7.5","207","7.4","7.9"
"2002","Realschule","kein Migrationshintergrund","6.85","6.5","5549","6.8","6.9"
"2003","(Fach-)Abitur","direkter Migrationshintergrund","6.99","7.5","405","6.78","7.2"
"2003","(Fach-)Abitur","indirekter Migrationshintergrund","7.43","7.5","137","7.13","7.73"
"2003","(Fach-)Abitur","kein Migrationshintergrund","7.11","7.5","1865","7.02","7.2"
"2003","(noch) kein Abschluss","direkter Migrationshintergrund","6.45","5.5","234","6.13","6.77"
"2003","(noch) kein Abschluss","indirekter Migrationshintergrund","7.86","7.5","80","7.42","8.3"
"2003","(noch) kein Abschluss","kein Migrationshintergrund","7.46","7.5","579","7.3","7.62"
"2003","AkademikerIn","direkter Migrationshintergrund","6.72","6.5","369","6.5","6.94"
"2003","AkademikerIn","indirekter Migrationshintergrund","7.54","7.5","63","7.13","7.95"
"2003","AkademikerIn","kein Migrationshintergrund","6.88","6.5","3917","6.82","6.94"
"2003","Hauptschule","direkter Migrationshintergrund","6.44","6.5","1356","6.32","6.56"
"2003","Hauptschule","indirekter Migrationshintergrund","7.04","7.5","257","6.77","7.31"
"2003","Hauptschule","kein Migrationshintergrund","6.12","5.5","6827","6.07","6.17"
"2003","Realschule","direkter Migrationshintergrund","6.89","6.5","210","6.59","7.19"
"2003","Realschule","indirekter Migrationshintergrund","7.66","7.5","204","7.41","7.91"
"2003","Realschule","kein Migrationshintergrund","6.77","6.5","5363","6.71","6.83"
"2004","(Fach-)Abitur","direkter Migrationshintergrund","6.69","6.5","392","6.47","6.91"
"2004","(Fach-)Abitur","indirekter Migrationshintergrund","7.68","7.5","142","7.4","7.96"
"2004","(Fach-)Abitur","kein Migrationshintergrund","7","7.5","1858","6.91","7.09"
"2004","(noch) kein Abschluss","direkter Migrationshintergrund","6.24","5.5","238","5.92","6.56"
"2004","(noch) kein Abschluss","indirekter Migrationshintergrund","8.07","7.5","90","7.77","8.37"
"2004","(noch) kein Abschluss","kein Migrationshintergrund","7.39","7.5","578","7.22","7.56"
"2004","AkademikerIn","direkter Migrationshintergrund","6.69","6.5","357","6.47","6.91"
"2004","AkademikerIn","indirekter Migrationshintergrund","7.52","7.5","60","7.05","7.99"
"2004","AkademikerIn","kein Migrationshintergrund","6.69","6.5","3863","6.62","6.76"
"2004","Hauptschule","direkter Migrationshintergrund","6.31","6.5","1294","6.19","6.43"
"2004","Hauptschule","indirekter Migrationshintergrund","7.34","7.5","257","7.08","7.6"
"2004","Hauptschule","kein Migrationshintergrund","5.96","5.5","6495","5.9","6.02"
"2004","Realschule","direkter Migrationshintergrund","6.96","6.5","204","6.66","7.26"
"2004","Realschule","indirekter Migrationshintergrund","6.81","6.5","197","6.52","7.1"
"2004","Realschule","kein Migrationshintergrund","6.64","6.5","5194","6.58","6.7"
"2005","(Fach-)Abitur","direkter Migrationshintergrund","6.77","6.5","372","6.54","7"
"2005","(Fach-)Abitur","indirekter Migrationshintergrund","7.5","7.5","141","7.16","7.84"
"2005","(Fach-)Abitur","kein Migrationshintergrund","6.96","6.5","1778","6.86","7.06"
"2005","(noch) kein Abschluss","direkter Migrationshintergrund","6","5.5","219","5.63","6.37"
