year,bula_h,regtyp,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Saxony-Anhalt,Rural regions,"Yes, every 3-4 weeks",0.12197,41,352,0.08773,0.15620
2005,Saxony-Anhalt,Rural regions,"Yes, less frequently",0.23082,85,352,0.18673,0.27490
2005,Thuringa,Urban regions,"No, never",0.29646,39,72,0.19023,0.40269
2005,Thuringa,Urban regions,"Yes, less frequently",0.21817,33,72,0.12210,0.31424
2005,Thuringa,Rural regions,"No, never",0.31965,91,296,0.26643,0.37287
2005,Thuringa,Rural regions,"Yes, every week",0.15519,47,296,0.11387,0.19651
2005,Thuringa,Rural regions,"Yes, every 2 weeks",0.21971,49,296,0.17246,0.26696
2005,Thuringa,Rural regions,"Yes, every 3-4 weeks",0.09380,32,296,0.06053,0.12707
2005,Thuringa,Rural regions,"Yes, less frequently",0.21164,77,296,0.16503,0.25826
2007,Schleswig-Holstein,Urban regions,"No, never",0.40655,52,92,0.30563,0.50747
2007,Schleswig-Holstein,Urban regions,"Yes, less frequently",0.28067,40,92,0.18835,0.37299
2007,Schleswig-Holstein,Rural regions,"No, never",0.33314,66,144,0.25589,0.41039
2007,Schleswig-Holstein,Rural regions,"Yes, every week",0.17620,37,144,0.11376,0.23865
2007,Schleswig-Holstein,Rural regions,"Yes, less frequently",0.23205,41,144,0.16286,0.30124
2007,Hamburg,Urban regions,"No, never",0.35380,65,111,0.26445,0.44316
2007,Hamburg,Urban regions,"Yes, less frequently",0.32346,46,111,0.23604,0.41088
2007,Lower Saxony,Urban regions,"No, never",0.32660,165,474,0.28434,0.36887
2007,Lower Saxony,Urban regions,"Yes, every week",0.17236,76,474,0.13833,0.20640
2007,Lower Saxony,Urban regions,"Yes, every 2 weeks",0.13108,68,474,0.10066,0.16149
2007,Lower Saxony,Urban regions,"Yes, every 3-4 weeks",0.08895,40,474,0.06330,0.11461
2007,Lower Saxony,Urban regions,"Yes, less frequently",0.28100,125,474,0.24049,0.32151
2007,Lower Saxony,Rural regions,"No, never",0.33028,172,551,0.29097,0.36959
2007,Lower Saxony,Rural regions,"Yes, every week",0.16929,96,551,0.13795,0.20063
2007,Lower Saxony,Rural regions,"Yes, every 2 weeks",0.17940,89,551,0.14734,0.21147
2007,Lower Saxony,Rural regions,"Yes, every 3-4 weeks",0.10352,57,551,0.07806,0.12897
2007,Lower Saxony,Rural regions,"Yes, less frequently",0.21751,137,551,0.18303,0.25199
2007,Bremen,Urban regions,"No, never",0.45814,34,34,0.28815,0.62814
2007,North Rhine-Westphalia,Urban regions,"No, never",0.37039,897,2291,0.35061,0.39017
2007,North Rhine-Westphalia,Urban regions,"Yes, every week",0.13939,331,2291,0.12520,0.15358
2007,North Rhine-Westphalia,Urban regions,"Yes, every 2 weeks",0.17018,339,2291,0.15478,0.18557
2007,North Rhine-Westphalia,Urban regions,"Yes, every 3-4 weeks",0.08692,190,2291,0.07538,0.09846
2007,North Rhine-Westphalia,Urban regions,"Yes, less frequently",0.23313,534,2291,0.21581,0.25044
2007,Hesse,Urban regions,"No, never",0.36493,240,683,0.32880,0.40106
2007,Hesse,Urban regions,"Yes, every week",0.16650,104,683,0.13855,0.19446
2007,Hesse,Urban regions,"Yes, every 2 weeks",0.11778,85,683,0.09359,0.14198
2007,Hesse,Urban regions,"Yes, every 3-4 weeks",0.10384,67,683,0.08094,0.12673
2007,Hesse,Urban regions,"Yes, less frequently",0.24694,187,683,0.21458,0.27931
2007,Hesse,Rural regions,"No, never",0.27063,42,80,0.17265,0.36860
2007,Hesse,Rural regions,"Yes, less frequently",0.32026,38,80,0.21737,0.42315
2007,"Rhineland-Palatinate, Saarland",Urban regions,"No, never",0.42445,206,495,0.38086,0.46804
2007,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every week",0.17734,91,495,0.14366,0.21102
2007,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 2 weeks",0.14508,70,495,0.11402,0.17614
2007,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 3-4 weeks",0.06996,33,495,0.04747,0.09246
2007,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, less frequently",0.18317,95,495,0.14906,0.21728
2007,"Rhineland-Palatinate, Saarland",Rural regions,"No, never",0.31737,51,128,0.23642,0.39832
2007,"Rhineland-Palatinate, Saarland",Rural regions,"Yes, every week",0.23855,36,128,0.16442,0.31267
2007,"Rhineland-Palatinate, Saarland",Rural regions,"Yes, less frequently",0.21583,41,128,0.14428,0.28738
2007,Baden-Wuerttemberg,Urban regions,"No, never",0.39266,536,1296,0.36606,0.41925
2007,Baden-Wuerttemberg,Urban regions,"Yes, every week",0.12528,158,1296,0.10725,0.14331
2007,Baden-Wuerttemberg,Urban regions,"Yes, every 2 weeks",0.14204,144,1296,0.12302,0.16105
2007,Baden-Wuerttemberg,Urban regions,"Yes, every 3-4 weeks",0.11515,154,1296,0.09776,0.13253
2007,Baden-Wuerttemberg,Urban regions,"Yes, less frequently",0.22488,304,1296,0.20214,0.24762
2007,Baden-Wuerttemberg,Rural regions,"No, never",0.29716,39,73,0.19160,0.40273
2007,Baden-Wuerttemberg,Rural regions,"Yes, less frequently",0.30388,34,73,0.19764,0.41012
2007,Bavaria,Urban regions,"No, never",0.38961,333,848,0.35677,0.42246
2007,Bavaria,Urban regions,"Yes, every week",0.14207,110,848,0.11856,0.16559
2007,Bavaria,Urban regions,"Yes, every 2 weeks",0.13233,109,848,0.10951,0.15515
2007,Bavaria,Urban regions,"Yes, every 3-4 weeks",0.10145,84,848,0.08112,0.12179
2007,Bavaria,Urban regions,"Yes, less frequently",0.23453,212,848,0.20600,0.26307
2007,Bavaria,Rural regions,"No, never",0.37505,341,899,0.34339,0.40672
2007,Bavaria,Rural regions,"Yes, every week",0.14609,140,899,0.12299,0.16920
2007,Bavaria,Rural regions,"Yes, every 2 weeks",0.10786,102,899,0.08757,0.12815
2007,Bavaria,Rural regions,"Yes, every 3-4 weeks",0.11017,92,899,0.08969,0.13065
2007,Bavaria,Rural regions,"Yes, less frequently",0.26083,224,899,0.23211,0.28954
2007,Berlin,Urban regions,"No, never",0.38199,153,438,0.33643,0.42754
2007,Berlin,Urban regions,"Yes, every week",0.14031,63,438,0.10775,0.17288
2007,Berlin,Urban regions,"Yes, every 2 weeks",0.10370,55,438,0.07512,0.13229
2007,Berlin,Urban regions,"Yes, every 3-4 weeks",0.10761,46,438,0.07856,0.13667
2007,Berlin,Urban regions,"Yes, less frequently",0.26639,121,438,0.22494,0.30783
2007,Brandenburg,Rural regions,"No, never",0.25724,116,388,0.21369,0.30079
2007,Brandenburg,Rural regions,"Yes, every week",0.18920,62,388,0.15017,0.22822
2007,Brandenburg,Rural regions,"Yes, every 2 weeks",0.21403,69,388,0.17317,0.25490
2007,Brandenburg,Rural regions,"Yes, every 3-4 weeks",0.09168,38,388,0.06293,0.12043
2007,Brandenburg,Rural regions,"Yes, less frequently",0.24785,103,388,0.20483,0.29087
2007,Mecklenburg-Western Pomerania,Rural regions,"No, never",0.32082,76,179,0.25224,0.38939
2007,Mecklenburg-Western Pomerania,Rural regions,"Yes, every 2 weeks",0.20129,45,179,0.14238,0.26019
2007,Mecklenburg-Western Pomerania,Rural regions,"Yes, less frequently",0.23642,58,179,0.17400,0.29884
2007,Saxony,Urban regions,"No, never",0.31420,132,400,0.26865,0.35975
2007,Saxony,Urban regions,"Yes, every week",0.15220,52,400,0.11695,0.18744
2007,Saxony,Urban regions,"Yes, every 2 weeks",0.20164,71,400,0.16227,0.24100
2007,Saxony,Urban regions,"Yes, every 3-4 weeks",0.07513,33,400,0.04926,0.10099
2007,Saxony,Urban regions,"Yes, less frequently",0.25684,112,400,0.21397,0.29971
2007,Saxony,Rural regions,"No, never",0.27709,122,425,0.23449,0.31969
2007,Saxony,Rural regions,"Yes, every week",0.13172,51,425,0.09953,0.16391
2007,Saxony,Rural regions,"Yes, every 2 weeks",0.22158,88,425,0.18204,0.26111
2007,Saxony,Rural regions,"Yes, every 3-4 weeks",0.09913,47,425,0.07069,0.12758
2007,Saxony,Rural regions,"Yes, less frequently",0.27048,117,425,0.22819,0.31276
2007,Saxony-Anhalt,Rural regions,"No, never",0.26582,107,369,0.22069,0.31096
2007,Saxony-Anhalt,Rural regions,"Yes, every week",0.13341,56,369,0.09867,0.16815
2007,Saxony-Anhalt,Rural regions,"Yes, every 2 weeks",0.23061,75,369,0.18757,0.27365
2007,Saxony-Anhalt,Rural regions,"Yes, every 3-4 weeks",0.14014,41,369,0.10467,0.17560
2007,Saxony-Anhalt,Rural regions,"Yes, less frequently",0.23002,90,369,0.18702,0.27302
2007,Thuringa,Urban regions,"No, never",0.30057,36,69,0.19159,0.40955
2007,Thuringa,Urban regions,"Yes, less frequently",0.24232,33,69,0.14048,0.34417
2007,Thuringa,Rural regions,"No, never",0.30519,102,332,0.25558,0.35480
2007,Thuringa,Rural regions,"Yes, every week",0.12820,50,332,0.09219,0.16422
2007,Thuringa,Rural regions,"Yes, every 2 weeks",0.20943,63,332,0.16560,0.25327
2007,Thuringa,Rural regions,"Yes, every 3-4 weeks",0.11817,37,332,0.08340,0.15295
2007,Thuringa,Rural regions,"Yes, less frequently",0.23900,80,332,0.19306,0.28494
2009,Schleswig-Holstein,Urban regions,"No, never",0.43321,43,43,0.28334,0.58307
2009,Schleswig-Holstein,Rural regions,"No, never",0.30772,59,128,0.22745,0.38800
2009,Schleswig-Holstein,Rural regions,"Yes, every 2 weeks",0.23692,32,128,0.16297,0.31087
2009,Schleswig-Holstein,Rural regions,"Yes, less frequently",0.20740,37,128,0.13689,0.27792
2009,Hamburg,Urban regions,"No, never",0.37559,61,104,0.28207,0.46912
2009,Hamburg,Urban regions,"Yes, less frequently",0.26933,43,104,0.18366,0.35500
2009,Lower Saxony,Urban regions,"No, never",0.33344,148,427,0.28867,0.37821
2009,Lower Saxony,Urban regions,"Yes, every week",0.14246,63,427,0.10927,0.17566
2009,Lower Saxony,Urban regions,"Yes, every 2 weeks",0.11825,57,427,0.08759,0.14892
2009,Lower Saxony,Urban regions,"Yes, every 3-4 weeks",0.09581,32,427,0.06786,0.12376
2009,Lower Saxony,Urban regions,"Yes, less frequently",0.31003,127,427,0.26611,0.35395
2009,Lower Saxony,Rural regions,"No, never",0.33063,159,490,0.28893,0.37233
2009,Lower Saxony,Rural regions,"Yes, every week",0.19689,91,490,0.16164,0.23213
2009,Lower Saxony,Rural regions,"Yes, every 2 weeks",0.13827,77,490,0.10767,0.16886
2009,Lower Saxony,Rural regions,"Yes, every 3-4 weeks",0.09170,45,490,0.06612,0.11728
2009,Lower Saxony,Rural regions,"Yes, less frequently",0.24252,118,490,0.20453,0.28051
2009,North Rhine-Westphalia,Urban regions,"No, never",0.37056,798,1998,0.34938,0.39174
2009,North Rhine-Westphalia,Urban regions,"Yes, every week",0.14292,301,1998,0.12757,0.15827
2009,North Rhine-Westphalia,Urban regions,"Yes, every 2 weeks",0.16398,278,1998,0.14774,0.18021
2009,North Rhine-Westphalia,Urban regions,"Yes, every 3-4 weeks",0.08893,165,1998,0.07645,0.10141
2009,North Rhine-Westphalia,Urban regions,"Yes, less frequently",0.23362,456,1998,0.21506,0.25218
2009,Hesse,Urban regions,"No, never",0.36557,205,627,0.32785,0.40330
2009,Hesse,Urban regions,"Yes, every week",0.15227,97,627,0.12412,0.18041
2009,Hesse,Urban regions,"Yes, every 2 weeks",0.16927,100,627,0.13989,0.19864
2009,Hesse,Urban regions,"Yes, every 3-4 weeks",0.06802,49,627,0.04829,0.08774
2009,Hesse,Urban regions,"Yes, less frequently",0.24488,176,627,0.21119,0.27856
2009,Hesse,Rural regions,"No, never",0.30710,38,72,0.19980,0.41440
2009,Hesse,Rural regions,"Yes, less frequently",0.34976,34,72,0.23883,0.46070
2009,"Rhineland-Palatinate, Saarland",Urban regions,"No, never",0.32947,169,431,0.28505,0.37390
2009,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every week",0.20317,66,431,0.16514,0.24120
2009,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 2 weeks",0.15149,56,431,0.11760,0.18537
2009,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, every 3-4 weeks",0.08462,34,431,0.05831,0.11092
2009,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, less frequently",0.23125,106,431,0.19140,0.27111
2009,"Rhineland-Palatinate, Saarland",Rural regions,"No, never",0.31224,47,82,0.21132,0.41316
2009,"Rhineland-Palatinate, Saarland",Rural regions,"Yes, every week",0.23618,35,82,0.14369,0.32868
2009,Baden-Wuerttemberg,Urban regions,"No, never",0.42152,464,1130,0.39271,0.45032
2009,Baden-Wuerttemberg,Urban regions,"Yes, every week",0.13944,161,1130,0.11923,0.15964
2009,Baden-Wuerttemberg,Urban regions,"Yes, every 2 weeks",0.11596,128,1130,0.09728,0.13463
2009,Baden-Wuerttemberg,Urban regions,"Yes, every 3-4 weeks",0.08801,100,1130,0.07148,0.10453
2009,Baden-Wuerttemberg,Urban regions,"Yes, less frequently",0.23509,277,1130,0.21035,0.25982
2009,Baden-Wuerttemberg,Rural regions,"No, never",0.31485,35,67,0.20280,0.42691
2009,Baden-Wuerttemberg,Rural regions,"Yes, less frequently",0.23880,32,67,0.13594,0.34166
2009,Bavaria,Urban regions,"No, never",0.36141,267,738,0.32673,0.39610
2009,Bavaria,Urban regions,"Yes, every week",0.16085,115,738,0.13432,0.18737
2009,Bavaria,Urban regions,"Yes, every 2 weeks",0.14714,100,738,0.12156,0.17272
2009,Bavaria,Urban regions,"Yes, every 3-4 weeks",0.07060,58,738,0.05211,0.08910
2009,Bavaria,Urban regions,"Yes, less frequently",0.26000,198,738,0.22833,0.29166
2009,Bavaria,Rural regions,"No, never",0.40902,313,810,0.37514,0.44290
2009,Bavaria,Rural regions,"Yes, every week",0.16035,128,810,0.13507,0.18564
2009,Bavaria,Rural regions,"Yes, every 2 weeks",0.12283,109,810,0.10021,0.14545
2009,Bavaria,Rural regions,"Yes, every 3-4 weeks",0.07339,63,810,0.05542,0.09136
2009,Bavaria,Rural regions,"Yes, less frequently",0.23440,197,810,0.20521,0.26360
2009,Berlin,Urban regions,"No, never",0.38455,133,395,0.33652,0.43259
2009,Berlin,Urban regions,"Yes, every week",0.19743,75,395,0.15813,0.23674
2009,Berlin,Urban regions,"Yes, every 2 weeks",0.14094,56,395,0.10659,0.17530
2009,Berlin,Urban regions,"Yes, every 3-4 weeks",0.07148,33,395,0.04604,0.09692
2009,Berlin,Urban regions,"Yes, less frequently",0.20559,98,395,0.16568,0.24549
2009,Brandenburg,Rural regions,"No, never",0.20393,99,350,0.16166,0.24620
2009,Brandenburg,Rural regions,"Yes, every week",0.18954,58,350,0.14841,0.23066
2009,Brandenburg,Rural regions,"Yes, every 2 weeks",0.20847,59,350,0.16585,0.25109
2009,Brandenburg,Rural regions,"Yes, every 3-4 weeks",0.08992,33,350,0.05990,0.11993
2009,Brandenburg,Rural regions,"Yes, less frequently",0.30815,101,350,0.25971,0.35659
2009,Mecklenburg-Western Pomerania,Rural regions,"No, never",0.38663,76,136,0.30449,0.46878
2009,Mecklenburg-Western Pomerania,Rural regions,"Yes, less frequently",0.27391,60,136,0.19868,0.34914
2009,Saxony,Urban regions,"No, never",0.30382,123,370,0.25689,0.35075
2009,Saxony,Urban regions,"Yes, every week",0.12804,41,370,0.09395,0.16213
2009,Saxony,Urban regions,"Yes, every 2 weeks",0.17422,61,370,0.13552,0.21292
2009,Saxony,Urban regions,"Yes, every 3-4 weeks",0.10565,37,370,0.07429,0.13701
2009,Saxony,Urban regions,"Yes, less frequently",0.28827,108,370,0.24205,0.33449
2009,Saxony,Rural regions,"No, never",0.29683,129,390,0.25143,0.34224
2009,Saxony,Rural regions,"Yes, every week",0.11026,43,390,0.07914,0.14139
2009,Saxony,Rural regions,"Yes, every 2 weeks",0.18189,69,390,0.14355,0.22022
2009,Saxony,Rural regions,"Yes, every 3-4 weeks",0.10620,39,390,0.07558,0.13682
2009,Saxony,Rural regions,"Yes, less frequently",0.30481,110,390,0.25907,0.35056
2009,Saxony-Anhalt,Rural regions,"No, never",0.31560,101,341,0.26620,0.36500
2009,Saxony-Anhalt,Rural regions,"Yes, every week",0.14117,54,341,0.10416,0.17818
2009,Saxony-Anhalt,Rural regions,"Yes, every 2 weeks",0.20444,70,341,0.16157,0.24731
2009,Saxony-Anhalt,Rural regions,"Yes, every 3-4 weeks",0.10092,36,341,0.06890,0.13294
2009,Saxony-Anhalt,Rural regions,"Yes, less frequently",0.23787,80,341,0.19261,0.28313
2009,Thuringa,Urban regions,"No, never",0.34356,34,74,0.23461,0.45250
2009,Thuringa,Urban regions,"Yes, less frequently",0.27175,40,74,0.16970,0.37381
2009,Thuringa,Rural regions,"No, never",0.25205,87,295,0.20242,0.30169
2009,Thuringa,Rural regions,"Yes, every week",0.11972,47,295,0.08261,0.15683
2009,Thuringa,Rural regions,"Yes, every 2 weeks",0.17852,45,295,0.13475,0.22230
2009,Thuringa,Rural regions,"Yes, every 3-4 weeks",0.21740,45,295,0.17025,0.26455
2009,Thuringa,Rural regions,"Yes, less frequently",0.23230,71,295,0.18403,0.28057
2011,Schleswig-Holstein,Urban regions,"No, never",0.35741,68,113,0.26865,0.44616
2011,Schleswig-Holstein,Urban regions,"Yes, less frequently",0.31191,45,113,0.22611,0.39771
2011,Schleswig-Holstein,Rural regions,"No, never",0.35464,141,390,0.30709,0.40218
2011,Schleswig-Holstein,Rural regions,"Yes, every week",0.10991,50,390,0.07883,0.14100
2011,Schleswig-Holstein,Rural regions,"Yes, every 2 weeks",0.16214,72,390,0.12551,0.19877
2011,Schleswig-Holstein,Rural regions,"Yes, every 3-4 weeks",0.09548,45,390,0.06627,0.12468
2011,Schleswig-Holstein,Rural regions,"Yes, less frequently",0.27783,82,390,0.23332,0.32235
2011,Hamburg,Urban regions,"No, never",0.39630,99,199,0.32817,0.46443
2011,Hamburg,Urban regions,"Yes, every week",0.14681,40,199,0.09751,0.19611
2011,Hamburg,Urban regions,"Yes, less frequently",0.25001,60,199,0.18970,0.31033
2011,Lower Saxony,Urban regions,"No, never",0.35596,251,666,0.31957,0.39235
2011,Lower Saxony,Urban regions,"Yes, every week",0.12173,85,666,0.09688,0.14658
2011,Lower Saxony,Urban regions,"Yes, every 2 weeks",0.18227,106,666,0.15292,0.21161
2011,Lower Saxony,Urban regions,"Yes, every 3-4 weeks",0.06765,50,666,0.04856,0.08674
2011,Lower Saxony,Urban regions,"Yes, less frequently",0.27239,174,666,0.23856,0.30623
2011,Lower Saxony,Rural regions,"No, never",0.37018,323,884,0.33833,0.40203
2011,Lower Saxony,Rural regions,"Yes, every week",0.13028,124,884,0.10808,0.15248
2011,Lower Saxony,Rural regions,"Yes, every 2 weeks",0.15716,145,884,0.13316,0.18117
2011,Lower Saxony,Rural regions,"Yes, every 3-4 weeks",0.07623,75,884,0.05873,0.09373
2011,Lower Saxony,Rural regions,"Yes, less frequently",0.26615,217,884,0.23700,0.29530
2011,Bremen,Urban regions,"No, never",0.46567,36,36,0.30041,0.63093
2011,North Rhine-Westphalia,Urban regions,"No, never",0.38326,1307,3224,0.36647,0.40004
2011,North Rhine-Westphalia,Urban regions,"Yes, every week",0.16603,478,3224,0.15318,0.17887
2011,North Rhine-Westphalia,Urban regions,"Yes, every 2 weeks",0.15183,487,3224,0.13944,0.16422
2011,North Rhine-Westphalia,Urban regions,"Yes, every 3-4 weeks",0.07805,255,3224,0.06878,0.08731
2011,North Rhine-Westphalia,Urban regions,"Yes, less frequently",0.22085,697,3224,0.20652,0.23517
2011,North Rhine-Westphalia,Rural regions,"No, never",0.37531,36,36,0.21489,0.53572
2011,Hesse,Urban regions,"No, never",0.38065,336,968,0.35005,0.41125
2011,Hesse,Urban regions,"Yes, every week",0.14268,150,968,0.12064,0.16473
2011,Hesse,Urban regions,"Yes, every 2 weeks",0.13959,144,968,0.11775,0.16144
2011,Hesse,Urban regions,"Yes, every 3-4 weeks",0.10843,109,968,0.08883,0.12803
2011,Hesse,Urban regions,"Yes, less frequently",0.22864,229,968,0.20218,0.25511
2011,Hesse,Rural regions,"No, never",0.35426,95,227,0.29190,0.41662
2011,Hesse,Rural regions,"Yes, every week",0.14527,34,227,0.09933,0.19121
