,Unnamed: 0,year,age_gr,migback,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
60,60,2007,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.0884,385,11260,0.08029,0.0979
61,61,2007,46-65 y.,No migration background,"Yes, less frequently",0.25929,1103,11260,0.24469,0.27471
62,62,2007,46-65 y.,Direct migration background,"No, never",0.44659,191,11260,0.40623,0.49345
63,63,2007,46-65 y.,Direct migration background,"Yes, every week",0.13118,54,11260,0.10658,0.15945
64,64,2007,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.13328,57,11260,0.10878,0.16447
65,65,2007,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.0843,41,11260,0.06262,0.10425
66,66,2007,46-65 y.,Direct migration background,"Yes, less frequently",0.20465,100,11260,0.16721,0.2391
67,67,2007,66 and older,No migration background,"No, never",0.44593,59,11260,0.35532,0.52897
68,68,2007,66 and older,No migration background,"Yes, every week",0.31173,44,11260,0.21997,0.3857
69,69,2007,66 and older,No migration background,"Yes, less frequently",0.24234,37,11260,0.18666,0.31232
70,70,2009,17-29 y.,No migration background,"No, never",0.39395,523,9952,0.35693,0.42469
71,71,2009,17-29 y.,No migration background,"Yes, every week",0.14607,193,9952,0.12452,0.16952
72,72,2009,17-29 y.,No migration background,"Yes, every 2 weeks",0.17717,235,9952,0.15467,0.20155
73,73,2009,17-29 y.,No migration background,"Yes, every 3-4 weeks",0.08354,122,9952,0.06725,0.09992
74,74,2009,17-29 y.,No migration background,"Yes, less frequently",0.19928,291,9952,0.17026,0.22688
75,75,2009,17-29 y.,Direct migration background,"No, never",1.0,36,9952,0.73468,1.36677
76,76,2009,17-29 y.,Indirect migration background,"No, never",0.70842,112,9952,0.58313,0.84893
77,77,2009,17-29 y.,Indirect migration background,"Yes, every week",0.29158,39,9952,0.21429,0.36337
78,78,2009,30-45 y.,No migration background,"No, never",0.31923,1121,9952,0.30268,0.33795
79,79,2009,30-45 y.,No migration background,"Yes, every week",0.13645,451,9952,0.12496,0.14928
80,80,2009,30-45 y.,No migration background,"Yes, every 2 weeks",0.14965,474,9952,0.13618,0.16334
81,81,2009,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.10315,328,9952,0.09174,0.11466
82,82,2009,30-45 y.,No migration background,"Yes, less frequently",0.29152,915,9952,0.27421,0.31221
83,83,2009,30-45 y.,Direct migration background,"No, never",0.44884,169,9952,0.38368,0.5263
84,84,2009,30-45 y.,Direct migration background,"Yes, every week",0.1475,63,9952,0.11824,0.17934
85,85,2009,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.14644,58,9952,0.11552,0.18522
86,86,2009,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.08992,33,9952,0.06,0.12176
87,87,2009,30-45 y.,Direct migration background,"Yes, less frequently",0.1673,75,9952,0.12785,0.20581
88,88,2009,30-45 y.,Indirect migration background,"No, never",0.36706,72,9952,0.25939,0.47056
89,89,2009,30-45 y.,Indirect migration background,"Yes, every week",0.20732,38,9952,0.15513,0.26292
90,90,2009,30-45 y.,Indirect migration background,"Yes, every 2 weeks",0.17895,36,9952,0.12787,0.23704
91,91,2009,30-45 y.,Indirect migration background,"Yes, less frequently",0.24667,47,9952,0.18934,0.31341
92,92,2009,46-65 y.,No migration background,"No, never",0.34877,1407,9952,0.32889,0.36898
93,93,2009,46-65 y.,No migration background,"Yes, every week",0.16253,638,9952,0.15136,0.1729
94,94,2009,46-65 y.,No migration background,"Yes, every 2 weeks",0.14299,533,9952,0.13109,0.15697
95,95,2009,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.08386,364,9952,0.07516,0.09232
96,96,2009,46-65 y.,No migration background,"Yes, less frequently",0.26185,1057,9952,0.24248,0.27607
97,97,2009,46-65 y.,Direct migration background,"No, never",0.47005,151,9952,0.40437,0.54387
98,98,2009,46-65 y.,Direct migration background,"Yes, every week",0.19885,61,9952,0.1551,0.23607
99,99,2009,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.15394,59,9952,0.12159,0.18679
100,100,2009,46-65 y.,Direct migration background,"Yes, less frequently",0.17716,71,9952,0.13294,0.22638
101,101,2009,66 and older,No migration background,"No, never",0.44409,70,9952,0.36136,0.55324
102,102,2009,66 and older,No migration background,"Yes, every week",0.25374,51,9952,0.19316,0.32885
103,103,2009,66 and older,No migration background,"Yes, less frequently",0.30217,59,9952,0.22505,0.37789
104,104,2011,17-29 y.,No migration background,"No, never",0.40101,715,16556,0.36905,0.4352
105,105,2011,17-29 y.,No migration background,"Yes, every week",0.13083,249,16556,0.11452,0.14952
106,106,2011,17-29 y.,No migration background,"Yes, every 2 weeks",0.18225,353,16556,0.16323,0.19929
107,107,2011,17-29 y.,No migration background,"Yes, every 3-4 weeks",0.07743,150,16556,0.06487,0.09639
108,108,2011,17-29 y.,No migration background,"Yes, less frequently",0.20848,344,16556,0.18406,0.23433
109,109,2011,17-29 y.,Direct migration background,"No, never",0.41588,84,16556,0.34113,0.50104
110,110,2011,17-29 y.,Direct migration background,"Yes, every week",0.16143,38,16556,0.09463,0.24083
111,111,2011,17-29 y.,Direct migration background,"Yes, every 2 weeks",0.23501,39,16556,0.12896,0.35342
112,112,2011,17-29 y.,Direct migration background,"Yes, less frequently",0.18769,38,16556,0.15319,0.22074
113,113,2011,17-29 y.,Indirect migration background,"No, never",0.36776,92,16556,0.28171,0.46627
114,114,2011,17-29 y.,Indirect migration background,"Yes, every week",0.28254,51,16556,0.20541,0.37677
115,115,2011,17-29 y.,Indirect migration background,"Yes, every 2 weeks",0.20184,39,16556,0.14188,0.27676
116,116,2011,17-29 y.,Indirect migration background,"Yes, less frequently",0.14787,36,16556,0.0966,0.20798
117,117,2011,30-45 y.,No migration background,"No, never",0.34915,2299,16556,0.33266,0.36833
118,118,2011,30-45 y.,No migration background,"Yes, every week",0.13446,830,16556,0.12263,0.1512
119,119,2011,30-45 y.,No migration background,"Yes, every 2 weeks",0.14409,982,16556,0.13289,0.15635
120,120,2011,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.10539,624,16556,0.09353,0.11625
121,121,2011,30-45 y.,No migration background,"Yes, less frequently",0.26691,1535,16556,0.24935,0.28353
122,122,2011,30-45 y.,Direct migration background,"No, never",0.38415,373,16556,0.33735,0.43352
123,123,2011,30-45 y.,Direct migration background,"Yes, every week",0.11823,127,16556,0.08928,0.15081
124,124,2011,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.17755,172,16556,0.14817,0.20914
125,125,2011,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.0905,94,16556,0.06785,0.11638
126,126,2011,30-45 y.,Direct migration background,"Yes, less frequently",0.22957,211,16556,0.18571,0.26699
127,127,2011,30-45 y.,Indirect migration background,"No, never",0.42803,181,16556,0.32931,0.53394
128,128,2011,30-45 y.,Indirect migration background,"Yes, every week",0.15569,65,16556,0.12045,0.1986
129,129,2011,30-45 y.,Indirect migration background,"Yes, every 2 weeks",0.15512,73,16556,0.11006,0.20664
130,130,2011,30-45 y.,Indirect migration background,"Yes, every 3-4 weeks",0.08732,53,16556,0.05687,0.11525
131,131,2011,30-45 y.,Indirect migration background,"Yes, less frequently",0.17383,92,16556,0.12035,0.23596
132,132,2011,46-65 y.,No migration background,"No, never",0.37375,2224,16556,0.3596,0.39049
133,133,2011,46-65 y.,No migration background,"Yes, every week",0.15688,909,16556,0.14682,0.1669
134,134,2011,46-65 y.,No migration background,"Yes, every 2 weeks",0.14687,830,16556,0.13586,0.15967
135,135,2011,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.08465,509,16556,0.07705,0.09191
136,136,2011,46-65 y.,No migration background,"Yes, less frequently",0.23785,1382,16556,0.22492,0.25221
137,137,2011,46-65 y.,Direct migration background,"No, never",0.40938,237,16556,0.34859,0.46457
138,138,2011,46-65 y.,Direct migration background,"Yes, every week",0.16577,100,16556,0.13868,0.19737
139,139,2011,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.15988,96,16556,0.12934,0.19309
140,140,2011,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.12126,59,16556,0.09392,0.15129
141,141,2011,46-65 y.,Direct migration background,"Yes, less frequently",0.14371,105,16556,0.12019,0.17316
142,142,2011,66 and older,No migration background,"No, never",0.46982,73,16556,0.39413,0.56087
143,143,2011,66 and older,No migration background,"Yes, every week",0.2738,45,16556,0.23442,0.32711
144,144,2011,66 and older,No migration background,"Yes, less frequently",0.25638,48,16556,0.19293,0.33519
145,145,2013,17-29 y.,No migration background,"No, never",0.42464,714,15332,0.38664,0.46106
146,146,2013,17-29 y.,No migration background,"Yes, every week",0.11981,234,15332,0.10488,0.13619
147,147,2013,17-29 y.,No migration background,"Yes, every 2 weeks",0.17022,278,15332,0.14667,0.19329
148,148,2013,17-29 y.,No migration background,"Yes, every 3-4 weeks",0.10261,155,15332,0.08541,0.12459
149,149,2013,17-29 y.,No migration background,"Yes, less frequently",0.18272,293,15332,0.16127,0.20997
150,150,2013,17-29 y.,Direct migration background,"No, never",0.74856,66,15332,0.50468,1.04225
151,151,2013,17-29 y.,Direct migration background,"Yes, every 2 weeks",0.25144,31,15332,0.11226,0.43016
152,152,2013,17-29 y.,Indirect migration background,"No, never",0.49968,115,15332,0.4039,0.61314
153,153,2013,17-29 y.,Indirect migration background,"Yes, every week",0.36836,59,15332,0.25944,0.48942
154,154,2013,17-29 y.,Indirect migration background,"Yes, every 2 weeks",0.13195,31,15332,0.08163,0.18782
155,155,2013,30-45 y.,No migration background,"No, never",0.33381,1947,15332,0.31447,0.3559
156,156,2013,30-45 y.,No migration background,"Yes, every week",0.13018,641,15332,0.11634,0.14329
157,157,2013,30-45 y.,No migration background,"Yes, every 2 weeks",0.16484,850,15332,0.14771,0.18163
158,158,2013,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.08555,472,15332,0.07349,0.09765
159,159,2013,30-45 y.,No migration background,"Yes, less frequently",0.28563,1304,15332,0.26325,0.3088
160,160,2013,30-45 y.,Direct migration background,"No, never",0.36232,337,15332,0.29833,0.4341
161,161,2013,30-45 y.,Direct migration background,"Yes, every week",0.15025,128,15332,0.10963,0.20166
162,162,2013,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.16553,167,15332,0.12944,0.20105
163,163,2013,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.10888,80,15332,0.07786,0.1477
164,164,2013,30-45 y.,Direct migration background,"Yes, less frequently",0.21302,167,15332,0.1612,0.26903
165,165,2013,30-45 y.,Indirect migration background,"No, never",0.37891,146,15332,0.29769,0.48768
166,166,2013,30-45 y.,Indirect migration background,"Yes, every week",0.1358,48,15332,0.09325,0.18805
167,167,2013,30-45 y.,Indirect migration background,"Yes, every 2 weeks",0.17055,79,15332,0.12036,0.22628
168,168,2013,30-45 y.,Indirect migration background,"Yes, every 3-4 weeks",0.10294,39,15332,0.07178,0.13989
169,169,2013,30-45 y.,Indirect migration background,"Yes, less frequently",0.21181,79,15332,0.14811,0.28812
170,170,2013,46-65 y.,No migration background,"No, never",0.36424,2290,15332,0.35008,0.38255
171,171,2013,46-65 y.,No migration background,"Yes, every week",0.13374,792,15332,0.12447,0.14433
172,172,2013,46-65 y.,No migration background,"Yes, every 2 weeks",0.14787,833,15332,0.13755,0.15924
173,173,2013,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.09212,515,15332,0.08542,0.10001
174,174,2013,46-65 y.,No migration background,"Yes, less frequently",0.26203,1535,15332,0.24598,0.27528
175,175,2013,46-65 y.,Direct migration background,"No, never",0.37516,226,15332,0.31939,0.44084
176,176,2013,46-65 y.,Direct migration background,"Yes, every week",0.16549,102,15332,0.13157,0.2133
177,177,2013,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.15732,100,15332,0.12094,0.19674
178,178,2013,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.09827,49,15332,0.07659,0.11869
179,179,2013,46-65 y.,Direct migration background,"Yes, less frequently",0.20376,129,15332,0.16243,0.25577
180,180,2013,46-65 y.,Indirect migration background,"No, never",0.60922,44,15332,0.39582,0.86439
181,181,2013,46-65 y.,Indirect migration background,"Yes, less frequently",0.39078,32,15332,0.25423,0.51327
182,182,2013,66 and older,No migration background,"No, never",0.53009,106,15332,0.45024,0.59725
183,183,2013,66 and older,No migration background,"Yes, every week",0.19753,48,15332,0.15612,0.24838
184,184,2013,66 and older,No migration background,"Yes, less frequently",0.27238,71,15332,0.23269,0.32119
185,185,2015,17-29 y.,No migration background,"No, never",0.42342,659,15103,0.38865,0.46309
186,186,2015,17-29 y.,No migration background,"Yes, every week",0.11845,208,15103,0.10282,0.13502
187,187,2015,17-29 y.,No migration background,"Yes, every 2 weeks",0.19051,292,15103,0.16181,0.21479
188,188,2015,17-29 y.,No migration background,"Yes, every 3-4 weeks",0.07928,120,15103,0.06298,0.09914
189,189,2015,17-29 y.,No migration background,"Yes, less frequently",0.18834,289,15103,0.16582,0.21477
190,190,2015,17-29 y.,Direct migration background,"No, never",0.43904,144,15103,0.33855,0.58644
191,191,2015,17-29 y.,Direct migration background,"Yes, every week",0.22256,79,15103,0.16484,0.2755
192,192,2015,17-29 y.,Direct migration background,"Yes, every 2 weeks",0.22223,53,15103,0.13007,0.33382
193,193,2015,17-29 y.,Direct migration background,"Yes, less frequently",0.11617,40,15103,0.08259,0.15543
194,194,2015,17-29 y.,Indirect migration background,"No, never",0.39307,181,15103,0.32961,0.44836
195,195,2015,17-29 y.,Indirect migration background,"Yes, every week",0.22499,84,15103,0.16806,0.28635
196,196,2015,17-29 y.,Indirect migration background,"Yes, every 2 weeks",0.20645,68,15103,0.1322,0.27663
197,197,2015,17-29 y.,Indirect migration background,"Yes, less frequently",0.17549,63,15103,0.12405,0.23249
198,198,2015,30-45 y.,No migration background,"No, never",0.35421,1520,15103,0.32844,0.37686
199,199,2015,30-45 y.,No migration background,"Yes, every week",0.13137,489,15103,0.1144,0.14953
200,200,2015,30-45 y.,No migration background,"Yes, every 2 weeks",0.14435,602,15103,0.12895,0.16039
201,201,2015,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.1032,383,15103,0.08695,0.11786
202,202,2015,30-45 y.,No migration background,"Yes, less frequently",0.26688,1006,15103,0.24444,0.29132
203,203,2015,30-45 y.,Direct migration background,"No, never",0.38511,608,15103,0.34822,0.42546
204,204,2015,30-45 y.,Direct migration background,"Yes, every week",0.14281,199,15103,0.11711,0.17067
205,205,2015,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.17756,249,15103,0.1483,0.21797
206,206,2015,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.11855,133,15103,0.09249,0.15061
207,207,2015,30-45 y.,Direct migration background,"Yes, less frequently",0.17598,238,15103,0.14578,0.20712
208,208,2015,30-45 y.,Indirect migration background,"No, never",0.41201,185,15103,0.34157,0.50759
209,209,2015,30-45 y.,Indirect migration background,"Yes, every week",0.13023,58,15103,0.0929,0.1761
210,210,2015,30-45 y.,Indirect migration background,"Yes, every 2 weeks",0.15452,76,15103,0.10679,0.19969
211,211,2015,30-45 y.,Indirect migration background,"Yes, every 3-4 weeks",0.09435,51,15103,0.06545,0.13233
212,212,2015,30-45 y.,Indirect migration background,"Yes, less frequently",0.2089,94,15103,0.14517,0.2734
213,213,2015,46-65 y.,No migration background,"No, never",0.37007,2142,15103,0.35422,0.38459
214,214,2015,46-65 y.,No migration background,"Yes, every week",0.1303,719,15103,0.11937,0.14024
215,215,2015,46-65 y.,No migration background,"Yes, every 2 weeks",0.15648,794,15103,0.14665,0.16763
216,216,2015,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.07805,458,15103,0.07088,0.08554
217,217,2015,46-65 y.,No migration background,"Yes, less frequently",0.2651,1489,15103,0.25192,0.28062
218,218,2015,46-65 y.,Direct migration background,"No, never",0.40212,411,15103,0.34358,0.46363
219,219,2015,46-65 y.,Direct migration background,"Yes, every week",0.15942,155,15103,0.1313,0.19778
220,220,2015,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.18328,180,15103,0.15572,0.21427
221,221,2015,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.08655,69,15103,0.0646,0.11011
222,222,2015,46-65 y.,Direct migration background,"Yes, less frequently",0.16863,178,15103,0.13962,0.205
223,223,2015,46-65 y.,Indirect migration background,"No, never",0.62401,54,15103,0.45123,0.84318
224,224,2015,46-65 y.,Indirect migration background,"Yes, less frequently",0.37599,36,15103,0.19829,0.57678
225,225,2015,66 and older,No migration background,"No, never",0.57039,129,15103,0.48961,0.63876
226,226,2015,66 and older,No migration background,"Yes, every week",0.18111,48,15103,0.12863,0.23993
227,227,2015,66 and older,No migration background,"Yes, less frequently",0.2485,70,15103,0.18546,0.30043
228,228,2017,17-29 y.,No migration background,"No, never",0.46306,850,16594,0.43137,0.49472
229,229,2017,17-29 y.,No migration background,"Yes, every week",0.14488,282,16594,0.12813,0.16467
230,230,2017,17-29 y.,No migration background,"Yes, every 2 weeks",0.15469,294,16594,0.13573,0.1759
231,231,2017,17-29 y.,No migration background,"Yes, every 3-4 weeks",0.08552,178,16594,0.07134,0.09934
232,232,2017,17-29 y.,No migration background,"Yes, less frequently",0.15184,266,16594,0.13138,0.17347
233,233,2017,17-29 y.,Direct migration background,"No, never",0.46724,145,16594,0.36982,0.57113
234,234,2017,17-29 y.,Direct migration background,"Yes, every week",0.17822,65,16594,0.11766,0.24109
235,235,2017,17-29 y.,Direct migration background,"Yes, every 2 weeks",0.17725,63,16594,0.1278,0.2459
236,236,2017,17-29 y.,Direct migration background,"Yes, every 3-4 weeks",0.09531,32,16594,0.06338,0.13
237,237,2017,17-29 y.,Direct migration background,"Yes, less frequently",0.08199,44,16594,0.06254,0.11291
238,238,2017,17-29 y.,Indirect migration background,"No, never",0.45518,193,16594,0.38703,0.53706
239,239,2017,17-29 y.,Indirect migration background,"Yes, every week",0.21729,92,16594,0.16709,0.26691
240,240,2017,17-29 y.,Indirect migration background,"Yes, every 2 weeks",0.17772,77,16594,0.13405,0.22869
241,241,2017,17-29 y.,Indirect migration background,"Yes, less frequently",0.14981,52,16594,0.09965,0.21012
242,242,2017,30-45 y.,No migration background,"No, never",0.39375,1592,16594,0.37078,0.4166
243,243,2017,30-45 y.,No migration background,"Yes, every week",0.11214,473,16594,0.09564,0.1258
244,244,2017,30-45 y.,No migration background,"Yes, every 2 weeks",0.14919,595,16594,0.13465,0.16389
245,245,2017,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.0962,397,16594,0.08423,0.10868
246,246,2017,30-45 y.,No migration background,"Yes, less frequently",0.24872,835,16594,0.23023,0.26887
247,247,2017,30-45 y.,Direct migration background,"No, never",0.41389,670,16594,0.37249,0.4643
248,248,2017,30-45 y.,Direct migration background,"Yes, every week",0.14473,179,16594,0.12169,0.17497
249,249,2017,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.1922,278,16594,0.15668,0.22562
250,250,2017,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.08124,121,16594,0.06291,0.10216
251,251,2017,30-45 y.,Direct migration background,"Yes, less frequently",0.16793,275,16594,0.14315,0.19363
252,252,2017,30-45 y.,Indirect migration background,"No, never",0.45894,202,16594,0.36706,0.56136
253,253,2017,30-45 y.,Indirect migration background,"Yes, every week",0.14418,64,16594,0.10301,0.18637
254,254,2017,30-45 y.,Indirect migration background,"Yes, every 2 weeks",0.12096,72,16594,0.09517,0.14901
255,255,2017,30-45 y.,Indirect migration background,"Yes, every 3-4 weeks",0.09169,46,16594,0.06784,0.12198
256,256,2017,30-45 y.,Indirect migration background,"Yes, less frequently",0.18423,86,16594,0.14276,0.22876
257,257,2017,46-65 y.,No migration background,"No, never",0.40931,2734,16594,0.39519,0.42428
258,258,2017,46-65 y.,No migration background,"Yes, every week",0.1298,849,16594,0.11878,0.13982
259,259,2017,46-65 y.,No migration background,"Yes, every 2 weeks",0.14089,874,16594,0.13139,0.14996
260,260,2017,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.09013,657,16594,0.08232,0.0968
261,261,2017,46-65 y.,No migration background,"Yes, less frequently",0.22987,1397,16594,0.21476,0.24164
262,262,2017,46-65 y.,Direct migration background,"No, never",0.41696,480,16594,0.37027,0.46641
263,263,2017,46-65 y.,Direct migration background,"Yes, every week",0.12201,149,16594,0.10116,0.14864
264,264,2017,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.17412,202,16594,0.14264,0.21234
265,265,2017,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.10873,107,16594,0.08164,0.13561
266,266,2017,46-65 y.,Direct migration background,"Yes, less frequently",0.17819,181,16594,0.14505,0.21509
267,267,2017,46-65 y.,Indirect migration background,"No, never",0.58798,76,16594,0.453,0.75601
268,268,2017,46-65 y.,Indirect migration background,"Yes, every week",0.21013,32,16594,0.11807,0.32658
269,269,2017,46-65 y.,Indirect migration background,"Yes, less frequently",0.20189,33,16594,0.1348,0.29252
270,270,2017,66 and older,No migration background,"No, never",0.56503,172,16594,0.47082,0.63519
271,271,2017,66 and older,No migration background,"Yes, every week",0.19366,59,16594,0.14774,0.24451
272,272,2017,66 and older,No migration background,"Yes, less frequently",0.24131,74,16594,0.19124,0.28972
273,273,2019,17-29 y.,No migration background,"No, never",0.45609,834,16730,0.42353,0.49021
274,274,2019,17-29 y.,No migration background,"Yes, every week",0.13111,238,16730,0.11244,0.15701
275,275,2019,17-29 y.,No migration background,"Yes, every 2 weeks",0.14691,274,16730,0.12902,0.16836
276,276,2019,17-29 y.,No migration background,"Yes, every 3-4 weeks",0.09274,184,16730,0.07725,0.10906
277,277,2019,17-29 y.,No migration background,"Yes, less frequently",0.17315,272,16730,0.14832,0.20257
