year,migback,pgisced97,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,Post-secondary Non-tertiary Level,"No, never",0.39794,255,638,0.35993,0.43595
2007,No migration background,Post-secondary Non-tertiary Level,"Yes, every week",0.10135,68,638,0.07791,0.12479
2007,No migration background,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.12773,84,638,0.10181,0.15365
2007,No migration background,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.09312,62,638,0.07055,0.11568
2007,No migration background,Post-secondary Non-tertiary Level,"Yes, less frequently",0.27986,169,638,0.24500,0.31473
2007,No migration background,First Stage of Tertiary Education,"No, never",0.27605,270,875,0.24641,0.30569
2007,No migration background,First Stage of Tertiary Education,"Yes, every week",0.16767,146,875,0.14291,0.19244
2007,No migration background,First Stage of Tertiary Education,"Yes, every 2 weeks",0.18350,136,875,0.15784,0.20916
2007,No migration background,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.07307,83,875,0.05581,0.09032
2007,No migration background,First Stage of Tertiary Education,"Yes, less frequently",0.29971,240,875,0.26934,0.33008
2007,No migration background,Second Stage of Tertiary Education,"No, never",0.30370,874,2729,0.28644,0.32096
2007,No migration background,Second Stage of Tertiary Education,"Yes, every week",0.15690,433,2729,0.14325,0.17055
2007,No migration background,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.11876,285,2729,0.10662,0.13090
2007,No migration background,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.10250,272,2729,0.09112,0.11389
2007,No migration background,Second Stage of Tertiary Education,"Yes, less frequently",0.31813,865,2729,0.30065,0.33561
2007,Direct migration background,Lower Secondary Level,"No, never",0.54042,92,92,0.43802,0.64282
2007,Direct migration background,Upper Secondary Level,"No, never",0.39043,163,433,0.34443,0.43643
2007,Direct migration background,Upper Secondary Level,"Yes, every week",0.15500,65,433,0.12087,0.18912
2007,Direct migration background,Upper Secondary Level,"Yes, every 2 weeks",0.18153,78,433,0.14518,0.21788
2007,Direct migration background,Upper Secondary Level,"Yes, every 3-4 weeks",0.06210,34,433,0.03934,0.08486
2007,Direct migration background,Upper Secondary Level,"Yes, less frequently",0.21094,93,433,0.17247,0.24941
2007,Direct migration background,Post-secondary Non-tertiary Level,"No, never",0.36813,50,50,0.23308,0.50317
2007,Direct migration background,Second Stage of Tertiary Education,"No, never",0.37203,81,149,0.29416,0.44990
2007,Direct migration background,Second Stage of Tertiary Education,"Yes, less frequently",0.32503,68,149,0.24957,0.40049
2007,Indirect migration background,Lower Secondary Level,"No, never",0.42676,41,41,0.27348,0.58004
2007,Indirect migration background,Upper Secondary Level,"No, never",0.44353,97,170,0.36863,0.51844
2007,Indirect migration background,Upper Secondary Level,"Yes, every week",0.18686,35,170,0.12809,0.24563
2007,Indirect migration background,Upper Secondary Level,"Yes, less frequently",0.14394,38,170,0.09102,0.19687
2007,Indirect migration background,Second Stage of Tertiary Education,"No, never",0.39970,34,34,0.23258,0.56683
2009,No migration background,No answer / don't know,"No, never",0.55433,56,56,0.42297,0.68569
2009,No migration background,Lower Secondary Level,"No, never",0.37920,176,429,0.33324,0.42517
2009,No migration background,Lower Secondary Level,"Yes, every week",0.17489,64,429,0.13890,0.21088
2009,No migration background,Lower Secondary Level,"Yes, every 2 weeks",0.16979,67,429,0.13422,0.20536
2009,No migration background,Lower Secondary Level,"Yes, every 3-4 weeks",0.08815,41,429,0.06129,0.11501
2009,No migration background,Lower Secondary Level,"Yes, less frequently",0.18796,81,429,0.15095,0.22497
2009,No migration background,Upper Secondary Level,"No, never",0.35724,1616,4442,0.34315,0.37133
2009,No migration background,Upper Secondary Level,"Yes, every week",0.13858,612,4442,0.12842,0.14874
2009,No migration background,Upper Secondary Level,"Yes, every 2 weeks",0.17381,738,4442,0.16267,0.18496
2009,No migration background,Upper Secondary Level,"Yes, every 3-4 weeks",0.09336,403,4442,0.08480,0.10191
2009,No migration background,Upper Secondary Level,"Yes, less frequently",0.23701,1073,4442,0.22450,0.24952
2009,No migration background,Post-secondary Non-tertiary Level,"No, never",0.40175,228,566,0.36132,0.44217
2009,No migration background,Post-secondary Non-tertiary Level,"Yes, every week",0.10703,61,566,0.08154,0.13252
2009,No migration background,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.12422,69,566,0.09703,0.15142
2009,No migration background,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.07885,50,566,0.05663,0.10107
2009,No migration background,Post-secondary Non-tertiary Level,"Yes, less frequently",0.28815,158,566,0.25081,0.32550
2009,No migration background,First Stage of Tertiary Education,"No, never",0.29958,236,770,0.26721,0.33196
2009,No migration background,First Stage of Tertiary Education,"Yes, every week",0.17043,132,770,0.14385,0.19700
2009,No migration background,First Stage of Tertiary Education,"Yes, every 2 weeks",0.13978,113,770,0.11527,0.16428
2009,No migration background,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.07323,68,770,0.05482,0.09164
2009,No migration background,First Stage of Tertiary Education,"Yes, less frequently",0.31698,221,770,0.28410,0.34987
2009,No migration background,Second Stage of Tertiary Education,"No, never",0.30219,789,2468,0.28407,0.32031
2009,No migration background,Second Stage of Tertiary Education,"Yes, every week",0.17243,432,2468,0.15752,0.18734
2009,No migration background,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.10494,242,2468,0.09284,0.11703
2009,No migration background,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.10031,248,2468,0.08845,0.11216
2009,No migration background,Second Stage of Tertiary Education,"Yes, less frequently",0.32014,757,2468,0.30173,0.33855
2009,Direct migration background,Lower Secondary Level,"No, never",0.49293,71,71,0.37581,0.61005
2009,Direct migration background,Upper Secondary Level,"No, never",0.37833,132,321,0.32519,0.43146
2009,Direct migration background,Upper Secondary Level,"Yes, every week",0.20768,67,321,0.16324,0.25213
2009,Direct migration background,Upper Secondary Level,"Yes, every 2 weeks",0.14190,55,321,0.10367,0.18014
2009,Direct migration background,Upper Secondary Level,"Yes, less frequently",0.17311,67,321,0.13166,0.21457
2009,Direct migration background,Post-secondary Non-tertiary Level,"No, never",0.48046,52,52,0.34334,0.61758
2009,Direct migration background,Second Stage of Tertiary Education,"No, never",0.46811,74,160,0.39055,0.54567
2009,Direct migration background,Second Stage of Tertiary Education,"Yes, every week",0.13583,34,160,0.08258,0.18909
2009,Direct migration background,Second Stage of Tertiary Education,"Yes, less frequently",0.23639,52,160,0.17035,0.30243
2009,Indirect migration background,Lower Secondary Level,"No, never",0.44680,50,50,0.30759,0.58600
2009,Indirect migration background,Upper Secondary Level,"No, never",0.43891,86,186,0.36740,0.51042
2009,Indirect migration background,Upper Secondary Level,"Yes, every week",0.15357,33,186,0.10162,0.20553
2009,Indirect migration background,Upper Secondary Level,"Yes, every 2 weeks",0.15211,33,186,0.10036,0.20386
2009,Indirect migration background,Upper Secondary Level,"Yes, less frequently",0.19790,34,186,0.14048,0.25531
2011,No migration background,No answer / don't know,"No, never",0.45990,91,218,0.39359,0.52622
2011,No migration background,No answer / don't know,"Yes, every week",0.14165,37,218,0.09526,0.18805
2011,No migration background,No answer / don't know,"Yes, every 2 weeks",0.21299,45,218,0.15851,0.26746
2011,No migration background,No answer / don't know,"Yes, less frequently",0.13076,45,218,0.08590,0.17562
2011,No migration background,Primary Level,"No, never",0.51683,33,33,0.34369,0.68997
2011,No migration background,Lower Secondary Level,"No, never",0.40809,331,785,0.37369,0.44250
2011,No migration background,Lower Secondary Level,"Yes, every week",0.15772,131,785,0.13221,0.18324
2011,No migration background,Lower Secondary Level,"Yes, every 2 weeks",0.18748,137,785,0.16016,0.21480
2011,No migration background,Lower Secondary Level,"Yes, every 3-4 weeks",0.06151,58,785,0.04469,0.07832
2011,No migration background,Lower Secondary Level,"Yes, less frequently",0.18519,128,785,0.15800,0.21238
2011,No migration background,Upper Secondary Level,"No, never",0.38059,2611,6919,0.36914,0.39203
2011,No migration background,Upper Secondary Level,"Yes, every week",0.13708,942,6919,0.12897,0.14518
2011,No migration background,Upper Secondary Level,"Yes, every 2 weeks",0.17310,1251,6919,0.16419,0.18202
2011,No migration background,Upper Secondary Level,"Yes, every 3-4 weeks",0.09648,649,6919,0.08952,0.10344
2011,No migration background,Upper Secondary Level,"Yes, less frequently",0.21275,1466,6919,0.20311,0.22239
2011,No migration background,Post-secondary Non-tertiary Level,"No, never",0.41972,521,1134,0.39098,0.44845
2011,No migration background,Post-secondary Non-tertiary Level,"Yes, every week",0.12485,122,1134,0.10560,0.14410
2011,No migration background,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.13567,161,1134,0.11573,0.15561
2011,No migration background,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.07283,95,1134,0.05770,0.08796
2011,No migration background,Post-secondary Non-tertiary Level,"Yes, less frequently",0.24694,235,1134,0.22183,0.27205
2011,No migration background,First Stage of Tertiary Education,"No, never",0.30719,372,1122,0.28018,0.33419
2011,No migration background,First Stage of Tertiary Education,"Yes, every week",0.14442,159,1122,0.12384,0.16499
2011,No migration background,First Stage of Tertiary Education,"Yes, every 2 weeks",0.13885,168,1122,0.11860,0.15909
2011,No migration background,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.09865,111,1122,0.08120,0.11611
2011,No migration background,First Stage of Tertiary Education,"Yes, less frequently",0.31090,312,1122,0.28380,0.33800
2011,No migration background,Second Stage of Tertiary Education,"No, never",0.33326,1326,3818,0.31831,0.34822
2011,No migration background,Second Stage of Tertiary Education,"Yes, every week",0.16564,619,3818,0.15384,0.17743
2011,No migration background,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.09848,404,3818,0.08903,0.10794
2011,No migration background,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.09494,368,3818,0.08564,0.10424
2011,No migration background,Second Stage of Tertiary Education,"Yes, less frequently",0.30767,1101,3818,0.29303,0.32232
2011,Direct migration background,Lower Secondary Level,"No, never",0.42618,113,283,0.36846,0.48390
2011,Direct migration background,Lower Secondary Level,"Yes, every week",0.11406,41,283,0.07695,0.15116
2011,Direct migration background,Lower Secondary Level,"Yes, every 2 weeks",0.22376,56,283,0.17512,0.27240
2011,Direct migration background,Lower Secondary Level,"Yes, every 3-4 weeks",0.11609,31,283,0.07871,0.15348
2011,Direct migration background,Lower Secondary Level,"Yes, less frequently",0.11991,42,283,0.08199,0.15783
2011,Direct migration background,Upper Secondary Level,"No, never",0.39887,272,719,0.36306,0.43469
2011,Direct migration background,Upper Secondary Level,"Yes, every week",0.15172,117,719,0.12548,0.17796
2011,Direct migration background,Upper Secondary Level,"Yes, every 2 weeks",0.17184,133,719,0.14425,0.19944
2011,Direct migration background,Upper Secondary Level,"Yes, every 3-4 weeks",0.10181,69,719,0.07969,0.12393
2011,Direct migration background,Upper Secondary Level,"Yes, less frequently",0.17575,128,719,0.14791,0.20359
2011,Direct migration background,Post-secondary Non-tertiary Level,"No, never",0.41887,89,178,0.34619,0.49156
2011,Direct migration background,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.13428,34,178,0.08405,0.18451
2011,Direct migration background,Post-secondary Non-tertiary Level,"Yes, less frequently",0.23952,55,178,0.17665,0.30240
2011,Direct migration background,Second Stage of Tertiary Education,"No, never",0.42614,186,419,0.37873,0.47355
2011,Direct migration background,Second Stage of Tertiary Education,"Yes, every week",0.12644,51,419,0.09458,0.15830
2011,Direct migration background,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.14045,52,419,0.10714,0.17375
2011,Direct migration background,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.08575,35,419,0.05890,0.11259
2011,Direct migration background,Second Stage of Tertiary Education,"Yes, less frequently",0.22123,95,419,0.18144,0.26102
2011,Indirect migration background,Lower Secondary Level,"No, never",0.29275,38,38,0.14613,0.43937
2011,Indirect migration background,Upper Secondary Level,"No, never",0.34974,136,338,0.29883,0.40066
2011,Indirect migration background,Upper Secondary Level,"Yes, every week",0.21351,56,338,0.16976,0.25726
2011,Indirect migration background,Upper Secondary Level,"Yes, every 2 weeks",0.21717,62,338,0.17314,0.26119
2011,Indirect migration background,Upper Secondary Level,"Yes, every 3-4 weeks",0.08082,32,338,0.05172,0.10992
2011,Indirect migration background,Upper Secondary Level,"Yes, less frequently",0.13876,52,338,0.10185,0.17567
2011,Indirect migration background,Second Stage of Tertiary Education,"No, never",0.49295,51,97,0.39294,0.59296
2011,Indirect migration background,Second Stage of Tertiary Education,"Yes, less frequently",0.31124,46,97,0.21862,0.40385
2013,No migration background,No answer / don't know,"No, never",0.45563,92,92,0.35330,0.55795
2013,No migration background,Primary Level,"No, never",0.38882,33,33,0.21992,0.55772
2013,No migration background,Lower Secondary Level,"No, never",0.42834,310,727,0.39234,0.46433
2013,No migration background,Lower Secondary Level,"Yes, every week",0.17104,115,727,0.14365,0.19843
2013,No migration background,Lower Secondary Level,"Yes, every 2 weeks",0.15516,124,727,0.12883,0.18150
2013,No migration background,Lower Secondary Level,"Yes, every 3-4 weeks",0.07260,53,727,0.05373,0.09148
2013,No migration background,Lower Secondary Level,"Yes, less frequently",0.17286,125,727,0.14535,0.20036
2013,No migration background,Upper Secondary Level,"No, never",0.37182,2417,6397,0.35998,0.38367
2013,No migration background,Upper Secondary Level,"Yes, every week",0.12253,806,6397,0.11449,0.13057
2013,No migration background,Upper Secondary Level,"Yes, every 2 weeks",0.18825,1168,6397,0.17867,0.19783
2013,No migration background,Upper Secondary Level,"Yes, every 3-4 weeks",0.08903,577,6397,0.08205,0.09601
2013,No migration background,Upper Secondary Level,"Yes, less frequently",0.22836,1429,6397,0.21808,0.23865
2013,No migration background,Post-secondary Non-tertiary Level,"No, never",0.41315,502,1070,0.38364,0.44267
2013,No migration background,Post-secondary Non-tertiary Level,"Yes, every week",0.09887,96,1070,0.08097,0.11676
2013,No migration background,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.15395,154,1070,0.13231,0.17558
2013,No migration background,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.08620,77,1070,0.06937,0.10302
2013,No migration background,Post-secondary Non-tertiary Level,"Yes, less frequently",0.24783,241,1070,0.22195,0.27372
2013,No migration background,First Stage of Tertiary Education,"No, never",0.30718,356,1021,0.27887,0.33549
2013,No migration background,First Stage of Tertiary Education,"Yes, every week",0.12046,123,1021,0.10049,0.14044
2013,No migration background,First Stage of Tertiary Education,"Yes, every 2 weeks",0.11732,132,1021,0.09757,0.13707
2013,No migration background,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.09645,100,1021,0.07833,0.11457
2013,No migration background,First Stage of Tertiary Education,"Yes, less frequently",0.35859,310,1021,0.32916,0.38802
2013,No migration background,Second Stage of Tertiary Education,"No, never",0.34094,1320,3569,0.32539,0.35650
2013,No migration background,Second Stage of Tertiary Education,"Yes, every week",0.14720,512,3569,0.13557,0.15882
2013,No migration background,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.10304,359,3569,0.09307,0.11302
2013,No migration background,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.09739,322,3569,0.08766,0.10712
2013,No migration background,Second Stage of Tertiary Education,"Yes, less frequently",0.31143,1056,3569,0.29623,0.32662
2013,Direct migration background,Lower Secondary Level,"No, never",0.40907,109,249,0.34788,0.47027
2013,Direct migration background,Lower Secondary Level,"Yes, every week",0.17186,47,249,0.12490,0.21881
2013,Direct migration background,Lower Secondary Level,"Yes, every 2 weeks",0.18288,50,249,0.13477,0.23099
2013,Direct migration background,Lower Secondary Level,"Yes, less frequently",0.15132,43,249,0.10672,0.19592
2013,Direct migration background,Upper Secondary Level,"No, never",0.40620,246,646,0.36829,0.44410
2013,Direct migration background,Upper Secondary Level,"Yes, every week",0.16856,107,646,0.13967,0.19745
2013,Direct migration background,Upper Secondary Level,"Yes, every 2 weeks",0.16949,132,646,0.14054,0.19845
2013,Direct migration background,Upper Secondary Level,"Yes, every 3-4 weeks",0.08370,47,646,0.06232,0.10507
2013,Direct migration background,Upper Secondary Level,"Yes, less frequently",0.17206,114,646,0.14293,0.20118
2013,Direct migration background,Post-secondary Non-tertiary Level,"No, never",0.31279,81,161,0.24095,0.38463
2013,Direct migration background,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.22633,40,161,0.16149,0.29117
2013,Direct migration background,Post-secondary Non-tertiary Level,"Yes, less frequently",0.20574,40,161,0.14310,0.26838
2013,Direct migration background,Second Stage of Tertiary Education,"No, never",0.39592,163,408,0.34841,0.44343
2013,Direct migration background,Second Stage of Tertiary Education,"Yes, every week",0.10505,55,408,0.07526,0.13484
2013,Direct migration background,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.11991,51,408,0.08835,0.15147
2013,Direct migration background,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.11845,38,408,0.08706,0.14985
2013,Direct migration background,Second Stage of Tertiary Education,"Yes, less frequently",0.26067,101,408,0.21802,0.30332
2013,Indirect migration background,Lower Secondary Level,"No, never",0.40888,57,57,0.28011,0.53764
2013,Indirect migration background,Upper Secondary Level,"No, never",0.39614,124,288,0.33956,0.45273
2013,Indirect migration background,Upper Secondary Level,"Yes, every week",0.19827,46,288,0.15214,0.24439
2013,Indirect migration background,Upper Secondary Level,"Yes, every 2 weeks",0.18153,61,288,0.13693,0.22612
2013,Indirect migration background,Upper Secondary Level,"Yes, less frequently",0.13370,57,288,0.09433,0.17308
2013,Indirect migration background,Second Stage of Tertiary Education,"No, never",0.44342,52,87,0.33843,0.54842
2013,Indirect migration background,Second Stage of Tertiary Education,"Yes, less frequently",0.34287,35,87,0.24255,0.44319
2015,No migration background,No answer / don't know,"No, never",0.47550,112,221,0.40951,0.54150
2015,No migration background,No answer / don't know,"Yes, every week",0.12344,31,221,0.07998,0.16691
2015,No migration background,No answer / don't know,"Yes, every 2 weeks",0.17177,34,221,0.12193,0.22162
2015,No migration background,No answer / don't know,"Yes, less frequently",0.15827,44,221,0.11004,0.20650
2015,No migration background,Lower Secondary Level,"No, never",0.45083,272,614,0.41144,0.49022
2015,No migration background,Lower Secondary Level,"Yes, every week",0.16320,103,614,0.13395,0.19245
2015,No migration background,Lower Secondary Level,"Yes, every 2 weeks",0.17225,109,614,0.14236,0.20215
2015,No migration background,Lower Secondary Level,"Yes, every 3-4 weeks",0.06349,41,614,0.04419,0.08280
2015,No migration background,Lower Secondary Level,"Yes, less frequently",0.15022,89,614,0.12193,0.17850
2015,No migration background,Upper Secondary Level,"No, never",0.38577,2088,5449,0.37284,0.39869
2015,No migration background,Upper Secondary Level,"Yes, every week",0.12122,689,5449,0.11256,0.12989
2015,No migration background,Upper Secondary Level,"Yes, every 2 weeks",0.17791,963,5449,0.16776,0.18807
2015,No migration background,Upper Secondary Level,"Yes, every 3-4 weeks",0.08111,459,5449,0.07386,0.08836
2015,No migration background,Upper Secondary Level,"Yes, less frequently",0.23399,1250,5449,0.22275,0.24524
2015,No migration background,Post-secondary Non-tertiary Level,"No, never",0.42364,445,968,0.39250,0.45479
2015,No migration background,Post-secondary Non-tertiary Level,"Yes, every week",0.07548,71,968,0.05883,0.09213
2015,No migration background,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.15931,136,968,0.13624,0.18238
2015,No migration background,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.06224,73,968,0.04701,0.07747
2015,No migration background,Post-secondary Non-tertiary Level,"Yes, less frequently",0.27933,243,968,0.25105,0.30761
2015,No migration background,First Stage of Tertiary Education,"No, never",0.29302,307,912,0.26347,0.32258
2015,No migration background,First Stage of Tertiary Education,"Yes, every week",0.14077,115,912,0.11819,0.16335
2015,No migration background,First Stage of Tertiary Education,"Yes, every 2 weeks",0.10417,105,912,0.08433,0.12400
2015,No migration background,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.10651,89,912,0.08648,0.12655
2015,No migration background,First Stage of Tertiary Education,"Yes, less frequently",0.35552,296,912,0.32444,0.38661
2015,No migration background,Second Stage of Tertiary Education,"No, never",0.35113,1181,3165,0.33450,0.36777
2015,No migration background,Second Stage of Tertiary Education,"Yes, every week",0.14840,433,3165,0.13601,0.16079
2015,No migration background,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.11775,339,3165,0.10652,0.12898
2015,No migration background,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.10096,294,3165,0.09046,0.11146
2015,No migration background,Second Stage of Tertiary Education,"Yes, less frequently",0.28176,918,3165,0.26608,0.29743
2015,Direct migration background,Primary Level,"No, never",0.42802,34,34,0.25920,0.59684
2015,Direct migration background,Lower Secondary Level,"No, never",0.37713,185,443,0.33194,0.42231
2015,Direct migration background,Lower Secondary Level,"Yes, every week",0.17639,74,443,0.14086,0.21193
2015,Direct migration background,Lower Secondary Level,"Yes, every 2 weeks",0.23150,87,443,0.19217,0.27082
2015,Direct migration background,Lower Secondary Level,"Yes, every 3-4 weeks",0.08932,37,443,0.06273,0.11591
2015,Direct migration background,Lower Secondary Level,"Yes, less frequently",0.12566,60,443,0.09476,0.15657
2015,Direct migration background,Upper Secondary Level,"No, never",0.43124,421,1025,0.40091,0.46158
2015,Direct migration background,Upper Secondary Level,"Yes, every week",0.17221,184,1025,0.14909,0.19534
2015,Direct migration background,Upper Secondary Level,"Yes, every 2 weeks",0.17079,191,1025,0.14774,0.19384
2015,Direct migration background,Upper Secondary Level,"Yes, every 3-4 weeks",0.08069,83,1025,0.06401,0.09737
2015,Direct migration background,Upper Secondary Level,"Yes, less frequently",0.14507,146,1025,0.12350,0.16664
2015,Direct migration background,Post-secondary Non-tertiary Level,"No, never",0.31121,175,432,0.26750,0.35492
2015,Direct migration background,Post-secondary Non-tertiary Level,"Yes, every week",0.15402,62,432,0.11994,0.18809
2015,Direct migration background,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.16782,77,432,0.13254,0.20310
2015,Direct migration background,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.19301,47,432,0.15575,0.23027
2015,Direct migration background,Post-secondary Non-tertiary Level,"Yes, less frequently",0.17395,71,432,0.13816,0.20973
2015,Direct migration background,First Stage of Tertiary Education,"No, never",0.49334,33,33,0.32011,0.66657
2015,Direct migration background,Second Stage of Tertiary Education,"No, never",0.38206,323,735,0.34691,0.41722
2015,Direct migration background,Second Stage of Tertiary Education,"Yes, every week",0.14003,95,735,0.11492,0.16513
2015,Direct migration background,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.16177,94,735,0.13513,0.18841
2015,Direct migration background,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.09242,57,735,0.07147,0.11337
