,Unnamed: 0,year,age_gr,pgisced97,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
242,242,2013,17-29 y.,Lower Secondary Level,"No, never",0.51777,198,14672,0.4304,0.64397
243,243,2013,17-29 y.,Lower Secondary Level,"Yes, every week",0.18219,66,14672,0.13761,0.23918
244,244,2013,17-29 y.,Lower Secondary Level,"Yes, every 2 weeks",0.14088,64,14672,0.0974,0.19352
245,245,2013,17-29 y.,Lower Secondary Level,"Yes, less frequently",0.15916,61,14672,0.11538,0.21214
246,246,2013,17-29 y.,Upper Secondary Level,"No, never",0.41283,353,14672,0.36362,0.46524
247,247,2013,17-29 y.,Upper Secondary Level,"Yes, every week",0.14056,139,14672,0.1149,0.1711
248,248,2013,17-29 y.,Upper Secondary Level,"Yes, every 2 weeks",0.2025,173,14672,0.16752,0.23757
249,249,2013,17-29 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.11267,98,14672,0.08445,0.14021
250,250,2013,17-29 y.,Upper Secondary Level,"Yes, less frequently",0.13144,144,14672,0.10541,0.15682
251,251,2013,17-29 y.,Post-secondary Non-tertiary Level,"No, never",1.0,63,14672,0.75728,1.29533
252,252,2013,17-29 y.,Second Stage of Tertiary Education,"No, never",0.57822,123,14672,0.48441,0.67365
253,253,2013,17-29 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.42178,61,14672,0.3148,0.55293
254,254,2013,30-45 y.,Lower Secondary Level,"No, never",0.36306,129,14672,0.28756,0.45441
255,255,2013,30-45 y.,Lower Secondary Level,"Yes, every week",0.20379,63,14672,0.13885,0.26854
256,256,2013,30-45 y.,Lower Secondary Level,"Yes, every 2 weeks",0.18974,75,14672,0.14359,0.23278
257,257,2013,30-45 y.,Lower Secondary Level,"Yes, every 3-4 weeks",0.08991,40,14672,0.05607,0.14571
258,258,2013,30-45 y.,Lower Secondary Level,"Yes, less frequently",0.1535,57,14672,0.09532,0.21091
259,259,2013,30-45 y.,Upper Secondary Level,"No, never",0.33489,1118,14672,0.30921,0.36478
260,260,2013,30-45 y.,Upper Secondary Level,"Yes, every week",0.12821,399,14672,0.11158,0.14548
261,261,2013,30-45 y.,Upper Secondary Level,"Yes, every 2 weeks",0.21404,641,14672,0.19441,0.23642
262,262,2013,30-45 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.08817,279,14672,0.07514,0.10644
263,263,2013,30-45 y.,Upper Secondary Level,"Yes, less frequently",0.23469,665,14672,0.20721,0.26097
264,264,2013,30-45 y.,Post-secondary Non-tertiary Level,"No, never",0.36933,324,14672,0.31434,0.43302
265,265,2013,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every week",0.1223,67,14672,0.08652,0.16122
266,266,2013,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.16148,102,14672,0.11031,0.21922
267,267,2013,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.07028,54,14672,0.04214,0.11052
268,268,2013,30-45 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.27661,151,14672,0.2191,0.34029
269,269,2013,30-45 y.,First Stage of Tertiary Education,"No, never",0.32419,156,14672,0.26123,0.38675
270,270,2013,30-45 y.,First Stage of Tertiary Education,"Yes, every week",0.10683,46,14672,0.07265,0.15083
271,271,2013,30-45 y.,First Stage of Tertiary Education,"Yes, every 2 weeks",0.13561,68,14672,0.10293,0.17483
272,272,2013,30-45 y.,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.0553,46,14672,0.04025,0.0712
273,273,2013,30-45 y.,First Stage of Tertiary Education,"Yes, less frequently",0.37808,128,14672,0.28269,0.45983
274,274,2013,30-45 y.,Second Stage of Tertiary Education,"No, never",0.3366,666,14672,0.30443,0.369
275,275,2013,30-45 y.,Second Stage of Tertiary Education,"Yes, every week",0.12873,226,14672,0.10456,0.15342
276,276,2013,30-45 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.09868,188,14672,0.08069,0.11737
277,277,2013,30-45 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.1016,159,14672,0.081,0.12769
278,278,2013,30-45 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.33439,537,14672,0.2951,0.3808
279,279,2013,46-65 y.,Lower Secondary Level,"No, never",0.42982,142,14672,0.3494,0.51112
280,280,2013,46-65 y.,Lower Secondary Level,"Yes, every week",0.16234,42,14672,0.12072,0.21303
281,281,2013,46-65 y.,Lower Secondary Level,"Yes, every 2 weeks",0.20121,51,14672,0.158,0.2678
282,282,2013,46-65 y.,Lower Secondary Level,"Yes, less frequently",0.20662,55,14672,0.15424,0.26468
283,283,2013,46-65 y.,Upper Secondary Level,"No, never",0.38305,1270,14672,0.36149,0.40626
284,284,2013,46-65 y.,Upper Secondary Level,"Yes, every week",0.12314,398,14672,0.11307,0.13559
285,285,2013,46-65 y.,Upper Secondary Level,"Yes, every 2 weeks",0.16847,531,14672,0.15482,0.1827
286,286,2013,46-65 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.08373,267,14672,0.07313,0.09255
287,287,2013,46-65 y.,Upper Secondary Level,"Yes, less frequently",0.24162,766,14672,0.22531,0.25551
288,288,2013,46-65 y.,Post-secondary Non-tertiary Level,"No, never",0.44211,220,14672,0.38118,0.51543
289,289,2013,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every week",0.09417,48,14672,0.06329,0.12709
290,290,2013,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.16372,75,14672,0.12082,0.20757
291,291,2013,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.09542,33,14672,0.05746,0.14264
292,292,2013,46-65 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.20458,112,14672,0.16277,0.2592
293,293,2013,46-65 y.,First Stage of Tertiary Education,"No, never",0.27764,212,14672,0.2356,0.31857
294,294,2013,46-65 y.,First Stage of Tertiary Education,"Yes, every week",0.13975,87,14672,0.11039,0.17466
295,295,2013,46-65 y.,First Stage of Tertiary Education,"Yes, every 2 weeks",0.1099,75,14672,0.08608,0.14178
296,296,2013,46-65 y.,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.13145,59,14672,0.0935,0.17312
297,297,2013,46-65 y.,First Stage of Tertiary Education,"Yes, less frequently",0.34127,197,14672,0.29362,0.39609
298,298,2013,46-65 y.,Second Stage of Tertiary Education,"No, never",0.33771,700,14672,0.31034,0.36597
299,299,2013,46-65 y.,Second Stage of Tertiary Education,"Yes, every week",0.16723,322,14672,0.14398,0.19131
300,300,2013,46-65 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.11021,213,14672,0.09651,0.12826
301,301,2013,46-65 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.0931,184,14672,0.07639,0.10646
302,302,2013,46-65 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.29175,561,14672,0.26177,0.32834
303,303,2013,66 and older,Upper Secondary Level,"No, never",1.0,46,14672,0.79076,1.2371
304,304,2013,66 and older,Second Stage of Tertiary Education,"No, never",0.6606,46,14672,0.52815,0.80819
305,305,2013,66 and older,Second Stage of Tertiary Education,"Yes, less frequently",0.3394,33,14672,0.25684,0.44314
306,306,2015,17-29 y.,Lower Secondary Level,"No, never",0.44041,210,14425,0.36872,0.51011
307,307,2015,17-29 y.,Lower Secondary Level,"Yes, every week",0.22623,88,14425,0.17011,0.28686
308,308,2015,17-29 y.,Lower Secondary Level,"Yes, every 2 weeks",0.18549,76,14425,0.12759,0.23869
309,309,2015,17-29 y.,Lower Secondary Level,"Yes, less frequently",0.14786,58,14425,0.09239,0.21876
310,310,2015,17-29 y.,Upper Secondary Level,"No, never",0.40456,401,14425,0.36172,0.45449
311,311,2015,17-29 y.,Upper Secondary Level,"Yes, every week",0.1341,159,14425,0.11019,0.16182
312,312,2015,17-29 y.,Upper Secondary Level,"Yes, every 2 weeks",0.17827,196,14425,0.14544,0.21093
313,313,2015,17-29 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.09627,78,14425,0.07523,0.12018
314,314,2015,17-29 y.,Upper Secondary Level,"Yes, less frequently",0.1868,180,14425,0.15966,0.22125
315,315,2015,17-29 y.,Post-secondary Non-tertiary Level,"No, never",0.70009,79,14425,0.57356,0.8298
316,316,2015,17-29 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.29991,34,14425,0.21698,0.40183
317,317,2015,17-29 y.,Second Stage of Tertiary Education,"No, never",0.41855,117,14425,0.32738,0.51008
318,318,2015,17-29 y.,Second Stage of Tertiary Education,"Yes, every week",0.11727,32,14425,0.08053,0.16176
319,319,2015,17-29 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.26487,41,14425,0.17736,0.35507
320,320,2015,17-29 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.19931,57,14425,0.14005,0.26662
321,321,2015,30-45 y.,Lower Secondary Level,"No, never",0.40252,147,14425,0.31883,0.49378
322,322,2015,30-45 y.,Lower Secondary Level,"Yes, every week",0.11717,69,14425,0.08822,0.15026
323,323,2015,30-45 y.,Lower Secondary Level,"Yes, every 2 weeks",0.20533,86,14425,0.1432,0.27201
324,324,2015,30-45 y.,Lower Secondary Level,"Yes, every 3-4 weeks",0.13193,43,14425,0.07237,0.19557
325,325,2015,30-45 y.,Lower Secondary Level,"Yes, less frequently",0.14305,51,14425,0.10373,0.18025
326,326,2015,30-45 y.,Upper Secondary Level,"No, never",0.34559,956,14425,0.31391,0.38329
327,327,2015,30-45 y.,Upper Secondary Level,"Yes, every week",0.15268,368,14425,0.13196,0.17416
328,328,2015,30-45 y.,Upper Secondary Level,"Yes, every 2 weeks",0.17906,488,14425,0.16083,0.19671
329,329,2015,30-45 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.08886,245,14425,0.07597,0.10913
330,330,2015,30-45 y.,Upper Secondary Level,"Yes, less frequently",0.23382,525,14425,0.20728,0.26384
331,331,2015,30-45 y.,Post-secondary Non-tertiary Level,"No, never",0.35996,310,14425,0.31211,0.41418
332,332,2015,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every week",0.09697,75,14425,0.06591,0.13305
333,333,2015,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.17221,107,14425,0.12566,0.23356
334,334,2015,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.08465,64,14425,0.06298,0.11625
335,335,2015,30-45 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.28621,166,14425,0.22843,0.3424
336,336,2015,30-45 y.,First Stage of Tertiary Education,"No, never",0.32331,134,14425,0.25401,0.41025
337,337,2015,30-45 y.,First Stage of Tertiary Education,"Yes, every week",0.12734,36,14425,0.07266,0.18558
338,338,2015,30-45 y.,First Stage of Tertiary Education,"Yes, every 2 weeks",0.10001,42,14425,0.06716,0.14096
339,339,2015,30-45 y.,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.14652,39,14425,0.09741,0.20773
340,340,2015,30-45 y.,First Stage of Tertiary Education,"Yes, less frequently",0.30281,105,14425,0.22639,0.40951
341,341,2015,30-45 y.,Second Stage of Tertiary Education,"No, never",0.37664,716,14425,0.33829,0.41523
342,342,2015,30-45 y.,Second Stage of Tertiary Education,"Yes, every week",0.12504,183,14425,0.09933,0.15065
343,343,2015,30-45 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.10321,181,14425,0.07991,0.12877
344,344,2015,30-45 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.12284,170,14425,0.09956,0.149
345,345,2015,30-45 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.27227,477,14425,0.23756,0.31535
346,346,2015,46-65 y.,Lower Secondary Level,"No, never",0.43606,161,14425,0.3713,0.51417
347,347,2015,46-65 y.,Lower Secondary Level,"Yes, every week",0.19458,50,14425,0.13979,0.27017
348,348,2015,46-65 y.,Lower Secondary Level,"Yes, every 2 weeks",0.22428,69,14425,0.16248,0.28228
349,349,2015,46-65 y.,Lower Secondary Level,"Yes, less frequently",0.14509,60,14425,0.09847,0.19462
350,350,2015,46-65 y.,Upper Secondary Level,"No, never",0.39724,1249,14425,0.37507,0.41937
351,351,2015,46-65 y.,Upper Secondary Level,"Yes, every week",0.11514,386,14425,0.1024,0.12619
352,352,2015,46-65 y.,Upper Secondary Level,"Yes, every 2 weeks",0.18625,536,14425,0.17044,0.20591
353,353,2015,46-65 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.075,247,14425,0.06484,0.08373
354,354,2015,46-65 y.,Upper Secondary Level,"Yes, less frequently",0.22638,722,14425,0.21193,0.24119
355,355,2015,46-65 y.,Post-secondary Non-tertiary Level,"No, never",0.41752,256,14425,0.3601,0.47634
356,356,2015,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every week",0.08858,47,14425,0.05666,0.12597
357,357,2015,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.14688,84,14425,0.11823,0.19267
358,358,2015,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.10771,53,14425,0.08147,0.13488
359,359,2015,46-65 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.2393,136,14425,0.1928,0.28163
360,360,2015,46-65 y.,First Stage of Tertiary Education,"No, never",0.29492,199,14425,0.25304,0.33597
361,361,2015,46-65 y.,First Stage of Tertiary Education,"Yes, every week",0.13146,80,14425,0.10239,0.17262
362,362,2015,46-65 y.,First Stage of Tertiary Education,"Yes, every 2 weeks",0.11352,65,14425,0.08301,0.14988
363,363,2015,46-65 y.,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.07859,48,14425,0.05579,0.10559
364,364,2015,46-65 y.,First Stage of Tertiary Education,"Yes, less frequently",0.38149,208,14425,0.33182,0.45192
365,365,2015,46-65 y.,Second Stage of Tertiary Education,"No, never",0.33732,710,14425,0.31483,0.36574
366,366,2015,46-65 y.,Second Stage of Tertiary Education,"Yes, every week",0.17096,321,14425,0.14861,0.19573
367,367,2015,46-65 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.11889,227,14425,0.10304,0.13695
368,368,2015,46-65 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.08687,169,14425,0.07151,0.1042
369,369,2015,46-65 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.28596,561,14425,0.25778,0.31205
370,370,2015,66 and older,Upper Secondary Level,"No, never",0.71481,82,14425,0.61973,0.83091
371,371,2015,66 and older,Upper Secondary Level,"Yes, less frequently",0.28519,39,14425,0.20554,0.36293
372,372,2015,66 and older,Second Stage of Tertiary Education,"No, never",0.61433,40,14425,0.45169,0.77692
373,373,2015,66 and older,Second Stage of Tertiary Education,"Yes, less frequently",0.38567,31,14425,0.26939,0.50869
374,374,2017,17-29 y.,Lower Secondary Level,"No, never",0.47834,214,15864,0.40858,0.54474
375,375,2017,17-29 y.,Lower Secondary Level,"Yes, every week",0.15903,75,15864,0.12458,0.19157
376,376,2017,17-29 y.,Lower Secondary Level,"Yes, every 2 weeks",0.15441,69,15864,0.11256,0.22046
377,377,2017,17-29 y.,Lower Secondary Level,"Yes, every 3-4 weeks",0.08117,33,15864,0.04935,0.12221
378,378,2017,17-29 y.,Lower Secondary Level,"Yes, less frequently",0.12706,55,15864,0.093,0.18329
379,379,2017,17-29 y.,Upper Secondary Level,"No, never",0.42682,493,15864,0.3896,0.47673
380,380,2017,17-29 y.,Upper Secondary Level,"Yes, every week",0.16303,207,15864,0.13799,0.19143
381,381,2017,17-29 y.,Upper Secondary Level,"Yes, every 2 weeks",0.17778,208,15864,0.1505,0.20041
382,382,2017,17-29 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.08617,111,15864,0.07245,0.10412
383,383,2017,17-29 y.,Upper Secondary Level,"Yes, less frequently",0.14621,174,15864,0.12216,0.17043
384,384,2017,17-29 y.,Post-secondary Non-tertiary Level,"No, never",0.72333,107,15864,0.60638,0.89635
385,385,2017,17-29 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.27667,45,15864,0.2216,0.33854
386,386,2017,17-29 y.,Second Stage of Tertiary Education,"No, never",0.47604,194,15864,0.39637,0.5405
387,387,2017,17-29 y.,Second Stage of Tertiary Education,"Yes, every week",0.14751,41,15864,0.10661,0.18638
388,388,2017,17-29 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.12216,43,15864,0.08089,0.16163
389,389,2017,17-29 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.07326,33,15864,0.04703,0.10162
390,390,2017,17-29 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.18102,68,15864,0.14012,0.22777
391,391,2017,30-45 y.,Primary Level,"No, never",1.0,39,15864,0.72967,1.30291
392,392,2017,30-45 y.,Lower Secondary Level,"No, never",0.37867,153,15864,0.29576,0.46193
393,393,2017,30-45 y.,Lower Secondary Level,"Yes, every week",0.13966,73,15864,0.0936,0.18815
394,394,2017,30-45 y.,Lower Secondary Level,"Yes, every 2 weeks",0.20229,90,15864,0.15037,0.27069
395,395,2017,30-45 y.,Lower Secondary Level,"Yes, every 3-4 weeks",0.10401,36,15864,0.06755,0.13658
396,396,2017,30-45 y.,Lower Secondary Level,"Yes, less frequently",0.17537,66,15864,0.12538,0.22618
397,397,2017,30-45 y.,Upper Secondary Level,"No, never",0.3768,933,15864,0.34355,0.41165
398,398,2017,30-45 y.,Upper Secondary Level,"Yes, every week",0.15352,343,15864,0.13258,0.17366
399,399,2017,30-45 y.,Upper Secondary Level,"Yes, every 2 weeks",0.16828,452,15864,0.15101,0.18549
400,400,2017,30-45 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.09388,236,15864,0.07922,0.11232
401,401,2017,30-45 y.,Upper Secondary Level,"Yes, less frequently",0.20752,440,15864,0.18397,0.23434
402,402,2017,30-45 y.,Post-secondary Non-tertiary Level,"No, never",0.42883,341,15864,0.37445,0.49591
403,403,2017,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every week",0.11545,77,15864,0.07617,0.16145
404,404,2017,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.15071,113,15864,0.11616,0.19025
405,405,2017,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.08448,79,15864,0.06572,0.10564
406,406,2017,30-45 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.22052,147,15864,0.17781,0.26769
407,407,2017,30-45 y.,First Stage of Tertiary Education,"No, never",0.46928,136,15864,0.39892,0.56367
408,408,2017,30-45 y.,First Stage of Tertiary Education,"Yes, every 2 weeks",0.19074,53,15864,0.12627,0.25469
409,409,2017,30-45 y.,First Stage of Tertiary Education,"Yes, less frequently",0.33998,84,15864,0.26766,0.43802
410,410,2017,30-45 y.,Second Stage of Tertiary Education,"No, never",0.42837,844,15864,0.38988,0.46655
411,411,2017,30-45 y.,Second Stage of Tertiary Education,"Yes, every week",0.08968,177,15864,0.07369,0.10986
412,412,2017,30-45 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.1208,210,15864,0.10133,0.14059
413,413,2017,30-45 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.10443,184,15864,0.0875,0.12559
414,414,2017,30-45 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.25673,437,15864,0.22571,0.28871
415,415,2017,46-65 y.,Lower Secondary Level,"No, never",0.48996,213,15864,0.4133,0.57386
416,416,2017,46-65 y.,Lower Secondary Level,"Yes, every week",0.14086,67,15864,0.10462,0.17577
417,417,2017,46-65 y.,Lower Secondary Level,"Yes, every 2 weeks",0.12144,59,15864,0.08301,0.15451
418,418,2017,46-65 y.,Lower Secondary Level,"Yes, every 3-4 weeks",0.10058,38,15864,0.07125,0.13473
419,419,2017,46-65 y.,Lower Secondary Level,"Yes, less frequently",0.14716,65,15864,0.11651,0.19493
420,420,2017,46-65 y.,Upper Secondary Level,"No, never",0.41662,1563,15864,0.39782,0.43925
421,421,2017,46-65 y.,Upper Secondary Level,"Yes, every week",0.12775,462,15864,0.11543,0.14245
422,422,2017,46-65 y.,Upper Secondary Level,"Yes, every 2 weeks",0.16634,601,15864,0.15118,0.18191
423,423,2017,46-65 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.08404,333,15864,0.07343,0.09431
424,424,2017,46-65 y.,Upper Secondary Level,"Yes, less frequently",0.20525,689,15864,0.18931,0.22167
425,425,2017,46-65 y.,Post-secondary Non-tertiary Level,"No, never",0.4738,321,15864,0.42338,0.54537
426,426,2017,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every week",0.10781,72,15864,0.07895,0.1381
427,427,2017,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.1584,104,15864,0.12805,0.19509
428,428,2017,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.10133,84,15864,0.08011,0.14916
429,429,2017,46-65 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.15865,123,15864,0.13391,0.18762
430,430,2017,46-65 y.,First Stage of Tertiary Education,"No, never",0.32142,240,15864,0.27814,0.36593
431,431,2017,46-65 y.,First Stage of Tertiary Education,"Yes, every week",0.11223,75,15864,0.08854,0.13804
432,432,2017,46-65 y.,First Stage of Tertiary Education,"Yes, every 2 weeks",0.15626,91,15864,0.12007,0.20931
433,433,2017,46-65 y.,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.11139,70,15864,0.08324,0.14344
434,434,2017,46-65 y.,First Stage of Tertiary Education,"Yes, less frequently",0.29871,176,15864,0.25528,0.33877
435,435,2017,46-65 y.,Second Stage of Tertiary Education,"No, never",0.38832,910,15864,0.35913,0.41788
436,436,2017,46-65 y.,Second Stage of Tertiary Education,"Yes, every week",0.1463,344,15864,0.131,0.16755
437,437,2017,46-65 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.09658,219,15864,0.08285,0.10924
438,438,2017,46-65 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.10638,254,15864,0.09217,0.12522
439,439,2017,46-65 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.26243,543,15864,0.23361,0.28895
440,440,2017,66 and older,Upper Secondary Level,"No, never",0.75563,102,15864,0.65007,0.91537
441,441,2017,66 and older,Upper Secondary Level,"Yes, every week",0.24437,32,15864,0.18036,0.32182
442,442,2017,66 and older,Second Stage of Tertiary Education,"No, never",0.60293,65,15864,0.44986,0.80165
443,443,2017,66 and older,Second Stage of Tertiary Education,"Yes, less frequently",0.39707,36,15864,0.26211,0.54514
444,444,2019,17-29 y.,Lower Secondary Level,"No, never",0.47157,208,15919,0.40606,0.56098
445,445,2019,17-29 y.,Lower Secondary Level,"Yes, every week",0.1362,52,15919,0.08689,0.2034
446,446,2019,17-29 y.,Lower Secondary Level,"Yes, every 2 weeks",0.23154,80,15919,0.16945,0.3139
447,447,2019,17-29 y.,Lower Secondary Level,"Yes, less frequently",0.1607,48,15919,0.10461,0.2405
448,448,2019,17-29 y.,Upper Secondary Level,"No, never",0.43599,483,15919,0.39412,0.4783
449,449,2019,17-29 y.,Upper Secondary Level,"Yes, every week",0.17011,164,15919,0.13701,0.20996
450,450,2019,17-29 y.,Upper Secondary Level,"Yes, every 2 weeks",0.15074,178,15919,0.1285,0.17129
451,451,2019,17-29 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.08156,102,15919,0.06566,0.10487
452,452,2019,17-29 y.,Upper Secondary Level,"Yes, less frequently",0.16159,158,15919,0.13929,0.19722
453,453,2019,17-29 y.,Post-secondary Non-tertiary Level,"No, never",0.55561,100,15919,0.44465,0.69802
454,454,2019,17-29 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.23141,44,15919,0.15462,0.31926
455,455,2019,17-29 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.21298,42,15919,0.14883,0.28503
456,456,2019,17-29 y.,Second Stage of Tertiary Education,"No, never",0.53409,188,15919,0.44782,0.61277
457,457,2019,17-29 y.,Second Stage of Tertiary Education,"Yes, every week",0.11647,43,15919,0.07539,0.15894
458,458,2019,17-29 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.10043,33,15919,0.05997,0.14078
459,459,2019,17-29 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.09088,34,15919,0.06531,0.11967
460,460,2019,17-29 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.15814,64,15919,0.12048,0.19878
461,461,2019,30-45 y.,Lower Secondary Level,"No, never",0.38957,126,15919,0.30528,0.4991
462,462,2019,30-45 y.,Lower Secondary Level,"Yes, every week",0.20005,63,15919,0.13628,0.27043
463,463,2019,30-45 y.,Lower Secondary Level,"Yes, every 2 weeks",0.23356,79,15919,0.16595,0.34476
464,464,2019,30-45 y.,Lower Secondary Level,"Yes, less frequently",0.17682,61,15919,0.131,0.22339
465,465,2019,30-45 y.,Upper Secondary Level,"No, never",0.38406,786,15919,0.35022,0.41706
466,466,2019,30-45 y.,Upper Secondary Level,"Yes, every week",0.12442,274,15919,0.10786,0.14677
467,467,2019,30-45 y.,Upper Secondary Level,"Yes, every 2 weeks",0.19704,371,15919,0.17357,0.22256
468,468,2019,30-45 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.09449,172,15919,0.07496,0.11561
469,469,2019,30-45 y.,Upper Secondary Level,"Yes, less frequently",0.19999,374,15919,0.17309,0.23051
470,470,2019,30-45 y.,Post-secondary Non-tertiary Level,"No, never",0.46894,310,15919,0.40559,0.56553
471,471,2019,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every week",0.10205,70,15919,0.06532,0.13492
472,472,2019,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.13074,105,15919,0.10044,0.16222
473,473,2019,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.1027,59,15919,0.07212,0.14608
474,474,2019,30-45 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.19558,123,15919,0.15506,0.24699
475,475,2019,30-45 y.,First Stage of Tertiary Education,"No, never",0.51785,125,15919,0.38067,0.64021
476,476,2019,30-45 y.,First Stage of Tertiary Education,"Yes, every week",0.0811,50,15919,0.04361,0.12126
477,477,2019,30-45 y.,First Stage of Tertiary Education,"Yes, every 2 weeks",0.076,39,15919,0.05309,0.09855
478,478,2019,30-45 y.,First Stage of Tertiary Education,"Yes, less frequently",0.32505,92,15919,0.23715,0.41387
479,479,2019,30-45 y.,Second Stage of Tertiary Education,"No, never",0.4282,755,15919,0.38908,0.46801
480,480,2019,30-45 y.,Second Stage of Tertiary Education,"Yes, every week",0.09701,215,15919,0.07899,0.11468
481,481,2019,30-45 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.11111,192,15919,0.08987,0.13593
482,482,2019,30-45 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.0838,161,15919,0.065,0.10243
483,483,2019,30-45 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.27988,448,15919,0.24148,0.31302
484,484,2019,46-65 y.,Primary Level,"No, never",1.0,31,15919,0.62507,1.41417
485,485,2019,46-65 y.,Lower Secondary Level,"No, never",0.44883,190,15919,0.37464,0.51702
486,486,2019,46-65 y.,Lower Secondary Level,"Yes, every week",0.1455,62,15919,0.09932,0.19921
487,487,2019,46-65 y.,Lower Secondary Level,"Yes, every 2 weeks",0.17797,73,15919,0.12925,0.21917
488,488,2019,46-65 y.,Lower Secondary Level,"Yes, less frequently",0.2277,70,15919,0.16912,0.28975
489,489,2019,46-65 y.,Upper Secondary Level,"No, never",0.43285,1559,15919,0.40405,0.45772
490,490,2019,46-65 y.,Upper Secondary Level,"Yes, every week",0.12426,495,15919,0.11065,0.14295
