year,quintil_oecd,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2007,2nd Quintile,"Yes, every week",0.02541955186859657,264,11476,0.0253686390958311,0.025470464641362045
2007,2nd Quintile,"Yes, every 2 weeks",0.025498187722632522,277,11476,0.02544719831808667,0.025549177127178375
2007,2nd Quintile,"Yes, every 3-4 weeks",0.017081052067520128,169,11476,0.017039138935097745,0.01712296519994251
2007,2nd Quintile,"Yes, less frequently",0.03252917579289702,354,11476,0.03247179197681337,0.032586559608980666
2007,3rd Quintile,"No, never",0.07284754190209419,775,11476,0.0727634765597974,0.07293160724439099
2007,3rd Quintile,"Yes, every week",0.027803622138505665,282,11476,0.027750440508303244,0.027856803768708086
2007,3rd Quintile,"Yes, every 2 weeks",0.03613786020052,367,11476,0.036077489997653985,0.03619823040338601
2007,3rd Quintile,"Yes, every 3-4 weeks",0.021566941663021835,209,11476,0.021519952923155197,0.021613930402888473
2007,3rd Quintile,"Yes, less frequently",0.0458144632672866,490,11476,0.04574683135396844,0.045882095180604765
2007,4th Quintile,"No, never",0.08566771940291876,1006,11476,0.08557718897215259,0.08575824983368492
2007,4th Quintile,"Yes, every week",0.028936083352702268,343,11476,0.02888186107719026,0.028990305628214277
2007,4th Quintile,"Yes, every 2 weeks",0.03891661893062247,422,11476,0.038854061047786506,0.03897917681345843
2007,4th Quintile,"Yes, every 3-4 weeks",0.021970546083348034,253,11476,0.021923129489820864,0.022017962676875204
2007,4th Quintile,"Yes, less frequently",0.06427672570843337,705,11476,0.0641973962396124,0.06435605517725435
2007,5th Quintile,"No, never",0.09216576565934699,1326,11476,0.09207219879977716,0.09225933251891683
2007,5th Quintile,"Yes, every week",0.045840370348267614,623,11476,0.045772720233867574,0.045908020462667655
2007,5th Quintile,"Yes, every 2 weeks",0.0326634228884799,426,11476,0.032605924773186454,0.03272092100377334
2007,5th Quintile,"Yes, every 3-4 weeks",0.029013249782424286,390,11476,0.02895895741268881,0.029067542152159762
2007,5th Quintile,"Yes, less frequently",0.07629608765811823,1085,11476,0.07621021567679019,0.07638195963944626
2009,1st Quintile,"No, never",0.047060509612777975,408,10185,0.04699317815112032,0.04712784107443563
2009,1st Quintile,"Yes, every week",0.027658799511159276,194,10185,0.02760665806474575,0.027710940957572802
2009,1st Quintile,"Yes, every 2 weeks",0.020492176019770363,171,10185,0.020447130141318846,0.02053722189822188
2009,1st Quintile,"Yes, every 3-4 weeks",0.00869089369795579,77,10185,0.008661382024695486,0.008720405371216095
2009,1st Quintile,"Yes, less frequently",0.020004739300621042,176,10185,0.019960221315202524,0.02004925728603956
2009,2nd Quintile,"No, never",0.05630649015333478,532,10185,0.056233198962266404,0.05637978134440316
2009,2nd Quintile,"Yes, every week",0.022205402324250185,210,10185,0.022158552258254798,0.022252252390245572
2009,2nd Quintile,"Yes, every 2 weeks",0.027652442090551326,251,10185,0.02760030646644351,0.027704577714659142
2009,2nd Quintile,"Yes, every 3-4 weeks",0.013898936395374666,126,10185,0.013861713636028982,0.01393615915472035
2009,2nd Quintile,"Yes, less frequently",0.03407885961935932,306,10185,0.0340211736188406,0.034136545619878035
2009,3rd Quintile,"No, never",0.0750784353642277,691,10185,0.07499465019978054,0.07516222052867487
2009,3rd Quintile,"Yes, every week",0.029990413189190948,268,10185,0.029936183601185717,0.03004464277719618
2009,3rd Quintile,"Yes, every 2 weeks",0.03420029585265581,330,10185,0.03414251079743476,0.03425808090787687
2009,3rd Quintile,"Yes, every 3-4 weeks",0.017923265742742115,171,10185,0.017881082656543174,0.017965448828941057
2009,3rd Quintile,"Yes, less frequently",0.05337361958590773,521,10185,0.05330215190385016,0.0534450872679653
2009,4th Quintile,"No, never",0.08774782808832489,900,10185,0.0876578715555333,0.08783778462111648
2009,4th Quintile,"Yes, every week",0.03140316157029382,327,10185,0.03134770981761871,0.031458613322968926
2009,4th Quintile,"Yes, every 2 weeks",0.034791651754825986,336,10185,0.034733387107004514,0.03484991640264746
2009,4th Quintile,"Yes, every 3-4 weeks",0.02060624749746627,224,10185,0.020561079047454696,0.020651415947477846
2009,4th Quintile,"Yes, less frequently",0.061679720000597044,635,10185,0.061603230149524645,0.06175620985166944
2009,5th Quintile,"No, never",0.09328302413968602,1146,10185,0.09319055554677315,0.09337549273259889
2009,5th Quintile,"Yes, every week",0.045182822713291416,561,10185,0.04511678320082643,0.0452488622257564
2009,5th Quintile,"Yes, every 2 weeks",0.032087400969072526,367,10185,0.032031368158200686,0.032143433779944365
2009,5th Quintile,"Yes, every 3-4 weeks",0.025825195885611378,313,10185,0.025774764915124412,0.025875626856098344
2009,5th Quintile,"Yes, less frequently",0.07877766892095159,944,10185,0.07869201626023208,0.0788633215816711
2011,1st Quintile,"No, never",0.04757464438773508,760,13169,0.0474969262650751,0.047652362510395056
2011,1st Quintile,"Yes, every week",0.018735114731325105,325,13169,0.018685610723686165,0.018784618738964046
2011,1st Quintile,"Yes, every 2 weeks",0.022502107227198528,349,13169,0.022447958461501556,0.0225562559928955
2011,1st Quintile,"Yes, every 3-4 weeks",0.00817689375539342,171,13169,0.008144013866605388,0.008209773644181453
2011,1st Quintile,"Yes, less frequently",0.020424596174210215,316,13169,0.02037295278609144,0.02047623956232899
2011,2nd Quintile,"No, never",0.06100181281743086,926,13169,0.060914430652729896,0.06108919498213183
2011,2nd Quintile,"Yes, every week",0.02348994160974149,351,13169,0.023434645015863193,0.023545238203619787
2011,2nd Quintile,"Yes, every 2 weeks",0.03462654583345377,479,13169,0.03455979275279815,0.0346932989141094
2011,2nd Quintile,"Yes, every 3-4 weeks",0.014867618315719353,242,13169,0.014823432075362358,0.014911804556076347
2011,2nd Quintile,"Yes, less frequently",0.03186861284437172,508,13169,0.03180448187834502,0.03193274381039843
2011,3rd Quintile,"No, never",0.07328830362337592,950,13169,0.07319315364179999,0.07338345360495185
2011,3rd Quintile,"Yes, every week",0.030185751760915324,352,13169,0.030123282793125778,0.03024822072870487
2011,3rd Quintile,"Yes, every 2 weeks",0.030357828709485866,435,13169,0.0302951874974239,0.030420469921547833
2011,3rd Quintile,"Yes, every 3-4 weeks",0.022242102578130148,233,13169,0.022188260397890288,0.022295944758370007
2011,3rd Quintile,"Yes, less frequently",0.04786908122118167,592,13169,0.04779113502400999,0.047947027418353355
2011,4th Quintile,"No, never",0.09453617561972051,1109,13169,0.09442935536279998,0.09464299587664105
2011,4th Quintile,"Yes, every week",0.030848225961240348,335,13169,0.03078509679611647,0.030911355126364226
2011,4th Quintile,"Yes, every 2 weeks",0.03590239066144501,405,13169,0.035834463848452756,0.03597031747443726
2011,4th Quintile,"Yes, every 3-4 weeks",0.023203900026361374,251,13169,0.023148933093653894,0.023258866959068855
2011,4th Quintile,"Yes, less frequently",0.05863177445654427,686,13169,0.05854599854573738,0.058717550367351164
2011,5th Quintile,"No, never",0.09990591518132494,1260,13169,0.09979642917696414,0.10001540118568573
2011,5th Quintile,"Yes, every week",0.04261290759461304,529,13169,0.042539162452009664,0.04268665273721641
2011,5th Quintile,"Yes, every 2 weeks",0.026564713917991447,355,13169,0.026506002149025695,0.0266234256869572
2011,5th Quintile,"Yes, every 3-4 weeks",0.026224838843226565,332,13169,0.026166493686352092,0.02628318400010104
2011,5th Quintile,"Yes, less frequently",0.07435820214786404,918,13169,0.07426241550097658,0.0744539887947515
2013,1st Quintile,"No, never",0.03870128030075354,873,15516,0.038636765262937495,0.03876579533856958
2013,1st Quintile,"Yes, every week",0.02133277838293051,402,15516,0.021284449101250224,0.021381107664610797
2013,1st Quintile,"Yes, every 2 weeks",0.02188671299898999,457,15516,0.021837774126561897,0.021935651871418084
2013,1st Quintile,"Yes, every 3-4 weeks",0.010736701846434714,190,15516,0.010702230320935383,0.010771173371934045
2013,1st Quintile,"Yes, less frequently",0.019016500326909914,375,15516,0.018970816207619822,0.019062184446200007
2013,2nd Quintile,"No, never",0.060332986264798424,1162,15516,0.06025334585066247,0.06041262667893438
2013,2nd Quintile,"Yes, every week",0.02319447584474408,397,15516,0.02314412979009877,0.023244821899389388
2013,2nd Quintile,"Yes, every 2 weeks",0.028267629756929598,539,15516,0.02821219436271096,0.028323065151148234
2013,2nd Quintile,"Yes, every 3-4 weeks",0.01493241926829453,264,15516,0.014891852799148172,0.014972985737440887
2013,2nd Quintile,"Yes, less frequently",0.031548164075608245,594,15516,0.03148969918157932,0.031606628969637174
2013,3rd Quintile,"No, never",0.07588649943855955,1203,15516,0.0757979238543624,0.07597507502275669
2013,3rd Quintile,"Yes, every week",0.023992419740198542,344,15516,0.023941235916280654,0.02404360356411643
2013,3rd Quintile,"Yes, every 2 weeks",0.036434278095605406,514,15516,0.03637160734973945,0.03649694884147136
2013,3rd Quintile,"Yes, every 3-4 weeks",0.017044299069147076,276,15516,0.01700100527439322,0.017087592863900932
2013,3rd Quintile,"Yes, less frequently",0.04362982788090582,697,15516,0.04356150378884799,0.043698151972963645
2013,4th Quintile,"No, never",0.09288110475144239,1319,15516,0.0927840168976199,0.09297819260526487
2013,4th Quintile,"Yes, every week",0.027468252751765836,404,15516,0.027413584332164398,0.027522921171367273
2013,4th Quintile,"Yes, every 2 weeks",0.037927262726676236,479,15516,0.037863370384029704,0.03799115506932277
2013,4th Quintile,"Yes, every 3-4 weeks",0.02193704715522389,288,15516,0.02188805330198823,0.02198604100845955
2013,4th Quintile,"Yes, less frequently",0.06708347962169817,858,15516,0.06699980412662232,0.06716715511677401
2013,5th Quintile,"No, never",0.10154792614328481,1439,15516,0.10144689573804028,0.10164895654852935
2013,5th Quintile,"Yes, every week",0.04005614035610082,545,15516,0.039990552025728,0.04012172868647364
2013,5th Quintile,"Yes, every 2 weeks",0.03059375407169264,421,15516,0.030536151960596804,0.030651356182788473
2013,5th Quintile,"Yes, every 3-4 weeks",0.02563783470766152,340,15516,0.02558496949476002,0.025690699920563023
2013,5th Quintile,"Yes, less frequently",0.08793022442364376,1136,15516,0.08783550212449755,0.08802494672278997
2015,1st Quintile,"No, never",0.04893401905854863,864,15291,0.048866032124594456,0.04900200599250281
2015,1st Quintile,"Yes, every week",0.023057701890558738,389,15291,0.02301040232459489,0.023105001456522587
2015,1st Quintile,"Yes, every 2 weeks",0.027333666710355163,443,15291,0.027282280619771032,0.027385052800939294
2015,1st Quintile,"Yes, every 3-4 weeks",0.007552930176297781,157,15291,0.007525645041688813,0.0075802153109067495
2015,1st Quintile,"Yes, less frequently",0.018509422961492383,363,15291,0.01846694592633848,0.018551899996646287
2015,2nd Quintile,"No, never",0.06027982410604009,1129,15291,0.060204817424336705,0.06035483078774347
2015,2nd Quintile,"Yes, every week",0.023555037048437436,427,15291,0.02350724226816223,0.02360283182871264
2015,2nd Quintile,"Yes, every 2 weeks",0.029790163597316874,561,15291,0.0297365859092222,0.02984374128541155
2015,2nd Quintile,"Yes, every 3-4 weeks",0.0134567682251061,245,15291,0.013420456813225274,0.013493079636986925
2015,2nd Quintile,"Yes, less frequently",0.03307163261163288,612,15291,0.03301527667695892,0.03312798854630684
2015,3rd Quintile,"No, never",0.08058514111801858,1287,15291,0.08049935876924141,0.08067092346679575
2015,3rd Quintile,"Yes, every week",0.025625484627481092,370,15291,0.025575686422233037,0.025675282832729147
2015,3rd Quintile,"Yes, every 2 weeks",0.035868748998542074,514,15291,0.035810143160050954,0.035927354837033194
2015,3rd Quintile,"Yes, every 3-4 weeks",0.017376495004432745,267,15291,0.017335314718951323,0.017417675289914166
2015,3rd Quintile,"Yes, less frequently",0.04471037914166633,664,15291,0.044645248344343524,0.04477550993898914
2015,4th Quintile,"No, never",0.0930464711821486,1353,15291,0.09295492143275455,0.09313802093154264
2015,4th Quintile,"Yes, every week",0.026101769450883088,394,15291,0.026051522877272068,0.02615201602449411
2015,4th Quintile,"Yes, every 2 weeks",0.037108509820361464,460,15291,0.037048938102989905,0.03716808153773302
2015,4th Quintile,"Yes, every 3-4 weeks",0.021629307351882728,295,15291,0.021583462802083002,0.021675151901682455
2015,4th Quintile,"Yes, less frequently",0.06300360067468133,840,15291,0.06292702931923115,0.06308017203013151
2015,5th Quintile,"No, never",0.09869610127389082,1416,15291,0.09860210723480906,0.09879009531297259
2015,5th Quintile,"Yes, every week",0.037084114834842974,488,15291,0.037024561947418766,0.03714366772226718
2015,5th Quintile,"Yes, every 2 weeks",0.029447373189523837,380,15291,0.029394095238578777,0.029500651140468896
2015,5th Quintile,"Yes, every 3-4 weeks",0.026638574696873394,340,15291,0.026587828062243538,0.02668932133150325
2015,5th Quintile,"Yes, less frequently",0.07753676224898487,1033,15291,0.07745247865358987,0.07762104584437987
2017,1st Quintile,"No, never",0.05638422015680373,904,14095,0.056306443468873896,0.05646199684473356
2017,1st Quintile,"Yes, every week",0.0234165739495443,399,14095,0.023365583433125094,0.023467564465963507
2017,1st Quintile,"Yes, every 2 weeks",0.0182025937208961,355,14095,0.018157517174279963,0.018247670267512235
2017,1st Quintile,"Yes, every 3-4 weeks",0.008571887922653851,180,14095,0.008540803563719016,0.008602972281588687
2017,1st Quintile,"Yes, less frequently",0.017706996659730672,267,14095,0.017662526771637082,0.017751466547824262
2017,2nd Quintile,"No, never",0.06927840414768348,1152,14095,0.06919278283307344,0.06936402546229352
2017,2nd Quintile,"Yes, every week",0.023145407697756953,381,14095,0.02309470624103704,0.023196109154476865
2017,2nd Quintile,"Yes, every 2 weeks",0.032275839368661095,529,14095,0.03221624741504443,0.03233543132227776
2017,2nd Quintile,"Yes, every 3-4 weeks",0.017429975418378426,325,14095,0.017385848540444667,0.017474102296312185
2017,2nd Quintile,"Yes, less frequently",0.030462465669104575,450,14095,0.030404517742903703,0.030520413595305447
2017,3rd Quintile,"No, never",0.08519285178716587,1252,14095,0.08509871932651412,0.08528698424781762
2017,3rd Quintile,"Yes, every week",0.02331704267846885,335,14095,0.023266158051260425,0.023367927305677275
2017,3rd Quintile,"Yes, every 2 weeks",0.030893121268395295,464,14095,0.030834778129426782,0.030951464407363807
2017,3rd Quintile,"Yes, every 3-4 weeks",0.016960215722072507,268,14095,0.016916677138949787,0.017003754305195226
2017,3rd Quintile,"Yes, less frequently",0.03988329393107569,518,14095,0.03981731115532844,0.03994927670682294
2017,4th Quintile,"No, never",0.10487282691861045,1333,14095,0.10476951583506798,0.10497613800215293
2017,4th Quintile,"Yes, every week",0.027239036871802555,385,14095,0.027184149555153036,0.027293924188452074
2017,4th Quintile,"Yes, every 2 weeks",0.035983861114152124,398,14095,0.0359210597479265,0.03604666248037775
2017,4th Quintile,"Yes, every 3-4 weeks",0.02166270047528812,297,14095,0.02161361266474664,0.021711788285829602
2017,4th Quintile,"Yes, less frequently",0.05244859519971321,626,14095,0.0523734257486662,0.052523764650760224
2017,5th Quintile,"No, never",0.10312316318865852,1344,14095,0.10302061745997436,0.10322570891734269
2017,5th Quintile,"Yes, every week",0.03755330286105499,437,14095,0.037489198810583414,0.03761740691152656
2017,5th Quintile,"Yes, every 2 weeks",0.028319665863550014,341,14095,0.028263731483675072,0.028375600243424955
2017,5th Quintile,"Yes, every 3-4 weeks",0.025982219840683423,309,14095,0.025928579117115783,0.026035860564251063
2017,5th Quintile,"Yes, less frequently",0.06969373756809516,846,14095,0.06960787914484051,0.06977959599134981
2019,1st Quintile,"No, never",0.05557477247582566,925,14344,0.055503814393966476,0.05564573055768484
2019,1st Quintile,"Yes, every week",0.01795813749381223,302,14344,0.017917005962585497,0.017999269025038962
2019,1st Quintile,"Yes, every 2 weeks",0.021511278867059454,325,14344,0.021466343296760206,0.021556214437358702
2019,1st Quintile,"Yes, every 3-4 weeks",0.009502016815804542,156,14344,0.009471968929601634,0.00953206470200745
2019,1st Quintile,"Yes, less frequently",0.018276716888582113,265,14344,0.018235228853321336,0.01831820492384289
2019,2nd Quintile,"No, never",0.07214911416213539,1224,14344,0.07206897702457506,0.07222925129969572
2019,2nd Quintile,"Yes, every week",0.022809015808733495,366,14344,0.02276277533981857,0.02285525627764842
2019,2nd Quintile,"Yes, every 2 weeks",0.0314744474145035,495,14344,0.031420370260243205,0.03152852456876379
2019,2nd Quintile,"Yes, every 3-4 weeks",0.01401498497294941,242,14344,0.013978575809022524,0.014051394136876295
2019,2nd Quintile,"Yes, less frequently",0.02998635498496972,440,14344,0.02993353114222045,0.03003917882771899
2019,3rd Quintile,"No, never",0.09365852840004175,1349,14344,0.09356828845506701,0.0937487683450165
2019,3rd Quintile,"Yes, every week",0.024204552512029565,353,14344,0.024156952490026126,0.024252152534033004
2019,3rd Quintile,"Yes, every 2 weeks",0.03512172396750299,488,14344,0.03506470709290324,0.035178740842102735
2019,3rd Quintile,"Yes, every 3-4 weeks",0.016746004934899996,256,14344,0.01670626128962338,0.01678574858017661
2019,3rd Quintile,"Yes, less frequently",0.04309756816654048,561,14344,0.04303466978907429,0.04316046654400667
2019,4th Quintile,"No, never",0.10220815247639589,1380,14344,0.10211432936557105,0.10230197558722073
2019,4th Quintile,"Yes, every week",0.02747158805476642,303,14344,0.02742096221241612,0.027522213897116718
2019,4th Quintile,"Yes, every 2 weeks",0.03125804080743423,451,14344,0.03120414386070813,0.03131193775416033
2019,4th Quintile,"Yes, every 3-4 weeks",0.020456672386489218,268,14344,0.020412828549836552,0.020500516223141883
2019,4th Quintile,"Yes, less frequently",0.05282518438344302,651,14344,0.0527559032773717,0.05289446548951433
2019,5th Quintile,"No, never",0.10790252264566885,1531,14344,0.10780642755842024,0.10799861773291747
2019,5th Quintile,"Yes, every week",0.03060690141955983,414,14344,0.030553550872773734,0.030660251966345926
2019,5th Quintile,"Yes, every 2 weeks",0.025183519525648092,335,14344,0.025134990801387463,0.025232048249908722
2019,5th Quintile,"Yes, every 3-4 weeks",0.02506749149703011,332,14344,0.02501907181369641,0.02511591118036381
2019,5th Quintile,"Yes, less frequently",0.07093470893817398,932,14344,0.07085519710909302,0.07101422076725494
2021,1st Quintile,"No, never",0.06143267894759405,870,10427,0.06135241226807466,0.06151294562711344
2021,1st Quintile,"Yes, every week",0.022009104604921823,341,10427,0.021960062234994644,0.022058146974849
2021,1st Quintile,"Yes, every 2 weeks",0.028104176168448115,382,10427,0.028048930511371615,0.028159421825524614
2021,1st Quintile,"Yes, every 3-4 weeks",0.011631590617173677,170,10427,0.011595749475268093,0.011667431759079262
2021,1st Quintile,"Yes, less frequently",0.02100587989237561,275,10427,0.020957943721870605,0.021053816062880613
2021,2nd Quintile,"No, never",0.07872686233634701,863,10427,0.0786368382896033,0.07881688638309073
2021,2nd Quintile,"Yes, every week",0.01998575642321512,234,10427,0.01993897436287937,0.02003253848355087
2021,2nd Quintile,"Yes, every 2 weeks",0.029911012121489926,318,10427,0.029854071238503792,0.02996795300447606
2021,2nd Quintile,"Yes, every 3-4 weeks",0.016086874296587582,167,10427,0.016044819351814628,0.016128929241360536
2021,2nd Quintile,"Yes, less frequently",0.03583909669803263,339,10427,0.035776958859575984,0.03590123453648928
2021,3rd Quintile,"No, never",0.0993835370352624,842,10427,0.09928353012242273,0.09948354394810206
2021,3rd Quintile,"Yes, every week",0.020993621909312588,176,10427,0.020945699427411084,0.02104154439121409
2021,3rd Quintile,"Yes, every 2 weeks",0.029494274437850458,277,10427,0.029437719469305842,0.029550829406395075
2021,3rd Quintile,"Yes, every 3-4 weeks",0.01478049203347971,138,10427,0.014740154085377804,0.014820829981581615
2021,3rd Quintile,"Yes, less frequently",0.038024519133079505,369,10427,0.03796058736395696,0.03808845090220205
2021,4th Quintile,"No, never",0.10152301886624913,910,10427,0.10142206136455124,0.10162397636794702
2021,4th Quintile,"Yes, every week",0.023565140124438652,209,10427,0.023514434106358326,0.02361584614251898
2021,4th Quintile,"Yes, every 2 weeks",0.030042028532305344,262,10427,0.029984966932815146,0.03009909013179554
2021,4th Quintile,"Yes, every 3-4 weeks",0.019050733484454643,155,10427,0.01900503708524368,0.019096429883665608
2021,4th Quintile,"Yes, less frequently",0.04612563552652368,426,10427,0.04605551912395199,0.04619575192909536
2021,5th Quintile,"No, never",0.11256353607298325,1068,10427,0.1124578858654983,0.1126691862804682
2021,5th Quintile,"Yes, every week",0.03196522820995648,445,10427,0.03190642686779023,0.03202402955212273
2021,5th Quintile,"Yes, every 2 weeks",0.02308851130204363,278,10427,0.023038308445409886,0.02313871415867737
2021,5th Quintile,"Yes, every 3-4 weeks",0.023570206435545877,238,10427,0.023519495098630723,0.02362091777246103
2021,5th Quintile,"Yes, less frequently",0.06109648479032905,675,10427,0.06101642370926035,0.06117654587139775
