year,bula_h,quintil_oecd,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Bavaria,5th Quintile,"Yes, every 2 weeks",0.08217,63,729,0.06222,0.10212
2005,Bavaria,5th Quintile,"Yes, every 3-4 weeks",0.09999,65,729,0.07820,0.12179
2005,Bavaria,5th Quintile,"Yes, less frequently",0.28914,198,729,0.25621,0.32208
2005,Berlin,4th Quintile,"No, never",0.48026,40,40,0.32345,0.63706
2005,Berlin,5th Quintile,"No, never",0.27555,45,86,0.18056,0.37053
2005,Berlin,5th Quintile,"Yes, less frequently",0.31387,41,86,0.21521,0.41253
2005,Brandenburg,4th Quintile,"No, never",0.38094,47,47,0.24061,0.52128
2005,Brandenburg,5th Quintile,"No, never",0.24282,34,65,0.13777,0.34787
2005,Brandenburg,5th Quintile,"Yes, less frequently",0.27477,31,65,0.16541,0.38414
2005,Saxony,1st Quintile,"No, never",0.33892,32,32,0.17229,0.50555
2005,Saxony,2nd Quintile,"No, never",0.28593,44,88,0.19098,0.38088
2005,Saxony,2nd Quintile,"Yes, less frequently",0.22048,44,88,0.13336,0.30759
2005,Saxony,3rd Quintile,"No, never",0.25775,62,146,0.18656,0.32895
2005,Saxony,3rd Quintile,"Yes, every 2 weeks",0.21207,34,146,0.14553,0.27860
2005,Saxony,3rd Quintile,"Yes, less frequently",0.30815,50,146,0.23299,0.38330
2005,Saxony,4th Quintile,"No, never",0.28857,66,121,0.20750,0.36964
2005,Saxony,4th Quintile,"Yes, less frequently",0.28761,55,121,0.20662,0.36860
2005,Saxony,5th Quintile,"No, never",0.29472,52,109,0.20873,0.38070
2005,Saxony,5th Quintile,"Yes, less frequently",0.33637,57,109,0.24726,0.42548
2005,Saxony-Anhalt,3rd Quintile,"No, never",0.30656,33,33,0.14681,0.46631
2005,Saxony-Anhalt,4th Quintile,"Yes, less frequently",0.31109,31,31,0.14543,0.47675
2005,Thuringa,2nd Quintile,"No, never",0.36000,33,33,0.19369,0.52631
2005,Thuringa,4th Quintile,"No, never",0.44345,39,39,0.28550,0.60141
2007,Schleswig-Holstein,5th Quintile,"No, never",0.32214,43,87,0.22338,0.42091
2007,Schleswig-Holstein,5th Quintile,"Yes, less frequently",0.39485,44,87,0.29154,0.49816
2007,Lower Saxony,2nd Quintile,"No, never",0.38524,54,85,0.28116,0.48931
2007,Lower Saxony,2nd Quintile,"Yes, every 2 weeks",0.18918,31,85,0.10543,0.27294
2007,Lower Saxony,3rd Quintile,"No, never",0.31077,53,106,0.22225,0.39929
2007,Lower Saxony,3rd Quintile,"Yes, less frequently",0.27141,53,106,0.18635,0.35647
2007,Lower Saxony,4th Quintile,"No, never",0.32282,88,250,0.26474,0.38089
2007,Lower Saxony,4th Quintile,"Yes, every week",0.13458,42,250,0.09219,0.17697
2007,Lower Saxony,4th Quintile,"Yes, every 2 weeks",0.22351,51,250,0.17176,0.27525
2007,Lower Saxony,4th Quintile,"Yes, less frequently",0.22089,69,250,0.16937,0.27242
2007,Lower Saxony,5th Quintile,"No, never",0.31016,115,346,0.26135,0.35897
2007,Lower Saxony,5th Quintile,"Yes, every week",0.14870,57,346,0.11116,0.18625
2007,Lower Saxony,5th Quintile,"Yes, every 2 weeks",0.09661,38,346,0.06544,0.12778
2007,Lower Saxony,5th Quintile,"Yes, every 3-4 weeks",0.11877,38,346,0.08463,0.15290
2007,Lower Saxony,5th Quintile,"Yes, less frequently",0.32577,98,346,0.27631,0.37522
2007,North Rhine-Westphalia,1st Quintile,"No, never",0.43465,93,165,0.35878,0.51052
2007,North Rhine-Westphalia,1st Quintile,"Yes, every week",0.16365,36,165,0.10702,0.22027
2007,North Rhine-Westphalia,1st Quintile,"Yes, every 2 weeks",0.18862,36,165,0.12875,0.24849
2007,North Rhine-Westphalia,2nd Quintile,"No, never",0.35441,111,265,0.29671,0.41211
2007,North Rhine-Westphalia,2nd Quintile,"Yes, every week",0.17368,43,265,0.12798,0.21937
2007,North Rhine-Westphalia,2nd Quintile,"Yes, every 2 weeks",0.16542,48,265,0.12060,0.21024
2007,North Rhine-Westphalia,2nd Quintile,"Yes, less frequently",0.19710,63,265,0.14911,0.24509
2007,North Rhine-Westphalia,3rd Quintile,"No, never",0.36893,162,429,0.32322,0.41464
2007,North Rhine-Westphalia,3rd Quintile,"Yes, every week",0.10924,49,429,0.07969,0.13880
2007,North Rhine-Westphalia,3rd Quintile,"Yes, every 2 weeks",0.16244,70,429,0.12749,0.19739
2007,North Rhine-Westphalia,3rd Quintile,"Yes, every 3-4 weeks",0.11842,47,429,0.08780,0.14903
2007,North Rhine-Westphalia,3rd Quintile,"Yes, less frequently",0.24097,101,429,0.20045,0.28149
2007,North Rhine-Westphalia,4th Quintile,"No, never",0.41035,225,529,0.36839,0.45231
2007,North Rhine-Westphalia,4th Quintile,"Yes, every week",0.10395,62,529,0.07792,0.12999
2007,North Rhine-Westphalia,4th Quintile,"Yes, every 2 weeks",0.17962,83,529,0.14688,0.21237
2007,North Rhine-Westphalia,4th Quintile,"Yes, every 3-4 weeks",0.06101,32,529,0.04059,0.08143
2007,North Rhine-Westphalia,4th Quintile,"Yes, less frequently",0.24506,127,529,0.20837,0.28175
2007,North Rhine-Westphalia,5th Quintile,"No, never",0.33071,325,882,0.29964,0.36178
2007,North Rhine-Westphalia,5th Quintile,"Yes, every week",0.15960,150,882,0.13542,0.18378
2007,North Rhine-Westphalia,5th Quintile,"Yes, every 2 weeks",0.16840,113,882,0.14369,0.19311
2007,North Rhine-Westphalia,5th Quintile,"Yes, every 3-4 weeks",0.08513,73,882,0.06670,0.10355
2007,North Rhine-Westphalia,5th Quintile,"Yes, less frequently",0.25617,221,882,0.22734,0.28499
2007,Hesse,2nd Quintile,"No, never",0.47505,41,41,0.32029,0.62981
2007,Hesse,3rd Quintile,"No, never",0.33370,50,81,0.23037,0.43702
2007,Hesse,3rd Quintile,"Yes, less frequently",0.27223,31,81,0.17470,0.36977
2007,Hesse,4th Quintile,"No, never",0.32893,61,142,0.25138,0.40648
2007,Hesse,4th Quintile,"Yes, every week",0.18480,34,142,0.12074,0.24887
2007,Hesse,4th Quintile,"Yes, less frequently",0.26164,47,142,0.18909,0.33419
2007,Hesse,5th Quintile,"No, never",0.31239,109,347,0.26355,0.36122
2007,Hesse,5th Quintile,"Yes, every week",0.18482,55,347,0.14392,0.22571
2007,Hesse,5th Quintile,"Yes, every 2 weeks",0.07743,34,347,0.04927,0.10560
2007,Hesse,5th Quintile,"Yes, every 3-4 weeks",0.09521,32,347,0.06428,0.12613
2007,Hesse,5th Quintile,"Yes, less frequently",0.33016,117,347,0.28061,0.37971
2007,"Rhineland-Palatinate, Saarland",2nd Quintile,"No, never",0.29331,33,33,0.13557,0.45106
2007,"Rhineland-Palatinate, Saarland",3rd Quintile,"No, never",0.38710,44,44,0.24151,0.53269
2007,"Rhineland-Palatinate, Saarland",4th Quintile,"No, never",0.41599,65,65,0.29524,0.53675
2007,"Rhineland-Palatinate, Saarland",5th Quintile,"No, never",0.41468,92,190,0.34444,0.48492
2007,"Rhineland-Palatinate, Saarland",5th Quintile,"Yes, every week",0.22118,43,190,0.16201,0.28036
2007,"Rhineland-Palatinate, Saarland",5th Quintile,"Yes, less frequently",0.22690,55,190,0.16719,0.28661
2007,Baden-Wuerttemberg,1st Quintile,"No, never",0.46818,57,57,0.33749,0.59887
2007,Baden-Wuerttemberg,2nd Quintile,"No, never",0.41167,79,114,0.32093,0.50241
2007,Baden-Wuerttemberg,2nd Quintile,"Yes, less frequently",0.20055,35,114,0.12672,0.27438
2007,Baden-Wuerttemberg,3rd Quintile,"No, never",0.36715,94,179,0.29634,0.43796
2007,Baden-Wuerttemberg,3rd Quintile,"Yes, every 2 weeks",0.19673,38,179,0.13833,0.25513
2007,Baden-Wuerttemberg,3rd Quintile,"Yes, less frequently",0.20744,47,179,0.14787,0.26701
2007,Baden-Wuerttemberg,4th Quintile,"No, never",0.39152,157,357,0.34081,0.44222
2007,Baden-Wuerttemberg,4th Quintile,"Yes, every week",0.08092,32,357,0.05259,0.10925
2007,Baden-Wuerttemberg,4th Quintile,"Yes, every 2 weeks",0.16066,46,357,0.12252,0.19881
2007,Baden-Wuerttemberg,4th Quintile,"Yes, every 3-4 weeks",0.09299,34,357,0.06282,0.12315
2007,Baden-Wuerttemberg,4th Quintile,"Yes, less frequently",0.27391,88,357,0.22758,0.32024
2007,Baden-Wuerttemberg,5th Quintile,"No, never",0.33902,188,538,0.29898,0.37905
2007,Baden-Wuerttemberg,5th Quintile,"Yes, every week",0.14451,74,538,0.11477,0.17425
2007,Baden-Wuerttemberg,5th Quintile,"Yes, every 2 weeks",0.08675,47,538,0.06294,0.11056
2007,Baden-Wuerttemberg,5th Quintile,"Yes, every 3-4 weeks",0.16153,79,538,0.13040,0.19266
2007,Baden-Wuerttemberg,5th Quintile,"Yes, less frequently",0.26819,150,538,0.23072,0.30567
2007,Bavaria,1st Quintile,"No, never",0.29016,41,41,0.14951,0.43080
2007,Bavaria,2nd Quintile,"No, never",0.43982,102,219,0.37393,0.50571
2007,Bavaria,2nd Quintile,"Yes, every week",0.17083,36,219,0.12087,0.22079
2007,Bavaria,2nd Quintile,"Yes, every 2 weeks",0.15095,32,219,0.10343,0.19847
2007,Bavaria,2nd Quintile,"Yes, less frequently",0.16425,49,219,0.11507,0.21344
2007,Bavaria,3rd Quintile,"No, never",0.38799,137,338,0.33596,0.44001
2007,Bavaria,3rd Quintile,"Yes, every week",0.10559,38,338,0.07278,0.13840
2007,Bavaria,3rd Quintile,"Yes, every 2 weeks",0.15120,49,338,0.11295,0.18945
2007,Bavaria,3rd Quintile,"Yes, every 3-4 weeks",0.10410,33,338,0.07150,0.13671
2007,Bavaria,3rd Quintile,"Yes, less frequently",0.25112,81,338,0.20482,0.29742
2007,Bavaria,4th Quintile,"No, never",0.40896,170,406,0.36108,0.45684
2007,Bavaria,4th Quintile,"Yes, every week",0.11773,45,406,0.08634,0.14912
2007,Bavaria,4th Quintile,"Yes, every 2 weeks",0.08813,50,406,0.06052,0.11573
2007,Bavaria,4th Quintile,"Yes, every 3-4 weeks",0.10914,41,406,0.07877,0.13951
2007,Bavaria,4th Quintile,"Yes, less frequently",0.27605,100,406,0.23251,0.31958
2007,Bavaria,5th Quintile,"No, never",0.35799,224,641,0.32084,0.39513
2007,Bavaria,5th Quintile,"Yes, every week",0.16719,107,641,0.13828,0.19610
2007,Bavaria,5th Quintile,"Yes, every 2 weeks",0.07913,60,641,0.05822,0.10005
2007,Bavaria,5th Quintile,"Yes, every 3-4 weeks",0.12687,73,641,0.10108,0.15265
2007,Bavaria,5th Quintile,"Yes, less frequently",0.26883,177,641,0.23448,0.30318
2007,Berlin,4th Quintile,"No, never",0.42376,40,71,0.30800,0.53953
2007,Berlin,4th Quintile,"Yes, less frequently",0.27637,31,71,0.17160,0.38113
2007,Berlin,5th Quintile,"No, never",0.31188,43,88,0.21453,0.40923
2007,Berlin,5th Quintile,"Yes, less frequently",0.34887,45,88,0.24872,0.44902
2007,Brandenburg,4th Quintile,"No, never",0.23551,34,34,0.09073,0.38028
2007,Brandenburg,5th Quintile,"Yes, less frequently",0.27384,43,43,0.13898,0.40871
2007,Saxony,1st Quintile,"No, never",0.35647,45,45,0.21495,0.49799
2007,Saxony,2nd Quintile,"No, never",0.26127,40,76,0.16184,0.36070
2007,Saxony,2nd Quintile,"Yes, less frequently",0.25178,36,76,0.15355,0.35002
2007,Saxony,3rd Quintile,"No, never",0.27721,68,170,0.20972,0.34470
2007,Saxony,3rd Quintile,"Yes, every 2 weeks",0.27465,49,170,0.20736,0.34195
2007,Saxony,3rd Quintile,"Yes, less frequently",0.22039,53,170,0.15789,0.28288
2007,Saxony,4th Quintile,"No, never",0.30319,65,129,0.22356,0.38282
2007,Saxony,4th Quintile,"Yes, less frequently",0.33957,64,129,0.25753,0.42161
2007,Saxony,5th Quintile,"No, never",0.24914,36,90,0.15928,0.33900
2007,Saxony,5th Quintile,"Yes, less frequently",0.37989,54,90,0.27905,0.48072
2007,Saxony-Anhalt,3rd Quintile,"Yes, less frequently",0.29289,32,32,0.13269,0.45309
2007,Saxony-Anhalt,4th Quintile,"No, never",0.23193,33,64,0.12771,0.33616
2007,Saxony-Anhalt,4th Quintile,"Yes, less frequently",0.27009,31,64,0.16045,0.37973
2007,Thuringa,4th Quintile,"No, never",0.35573,42,42,0.20919,0.50227
2009,Schleswig-Holstein,5th Quintile,"No, never",0.34430,33,33,0.17968,0.50893
2009,Lower Saxony,1st Quintile,"No, never",0.30536,31,31,0.14055,0.47017
2009,Lower Saxony,2nd Quintile,"No, never",0.43802,48,48,0.29617,0.57986
2009,Lower Saxony,3rd Quintile,"No, never",0.34767,52,135,0.26703,0.42830
2009,Lower Saxony,3rd Quintile,"Yes, every 2 weeks",0.15936,39,135,0.09739,0.22133
2009,Lower Saxony,3rd Quintile,"Yes, less frequently",0.29800,44,135,0.22056,0.37544
2009,Lower Saxony,4th Quintile,"No, never",0.27643,71,179,0.21073,0.34214
2009,Lower Saxony,4th Quintile,"Yes, every week",0.14055,36,179,0.08949,0.19161
2009,Lower Saxony,4th Quintile,"Yes, less frequently",0.30918,72,179,0.24128,0.37707
2009,Lower Saxony,5th Quintile,"No, never",0.33219,105,288,0.27770,0.38668
2009,Lower Saxony,5th Quintile,"Yes, every week",0.19317,60,288,0.14750,0.23885
2009,Lower Saxony,5th Quintile,"Yes, every 2 weeks",0.09298,32,288,0.05939,0.12658
2009,Lower Saxony,5th Quintile,"Yes, less frequently",0.27802,91,288,0.22619,0.32986
2009,North Rhine-Westphalia,1st Quintile,"No, never",0.37989,78,154,0.30299,0.45680
2009,North Rhine-Westphalia,1st Quintile,"Yes, every week",0.21170,40,154,0.14697,0.27643
2009,North Rhine-Westphalia,1st Quintile,"Yes, less frequently",0.19153,36,154,0.12918,0.25388
2009,North Rhine-Westphalia,2nd Quintile,"No, never",0.37507,115,259,0.31600,0.43415
2009,North Rhine-Westphalia,2nd Quintile,"Yes, every week",0.11742,45,259,0.07813,0.15670
2009,North Rhine-Westphalia,2nd Quintile,"Yes, every 2 weeks",0.21931,48,259,0.16882,0.26980
2009,North Rhine-Westphalia,2nd Quintile,"Yes, less frequently",0.20131,51,259,0.15238,0.25024
2009,North Rhine-Westphalia,3rd Quintile,"No, never",0.37743,139,356,0.32701,0.42786
2009,North Rhine-Westphalia,3rd Quintile,"Yes, every week",0.12210,45,356,0.08805,0.15616
2009,North Rhine-Westphalia,3rd Quintile,"Yes, every 2 weeks",0.16081,57,356,0.12260,0.19903
2009,North Rhine-Westphalia,3rd Quintile,"Yes, every 3-4 weeks",0.12253,34,356,0.08842,0.15664
2009,North Rhine-Westphalia,3rd Quintile,"Yes, less frequently",0.21712,81,356,0.17423,0.26001
2009,North Rhine-Westphalia,4th Quintile,"No, never",0.39218,203,457,0.34736,0.43699
2009,North Rhine-Westphalia,4th Quintile,"Yes, every week",0.11226,58,457,0.08328,0.14123
2009,North Rhine-Westphalia,4th Quintile,"Yes, every 2 weeks",0.16314,75,457,0.12923,0.19706
2009,North Rhine-Westphalia,4th Quintile,"Yes, less frequently",0.26285,121,457,0.22245,0.30325
2009,North Rhine-Westphalia,5th Quintile,"No, never",0.34674,287,732,0.31224,0.38125
2009,North Rhine-Westphalia,5th Quintile,"Yes, every week",0.17730,123,732,0.14962,0.20499
2009,North Rhine-Westphalia,5th Quintile,"Yes, every 2 weeks",0.13437,80,732,0.10964,0.15909
2009,North Rhine-Westphalia,5th Quintile,"Yes, every 3-4 weeks",0.09119,67,732,0.07032,0.11206
2009,North Rhine-Westphalia,5th Quintile,"Yes, less frequently",0.25039,175,732,0.21899,0.28180
2009,Hesse,3rd Quintile,"No, never",0.35946,56,89,0.25920,0.45972
2009,Hesse,3rd Quintile,"Yes, less frequently",0.23121,33,89,0.14312,0.31930
2009,Hesse,4th Quintile,"No, never",0.41457,55,101,0.31801,0.51113
2009,Hesse,4th Quintile,"Yes, less frequently",0.25058,46,101,0.16565,0.33552
2009,Hesse,5th Quintile,"No, never",0.28044,77,272,0.22696,0.33392
2009,Hesse,5th Quintile,"Yes, every week",0.16027,52,272,0.11659,0.20395
2009,Hesse,5th Quintile,"Yes, every 2 weeks",0.12711,39,272,0.08745,0.16677
2009,Hesse,5th Quintile,"Yes, less frequently",0.37159,104,272,0.31406,0.42913
2009,"Rhineland-Palatinate, Saarland",3rd Quintile,"No, never",0.34851,40,71,0.23689,0.46014
2009,"Rhineland-Palatinate, Saarland",3rd Quintile,"Yes, less frequently",0.24811,31,71,0.14693,0.34929
2009,"Rhineland-Palatinate, Saarland",4th Quintile,"No, never",0.26514,53,95,0.17591,0.35438
2009,"Rhineland-Palatinate, Saarland",4th Quintile,"Yes, less frequently",0.29166,42,95,0.19977,0.38354
2009,"Rhineland-Palatinate, Saarland",5th Quintile,"No, never",0.44031,70,113,0.34837,0.53224
2009,"Rhineland-Palatinate, Saarland",5th Quintile,"Yes, less frequently",0.27488,43,113,0.19219,0.35756
2009,Baden-Wuerttemberg,1st Quintile,"No, never",0.42135,44,44,0.27376,0.56894
2009,Baden-Wuerttemberg,2nd Quintile,"No, never",0.42494,61,61,0.29986,0.55002
2009,Baden-Wuerttemberg,3rd Quintile,"No, never",0.44461,99,187,0.37319,0.51602
2009,Baden-Wuerttemberg,3rd Quintile,"Yes, every 2 weeks",0.11352,31,187,0.06793,0.15911
2009,Baden-Wuerttemberg,3rd Quintile,"Yes, less frequently",0.24772,57,187,0.18568,0.30976
2009,Baden-Wuerttemberg,4th Quintile,"No, never",0.44439,131,286,0.38670,0.50208
2009,Baden-Wuerttemberg,4th Quintile,"Yes, every week",0.09469,40,286,0.06069,0.12868
2009,Baden-Wuerttemberg,4th Quintile,"Yes, every 2 weeks",0.12528,33,286,0.08685,0.16371
2009,Baden-Wuerttemberg,4th Quintile,"Yes, less frequently",0.25029,82,286,0.20000,0.30058
2009,Baden-Wuerttemberg,5th Quintile,"No, never",0.35114,164,481,0.30843,0.39384
2009,Baden-Wuerttemberg,5th Quintile,"Yes, every week",0.14829,74,481,0.11650,0.18009
2009,Baden-Wuerttemberg,5th Quintile,"Yes, every 2 weeks",0.09874,49,481,0.07205,0.12543
2009,Baden-Wuerttemberg,5th Quintile,"Yes, every 3-4 weeks",0.11122,56,481,0.08309,0.13935
2009,Baden-Wuerttemberg,5th Quintile,"Yes, less frequently",0.29061,138,481,0.24999,0.33123
2009,Bavaria,1st Quintile,"No, never",0.44574,40,40,0.28974,0.60174
2009,Bavaria,2nd Quintile,"No, never",0.36089,84,205,0.29499,0.42680
2009,Bavaria,2nd Quintile,"Yes, every week",0.18177,36,205,0.12884,0.23469
2009,Bavaria,2nd Quintile,"Yes, every 2 weeks",0.18500,40,205,0.13172,0.23829
2009,Bavaria,2nd Quintile,"Yes, less frequently",0.21739,45,205,0.16079,0.27399
2009,Bavaria,3rd Quintile,"No, never",0.35592,98,253,0.29680,0.41503
2009,Bavaria,3rd Quintile,"Yes, every week",0.16853,35,253,0.12231,0.21475
2009,Bavaria,3rd Quintile,"Yes, every 2 weeks",0.14576,44,253,0.10219,0.18933
2009,Bavaria,3rd Quintile,"Yes, less frequently",0.24913,76,253,0.19573,0.30253
2009,Bavaria,4th Quintile,"No, never",0.44545,160,391,0.39612,0.49477
2009,Bavaria,4th Quintile,"Yes, every week",0.11933,47,391,0.08715,0.15150
