year,pgisced97,regtyp,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,First Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.04408,44,514,0.02632,0.06185
2009,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.18410,148,514,0.15056,0.21764
2009,First Stage of Tertiary Education,Rural regions,"No, never",0.16061,90,303,0.11920,0.20202
2009,First Stage of Tertiary Education,Rural regions,"Yes, every week",0.13138,72,303,0.09328,0.16948
2009,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.08941,54,303,0.05723,0.12160
2009,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.17791,87,303,0.13478,0.22104
2009,Second Stage of Tertiary Education,Urban regions,"No, never",0.23406,623,1943,0.21523,0.25290
2009,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.10806,327,1943,0.09425,0.12186
2009,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.07184,194,1943,0.06036,0.08333
2009,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.06607,194,1943,0.05502,0.07711
2009,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.22029,605,1943,0.20185,0.23872
2009,Second Stage of Tertiary Education,Rural regions,"No, never",0.18851,263,795,0.16130,0.21572
2009,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.12599,150,795,0.10291,0.14908
2009,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.07137,79,795,0.05347,0.08928
2009,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.05727,72,795,0.04111,0.07343
2009,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.20203,231,795,0.17410,0.22996
2011,Primary Level,Urban regions,"No, never",0.12276,37,37,0.01556,0.22996
2011,Lower Secondary Level,Urban regions,"No, never",0.14904,318,760,0.12371,0.17438
2011,Lower Secondary Level,Urban regions,"Yes, every week",0.06406,136,760,0.04664,0.08148
2011,Lower Secondary Level,Urban regions,"Yes, every 2 weeks",0.06688,128,760,0.04910,0.08465
2011,Lower Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.02766,61,760,0.01600,0.03933
2011,Lower Secondary Level,Urban regions,"Yes, less frequently",0.05347,117,760,0.03746,0.06947
2011,Lower Secondary Level,Rural regions,"No, never",0.14385,164,418,0.11016,0.17753
2011,Lower Secondary Level,Rural regions,"Yes, every week",0.04928,62,418,0.02851,0.07006
2011,Lower Secondary Level,Rural regions,"Yes, every 2 weeks",0.07634,83,418,0.05085,0.10183
2011,Lower Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.03256,43,418,0.01553,0.04960
2011,Lower Secondary Level,Rural regions,"Yes, less frequently",0.07113,66,418,0.04646,0.09581
2011,Upper Secondary Level,Urban regions,"No, never",0.21358,1869,4676,0.20183,0.22532
2011,Upper Secondary Level,Urban regions,"Yes, every week",0.07820,646,4676,0.07050,0.08590
2011,Upper Secondary Level,Urban regions,"Yes, every 2 weeks",0.09120,803,4676,0.08295,0.09945
2011,Upper Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.04705,403,4676,0.04098,0.05312
2011,Upper Secondary Level,Urban regions,"Yes, less frequently",0.10491,955,4676,0.09613,0.11370
2011,Upper Secondary Level,Rural regions,"No, never",0.19986,1150,3300,0.18621,0.21351
2011,Upper Secondary Level,Rural regions,"Yes, every week",0.07725,469,3300,0.06814,0.08636
2011,Upper Secondary Level,Rural regions,"Yes, every 2 weeks",0.10414,643,3300,0.09371,0.11456
2011,Upper Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.06283,347,3300,0.05455,0.07111
2011,Upper Secondary Level,Rural regions,"Yes, less frequently",0.12601,691,3300,0.11468,0.13733
2011,Post-secondary Non-tertiary Level,Urban regions,"No, never",0.29134,458,1024,0.26350,0.31919
2011,Post-secondary Non-tertiary Level,Urban regions,"Yes, every week",0.10025,116,1024,0.08184,0.11865
2011,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 2 weeks",0.08837,135,1024,0.07098,0.10577
2011,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 3-4 weeks",0.06046,93,1024,0.04585,0.07506
2011,Post-secondary Non-tertiary Level,Urban regions,"Yes, less frequently",0.16868,222,1024,0.14573,0.19163
2011,Post-secondary Non-tertiary Level,Rural regions,"No, never",0.33302,180,362,0.28440,0.38164
2011,Post-secondary Non-tertiary Level,Rural regions,"Yes, every week",0.04240,33,362,0.02161,0.06318
2011,Post-secondary Non-tertiary Level,Rural regions,"Yes, every 2 weeks",0.11973,67,362,0.08624,0.15321
2011,Post-secondary Non-tertiary Level,Rural regions,"Yes, less frequently",0.18501,82,362,0.14495,0.22507
2011,First Stage of Tertiary Education,Urban regions,"No, never",0.20894,252,730,0.17942,0.23845
2011,First Stage of Tertiary Education,Urban regions,"Yes, every week",0.09299,96,730,0.07191,0.11407
2011,First Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.09275,109,730,0.07169,0.11381
2011,First Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.05411,69,730,0.03769,0.07054
2011,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.18348,204,730,0.15538,0.21158
2011,First Stage of Tertiary Education,Rural regions,"No, never",0.18685,161,517,0.15322,0.22049
2011,First Stage of Tertiary Education,Rural regions,"Yes, every week",0.10045,80,517,0.07451,0.12639
2011,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.09411,83,517,0.06892,0.11931
2011,First Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.06542,48,517,0.04408,0.08675
2011,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.20904,145,517,0.17395,0.24412
2011,Second Stage of Tertiary Education,Urban regions,"No, never",0.25220,1155,3186,0.23711,0.26728
2011,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.10826,493,3186,0.09747,0.11905
2011,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.06560,325,3186,0.05700,0.07420
2011,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.06541,304,3186,0.05682,0.07400
2011,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.20791,909,3186,0.19381,0.22200
2011,Second Stage of Tertiary Education,Rural regions,"No, never",0.20524,408,1197,0.18235,0.22813
2011,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.10890,198,1197,0.09124,0.12655
2011,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.08422,147,1197,0.06848,0.09996
2011,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.05645,111,1197,0.04337,0.06953
2011,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.19395,333,1197,0.17154,0.21635
2013,Lower Secondary Level,Urban regions,"No, never",0.12855,326,733,0.10431,0.15280
2013,Lower Secondary Level,Urban regions,"Yes, every week",0.05656,131,733,0.03983,0.07330
2013,Lower Secondary Level,Urban regions,"Yes, every 2 weeks",0.04436,116,733,0.02944,0.05927
2013,Lower Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.02048,50,733,0.01022,0.03074
2013,Lower Secondary Level,Urban regions,"Yes, less frequently",0.04776,110,733,0.03231,0.06321
2013,Lower Secondary Level,Rural regions,"No, never",0.12042,150,379,0.08761,0.15322
2013,Lower Secondary Level,Rural regions,"Yes, every week",0.04674,51,379,0.02546,0.06802
2013,Lower Secondary Level,Rural regions,"Yes, every 2 weeks",0.05522,76,379,0.03219,0.07825
2013,Lower Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.02525,35,379,0.00944,0.04107
2013,Lower Secondary Level,Rural regions,"Yes, less frequently",0.04905,67,379,0.02728,0.07083
2013,Upper Secondary Level,Urban regions,"No, never",0.18777,1691,4256,0.17604,0.19951
2013,Upper Secondary Level,Urban regions,"Yes, every week",0.06376,553,4256,0.05642,0.07110
2013,Upper Secondary Level,Urban regions,"Yes, every 2 weeks",0.08447,748,4256,0.07611,0.09282
2013,Upper Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.04198,355,4256,0.03595,0.04800
2013,Upper Secondary Level,Urban regions,"Yes, less frequently",0.11157,909,4256,0.10211,0.12103
2013,Upper Secondary Level,Rural regions,"No, never",0.19458,1096,3100,0.18064,0.20852
2013,Upper Secondary Level,Rural regions,"Yes, every week",0.06720,406,3100,0.05838,0.07601
2013,Upper Secondary Level,Rural regions,"Yes, every 2 weeks",0.11226,613,3100,0.10114,0.12337
2013,Upper Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.05017,294,3100,0.04248,0.05785
2013,Upper Secondary Level,Rural regions,"Yes, less frequently",0.11369,691,3100,0.10251,0.12487
2013,Post-secondary Non-tertiary Level,Urban regions,"No, never",0.23305,428,968,0.20640,0.25969
2013,Post-secondary Non-tertiary Level,Urban regions,"Yes, every week",0.06868,96,968,0.05274,0.08462
2013,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 2 weeks",0.08733,144,968,0.06954,0.10513
2013,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 3-4 weeks",0.06582,77,968,0.05019,0.08145
2013,Post-secondary Non-tertiary Level,Urban regions,"Yes, less frequently",0.15474,223,968,0.13194,0.17753
2013,Post-secondary Non-tertiary Level,Rural regions,"No, never",0.30118,183,343,0.25256,0.34981
2013,Post-secondary Non-tertiary Level,Rural regions,"Yes, every week",0.05275,31,343,0.02906,0.07644
2013,Post-secondary Non-tertiary Level,Rural regions,"Yes, every 2 weeks",0.14665,58,343,0.10916,0.18414
2013,Post-secondary Non-tertiary Level,Rural regions,"Yes, less frequently",0.13760,71,343,0.10109,0.17411
2013,First Stage of Tertiary Education,Urban regions,"No, never",0.20863,258,680,0.17807,0.23920
2013,First Stage of Tertiary Education,Urban regions,"Yes, every week",0.06362,69,680,0.04526,0.08198
2013,First Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.06738,82,680,0.04852,0.08623
2013,First Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.06052,61,680,0.04258,0.07845
2013,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.21810,210,680,0.18704,0.24916
2013,First Stage of Tertiary Education,Rural regions,"No, never",0.16293,143,457,0.12903,0.19682
2013,First Stage of Tertiary Education,Rural regions,"Yes, every week",0.09591,69,457,0.06888,0.12293
2013,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.08165,69,457,0.05652,0.10678
2013,First Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.05674,48,457,0.03551,0.07798
2013,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.21047,128,457,0.17305,0.24789
2013,Second Stage of Tertiary Education,Urban regions,"No, never",0.22339,1144,2980,0.20843,0.23834
2013,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.08019,398,2980,0.07043,0.08994
2013,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.05972,301,2980,0.05121,0.06823
2013,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.06676,274,2980,0.05780,0.07573
2013,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.19655,863,2980,0.18228,0.21082
2013,Second Stage of Tertiary Education,Rural regions,"No, never",0.19830,391,1140,0.17515,0.22146
2013,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.10778,190,1140,0.08977,0.12578
2013,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.07825,128,1140,0.06265,0.09385
2013,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.04463,102,1140,0.03264,0.05662
2013,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.17710,329,1140,0.15493,0.19927
2015,Primary Level,Urban regions,"No, never",0.14326,42,42,0.03602,0.25049
2015,Lower Secondary Level,Urban regions,"No, never",0.17891,359,824,0.15272,0.20510
2015,Lower Secondary Level,Urban regions,"Yes, every week",0.07397,153,824,0.05609,0.09185
2015,Lower Secondary Level,Urban regions,"Yes, every 2 weeks",0.07689,149,824,0.05869,0.09509
2015,Lower Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.02839,58,824,0.01704,0.03974
2015,Lower Secondary Level,Urban regions,"Yes, less frequently",0.04946,105,824,0.03465,0.06428
2015,Lower Secondary Level,Rural regions,"No, never",0.13683,168,414,0.10369,0.16998
2015,Lower Secondary Level,Rural regions,"Yes, every week",0.06947,65,414,0.04495,0.09400
2015,Lower Secondary Level,Rural regions,"Yes, every 2 weeks",0.07371,82,414,0.04851,0.09891
2015,Lower Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.02701,32,414,0.01138,0.04265
2015,Lower Secondary Level,Rural regions,"Yes, less frequently",0.06702,67,414,0.04290,0.09113
2015,Upper Secondary Level,Urban regions,"No, never",0.21429,1644,4072,0.20168,0.22689
2015,Upper Secondary Level,Urban regions,"Yes, every week",0.06902,574,4072,0.06124,0.07681
2015,Upper Secondary Level,Urban regions,"Yes, every 2 weeks",0.08976,695,4072,0.08097,0.09854
2015,Upper Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.04405,333,4072,0.03774,0.05035
2015,Upper Secondary Level,Urban regions,"Yes, less frequently",0.11355,826,4072,0.10380,0.12329
2015,Upper Secondary Level,Rural regions,"No, never",0.21491,1044,2828,0.19977,0.23006
2015,Upper Secondary Level,Rural regions,"Yes, every week",0.07355,365,2828,0.06393,0.08317
2015,Upper Secondary Level,Rural regions,"Yes, every 2 weeks",0.11100,535,2828,0.09942,0.12258
2015,Upper Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.04508,243,2828,0.03743,0.05273
2015,Upper Secondary Level,Rural regions,"Yes, less frequently",0.13685,641,2828,0.12418,0.14952
2015,Post-secondary Non-tertiary Level,Urban regions,"No, never",0.27138,465,1086,0.24492,0.29784
2015,Post-secondary Non-tertiary Level,Urban regions,"Yes, every week",0.06778,104,1086,0.05282,0.08274
2015,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 2 weeks",0.11847,166,1086,0.09924,0.13770
2015,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 3-4 weeks",0.07549,101,1086,0.05977,0.09121
2015,Post-secondary Non-tertiary Level,Urban regions,"Yes, less frequently",0.18544,250,1086,0.16232,0.20857
2015,Post-secondary Non-tertiary Level,Rural regions,"No, never",0.32583,186,397,0.27967,0.37199
2015,Post-secondary Non-tertiary Level,Rural regions,"Yes, every week",0.06454,36,397,0.04034,0.08874
2015,Post-secondary Non-tertiary Level,Rural regions,"Yes, every 2 weeks",0.10659,58,397,0.07620,0.13699
2015,Post-secondary Non-tertiary Level,Rural regions,"Yes, every 3-4 weeks",0.04445,34,397,0.02415,0.06475
2015,Post-secondary Non-tertiary Level,Rural regions,"Yes, less frequently",0.17397,83,397,0.13664,0.21131
2015,First Stage of Tertiary Education,Urban regions,"No, never",0.19588,217,616,0.16451,0.22725
2015,First Stage of Tertiary Education,Urban regions,"Yes, every week",0.07847,72,616,0.05722,0.09972
2015,First Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.05829,55,616,0.03977,0.07681
2015,First Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.05660,53,616,0.03833,0.07486
2015,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.24595,219,616,0.21192,0.27999
2015,First Stage of Tertiary Education,Rural regions,"No, never",0.21073,143,414,0.17139,0.25006
