,Unnamed: 0,year,migback,sex,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
42,42,2007,Direct migration background,female,"Yes, every 2 weeks",0.18427,89,11366,0.15451,0.21537
43,43,2007,Direct migration background,female,"Yes, every 3-4 weeks",0.06825,37,11366,0.05291,0.0828
44,44,2007,Direct migration background,female,"Yes, less frequently",0.18067,94,11366,0.15135,0.20676
45,45,2007,Indirect migration background,male,"No, never",0.40944,99,11366,0.34873,0.48558
46,46,2007,Indirect migration background,male,"Yes, every week",0.26056,46,11366,0.20296,0.33065
47,47,2007,Indirect migration background,male,"Yes, every 2 weeks",0.14936,31,11366,0.09651,0.20553
48,48,2007,Indirect migration background,male,"Yes, less frequently",0.18063,55,11366,0.14138,0.23053
49,49,2007,Indirect migration background,female,"No, never",0.77325,118,11366,0.6365,0.8956
50,50,2007,Indirect migration background,female,"Yes, every week",0.22675,32,11366,0.1808,0.28861
51,51,2009,No migration background,male,"No, never",0.28331,1307,10106,0.2658,0.29886
52,52,2009,No migration background,male,"Yes, every week",0.15538,717,10106,0.14563,0.16781
53,53,2009,No migration background,male,"Yes, every 2 weeks",0.13845,592,10106,0.12823,0.15112
54,54,2009,No migration background,male,"Yes, every 3-4 weeks",0.10531,497,10106,0.0941,0.11535
55,55,2009,No migration background,male,"Yes, less frequently",0.31755,1457,10106,0.3007,0.33587
56,56,2009,No migration background,female,"No, never",0.42082,1814,10106,0.40002,0.44082
57,57,2009,No migration background,female,"Yes, every week",0.14511,616,10106,0.13265,0.15717
58,58,2009,No migration background,female,"Yes, every 2 weeks",0.16443,665,10106,0.15198,0.17542
59,59,2009,No migration background,female,"Yes, every 3-4 weeks",0.07343,326,10106,0.06493,0.08088
60,60,2009,No migration background,female,"Yes, less frequently",0.19621,865,10106,0.18452,0.21015
61,61,2009,Direct migration background,male,"No, never",0.35678,161,10106,0.30614,0.40658
62,62,2009,Direct migration background,male,"Yes, every week",0.17776,76,10106,0.14509,0.21278
63,63,2009,Direct migration background,male,"Yes, every 2 weeks",0.1243,56,10106,0.0941,0.15652
64,64,2009,Direct migration background,male,"Yes, every 3-4 weeks",0.11039,37,10106,0.07627,0.14744
65,65,2009,Direct migration background,male,"Yes, less frequently",0.23078,108,10106,0.1962,0.27177
66,66,2009,Direct migration background,female,"No, never",0.51756,200,10106,0.4632,0.57919
67,67,2009,Direct migration background,female,"Yes, every week",0.19008,70,10106,0.14836,0.23362
68,68,2009,Direct migration background,female,"Yes, every 2 weeks",0.16201,74,10106,0.135,0.19786
69,69,2009,Direct migration background,female,"Yes, less frequently",0.13035,68,10106,0.10315,0.16136
70,70,2009,Indirect migration background,male,"No, never",0.52867,101,10106,0.42429,0.6397
71,71,2009,Indirect migration background,male,"Yes, every week",0.25076,46,10106,0.18647,0.32283
72,72,2009,Indirect migration background,male,"Yes, less frequently",0.22058,47,10106,0.14865,0.30463
73,73,2009,Indirect migration background,female,"No, never",0.426,94,10106,0.33802,0.521
74,74,2009,Indirect migration background,female,"Yes, every week",0.18203,35,10106,0.13217,0.23289
75,75,2009,Indirect migration background,female,"Yes, every 2 weeks",0.19334,40,10106,0.12984,0.25498
76,76,2009,Indirect migration background,female,"Yes, less frequently",0.19864,37,10106,0.13736,0.26246
77,77,2011,No migration background,male,"No, never",0.30816,2153,16733,0.29225,0.32281
78,78,2011,No migration background,male,"Yes, every week",0.14693,1052,16733,0.13569,0.15616
79,79,2011,No migration background,male,"Yes, every 2 weeks",0.13738,978,16733,0.12819,0.148
80,80,2011,No migration background,male,"Yes, every 3-4 weeks",0.10567,748,16733,0.09588,0.11315
81,81,2011,No migration background,male,"Yes, less frequently",0.30186,2089,16733,0.2876,0.32053
82,82,2011,No migration background,female,"No, never",0.44183,3158,16733,0.42007,0.46021
83,83,2011,No migration background,female,"Yes, every week",0.14398,981,16733,0.13226,0.15515
84,84,2011,No migration background,female,"Yes, every 2 weeks",0.16571,1205,16733,0.15609,0.17779
85,85,2011,No migration background,female,"Yes, every 3-4 weeks",0.07417,555,16733,0.06684,0.08236
86,86,2011,No migration background,female,"Yes, less frequently",0.17431,1220,16733,0.16206,0.18559
87,87,2011,Direct migration background,male,"No, never",0.33053,304,16733,0.27766,0.37874
88,88,2011,Direct migration background,male,"Yes, every week",0.14028,149,16733,0.11708,0.17116
89,89,2011,Direct migration background,male,"Yes, every 2 weeks",0.17627,150,16733,0.14512,0.21597
90,90,2011,Direct migration background,male,"Yes, every 3-4 weeks",0.1051,105,16733,0.08237,0.12952
91,91,2011,Direct migration background,male,"Yes, less frequently",0.24781,254,16733,0.21664,0.28493
92,92,2011,Direct migration background,female,"No, never",0.46718,395,16733,0.42636,0.5221
93,93,2011,Direct migration background,female,"Yes, every week",0.15712,123,16733,0.12734,0.19218
94,94,2011,Direct migration background,female,"Yes, every 2 weeks",0.17131,157,16733,0.14284,0.20441
95,95,2011,Direct migration background,female,"Yes, every 3-4 weeks",0.08906,65,16733,0.06363,0.11621
96,96,2011,Direct migration background,female,"Yes, less frequently",0.11534,103,16733,0.09548,0.14025
97,97,2011,Indirect migration background,male,"No, never",0.34864,138,16733,0.27631,0.43424
98,98,2011,Indirect migration background,male,"Yes, every week",0.19158,64,16733,0.14264,0.26712
99,99,2011,Indirect migration background,male,"Yes, every 2 weeks",0.19045,73,16733,0.14622,0.2465
100,100,2011,Indirect migration background,male,"Yes, every 3-4 weeks",0.08995,39,16733,0.04599,0.14513
101,101,2011,Indirect migration background,male,"Yes, less frequently",0.17938,90,16733,0.1315,0.25102
102,102,2011,Indirect migration background,female,"No, never",0.41261,165,16733,0.33978,0.49001
103,103,2011,Indirect migration background,female,"Yes, every week",0.19021,62,16733,0.14738,0.24704
104,104,2011,Indirect migration background,female,"Yes, every 2 weeks",0.15232,53,16733,0.10483,0.21111
105,105,2011,Indirect migration background,female,"Yes, every 3-4 weeks",0.08632,40,16733,0.05385,0.12395
106,106,2011,Indirect migration background,female,"Yes, less frequently",0.15855,65,16733,0.11187,0.2146
107,107,2013,No migration background,male,"No, never",0.30616,1997,15491,0.29069,0.32213
108,108,2013,No migration background,male,"Yes, every week",0.13177,855,15491,0.12079,0.14237
109,109,2013,No migration background,male,"Yes, every 2 weeks",0.14193,846,15491,0.13236,0.15143
110,110,2013,No migration background,male,"Yes, every 3-4 weeks",0.10071,647,15491,0.09274,0.10896
111,111,2013,No migration background,male,"Yes, less frequently",0.31942,1970,15491,0.30072,0.3341
112,112,2013,No migration background,female,"No, never",0.43453,3060,15491,0.41882,0.44878
113,113,2013,No migration background,female,"Yes, every week",0.13111,860,15491,0.12153,0.14194
114,114,2013,No migration background,female,"Yes, every 2 weeks",0.16947,1137,15491,0.15852,0.18145
115,115,2013,No migration background,female,"Yes, every 3-4 weeks",0.07822,509,15491,0.07109,0.08561
116,116,2013,No migration background,female,"Yes, less frequently",0.18667,1233,15491,0.17205,0.20011
117,117,2013,Direct migration background,male,"No, never",0.37371,275,15491,0.29612,0.44223
118,118,2013,Direct migration background,male,"Yes, every week",0.15573,134,15491,0.11906,0.1985
119,119,2013,Direct migration background,male,"Yes, every 2 weeks",0.12825,140,15491,0.09568,0.15801
120,120,2013,Direct migration background,male,"Yes, every 3-4 weeks",0.11996,86,15491,0.09003,0.15765
121,121,2013,Direct migration background,male,"Yes, less frequently",0.22235,195,15491,0.17621,0.28063
122,122,2013,Direct migration background,female,"No, never",0.38568,359,15491,0.33735,0.44557
123,123,2013,Direct migration background,female,"Yes, every week",0.16489,124,15491,0.12689,0.21565
124,124,2013,Direct migration background,female,"Yes, every 2 weeks",0.19819,160,15491,0.15447,0.25485
125,125,2013,Direct migration background,female,"Yes, every 3-4 weeks",0.07651,57,15491,0.05273,0.10047
126,126,2013,Direct migration background,female,"Yes, less frequently",0.17473,123,15491,0.13185,0.21614
127,127,2013,Indirect migration background,male,"No, never",0.42556,145,15491,0.3301,0.52142
128,128,2013,Indirect migration background,male,"Yes, every week",0.18386,64,15491,0.12221,0.24552
129,129,2013,Indirect migration background,male,"Yes, every 2 weeks",0.1751,71,15491,0.12361,0.24013
130,130,2013,Indirect migration background,male,"Yes, less frequently",0.21549,76,15491,0.15216,0.28748
131,131,2013,Indirect migration background,female,"No, never",0.41625,160,15491,0.34773,0.4933
132,132,2013,Indirect migration background,female,"Yes, every week",0.21053,55,15491,0.15785,0.27975
133,133,2013,Indirect migration background,female,"Yes, every 2 weeks",0.12347,57,15491,0.09139,0.16117
134,134,2013,Indirect migration background,female,"Yes, every 3-4 weeks",0.08648,33,15491,0.05646,0.11871
135,135,2013,Indirect migration background,female,"Yes, less frequently",0.16327,63,15491,0.11773,0.21861
136,136,2015,No migration background,male,"No, never",0.32953,1801,15291,0.31111,0.34808
137,137,2015,No migration background,male,"Yes, every week",0.12899,715,15291,0.11621,0.1424
138,138,2015,No migration background,male,"Yes, every 2 weeks",0.14005,742,15291,0.12895,0.15089
139,139,2015,No migration background,male,"Yes, every 3-4 weeks",0.09758,545,15291,0.08711,0.10814
140,140,2015,No migration background,male,"Yes, less frequently",0.30385,1718,15291,0.28483,0.32057
141,141,2015,No migration background,female,"No, never",0.43191,2649,15291,0.41461,0.45159
142,142,2015,No migration background,female,"Yes, every week",0.13059,749,15291,0.11991,0.13962
143,143,2015,No migration background,female,"Yes, every 2 weeks",0.17104,968,15291,0.15666,0.18387
144,144,2015,No migration background,female,"Yes, every 3-4 weeks",0.07182,437,15291,0.0639,0.08054
145,145,2015,No migration background,female,"Yes, less frequently",0.19464,1136,15291,0.17919,0.20846
146,146,2015,Direct migration background,male,"No, never",0.36204,533,15291,0.32537,0.40565
147,147,2015,Direct migration background,male,"Yes, every week",0.16917,229,15291,0.14654,0.1972
148,148,2015,Direct migration background,male,"Yes, every 2 weeks",0.1568,235,15291,0.13461,0.18885
149,149,2015,Direct migration background,male,"Yes, every 3-4 weeks",0.11216,138,15291,0.0864,0.13513
150,150,2015,Direct migration background,male,"Yes, less frequently",0.19982,293,15291,0.16801,0.23713
151,151,2015,Direct migration background,female,"No, never",0.43658,646,15291,0.38839,0.49137
152,152,2015,Direct migration background,female,"Yes, every week",0.14743,214,15291,0.11999,0.18535
153,153,2015,Direct migration background,female,"Yes, every 2 weeks",0.20399,248,15291,0.16943,0.25326
154,154,2015,Direct migration background,female,"Yes, every 3-4 weeks",0.08344,95,15291,0.06322,0.10567
155,155,2015,Direct migration background,female,"Yes, less frequently",0.12856,172,15291,0.10421,0.15383
156,156,2015,Indirect migration background,male,"No, never",0.36512,199,15291,0.31319,0.45198
157,157,2015,Indirect migration background,male,"Yes, every week",0.16718,94,15291,0.12844,0.20813
158,158,2015,Indirect migration background,male,"Yes, every 2 weeks",0.15004,73,15291,0.11407,0.19287
159,159,2015,Indirect migration background,male,"Yes, every 3-4 weeks",0.08483,51,15291,0.06177,0.11423
160,160,2015,Indirect migration background,male,"Yes, less frequently",0.23283,111,15291,0.17926,0.28113
161,161,2015,Indirect migration background,female,"No, never",0.42598,221,15291,0.36284,0.50349
162,162,2015,Indirect migration background,female,"Yes, every week",0.14976,67,15291,0.10411,0.20559
163,163,2015,Indirect migration background,female,"Yes, every 2 weeks",0.21753,92,15291,0.15893,0.29159
164,164,2015,Indirect migration background,female,"Yes, every 3-4 weeks",0.06679,38,15291,0.04758,0.08671
165,165,2015,Indirect migration background,female,"Yes, less frequently",0.13994,82,15291,0.10056,0.19259
166,166,2017,No migration background,male,"No, never",0.3664,2249,16756,0.35138,0.38335
167,167,2017,No migration background,male,"Yes, every week",0.13061,820,16756,0.12071,0.14176
168,168,2017,No migration background,male,"Yes, every 2 weeks",0.12926,779,16756,0.11938,0.13924
169,169,2017,No migration background,male,"Yes, every 3-4 weeks",0.10101,673,16756,0.0917,0.10978
170,170,2017,No migration background,male,"Yes, less frequently",0.27272,1585,16756,0.26098,0.28582
171,171,2017,No migration background,female,"No, never",0.47346,3099,16756,0.45822,0.49046
172,172,2017,No migration background,female,"Yes, every week",0.12554,843,16756,0.11529,0.1365
173,173,2017,No migration background,female,"Yes, every 2 weeks",0.15915,1011,16756,0.14938,0.16887
174,174,2017,No migration background,female,"Yes, every 3-4 weeks",0.07733,579,16756,0.07031,0.08579
175,175,2017,No migration background,female,"Yes, less frequently",0.16452,987,16756,0.15392,0.17761
176,176,2017,Direct migration background,male,"No, never",0.3668,554,16756,0.32813,0.4081
177,177,2017,Direct migration background,male,"Yes, every week",0.14716,204,16756,0.12146,0.17546
178,178,2017,Direct migration background,male,"Yes, every 2 weeks",0.16743,272,16756,0.14551,0.19572
179,179,2017,Direct migration background,male,"Yes, every 3-4 weeks",0.11802,152,16756,0.09695,0.14282
180,180,2017,Direct migration background,male,"Yes, less frequently",0.2006,317,16756,0.1711,0.2358
181,181,2017,Direct migration background,female,"No, never",0.48613,764,16756,0.44384,0.53015
182,182,2017,Direct migration background,female,"Yes, every week",0.13058,198,16756,0.10808,0.15818
183,183,2017,Direct migration background,female,"Yes, every 2 weeks",0.19083,273,16756,0.15607,0.22249
184,184,2017,Direct migration background,female,"Yes, every 3-4 weeks",0.06547,109,16756,0.04929,0.08802
185,185,2017,Direct migration background,female,"Yes, less frequently",0.12699,195,16756,0.10449,0.15839
186,186,2017,Indirect migration background,male,"No, never",0.39998,208,16756,0.33547,0.46634
187,187,2017,Indirect migration background,male,"Yes, every week",0.16348,95,16756,0.12372,0.21442
188,188,2017,Indirect migration background,male,"Yes, every 2 weeks",0.13575,75,16756,0.10774,0.16871
189,189,2017,Indirect migration background,male,"Yes, every 3-4 weeks",0.10419,54,16756,0.07465,0.13222
190,190,2017,Indirect migration background,male,"Yes, less frequently",0.1966,105,16756,0.15278,0.24664
191,191,2017,Indirect migration background,female,"No, never",0.49075,264,16756,0.4152,0.58799
192,192,2017,Indirect migration background,female,"Yes, every week",0.18095,93,16756,0.13377,0.22886
193,193,2017,Indirect migration background,female,"Yes, every 2 weeks",0.13998,89,16756,0.1096,0.16944
194,194,2017,Indirect migration background,female,"Yes, every 3-4 weeks",0.07104,44,16756,0.05317,0.094
195,195,2017,Indirect migration background,female,"Yes, less frequently",0.11727,66,16756,0.08858,0.16114
196,196,2019,No migration background,male,"No, never",0.36974,2224,16832,0.35062,0.38418
197,197,2019,No migration background,male,"Yes, every week",0.12296,1071,16832,0.11141,0.13327
198,198,2019,No migration background,male,"Yes, every 2 weeks",0.13033,895,16832,0.12002,0.14304
199,199,2019,No migration background,male,"Yes, every 3-4 weeks",0.10383,708,16832,0.09233,0.11271
200,200,2019,No migration background,male,"Yes, less frequently",0.27315,1721,16832,0.2581,0.29157
201,201,2019,No migration background,female,"No, never",0.48125,3087,16832,0.4586,0.50057
202,202,2019,No migration background,female,"Yes, every week",0.11616,791,16832,0.10555,0.12654
203,203,2019,No migration background,female,"Yes, every 2 weeks",0.14483,956,16832,0.13288,0.15535
204,204,2019,No migration background,female,"Yes, every 3-4 weeks",0.07899,551,16832,0.07133,0.08853
205,205,2019,No migration background,female,"Yes, less frequently",0.17877,1096,16832,0.16429,0.19109
206,206,2019,Direct migration background,male,"No, never",0.39213,509,16832,0.35072,0.44075
207,207,2019,Direct migration background,male,"Yes, every week",0.15338,194,16832,0.12307,0.19485
208,208,2019,Direct migration background,male,"Yes, every 2 weeks",0.14658,213,16832,0.12043,0.17778
209,209,2019,Direct migration background,male,"Yes, every 3-4 weeks",0.07096,92,16832,0.05211,0.09103
210,210,2019,Direct migration background,male,"Yes, less frequently",0.23695,284,16832,0.19317,0.28382
211,211,2019,Direct migration background,female,"No, never",0.4548,657,16832,0.40041,0.51275
212,212,2019,Direct migration background,female,"Yes, every week",0.15624,188,16832,0.12611,0.18928
213,213,2019,Direct migration background,female,"Yes, every 2 weeks",0.21752,244,16832,0.17682,0.26041
214,214,2019,Direct migration background,female,"Yes, every 3-4 weeks",0.06139,84,16832,0.04332,0.0829
215,215,2019,Direct migration background,female,"Yes, less frequently",0.11005,170,16832,0.08788,0.13238
216,216,2019,Indirect migration background,male,"No, never",0.41961,212,16832,0.35091,0.4968
217,217,2019,Indirect migration background,male,"Yes, every week",0.16009,103,16832,0.11866,0.21175
218,218,2019,Indirect migration background,male,"Yes, every 2 weeks",0.13445,74,16832,0.10274,0.16985
219,219,2019,Indirect migration background,male,"Yes, every 3-4 weeks",0.08639,45,16832,0.05436,0.12432
220,220,2019,Indirect migration background,male,"Yes, less frequently",0.19946,122,16832,0.15966,0.25326
221,221,2019,Indirect migration background,female,"No, never",0.57197,276,16832,0.48404,0.66947
222,222,2019,Indirect migration background,female,"Yes, every week",0.12999,80,16832,0.09385,0.17762
223,223,2019,Indirect migration background,female,"Yes, every 2 weeks",0.17496,100,16832,0.13776,0.21555
224,224,2019,Indirect migration background,female,"Yes, less frequently",0.12308,85,16832,0.09592,0.15227
225,225,2021,No migration background,male,"No, never",0.42001,1326,10482,0.39295,0.44404
226,226,2021,No migration background,male,"Yes, every week",0.11417,501,10482,0.10285,0.12933
227,227,2021,No migration background,male,"Yes, every 2 weeks",0.11799,429,10482,0.10336,0.13227
228,228,2021,No migration background,male,"Yes, every 3-4 weeks",0.09395,312,10482,0.08027,0.1068
229,229,2021,No migration background,male,"Yes, less frequently",0.25388,932,10482,0.23118,0.27459
230,230,2021,No migration background,female,"No, never",0.49439,1750,10482,0.46331,0.53037
231,231,2021,No migration background,female,"Yes, every week",0.11828,452,10482,0.10469,0.1308
232,232,2021,No migration background,female,"Yes, every 2 weeks",0.15019,535,10482,0.13392,0.16364
233,233,2021,No migration background,female,"Yes, every 3-4 weeks",0.08088,291,10482,0.07065,0.09236
234,234,2021,No migration background,female,"Yes, less frequently",0.15625,612,10482,0.14248,0.17528
235,235,2021,Direct migration background,male,"No, never",0.3919,703,10482,0.31462,0.4674
236,236,2021,Direct migration background,male,"Yes, every week",0.14483,272,10482,0.10347,0.19227
237,237,2021,Direct migration background,male,"Yes, every 2 weeks",0.13084,264,10482,0.10127,0.16592
238,238,2021,Direct migration background,male,"Yes, every 3-4 weeks",0.11812,155,10482,0.08158,0.15532
239,239,2021,Direct migration background,male,"Yes, less frequently",0.21431,320,10482,0.16258,0.27099
240,240,2021,Direct migration background,female,"No, never",0.48867,548,10482,0.40959,0.57579
241,241,2021,Direct migration background,female,"Yes, every week",0.12231,130,10482,0.0883,0.15664
242,242,2021,Direct migration background,female,"Yes, every 2 weeks",0.19093,209,10482,0.14699,0.24213
243,243,2021,Direct migration background,female,"Yes, every 3-4 weeks",0.04408,66,10482,0.02807,0.0633
244,244,2021,Direct migration background,female,"Yes, less frequently",0.15401,145,10482,0.11604,0.19531
245,245,2021,Indirect migration background,male,"No, never",0.44848,123,10482,0.37521,0.55582
246,246,2021,Indirect migration background,male,"Yes, every week",0.1553,43,10482,0.09847,0.24389
247,247,2021,Indirect migration background,male,"Yes, every 2 weeks",0.17184,45,10482,0.10476,0.26252
248,248,2021,Indirect migration background,male,"Yes, less frequently",0.22438,52,10482,0.13728,0.31312
249,249,2021,Indirect migration background,female,"No, never",0.61801,171,10482,0.49781,0.77411
250,250,2021,Indirect migration background,female,"Yes, every 2 weeks",0.21725,51,10482,0.14482,0.32231
251,251,2021,Indirect migration background,female,"Yes, less frequently",0.16474,45,10482,0.09094,0.23997
