year,bula_h,migback,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2005,Baden-Wuerttemberg,No migration background,"Yes, every week",0.12654,129,10577,0.12619,0.12688
2005,Baden-Wuerttemberg,No migration background,"Yes, every 2 weeks",0.12609,118,10577,0.12575,0.12644
2005,Baden-Wuerttemberg,No migration background,"Yes, every 3-4 weeks",0.09150,94,10577,0.09121,0.09180
2005,Baden-Wuerttemberg,No migration background,"Yes, less frequently",0.28042,295,10577,0.27995,0.28088
2005,Baden-Wuerttemberg,Direct migration background,"No, never",0.45155,116,10577,0.45045,0.45266
2005,Baden-Wuerttemberg,Direct migration background,"Yes, every 2 weeks",0.28050,38,10577,0.27951,0.28150
2005,Baden-Wuerttemberg,Direct migration background,"Yes, less frequently",0.26794,52,10577,0.26696,0.26893
2005,Baden-Wuerttemberg,Indirect migration background,"No, never",1.00000,55,10577,1.00000,1.00000
2005,Bavaria,No migration background,"No, never",0.40068,593,10577,0.40023,0.40112
2005,Bavaria,No migration background,"Yes, every week",0.14836,217,10577,0.14804,0.14868
2005,Bavaria,No migration background,"Yes, every 2 weeks",0.12143,170,10577,0.12113,0.12173
2005,Bavaria,No migration background,"Yes, every 3-4 weeks",0.08985,123,10577,0.08959,0.09011
2005,Bavaria,No migration background,"Yes, less frequently",0.23968,365,10577,0.23929,0.24007
2005,Bavaria,Direct migration background,"No, never",0.64165,87,10577,0.64030,0.64301
2005,Bavaria,Direct migration background,"Yes, less frequently",0.35835,44,10577,0.35699,0.35970
2005,Bavaria,Indirect migration background,"No, never",1.00000,31,10577,1.00000,1.00000
2005,Berlin,No migration background,"No, never",0.42020,134,10577,0.41932,0.42108
2005,Berlin,No migration background,"Yes, every week",0.13016,43,10577,0.12956,0.13077
2005,Berlin,No migration background,"Yes, every 2 weeks",0.20356,58,10577,0.20283,0.20428
2005,Berlin,No migration background,"Yes, less frequently",0.24608,99,10577,0.24531,0.24685
2005,Brandenburg,No migration background,"No, never",0.31298,149,10577,0.31208,0.31387
2005,Brandenburg,No migration background,"Yes, every week",0.17596,70,10577,0.17523,0.17670
2005,Brandenburg,No migration background,"Yes, every 2 weeks",0.19672,75,10577,0.19596,0.19749
2005,Brandenburg,No migration background,"Yes, every 3-4 weeks",0.11462,46,10577,0.11401,0.11523
2005,Brandenburg,No migration background,"Yes, less frequently",0.19971,99,10577,0.19894,0.20048
2005,Mecklenburg-Western Pomerania,No migration background,"No, never",0.49149,90,10577,0.49011,0.49288
2005,Mecklenburg-Western Pomerania,No migration background,"Yes, every 2 weeks",0.21279,45,10577,0.21166,0.21392
2005,Mecklenburg-Western Pomerania,No migration background,"Yes, less frequently",0.29571,65,10577,0.29445,0.29697
2005,Saxony,No migration background,"No, never",0.29068,252,10577,0.29001,0.29135
2005,Saxony,No migration background,"Yes, every week",0.13642,100,10577,0.13592,0.13693
2005,Saxony,No migration background,"Yes, every 2 weeks",0.18743,126,10577,0.18686,0.18801
2005,Saxony,No migration background,"Yes, every 3-4 weeks",0.11629,88,10577,0.11582,0.11677
2005,Saxony,No migration background,"Yes, less frequently",0.26917,223,10577,0.26851,0.26982
2005,Saxony-Anhalt,No migration background,"No, never",0.27409,120,10577,0.27317,0.27502
2005,Saxony-Anhalt,No migration background,"Yes, every week",0.13630,55,10577,0.13559,0.13701
2005,Saxony-Anhalt,No migration background,"Yes, every 2 weeks",0.21545,97,10577,0.21459,0.21630
2005,Saxony-Anhalt,No migration background,"Yes, every 3-4 weeks",0.11740,51,10577,0.11673,0.11807
2005,Saxony-Anhalt,No migration background,"Yes, less frequently",0.25676,113,10577,0.25585,0.25766
2005,Thuringa,No migration background,"No, never",0.30434,127,10577,0.30332,0.30535
2005,Thuringa,No migration background,"Yes, every week",0.17235,76,10577,0.17152,0.17318
2005,Thuringa,No migration background,"Yes, every 2 weeks",0.22401,75,10577,0.22310,0.22493
2005,Thuringa,No migration background,"Yes, every 3-4 weeks",0.08346,40,10577,0.08286,0.08407
2005,Thuringa,No migration background,"Yes, less frequently",0.21584,109,10577,0.21493,0.21674
2007,Schleswig-Holstein,No migration background,"No, never",0.38665,108,10577,0.38570,0.38760
2007,Schleswig-Holstein,No migration background,"Yes, every week",0.15772,44,10577,0.15701,0.15843
2007,Schleswig-Holstein,No migration background,"Yes, every 2 weeks",0.16057,40,10577,0.15986,0.16129
2007,Schleswig-Holstein,No migration background,"Yes, less frequently",0.29506,77,10577,0.29417,0.29595
2007,Hamburg,No migration background,"No, never",0.52443,61,10577,0.52291,0.52596
2007,Hamburg,No migration background,"Yes, less frequently",0.47557,38,10577,0.47404,0.47709
2007,Lower Saxony,No migration background,"No, never",0.30053,289,10577,0.30001,0.30105
2007,Lower Saxony,No migration background,"Yes, every week",0.17531,157,10577,0.17488,0.17574
2007,Lower Saxony,No migration background,"Yes, every 2 weeks",0.15679,126,10577,0.15637,0.15720
2007,Lower Saxony,No migration background,"Yes, every 3-4 weeks",0.10542,88,10577,0.10507,0.10577
2007,Lower Saxony,No migration background,"Yes, less frequently",0.26196,236,10577,0.26145,0.26246
2007,Lower Saxony,Direct migration background,"No, never",1.00000,36,10577,1.00000,1.00000
2007,North Rhine-Westphalia,No migration background,"No, never",0.36058,737,10577,0.36020,0.36095
2007,North Rhine-Westphalia,No migration background,"Yes, every week",0.13783,276,10577,0.13756,0.13810
2007,North Rhine-Westphalia,No migration background,"Yes, every 2 weeks",0.16729,277,10577,0.16700,0.16758
2007,North Rhine-Westphalia,No migration background,"Yes, every 3-4 weeks",0.08912,162,10577,0.08890,0.08934
2007,North Rhine-Westphalia,No migration background,"Yes, less frequently",0.24519,466,10577,0.24485,0.24553
2007,North Rhine-Westphalia,Direct migration background,"No, never",0.43417,116,10577,0.43321,0.43513
2007,North Rhine-Westphalia,Direct migration background,"Yes, every week",0.14682,46,10577,0.14614,0.14750
2007,North Rhine-Westphalia,Direct migration background,"Yes, every 2 weeks",0.20750,55,10577,0.20672,0.20828
2007,North Rhine-Westphalia,Direct migration background,"Yes, less frequently",0.21151,56,10577,0.21072,0.21230
2007,North Rhine-Westphalia,Indirect migration background,"No, never",1.00000,63,10577,1.00000,1.00000
2007,Hesse,No migration background,"No, never",0.32886,227,10577,0.32826,0.32947
2007,Hesse,No migration background,"Yes, every week",0.17026,111,10577,0.16977,0.17075
2007,Hesse,No migration background,"Yes, every 2 weeks",0.12684,88,10577,0.12641,0.12728
2007,Hesse,No migration background,"Yes, every 3-4 weeks",0.09703,66,10577,0.09664,0.09741
2007,Hesse,No migration background,"Yes, less frequently",0.27700,189,10577,0.27642,0.27758
2007,Hesse,Direct migration background,"No, never",1.00000,37,10577,1.00000,1.00000
2007,"Rhineland-Palatinate, Saarland",No migration background,"No, never",0.39300,217,10577,0.39229,0.39371
2007,"Rhineland-Palatinate, Saarland",No migration background,"Yes, every week",0.20533,111,10577,0.20474,0.20591
2007,"Rhineland-Palatinate, Saarland",No migration background,"Yes, every 2 weeks",0.12576,68,10577,0.12528,0.12624
2007,"Rhineland-Palatinate, Saarland",No migration background,"Yes, every 3-4 weeks",0.07595,37,10577,0.07556,0.07633
2007,"Rhineland-Palatinate, Saarland",No migration background,"Yes, less frequently",0.19997,120,10577,0.19939,0.20054
2007,Baden-Wuerttemberg,No migration background,"No, never",0.37019,415,10577,0.36969,0.37070
2007,Baden-Wuerttemberg,No migration background,"Yes, every week",0.11430,127,10577,0.11396,0.11463
2007,Baden-Wuerttemberg,No migration background,"Yes, every 2 weeks",0.14116,124,10577,0.14080,0.14153
2007,Baden-Wuerttemberg,No migration background,"Yes, every 3-4 weeks",0.11571,124,10577,0.11538,0.11604
2007,Baden-Wuerttemberg,No migration background,"Yes, less frequently",0.25864,279,10577,0.25818,0.25910
2007,Baden-Wuerttemberg,Direct migration background,"No, never",0.45120,101,10577,0.45008,0.45232
2007,Baden-Wuerttemberg,Direct migration background,"Yes, every 2 weeks",0.22685,39,10577,0.22591,0.22779
2007,Baden-Wuerttemberg,Direct migration background,"Yes, every 3-4 weeks",0.11533,31,10577,0.11461,0.11605
2007,Baden-Wuerttemberg,Direct migration background,"Yes, less frequently",0.20662,39,10577,0.20571,0.20753
2007,Baden-Wuerttemberg,Indirect migration background,"No, never",1.00000,59,10577,1.00000,1.00000
2007,Bavaria,No migration background,"No, never",0.37270,560,10577,0.37226,0.37313
2007,Bavaria,No migration background,"Yes, every week",0.14676,219,10577,0.14644,0.14708
2007,Bavaria,No migration background,"Yes, every 2 weeks",0.12027,186,10577,0.11997,0.12056
2007,Bavaria,No migration background,"Yes, every 3-4 weeks",0.10960,153,10577,0.10932,0.10989
2007,Bavaria,No migration background,"Yes, less frequently",0.25068,371,10577,0.25029,0.25107
2007,Bavaria,Direct migration background,"No, never",0.62776,79,10577,0.62644,0.62909
2007,Bavaria,Direct migration background,"Yes, less frequently",0.37224,46,10577,0.37091,0.37356
2007,Bavaria,Indirect migration background,"No, never",1.00000,35,10577,1.00000,1.00000
2007,Berlin,No migration background,"No, never",0.38148,138,10577,0.38068,0.38227
2007,Berlin,No migration background,"Yes, every week",0.14963,59,10577,0.14905,0.15022
2007,Berlin,No migration background,"Yes, every 2 weeks",0.10175,48,10577,0.10126,0.10225
2007,Berlin,No migration background,"Yes, every 3-4 weeks",0.09231,38,10577,0.09184,0.09278
2007,Berlin,No migration background,"Yes, less frequently",0.27483,109,10577,0.27410,0.27556
2007,Brandenburg,No migration background,"No, never",0.26326,122,10577,0.26239,0.26413
2007,Brandenburg,No migration background,"Yes, every week",0.17912,66,10577,0.17836,0.17988
2007,Brandenburg,No migration background,"Yes, every 2 weeks",0.21502,78,10577,0.21420,0.21583
2007,Brandenburg,No migration background,"Yes, every 3-4 weeks",0.08865,39,10577,0.08809,0.08921
2007,Brandenburg,No migration background,"Yes, less frequently",0.25396,118,10577,0.25309,0.25482
2007,Mecklenburg-Western Pomerania,No migration background,"No, never",0.37402,87,10577,0.37282,0.37521
2007,Mecklenburg-Western Pomerania,No migration background,"Yes, every week",0.15250,32,10577,0.15161,0.15338
2007,Mecklenburg-Western Pomerania,No migration background,"Yes, every 2 weeks",0.22629,54,10577,0.22526,0.22732
2007,Mecklenburg-Western Pomerania,No migration background,"Yes, less frequently",0.24720,64,10577,0.24613,0.24826
2007,Saxony,No migration background,"No, never",0.29076,247,10577,0.29012,0.29140
2007,Saxony,No migration background,"Yes, every week",0.14035,102,10577,0.13986,0.14084
2007,Saxony,No migration background,"Yes, every 2 weeks",0.21504,157,10577,0.21446,0.21561
2007,Saxony,No migration background,"Yes, every 3-4 weeks",0.08437,79,10577,0.08398,0.08476
2007,Saxony,No migration background,"Yes, less frequently",0.26948,228,10577,0.26886,0.27011
2007,Saxony-Anhalt,No migration background,"No, never",0.27678,133,10577,0.27589,0.27768
2007,Saxony-Anhalt,No migration background,"Yes, every week",0.14045,67,10577,0.13975,0.14115
2007,Saxony-Anhalt,No migration background,"Yes, every 2 weeks",0.22193,88,10577,0.22110,0.22276
2007,Saxony-Anhalt,No migration background,"Yes, every 3-4 weeks",0.12954,47,10577,0.12887,0.13022
2007,Saxony-Anhalt,No migration background,"Yes, less frequently",0.23129,107,10577,0.23045,0.23214
2007,Thuringa,No migration background,"No, never",0.29871,133,10577,0.29779,0.29963
2007,Thuringa,No migration background,"Yes, every week",0.14511,76,10577,0.14440,0.14582
2007,Thuringa,No migration background,"Yes, every 2 weeks",0.19487,86,10577,0.19407,0.19566
2007,Thuringa,No migration background,"Yes, every 3-4 weeks",0.12176,54,10577,0.12110,0.12241
2007,Thuringa,No migration background,"Yes, less frequently",0.23955,109,10577,0.23869,0.24041
2009,Schleswig-Holstein,No migration background,"No, never",0.38649,96,9317,0.38554,0.38744
2009,Schleswig-Holstein,No migration background,"Yes, every week",0.16027,32,9317,0.15955,0.16098
2009,Schleswig-Holstein,No migration background,"Yes, every 2 weeks",0.19896,34,9317,0.19818,0.19973
2009,Schleswig-Holstein,No migration background,"Yes, less frequently",0.25429,56,9317,0.25344,0.25513
2009,Hamburg,No migration background,"No, never",0.58404,57,9317,0.58260,0.58548
2009,Hamburg,No migration background,"Yes, less frequently",0.41596,39,9317,0.41452,0.41740
2009,Lower Saxony,No migration background,"No, never",0.31236,265,9317,0.31184,0.31288
2009,Lower Saxony,No migration background,"Yes, every week",0.16691,138,9317,0.16649,0.16732
2009,Lower Saxony,No migration background,"Yes, every 2 weeks",0.13329,118,9317,0.13291,0.13368
2009,Lower Saxony,No migration background,"Yes, every 3-4 weeks",0.10071,70,9317,0.10037,0.10105
2009,Lower Saxony,No migration background,"Yes, less frequently",0.28673,225,9317,0.28622,0.28723
2009,Lower Saxony,Direct migration background,"No, never",1.00000,33,9317,1.00000,1.00000
2009,North Rhine-Westphalia,No migration background,"No, never",0.35462,663,9317,0.35425,0.35499
2009,North Rhine-Westphalia,No migration background,"Yes, every week",0.13938,246,9317,0.13911,0.13964
2009,North Rhine-Westphalia,No migration background,"Yes, every 2 weeks",0.16570,235,9317,0.16542,0.16599
2009,North Rhine-Westphalia,No migration background,"Yes, every 3-4 weeks",0.09001,146,9317,0.08979,0.09023
2009,North Rhine-Westphalia,No migration background,"Yes, less frequently",0.25029,409,9317,0.24996,0.25062
2009,North Rhine-Westphalia,Direct migration background,"No, never",0.59800,109,9317,0.59697,0.59902
2009,North Rhine-Westphalia,Direct migration background,"Yes, every week",0.19327,42,9317,0.19244,0.19410
2009,North Rhine-Westphalia,Direct migration background,"Yes, less frequently",0.20873,42,9317,0.20788,0.20959
2009,North Rhine-Westphalia,Indirect migration background,"No, never",1.00000,50,9317,1.00000,1.00000
2009,Hesse,No migration background,"No, never",0.31569,192,9317,0.31508,0.31629
2009,Hesse,No migration background,"Yes, every week",0.16236,104,9317,0.16188,0.16283
2009,Hesse,No migration background,"Yes, every 2 weeks",0.16039,93,9317,0.15991,0.16086
2009,Hesse,No migration background,"Yes, every 3-4 weeks",0.06417,48,9317,0.06385,0.06449
2009,Hesse,No migration background,"Yes, less frequently",0.29740,175,9317,0.29680,0.29799
2009,Hesse,Direct migration background,"No, never",1.00000,33,9317,1.00000,1.00000
2009,"Rhineland-Palatinate, Saarland",No migration background,"No, never",0.33045,176,9317,0.32974,0.33116
2009,"Rhineland-Palatinate, Saarland",No migration background,"Yes, every week",0.21341,83,9317,0.21279,0.21402
2009,"Rhineland-Palatinate, Saarland",No migration background,"Yes, every 2 weeks",0.12155,49,9317,0.12106,0.12204
2009,"Rhineland-Palatinate, Saarland",No migration background,"Yes, every 3-4 weeks",0.09595,42,9317,0.09551,0.09639
2009,"Rhineland-Palatinate, Saarland",No migration background,"Yes, less frequently",0.23865,114,9317,0.23801,0.23929
2009,Baden-Wuerttemberg,No migration background,"No, never",0.38026,357,9317,0.37977,0.38076
2009,Baden-Wuerttemberg,No migration background,"Yes, every week",0.12416,126,9317,0.12382,0.12450
2009,Baden-Wuerttemberg,No migration background,"Yes, every 2 weeks",0.12513,110,9317,0.12479,0.12547
2009,Baden-Wuerttemberg,No migration background,"Yes, every 3-4 weeks",0.09686,98,9317,0.09656,0.09716
2009,Baden-Wuerttemberg,No migration background,"Yes, less frequently",0.27358,258,9317,0.27313,0.27404
2009,Baden-Wuerttemberg,Direct migration background,"No, never",0.57285,88,9317,0.57176,0.57393
2009,Baden-Wuerttemberg,Direct migration background,"Yes, every week",0.26523,34,9317,0.26426,0.26619
2009,Baden-Wuerttemberg,Direct migration background,"Yes, less frequently",0.16193,33,9317,0.16112,0.16274
2009,Baden-Wuerttemberg,Indirect migration background,"No, never",1.00000,54,9317,1.00000,1.00000
2009,Bavaria,No migration background,"No, never",0.38787,497,9317,0.38743,0.38830
2009,Bavaria,No migration background,"Yes, every week",0.15792,216,9317,0.15760,0.15824
2009,Bavaria,No migration background,"Yes, every 2 weeks",0.13100,174,9317,0.13070,0.13130
2009,Bavaria,No migration background,"Yes, every 3-4 weeks",0.07251,105,9317,0.07228,0.07274
2009,Bavaria,No migration background,"Yes, less frequently",0.25071,341,9317,0.25032,0.25109
2009,Bavaria,Direct migration background,"No, never",0.61578,48,9317,0.61436,0.61721
2009,Bavaria,Direct migration background,"Yes, less frequently",0.38422,34,9317,0.38279,0.38564
2009,Bavaria,Indirect migration background,"No, never",1.00000,35,9317,1.00000,1.00000
2009,Berlin,No migration background,"No, never",0.38557,118,9317,0.38478,0.38637
2009,Berlin,No migration background,"Yes, every week",0.20319,66,9317,0.20254,0.20385
2009,Berlin,No migration background,"Yes, every 2 weeks",0.12464,49,9317,0.12410,0.12518
2009,Berlin,No migration background,"Yes, every 3-4 weeks",0.06140,31,9317,0.06101,0.06179
2009,Berlin,No migration background,"Yes, less frequently",0.22519,91,9317,0.22451,0.22587
2009,Brandenburg,No migration background,"No, never",0.19392,102,9317,0.19315,0.19469
2009,Brandenburg,No migration background,"Yes, every week",0.18109,58,9317,0.18034,0.18184
2009,Brandenburg,No migration background,"Yes, every 2 weeks",0.21898,69,9317,0.21818,0.21979
2009,Brandenburg,No migration background,"Yes, every 3-4 weeks",0.08927,36,9317,0.08871,0.08982
2009,Brandenburg,No migration background,"Yes, less frequently",0.31674,113,9317,0.31583,0.31765
2009,Mecklenburg-Western Pomerania,No migration background,"No, never",0.46107,81,9317,0.45980,0.46234
2009,Mecklenburg-Western Pomerania,No migration background,"Yes, every 2 weeks",0.20212,37,9317,0.20110,0.20315
2009,Mecklenburg-Western Pomerania,No migration background,"Yes, less frequently",0.33680,73,9317,0.33560,0.33801
2009,Saxony,No migration background,"No, never",0.29854,248,9317,0.29791,0.29916
2009,Saxony,No migration background,"Yes, every week",0.11474,82,9317,0.11431,0.11518
2009,Saxony,No migration background,"Yes, every 2 weeks",0.17979,129,9317,0.17927,0.18032
2009,Saxony,No migration background,"Yes, every 3-4 weeks",0.10764,76,9317,0.10721,0.10806
2009,Saxony,No migration background,"Yes, less frequently",0.29929,217,9317,0.29867,0.29992
2009,Saxony-Anhalt,No migration background,"No, never",0.32121,126,9317,0.32030,0.32213
2009,Saxony-Anhalt,No migration background,"Yes, every week",0.15711,61,9317,0.15640,0.15783
2009,Saxony-Anhalt,No migration background,"Yes, every 2 weeks",0.20347,82,9317,0.20268,0.20426
2009,Saxony-Anhalt,No migration background,"Yes, every 3-4 weeks",0.09659,45,9317,0.09601,0.09717
2009,Saxony-Anhalt,No migration background,"Yes, less frequently",0.22161,94,9317,0.22079,0.22243
2009,Thuringa,No migration background,"No, never",0.28322,120,9317,0.28232,0.28411
2009,Thuringa,No migration background,"Yes, every week",0.15542,71,9317,0.15470,0.15614
2009,Thuringa,No migration background,"Yes, every 2 weeks",0.14249,54,9317,0.14179,0.14318
2009,Thuringa,No migration background,"Yes, every 3-4 weeks",0.18288,59,9317,0.18211,0.18365
2009,Thuringa,No migration background,"Yes, less frequently",0.23599,107,9317,0.23515,0.23684
2011,Schleswig-Holstein,No migration background,"No, never",0.35834,183,15773,0.35744,0.35923
2011,Schleswig-Holstein,No migration background,"Yes, every week",0.11573,66,15773,0.11513,0.11632
2011,Schleswig-Holstein,No migration background,"Yes, every 2 weeks",0.13368,77,15773,0.13304,0.13431
2011,Schleswig-Holstein,No migration background,"Yes, every 3-4 weeks",0.08885,54,15773,0.08832,0.08938
2011,Schleswig-Holstein,No migration background,"Yes, less frequently",0.30341,111,15773,0.30255,0.30427
2011,Hamburg,No migration background,"No, never",0.50357,83,15773,0.50218,0.50496
2011,Hamburg,No migration background,"Yes, every week",0.14413,32,15773,0.14315,0.14510
2011,Hamburg,No migration background,"Yes, less frequently",0.35230,50,15773,0.35097,0.35363
2011,Lower Saxony,No migration background,"No, never",0.35097,497,15773,0.35044,0.35150
2011,Lower Saxony,No migration background,"Yes, every week",0.13493,188,15773,0.13455,0.13531
2011,Lower Saxony,No migration background,"Yes, every 2 weeks",0.16601,212,15773,0.16560,0.16642
2011,Lower Saxony,No migration background,"Yes, every 3-4 weeks",0.06807,100,15773,0.06779,0.06835
2011,Lower Saxony,No migration background,"Yes, less frequently",0.28001,347,15773,0.27952,0.28051
2011,Lower Saxony,Direct migration background,"No, never",0.52816,61,15773,0.52653,0.52980
2011,Lower Saxony,Direct migration background,"Yes, every 2 weeks",0.22718,32,15773,0.22581,0.22855
2011,Lower Saxony,Direct migration background,"Yes, less frequently",0.24466,37,15773,0.24325,0.24607
2011,North Rhine-Westphalia,No migration background,"No, never",0.38227,1046,15773,0.38189,0.38265
2011,North Rhine-Westphalia,No migration background,"Yes, every week",0.16542,369,15773,0.16513,0.16571
2011,North Rhine-Westphalia,No migration background,"Yes, every 2 weeks",0.13964,374,15773,0.13937,0.13991
2011,North Rhine-Westphalia,No migration background,"Yes, every 3-4 weeks",0.07844,207,15773,0.07823,0.07865
2011,North Rhine-Westphalia,No migration background,"Yes, less frequently",0.23422,576,15773,0.23389,0.23455
2011,North Rhine-Westphalia,Direct migration background,"No, never",0.38622,213,15773,0.38542,0.38702
2011,North Rhine-Westphalia,Direct migration background,"Yes, every week",0.14089,79,15773,0.14032,0.14146
2011,North Rhine-Westphalia,Direct migration background,"Yes, every 2 weeks",0.19257,96,15773,0.19192,0.19321
2011,North Rhine-Westphalia,Direct migration background,"Yes, every 3-4 weeks",0.08876,43,15773,0.08829,0.08923
2011,North Rhine-Westphalia,Direct migration background,"Yes, less frequently",0.19156,103,15773,0.19091,0.19221
2011,North Rhine-Westphalia,Indirect migration background,"No, never",0.39585,84,15773,0.39442,0.39728
2011,North Rhine-Westphalia,Indirect migration background,"Yes, every week",0.24109,39,15773,0.23984,0.24234
2011,North Rhine-Westphalia,Indirect migration background,"Yes, every 2 weeks",0.22689,38,15773,0.22566,0.22811
2011,North Rhine-Westphalia,Indirect migration background,"Yes, less frequently",0.13617,36,15773,0.13517,0.13717
2011,Hesse,No migration background,"No, never",0.37773,334,15773,0.37709,0.37837
2011,Hesse,No migration background,"Yes, every week",0.13511,141,15773,0.13466,0.13557
2011,Hesse,No migration background,"Yes, every 2 weeks",0.14315,149,15773,0.14269,0.14362
2011,Hesse,No migration background,"Yes, every 3-4 weeks",0.09236,100,15773,0.09198,0.09275
2011,Hesse,No migration background,"Yes, less frequently",0.25164,229,15773,0.25107,0.25222
2011,Hesse,Direct migration background,"No, never",0.59507,71,15773,0.59336,0.59679
2011,Hesse,Direct migration background,"Yes, less frequently",0.40493,47,15773,0.40321,0.40664
2011,"Rhineland-Palatinate, Saarland",No migration background,"No, never",0.32817,291,15773,0.32747,0.32888
2011,"Rhineland-Palatinate, Saarland",No migration background,"Yes, every week",0.17014,123,15773,0.16957,0.17070
2011,"Rhineland-Palatinate, Saarland",No migration background,"Yes, every 2 weeks",0.16138,113,15773,0.16082,0.16193
2011,"Rhineland-Palatinate, Saarland",No migration background,"Yes, every 3-4 weeks",0.09573,74,15773,0.09529,0.09617
2011,"Rhineland-Palatinate, Saarland",No migration background,"Yes, less frequently",0.24458,176,15773,0.24394,0.24523
2011,"Rhineland-Palatinate, Saarland",Direct migration background,"No, never",0.42431,36,15773,0.42216,0.42647
2011,"Rhineland-Palatinate, Saarland",Direct migration background,"Yes, every week",0.57569,32,15773,0.57353,0.57784
2011,Baden-Wuerttemberg,No migration background,"No, never",0.42306,704,15773,0.42256,0.42356
2011,Baden-Wuerttemberg,No migration background,"Yes, every week",0.13192,231,15773,0.13158,0.13226
2011,Baden-Wuerttemberg,No migration background,"Yes, every 2 weeks",0.13677,211,15773,0.13642,0.13712
2011,Baden-Wuerttemberg,No migration background,"Yes, every 3-4 weeks",0.09922,151,15773,0.09892,0.09953
2011,Baden-Wuerttemberg,No migration background,"Yes, less frequently",0.20903,399,15773,0.20862,0.20944
2011,Baden-Wuerttemberg,Direct migration background,"No, never",0.45269,142,15773,0.45166,0.45372
2011,Baden-Wuerttemberg,Direct migration background,"Yes, every week",0.10654,46,15773,0.10590,0.10718
2011,Baden-Wuerttemberg,Direct migration background,"Yes, every 2 weeks",0.13639,46,15773,0.13568,0.13710
