year,sex,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,male,"Yes, every week",0.14857,1265,8386,0.14096,0.15618
2011,male,"Yes, every 2 weeks",0.14482,1201,8386,0.13729,0.15235
2011,male,"Yes, every 3-4 weeks",0.10487,892,8386,0.09831,0.11143
2011,male,"Yes, less frequently",0.28862,2433,8386,0.27892,0.29832
2011,female,"No, never",0.44387,3718,8347,0.43321,0.45452
2011,female,"Yes, every week",0.14778,1166,8347,0.14016,0.15539
2011,female,"Yes, every 2 weeks",0.16579,1415,8347,0.15781,0.17377
2011,female,"Yes, every 3-4 weeks",0.07658,660,8347,0.07087,0.08229
2011,female,"Yes, less frequently",0.16599,1388,8347,0.15800,0.17397
2013,male,"No, never",0.31522,2417,7527,0.30473,0.32572
2013,male,"Yes, every week",0.13417,1053,7527,0.12647,0.14187
2013,male,"Yes, every 2 weeks",0.14272,1057,7527,0.13482,0.15063
2013,male,"Yes, every 3-4 weeks",0.10118,759,7527,0.09436,0.10799
2013,male,"Yes, less frequently",0.30671,2241,7527,0.29629,0.31713
2013,female,"No, never",0.43008,3579,7990,0.41922,0.44093
2013,female,"Yes, every week",0.13690,1039,7990,0.12936,0.14444
2013,female,"Yes, every 2 weeks",0.17045,1354,7990,0.16221,0.17870
2013,female,"Yes, every 3-4 weeks",0.07844,599,7990,0.07255,0.08434
2013,female,"Yes, less frequently",0.18412,1419,7990,0.17562,0.19262
2015,male,"No, never",0.33597,2534,7478,0.32526,0.34667
2015,male,"Yes, every week",0.13577,1038,7478,0.12801,0.14354
2015,male,"Yes, every 2 weeks",0.14343,1050,7478,0.13549,0.15138
2015,male,"Yes, every 3-4 weeks",0.09899,734,7478,0.09222,0.10576
2015,male,"Yes, less frequently",0.28584,2122,7478,0.27560,0.29608
2015,female,"No, never",0.43254,3515,7813,0.42156,0.44353
2015,female,"Yes, every week",0.13383,1030,7813,0.12628,0.14138
2015,female,"Yes, every 2 weeks",0.17749,1308,7813,0.16902,0.18597
2015,female,"Yes, every 3-4 weeks",0.07330,570,7813,0.06752,0.07908
2015,female,"Yes, less frequently",0.18284,1390,7813,0.17427,0.19141
2017,male,"No, never",0.36934,3011,8142,0.35886,0.37983
2017,male,"Yes, every week",0.13505,1119,8142,0.12763,0.14247
2017,male,"Yes, every 2 weeks",0.13422,1126,8142,0.12682,0.14163
2017,male,"Yes, every 3-4 weeks",0.10417,879,8142,0.09754,0.11081
2017,male,"Yes, less frequently",0.25721,2007,8142,0.24772,0.26671
2017,female,"No, never",0.47706,4127,8614,0.46651,0.48761
2017,female,"Yes, every week",0.12929,1134,8614,0.12220,0.13637
2017,female,"Yes, every 2 weeks",0.16267,1373,8614,0.15487,0.17046
2017,female,"Yes, every 3-4 weeks",0.07531,732,8614,0.06973,0.08088
2017,female,"Yes, less frequently",0.15568,1248,8614,0.14802,0.16333
2019,male,"No, never",0.37624,2944,8467,0.36593,0.38656
2019,male,"Yes, every week",0.13033,1368,8467,0.12316,0.13750
2019,male,"Yes, every 2 weeks",0.13257,1182,8467,0.12534,0.13979
2019,male,"Yes, every 3-4 weeks",0.09715,846,8467,0.09084,0.10346
2019,male,"Yes, less frequently",0.26371,2127,8467,0.25432,0.27310
2019,female,"No, never",0.48201,4021,8395,0.47132,0.49270
2019,female,"Yes, every week",0.12243,1059,8395,0.11542,0.12944
2019,female,"Yes, every 2 weeks",0.15869,1300,8395,0.15088,0.16651
2019,female,"Yes, every 3-4 weeks",0.07381,664,8395,0.06822,0.07941
2019,female,"Yes, less frequently",0.16305,1351,8395,0.15515,0.17095
2021,male,"No, never",0.41594,2151,5505,0.40292,0.42897
2021,male,"Yes, every week",0.11954,816,5505,0.11097,0.12811
2021,male,"Yes, every 2 weeks",0.12303,738,5505,0.11435,0.13171
2021,male,"Yes, every 3-4 weeks",0.09782,496,5505,0.08997,0.10567
2021,male,"Yes, less frequently",0.24366,1304,5505,0.23232,0.25500
2021,female,"No, never",0.49662,2470,5052,0.48283,0.51041
2021,female,"Yes, every week",0.11578,608,5052,0.10696,0.12460
2021,female,"Yes, every 2 weeks",0.16044,795,5052,0.15032,0.17056
2021,female,"Yes, every 3-4 weeks",0.07298,377,5052,0.06581,0.08015
2021,female,"Yes, less frequently",0.15419,802,5052,0.14423,0.16414
