year,migback,regtyp,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Direct migration background,Rural regions,"No, never",0.37172,59,59,0.24734,0.49609
2009,Indirect migration background,Urban regions,"No, never",0.42411,165,362,0.37313,0.47510
2009,Indirect migration background,Urban regions,"Yes, every week",0.17576,66,362,0.13650,0.21502
2009,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.17267,62,362,0.13368,0.21166
2009,Indirect migration background,Urban regions,"Yes, less frequently",0.17044,69,362,0.13165,0.20923
2009,Indirect migration background,Rural regions,"No, never",0.38861,31,31,0.21418,0.56303
2011,No migration background,Urban regions,"No, never",0.37931,3373,8696,0.36911,0.38951
2011,No migration background,Urban regions,"Yes, every week",0.15029,1246,8696,0.14278,0.15780
2011,No migration background,Urban regions,"Yes, every 2 weeks",0.14005,1230,8696,0.13276,0.14735
2011,No migration background,Urban regions,"Yes, every 3-4 weeks",0.08821,777,8696,0.08224,0.09417
2011,No migration background,Urban regions,"Yes, less frequently",0.24214,2070,8696,0.23313,0.25114
2011,No migration background,Rural regions,"No, never",0.35174,1930,5426,0.33903,0.36444
2011,No migration background,Rural regions,"Yes, every week",0.13708,783,5426,0.12793,0.14623
2011,No migration background,Rural regions,"Yes, every 2 weeks",0.16990,951,5426,0.15991,0.17990
2011,No migration background,Rural regions,"Yes, every 3-4 weeks",0.09694,526,5426,0.08906,0.10481
2011,No migration background,Rural regions,"Yes, less frequently",0.24434,1236,5426,0.23291,0.25578
2011,Direct migration background,Urban regions,"No, never",0.40222,554,1399,0.37652,0.42793
2011,Direct migration background,Urban regions,"Yes, every week",0.15247,209,1399,0.13363,0.17131
2011,Direct migration background,Urban regions,"Yes, every 2 weeks",0.17440,231,1399,0.15451,0.19429
2011,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.09367,128,1399,0.07839,0.10894
2011,Direct migration background,Urban regions,"Yes, less frequently",0.17724,277,1399,0.15722,0.19726
2011,Direct migration background,Rural regions,"No, never",0.37892,158,437,0.33339,0.42446
2011,Direct migration background,Rural regions,"Yes, every week",0.13147,67,437,0.09975,0.16319
2011,Direct migration background,Rural regions,"Yes, every 2 weeks",0.17197,81,437,0.13655,0.20739
2011,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.10943,45,437,0.08012,0.13873
2011,Direct migration background,Rural regions,"Yes, less frequently",0.20821,86,437,0.17010,0.24633
2011,Indirect migration background,Urban regions,"No, never",0.40627,245,624,0.36771,0.44484
2011,Indirect migration background,Urban regions,"Yes, every week",0.19907,104,624,0.16771,0.23042
2011,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.17555,102,624,0.14567,0.20542
2011,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.05958,52,624,0.04100,0.07817
2011,Indirect migration background,Urban regions,"Yes, less frequently",0.15953,121,624,0.13077,0.18828
2011,Indirect migration background,Rural regions,"No, never",0.27507,53,84,0.17900,0.37114
2011,Indirect migration background,Rural regions,"Yes, less frequently",0.20333,31,84,0.11674,0.28992
2013,No migration background,Urban regions,"No, never",0.36995,3202,8034,0.35939,0.38051
2013,No migration background,Urban regions,"Yes, every week",0.12736,1016,8034,0.12007,0.13465
2013,No migration background,Urban regions,"Yes, every 2 weeks",0.13895,1123,8034,0.13139,0.14652
2013,No migration background,Urban regions,"Yes, every 3-4 weeks",0.09418,687,8034,0.08779,0.10056
2013,No migration background,Urban regions,"Yes, less frequently",0.26956,2006,8034,0.25986,0.27926
2013,No migration background,Rural regions,"No, never",0.36099,1844,5056,0.34775,0.37423
2013,No migration background,Rural regions,"Yes, every week",0.13709,693,5056,0.12761,0.14658
2013,No migration background,Rural regions,"Yes, every 2 weeks",0.18595,857,5056,0.17523,0.19668
2013,No migration background,Rural regions,"Yes, every 3-4 weeks",0.08269,467,5056,0.07509,0.09028
2013,No migration background,Rural regions,"Yes, less frequently",0.23328,1195,5056,0.22162,0.24493
2013,Direct migration background,Urban regions,"No, never",0.39084,511,1298,0.36428,0.41739
2013,Direct migration background,Urban regions,"Yes, every week",0.17200,207,1298,0.15146,0.19254
2013,Direct migration background,Urban regions,"Yes, every 2 weeks",0.15528,221,1298,0.13557,0.17499
2013,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.10299,111,1298,0.08645,0.11953
2013,Direct migration background,Urban regions,"Yes, less frequently",0.17889,248,1298,0.15803,0.19975
2013,Direct migration background,Rural regions,"No, never",0.34844,138,396,0.30145,0.39543
2013,Direct migration background,Rural regions,"Yes, every week",0.11715,58,396,0.08543,0.14886
2013,Direct migration background,Rural regions,"Yes, every 2 weeks",0.19851,87,396,0.15918,0.23785
2013,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.08872,34,396,0.06068,0.11676
2013,Direct migration background,Rural regions,"Yes, less frequently",0.24718,79,396,0.20464,0.28972
2013,Indirect migration background,Urban regions,"No, never",0.44150,252,592,0.40147,0.48154
2013,Indirect migration background,Urban regions,"Yes, every week",0.17020,93,592,0.13990,0.20049
2013,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.13690,97,592,0.10919,0.16462
2013,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.06301,48,592,0.04342,0.08259
2013,Indirect migration background,Urban regions,"Yes, less frequently",0.18839,102,592,0.15687,0.21992
2013,Indirect migration background,Rural regions,"No, never",0.27440,49,49,0.14817,0.40063
2015,No migration background,Urban regions,"No, never",0.38624,2781,6978,0.37481,0.39766
2015,No migration background,Urban regions,"Yes, every week",0.12515,874,6978,0.11739,0.13292
2015,No migration background,Urban regions,"Yes, every 2 weeks",0.14346,974,6978,0.13524,0.15169
2015,No migration background,Urban regions,"Yes, every 3-4 weeks",0.08635,593,6978,0.07976,0.09294
2015,No migration background,Urban regions,"Yes, less frequently",0.25880,1756,6978,0.24852,0.26908
2015,No migration background,Rural regions,"No, never",0.36333,1661,4458,0.34921,0.37745
2015,No migration background,Rural regions,"Yes, every week",0.13594,585,4458,0.12587,0.14600
2015,No migration background,Rural regions,"Yes, every 2 weeks",0.17519,730,4458,0.16403,0.18635
2015,No migration background,Rural regions,"Yes, every 3-4 weeks",0.08353,388,4458,0.07541,0.09165
2015,No migration background,Rural regions,"Yes, less frequently",0.24202,1094,4458,0.22944,0.25459
2015,Direct migration background,Urban regions,"No, never",0.38213,886,2145,0.36156,0.40270
2015,Direct migration background,Urban regions,"Yes, every week",0.16362,354,2145,0.14796,0.17928
2015,Direct migration background,Urban regions,"Yes, every 2 weeks",0.19728,371,2145,0.18043,0.21412
2015,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.10116,166,2145,0.08840,0.11393
2015,Direct migration background,Urban regions,"Yes, less frequently",0.15582,368,2145,0.14046,0.17117
2015,Direct migration background,Rural regions,"No, never",0.44370,309,700,0.40687,0.48053
2015,Direct migration background,Rural regions,"Yes, every week",0.14205,95,700,0.11617,0.16793
2015,Direct migration background,Rural regions,"Yes, every 2 weeks",0.12840,121,700,0.10360,0.15320
2015,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.09201,69,700,0.07058,0.11343
2015,Direct migration background,Rural regions,"Yes, less frequently",0.19385,106,700,0.16454,0.22316
2015,Indirect migration background,Urban regions,"No, never",0.41239,339,815,0.37857,0.44621
2015,Indirect migration background,Urban regions,"Yes, every week",0.15591,130,815,0.13099,0.18083
2015,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.16803,123,815,0.14234,0.19372
2015,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.08581,74,815,0.06657,0.10505
2015,Indirect migration background,Urban regions,"Yes, less frequently",0.17785,149,815,0.15158,0.20412
2015,Indirect migration background,Rural regions,"No, never",0.31865,73,151,0.24409,0.39322
2015,Indirect migration background,Rural regions,"Yes, every 2 weeks",0.21138,39,151,0.14604,0.27672
2015,Indirect migration background,Rural regions,"Yes, less frequently",0.24064,39,151,0.17223,0.30905
2017,No migration background,Urban regions,"No, never",0.42478,3314,7696,0.41373,0.43582
2017,No migration background,Urban regions,"Yes, every week",0.12364,995,7696,0.11628,0.13099
2017,No migration background,Urban regions,"Yes, every 2 weeks",0.13422,1011,7696,0.12660,0.14183
2017,No migration background,Urban regions,"Yes, every 3-4 weeks",0.08921,741,7696,0.08284,0.09558
2017,No migration background,Urban regions,"Yes, less frequently",0.22816,1635,7696,0.21878,0.23753
2017,No migration background,Rural regions,"No, never",0.40144,2014,4897,0.38770,0.41517
2017,No migration background,Rural regions,"Yes, every week",0.13649,663,4897,0.12687,0.14611
2017,No migration background,Rural regions,"Yes, every 2 weeks",0.15901,776,4897,0.14876,0.16925
2017,No migration background,Rural regions,"Yes, every 3-4 weeks",0.09248,511,4897,0.08437,0.10060
2017,No migration background,Rural regions,"Yes, less frequently",0.21058,933,4897,0.19916,0.22200
2017,Direct migration background,Urban regions,"No, never",0.42633,1010,2293,0.40608,0.44658
2017,Direct migration background,Urban regions,"Yes, every week",0.14453,315,2293,0.13013,0.15892
2017,Direct migration background,Urban regions,"Yes, every 2 weeks",0.17868,385,2293,0.16300,0.19436
2017,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.09232,194,2293,0.08047,0.10417
2017,Direct migration background,Urban regions,"Yes, less frequently",0.15814,389,2293,0.14320,0.17308
2017,Direct migration background,Rural regions,"No, never",0.43403,333,794,0.39954,0.46853
2017,Direct migration background,Rural regions,"Yes, every week",0.11963,96,794,0.09704,0.14222
2017,Direct migration background,Rural regions,"Yes, every 2 weeks",0.17009,166,794,0.14394,0.19624
2017,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.09500,71,794,0.07459,0.11541
2017,Direct migration background,Rural regions,"Yes, less frequently",0.18125,128,794,0.15444,0.20806
2017,Indirect migration background,Urban regions,"No, never",0.46247,389,873,0.42938,0.49557
2017,Indirect migration background,Urban regions,"Yes, every week",0.16545,150,873,0.14079,0.19011
2017,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.13208,121,873,0.10961,0.15455
2017,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.08242,74,873,0.06417,0.10067
2017,Indirect migration background,Urban regions,"Yes, less frequently",0.15757,139,873,0.13339,0.18176
2017,Indirect migration background,Rural regions,"No, never",0.33968,78,183,0.27087,0.40848
2017,Indirect migration background,Rural regions,"Yes, every week",0.18470,34,183,0.12832,0.24108
2017,Indirect migration background,Rural regions,"Yes, every 2 weeks",0.15989,40,183,0.10664,0.21313
2017,Indirect migration background,Rural regions,"Yes, less frequently",0.19942,31,183,0.14137,0.25747
2019,No migration background,No answer / don't know,"No, never",0.34940,105,311,0.29633,0.40248
2019,No migration background,No answer / don't know,"Yes, every week",0.14897,47,311,0.10933,0.18860
2019,No migration background,No answer / don't know,"Yes, every 2 weeks",0.15844,52,311,0.11779,0.19909
2019,No migration background,No answer / don't know,"Yes, every 3-4 weeks",0.11705,35,311,0.08127,0.15284
2019,No migration background,No answer / don't know,"Yes, less frequently",0.22613,72,311,0.17956,0.27270
2019,No migration background,Urban regions,"No, never",0.43701,3284,7975,0.42612,0.44790
2019,No migration background,Urban regions,"Yes, every week",0.11159,1117,7975,0.10468,0.11850
2019,No migration background,Urban regions,"Yes, every 2 weeks",0.12705,1048,7975,0.11974,0.13436
2019,No migration background,Urban regions,"Yes, every 3-4 weeks",0.08541,733,7975,0.07928,0.09155
2019,No migration background,Urban regions,"Yes, less frequently",0.23894,1793,7975,0.22958,0.24830
2019,No migration background,Rural regions,"No, never",0.39742,1906,4775,0.38354,0.41130
2019,No migration background,Rural regions,"Yes, every week",0.13254,691,4775,0.12292,0.14216
2019,No migration background,Rural regions,"Yes, every 2 weeks",0.15516,748,4775,0.14489,0.16543
2019,No migration background,Rural regions,"Yes, every 3-4 weeks",0.10349,486,4775,0.09485,0.11213
2019,No migration background,Rural regions,"Yes, less frequently",0.21139,944,4775,0.19981,0.22297
2019,Direct migration background,Urban regions,"No, never",0.42483,888,1991,0.40311,0.44655
2019,Direct migration background,Urban regions,"Yes, every week",0.15644,283,1991,0.14048,0.17240
2019,Direct migration background,Urban regions,"Yes, every 2 weeks",0.18300,334,1991,0.16601,0.19999
2019,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.06977,140,1991,0.05858,0.08096
2019,Direct migration background,Urban regions,"Yes, less frequently",0.16596,346,1991,0.14961,0.18231
2019,Direct migration background,Rural regions,"No, never",0.41544,289,668,0.37804,0.45284
2019,Direct migration background,Rural regions,"Yes, every week",0.15089,100,668,0.12372,0.17805
2019,Direct migration background,Rural regions,"Yes, every 2 weeks",0.17686,125,668,0.14791,0.20582
2019,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.05132,38,668,0.03457,0.06807
2019,Direct migration background,Rural regions,"Yes, less frequently",0.20549,116,668,0.17483,0.23616
2019,Indirect migration background,Urban regions,"No, never",0.48355,383,874,0.45040,0.51670
2019,Indirect migration background,Urban regions,"Yes, every week",0.13501,137,874,0.11234,0.15768
2019,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.14808,132,874,0.12452,0.17164
2019,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.06482,62,874,0.04849,0.08116
2019,Indirect migration background,Urban regions,"Yes, less frequently",0.16854,160,874,0.14371,0.19337
2019,Indirect migration background,Rural regions,"No, never",0.47606,90,204,0.40736,0.54477
2019,Indirect migration background,Rural regions,"Yes, every week",0.16886,39,204,0.11733,0.22040
2019,Indirect migration background,Rural regions,"Yes, every 2 weeks",0.15788,37,204,0.10772,0.20804
2019,Indirect migration background,Rural regions,"Yes, less frequently",0.14247,38,204,0.09438,0.19055
2021,No migration background,Urban regions,"No, never",0.45398,1977,4561,0.43953,0.46843
2021,No migration background,Urban regions,"Yes, every week",0.11328,600,4561,0.10408,0.12247
2021,No migration background,Urban regions,"Yes, every 2 weeks",0.12622,560,4561,0.11658,0.13586
2021,No migration background,Urban regions,"Yes, every 3-4 weeks",0.08717,395,4561,0.07899,0.09536
2021,No migration background,Urban regions,"Yes, less frequently",0.21935,1029,4561,0.20734,0.23136
2021,No migration background,Rural regions,"No, never",0.45729,1085,2552,0.43796,0.47662
2021,No migration background,Rural regions,"Yes, every week",0.12077,352,2552,0.10813,0.13342
2021,No migration background,Rural regions,"Yes, every 2 weeks",0.14883,402,2552,0.13502,0.16264
2021,No migration background,Rural regions,"Yes, every 3-4 weeks",0.09100,208,2552,0.07984,0.10216
2021,No migration background,Rural regions,"Yes, less frequently",0.18211,505,2552,0.16713,0.19709
2021,Direct migration background,Urban regions,"No, never",0.44520,1004,2216,0.42451,0.46590
2021,Direct migration background,Urban regions,"Yes, every week",0.10917,309,2216,0.09619,0.12216
2021,Direct migration background,Urban regions,"Yes, every 2 weeks",0.14417,356,2216,0.12954,0.15880
2021,Direct migration background,Urban regions,"Yes, every 3-4 weeks",0.10099,162,2216,0.08844,0.11354
2021,Direct migration background,Urban regions,"Yes, less frequently",0.20047,385,2216,0.18379,0.21714
2021,Direct migration background,Rural regions,"No, never",0.42602,267,636,0.38756,0.46448
2021,Direct migration background,Rural regions,"Yes, every week",0.19689,93,636,0.16596,0.22782
2021,Direct migration background,Rural regions,"Yes, every 2 weeks",0.20426,122,636,0.17290,0.23562
2021,Direct migration background,Rural regions,"Yes, every 3-4 weeks",0.03744,61,636,0.02267,0.05220
2021,Direct migration background,Rural regions,"Yes, less frequently",0.13539,93,636,0.10878,0.16200
2021,Indirect migration background,Urban regions,"No, never",0.48545,239,471,0.44027,0.53064
2021,Indirect migration background,Urban regions,"Yes, every week",0.09046,53,471,0.06453,0.11639
2021,Indirect migration background,Urban regions,"Yes, every 2 weeks",0.15991,67,471,0.12677,0.19305
2021,Indirect migration background,Urban regions,"Yes, every 3-4 weeks",0.06116,36,471,0.03950,0.08282
2021,Indirect migration background,Urban regions,"Yes, less frequently",0.20302,76,471,0.16665,0.23938
2021,Indirect migration background,Rural regions,"No, never",0.46358,49,49,0.32250,0.60465
