,Unnamed: 0,year,bula_h,sex,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
56,56,2005,Bavaria,male,"Yes, every week",0.14299,132,10804,0.12011,0.16064
57,57,2005,Bavaria,male,"Yes, every 2 weeks",0.10921,94,10804,0.09077,0.13019
58,58,2005,Bavaria,male,"Yes, every 3-4 weeks",0.11145,94,10804,0.09169,0.13154
59,59,2005,Bavaria,male,"Yes, less frequently",0.30083,263,10804,0.26731,0.3405
60,60,2005,Bavaria,female,"No, never",0.47902,411,10804,0.43832,0.51901
61,61,2005,Bavaria,female,"Yes, every week",0.15324,114,10804,0.12877,0.1762
62,62,2005,Bavaria,female,"Yes, every 2 weeks",0.14315,114,10804,0.12165,0.16567
63,63,2005,Bavaria,female,"Yes, every 3-4 weeks",0.04985,40,10804,0.03497,0.06795
64,64,2005,Bavaria,female,"Yes, less frequently",0.17474,163,10804,0.15702,0.1956
65,65,2005,Berlin,male,"No, never",0.32077,65,10804,0.24546,0.39652
66,66,2005,Berlin,male,"Yes, every week",0.18251,36,10804,0.13717,0.238
67,67,2005,Berlin,male,"Yes, every 2 weeks",0.19203,32,10804,0.14609,0.2359
68,68,2005,Berlin,male,"Yes, less frequently",0.30469,68,10804,0.25268,0.36251
69,69,2005,Berlin,female,"No, never",0.53087,83,10804,0.4339,0.62653
70,70,2005,Berlin,female,"Yes, every 2 weeks",0.2285,33,10804,0.1769,0.27519
71,71,2005,Berlin,female,"Yes, less frequently",0.24063,45,10804,0.17606,0.31757
72,72,2005,Brandenburg,male,"No, never",0.3102,64,10804,0.2514,0.38323
73,73,2005,Brandenburg,male,"Yes, every week",0.20929,38,10804,0.16601,0.25475
74,74,2005,Brandenburg,male,"Yes, every 3-4 weeks",0.17147,32,10804,0.11969,0.23067
75,75,2005,Brandenburg,male,"Yes, less frequently",0.30904,63,10804,0.23392,0.38214
76,76,2005,Brandenburg,female,"No, never",0.40309,87,10804,0.32938,0.46691
77,77,2005,Brandenburg,female,"Yes, every week",0.18836,33,10804,0.12838,0.26682
78,78,2005,Brandenburg,female,"Yes, every 2 weeks",0.27524,47,10804,0.2304,0.32763
79,79,2005,Brandenburg,female,"Yes, less frequently",0.13332,36,10804,0.10928,0.15712
80,80,2005,Mecklenburg-Western Pomerania,male,"No, never",0.51667,33,10804,0.36268,0.71872
81,81,2005,Mecklenburg-Western Pomerania,male,"Yes, less frequently",0.48333,42,10804,0.36799,0.59281
82,82,2005,Mecklenburg-Western Pomerania,female,"No, never",1.0,59,10804,0.81242,1.17897
83,83,2005,Saxony,male,"No, never",0.20497,91,10804,0.17024,0.23745
84,84,2005,Saxony,male,"Yes, every week",0.12533,56,10804,0.10155,0.15119
85,85,2005,Saxony,male,"Yes, every 2 weeks",0.18538,68,10804,0.14823,0.23026
86,86,2005,Saxony,male,"Yes, every 3-4 weeks",0.12693,54,10804,0.0952,0.16354
87,87,2005,Saxony,male,"Yes, less frequently",0.3574,149,10804,0.31085,0.40556
88,88,2005,Saxony,female,"No, never",0.39935,165,10804,0.35018,0.45693
89,89,2005,Saxony,female,"Yes, every week",0.15716,46,10804,0.1232,0.19843
90,90,2005,Saxony,female,"Yes, every 2 weeks",0.18034,58,10804,0.14444,0.21966
91,91,2005,Saxony,female,"Yes, every 3-4 weeks",0.09606,34,10804,0.07408,0.11899
92,92,2005,Saxony,female,"Yes, less frequently",0.16708,81,10804,0.14269,0.18774
93,93,2005,Saxony-Anhalt,male,"No, never",0.23904,46,10804,0.17829,0.34162
94,94,2005,Saxony-Anhalt,male,"Yes, every 2 weeks",0.21038,50,10804,0.14367,0.26788
95,95,2005,Saxony-Anhalt,male,"Yes, every 3-4 weeks",0.17184,32,10804,0.12494,0.21751
96,96,2005,Saxony-Anhalt,male,"Yes, less frequently",0.37874,77,10804,0.30598,0.4701
97,97,2005,Saxony-Anhalt,female,"No, never",0.35779,76,10804,0.29781,0.42268
98,98,2005,Saxony-Anhalt,female,"Yes, every week",0.21613,34,10804,0.14804,0.29957
99,99,2005,Saxony-Anhalt,female,"Yes, every 2 weeks",0.26285,49,10804,0.19154,0.35274
100,100,2005,Saxony-Anhalt,female,"Yes, less frequently",0.16323,37,10804,0.11592,0.22356
101,101,2005,Thuringa,male,"No, never",0.26476,50,10804,0.20236,0.33153
102,102,2005,Thuringa,male,"Yes, every week",0.1906,44,10804,0.13311,0.25189
103,103,2005,Thuringa,male,"Yes, every 2 weeks",0.21903,33,10804,0.1463,0.31346
104,104,2005,Thuringa,male,"Yes, less frequently",0.3256,79,10804,0.26589,0.38866
105,105,2005,Thuringa,female,"No, never",0.44676,80,10804,0.376,0.53252
106,106,2005,Thuringa,female,"Yes, every week",0.17865,32,10804,0.12652,0.24107
107,107,2005,Thuringa,female,"Yes, every 2 weeks",0.27266,42,10804,0.20979,0.34263
108,108,2005,Thuringa,female,"Yes, less frequently",0.10193,31,10804,0.07891,0.1256
109,109,2007,Schleswig-Holstein,male,"No, never",0.51288,56,10748,0.42712,0.64351
110,110,2007,Schleswig-Holstein,male,"Yes, less frequently",0.48712,54,10748,0.38276,0.59177
111,111,2007,Schleswig-Holstein,female,"No, never",1.0,62,10748,0.78408,1.20659
112,112,2007,Hamburg,female,"No, never",1.0,44,10748,0.81255,1.20526
113,113,2007,Lower Saxony,male,"No, never",0.2879,155,10748,0.25048,0.3351
114,114,2007,Lower Saxony,male,"Yes, every week",0.17703,104,10748,0.14959,0.20937
115,115,2007,Lower Saxony,male,"Yes, every 2 weeks",0.16763,90,10748,0.14227,0.19824
116,116,2007,Lower Saxony,male,"Yes, every 3-4 weeks",0.11273,61,10748,0.08824,0.13999
117,117,2007,Lower Saxony,male,"Yes, less frequently",0.25471,147,10748,0.22017,0.29248
118,118,2007,Lower Saxony,female,"No, never",0.38202,182,10748,0.33259,0.42082
119,119,2007,Lower Saxony,female,"Yes, every week",0.16239,68,10748,0.13334,0.19462
120,120,2007,Lower Saxony,female,"Yes, every 2 weeks",0.14283,67,10748,0.11084,0.1738
121,121,2007,Lower Saxony,female,"Yes, every 3-4 weeks",0.07581,36,10748,0.05085,0.09617
122,122,2007,Lower Saxony,female,"Yes, less frequently",0.23696,115,10748,0.19928,0.27289
123,123,2007,North Rhine-Westphalia,male,"No, never",0.32307,408,10748,0.29655,0.34551
124,124,2007,North Rhine-Westphalia,male,"Yes, every week",0.14459,197,10748,0.12591,0.16471
125,125,2007,North Rhine-Westphalia,male,"Yes, every 2 weeks",0.18187,186,10748,0.1611,0.20335
126,126,2007,North Rhine-Westphalia,male,"Yes, every 3-4 weeks",0.09313,125,10748,0.07636,0.10975
127,127,2007,North Rhine-Westphalia,male,"Yes, less frequently",0.25733,331,10748,0.23445,0.28329
128,128,2007,North Rhine-Westphalia,female,"No, never",0.43326,508,10748,0.39452,0.47851
129,129,2007,North Rhine-Westphalia,female,"Yes, every week",0.13191,143,10748,0.11522,0.15161
130,130,2007,North Rhine-Westphalia,female,"Yes, every 2 weeks",0.15804,164,10748,0.13679,0.17873
131,131,2007,North Rhine-Westphalia,female,"Yes, every 3-4 weeks",0.08128,71,10748,0.06777,0.09668
132,132,2007,North Rhine-Westphalia,female,"Yes, less frequently",0.19551,210,10748,0.17183,0.21905
133,133,2007,Hesse,male,"No, never",0.2574,108,10748,0.21986,0.29442
134,134,2007,Hesse,male,"Yes, every week",0.19897,83,10748,0.16264,0.23958
135,135,2007,Hesse,male,"Yes, every 2 weeks",0.1324,59,10748,0.10186,0.16203
136,136,2007,Hesse,male,"Yes, every 3-4 weeks",0.10039,41,10748,0.07736,0.12513
137,137,2007,Hesse,male,"Yes, less frequently",0.31084,147,10748,0.26798,0.36427
138,138,2007,Hesse,female,"No, never",0.46585,174,10748,0.40712,0.52917
139,139,2007,Hesse,female,"Yes, every week",0.1159,47,10748,0.09211,0.14307
140,140,2007,Hesse,female,"Yes, every 2 weeks",0.11852,52,10748,0.09433,0.14406
141,141,2007,Hesse,female,"Yes, every 3-4 weeks",0.10424,40,10748,0.07183,0.13248
142,142,2007,Hesse,female,"Yes, less frequently",0.19549,78,10748,0.15762,0.24171
143,143,2007,"Rhineland-Palatinate, Saarland",male,"No, never",0.4137,120,10748,0.35209,0.4685
144,144,2007,"Rhineland-Palatinate, Saarland",male,"Yes, every week",0.1991,63,10748,0.16333,0.2422
145,145,2007,"Rhineland-Palatinate, Saarland",male,"Yes, every 2 weeks",0.11041,39,10748,0.08261,0.14563
146,146,2007,"Rhineland-Palatinate, Saarland",male,"Yes, less frequently",0.27679,91,10748,0.23701,0.33433
147,147,2007,"Rhineland-Palatinate, Saarland",female,"No, never",0.45248,137,10748,0.40067,0.51904
148,148,2007,"Rhineland-Palatinate, Saarland",female,"Yes, every week",0.22187,64,10748,0.18265,0.26368
149,149,2007,"Rhineland-Palatinate, Saarland",female,"Yes, every 2 weeks",0.19353,52,10748,0.15434,0.23332
150,150,2007,"Rhineland-Palatinate, Saarland",female,"Yes, less frequently",0.13212,45,10748,0.08908,0.17631
151,151,2007,Baden-Wuerttemberg,male,"No, never",0.32017,269,10748,0.28766,0.36012
152,152,2007,Baden-Wuerttemberg,male,"Yes, every week",0.13405,103,10748,0.11414,0.15339
153,153,2007,Baden-Wuerttemberg,male,"Yes, every 2 weeks",0.11501,88,10748,0.09474,0.13854
154,154,2007,Baden-Wuerttemberg,male,"Yes, every 3-4 weeks",0.13518,108,10748,0.11153,0.1575
155,155,2007,Baden-Wuerttemberg,male,"Yes, less frequently",0.29559,230,10748,0.26298,0.33284
156,156,2007,Baden-Wuerttemberg,female,"No, never",0.46157,306,10748,0.40422,0.51729
157,157,2007,Baden-Wuerttemberg,female,"Yes, every week",0.1176,71,10748,0.09421,0.13891
158,158,2007,Baden-Wuerttemberg,female,"Yes, every 2 weeks",0.18597,85,10748,0.14954,0.2205
159,159,2007,Baden-Wuerttemberg,female,"Yes, every 3-4 weeks",0.08084,59,10748,0.06249,0.09803
160,160,2007,Baden-Wuerttemberg,female,"Yes, less frequently",0.15403,108,10748,0.12868,0.17754
161,161,2007,Bavaria,male,"No, never",0.31847,285,10748,0.28975,0.34639
162,162,2007,Bavaria,male,"Yes, every week",0.13382,131,10748,0.11448,0.16139
163,163,2007,Bavaria,male,"Yes, every 2 weeks",0.12761,110,10748,0.10707,0.15927
164,164,2007,Bavaria,male,"Yes, every 3-4 weeks",0.12277,107,10748,0.10002,0.14151
165,165,2007,Bavaria,male,"Yes, less frequently",0.29734,270,10748,0.26481,0.33214
166,166,2007,Bavaria,female,"No, never",0.4549,389,10748,0.41957,0.49324
167,167,2007,Bavaria,female,"Yes, every week",0.15589,119,10748,0.13363,0.17707
168,168,2007,Bavaria,female,"Yes, every 2 weeks",0.11122,101,10748,0.093,0.12565
169,169,2007,Bavaria,female,"Yes, every 3-4 weeks",0.08657,69,10748,0.06929,0.10626
170,170,2007,Bavaria,female,"Yes, less frequently",0.19142,166,10748,0.16527,0.21969
171,171,2007,Berlin,male,"No, never",0.41382,57,10748,0.3326,0.50845
172,172,2007,Berlin,male,"Yes, every week",0.2129,37,10748,0.17377,0.2551
173,173,2007,Berlin,male,"Yes, less frequently",0.37328,66,10748,0.30284,0.43042
174,174,2007,Berlin,female,"No, never",0.64861,96,10748,0.54581,0.74758
175,175,2007,Berlin,female,"Yes, less frequently",0.35139,55,10748,0.29672,0.41583
176,176,2007,Brandenburg,male,"No, never",0.15925,44,10748,0.12517,0.19625
177,177,2007,Brandenburg,male,"Yes, every week",0.18389,37,10748,0.13324,0.24656
178,178,2007,Brandenburg,male,"Yes, every 2 weeks",0.19954,34,10748,0.15028,0.27079
179,179,2007,Brandenburg,male,"Yes, every 3-4 weeks",0.14128,31,10748,0.10696,0.18335
180,180,2007,Brandenburg,male,"Yes, less frequently",0.31603,76,10748,0.2602,0.38581
181,181,2007,Brandenburg,female,"No, never",0.39493,81,10748,0.32235,0.47923
182,182,2007,Brandenburg,female,"Yes, every week",0.17714,31,10748,0.12476,0.24271
183,183,2007,Brandenburg,female,"Yes, every 2 weeks",0.23008,44,10748,0.17797,0.29226
184,184,2007,Brandenburg,female,"Yes, less frequently",0.19785,45,10748,0.15668,0.24297
185,185,2007,Mecklenburg-Western Pomerania,male,"No, never",0.52396,33,10748,0.41913,0.63887
186,186,2007,Mecklenburg-Western Pomerania,male,"Yes, less frequently",0.47604,46,10748,0.33879,0.62655
187,187,2007,Mecklenburg-Western Pomerania,female,"No, never",0.58526,55,10748,0.45856,0.74731
188,188,2007,Mecklenburg-Western Pomerania,female,"Yes, every 2 weeks",0.41474,36,10748,0.32112,0.51202
189,189,2007,Saxony,male,"No, never",0.23518,97,10748,0.19554,0.27684
190,190,2007,Saxony,male,"Yes, every week",0.14393,59,10748,0.09721,0.19008
191,191,2007,Saxony,male,"Yes, every 2 weeks",0.20943,85,10748,0.17069,0.24972
192,192,2007,Saxony,male,"Yes, every 3-4 weeks",0.11743,46,10748,0.09298,0.14537
193,193,2007,Saxony,male,"Yes, less frequently",0.29402,138,10748,0.2481,0.34808
194,194,2007,Saxony,female,"No, never",0.36889,157,10748,0.31953,0.41625
195,195,2007,Saxony,female,"Yes, every week",0.13527,44,10748,0.09352,0.17382
196,196,2007,Saxony,female,"Yes, every 2 weeks",0.21855,74,10748,0.18014,0.27021
197,197,2007,Saxony,female,"Yes, every 3-4 weeks",0.05138,34,10748,0.03804,0.06473
198,198,2007,Saxony,female,"Yes, less frequently",0.2259,91,10748,0.18569,0.27161
199,199,2007,Saxony-Anhalt,male,"No, never",0.33906,60,10748,0.25264,0.48462
200,200,2007,Saxony-Anhalt,male,"Yes, every 2 weeks",0.2841,43,10748,0.21932,0.38003
201,201,2007,Saxony-Anhalt,male,"Yes, less frequently",0.37684,74,10748,0.30901,0.43681
202,202,2007,Saxony-Anhalt,female,"No, never",0.33681,76,10748,0.26694,0.41209
203,203,2007,Saxony-Anhalt,female,"Yes, every week",0.22039,42,10748,0.15806,0.30153
204,204,2007,Saxony-Anhalt,female,"Yes, every 2 weeks",0.25365,46,10748,0.19186,0.32266
205,205,2007,Saxony-Anhalt,female,"Yes, less frequently",0.18915,34,10748,0.1327,0.24913
206,206,2007,Thuringa,male,"No, never",0.25697,59,10748,0.20566,0.3228
207,207,2007,Thuringa,male,"Yes, every week",0.13885,38,10748,0.09368,0.18605
208,208,2007,Thuringa,male,"Yes, every 2 weeks",0.19918,46,10748,0.13254,0.25897
209,209,2007,Thuringa,male,"Yes, every 3-4 weeks",0.12268,31,10748,0.08212,0.16588
210,210,2007,Thuringa,male,"Yes, less frequently",0.28232,72,10748,0.20273,0.37184
211,211,2007,Thuringa,female,"No, never",0.41785,79,10748,0.34756,0.52722
212,212,2007,Thuringa,female,"Yes, every week",0.17395,40,10748,0.13276,0.21916
213,213,2007,Thuringa,female,"Yes, every 2 weeks",0.20412,40,10748,0.16238,0.25859
214,214,2007,Thuringa,female,"Yes, less frequently",0.20408,41,10748,0.13909,0.29404
215,215,2009,Schleswig-Holstein,male,"No, never",0.44024,46,9313,0.35182,0.54853
216,216,2009,Schleswig-Holstein,male,"Yes, less frequently",0.55976,41,9313,0.42708,0.67781
217,217,2009,Schleswig-Holstein,female,"No, never",1.0,56,9313,0.77637,1.282
218,218,2009,Hamburg,female,"No, never",1.0,36,9313,0.73597,1.26372
219,219,2009,Lower Saxony,male,"No, never",0.28937,133,9313,0.23757,0.35144
220,220,2009,Lower Saxony,male,"Yes, every week",0.16295,88,9313,0.1282,0.18987
221,221,2009,Lower Saxony,male,"Yes, every 2 weeks",0.12077,65,9313,0.09227,0.15452
222,222,2009,Lower Saxony,male,"Yes, every 3-4 weeks",0.12487,51,9313,0.09702,0.1571
223,223,2009,Lower Saxony,male,"Yes, less frequently",0.30204,148,9313,0.26005,0.35664
224,224,2009,Lower Saxony,female,"No, never",0.40639,174,9313,0.35418,0.47756
225,225,2009,Lower Saxony,female,"Yes, every week",0.1926,66,9313,0.15085,0.24073
226,226,2009,Lower Saxony,female,"Yes, every 2 weeks",0.14716,69,9313,0.11657,0.18779
227,227,2009,Lower Saxony,female,"Yes, less frequently",0.25386,97,9313,0.20931,0.31338
228,228,2009,North Rhine-Westphalia,male,"No, never",0.30053,366,9313,0.27265,0.32929
229,229,2009,North Rhine-Westphalia,male,"Yes, every week",0.15767,170,9313,0.13402,0.17935
230,230,2009,North Rhine-Westphalia,male,"Yes, every 2 weeks",0.16859,150,9313,0.14743,0.19413
231,231,2009,North Rhine-Westphalia,male,"Yes, every 3-4 weeks",0.0902,104,9313,0.07549,0.10563
232,232,2009,North Rhine-Westphalia,male,"Yes, less frequently",0.283,286,9313,0.24663,0.31442
233,233,2009,North Rhine-Westphalia,female,"No, never",0.45979,456,9313,0.41626,0.50235
234,234,2009,North Rhine-Westphalia,female,"Yes, every week",0.13079,141,9313,0.10951,0.15644
235,235,2009,North Rhine-Westphalia,female,"Yes, every 2 weeks",0.15972,137,9313,0.13873,0.182
236,236,2009,North Rhine-Westphalia,female,"Yes, every 3-4 weeks",0.08282,63,9313,0.06503,0.10524
237,237,2009,North Rhine-Westphalia,female,"Yes, less frequently",0.16689,178,9313,0.14334,0.19226
238,238,2009,Hesse,male,"No, never",0.28153,98,9313,0.22587,0.34475
239,239,2009,Hesse,male,"Yes, every week",0.17683,68,9313,0.1378,0.21716
240,240,2009,Hesse,male,"Yes, every 2 weeks",0.15681,58,9313,0.12003,0.19969
241,241,2009,Hesse,male,"Yes, every 3-4 weeks",0.0858,33,9313,0.05964,0.11423
242,242,2009,Hesse,male,"Yes, less frequently",0.29903,123,9313,0.2476,0.35056
243,243,2009,Hesse,female,"No, never",0.47058,145,9313,0.38175,0.53591
244,244,2009,Hesse,female,"Yes, every week",0.12219,51,9313,0.09336,0.15075
245,245,2009,Hesse,female,"Yes, every 2 weeks",0.17723,60,9313,0.1319,0.22006
246,246,2009,Hesse,female,"Yes, less frequently",0.23,87,9313,0.18407,0.27347
247,247,2009,"Rhineland-Palatinate, Saarland",male,"No, never",0.35517,104,9313,0.30115,0.41889
248,248,2009,"Rhineland-Palatinate, Saarland",male,"Yes, every week",0.21275,50,9313,0.16805,0.26727
249,249,2009,"Rhineland-Palatinate, Saarland",male,"Yes, every 2 weeks",0.13525,31,9313,0.09237,0.17617
250,250,2009,"Rhineland-Palatinate, Saarland",male,"Yes, less frequently",0.29683,77,9313,0.24934,0.35068
251,251,2009,"Rhineland-Palatinate, Saarland",female,"No, never",0.35774,112,9313,0.30777,0.40835
252,252,2009,"Rhineland-Palatinate, Saarland",female,"Yes, every week",0.25091,51,9313,0.20327,0.31283
253,253,2009,"Rhineland-Palatinate, Saarland",female,"Yes, every 2 weeks",0.17483,38,9313,0.13635,0.23326
254,254,2009,"Rhineland-Palatinate, Saarland",female,"Yes, less frequently",0.21652,57,9313,0.17152,0.26784
255,255,2009,Baden-Wuerttemberg,male,"No, never",0.35671,230,9313,0.30953,0.41221
256,256,2009,Baden-Wuerttemberg,male,"Yes, every week",0.14931,102,9313,0.12059,0.1812
257,257,2009,Baden-Wuerttemberg,male,"Yes, every 2 weeks",0.09349,63,9313,0.06704,0.12125
258,258,2009,Baden-Wuerttemberg,male,"Yes, every 3-4 weeks",0.09655,71,9313,0.07325,0.12641
259,259,2009,Baden-Wuerttemberg,male,"Yes, less frequently",0.30395,206,9313,0.26169,0.34383
260,260,2009,Baden-Wuerttemberg,female,"No, never",0.4743,269,9313,0.41771,0.53393
261,261,2009,Baden-Wuerttemberg,female,"Yes, every week",0.15047,80,9313,0.11811,0.19041
262,262,2009,Baden-Wuerttemberg,female,"Yes, every 2 weeks",0.14611,79,9313,0.11637,0.17831
263,263,2009,Baden-Wuerttemberg,female,"Yes, every 3-4 weeks",0.07875,45,9313,0.05668,0.10721
264,264,2009,Baden-Wuerttemberg,female,"Yes, less frequently",0.15037,103,9313,0.12242,0.18556
265,265,2009,Bavaria,male,"No, never",0.3307,240,9313,0.28507,0.37425
266,266,2009,Bavaria,male,"Yes, every week",0.16511,126,9313,0.13189,0.19409
267,267,2009,Bavaria,male,"Yes, every 2 weeks",0.12166,91,9313,0.10104,0.14455
268,268,2009,Bavaria,male,"Yes, every 3-4 weeks",0.08818,70,9313,0.0686,0.11031
269,269,2009,Bavaria,male,"Yes, less frequently",0.29434,246,9313,0.2569,0.3352
270,270,2009,Bavaria,female,"No, never",0.44243,340,9313,0.40211,0.48997
271,271,2009,Bavaria,female,"Yes, every week",0.15586,117,9313,0.1327,0.1864
272,272,2009,Bavaria,female,"Yes, every 2 weeks",0.14862,118,9313,0.12071,0.17586
273,273,2009,Bavaria,female,"Yes, every 3-4 weeks",0.05514,51,9313,0.04203,0.06864
274,274,2009,Bavaria,female,"Yes, less frequently",0.19795,149,9313,0.16405,0.23105
275,275,2009,Berlin,male,"No, never",0.39407,49,9313,0.30409,0.52263
276,276,2009,Berlin,male,"Yes, every week",0.30959,43,9313,0.24799,0.3781
277,277,2009,Berlin,male,"Yes, less frequently",0.29634,50,9313,0.22807,0.35843
278,278,2009,Berlin,female,"No, never",0.47611,84,9313,0.36541,0.57371
279,279,2009,Berlin,female,"Yes, every week",0.15633,32,9313,0.11579,0.20183
280,280,2009,Berlin,female,"Yes, every 2 weeks",0.18411,31,9313,0.13242,0.2393
281,281,2009,Berlin,female,"Yes, less frequently",0.18345,48,9313,0.13544,0.22484
282,282,2009,Brandenburg,male,"No, never",0.17277,33,9313,0.13118,0.21328
283,283,2009,Brandenburg,male,"Yes, every week",0.23321,35,9313,0.18821,0.28373
284,284,2009,Brandenburg,male,"Yes, less frequently",0.59402,76,9313,0.44426,0.8018
285,285,2009,Brandenburg,female,"No, never",0.38139,75,9313,0.30779,0.45049
286,286,2009,Brandenburg,female,"Yes, every 2 weeks",0.30881,40,9313,0.21363,0.4037
287,287,2009,Brandenburg,female,"Yes, less frequently",0.3098,40,9313,0.24772,0.39728
288,288,2009,Mecklenburg-Western Pomerania,male,"Yes, less frequently",1.0,51,9313,0.74253,1.33954
289,289,2009,Mecklenburg-Western Pomerania,female,"No, never",1.0,52,9313,0.76019,1.29755
290,290,2009,Saxony,male,"No, never",0.2346,100,9313,0.18543,0.29103
291,291,2009,Saxony,male,"Yes, every week",0.11936,48,9313,0.08564,0.15469
