year,regtyp,sex,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Rural regions,female,"Yes, every week",0.16211,276,1834,0.14524,0.17898
2007,Rural regions,female,"Yes, every 2 weeks",0.17455,325,1834,0.15717,0.19192
2007,Rural regions,female,"Yes, every 3-4 weeks",0.09010,155,1834,0.07699,0.10321
2007,Rural regions,female,"Yes, less frequently",0.20364,364,1834,0.18520,0.22207
2009,Urban regions,male,"No, never",0.30353,1075,3432,0.28814,0.31891
2009,Urban regions,male,"Yes, every week",0.16458,539,3432,0.15217,0.17699
2009,Urban regions,male,"Yes, every 2 weeks",0.13327,431,3432,0.12190,0.14464
2009,Urban regions,male,"Yes, every 3-4 weeks",0.09959,343,3432,0.08957,0.10961
2009,Urban regions,male,"Yes, less frequently",0.29903,1044,3432,0.28371,0.31435
2009,Urban regions,female,"No, never",0.45262,1435,3259,0.43553,0.46971
2009,Urban regions,female,"Yes, every week",0.13804,458,3259,0.12619,0.14988
2009,Urban regions,female,"Yes, every 2 weeks",0.16014,480,3259,0.14754,0.17273
2009,Urban regions,female,"Yes, every 3-4 weeks",0.06718,224,3259,0.05858,0.07577
2009,Urban regions,female,"Yes, less frequently",0.18203,662,3259,0.16878,0.19528
2009,Rural regions,male,"No, never",0.29310,494,1813,0.27214,0.31405
2009,Rural regions,male,"Yes, every week",0.15269,300,1813,0.13613,0.16925
2009,Rural regions,male,"Yes, every 2 weeks",0.14384,246,1813,0.12768,0.16000
2009,Rural regions,male,"Yes, every 3-4 weeks",0.10813,205,1813,0.09384,0.12243
2009,Rural regions,male,"Yes, less frequently",0.30224,568,1813,0.28109,0.32338
2009,Rural regions,female,"No, never",0.37778,673,1682,0.35460,0.40096
2009,Rural regions,female,"Yes, every week",0.17945,263,1682,0.16111,0.19780
2009,Rural regions,female,"Yes, every 2 weeks",0.17322,299,1682,0.15513,0.19131
2009,Rural regions,female,"Yes, every 3-4 weeks",0.07278,139,1682,0.06036,0.08520
2009,Rural regions,female,"Yes, less frequently",0.19676,308,1682,0.17776,0.21576
2011,Urban regions,male,"No, never",0.32194,1703,5354,0.30942,0.33446
2011,Urban regions,male,"Yes, every week",0.15771,822,5354,0.14794,0.16747
2011,Urban regions,male,"Yes, every 2 weeks",0.13746,725,5354,0.12824,0.14669
2011,Urban regions,male,"Yes, every 3-4 weeks",0.10092,557,5354,0.09285,0.10899
2011,Urban regions,male,"Yes, less frequently",0.28197,1547,5354,0.26992,0.29403
2011,Urban regions,female,"No, never",0.45665,2469,5365,0.44331,0.46998
2011,Urban regions,female,"Yes, every week",0.14844,737,5365,0.13893,0.15796
2011,Urban regions,female,"Yes, every 2 weeks",0.15827,838,5365,0.14850,0.16803
2011,Urban regions,female,"Yes, every 3-4 weeks",0.07154,400,5365,0.06464,0.07843
2011,Urban regions,female,"Yes, less frequently",0.16511,921,5365,0.15517,0.17504
2011,Rural regions,male,"No, never",0.29504,892,3032,0.27881,0.31128
2011,Rural regions,male,"Yes, every week",0.12985,443,3032,0.11788,0.14181
2011,Rural regions,male,"Yes, every 2 weeks",0.15989,476,3032,0.14684,0.17294
2011,Rural regions,male,"Yes, every 3-4 weeks",0.11298,335,3032,0.10171,0.12425
2011,Rural regions,male,"Yes, less frequently",0.30224,886,3032,0.28590,0.31859
2011,Rural regions,female,"No, never",0.41782,1249,2982,0.40011,0.43552
2011,Rural regions,female,"Yes, every week",0.14642,429,2982,0.13373,0.15911
2011,Rural regions,female,"Yes, every 2 weeks",0.18112,577,2982,0.16730,0.19495
2011,Rural regions,female,"Yes, every 3-4 weeks",0.08686,260,2982,0.07675,0.09697
2011,Rural regions,female,"Yes, less frequently",0.16778,467,2982,0.15437,0.18120
2013,Urban regions,male,"No, never",0.32076,1601,4810,0.30757,0.33396
2013,Urban regions,male,"Yes, every week",0.13395,662,4810,0.12432,0.14357
2013,Urban regions,male,"Yes, every 2 weeks",0.12691,645,4810,0.11750,0.13632
2013,Urban regions,male,"Yes, every 3-4 weeks",0.10492,473,4810,0.09625,0.11358
2013,Urban regions,male,"Yes, less frequently",0.31346,1429,4810,0.30035,0.32658
2013,Urban regions,female,"No, never",0.43598,2364,5114,0.42239,0.44958
2013,Urban regions,female,"Yes, every week",0.13361,654,5114,0.12428,0.14294
2013,Urban regions,female,"Yes, every 2 weeks",0.15577,796,5114,0.14583,0.16571
2013,Urban regions,female,"Yes, every 3-4 weeks",0.08124,373,5114,0.07375,0.08873
2013,Urban regions,female,"Yes, less frequently",0.19340,927,5114,0.18257,0.20422
2013,Rural regions,male,"No, never",0.30419,816,2717,0.28689,0.32149
2013,Rural regions,male,"Yes, every week",0.13461,391,2717,0.12178,0.14745
2013,Rural regions,male,"Yes, every 2 weeks",0.17421,412,2717,0.15994,0.18847
2013,Rural regions,male,"Yes, every 3-4 weeks",0.09373,286,2717,0.08277,0.10469
2013,Rural regions,male,"Yes, less frequently",0.29326,812,2717,0.27614,0.31038
2013,Rural regions,female,"No, never",0.41847,1215,2876,0.40044,0.43650
2013,Rural regions,female,"Yes, every week",0.14337,385,2876,0.13056,0.15618
2013,Rural regions,female,"Yes, every 2 weeks",0.19931,558,2876,0.18471,0.21391
2013,Rural regions,female,"Yes, every 3-4 weeks",0.07295,226,2876,0.06344,0.08245
2013,Rural regions,female,"Yes, less frequently",0.16590,492,2876,0.15230,0.17950
2015,Urban regions,male,"No, never",0.34271,1674,4858,0.32936,0.35606
2015,Urban regions,male,"Yes, every week",0.13669,689,4858,0.12703,0.14635
2015,Urban regions,male,"Yes, every 2 weeks",0.13930,664,4858,0.12956,0.14903
2015,Urban regions,male,"Yes, every 3-4 weeks",0.09986,472,4858,0.09142,0.10829
2015,Urban regions,male,"Yes, less frequently",0.28145,1359,4858,0.26880,0.29410
2015,Urban regions,female,"No, never",0.43689,2332,5080,0.42325,0.45053
2015,Urban regions,female,"Yes, every week",0.12961,669,5080,0.12037,0.13884
2015,Urban regions,female,"Yes, every 2 weeks",0.16942,804,5080,0.15910,0.17974
2015,Urban regions,female,"Yes, every 3-4 weeks",0.07621,361,5080,0.06891,0.08351
2015,Urban regions,female,"Yes, less frequently",0.18788,914,5080,0.17714,0.19862
2015,Rural regions,male,"No, never",0.32208,860,2620,0.30418,0.33998
2015,Rural regions,male,"Yes, every week",0.13389,349,2620,0.12085,0.14693
2015,Rural regions,male,"Yes, every 2 weeks",0.15194,386,2620,0.13820,0.16569
2015,Rural regions,male,"Yes, every 3-4 weeks",0.09721,262,2620,0.08587,0.10856
2015,Rural regions,male,"Yes, less frequently",0.29487,763,2620,0.27741,0.31233
2015,Rural regions,female,"No, never",0.42337,1183,2733,0.40484,0.44190
2015,Rural regions,female,"Yes, every week",0.14274,361,2733,0.12962,0.15586
2015,Rural regions,female,"Yes, every 2 weeks",0.19455,504,2733,0.17970,0.20939
2015,Rural regions,female,"Yes, every 3-4 weeks",0.06715,209,2733,0.05777,0.07654
2015,Rural regions,female,"Yes, less frequently",0.17219,476,2733,0.15803,0.18635
2017,Urban regions,male,"No, never",0.37925,1974,5268,0.36615,0.39236
2017,Urban regions,male,"Yes, every week",0.13716,736,5268,0.12787,0.14646
2017,Urban regions,male,"Yes, every 2 weeks",0.12856,692,5268,0.11952,0.13760
2017,Urban regions,male,"Yes, every 3-4 weeks",0.10441,555,5268,0.09615,0.11267
2017,Urban regions,male,"Yes, less frequently",0.25062,1311,5268,0.23891,0.26232
2017,Urban regions,female,"No, never",0.48236,2739,5594,0.46927,0.49546
2017,Urban regions,female,"Yes, every week",0.12313,724,5594,0.11452,0.13174
2017,Urban regions,female,"Yes, every 2 weeks",0.15658,825,5594,0.14705,0.16610
2017,Urban regions,female,"Yes, every 3-4 weeks",0.07228,454,5594,0.06549,0.07907
2017,Urban regions,female,"Yes, less frequently",0.16565,852,5594,0.15591,0.17540
2017,Rural regions,male,"No, never",0.34810,1037,2874,0.33068,0.36552
2017,Rural regions,male,"Yes, every week",0.13051,383,2874,0.11820,0.14283
2017,Rural regions,male,"Yes, every 2 weeks",0.14636,434,2874,0.13344,0.15929
2017,Rural regions,male,"Yes, every 3-4 weeks",0.10367,324,2874,0.09252,0.11481
2017,Rural regions,male,"Yes, less frequently",0.27136,696,2874,0.25510,0.28762
2017,Rural regions,female,"No, never",0.46544,1388,3020,0.44765,0.48324
2017,Rural regions,female,"Yes, every week",0.14278,410,3020,0.13030,0.15526
2017,Rural regions,female,"Yes, every 2 weeks",0.17601,548,3020,0.16242,0.18959
2017,Rural regions,female,"Yes, every 3-4 weeks",0.08194,278,3020,0.07215,0.09172
2017,Rural regions,female,"Yes, less frequently",0.13383,396,3020,0.12168,0.14597
2019,No answer / don't know,male,"No, never",0.35725,66,109,0.26688,0.44763
2019,No answer / don't know,male,"Yes, less frequently",0.23989,43,109,0.15935,0.32042
2019,No answer / don't know,female,"No, never",0.36698,59,97,0.27056,0.46340
2019,No answer / don't know,female,"Yes, less frequently",0.17257,38,97,0.09698,0.24816
2019,Urban regions,male,"No, never",0.38253,1895,5431,0.36960,0.39546
2019,Urban regions,male,"Yes, every week",0.12638,886,5431,0.11754,0.13522
2019,Urban regions,male,"Yes, every 2 weeks",0.12837,727,5431,0.11947,0.13726
2019,Urban regions,male,"Yes, every 3-4 weeks",0.09250,522,5431,0.08479,0.10020
2019,Urban regions,male,"Yes, less frequently",0.27022,1401,5431,0.25841,0.28204
2019,Urban regions,female,"No, never",0.50080,2660,5409,0.48748,0.51413
2019,Urban regions,female,"Yes, every week",0.11656,651,5409,0.10800,0.12511
2019,Urban regions,female,"Yes, every 2 weeks",0.15074,787,5409,0.14120,0.16027
2019,Urban regions,female,"Yes, every 3-4 weeks",0.06795,413,5409,0.06124,0.07466
2019,Urban regions,female,"Yes, less frequently",0.16395,898,5409,0.15409,0.17382
2019,Rural regions,male,"No, never",0.36343,983,2845,0.34575,0.38110
2019,Rural regions,male,"Yes, every week",0.13831,452,2845,0.12562,0.15100
2019,Rural regions,male,"Yes, every 2 weeks",0.14108,426,2845,0.12829,0.15387
2019,Rural regions,male,"Yes, every 3-4 weeks",0.10651,301,2845,0.09517,0.11785
2019,Rural regions,male,"Yes, less frequently",0.25067,683,2845,0.23474,0.26660
2019,Rural regions,female,"No, never",0.44573,1302,2813,0.42736,0.46410
2019,Rural regions,female,"Yes, every week",0.13285,378,2813,0.12030,0.14539
2019,Rural regions,female,"Yes, every 2 weeks",0.17592,484,2813,0.16185,0.18999
2019,Rural regions,female,"Yes, every 3-4 weeks",0.08500,234,2813,0.07469,0.09531
2019,Rural regions,female,"Yes, less frequently",0.16050,415,2813,0.14693,0.17407
2021,Urban regions,male,"No, never",0.40606,1502,3814,0.39047,0.42165
2021,Urban regions,male,"Yes, every week",0.11222,562,3814,0.10220,0.12224
2021,Urban regions,male,"Yes, every 2 weeks",0.11805,489,3814,0.10781,0.12829
2021,Urban regions,male,"Yes, every 3-4 weeks",0.10591,340,3814,0.09614,0.11568
2021,Urban regions,male,"Yes, less frequently",0.25776,921,3814,0.24387,0.27164
2021,Urban regions,female,"No, never",0.50759,1718,3431,0.49086,0.52432
2021,Urban regions,female,"Yes, every week",0.10907,400,3431,0.09864,0.11950
2021,Urban regions,female,"Yes, every 2 weeks",0.14798,494,3431,0.13609,0.15986
2021,Urban regions,female,"Yes, every 3-4 weeks",0.06826,252,3431,0.05982,0.07670
2021,Urban regions,female,"Yes, less frequently",0.16710,567,3431,0.15462,0.17959
2021,Rural regions,male,"No, never",0.43714,649,1691,0.41349,0.46079
2021,Rural regions,male,"Yes, every week",0.13525,254,1691,0.11894,0.15156
2021,Rural regions,male,"Yes, every 2 weeks",0.13372,249,1691,0.11749,0.14994
2021,Rural regions,male,"Yes, every 3-4 weeks",0.08047,156,1691,0.06750,0.09344
2021,Rural regions,male,"Yes, less frequently",0.21343,383,1691,0.19389,0.23296
2021,Rural regions,female,"No, never",0.47239,752,1620,0.44808,0.49671
2021,Rural regions,female,"Yes, every week",0.13213,208,1620,0.11563,0.14862
2021,Rural regions,female,"Yes, every 2 weeks",0.18693,300,1620,0.16794,0.20592
2021,Rural regions,female,"Yes, every 3-4 weeks",0.08445,125,1620,0.07090,0.09799
2021,Rural regions,female,"Yes, less frequently",0.12410,235,1620,0.10804,0.14016
