year,bula_h,pgisced97,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,North Rhine-Westphalia,Lower Secondary Level,"Yes, every week",0.08854,39,144,0.04198,0.13510
2007,North Rhine-Westphalia,Lower Secondary Level,"Yes, every 2 weeks",0.07026,37,144,0.02837,0.11215
2007,North Rhine-Westphalia,Upper Secondary Level,"No, never",0.19932,444,1060,0.17525,0.22338
2007,North Rhine-Westphalia,Upper Secondary Level,"Yes, every week",0.05733,125,1060,0.04332,0.07133
2007,North Rhine-Westphalia,Upper Secondary Level,"Yes, every 2 weeks",0.09353,181,1060,0.07599,0.11106
2007,North Rhine-Westphalia,Upper Secondary Level,"Yes, every 3-4 weeks",0.04761,85,1060,0.03479,0.06044
2007,North Rhine-Westphalia,Upper Secondary Level,"Yes, less frequently",0.11071,225,1060,0.09181,0.12960
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,"No, never",0.29535,101,151,0.22234,0.36835
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,"Yes, less frequently",0.15580,50,151,0.09776,0.21383
2007,North Rhine-Westphalia,First Stage of Tertiary Education,"No, never",0.21674,76,163,0.15329,0.28019
2007,North Rhine-Westphalia,First Stage of Tertiary Education,"Yes, every 2 weeks",0.13166,34,163,0.07959,0.18373
2007,North Rhine-Westphalia,First Stage of Tertiary Education,"Yes, less frequently",0.18954,53,163,0.12919,0.24990
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,"No, never",0.21488,201,603,0.18207,0.24769
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, every week",0.12930,115,603,0.10250,0.15611
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.10022,59,603,0.07624,0.12421
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.06496,51,603,0.04527,0.08465
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, less frequently",0.21363,177,603,0.18089,0.24637
2007,Hesse,Upper Secondary Level,"No, never",0.17931,131,373,0.14033,0.21830
2007,Hesse,Upper Secondary Level,"Yes, every week",0.10091,59,373,0.07030,0.13152
2007,Hesse,Upper Secondary Level,"Yes, every 2 weeks",0.07885,55,373,0.05146,0.10623
2007,Hesse,Upper Secondary Level,"Yes, every 3-4 weeks",0.04610,34,373,0.02479,0.06741
2007,Hesse,Upper Secondary Level,"Yes, less frequently",0.14695,94,373,0.11097,0.18293
2007,Hesse,Second Stage of Tertiary Education,"No, never",0.25418,74,200,0.19369,0.31468
2007,Hesse,Second Stage of Tertiary Education,"Yes, every week",0.13604,45,200,0.08841,0.18368
2007,Hesse,Second Stage of Tertiary Education,"Yes, less frequently",0.24228,81,200,0.18275,0.30181
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"No, never",0.21505,129,347,0.17176,0.25834
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Yes, every week",0.10656,69,347,0.07405,0.13908
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Yes, every 2 weeks",0.08159,51,347,0.05275,0.11044
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Yes, every 3-4 weeks",0.05611,33,347,0.03186,0.08036
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Yes, less frequently",0.11455,65,347,0.08100,0.14811
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,"No, never",0.26978,50,91,0.17808,0.36148
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,"Yes, less frequently",0.20706,41,91,0.12335,0.29078
2007,Baden-Wuerttemberg,Lower Secondary Level,"No, never",0.14038,58,58,0.05020,0.23056
2007,Baden-Wuerttemberg,Upper Secondary Level,"No, never",0.25685,303,703,0.22453,0.28917
2007,Baden-Wuerttemberg,Upper Secondary Level,"Yes, every week",0.07546,90,703,0.05592,0.09499
2007,Baden-Wuerttemberg,Upper Secondary Level,"Yes, every 2 weeks",0.08036,84,703,0.06025,0.10047
2007,Baden-Wuerttemberg,Upper Secondary Level,"Yes, every 3-4 weeks",0.06364,84,703,0.04558,0.08170
2007,Baden-Wuerttemberg,Upper Secondary Level,"Yes, less frequently",0.12046,142,703,0.09638,0.14454
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,"No, never",0.18548,38,38,0.06023,0.31072
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,"No, never",0.24530,51,84,0.15273,0.33787
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,"Yes, less frequently",0.18117,33,84,0.09831,0.26403
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,"No, never",0.19225,108,304,0.14788,0.23663
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,"Yes, every week",0.07066,37,304,0.04181,0.09951
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.08255,34,304,0.05156,0.11354
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,"Yes, less frequently",0.22458,125,304,0.17759,0.27157
2007,Bavaria,Lower Secondary Level,"No, never",0.19013,71,71,0.09820,0.28206
2007,Bavaria,Upper Secondary Level,"No, never",0.24228,383,950,0.21502,0.26954
2007,Bavaria,Upper Secondary Level,"Yes, every week",0.08776,136,950,0.06975,0.10576
2007,Bavaria,Upper Secondary Level,"Yes, every 2 weeks",0.06367,124,950,0.04813,0.07920
2007,Bavaria,Upper Secondary Level,"Yes, every 3-4 weeks",0.06053,95,950,0.04536,0.07570
2007,Bavaria,Upper Secondary Level,"Yes, less frequently",0.13332,212,950,0.11169,0.15495
2007,Bavaria,Post-secondary Non-tertiary Level,"No, never",0.23336,42,42,0.10389,0.36284
2007,Bavaria,First Stage of Tertiary Education,"No, never",0.16744,44,86,0.08806,0.24681
2007,Bavaria,First Stage of Tertiary Education,"Yes, less frequently",0.24152,42,86,0.15053,0.33251
2007,Bavaria,Second Stage of Tertiary Education,"No, never",0.19688,125,395,0.15762,0.23615
2007,Bavaria,Second Stage of Tertiary Education,"Yes, every week",0.09908,62,395,0.06958,0.12858
2007,Bavaria,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.07923,40,395,0.05256,0.10590
2007,Bavaria,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.07752,44,395,0.05111,0.10392
2007,Bavaria,Second Stage of Tertiary Education,"Yes, less frequently",0.20194,124,395,0.16230,0.24158
2007,Berlin,Upper Secondary Level,"No, never",0.22756,61,109,0.14849,0.30663
2007,Berlin,Upper Secondary Level,"Yes, less frequently",0.15817,48,109,0.08935,0.22699
2007,Berlin,Second Stage of Tertiary Education,"No, never",0.24388,64,119,0.16640,0.32136
2007,Berlin,Second Stage of Tertiary Education,"Yes, less frequently",0.21192,55,119,0.13818,0.28566
2007,Brandenburg,Upper Secondary Level,"No, never",0.10538,53,155,0.05688,0.15387
2007,Brandenburg,Upper Secondary Level,"Yes, every 2 weeks",0.12119,51,155,0.06965,0.17274
2007,Brandenburg,Upper Secondary Level,"Yes, less frequently",0.11196,51,155,0.06216,0.16177
2007,Brandenburg,Second Stage of Tertiary Education,"No, never",0.13610,44,90,0.06486,0.20734
2007,Brandenburg,Second Stage of Tertiary Education,"Yes, less frequently",0.14782,46,90,0.07408,0.22156
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,"No, never",0.16869,47,78,0.08505,0.25233
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,"Yes, every 2 weeks",0.10690,31,78,0.03789,0.17592
2007,Saxony,Upper Secondary Level,"No, never",0.12992,121,422,0.09780,0.16203
2007,Saxony,Upper Secondary Level,"Yes, every week",0.08154,55,422,0.05540,0.10768
2007,Saxony,Upper Secondary Level,"Yes, every 2 weeks",0.12398,101,422,0.09250,0.15547
2007,Saxony,Upper Secondary Level,"Yes, every 3-4 weeks",0.04667,40,422,0.02652,0.06681
2007,Saxony,Upper Secondary Level,"Yes, less frequently",0.11952,105,422,0.08854,0.15051
2007,Saxony,Second Stage of Tertiary Education,"No, never",0.19822,83,163,0.13683,0.25961
2007,Saxony,Second Stage of Tertiary Education,"Yes, less frequently",0.15702,80,163,0.10100,0.21305
2007,Saxony-Anhalt,Upper Secondary Level,"No, never",0.10164,51,147,0.05262,0.15066
2007,Saxony-Anhalt,Upper Secondary Level,"Yes, every 2 weeks",0.11858,52,147,0.06614,0.17102
2007,Saxony-Anhalt,Upper Secondary Level,"Yes, less frequently",0.07998,44,147,0.03598,0.12399
2007,Saxony-Anhalt,Second Stage of Tertiary Education,"No, never",0.15059,48,86,0.07456,0.22663
2007,Saxony-Anhalt,Second Stage of Tertiary Education,"Yes, less frequently",0.14482,38,86,0.07000,0.21963
2007,Thuringa,Upper Secondary Level,"No, never",0.12558,65,233,0.08294,0.16822
2007,Thuringa,Upper Secondary Level,"Yes, every week",0.07212,46,233,0.03883,0.10541
2007,Thuringa,Upper Secondary Level,"Yes, every 2 weeks",0.10884,55,233,0.06876,0.14891
2007,Thuringa,Upper Secondary Level,"Yes, less frequently",0.11235,67,233,0.07171,0.15298
2007,Thuringa,Second Stage of Tertiary Education,"No, never",0.22210,38,38,0.08817,0.35604
2009,Schleswig-Holstein,Upper Secondary Level,"No, never",0.16262,48,82,0.08226,0.24299
2009,Schleswig-Holstein,Upper Secondary Level,"Yes, less frequently",0.11853,34,82,0.04814,0.18892
2009,Lower Saxony,Upper Secondary Level,"No, never",0.18066,165,494,0.14670,0.21463
2009,Lower Saxony,Upper Secondary Level,"Yes, every week",0.09727,79,494,0.07111,0.12342
2009,Lower Saxony,Upper Secondary Level,"Yes, every 2 weeks",0.08403,81,494,0.05954,0.10852
2009,Lower Saxony,Upper Secondary Level,"Yes, every 3-4 weeks",0.06049,50,494,0.03945,0.08154
2009,Lower Saxony,Upper Secondary Level,"Yes, less frequently",0.13922,119,494,0.10866,0.16978
2009,Lower Saxony,Second Stage of Tertiary Education,"No, never",0.23826,66,178,0.17549,0.30102
2009,Lower Saxony,Second Stage of Tertiary Education,"Yes, every week",0.10311,38,178,0.05831,0.14791
2009,Lower Saxony,Second Stage of Tertiary Education,"Yes, less frequently",0.23214,74,178,0.16994,0.29434
2009,North Rhine-Westphalia,Lower Secondary Level,"No, never",0.11336,63,95,0.04927,0.17745
2009,North Rhine-Westphalia,Lower Secondary Level,"Yes, every week",0.08679,32,95,0.02988,0.14371
2009,North Rhine-Westphalia,Upper Secondary Level,"No, never",0.20785,400,934,0.18181,0.23388
2009,North Rhine-Westphalia,Upper Secondary Level,"Yes, every week",0.06468,124,934,0.04890,0.08047
2009,North Rhine-Westphalia,Upper Secondary Level,"Yes, every 2 weeks",0.10449,153,934,0.08486,0.12412
2009,North Rhine-Westphalia,Upper Secondary Level,"Yes, every 3-4 weeks",0.04321,64,934,0.03016,0.05625
2009,North Rhine-Westphalia,Upper Secondary Level,"Yes, less frequently",0.10656,193,934,0.08676,0.12636
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,"No, never",0.32241,87,139,0.24443,0.40040
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,"Yes, less frequently",0.18785,52,139,0.12268,0.25302
2009,North Rhine-Westphalia,First Stage of Tertiary Education,"No, never",0.19427,59,108,0.11930,0.26923
2009,North Rhine-Westphalia,First Stage of Tertiary Education,"Yes, less frequently",0.22701,49,108,0.14763,0.30638
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,"No, never",0.23332,191,530,0.19727,0.26936
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, every week",0.12308,101,530,0.09508,0.15107
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.09444,53,530,0.06952,0.11936
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.08191,49,530,0.05854,0.10528
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,"Yes, less frequently",0.19824,136,530,0.16427,0.23222
2009,Hesse,Upper Secondary Level,"No, never",0.22349,127,318,0.17763,0.26935
2009,Hesse,Upper Secondary Level,"Yes, every week",0.07772,49,318,0.04825,0.10720
2009,Hesse,Upper Secondary Level,"Yes, every 2 weeks",0.09711,56,318,0.06451,0.12970
2009,Hesse,Upper Secondary Level,"Yes, less frequently",0.14386,86,318,0.10522,0.18249
2009,Hesse,Second Stage of Tertiary Education,"No, never",0.23476,61,216,0.17811,0.29142
2009,Hesse,Second Stage of Tertiary Education,"Yes, every week",0.13155,43,216,0.08637,0.17673
2009,Hesse,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.12394,33,216,0.07990,0.16799
2009,Hesse,Second Stage of Tertiary Education,"Yes, less frequently",0.24942,79,216,0.19158,0.30725
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"No, never",0.18440,120,291,0.13976,0.22903
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Yes, every week",0.11522,47,291,0.07847,0.15196
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Yes, every 2 weeks",0.07419,33,291,0.04402,0.10435
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Yes, every 3-4 weeks",0.05632,32,291,0.02978,0.08285
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,"Yes, less frequently",0.13474,59,291,0.09544,0.17404
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,"No, never",0.24355,37,79,0.14829,0.33881
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,"Yes, less frequently",0.22914,42,79,0.13587,0.32241
2009,Baden-Wuerttemberg,Lower Secondary Level,"No, never",0.22110,64,64,0.11863,0.32358
2009,Baden-Wuerttemberg,Upper Secondary Level,"No, never",0.25115,247,610,0.21671,0.28560
2009,Baden-Wuerttemberg,Upper Secondary Level,"Yes, every week",0.07335,87,610,0.05264,0.09405
2009,Baden-Wuerttemberg,Upper Secondary Level,"Yes, every 2 weeks",0.07834,80,610,0.05700,0.09968
2009,Baden-Wuerttemberg,Upper Secondary Level,"Yes, every 3-4 weeks",0.05474,52,610,0.03667,0.07280
2009,Baden-Wuerttemberg,Upper Secondary Level,"Yes, less frequently",0.14047,144,610,0.11288,0.16807
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,"No, never",0.28347,41,41,0.14380,0.42314
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,"No, never",0.22825,95,267,0.17781,0.27869
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,"Yes, every week",0.09949,46,267,0.06352,0.13547
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.06846,33,267,0.03811,0.09881
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,"Yes, less frequently",0.20582,93,267,0.15723,0.25440
2009,Bavaria,Lower Secondary Level,"No, never",0.19014,53,53,0.08348,0.29679
2009,Bavaria,Upper Secondary Level,"No, never",0.24356,321,810,0.21399,0.27314
2009,Bavaria,Upper Secondary Level,"Yes, every week",0.09221,112,810,0.07227,0.11215
2009,Bavaria,Upper Secondary Level,"Yes, every 2 weeks",0.08135,125,810,0.06251,0.10019
2009,Bavaria,Upper Secondary Level,"Yes, every 3-4 weeks",0.04533,63,810,0.03099,0.05966
2009,Bavaria,Upper Secondary Level,"Yes, less frequently",0.12698,189,810,0.10403,0.14992
2009,Bavaria,Post-secondary Non-tertiary Level,"No, never",0.34753,44,44,0.20520,0.48986
2009,Bavaria,First Stage of Tertiary Education,"No, never",0.21525,41,76,0.12223,0.30826
2009,Bavaria,First Stage of Tertiary Education,"Yes, less frequently",0.15795,35,76,0.07542,0.24049
2009,Bavaria,Second Stage of Tertiary Education,"No, never",0.20546,111,349,0.16301,0.24791
2009,Bavaria,Second Stage of Tertiary Education,"Yes, every week",0.12079,82,349,0.08655,0.15503
2009,Bavaria,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.04798,32,349,0.02552,0.07043
2009,Bavaria,Second Stage of Tertiary Education,"Yes, less frequently",0.29469,124,349,0.24679,0.34259
