year,pgisced97,sex,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,First Stage of Tertiary Education,male,"Yes, every week",0.17656,111,575,0.14537,0.20775
2007,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.16769,83,575,0.13713,0.19825
2007,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.08048,61,575,0.05822,0.10273
2007,First Stage of Tertiary Education,male,"Yes, less frequently",0.36374,189,575,0.32438,0.40309
2007,First Stage of Tertiary Education,female,"No, never",0.39973,175,401,0.35173,0.44774
2007,First Stage of Tertiary Education,female,"Yes, every week",0.12436,43,401,0.09202,0.15670
2007,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.22438,77,401,0.18349,0.26526
2007,First Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.08119,36,401,0.05442,0.10796
2007,First Stage of Tertiary Education,female,"Yes, less frequently",0.17034,70,401,0.13350,0.20718
2007,Second Stage of Tertiary Education,male,"No, never",0.25825,441,1668,0.23724,0.27926
2007,Second Stage of Tertiary Education,male,"Yes, every week",0.16292,285,1668,0.14519,0.18065
2007,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.13753,192,1668,0.12100,0.15406
2007,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.11042,179,1668,0.09538,0.12547
2007,Second Stage of Tertiary Education,male,"Yes, less frequently",0.33087,571,1668,0.30829,0.35346
2007,Second Stage of Tertiary Education,female,"No, never",0.38997,548,1357,0.36401,0.41594
2007,Second Stage of Tertiary Education,female,"Yes, every week",0.13058,181,1357,0.11265,0.14851
2007,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.10012,130,1357,0.08415,0.11610
2007,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.08889,120,1357,0.07374,0.10404
2007,Second Stage of Tertiary Education,female,"Yes, less frequently",0.29043,378,1357,0.26627,0.31460
2009,No answer / don't know,male,"No, never",0.58917,47,47,0.44699,0.73134
2009,Lower Secondary Level,male,"No, never",0.38513,134,277,0.32772,0.44254
2009,Lower Secondary Level,male,"Yes, every week",0.16364,43,277,0.11999,0.20729
2009,Lower Secondary Level,male,"Yes, every 2 weeks",0.11646,33,277,0.07862,0.15431
2009,Lower Secondary Level,male,"Yes, less frequently",0.22678,67,277,0.17737,0.27618
2009,Lower Secondary Level,female,"No, never",0.44335,163,329,0.38958,0.49711
2009,Lower Secondary Level,female,"Yes, every week",0.20645,60,329,0.16265,0.25026
2009,Lower Secondary Level,female,"Yes, every 2 weeks",0.19649,60,329,0.15348,0.23949
2009,Lower Secondary Level,female,"Yes, less frequently",0.10135,46,329,0.06869,0.13401
2009,Upper Secondary Level,male,"No, never",0.30296,770,2551,0.28513,0.32080
2009,Upper Secondary Level,male,"Yes, every week",0.14872,369,2551,0.13491,0.16253
2009,Upper Secondary Level,male,"Yes, every 2 weeks",0.15621,373,2551,0.14212,0.17030
2009,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.11173,278,2551,0.09950,0.12396
2009,Upper Secondary Level,male,"Yes, less frequently",0.28037,761,2551,0.26294,0.29781
2009,Upper Secondary Level,female,"No, never",0.43567,1064,2441,0.41599,0.45534
2009,Upper Secondary Level,female,"Yes, every week",0.14301,343,2441,0.12912,0.15690
2009,Upper Secondary Level,female,"Yes, every 2 weeks",0.18516,453,2441,0.16975,0.20058
2009,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.06848,168,2441,0.05846,0.07851
2009,Upper Secondary Level,female,"Yes, less frequently",0.16768,413,2441,0.15285,0.18250
2009,Post-secondary Non-tertiary Level,male,"No, never",0.33181,96,267,0.27522,0.38840
2009,Post-secondary Non-tertiary Level,male,"Yes, every week",0.12704,38,267,0.08702,0.16706
2009,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.15119,41,267,0.10814,0.19424
2009,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.29801,92,267,0.24304,0.35297
2009,Post-secondary Non-tertiary Level,female,"No, never",0.48363,195,377,0.43311,0.53414
2009,Post-secondary Non-tertiary Level,female,"Yes, every week",0.10246,41,377,0.07181,0.13312
2009,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.12967,51,377,0.09571,0.16363
2009,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.21486,90,377,0.17335,0.25638
2009,First Stage of Tertiary Education,male,"No, never",0.23884,119,498,0.20135,0.27633
2009,First Stage of Tertiary Education,male,"Yes, every week",0.19162,98,498,0.15702,0.22622
2009,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.12208,65,498,0.09330,0.15086
2009,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.07215,47,498,0.04940,0.09489
2009,First Stage of Tertiary Education,male,"Yes, less frequently",0.37531,169,498,0.33274,0.41788
2009,First Stage of Tertiary Education,female,"No, never",0.40290,145,322,0.34925,0.45656
2009,First Stage of Tertiary Education,female,"Yes, every week",0.15472,44,322,0.11516,0.19428
2009,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.19333,67,322,0.15013,0.23654
2009,First Stage of Tertiary Education,female,"Yes, less frequently",0.17816,66,322,0.13630,0.22002
2009,Second Stage of Tertiary Education,male,"No, never",0.26019,382,1452,0.23761,0.28276
2009,Second Stage of Tertiary Education,male,"Yes, every week",0.17649,272,1452,0.15688,0.19611
2009,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.10465,146,1452,0.08890,0.12040
2009,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.10284,155,1452,0.08721,0.11847
2009,Second Stage of Tertiary Education,male,"Yes, less frequently",0.35582,497,1452,0.33119,0.38045
2009,Second Stage of Tertiary Education,female,"No, never",0.40374,504,1286,0.37691,0.43056
2009,Second Stage of Tertiary Education,female,"Yes, every week",0.14903,205,1286,0.12956,0.16850
2009,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.10442,127,1286,0.08769,0.12114
2009,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.08064,111,1286,0.06575,0.09553
2009,Second Stage of Tertiary Education,female,"Yes, less frequently",0.26217,339,1286,0.23813,0.28622
2011,No answer / don't know,male,"No, never",0.35354,72,203,0.28762,0.41947
2011,No answer / don't know,male,"Yes, every week",0.15024,32,203,0.10096,0.19951
2011,No answer / don't know,male,"Yes, every 2 weeks",0.26947,45,203,0.20829,0.33066
2011,No answer / don't know,male,"Yes, less frequently",0.17106,54,203,0.11913,0.22299
2011,No answer / don't know,female,"No, never",0.44569,50,50,0.30652,0.58486
2011,Lower Secondary Level,male,"No, never",0.39973,204,534,0.35814,0.44132
2011,Lower Secondary Level,male,"Yes, every week",0.16541,84,534,0.13387,0.19696
2011,Lower Secondary Level,male,"Yes, every 2 weeks",0.14806,79,534,0.11791,0.17821
2011,Lower Secondary Level,male,"Yes, every 3-4 weeks",0.07207,53,534,0.05011,0.09402
2011,Lower Secondary Level,male,"Yes, less frequently",0.21473,114,534,0.17987,0.24959
2011,Lower Secondary Level,female,"No, never",0.40720,278,644,0.36923,0.44518
2011,Lower Secondary Level,female,"Yes, every week",0.15868,114,644,0.13044,0.18692
2011,Lower Secondary Level,female,"Yes, every 2 weeks",0.23496,132,644,0.20219,0.26773
2011,Lower Secondary Level,female,"Yes, every 3-4 weeks",0.08827,51,644,0.06635,0.11020
2011,Lower Secondary Level,female,"Yes, less frequently",0.11088,69,644,0.08661,0.13515
2011,Upper Secondary Level,male,"No, never",0.31072,1182,3911,0.29622,0.32523
2011,Upper Secondary Level,male,"Yes, every week",0.13960,551,3911,0.12873,0.15046
2011,Upper Secondary Level,male,"Yes, every 2 weeks",0.16387,637,3911,0.15227,0.17547
2011,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.11662,452,3911,0.10656,0.12668
2011,Upper Secondary Level,male,"Yes, less frequently",0.26919,1089,3911,0.25529,0.28309
2011,Upper Secondary Level,female,"No, never",0.46085,1837,4065,0.44553,0.47618
2011,Upper Secondary Level,female,"Yes, every week",0.14512,564,4065,0.13430,0.15595
2011,Upper Secondary Level,female,"Yes, every 2 weeks",0.18774,809,4065,0.17573,0.19975
2011,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.07321,298,4065,0.06521,0.08122
2011,Upper Secondary Level,female,"Yes, less frequently",0.13307,557,4065,0.12262,0.14351
2011,Post-secondary Non-tertiary Level,male,"No, never",0.32409,174,517,0.28370,0.36447
2011,Post-secondary Non-tertiary Level,male,"Yes, every week",0.12341,70,517,0.09503,0.15179
2011,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.11815,60,517,0.09030,0.14600
2011,Post-secondary Non-tertiary Level,male,"Yes, every 3-4 weeks",0.09718,52,517,0.07162,0.12274
2011,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.33718,161,517,0.29639,0.37797
2011,Post-secondary Non-tertiary Level,female,"No, never",0.49755,464,899,0.46485,0.53025
2011,Post-secondary Non-tertiary Level,female,"Yes, every week",0.11757,79,899,0.09651,0.13864
2011,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.14725,142,899,0.12407,0.17043
2011,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.06900,71,899,0.05242,0.08557
2011,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.16863,143,899,0.14414,0.19312
2011,First Stage of Tertiary Education,male,"No, never",0.26950,228,794,0.23862,0.30038
2011,First Stage of Tertiary Education,male,"Yes, every week",0.14700,132,794,0.12236,0.17165
2011,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.13950,117,794,0.11539,0.16362
2011,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.09541,74,794,0.07496,0.11586
2011,First Stage of Tertiary Education,male,"Yes, less frequently",0.34859,243,794,0.31542,0.38175
2011,First Stage of Tertiary Education,female,"No, never",0.39166,185,453,0.34666,0.43666
2011,First Stage of Tertiary Education,female,"Yes, every week",0.15331,44,453,0.12010,0.18653
2011,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.15610,75,453,0.12264,0.18956
2011,First Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.08256,43,453,0.05719,0.10794
2011,First Stage of Tertiary Education,female,"Yes, less frequently",0.21636,106,453,0.17840,0.25432
2011,Second Stage of Tertiary Education,male,"No, never",0.29992,694,2295,0.28116,0.31867
2011,Second Stage of Tertiary Education,male,"Yes, every week",0.16329,374,2295,0.14816,0.17841
2011,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.10314,248,2295,0.09069,0.11559
2011,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.10002,231,2295,0.08774,0.11229
2011,Second Stage of Tertiary Education,male,"Yes, less frequently",0.33364,748,2295,0.31435,0.35294
2011,Second Stage of Tertiary Education,female,"No, never",0.41147,869,2088,0.39036,0.43259
2011,Second Stage of Tertiary Education,female,"Yes, every week",0.15144,317,2088,0.13606,0.16682
2011,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.10193,224,2088,0.08895,0.11491
2011,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.08195,184,2088,0.07018,0.09371
2011,Second Stage of Tertiary Education,female,"Yes, less frequently",0.25322,494,2088,0.23456,0.27187
2013,No answer / don't know,male,"No, never",0.40748,73,73,0.29398,0.52098
2013,No answer / don't know,female,"No, never",0.49001,49,49,0.34859,0.63143
2013,Lower Secondary Level,male,"No, never",0.46222,216,515,0.41912,0.50533
2013,Lower Secondary Level,male,"Yes, every week",0.18280,80,515,0.14939,0.21622
2013,Lower Secondary Level,male,"Yes, every 2 weeks",0.09034,70,515,0.06556,0.11513
2013,Lower Secondary Level,male,"Yes, every 3-4 weeks",0.06949,42,515,0.04750,0.09147
2013,Lower Secondary Level,male,"Yes, less frequently",0.19514,107,515,0.16088,0.22941
2013,Lower Secondary Level,female,"No, never",0.38692,260,597,0.34782,0.42602
2013,Lower Secondary Level,female,"Yes, every week",0.17638,102,597,0.14578,0.20698
2013,Lower Secondary Level,female,"Yes, every 2 weeks",0.22749,122,597,0.19383,0.26114
2013,Lower Secondary Level,female,"Yes, every 3-4 weeks",0.07838,43,597,0.05680,0.09995
2013,Lower Secondary Level,female,"Yes, less frequently",0.13084,70,597,0.10377,0.15791
2013,Upper Secondary Level,male,"No, never",0.30786,1035,3471,0.29250,0.32322
2013,Upper Secondary Level,male,"Yes, every week",0.11783,447,3471,0.10710,0.12856
2013,Upper Secondary Level,male,"Yes, every 2 weeks",0.17460,570,3471,0.16197,0.18723
2013,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.10366,373,3471,0.09352,0.11380
2013,Upper Secondary Level,male,"Yes, less frequently",0.29605,1046,3471,0.28086,0.31124
2013,Upper Secondary Level,female,"No, never",0.44656,1752,3885,0.43092,0.46219
2013,Upper Secondary Level,female,"Yes, every week",0.13916,512,3885,0.12827,0.15004
2013,Upper Secondary Level,female,"Yes, every 2 weeks",0.19962,791,3885,0.18705,0.21219
2013,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.07275,276,3885,0.06458,0.08092
2013,Upper Secondary Level,female,"Yes, less frequently",0.14191,554,3885,0.13094,0.15289
2013,Post-secondary Non-tertiary Level,male,"No, never",0.27246,171,486,0.23283,0.31208
2013,Post-secondary Non-tertiary Level,male,"Yes, every week",0.12836,58,486,0.09859,0.15813
2013,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.19909,75,486,0.16356,0.23463
2013,Post-secondary Non-tertiary Level,male,"Yes, every 3-4 weeks",0.09532,48,486,0.06919,0.12146
2013,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.30477,134,486,0.26380,0.34574
2013,Post-secondary Non-tertiary Level,female,"No, never",0.50517,440,852,0.47158,0.53876
2013,Post-secondary Non-tertiary Level,female,"Yes, every week",0.08472,69,852,0.06601,0.10343
2013,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.13438,127,852,0.11147,0.15730
2013,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.08435,56,852,0.06568,0.10302
2013,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.19138,160,852,0.16495,0.21781
2013,First Stage of Tertiary Education,male,"No, never",0.25794,212,714,0.22583,0.29006
2013,First Stage of Tertiary Education,male,"Yes, every week",0.12565,105,714,0.10132,0.14997
2013,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.10262,84,714,0.08034,0.12489
2013,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.10495,72,714,0.08245,0.12744
2013,First Stage of Tertiary Education,male,"Yes, less frequently",0.40885,241,714,0.37276,0.44494
2013,First Stage of Tertiary Education,female,"No, never",0.41723,189,423,0.37019,0.46428
2013,First Stage of Tertiary Education,female,"Yes, every week",0.11645,33,423,0.08585,0.14706
2013,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.14743,67,423,0.11360,0.18125
2013,First Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.07973,37,423,0.05388,0.10557
2013,First Stage of Tertiary Education,female,"Yes, less frequently",0.23915,97,423,0.19846,0.27985
2013,Second Stage of Tertiary Education,male,"No, never",0.32017,681,2087,0.30015,0.34019
2013,Second Stage of Tertiary Education,male,"Yes, every week",0.14826,313,2087,0.13301,0.16351
2013,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.09600,221,2087,0.08336,0.10864
2013,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.10474,202,2087,0.09160,0.11789
2013,Second Stage of Tertiary Education,male,"Yes, less frequently",0.33083,670,2087,0.31063,0.35102
2013,Second Stage of Tertiary Education,female,"No, never",0.38403,854,2033,0.36288,0.40518
2013,Second Stage of Tertiary Education,female,"Yes, every week",0.13093,275,2033,0.11626,0.14559
2013,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.11296,208,2033,0.09920,0.12673
2013,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.09070,174,2033,0.07822,0.10319
2013,Second Stage of Tertiary Education,female,"Yes, less frequently",0.28138,522,2033,0.26182,0.30093
2015,No answer / don't know,male,"No, never",0.52804,92,127,0.44087,0.61520
2015,No answer / don't know,male,"Yes, less frequently",0.16192,35,127,0.09760,0.22625
2015,No answer / don't know,female,"No, never",0.39873,68,100,0.30228,0.49519
2015,No answer / don't know,female,"Yes, every week",0.16436,32,100,0.09135,0.23736
2015,Primary Level,male,"No, never",0.48175,33,33,0.30862,0.65487
2015,Primary Level,female,"No, never",0.40732,33,33,0.23708,0.57756
2015,Lower Secondary Level,male,"No, never",0.43154,260,638,0.39308,0.47001
2015,Lower Secondary Level,male,"Yes, every week",0.19197,109,638,0.16138,0.22255
2015,Lower Secondary Level,male,"Yes, every 2 weeks",0.16392,107,638,0.13517,0.19267
2015,Lower Secondary Level,male,"Yes, every 3-4 weeks",0.05349,47,638,0.03601,0.07096
2015,Lower Secondary Level,male,"Yes, less frequently",0.15909,115,638,0.13068,0.18749
2015,Lower Secondary Level,female,"No, never",0.39696,267,600,0.35778,0.43614
2015,Lower Secondary Level,female,"Yes, every week",0.17199,109,600,0.14177,0.20222
2015,Lower Secondary Level,female,"Yes, every 2 weeks",0.22375,124,600,0.19037,0.25712
2015,Lower Secondary Level,female,"Yes, every 3-4 weeks",0.09057,43,600,0.06759,0.11356
2015,Lower Secondary Level,female,"Yes, less frequently",0.11672,57,600,0.09101,0.14244
2015,Upper Secondary Level,male,"No, never",0.32856,1062,3302,0.31254,0.34458
2015,Upper Secondary Level,male,"Yes, every week",0.12171,454,3302,0.11055,0.13286
2015,Upper Secondary Level,male,"Yes, every 2 weeks",0.15925,515,3302,0.14677,0.17173
2015,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.09931,330,3302,0.08911,0.10951
2015,Upper Secondary Level,male,"Yes, less frequently",0.29117,941,3302,0.27567,0.30667
2015,Upper Secondary Level,female,"No, never",0.45620,1626,3598,0.43992,0.47248
2015,Upper Secondary Level,female,"Yes, every week",0.13608,485,3598,0.12487,0.14728
2015,Upper Secondary Level,female,"Yes, every 2 weeks",0.19681,715,3598,0.18381,0.20980
2015,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.06148,246,3598,0.05363,0.06933
2015,Upper Secondary Level,female,"Yes, less frequently",0.14944,526,3598,0.13779,0.16109
2015,Post-secondary Non-tertiary Level,male,"No, never",0.29929,197,571,0.26169,0.33688
2015,Post-secondary Non-tertiary Level,male,"Yes, every week",0.11295,64,571,0.08696,0.13893
2015,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.17301,80,571,0.14196,0.20406
2015,Post-secondary Non-tertiary Level,male,"Yes, every 3-4 weeks",0.12011,63,571,0.09342,0.14680
2015,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.29465,167,571,0.25722,0.33207
2015,Post-secondary Non-tertiary Level,female,"No, never",0.47933,454,912,0.44689,0.51177
2015,Post-secondary Non-tertiary Level,female,"Yes, every week",0.07635,76,912,0.05911,0.09360
2015,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.15096,144,912,0.12771,0.17421
2015,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.07353,72,912,0.05658,0.09047
2015,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.21984,166,912,0.19294,0.24673
2015,First Stage of Tertiary Education,male,"No, never",0.25600,183,646,0.22232,0.28968
2015,First Stage of Tertiary Education,male,"Yes, every week",0.14376,93,646,0.11669,0.17084
2015,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.08660,65,646,0.06490,0.10831
2015,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.11681,66,646,0.09202,0.14159
2015,First Stage of Tertiary Education,male,"Yes, less frequently",0.39683,239,646,0.35907,0.43459
2015,First Stage of Tertiary Education,female,"No, never",0.42249,177,356,0.37111,0.47388
2015,First Stage of Tertiary Education,female,"Yes, every week",0.11039,32,356,0.07779,0.14299
