,Unnamed: 0,year,age_gr,sampreg,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
94,94,2009,46-65 y.,East,"Yes, less frequently",0.27593,298,10138,0.24461,0.31257
95,95,2009,66 and older,West,"No, never",0.44212,69,10138,0.34339,0.56004
96,96,2009,66 and older,West,"Yes, every week",0.25805,51,10138,0.19363,0.32983
97,97,2009,66 and older,West,"Yes, less frequently",0.29983,52,10138,0.23249,0.39415
98,98,2011,17-29 y.,West,"No, never",0.3977,703,16678,0.36697,0.43248
99,99,2011,17-29 y.,West,"Yes, every week",0.15057,279,16678,0.13152,0.17128
100,100,2011,17-29 y.,West,"Yes, every 2 weeks",0.17243,309,16678,0.15143,0.19455
101,101,2011,17-29 y.,West,"Yes, every 3-4 weeks",0.07631,142,16678,0.06298,0.09005
102,102,2011,17-29 y.,West,"Yes, less frequently",0.20299,322,16678,0.17923,0.22727
103,103,2011,17-29 y.,East,"No, never",0.36815,188,16678,0.30845,0.43169
104,104,2011,17-29 y.,East,"Yes, every week",0.13094,59,16678,0.10487,0.15933
105,105,2011,17-29 y.,East,"Yes, every 2 weeks",0.248,122,16678,0.19084,0.29909
106,106,2011,17-29 y.,East,"Yes, every 3-4 weeks",0.08333,47,16678,0.06186,0.1092
107,107,2011,17-29 y.,East,"Yes, less frequently",0.16959,96,16678,0.13493,0.21914
108,108,2011,30-45 y.,West,"No, never",0.37349,2348,16678,0.35047,0.39626
109,109,2011,30-45 y.,West,"Yes, every week",0.13853,840,16678,0.12534,0.15054
110,110,2011,30-45 y.,West,"Yes, every 2 weeks",0.14033,913,16678,0.12986,0.15129
111,111,2011,30-45 y.,West,"Yes, every 3-4 weeks",0.09946,604,16678,0.08624,0.10945
112,112,2011,30-45 y.,West,"Yes, less frequently",0.24819,1432,16678,0.23061,0.26458
113,113,2011,30-45 y.,East,"No, never",0.28471,505,16678,0.24795,0.32647
114,114,2011,30-45 y.,East,"Yes, every week",0.10775,182,16678,0.08982,0.13098
115,115,2011,30-45 y.,East,"Yes, every 2 weeks",0.19546,314,16678,0.1706,0.22293
116,116,2011,30-45 y.,East,"Yes, every 3-4 weeks",0.11611,167,16678,0.09345,0.14259
117,117,2011,30-45 y.,East,"Yes, less frequently",0.29597,406,16678,0.25461,0.33733
118,118,2011,46-65 y.,West,"No, never",0.38609,1999,16678,0.36878,0.40448
119,119,2011,46-65 y.,West,"Yes, every week",0.15713,787,16678,0.1466,0.1695
120,120,2011,46-65 y.,West,"Yes, every 2 weeks",0.1459,710,16678,0.13596,0.16022
121,121,2011,46-65 y.,West,"Yes, every 3-4 weeks",0.08459,422,16678,0.0772,0.09292
122,122,2011,46-65 y.,West,"Yes, less frequently",0.2263,1176,16678,0.21254,0.2424
123,123,2011,46-65 y.,East,"No, never",0.3414,492,16678,0.31173,0.37383
124,124,2011,46-65 y.,East,"Yes, every week",0.15754,232,16678,0.13912,0.18168
125,125,2011,46-65 y.,East,"Yes, every 2 weeks",0.16433,230,16678,0.14389,0.17946
126,126,2011,46-65 y.,East,"Yes, every 3-4 weeks",0.10673,149,16678,0.09093,0.12429
127,127,2011,46-65 y.,East,"Yes, less frequently",0.22999,338,16678,0.20632,0.24924
128,128,2011,66 and older,West,"No, never",0.46382,71,16678,0.37167,0.56029
129,129,2011,66 and older,West,"Yes, every week",0.31353,50,16678,0.25334,0.36412
130,130,2011,66 and older,West,"Yes, less frequently",0.22265,44,16678,0.16041,0.30279
131,131,2013,17-29 y.,West,"No, never",0.44983,746,15452,0.41264,0.48224
132,132,2013,17-29 y.,West,"Yes, every week",0.14114,263,15452,0.12279,0.15919
133,133,2013,17-29 y.,West,"Yes, every 2 weeks",0.15024,263,15452,0.12923,0.17041
134,134,2013,17-29 y.,West,"Yes, every 3-4 weeks",0.08739,126,15452,0.06797,0.10307
135,135,2013,17-29 y.,West,"Yes, less frequently",0.17139,255,15452,0.15177,0.19657
136,136,2013,17-29 y.,East,"No, never",0.32847,149,15452,0.26894,0.39656
137,137,2013,17-29 y.,East,"Yes, every week",0.11462,51,15452,0.08236,0.15449
138,138,2013,17-29 y.,East,"Yes, every 2 weeks",0.23121,77,15452,0.17471,0.29809
139,139,2013,17-29 y.,East,"Yes, every 3-4 weeks",0.13833,57,15452,0.10653,0.16394
140,140,2013,17-29 y.,East,"Yes, less frequently",0.18737,85,15452,0.14518,0.24226
141,141,2013,30-45 y.,West,"No, never",0.34509,1941,15452,0.3243,0.36717
142,142,2013,30-45 y.,West,"Yes, every week",0.13757,667,15452,0.12319,0.15165
143,143,2013,30-45 y.,West,"Yes, every 2 weeks",0.14821,802,15452,0.13297,0.16483
144,144,2013,30-45 y.,West,"Yes, every 3-4 weeks",0.0886,468,15452,0.07755,0.10165
145,145,2013,30-45 y.,West,"Yes, less frequently",0.28052,1215,15452,0.2601,0.30241
146,146,2013,30-45 y.,East,"No, never",0.3111,489,15452,0.27654,0.35759
147,147,2013,30-45 y.,East,"Yes, every week",0.10987,150,15452,0.09098,0.13473
148,148,2013,30-45 y.,East,"Yes, every 2 weeks",0.2392,294,15452,0.19939,0.27138
149,149,2013,30-45 y.,East,"Yes, every 3-4 weeks",0.0889,123,15452,0.06948,0.11028
150,150,2013,30-45 y.,East,"Yes, less frequently",0.25094,335,15452,0.21017,0.29547
151,151,2013,46-65 y.,West,"No, never",0.37394,2059,15452,0.3544,0.39287
152,152,2013,46-65 y.,West,"Yes, every week",0.13449,701,15452,0.12476,0.14709
153,153,2013,46-65 y.,West,"Yes, every 2 weeks",0.14713,740,15452,0.13762,0.15686
154,154,2013,46-65 y.,West,"Yes, every 3-4 weeks",0.09169,418,15452,0.08227,0.10074
155,155,2013,46-65 y.,West,"Yes, less frequently",0.25275,1304,15452,0.23717,0.27037
156,156,2013,46-65 y.,East,"No, never",0.33437,501,15452,0.30506,0.36931
157,157,2013,46-65 y.,East,"Yes, every week",0.13981,205,15452,0.1213,0.16134
158,158,2013,46-65 y.,East,"Yes, every 2 weeks",0.1552,211,15452,0.13624,0.17605
159,159,2013,46-65 y.,East,"Yes, every 3-4 weeks",0.09486,152,15452,0.0819,0.11236
160,160,2013,46-65 y.,East,"Yes, less frequently",0.27576,392,15452,0.24461,0.30412
161,161,2013,66 and older,West,"No, never",0.51488,95,15452,0.45127,0.5834
162,162,2013,66 and older,West,"Yes, every week",0.22218,51,15452,0.16597,0.27616
163,163,2013,66 and older,West,"Yes, less frequently",0.26294,67,15452,0.21952,0.30522
164,164,2015,17-29 y.,West,"No, never",0.41984,825,15183,0.38605,0.45787
165,165,2015,17-29 y.,West,"Yes, every week",0.14824,323,15183,0.13223,0.1706
166,166,2015,17-29 y.,West,"Yes, every 2 weeks",0.18904,336,15183,0.16489,0.21158
167,167,2015,17-29 y.,West,"Yes, every 3-4 weeks",0.0764,147,15183,0.0628,0.09029
168,168,2015,17-29 y.,West,"Yes, less frequently",0.16648,313,15183,0.14423,0.18923
169,169,2015,17-29 y.,East,"No, never",0.40613,159,15183,0.33344,0.48354
170,170,2015,17-29 y.,East,"Yes, every week",0.11724,48,15183,0.07944,0.15453
171,171,2015,17-29 y.,East,"Yes, every 2 weeks",0.22797,77,15183,0.16812,0.31201
172,172,2015,17-29 y.,East,"Yes, less frequently",0.24866,79,15183,0.18202,0.33743
173,173,2015,30-45 y.,West,"No, never",0.37182,1906,15183,0.34632,0.39474
174,174,2015,30-45 y.,West,"Yes, every week",0.13741,612,15183,0.12312,0.15375
175,175,2015,30-45 y.,West,"Yes, every 2 weeks",0.13769,693,15183,0.12361,0.15312
176,176,2015,30-45 y.,West,"Yes, every 3-4 weeks",0.10486,455,15183,0.09004,0.11936
177,177,2015,30-45 y.,West,"Yes, less frequently",0.24821,1057,15183,0.22649,0.2707
178,178,2015,30-45 y.,East,"No, never",0.3238,407,15183,0.28048,0.37063
179,179,2015,30-45 y.,East,"Yes, every week",0.11326,134,15183,0.08848,0.13912
180,180,2015,30-45 y.,East,"Yes, every 2 weeks",0.2148,234,15183,0.18785,0.2514
181,181,2015,30-45 y.,East,"Yes, every 3-4 weeks",0.10722,112,15183,0.07542,0.14144
182,182,2015,30-45 y.,East,"Yes, less frequently",0.24092,281,15183,0.20488,0.28354
183,183,2015,46-65 y.,West,"No, never",0.38008,2105,15183,0.36367,0.39894
184,184,2015,46-65 y.,West,"Yes, every week",0.13663,731,15183,0.12457,0.14841
185,185,2015,46-65 y.,West,"Yes, every 2 weeks",0.15665,773,15183,0.14396,0.16819
186,186,2015,46-65 y.,West,"Yes, every 3-4 weeks",0.07655,418,15183,0.06823,0.08542
187,187,2015,46-65 y.,West,"Yes, less frequently",0.25009,1348,15183,0.2376,0.26553
188,188,2015,46-65 y.,East,"No, never",0.35157,502,15183,0.31471,0.38619
189,189,2015,46-65 y.,East,"Yes, every week",0.11558,162,15183,0.0965,0.132
190,190,2015,46-65 y.,East,"Yes, every 2 weeks",0.17783,222,15183,0.15378,0.20554
191,191,2015,46-65 y.,East,"Yes, every 3-4 weeks",0.0892,122,15183,0.07436,0.10365
192,192,2015,46-65 y.,East,"Yes, less frequently",0.26582,355,15183,0.23257,0.2962
193,193,2015,66 and older,West,"No, never",0.59033,125,15183,0.50996,0.65719
194,194,2015,66 and older,West,"Yes, every week",0.18036,53,15183,0.13082,0.22715
195,195,2015,66 and older,West,"Yes, less frequently",0.22931,69,15183,0.18686,0.27571
196,196,2017,17-29 y.,West,"No, never",0.46962,999,16691,0.43437,0.50081
197,197,2017,17-29 y.,West,"Yes, every week",0.16336,379,16691,0.14388,0.1813
198,198,2017,17-29 y.,West,"Yes, every 2 weeks",0.15242,355,16691,0.13792,0.172
199,199,2017,17-29 y.,West,"Yes, every 3-4 weeks",0.07552,179,16691,0.06239,0.09056
200,200,2017,17-29 y.,West,"Yes, less frequently",0.13909,301,16691,0.12324,0.15994
201,201,2017,17-29 y.,East,"No, never",0.39164,189,16691,0.34078,0.44707
202,202,2017,17-29 y.,East,"Yes, every week",0.12483,60,16691,0.10006,0.15239
203,203,2017,17-29 y.,East,"Yes, every 2 weeks",0.19392,79,16691,0.13765,0.26953
204,204,2017,17-29 y.,East,"Yes, every 3-4 weeks",0.12331,61,16691,0.09563,0.14594
205,205,2017,17-29 y.,East,"Yes, less frequently",0.1663,61,16691,0.12183,0.21695
206,206,2017,30-45 y.,West,"No, never",0.40304,1995,16691,0.38135,0.42441
207,207,2017,30-45 y.,West,"Yes, every week",0.12234,583,16691,0.10761,0.13581
208,208,2017,30-45 y.,West,"Yes, every 2 weeks",0.15224,721,16691,0.13821,0.1679
209,209,2017,30-45 y.,West,"Yes, every 3-4 weeks",0.09293,439,16691,0.0809,0.10394
210,210,2017,30-45 y.,West,"Yes, less frequently",0.22945,957,16691,0.21192,0.25387
211,211,2017,30-45 y.,East,"No, never",0.40301,469,16691,0.34393,0.45605
212,212,2017,30-45 y.,East,"Yes, every week",0.11569,133,16691,0.08311,0.14373
213,213,2017,30-45 y.,East,"Yes, every 2 weeks",0.16996,224,16691,0.14463,0.2043
214,214,2017,30-45 y.,East,"Yes, every 3-4 weeks",0.09268,125,16691,0.07311,0.11878
215,215,2017,30-45 y.,East,"Yes, less frequently",0.21865,239,16691,0.19298,0.2458
216,216,2017,46-65 y.,West,"No, never",0.41104,2623,16691,0.39493,0.42842
217,217,2017,46-65 y.,West,"Yes, every week",0.12892,833,16691,0.11955,0.13856
218,218,2017,46-65 y.,West,"Yes, every 2 weeks",0.14224,841,16691,0.133,0.15238
219,219,2017,46-65 y.,West,"Yes, every 3-4 weeks",0.09489,617,16691,0.08449,0.10447
220,220,2017,46-65 y.,West,"Yes, less frequently",0.22291,1281,16691,0.20982,0.23842
221,221,2017,46-65 y.,East,"No, never",0.41012,667,16691,0.37943,0.4392
222,222,2017,46-65 y.,East,"Yes, every week",0.13056,197,16691,0.11289,0.15537
223,223,2017,46-65 y.,East,"Yes, every 2 weeks",0.15672,250,16691,0.14263,0.17347
224,224,2017,46-65 y.,East,"Yes, every 3-4 weeks",0.0906,169,16691,0.08017,0.10395
225,225,2017,46-65 y.,East,"Yes, less frequently",0.212,330,16691,0.18751,0.23361
226,226,2017,66 and older,West,"No, never",0.56332,164,16691,0.49319,0.66094
227,227,2017,66 and older,West,"Yes, every week",0.18339,60,16691,0.13927,0.2313
228,228,2017,66 and older,West,"Yes, less frequently",0.25329,79,16691,0.205,0.30233
229,229,2017,66 and older,East,"No, never",1.0,32,16691,0.7053,1.32744
230,230,2019,17-29 y.,West,"No, never",0.46321,974,16770,0.42982,0.50007
231,231,2019,17-29 y.,West,"Yes, every week",0.14005,305,16770,0.11851,0.16358
232,232,2019,17-29 y.,West,"Yes, every 2 weeks",0.15743,324,16770,0.13927,0.17548
233,233,2019,17-29 y.,West,"Yes, every 3-4 weeks",0.08309,176,16770,0.06861,0.09978
234,234,2019,17-29 y.,West,"Yes, less frequently",0.15623,285,16770,0.13542,0.17522
235,235,2019,17-29 y.,East,"No, never",0.42375,163,16770,0.35064,0.51918
236,236,2019,17-29 y.,East,"Yes, every week",0.16082,56,16770,0.12007,0.21609
237,237,2019,17-29 y.,East,"Yes, every 2 weeks",0.16024,72,16770,0.12446,0.20721
238,238,2019,17-29 y.,East,"Yes, every 3-4 weeks",0.08869,42,16770,0.06924,0.11018
239,239,2019,17-29 y.,East,"Yes, less frequently",0.1665,65,16770,0.12396,0.21156
240,240,2019,30-45 y.,West,"No, never",0.42048,1678,16770,0.39686,0.44677
241,241,2019,30-45 y.,West,"Yes, every week",0.11562,559,16770,0.10211,0.13015
242,242,2019,30-45 y.,West,"Yes, every 2 weeks",0.14332,617,16770,0.12905,0.16166
243,243,2019,30-45 y.,West,"Yes, every 3-4 weeks",0.08176,349,16770,0.07081,0.0939
244,244,2019,30-45 y.,West,"Yes, less frequently",0.23882,897,16770,0.22234,0.25644
245,245,2019,30-45 y.,East,"No, never",0.37809,453,16770,0.33263,0.42152
246,246,2019,30-45 y.,East,"Yes, every week",0.11391,138,16770,0.08949,0.13901
247,247,2019,30-45 y.,East,"Yes, every 2 weeks",0.20468,193,16770,0.15826,0.25789
248,248,2019,30-45 y.,East,"Yes, every 3-4 weeks",0.08432,94,16770,0.06147,0.10764
249,249,2019,30-45 y.,East,"Yes, less frequently",0.21899,226,16770,0.17954,0.26334
250,250,2019,46-65 y.,West,"No, never",0.42264,2697,16770,0.40111,0.44187
251,251,2019,46-65 y.,West,"Yes, every week",0.13171,1029,16770,0.11955,0.14387
252,252,2019,46-65 y.,West,"Yes, every 2 weeks",0.1344,906,16770,0.12628,0.14792
253,253,2019,46-65 y.,West,"Yes, every 3-4 weeks",0.09185,637,16770,0.08248,0.10014
254,254,2019,46-65 y.,West,"Yes, less frequently",0.2194,1429,16770,0.20477,0.2366
255,255,2019,46-65 y.,East,"No, never",0.40368,707,16770,0.36672,0.44179
256,256,2019,46-65 y.,East,"Yes, every week",0.11656,221,16770,0.09516,0.13768
257,257,2019,46-65 y.,East,"Yes, every 2 weeks",0.158,308,16770,0.1359,0.18554
258,258,2019,46-65 y.,East,"Yes, every 3-4 weeks",0.0963,154,16770,0.07833,0.11831
259,259,2019,46-65 y.,East,"Yes, less frequently",0.22546,408,16770,0.20059,0.25511
260,260,2019,66 and older,West,"No, never",0.48474,219,16770,0.41501,0.55436
261,261,2019,66 and older,West,"Yes, every week",0.12319,97,16770,0.08953,0.15315
262,262,2019,66 and older,West,"Yes, every 2 weeks",0.0875,46,16770,0.05374,0.12014
263,263,2019,66 and older,West,"Yes, every 3-4 weeks",0.05325,37,16770,0.03745,0.06978
264,264,2019,66 and older,West,"Yes, less frequently",0.25131,125,16770,0.20004,0.30448
265,265,2019,66 and older,East,"No, never",0.71932,52,16770,0.53362,0.88471
266,266,2019,66 and older,East,"Yes, less frequently",0.28068,32,16770,0.1379,0.48332
267,267,2021,17-29 y.,West,"No, never",0.49269,699,10470,0.44892,0.55188
268,268,2021,17-29 y.,West,"Yes, every week",0.11868,210,10470,0.09298,0.14608
269,269,2021,17-29 y.,West,"Yes, every 2 weeks",0.16034,268,10470,0.13259,0.18382
270,270,2021,17-29 y.,West,"Yes, every 3-4 weeks",0.07112,120,10470,0.05383,0.08892
271,271,2021,17-29 y.,West,"Yes, less frequently",0.15717,230,10470,0.12753,0.18585
272,272,2021,17-29 y.,East,"No, never",0.47471,115,10470,0.34186,0.61299
273,273,2021,17-29 y.,East,"Yes, every week",0.15048,35,10470,0.09426,0.21255
274,274,2021,17-29 y.,East,"Yes, every 2 weeks",0.21268,50,10470,0.14862,0.29319
275,275,2021,17-29 y.,East,"Yes, less frequently",0.16213,31,10470,0.10872,0.2459
276,276,2021,30-45 y.,West,"No, never",0.43074,1286,10470,0.39294,0.47135
277,277,2021,30-45 y.,West,"Yes, every week",0.11133,353,10470,0.09231,0.12907
278,278,2021,30-45 y.,West,"Yes, every 2 weeks",0.13407,402,10470,0.11713,0.1543
279,279,2021,30-45 y.,West,"Yes, every 3-4 weeks",0.09497,250,10470,0.07918,0.11535
280,280,2021,30-45 y.,West,"Yes, less frequently",0.22888,578,10470,0.20616,0.25608
281,281,2021,30-45 y.,East,"No, never",0.46399,331,10470,0.39408,0.54487
282,282,2021,30-45 y.,East,"Yes, every week",0.12878,88,10470,0.09314,0.16786
283,283,2021,30-45 y.,East,"Yes, every 2 weeks",0.15189,106,10470,0.1184,0.19581
284,284,2021,30-45 y.,East,"Yes, every 3-4 weeks",0.078,61,10470,0.05872,0.09756
285,285,2021,30-45 y.,East,"Yes, less frequently",0.17733,148,10470,0.14607,0.21937
286,286,2021,46-65 y.,West,"No, never",0.45088,1629,10470,0.41892,0.48713
287,287,2021,46-65 y.,West,"Yes, every week",0.12624,580,10470,0.11305,0.14254
288,288,2021,46-65 y.,West,"Yes, every 2 weeks",0.13404,535,10470,0.11849,0.15285
289,289,2021,46-65 y.,West,"Yes, every 3-4 weeks",0.08731,317,10470,0.07598,0.09823
290,290,2021,46-65 y.,West,"Yes, less frequently",0.20154,840,10470,0.18257,0.22464
291,291,2021,46-65 y.,East,"No, never",0.44189,416,10470,0.3925,0.49088
292,292,2021,46-65 y.,East,"Yes, every week",0.09084,106,10470,0.07239,0.1158
293,293,2021,46-65 y.,East,"Yes, every 2 weeks",0.15294,144,10470,0.13078,0.17867
294,294,2021,46-65 y.,East,"Yes, every 3-4 weeks",0.08936,85,10470,0.06412,0.11905
295,295,2021,46-65 y.,East,"Yes, less frequently",0.22497,202,10470,0.18136,0.27515
296,296,2021,66 and older,West,"No, never",0.62403,112,10470,0.50216,0.79366
297,297,2021,66 and older,West,"Yes, every week",0.10571,42,10470,0.07119,0.14538
298,298,2021,66 and older,West,"Yes, less frequently",0.27026,68,10470,0.1967,0.32483
299,299,2021,66 and older,East,"No, never",1.0,33,10470,0.6607,1.47506
