,Unnamed: 0,year,migback,sampreg,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
46,46,2009,No migration background,East,"Yes, every week",0.14519,333,10116,0.12823,0.16592
47,47,2009,No migration background,East,"Yes, every 2 weeks",0.17999,396,10116,0.16421,0.19614
48,48,2009,No migration background,East,"Yes, every 3-4 weeks",0.108,259,10116,0.09408,0.12436
49,49,2009,No migration background,East,"Yes, less frequently",0.26853,643,10116,0.24729,0.29157
50,50,2009,Direct migration background,West,"No, never",0.42607,353,10116,0.3846,0.4619
51,51,2009,Direct migration background,West,"Yes, every week",0.1794,141,10116,0.1533,0.20577
52,52,2009,Direct migration background,West,"Yes, every 2 weeks",0.13975,126,10116,0.11886,0.16316
53,53,2009,Direct migration background,West,"Yes, every 3-4 weeks",0.07976,61,10116,0.06271,0.09936
54,54,2009,Direct migration background,West,"Yes, less frequently",0.17503,170,10116,0.14987,0.20443
55,55,2009,Indirect migration background,West,"No, never",0.44684,186,10116,0.38357,0.51909
56,56,2009,Indirect migration background,West,"Yes, every week",0.20025,76,10116,0.15871,0.23954
57,57,2009,Indirect migration background,West,"Yes, every 2 weeks",0.1631,67,10116,0.13122,0.1967
58,58,2009,Indirect migration background,West,"Yes, less frequently",0.18981,80,10116,0.13871,0.23533
59,59,2011,No migration background,West,"No, never",0.38226,4156,16629,0.37056,0.39498
60,60,2011,No migration background,West,"Yes, every week",0.14837,1568,16629,0.14141,0.15693
61,61,2011,No migration background,West,"Yes, every 2 weeks",0.1399,1530,16629,0.13125,0.14673
62,62,2011,No migration background,West,"Yes, every 3-4 weeks",0.08673,952,16629,0.08005,0.09349
63,63,2011,No migration background,West,"Yes, less frequently",0.24273,2488,16629,0.23141,0.25474
64,64,2011,No migration background,East,"No, never",0.32192,1155,16629,0.30084,0.34926
65,65,2011,No migration background,East,"Yes, every week",0.13489,465,16629,0.12262,0.14757
66,66,2011,No migration background,East,"Yes, every 2 weeks",0.19068,653,16629,0.17503,0.20694
67,67,2011,No migration background,East,"Yes, every 3-4 weeks",0.10806,351,16629,0.09628,0.12188
68,68,2011,No migration background,East,"Yes, less frequently",0.24445,821,16629,0.22271,0.26665
69,69,2011,Direct migration background,West,"No, never",0.39463,682,16629,0.36025,0.43402
70,70,2011,Direct migration background,West,"Yes, every week",0.14981,268,16629,0.12728,0.16884
71,71,2011,Direct migration background,West,"Yes, every 2 weeks",0.17471,301,16629,0.15092,0.19863
72,72,2011,Direct migration background,West,"Yes, every 3-4 weeks",0.09623,159,16629,0.08095,0.11752
73,73,2011,Direct migration background,West,"Yes, less frequently",0.18461,343,16629,0.16384,0.20933
74,74,2011,Indirect migration background,West,"No, never",0.37474,283,16629,0.3068,0.43206
75,75,2011,Indirect migration background,West,"Yes, every week",0.19299,120,16629,0.14961,0.23053
76,76,2011,Indirect migration background,West,"Yes, every 2 weeks",0.17286,118,16629,0.13483,0.20884
77,77,2011,Indirect migration background,West,"Yes, every 3-4 weeks",0.09043,73,16629,0.06118,0.12551
78,78,2011,Indirect migration background,West,"Yes, less frequently",0.16898,143,16629,0.13439,0.2157
79,79,2013,No migration background,West,"No, never",0.37712,3937,15408,0.36359,0.39205
80,80,2013,No migration background,West,"Yes, every week",0.13283,1314,15408,0.12403,0.14216
81,81,2013,No migration background,West,"Yes, every 2 weeks",0.14422,1424,15408,0.13339,0.15379
82,82,2013,No migration background,West,"Yes, every 3-4 weeks",0.08786,836,15408,0.08082,0.09588
83,83,2013,No migration background,West,"Yes, less frequently",0.25797,2410,15408,0.24612,0.27126
84,84,2013,No migration background,East,"No, never",0.32782,1120,15408,0.30868,0.348
85,85,2013,No migration background,East,"Yes, every week",0.12629,401,15408,0.11155,0.14144
86,86,2013,No migration background,East,"Yes, every 2 weeks",0.19529,559,15408,0.17429,0.21527
87,87,2013,No migration background,East,"Yes, every 3-4 weeks",0.09849,320,15408,0.08847,0.11056
88,88,2013,No migration background,East,"Yes, less frequently",0.2521,793,15408,0.22593,0.27546
89,89,2013,Direct migration background,West,"No, never",0.38358,615,15408,0.33413,0.432
90,90,2013,Direct migration background,West,"Yes, every week",0.16156,252,15408,0.13547,0.19319
91,91,2013,Direct migration background,West,"Yes, every 2 weeks",0.16195,286,15408,0.13517,0.18877
92,92,2013,Direct migration background,West,"Yes, every 3-4 weeks",0.09733,136,15408,0.0794,0.11634
93,93,2013,Direct migration background,West,"Yes, less frequently",0.19558,306,15408,0.16739,0.23226
94,94,2013,Indirect migration background,West,"No, never",0.40965,289,15408,0.35211,0.469
95,95,2013,Indirect migration background,West,"Yes, every week",0.19435,116,15408,0.14467,0.24307
96,96,2013,Indirect migration background,West,"Yes, every 2 weeks",0.14479,117,15408,0.1167,0.1848
97,97,2013,Indirect migration background,West,"Yes, every 3-4 weeks",0.07003,52,15408,0.04894,0.09173
98,98,2013,Indirect migration background,West,"Yes, less frequently",0.18118,125,15408,0.14142,0.22506
99,99,2015,No migration background,West,"No, never",0.38642,3447,15175,0.36939,0.4002
100,100,2015,No migration background,West,"Yes, every week",0.13335,1136,15175,0.12331,0.14436
101,101,2015,No migration background,West,"Yes, every 2 weeks",0.14562,1213,15175,0.13561,0.15695
102,102,2015,No migration background,West,"Yes, every 3-4 weeks",0.08285,736,15175,0.07673,0.09057
103,103,2015,No migration background,West,"Yes, less frequently",0.25177,2174,15175,0.23876,0.26433
104,104,2015,No migration background,East,"No, never",0.34571,1003,15175,0.32246,0.37064
105,105,2015,No migration background,East,"Yes, every week",0.11586,328,15175,0.10076,0.13263
106,106,2015,No migration background,East,"Yes, every 2 weeks",0.18989,497,15175,0.17125,0.21177
107,107,2015,No migration background,East,"Yes, every 3-4 weeks",0.09512,246,15175,0.08278,0.1099
108,108,2015,No migration background,East,"Yes, less frequently",0.25342,680,15175,0.23068,0.28242
109,109,2015,Direct migration background,West,"No, never",0.40065,1112,15175,0.36584,0.42824
110,110,2015,Direct migration background,West,"Yes, every week",0.16231,431,15175,0.1432,0.1853
111,111,2015,Direct migration background,West,"Yes, every 2 weeks",0.17656,456,15175,0.15193,0.19972
112,112,2015,Direct migration background,West,"Yes, every 3-4 weeks",0.09861,218,15175,0.08439,0.11659
113,113,2015,Direct migration background,West,"Yes, less frequently",0.16187,434,15175,0.1383,0.18526
114,114,2015,Direct migration background,East,"No, never",0.5617,67,15175,0.435,0.74687
115,115,2015,Direct migration background,East,"Yes, less frequently",0.4383,31,15175,0.26028,0.64867
116,116,2015,Indirect migration background,West,"No, never",0.39627,402,15175,0.35043,0.44073
117,117,2015,Indirect migration background,West,"Yes, every week",0.16173,152,15175,0.13108,0.19027
118,118,2015,Indirect migration background,West,"Yes, every 2 weeks",0.17249,150,15175,0.13269,0.21391
119,119,2015,Indirect migration background,West,"Yes, every 3-4 weeks",0.07757,83,15175,0.06117,0.0978
120,120,2015,Indirect migration background,West,"Yes, less frequently",0.19194,179,15175,0.15893,0.22694
121,121,2017,No migration background,West,"No, never",0.41861,4107,16657,0.40346,0.43127
122,122,2017,No migration background,West,"Yes, every week",0.12893,1294,16657,0.12187,0.13722
123,123,2017,No migration background,West,"Yes, every 2 weeks",0.13786,1284,16657,0.13151,0.14643
124,124,2017,No migration background,West,"Yes, every 3-4 weeks",0.08876,931,16657,0.08176,0.09487
125,125,2017,No migration background,West,"Yes, less frequently",0.22584,1977,16657,0.21686,0.23679
126,126,2017,No migration background,East,"No, never",0.40755,1241,16657,0.3841,0.43223
127,127,2017,No migration background,East,"Yes, every week",0.12549,369,16657,0.11247,0.14149
128,128,2017,No migration background,East,"Yes, every 2 weeks",0.16457,506,16657,0.14965,0.18351
129,129,2017,No migration background,East,"Yes, every 3-4 weeks",0.09471,321,16657,0.08341,0.10474
130,130,2017,No migration background,East,"Yes, less frequently",0.20768,595,16657,0.18993,0.22986
131,131,2017,Direct migration background,West,"No, never",0.42718,1221,16657,0.3972,0.46259
132,132,2017,Direct migration background,West,"Yes, every week",0.13945,383,16657,0.12227,0.16094
133,133,2017,Direct migration background,West,"Yes, every 2 weeks",0.17705,501,16657,0.15436,0.19376
134,134,2017,Direct migration background,West,"Yes, every 3-4 weeks",0.09305,237,16657,0.07916,0.1091
135,135,2017,Direct migration background,West,"Yes, less frequently",0.16326,477,16657,0.1415,0.18573
136,136,2017,Direct migration background,East,"No, never",0.50565,97,16657,0.37511,0.65999
137,137,2017,Direct migration background,East,"Yes, every 2 weeks",0.26793,44,16657,0.17515,0.37221
138,138,2017,Direct migration background,East,"Yes, less frequently",0.22642,35,16657,0.14247,0.32496
139,139,2017,Indirect migration background,West,"No, never",0.44124,453,16657,0.38634,0.4859
140,140,2017,Indirect migration background,West,"Yes, every week",0.17272,178,16657,0.14248,0.20059
141,141,2017,Indirect migration background,West,"Yes, every 2 weeks",0.13993,155,16657,0.11895,0.1629
142,142,2017,Indirect migration background,West,"Yes, every 3-4 weeks",0.08438,87,16657,0.0667,0.103
143,143,2017,Indirect migration background,West,"Yes, less frequently",0.16173,164,16657,0.12875,0.19806
144,144,2019,No migration background,West,"No, never",0.42735,4038,16667,0.41077,0.44544
145,145,2019,No migration background,West,"Yes, every week",0.12003,1469,16667,0.11169,0.13024
146,146,2019,No migration background,West,"Yes, every 2 weeks",0.12926,1310,16667,0.12064,0.13742
147,147,2019,No migration background,West,"Yes, every 3-4 weeks",0.09179,963,16667,0.08386,0.10084
148,148,2019,No migration background,West,"Yes, less frequently",0.23157,2125,16667,0.22029,0.24452
149,149,2019,No migration background,East,"No, never",0.40036,1256,16667,0.37275,0.42508
150,150,2019,No migration background,East,"Yes, every week",0.11909,390,16667,0.10188,0.13501
151,151,2019,No migration background,East,"Yes, every 2 weeks",0.1691,535,16667,0.15156,0.18898
152,152,2019,No migration background,East,"Yes, every 3-4 weeks",0.09423,290,16667,0.07995,0.10813
153,153,2019,No migration background,East,"Yes, less frequently",0.21722,682,16667,0.19339,0.24053
154,154,2019,Direct migration background,West,"No, never",0.42332,1071,16667,0.38291,0.46143
155,155,2019,Direct migration background,West,"Yes, every week",0.15204,356,16667,0.12827,0.17453
156,156,2019,Direct migration background,West,"Yes, every 2 weeks",0.1791,422,16667,0.1559,0.20744
157,157,2019,Direct migration background,West,"Yes, every 3-4 weeks",0.06758,166,16667,0.05283,0.08292
158,158,2019,Direct migration background,West,"Yes, less frequently",0.17797,424,16667,0.1527,0.20611
159,159,2019,Direct migration background,East,"No, never",0.63784,93,16667,0.44361,0.84982
160,160,2019,Direct migration background,East,"Yes, every 2 weeks",0.36216,35,16667,0.23884,0.49959
161,161,2019,Indirect migration background,West,"No, never",0.4836,459,16667,0.42671,0.54736
162,162,2019,Indirect migration background,West,"Yes, every week",0.14255,165,16667,0.11314,0.1752
163,163,2019,Indirect migration background,West,"Yes, every 2 weeks",0.15016,161,16667,0.12234,0.17999
164,164,2019,Indirect migration background,West,"Yes, every 3-4 weeks",0.06855,70,16667,0.0505,0.08907
165,165,2019,Indirect migration background,West,"Yes, less frequently",0.15514,187,16667,0.13143,0.17945
166,166,2021,No migration background,West,"No, never",0.45391,2335,10494,0.43137,0.4764
167,167,2021,No migration background,West,"Yes, every week",0.11694,767,10494,0.10641,0.1279
168,168,2021,No migration background,West,"Yes, every 2 weeks",0.12709,712,10494,0.11685,0.1403
169,169,2021,No migration background,West,"Yes, every 3-4 weeks",0.08822,457,10494,0.07914,0.09782
170,170,2021,No migration background,West,"Yes, less frequently",0.21384,1204,10494,0.19866,0.22864
171,171,2021,No migration background,East,"No, never",0.45852,741,10494,0.41249,0.50895
172,172,2021,No migration background,East,"Yes, every week",0.11251,186,10494,0.08901,0.13796
173,173,2021,No migration background,East,"Yes, every 2 weeks",0.15736,252,10494,0.13474,0.18305
174,174,2021,No migration background,East,"Yes, every 3-4 weeks",0.08621,147,10494,0.06988,0.1047
175,175,2021,No migration background,East,"Yes, less frequently",0.1854,342,10494,0.16038,0.2122
176,176,2021,Direct migration background,West,"No, never",0.44226,1116,10494,0.37843,0.50168
177,177,2021,Direct migration background,West,"Yes, every week",0.12809,357,10494,0.10438,0.16315
178,178,2021,Direct migration background,West,"Yes, every 2 weeks",0.16004,431,10494,0.12813,0.19702
179,179,2021,Direct migration background,West,"Yes, every 3-4 weeks",0.08772,204,10494,0.06731,0.11148
180,180,2021,Direct migration background,West,"Yes, less frequently",0.18189,423,10494,0.15037,0.21646
181,181,2021,Direct migration background,East,"No, never",0.38668,135,10494,0.23677,0.52218
182,182,2021,Direct migration background,East,"Yes, every week",0.21867,45,10494,0.11002,0.33729
183,183,2021,Direct migration background,East,"Yes, every 2 weeks",0.15262,42,10494,0.08914,0.23914
184,184,2021,Direct migration background,East,"Yes, less frequently",0.24202,42,10494,0.10316,0.39803
185,185,2021,Indirect migration background,West,"No, never",0.48535,275,10494,0.41648,0.54689
186,186,2021,Indirect migration background,West,"Yes, every week",0.10534,61,10494,0.06777,0.15288
187,187,2021,Indirect migration background,West,"Yes, every 2 weeks",0.17514,85,10494,0.12114,0.22484
188,188,2021,Indirect migration background,West,"Yes, every 3-4 weeks",0.06183,46,10494,0.04398,0.08299
189,189,2021,Indirect migration background,West,"Yes, less frequently",0.17234,89,10494,0.12063,0.23573
