year,migback,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Direct migration background,"No, never",0.42516,361,874,0.39237,0.45796
2009,Direct migration background,"Yes, every week",0.17952,146,874,0.15406,0.20497
2009,Direct migration background,"Yes, every 2 weeks",0.13945,130,874,0.11647,0.16243
2009,Direct migration background,"Yes, every 3-4 weeks",0.07840,61,874,0.06057,0.09623
2009,Direct migration background,"Yes, less frequently",0.17747,176,874,0.15213,0.20282
2009,Indirect migration background,"No, never",0.41749,196,430,0.37082,0.46415
2009,Indirect migration background,"Yes, every week",0.19042,81,430,0.15326,0.22757
2009,Indirect migration background,"Yes, every 2 weeks",0.15631,69,430,0.12195,0.19068
2009,Indirect migration background,"Yes, less frequently",0.18435,84,430,0.14766,0.22104
2011,No migration background,"No, never",0.36963,5303,14122,0.36167,0.37759
2011,No migration background,"Yes, every week",0.14565,2029,14122,0.13984,0.15147
2011,No migration background,"Yes, every 2 weeks",0.15053,2181,14122,0.14463,0.15643
2011,No migration background,"Yes, every 3-4 weeks",0.09127,1303,14122,0.08652,0.09602
2011,No migration background,"Yes, less frequently",0.24291,3306,14122,0.23584,0.24999
2011,Direct migration background,"No, never",0.39682,712,1836,0.37444,0.41921
2011,Direct migration background,"Yes, every week",0.14760,276,1836,0.13137,0.16383
2011,Direct migration background,"Yes, every 2 weeks",0.17383,312,1836,0.15649,0.19117
2011,Direct migration background,"Yes, every 3-4 weeks",0.09732,173,1836,0.08376,0.11088
2011,Direct migration background,"Yes, less frequently",0.18442,363,1836,0.16668,0.20217
2011,Indirect migration background,"No, never",0.38041,298,775,0.34621,0.41462
2011,Indirect migration background,"Yes, every week",0.19331,126,775,0.16549,0.22114
2011,Indirect migration background,"Yes, every 2 weeks",0.17199,123,775,0.14541,0.19858
2011,Indirect migration background,"Yes, every 3-4 weeks",0.08612,76,775,0.06635,0.10588
2011,Indirect migration background,"Yes, less frequently",0.16816,152,775,0.14181,0.19451
2013,No migration background,"No, never",0.36679,5046,13090,0.35853,0.37504
2013,No migration background,"Yes, every week",0.13080,1709,13090,0.12502,0.13657
2013,No migration background,"Yes, every 2 weeks",0.15556,1980,13090,0.14935,0.16177
2013,No migration background,"Yes, every 3-4 weeks",0.09012,1154,13090,0.08521,0.09502
2013,No migration background,"Yes, less frequently",0.25674,3201,13090,0.24925,0.26422
2013,Direct migration background,"No, never",0.38164,649,1694,0.35850,0.40478
2013,Direct migration background,"Yes, every week",0.16010,265,1694,0.14263,0.17757
2013,Direct migration background,"Yes, every 2 weeks",0.16466,308,1694,0.14699,0.18233
2013,Direct migration background,"Yes, every 3-4 weeks",0.09990,145,1694,0.08561,0.11418
2013,Direct migration background,"Yes, less frequently",0.19370,327,1694,0.17488,0.21253
2013,Indirect migration background,"No, never",0.40958,301,733,0.37396,0.44521
2013,Indirect migration background,"Yes, every week",0.19042,118,733,0.16198,0.21886
2013,Indirect migration background,"Yes, every 2 weeks",0.14141,123,733,0.11617,0.16666
2013,Indirect migration background,"Yes, every 3-4 weeks",0.07452,59,733,0.05550,0.09355
2013,Indirect migration background,"Yes, less frequently",0.18406,132,733,0.15598,0.21213
2015,No migration background,"No, never",0.37819,4442,11436,0.36930,0.38708
2015,No migration background,"Yes, every week",0.12894,1459,11436,0.12280,0.13508
2015,No migration background,"Yes, every 2 weeks",0.15461,1704,11436,0.14798,0.16123
2015,No migration background,"Yes, every 3-4 weeks",0.08536,981,11436,0.08024,0.09048
2015,No migration background,"Yes, less frequently",0.25290,2850,11436,0.24494,0.26087
2015,Direct migration background,"No, never",0.39603,1195,2845,0.37805,0.41400
2015,Direct migration background,"Yes, every week",0.15875,449,2845,0.14532,0.17218
2015,Direct migration background,"Yes, every 2 weeks",0.18173,492,2845,0.16756,0.19590
2015,Direct migration background,"Yes, every 3-4 weeks",0.09910,235,2845,0.08811,0.11008
2015,Direct migration background,"Yes, less frequently",0.16440,474,2845,0.15078,0.17802
2015,Indirect migration background,"No, never",0.39552,412,1010,0.36535,0.42569
2015,Indirect migration background,"Yes, every week",0.16085,160,1010,0.13818,0.18352
2015,Indirect migration background,"Yes, every 2 weeks",0.17583,162,1010,0.15234,0.19932
2015,Indirect migration background,"Yes, every 3-4 weeks",0.07864,88,1010,0.06203,0.09525
2015,Indirect migration background,"Yes, less frequently",0.18915,188,1010,0.16499,0.21332
2017,No migration background,"No, never",0.41667,5328,12593,0.40806,0.42528
2017,No migration background,"Yes, every week",0.12810,1658,12593,0.12226,0.13394
2017,No migration background,"Yes, every 2 weeks",0.14282,1787,12593,0.13671,0.14894
2017,No migration background,"Yes, every 3-4 weeks",0.09035,1252,12593,0.08534,0.09535
2017,No migration background,"Yes, less frequently",0.22206,2568,12593,0.21480,0.22931
2017,Direct migration background,"No, never",0.42802,1343,3087,0.41057,0.44548
2017,Direct migration background,"Yes, every week",0.13905,411,3087,0.12685,0.15126
2017,Direct migration background,"Yes, every 2 weeks",0.17679,551,3087,0.16333,0.19025
2017,Direct migration background,"Yes, every 3-4 weeks",0.09291,265,3087,0.08267,0.10315
2017,Direct migration background,"Yes, less frequently",0.16322,517,3087,0.15018,0.17626
2017,Indirect migration background,"No, never",0.44281,467,1076,0.41312,0.47251
2017,Indirect migration background,"Yes, every week",0.16853,184,1076,0.14615,0.19091
2017,Indirect migration background,"Yes, every 2 weeks",0.13653,161,1076,0.11601,0.15706
2017,Indirect migration background,"Yes, every 3-4 weeks",0.08785,94,1076,0.07093,0.10477
2017,Indirect migration background,"Yes, less frequently",0.16427,170,1076,0.14212,0.18642
2019,No migration background,"No, never",0.42200,5295,13061,0.41353,0.43047
2019,No migration background,"Yes, every week",0.11937,1855,13061,0.11381,0.12493
2019,No migration background,"Yes, every 2 weeks",0.13713,1848,13061,0.13123,0.14303
2019,No migration background,"Yes, every 3-4 weeks",0.09211,1254,13061,0.08715,0.09707
2019,No migration background,"Yes, less frequently",0.22940,2809,13061,0.22219,0.23661
2019,Direct migration background,"No, never",0.42356,1189,2684,0.40487,0.44226
2019,Direct migration background,"Yes, every week",0.15560,389,2684,0.14188,0.16932
2019,Direct migration background,"Yes, every 2 weeks",0.18216,463,2684,0.16755,0.19676
2019,Direct migration background,"Yes, every 3-4 weeks",0.06617,180,2684,0.05677,0.07558
2019,Direct migration background,"Yes, less frequently",0.17251,463,2684,0.15821,0.18680
2019,Indirect migration background,"No, never",0.47969,483,1120,0.45042,0.50896
2019,Indirect migration background,"Yes, every week",0.14172,183,1120,0.12129,0.16216
2019,Indirect migration background,"Yes, every 2 weeks",0.14794,171,1120,0.12713,0.16874
2019,Indirect migration background,"Yes, every 3-4 weeks",0.06576,77,1120,0.05123,0.08028
2019,Indirect migration background,"Yes, less frequently",0.16490,206,1120,0.14315,0.18664
2021,No migration background,"No, never",0.45478,3062,7114,0.44321,0.46636
2021,No migration background,"Yes, every week",0.11572,952,7114,0.10829,0.12315
2021,No migration background,"Yes, every 2 weeks",0.13442,963,7114,0.12649,0.14234
2021,No migration background,"Yes, every 3-4 weeks",0.08840,603,7114,0.08180,0.09500
2021,No migration background,"Yes, less frequently",0.20668,1534,7114,0.19727,0.21609
2021,Direct migration background,"No, never",0.44064,1271,2852,0.42242,0.45887
2021,Direct migration background,"Yes, every week",0.13003,402,2852,0.11768,0.14237
2021,Direct migration background,"Yes, every 2 weeks",0.15845,478,2852,0.14505,0.17186
2021,Direct migration background,"Yes, every 3-4 weeks",0.08588,223,2852,0.07559,0.09616
2021,Direct migration background,"Yes, less frequently",0.18500,478,2852,0.17074,0.19925
2021,Indirect migration background,"No, never",0.48183,288,594,0.44161,0.52205
2021,Indirect migration background,"Yes, every week",0.10765,70,594,0.08271,0.13260
2021,Indirect migration background,"Yes, every 2 weeks",0.16537,92,594,0.13547,0.19528
2021,Indirect migration background,"Yes, every 3-4 weeks",0.05972,48,594,0.04065,0.07879
2021,Indirect migration background,"Yes, less frequently",0.18542,96,594,0.15414,0.21670
