"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2012","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2013","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2013","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2013","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2013","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2014","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2014","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2014","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2014","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","Ostdeutschland","2.44","1.5","519","1","1","3","5","7","2.31","2.57","1","7","2","2"
"2015","(Fach-)Abitur","Westdeutschland","2.38","1.5","3596","1","1","3","4","7","2.33","2.43","1","7","2","2"
"2015","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","Westdeutschland","2.74","1.5","824","1","1","4","5","7","2.63","2.85","1","7","2","2"
"2015","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2015","AkademikerIn","Westdeutschland","2.32","1.5","4966","1","1","3","4","6","2.28","2.36","1","7","2","2"
"2015","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2015","Hauptschule","Westdeutschland","2.62","1.5","6525","1","1","4","5","7","2.58","2.66","1","7","2","2"
"2015","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2015","Realschule","Westdeutschland","2.53","1.5","4542","1","1","3","5","7","2.49","2.57","1","7","2","2"
"2016","(Fach-)Abitur","Ostdeutschland","1.21","1","81","1","1","1","2","4","0.95","1.47","1","7","1","1"
"2016","(Fach-)Abitur","Westdeutschland","2.06","1.5","430","1","1","3","4","7","1.93","2.19","1","7","1","1"
"2016","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","Westdeutschland","2.28","1","827","1","1","4","5","7","2.18","2.38","1","7","1","1"
"2016","AkademikerIn","Ostdeutschland","1.56","1","97","1","1","1","4","7","1.28","1.84","1","7","1","1"
"2016","AkademikerIn","Westdeutschland","1.88","1","500","1","1","2","4","7","1.78","1.98","1","7","1","1"
"2016","Hauptschule","Ostdeutschland","1.57","1","99","1","1","1","4","6","1.3","1.84","1","7","1","1"
"2016","Hauptschule","Westdeutschland","2.58","1","536","1","1","4","7","7","2.47","2.69","1","7","1","1"
"2016","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","Ostdeutschland","1.26","1","34","1","1","1","2","5","0.84","1.68","1","6","1","1"
"2017","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","Ostdeutschland","1.98","1","76","1","1","2","4","7","1.58","2.38","1","7","1","1"
"2017","(noch) kein Abschluss","Westdeutschland","1.62","1","641","1","1","1","4","7","1.5","1.74","1","7","1","1"
"2017","AkademikerIn","Ostdeutschland","1.38","1","35","1","1","1","2","4","1.11","1.65","1","4","1","1"
"2017","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2017","Hauptschule","Ostdeutschland","1.5","1","44","1","1","1","2","7","1.07","1.93","1","7","1","1"
"2017","Hauptschule","Westdeutschland","1.59","1","357","1","1","1","4","7","1.45","1.73","1","7","1","1"
"2017","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2017","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","Ostdeutschland","1.05","1","5","1","1","1","1","3","-0.06","2.16","1","3","",""
"2018","(Fach-)Abitur","Westdeutschland","2.12","1","52","1","1","2","6","7","1.59","2.65","1","7","1","1"
"2018","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2018","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2018","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2018","AkademikerIn","Westdeutschland","1.25","1","35","1","1","1","2","7","0.85","1.65","1","7","1","1"
"2018","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Hauptschule","Westdeutschland","1.57","1","71","1","1","2","4","5","1.29","1.85","1","7","1","1"
"2018","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Realschule","Westdeutschland","1","1","4","1","1","1","1","1","1","1","1","1","",""
"2019","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2019","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2019","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2019","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Hauptschule","Westdeutschland","1.72","1","42","1","1","2","3","7","1.23","2.21","1","7","1","1"
"2019","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Realschule","Westdeutschland","3.64","1.5","5","1","1","7","7","7","0.31","6.97","1","7","",""
"2020","(Fach-)Abitur","Ostdeutschland","2.25","1.5","699","1","1","3","4","6","2.16","2.34","1","7","2","2"
"2020","(Fach-)Abitur","Westdeutschland","2.25","1.5","4349","1","1","3","4","7","2.21","2.29","1","7","2","2"
"2020","(noch) kein Abschluss","Ostdeutschland","2.7","1.5","308","1","1","3","5","7","2.53","2.87","1","7","1","2"
"2020","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2020","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2020","AkademikerIn","Westdeutschland","2.29","1.5","6111","1","1","3","4","6","2.26","2.32","1","7","2","2"
"2020","Hauptschule","Ostdeutschland","2.75","1.5","992","1","1","4","5","7","2.64","2.86","1","7","2","2"
"2020","Hauptschule","Westdeutschland","2.61","1.5","5721","1","1","4","5","7","2.57","2.65","1","7","2","2"
"2020","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2020","Realschule","Westdeutschland","2.39","1.5","4270","1","1","3","4","7","2.35","2.43","1","7","2","2"
