"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2017","Realschule","maennlich","","","","","","","","","","","","","",""
"2017","Realschule","weiblich","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","maennlich","1.62","1","31","1","1","1","4","7","0.89","2.35","1","7","1","1"
"2018","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2018","(noch) kein Abschluss","maennlich","1.56","1","65","1","1","1","4","6","1.21","1.91","1","6","1","1"
"2018","(noch) kein Abschluss","weiblich","1.68","1","79","1","1","1","4","7","1.29","2.07","1","7","1","1"
"2018","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2018","AkademikerIn","weiblich","1.09","1","30","1","1","1","1","4","0.87","1.31","1","4","1","1"
"2018","Hauptschule","maennlich","2.03","1","41","1","1","4","4","6","1.56","2.5","1","7","1","2"
"2018","Hauptschule","weiblich","1.12","1","45","1","1","1","1","3","0.89","1.35","1","5","1","1"
"2018","Realschule","maennlich","1","1","4","1","1","1","1","1","1","1","1","1","",""
"2018","Realschule","weiblich","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","maennlich","1.88","1","58","1","1","2","4","6","1.44","2.32","1","7","1","2"
"2019","(noch) kein Abschluss","weiblich","2.39","1","69","1","1","3","5","7","2.06","2.72","1","7","1","2"
"2019","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2019","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2019","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2019","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2019","Realschule","maennlich","","","","","","","","","","","","","",""
"2019","Realschule","weiblich","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2020","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2020","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2020","AkademikerIn","maennlich","2.52","1.5","4099","1","2","3","4","6","2.48","2.56","1","7","2","2"
"2020","AkademikerIn","weiblich","2.03","1.5","3659","1","1","3","4","6","1.99","2.07","1","7","2","2"
"2020","Hauptschule","maennlich","2.84","1.5","3512","1","1","4","5","7","2.78","2.9","1","7","2","2"
"2020","Hauptschule","weiblich","2.4","1.5","3201","1","1","3","5","7","2.35","2.45","1","7","2","2"
"2020","Realschule","maennlich","","","","","","","","","","","","","",""
"2020","Realschule","weiblich","2.23","1.5","3648","1","1","3","4","7","2.19","2.27","1","7","2","2"
