year,hhtyp,hlf0291,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Multi-generational household,No,0.86889,92,92,0.79955,0.93824
1988,Other Combinations,No,0.79851,82,82,0.71116,0.88587
1989,Single-person household,No,0.97213,1013,1013,0.96198,0.98227
1989,Couple without children,Yes,0.03530,34,1155,0.02465,0.04595
1989,Couple without children,No,0.96470,1121,1155,0.95405,0.97535
1989,Single parent,No,0.97743,252,252,0.95906,0.99581
1989,Couple with children,Yes,0.02241,41,1992,0.01591,0.02892
1989,Couple with children,No,0.97759,1951,1992,0.97108,0.98409
1989,Multi-generational household,No,0.88648,97,97,0.82302,0.94994
1989,Other Combinations,No,0.79838,73,73,0.70570,0.89105
1990,Single-person household,No,0.97473,972,972,0.96486,0.98460
1990,Couple without children,Yes,0.04276,38,1180,0.03121,0.05431
1990,Couple without children,No,0.95724,1142,1180,0.94569,0.96879
1990,Single parent,No,0.98200,253,253,0.96559,0.99842
1990,Couple with children,Yes,0.02252,40,1947,0.01592,0.02911
1990,Couple with children,No,0.97748,1907,1947,0.97089,0.98408
1990,Multi-generational household,No,0.80841,94,94,0.72842,0.88840
1990,Other Combinations,No,0.77393,69,69,0.67451,0.87335
1991,Single-person household,Yes,0.03917,44,1286,0.02856,0.04978
1991,Single-person household,No,0.96083,1242,1286,0.95022,0.97144
1991,Couple without children,Yes,0.05468,75,1644,0.04368,0.06567
1991,Couple without children,No,0.94532,1569,1644,0.93433,0.95632
1991,Single parent,No,0.96275,369,369,0.94340,0.98210
1991,Couple with children,Yes,0.02273,65,2990,0.01739,0.02808
1991,Couple with children,No,0.97727,2925,2990,0.97192,0.98261
1991,Multi-generational household,No,0.79610,128,128,0.72602,0.86617
1991,Other Combinations,No,0.77437,121,121,0.69958,0.84916
1992,Single-person household,Yes,0.04386,49,1291,0.03268,0.05503
1992,Single-person household,No,0.95614,1242,1291,0.94497,0.96732
1992,Couple without children,Yes,0.05783,77,1684,0.04668,0.06898
1992,Couple without children,No,0.94217,1607,1684,0.93102,0.95332
1992,Single parent,No,0.95703,375,375,0.93648,0.97759
1992,Couple with children,Yes,0.02472,58,2890,0.01906,0.03038
1992,Couple with children,No,0.97528,2832,2890,0.96962,0.98094
1992,Multi-generational household,No,0.79964,123,123,0.72861,0.87067
1992,Other Combinations,Yes,0.28609,35,166,0.21714,0.35505
1992,Other Combinations,No,0.71391,131,166,0.64495,0.78286
1993,Single-person household,Yes,0.04098,46,1352,0.03041,0.05156
1993,Single-person household,No,0.95902,1306,1352,0.94844,0.96959
1993,Couple without children,Yes,0.05105,67,1711,0.04062,0.06149
1993,Couple without children,No,0.94895,1644,1711,0.93851,0.95938
1993,Single parent,No,0.94086,355,355,0.91629,0.96543
1993,Couple with children,Yes,0.02903,60,2776,0.02278,0.03527
1993,Couple with children,No,0.97097,2716,2776,0.96473,0.97722
1993,Multi-generational household,No,0.73741,115,115,0.65663,0.81819
1993,Other Combinations,No,0.77729,137,137,0.70736,0.84722
1994,Single-person household,Yes,0.04913,57,1357,0.03763,0.06064
1994,Single-person household,No,0.95087,1300,1357,0.93936,0.96237
1994,Couple without children,Yes,0.05013,74,1764,0.03994,0.06032
1994,Couple without children,No,0.94987,1690,1764,0.93968,0.96006
1994,Single parent,No,0.95002,343,343,0.92693,0.97311
1994,Couple with children,Yes,0.02201,52,2691,0.01647,0.02756
1994,Couple with children,No,0.97799,2639,2691,0.97244,0.98353
1994,Multi-generational household,No,0.77345,112,112,0.69558,0.85133
1994,Other Combinations,Yes,0.20436,31,167,0.14302,0.26570
1994,Other Combinations,No,0.79564,136,167,0.73430,0.85698
1995,Single-person household,Yes,0.05843,66,1395,0.04612,0.07074
1995,Single-person household,No,0.94157,1329,1395,0.92926,0.95388
1995,Couple without children,Yes,0.05129,74,1824,0.04116,0.06142
1995,Couple without children,No,0.94871,1750,1824,0.93858,0.95884
1995,Single parent,No,0.97057,366,366,0.95324,0.98791
1995,Couple with children,Yes,0.02231,57,2760,0.01680,0.02783
1995,Couple with children,No,0.97769,2703,2760,0.97217,0.98320
1995,Multi-generational household,No,0.73290,108,108,0.64907,0.81674
1995,Other Combinations,No,0.84424,142,142,0.78438,0.90410
1996,Single-person household,Yes,0.03984,51,1423,0.02968,0.05001
1996,Single-person household,No,0.96016,1372,1423,0.94999,0.97032
1996,Couple without children,Yes,0.05434,79,1839,0.04398,0.06470
1996,Couple without children,No,0.94566,1760,1839,0.93530,0.95602
1996,Single parent,No,0.96518,374,374,0.94658,0.98379
1996,Couple with children,Yes,0.02438,58,2673,0.01854,0.03023
1996,Couple with children,No,0.97562,2615,2673,0.96977,0.98146
1996,Multi-generational household,No,0.73783,95,95,0.64892,0.82675
1996,Other Combinations,No,0.87759,138,138,0.82271,0.93247
1997,Single-person household,Yes,0.04207,49,1398,0.03154,0.05259
1997,Single-person household,No,0.95793,1349,1398,0.94741,0.96846
1997,Couple without children,Yes,0.04961,78,1876,0.03978,0.05944
1997,Couple without children,No,0.95039,1798,1876,0.94056,0.96022
1997,Single parent,No,0.96076,379,379,0.94119,0.98034
1997,Couple with children,Yes,0.02253,52,2589,0.01681,0.02824
1997,Couple with children,No,0.97747,2537,2589,0.97176,0.98319
1997,Multi-generational household,No,0.77525,96,96,0.69131,0.85919
1997,Other Combinations,No,0.86255,134,134,0.80403,0.92107
1998,Single-person household,Yes,0.04251,58,1705,0.03293,0.05209
1998,Single-person household,No,0.95749,1647,1705,0.94791,0.96707
1998,Couple without children,Yes,0.04680,88,2178,0.03793,0.05568
1998,Couple without children,No,0.95320,2090,2178,0.94432,0.96207
1998,Single parent,No,0.96472,435,435,0.94736,0.98208
1998,Couple with children,Yes,0.01937,53,2815,0.01427,0.02446
1998,Couple with children,No,0.98063,2762,2815,0.97554,0.98573
1998,Multi-generational household,No,0.81262,86,86,0.72966,0.89558
1998,Other Combinations,Yes,0.20486,33,161,0.14232,0.26740
1998,Other Combinations,No,0.79514,128,161,0.73260,0.85768
1999,Single-person household,Yes,0.05359,68,1638,0.04268,0.06450
1999,Single-person household,No,0.94641,1570,1638,0.93550,0.95732
1999,Couple without children,Yes,0.04662,83,2156,0.03772,0.05552
1999,Couple without children,No,0.95338,2073,2156,0.94448,0.96228
1999,Single parent,No,0.95537,432,432,0.93587,0.97486
1999,Couple with children,Yes,0.01775,49,2732,0.01280,0.02270
1999,Couple with children,No,0.98225,2683,2732,0.97730,0.98720
1999,Multi-generational household,No,0.76826,79,79,0.67462,0.86190
1999,Other Combinations,No,0.59816,43,43,0.44988,0.74643
2000,Single-person household,Yes,0.03797,109,3260,0.03141,0.04453
2000,Single-person household,No,0.96203,3151,3260,0.95547,0.96859
2000,Couple without children,Yes,0.03969,145,3968,0.03362,0.04577
2000,Couple without children,No,0.96031,3823,3968,0.95423,0.96638
2000,Single parent,No,0.96506,740,740,0.95182,0.97830
2000,Couple with children,Yes,0.02209,106,4630,0.01786,0.02633
2000,Couple with children,No,0.97791,4524,4630,0.97367,0.98214
2000,Multi-generational household,Yes,0.29309,47,169,0.22426,0.36192
2000,Multi-generational household,No,0.70691,122,169,0.63808,0.77574
2000,Other Combinations,Yes,0.36022,58,160,0.28560,0.43484
2000,Other Combinations,No,0.63978,102,160,0.56516,0.71440
2001,Single-person household,Yes,0.03417,87,2926,0.02759,0.04076
2001,Single-person household,No,0.96583,2839,2926,0.95924,0.97241
2001,Couple without children,Yes,0.04596,147,3587,0.03911,0.05282
2001,Couple without children,No,0.95404,3440,3587,0.94718,0.96089
2001,Single parent,No,0.96805,682,682,0.95484,0.98126
2001,Couple with children,Yes,0.02707,109,4174,0.02215,0.03200
2001,Couple with children,No,0.97293,4065,4174,0.96800,0.97785
2001,Multi-generational household,Yes,0.22625,36,159,0.16101,0.29149
2001,Multi-generational household,No,0.77375,123,159,0.70851,0.83899
2001,Other Combinations,Yes,0.37387,50,125,0.28871,0.45903
2001,Other Combinations,No,0.62613,75,125,0.54097,0.71129
2002,Single-person household,Yes,0.03959,100,2937,0.03253,0.04664
2002,Single-person household,No,0.96041,2837,2937,0.95336,0.96747
2002,Couple without children,Yes,0.04667,149,3902,0.04005,0.05329
2002,Couple without children,No,0.95333,3753,3902,0.94671,0.95995
2002,Single parent,No,0.96130,681,681,0.94681,0.97580
2002,Couple with children,Yes,0.02430,96,4384,0.01974,0.02886
2002,Couple with children,No,0.97570,4288,4384,0.97114,0.98026
2002,Multi-generational household,No,0.80201,123,123,0.73130,0.87272
2002,Other Combinations,Yes,0.40574,50,129,0.32067,0.49080
2002,Other Combinations,No,0.59426,79,129,0.50920,0.67933
2003,Single-person household,Yes,0.04223,101,2915,0.03493,0.04953
2003,Single-person household,No,0.95777,2814,2915,0.95047,0.96507
2003,Couple without children,Yes,0.04874,159,3818,0.04191,0.05557
2003,Couple without children,No,0.95126,3659,3818,0.94443,0.95809
2003,Single parent,No,0.96776,676,676,0.95444,0.98109
2003,Couple with children,Yes,0.02480,99,4134,0.02006,0.02954
2003,Couple with children,No,0.97520,4035,4134,0.97046,0.97994
2003,Multi-generational household,No,0.82111,101,101,0.74599,0.89623
2003,Other Combinations,Yes,0.46891,51,114,0.37689,0.56092
2003,Other Combinations,No,0.53109,63,114,0.43908,0.62311
2004,Single-person household,Yes,0.04307,105,2858,0.03563,0.05052
2004,Single-person household,No,0.95693,2753,2858,0.94948,0.96437
2004,Couple without children,Yes,0.05564,182,3819,0.04837,0.06291
2004,Couple without children,No,0.94436,3637,3819,0.93709,0.95163
2004,Single parent,No,0.96106,657,657,0.94626,0.97587
2004,Couple with children,Yes,0.02294,90,3962,0.01828,0.02760
2004,Couple with children,No,0.97706,3872,3962,0.97240,0.98172
2004,Multi-generational household,No,0.82668,92,92,0.74890,0.90445
2004,Other Combinations,Yes,0.46039,47,109,0.36639,0.55440
2004,Other Combinations,No,0.53961,62,109,0.44560,0.63361
2005,Single-person household,Yes,0.03931,99,2905,0.03224,0.04638
2005,Single-person household,No,0.96069,2806,2905,0.95362,0.96776
2005,Couple without children,Yes,0.04892,160,3692,0.04196,0.05588
2005,Couple without children,No,0.95108,3532,3692,0.94412,0.95804
2005,Single parent,No,0.97146,673,673,0.95887,0.98405
2005,Couple with children,Yes,0.02376,86,3702,0.01885,0.02867
2005,Couple with children,No,0.97624,3616,3702,0.97133,0.98115
2005,Multi-generational household,No,0.84938,90,90,0.77506,0.92369
2005,Other Combinations,Yes,0.49136,41,100,0.39288,0.58984
2005,Other Combinations,No,0.50864,59,100,0.41016,0.60712
2006,Single-person household,Yes,0.03774,105,3288,0.03122,0.04425
2006,Single-person household,No,0.96226,3183,3288,0.95575,0.96878
2006,Couple without children,Yes,0.05604,205,4158,0.04905,0.06303
2006,Couple without children,No,0.94396,3953,4158,0.93697,0.95095
2006,Single parent,No,0.96893,749,749,0.95650,0.98137
2006,Couple with children,Yes,0.02799,102,3837,0.02277,0.03321
2006,Couple with children,No,0.97201,3735,3837,0.96679,0.97723
2006,Multi-generational household,No,0.78721,82,82,0.69808,0.87634
2006,Other Combinations,Yes,0.39684,39,105,0.30281,0.49087
2006,Other Combinations,No,0.60316,66,105,0.50913,0.69719
2007,Single-person household,Yes,0.03501,88,3109,0.02855,0.04148
2007,Single-person household,No,0.96499,3021,3109,0.95852,0.97145
2007,Couple without children,Yes,0.05630,195,3875,0.04904,0.06355
2007,Couple without children,No,0.94370,3680,3875,0.93645,0.95096
2007,Single parent,No,0.97110,691,691,0.95860,0.98360
2007,Couple with children,Yes,0.02744,96,3576,0.02209,0.03280
2007,Couple with children,No,0.97256,3480,3576,0.96720,0.97791
2007,Multi-generational household,No,0.75163,68,68,0.64817,0.85509
2007,Other Combinations,Yes,0.41268,36,91,0.31097,0.51440
2007,Other Combinations,No,0.58732,55,91,0.48560,0.68903
2008,Single-person household,Yes,0.03399,83,2985,0.02749,0.04049
2008,Single-person household,No,0.96601,2902,2985,0.95951,0.97251
2008,Couple without children,Yes,0.05486,175,3733,0.04755,0.06216
2008,Couple without children,No,0.94514,3558,3733,0.93784,0.95245
2008,Single parent,No,0.97583,666,666,0.96416,0.98750
2008,Couple with children,Yes,0.02858,88,3266,0.02286,0.03430
2008,Couple with children,No,0.97142,3178,3266,0.96570,0.97714
2008,Multi-generational household,No,0.70511,60,60,0.58875,0.82147
2008,Other Combinations,No,0.62228,47,47,0.48218,0.76239
2009,Single-person household,Yes,0.03928,103,2847,0.03214,0.04642
2009,Single-person household,No,0.96072,2744,2847,0.95358,0.96786
2009,Couple without children,Yes,0.05561,179,3550,0.04807,0.06315
2009,Couple without children,No,0.94439,3371,3550,0.93685,0.95193
2009,Single parent,No,0.96911,617,617,0.95544,0.98277
2009,Couple with children,Yes,0.02508,72,3009,0.01949,0.03067
2009,Couple with children,No,0.97492,2937,3009,0.96933,0.98051
2009,Multi-generational household,No,0.67038,51,51,0.54008,0.80068
2009,Other Combinations,No,0.62422,46,46,0.48271,0.76573
2010,Single-person household,Yes,0.03254,81,2698,0.02584,0.03924
2010,Single-person household,No,0.96746,2617,2698,0.96076,0.97416
2010,Couple without children,Yes,0.05180,157,3372,0.04432,0.05928
2010,Couple without children,No,0.94820,3215,3372,0.94072,0.95568
2010,Single parent,Yes,0.04022,44,1848,0.03126,0.04918
2010,Single parent,No,0.95978,1804,1848,0.95082,0.96874
2010,Couple with children,Yes,0.03168,141,5713,0.02714,0.03622
2010,Couple with children,No,0.96832,5572,5713,0.96378,0.97286
2010,Multi-generational household,No,0.71284,79,79,0.61244,0.81325
2010,Other Combinations,No,0.62647,45,45,0.48353,0.76940
2011,Single-person household,Yes,0.03066,98,3535,0.02498,0.03635
2011,Single-person household,No,0.96934,3437,3535,0.96365,0.97502
2011,Couple without children,Yes,0.04520,191,4374,0.03904,0.05136
2011,Couple without children,No,0.95480,4183,4374,0.94864,0.96096
2011,Single parent,Yes,0.03170,48,2306,0.02455,0.03886
2011,Single parent,No,0.96830,2258,2306,0.96114,0.97545
2011,Couple with children,Yes,0.02951,167,6167,0.02529,0.03373
2011,Couple with children,No,0.97049,6000,6167,0.96627,0.97471
2011,Multi-generational household,No,0.78795,97,97,0.70618,0.86972
2011,Other Combinations,No,0.69390,70,70,0.58515,0.80264
2012,Single-person household,Yes,0.03628,120,3683,0.03024,0.04232
2012,Single-person household,No,0.96372,3563,3683,0.95768,0.96976
2012,Couple without children,Yes,0.04356,195,4450,0.03756,0.04956
2012,Couple without children,No,0.95644,4255,4450,0.95044,0.96244
2012,Single parent,Yes,0.03209,46,2179,0.02469,0.03949
2012,Single parent,No,0.96791,2133,2179,0.96051,0.97531
2012,Couple with children,Yes,0.02701,142,5774,0.02282,0.03119
2012,Couple with children,No,0.97299,5632,5774,0.96881,0.97718
2012,Multi-generational household,No,0.76557,96,96,0.68038,0.85076
2012,Other Combinations,Yes,0.56922,40,98,0.47068,0.66777
2012,Other Combinations,No,0.43078,58,98,0.33223,0.52932
2013,Single-person household,Yes,0.02661,95,3844,0.02152,0.03169
2013,Single-person household,No,0.97339,3749,3844,0.96831,0.97848
2013,Couple without children,Yes,0.05073,220,4639,0.04441,0.05704
2013,Couple without children,No,0.94927,4419,4639,0.94296,0.95559
2013,Single parent,Yes,0.04091,60,2245,0.03271,0.04910
2013,Single parent,No,0.95909,2185,2245,0.95090,0.96729
2013,Couple with children,Yes,0.02932,183,6641,0.02526,0.03338
2013,Couple with children,No,0.97068,6458,6641,0.96662,0.97474
2013,Multi-generational household,Yes,0.25968,33,145,0.18806,0.33129
2013,Multi-generational household,No,0.74032,112,145,0.66871,0.81194
2013,Other Combinations,Yes,0.30763,58,356,0.25962,0.35564
2013,Other Combinations,No,0.69237,298,356,0.64436,0.74038
2014,Single-person household,Yes,0.03066,112,3565,0.02500,0.03632
2014,Single-person household,No,0.96934,3453,3565,0.96368,0.97500
2014,Couple without children,Yes,0.05511,225,4362,0.04834,0.06189
2014,Couple without children,No,0.94489,4137,4362,0.93811,0.95166
2014,Single parent,Yes,0.04421,60,1815,0.03475,0.05367
2014,Single parent,No,0.95579,1755,1815,0.94633,0.96525
2014,Couple with children,Yes,0.02943,165,5700,0.02505,0.03382
2014,Couple with children,No,0.97057,5535,5700,0.96618,0.97495
2014,Multi-generational household,No,0.85511,99,99,0.78542,0.92480
2014,Other Combinations,Yes,0.27702,46,261,0.22262,0.33142
2014,Other Combinations,No,0.72298,215,261,0.66858,0.77738
2015,Single-person household,Yes,0.03250,98,3627,0.02673,0.03828
2015,Single-person household,No,0.96750,3529,3627,0.96172,0.97327
2015,Couple without children,Yes,0.04749,197,4376,0.04118,0.05379
2015,Couple without children,No,0.95251,4179,4376,0.94621,0.95882
2015,Single parent,Yes,0.05914,64,1711,0.04796,0.07032
2015,Single parent,No,0.94086,1647,1711,0.92968,0.95204
2015,Couple with children,Yes,0.02485,142,5659,0.02080,0.02891
2015,Couple with children,No,0.97515,5517,5659,0.97109,0.97920
2015,Multi-generational household,No,0.79142,111,111,0.71550,0.86735
2015,Other Combinations,Yes,0.25703,49,251,0.20286,0.31120
2015,Other Combinations,No,0.74297,202,251,0.68880,0.79714
2016,Single-person household,Yes,0.03636,110,3803,0.03041,0.04231
2016,Single-person household,No,0.96364,3693,3803,0.95769,0.96959
2016,Couple without children,Yes,0.05382,205,4158,0.04696,0.06068
2016,Couple without children,No,0.94618,3953,4158,0.93932,0.95304
2016,Single parent,Yes,0.06494,86,1707,0.05325,0.07664
2016,Single parent,No,0.93506,1621,1707,0.92336,0.94675
2016,Couple with children,Yes,0.03112,251,6202,0.02680,0.03544
2016,Couple with children,No,0.96888,5951,6202,0.96456,0.97320
2016,Multi-generational household,Yes,0.16984,42,146,0.10872,0.23096
2016,Multi-generational household,No,0.83016,104,146,0.76904,0.89128
2016,Other Combinations,Yes,0.24272,61,384,0.19978,0.28566
2016,Other Combinations,No,0.75728,323,384,0.71434,0.80022
2017,Single-person household,Yes,0.03739,114,4292,0.03172,0.04307
2017,Single-person household,No,0.96261,4178,4292,0.95693,0.96828
2017,Couple without children,Yes,0.05666,223,4710,0.05006,0.06326
2017,Couple without children,No,0.94334,4487,4710,0.93674,0.94994
2017,Single parent,Yes,0.05991,83,1761,0.04883,0.07100
2017,Single parent,No,0.94009,1678,1761,0.92900,0.95117
2017,Couple with children,Yes,0.02921,255,6829,0.02521,0.03320
2017,Couple with children,No,0.97079,6574,6829,0.96680,0.97479
2017,Multi-generational household,Yes,0.29854,44,163,0.22807,0.36901
2017,Multi-generational household,No,0.70146,119,163,0.63099,0.77193
2017,Other Combinations,Yes,0.16553,63,516,0.13343,0.19763
2017,Other Combinations,No,0.83447,453,516,0.80237,0.86657
2018,Single-person household,Yes,0.03988,139,4460,0.03413,0.04562
2018,Single-person household,No,0.96012,4321,4460,0.95438,0.96587
2018,Couple without children,Yes,0.06151,242,4636,0.05459,0.06843
2018,Couple without children,No,0.93849,4394,4636,0.93157,0.94541
2018,Single parent,Yes,0.05039,88,1740,0.04011,0.06067
2018,Single parent,No,0.94961,1652,1740,0.93933,0.95989
2018,Couple with children,Yes,0.02749,272,6467,0.02351,0.03148
2018,Couple with children,No,0.97251,6195,6467,0.96852,0.97649
2018,Multi-generational household,Yes,0.26617,54,161,0.19769,0.33465
2018,Multi-generational household,No,0.73383,107,161,0.66535,0.80231
2018,Other Combinations,Yes,0.21050,68,411,0.17104,0.24996
2018,Other Combinations,No,0.78950,343,411,0.75004,0.82896
2019,Single-person household,Yes,0.03694,125,4595,0.03149,0.04240
2019,Single-person household,No,0.96306,4470,4595,0.95760,0.96851
2019,Couple without children,Yes,0.06640,274,5170,0.05962,0.07319
2019,Couple without children,No,0.93360,4896,5170,0.92681,0.94038
2019,Single parent,Yes,0.06073,87,1622,0.04910,0.07236
2019,Single parent,No,0.93927,1535,1622,0.92764,0.95090
2019,Couple with children,Yes,0.02921,248,6528,0.02512,0.03329
2019,Couple with children,No,0.97079,6280,6528,0.96671,0.97488
2019,Multi-generational household,Yes,0.35835,41,139,0.27834,0.43835
2019,Multi-generational household,No,0.64165,98,139,0.56165,0.72166
2019,Other Combinations,Yes,0.15380,57,373,0.11714,0.19046
2019,Other Combinations,No,0.84620,316,373,0.80954,0.88286
2020,Single-person household,Yes,0.04164,140,5338,0.03628,0.04700
2020,Single-person household,No,0.95836,5198,5338,0.95300,0.96372
2020,Couple without children,Yes,0.06568,254,5170,0.05892,0.07243
2020,Couple without children,No,0.93432,4916,5170,0.92757,0.94108
2020,Single parent,Yes,0.06998,87,1598,0.05747,0.08249
2020,Single parent,No,0.93002,1511,1598,0.91751,0.94253
2020,Couple with children,Yes,0.02669,248,6557,0.02279,0.03059
2020,Couple with children,No,0.97331,6309,6557,0.96941,0.97721
2020,Multi-generational household,Yes,0.32065,40,148,0.24520,0.39610
2020,Multi-generational household,No,0.67935,108,148,0.60390,0.75480
2020,Other Combinations,Yes,0.18782,59,479,0.15281,0.22284
2020,Other Combinations,No,0.81218,420,479,0.77716,0.84719
2021,No answer / don't know,No,0.99138,61,61,0.96800,1.01477
2021,Single-person household,Yes,0.04257,102,3525,0.03591,0.04924
2021,Single-person household,No,0.95743,3423,3525,0.95076,0.96409
2021,Couple without children,Yes,0.07396,206,3484,0.06526,0.08265
2021,Couple without children,No,0.92604,3278,3484,0.91735,0.93474
2021,Single parent,Yes,0.08641,65,1025,0.06920,0.10362
2021,Single parent,No,0.91359,960,1025,0.89638,0.93080
2021,Couple with children,Yes,0.03793,230,4009,0.03201,0.04384
2021,Couple with children,No,0.96207,3779,4009,0.95616,0.96799
2021,Multi-generational household,No,0.77845,67,67,0.67826,0.87864
2021,Other Combinations,Yes,0.20032,54,354,0.15857,0.24207
2021,Other Combinations,No,0.79968,300,354,0.75793,0.84143
2022,No answer / don't know,No,0.93651,444,444,0.91380,0.95922
2022,Single-person household,Yes,0.04763,171,5823,0.04216,0.05310
2022,Single-person household,No,0.95237,5652,5823,0.94690,0.95784
2022,Couple without children,Yes,0.07069,276,5775,0.06408,0.07731
2022,Couple without children,No,0.92931,5499,5775,0.92269,0.93592
2022,Single parent,Yes,0.05865,72,1229,0.04551,0.07179
2022,Single parent,No,0.94135,1157,1229,0.92821,0.95449
2022,Couple with children,Yes,0.03697,271,5827,0.03213,0.04182
2022,Couple with children,No,0.96303,5556,5827,0.95818,0.96787
2022,Multi-generational household,No,0.67735,73,73,0.56936,0.78533
2022,Other Combinations,Yes,0.09966,85,1181,0.08257,0.11675
2022,Other Combinations,No,0.90034,1096,1181,0.88325,0.91743
