year,quintil_oecd_hh,regtyp,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,5th Quintile,Rural regions,No,0.97647,644,644,0.96476,0.98819
2008,1st Quintile,Urban regions,Yes,0.27958,314,1135,0.25346,0.30571
2008,1st Quintile,Urban regions,No,0.72042,821,1135,0.69429,0.74654
2008,1st Quintile,Rural regions,Yes,0.35894,255,652,0.32209,0.39579
2008,1st Quintile,Rural regions,No,0.64106,397,652,0.60421,0.67791
2008,2nd Quintile,Urban regions,Yes,0.08014,97,1154,0.06447,0.09581
2008,2nd Quintile,Urban regions,No,0.91986,1057,1154,0.90419,0.93553
2008,2nd Quintile,Rural regions,Yes,0.09720,70,720,0.07555,0.11885
2008,2nd Quintile,Rural regions,No,0.90280,650,720,0.88115,0.92445
2008,3rd Quintile,Urban regions,Yes,0.03947,41,1258,0.02870,0.05023
2008,3rd Quintile,Urban regions,No,0.96053,1217,1258,0.94977,0.97130
2008,3rd Quintile,Rural regions,Yes,0.04826,45,790,0.03330,0.06321
2008,3rd Quintile,Rural regions,No,0.95174,745,790,0.93679,0.96670
2008,4th Quintile,Urban regions,Yes,0.03035,42,1360,0.02123,0.03947
2008,4th Quintile,Urban regions,No,0.96965,1318,1360,0.96053,0.97877
2008,4th Quintile,Rural regions,No,0.96374,630,630,0.94913,0.97835
2008,5th Quintile,Urban regions,No,0.98740,1934,1934,0.98243,0.99237
2008,5th Quintile,Rural regions,No,0.98886,620,620,0.98059,0.99713
2009,1st Quintile,Urban regions,Yes,0.26329,298,1140,0.23771,0.28887
2009,1st Quintile,Urban regions,No,0.73671,842,1140,0.71113,0.76229
2009,1st Quintile,Rural regions,Yes,0.29320,217,652,0.25823,0.32817
2009,1st Quintile,Rural regions,No,0.70680,435,652,0.67183,0.74177
2009,2nd Quintile,Urban regions,Yes,0.08414,90,1143,0.06804,0.10024
2009,2nd Quintile,Urban regions,No,0.91586,1053,1143,0.89976,0.93196
2009,2nd Quintile,Rural regions,Yes,0.07920,69,742,0.05976,0.09865
2009,2nd Quintile,Rural regions,No,0.92080,673,742,0.90135,0.94024
2009,3rd Quintile,Urban regions,Yes,0.02113,33,1190,0.01295,0.02930
2009,3rd Quintile,Urban regions,No,0.97887,1157,1190,0.97070,0.98705
2009,3rd Quintile,Rural regions,Yes,0.04621,32,759,0.03126,0.06116
2009,3rd Quintile,Rural regions,No,0.95379,727,759,0.93884,0.96874
2009,4th Quintile,Urban regions,No,0.98018,1342,1342,0.97272,0.98764
2009,4th Quintile,Rural regions,No,0.97136,675,675,0.95877,0.98395
2009,5th Quintile,Urban regions,No,0.98877,1836,1836,0.98395,0.99359
2009,5th Quintile,Rural regions,No,0.98369,619,619,0.97370,0.99367
2010,1st Quintile,Urban regions,Yes,0.27508,758,2004,0.25553,0.29464
2010,1st Quintile,Urban regions,No,0.72492,1246,2004,0.70536,0.74447
2010,1st Quintile,Rural regions,Yes,0.28723,484,1142,0.26098,0.31349
2010,1st Quintile,Rural regions,No,0.71277,658,1142,0.68651,0.73902
2010,2nd Quintile,Urban regions,Yes,0.08172,183,1758,0.06891,0.09453
2010,2nd Quintile,Urban regions,No,0.91828,1575,1758,0.90547,0.93109
2010,2nd Quintile,Rural regions,Yes,0.07940,132,1161,0.06384,0.09495
2010,2nd Quintile,Rural regions,No,0.92060,1029,1161,0.90505,0.93616
2010,3rd Quintile,Urban regions,Yes,0.01949,46,1551,0.01261,0.02638
2010,3rd Quintile,Urban regions,No,0.98051,1505,1551,0.97362,0.98739
2010,3rd Quintile,Rural regions,Yes,0.03704,41,1006,0.02537,0.04872
2010,3rd Quintile,Rural regions,No,0.96296,965,1006,0.95128,0.97463
2010,4th Quintile,Urban regions,No,0.98603,1642,1642,0.98036,0.99171
2010,4th Quintile,Rural regions,No,0.98085,775,775,0.97119,0.99051
2010,5th Quintile,Urban regions,No,0.99110,2087,2087,0.98707,0.99513
2010,5th Quintile,Rural regions,No,0.98796,605,605,0.97926,0.99666
2011,1st Quintile,Urban regions,Yes,0.28671,856,2262,0.26807,0.30535
2011,1st Quintile,Urban regions,No,0.71329,1406,2262,0.69465,0.73193
2011,1st Quintile,Rural regions,Yes,0.30528,578,1411,0.28124,0.32932
2011,1st Quintile,Rural regions,No,0.69472,833,1411,0.67068,0.71876
2011,2nd Quintile,Urban regions,Yes,0.06175,198,1999,0.05120,0.07231
2011,2nd Quintile,Urban regions,No,0.93825,1801,1999,0.92769,0.94880
2011,2nd Quintile,Rural regions,Yes,0.07757,152,1367,0.06339,0.09176
2011,2nd Quintile,Rural regions,No,0.92243,1215,1367,0.90824,0.93661
2011,3rd Quintile,Urban regions,Yes,0.03730,76,1947,0.02888,0.04572
2011,3rd Quintile,Urban regions,No,0.96270,1871,1947,0.95428,0.97112
2011,3rd Quintile,Rural regions,Yes,0.02659,52,1217,0.01755,0.03563
2011,3rd Quintile,Rural regions,No,0.97341,1165,1217,0.96437,0.98245
2011,4th Quintile,Urban regions,Yes,0.01460,36,2036,0.00939,0.01981
2011,4th Quintile,Urban regions,No,0.98540,2000,2036,0.98019,0.99061
2011,4th Quintile,Rural regions,No,0.97775,951,951,0.96837,0.98713
2011,5th Quintile,Urban regions,No,0.99056,2317,2317,0.98662,0.99450
2011,5th Quintile,Rural regions,No,0.98912,771,771,0.98179,0.99645
2012,1st Quintile,Urban regions,Yes,0.26431,769,2168,0.24574,0.28287
2012,1st Quintile,Urban regions,No,0.73569,1399,2168,0.71713,0.75426
2012,1st Quintile,Rural regions,Yes,0.31873,555,1384,0.29417,0.34329
2012,1st Quintile,Rural regions,No,0.68127,829,1384,0.65671,0.70583
2012,2nd Quintile,Urban regions,Yes,0.07446,205,1990,0.06292,0.08600
2012,2nd Quintile,Urban regions,No,0.92554,1785,1990,0.91400,0.93708
2012,2nd Quintile,Rural regions,Yes,0.06870,120,1271,0.05479,0.08261
2012,2nd Quintile,Rural regions,No,0.93130,1151,1271,0.91739,0.94521
2012,3rd Quintile,Urban regions,Yes,0.03066,70,1917,0.02294,0.03838
2012,3rd Quintile,Urban regions,No,0.96934,1847,1917,0.96162,0.97706
2012,3rd Quintile,Rural regions,Yes,0.03818,59,1221,0.02743,0.04894
2012,3rd Quintile,Rural regions,No,0.96182,1162,1221,0.95106,0.97257
2012,4th Quintile,Urban regions,Yes,0.01665,38,1912,0.01092,0.02239
2012,4th Quintile,Urban regions,No,0.98335,1874,1912,0.97761,0.98908
2012,4th Quintile,Rural regions,No,0.98722,1027,1027,0.98035,0.99409
2012,5th Quintile,Urban regions,No,0.99385,2258,2258,0.99062,0.99707
2012,5th Quintile,Rural regions,No,0.99098,815,815,0.98448,0.99747
2013,1st Quintile,Urban regions,Yes,0.28962,1009,2738,0.27263,0.30661
2013,1st Quintile,Urban regions,No,0.71038,1729,2738,0.69339,0.72737
2013,1st Quintile,Rural regions,Yes,0.32595,567,1452,0.30183,0.35007
2013,1st Quintile,Rural regions,No,0.67405,885,1452,0.64993,0.69817
2013,2nd Quintile,Urban regions,Yes,0.07238,259,2358,0.06192,0.08284
2013,2nd Quintile,Urban regions,No,0.92762,2099,2358,0.91716,0.93808
2013,2nd Quintile,Rural regions,Yes,0.06969,140,1435,0.05651,0.08287
2013,2nd Quintile,Rural regions,No,0.93031,1295,1435,0.91713,0.94349
2013,3rd Quintile,Urban regions,Yes,0.03235,90,2119,0.02481,0.03988
2013,3rd Quintile,Urban regions,No,0.96765,2029,2119,0.96012,0.97519
2013,3rd Quintile,Rural regions,Yes,0.02953,49,1200,0.01995,0.03911
2013,3rd Quintile,Rural regions,No,0.97047,1151,1200,0.96089,0.98005
2013,4th Quintile,Urban regions,No,0.99028,1983,1983,0.98596,0.99460
2013,4th Quintile,Rural regions,No,0.97926,1017,1017,0.97050,0.98802
2013,5th Quintile,Urban regions,No,0.98691,2401,2401,0.98237,0.99146
2013,5th Quintile,Rural regions,No,0.98877,761,761,0.98128,0.99626
2014,1st Quintile,Urban regions,Yes,0.28317,845,2208,0.26437,0.30196
2014,1st Quintile,Urban regions,No,0.71683,1363,2208,0.69804,0.73563
2014,1st Quintile,Rural regions,Yes,0.32860,479,1218,0.30221,0.35499
2014,1st Quintile,Rural regions,No,0.67140,739,1218,0.64501,0.69779
2014,2nd Quintile,Urban regions,Yes,0.08316,225,2014,0.07109,0.09522
2014,2nd Quintile,Urban regions,No,0.91684,1789,2014,0.90478,0.92891
2014,2nd Quintile,Rural regions,Yes,0.08152,129,1273,0.06648,0.09655
2014,2nd Quintile,Rural regions,No,0.91848,1144,1273,0.90345,0.93352
2014,3rd Quintile,Urban regions,Yes,0.02654,73,1930,0.01937,0.03372
2014,3rd Quintile,Urban regions,No,0.97346,1857,1930,0.96628,0.98063
2014,3rd Quintile,Rural regions,Yes,0.02342,36,1154,0.01469,0.03216
2014,3rd Quintile,Rural regions,No,0.97658,1118,1154,0.96784,0.98531
2014,4th Quintile,Urban regions,Yes,0.01759,31,1918,0.01171,0.02348
2014,4th Quintile,Urban regions,No,0.98241,1887,1918,0.97652,0.98829
2014,4th Quintile,Rural regions,No,0.97890,952,952,0.96976,0.98803
2014,5th Quintile,Urban regions,No,0.99372,2219,2219,0.99043,0.99701
2014,5th Quintile,Rural regions,No,0.98804,745,745,0.98023,0.99585
2015,1st Quintile,Urban regions,Yes,0.29349,861,2283,0.27481,0.31218
2015,1st Quintile,Urban regions,No,0.70651,1422,2283,0.68782,0.72519
2015,1st Quintile,Rural regions,Yes,0.32842,482,1222,0.30208,0.35476
2015,1st Quintile,Rural regions,No,0.67158,740,1222,0.64524,0.69792
2015,2nd Quintile,Urban regions,Yes,0.08056,208,2011,0.06866,0.09246
2015,2nd Quintile,Urban regions,No,0.91944,1803,2011,0.90754,0.93134
2015,2nd Quintile,Rural regions,Yes,0.06102,112,1289,0.04795,0.07409
2015,2nd Quintile,Rural regions,No,0.93898,1177,1289,0.92591,0.95205
2015,3rd Quintile,Urban regions,Yes,0.03142,72,1870,0.02351,0.03933
2015,3rd Quintile,Urban regions,No,0.96858,1798,1870,0.96067,0.97649
2015,3rd Quintile,Rural regions,Yes,0.01758,34,1075,0.00972,0.02544
2015,3rd Quintile,Rural regions,No,0.98242,1041,1075,0.97456,0.99028
2015,4th Quintile,Urban regions,Yes,0.02182,36,1823,0.01511,0.02853
2015,4th Quintile,Urban regions,No,0.97818,1787,1823,0.97147,0.98489
2015,4th Quintile,Rural regions,No,0.98008,912,912,0.97101,0.98915
2015,5th Quintile,Urban regions,No,0.98894,2164,2164,0.98453,0.99334
2015,5th Quintile,Rural regions,No,0.99351,717,717,0.98763,0.99939
2016,1st Quintile,Urban regions,Yes,0.30077,749,1976,0.28054,0.32099
2016,1st Quintile,Urban regions,No,0.69923,1227,1976,0.67901,0.71946
2016,1st Quintile,Rural regions,Yes,0.33144,433,1099,0.30360,0.35929
2016,1st Quintile,Rural regions,No,0.66856,666,1099,0.64071,0.69640
2016,2nd Quintile,Urban regions,Yes,0.07714,189,1831,0.06492,0.08937
2016,2nd Quintile,Urban regions,No,0.92286,1642,1831,0.91063,0.93508
2016,2nd Quintile,Rural regions,Yes,0.05005,86,1172,0.03756,0.06253
2016,2nd Quintile,Rural regions,No,0.94995,1086,1172,0.93747,0.96244
2016,3rd Quintile,Urban regions,Yes,0.02943,54,1702,0.02140,0.03746
2016,3rd Quintile,Urban regions,No,0.97057,1648,1702,0.96254,0.97860
2016,3rd Quintile,Rural regions,No,0.97927,969,969,0.97030,0.98825
2016,4th Quintile,Urban regions,Yes,0.01466,35,1738,0.00901,0.02032
2016,4th Quintile,Urban regions,No,0.98534,1703,1738,0.97968,0.99099
2016,4th Quintile,Rural regions,No,0.98687,869,869,0.97930,0.99445
2016,5th Quintile,Urban regions,No,0.99525,2012,2012,0.99225,0.99826
2016,5th Quintile,Rural regions,No,0.99285,681,681,0.98652,0.99918
2017,1st Quintile,Urban regions,Yes,0.28003,1126,3032,0.26404,0.29601
2017,1st Quintile,Urban regions,No,0.71997,1906,3032,0.70399,0.73596
2017,1st Quintile,Rural regions,Yes,0.32351,575,1590,0.30050,0.34651
2017,1st Quintile,Rural regions,No,0.67649,1015,1590,0.65349,0.69950
2017,2nd Quintile,Urban regions,Yes,0.08024,244,2009,0.06835,0.09212
2017,2nd Quintile,Urban regions,No,0.91976,1765,2009,0.90788,0.93165
2017,2nd Quintile,Rural regions,Yes,0.04085,91,1282,0.03001,0.05169
2017,2nd Quintile,Rural regions,No,0.95915,1191,1282,0.94831,0.96999
2017,3rd Quintile,Urban regions,Yes,0.02251,58,1892,0.01582,0.02919
2017,3rd Quintile,Urban regions,No,0.97749,1834,1892,0.97081,0.98418
2017,3rd Quintile,Rural regions,Yes,0.01271,37,1179,0.00631,0.01911
2017,3rd Quintile,Rural regions,No,0.98729,1142,1179,0.98089,0.99369
2017,4th Quintile,Urban regions,No,0.98821,1960,1960,0.98342,0.99299
2017,4th Quintile,Rural regions,No,0.99448,1000,1000,0.98988,0.99907
2017,5th Quintile,Urban regions,No,0.99274,2277,2277,0.98925,0.99623
2017,5th Quintile,Rural regions,No,0.99553,753,753,0.99076,1.00030
2018,1st Quintile,Urban regions,Yes,0.26274,1561,3566,0.24830,0.27719
2018,1st Quintile,Urban regions,No,0.73726,2005,3566,0.72281,0.75170
2018,1st Quintile,Rural regions,Yes,0.31562,791,1762,0.29391,0.33733
2018,1st Quintile,Rural regions,No,0.68438,971,1762,0.66267,0.70609
2018,2nd Quintile,Urban regions,Yes,0.06218,282,2142,0.05195,0.07241
2018,2nd Quintile,Urban regions,No,0.93782,1860,2142,0.92759,0.94805
2018,2nd Quintile,Rural regions,Yes,0.04990,97,1276,0.03795,0.06185
2018,2nd Quintile,Rural regions,No,0.95010,1179,1276,0.93815,0.96205
2018,3rd Quintile,Urban regions,Yes,0.02710,96,1881,0.01976,0.03444
2018,3rd Quintile,Urban regions,No,0.97290,1785,1881,0.96556,0.98024
2018,3rd Quintile,Rural regions,Yes,0.01639,36,1088,0.00884,0.02394
2018,3rd Quintile,Rural regions,No,0.98361,1052,1088,0.97606,0.99116
2018,4th Quintile,Urban regions,Yes,0.01499,45,1922,0.00956,0.02042
2018,4th Quintile,Urban regions,No,0.98501,1877,1922,0.97958,0.99044
2018,4th Quintile,Rural regions,No,0.98886,941,941,0.98216,0.99557
2018,5th Quintile,Urban regions,No,0.98968,2196,2196,0.98545,0.99391
2018,5th Quintile,Rural regions,No,0.99830,762,762,0.99537,1.00123
2019,1st Quintile,No answer / don't know,No,0.84129,87,87,0.76406,0.91852
2019,1st Quintile,Urban regions,Yes,0.25122,1626,3329,0.23649,0.26596
2019,1st Quintile,Urban regions,No,0.74878,1703,3329,0.73404,0.76351
2019,1st Quintile,Rural regions,Yes,0.31782,764,1583,0.29487,0.34076
2019,1st Quintile,Rural regions,No,0.68218,819,1583,0.65924,0.70513
2019,2nd Quintile,No answer / don't know,No,0.90482,91,91,0.84419,0.96545
2019,2nd Quintile,Urban regions,Yes,0.05415,193,1853,0.04384,0.06446
2019,2nd Quintile,Urban regions,No,0.94585,1660,1853,0.93554,0.95616
2019,2nd Quintile,Rural regions,Yes,0.03849,75,1181,0.02751,0.04947
2019,2nd Quintile,Rural regions,No,0.96151,1106,1181,0.95053,0.97249
2019,3rd Quintile,No answer / don't know,No,0.97937,75,75,0.94698,1.01176
2019,3rd Quintile,Urban regions,Yes,0.02674,66,1772,0.01922,0.03425
2019,3rd Quintile,Urban regions,No,0.97326,1706,1772,0.96575,0.98078
2019,3rd Quintile,Rural regions,No,0.98654,1002,1002,0.97941,0.99368
2019,4th Quintile,No answer / don't know,No,0.97605,73,73,0.94074,1.01137
2019,4th Quintile,Urban regions,No,0.98824,1830,1830,0.98330,0.99318
2019,4th Quintile,Rural regions,No,0.98358,965,965,0.97556,0.99160
2019,5th Quintile,No answer / don't know,No,0.99664,107,107,0.98562,1.00766
2019,5th Quintile,Urban regions,No,0.99783,3064,3064,0.99618,0.99948
2019,5th Quintile,Rural regions,No,0.99857,1138,1138,0.99637,1.00077
2020,Not included in this version of the questionnaire,Urban regions,No,0.93360,155,155,0.89428,0.97293
2020,1st Quintile,Urban regions,Yes,0.24140,2004,4341,0.22866,0.25413
2020,1st Quintile,Urban regions,No,0.75860,2337,4341,0.74587,0.77134
2020,1st Quintile,Rural regions,Yes,0.28823,668,1693,0.26665,0.30981
2020,1st Quintile,Rural regions,No,0.71177,1025,1693,0.69019,0.73335
2020,2nd Quintile,Urban regions,Yes,0.05729,211,2206,0.04759,0.06699
2020,2nd Quintile,Urban regions,No,0.94271,1995,2206,0.93301,0.95241
2020,2nd Quintile,Rural regions,Yes,0.04787,90,1252,0.03604,0.05970
2020,2nd Quintile,Rural regions,No,0.95213,1162,1252,0.94030,0.96396
2020,3rd Quintile,Urban regions,Yes,0.02642,55,1848,0.01910,0.03373
2020,3rd Quintile,Urban regions,No,0.97358,1793,1848,0.96627,0.98090
2020,3rd Quintile,Rural regions,No,0.98666,981,981,0.97948,0.99384
2020,4th Quintile,Urban regions,No,0.99118,1882,1882,0.98695,0.99540
2020,4th Quintile,Rural regions,No,0.99026,911,911,0.98388,0.99664
2020,5th Quintile,Urban regions,No,0.99563,2713,2713,0.99315,0.99811
2020,5th Quintile,Rural regions,No,0.99128,961,961,0.98540,0.99716
2021,Not included in this version of the questionnaire,Urban regions,No,0.98553,36,36,0.94596,1.02509
2021,1st Quintile,Urban regions,Yes,0.22136,865,2291,0.20435,0.23836
2021,1st Quintile,Urban regions,No,0.77864,1426,2291,0.76164,0.79565
2021,1st Quintile,Rural regions,Yes,0.22805,299,924,0.20098,0.25512
2021,1st Quintile,Rural regions,No,0.77195,625,924,0.74488,0.79902
2021,2nd Quintile,Urban regions,Yes,0.05256,173,1485,0.04120,0.06391
2021,2nd Quintile,Urban regions,No,0.94744,1312,1485,0.93609,0.95880
2021,2nd Quintile,Rural regions,Yes,0.03487,58,878,0.02273,0.04701
2021,2nd Quintile,Rural regions,No,0.96513,820,878,0.95299,0.97727
2021,3rd Quintile,Urban regions,Yes,0.01861,47,1335,0.01135,0.02586
2021,3rd Quintile,Urban regions,No,0.98139,1288,1335,0.97414,0.98865
2021,3rd Quintile,Rural regions,No,0.97866,712,712,0.96803,0.98928
2021,4th Quintile,Urban regions,Yes,0.01616,32,1403,0.00956,0.02275
2021,4th Quintile,Urban regions,No,0.98384,1371,1403,0.97725,0.99044
2021,4th Quintile,Rural regions,No,0.99030,673,673,0.98288,0.99771
2021,5th Quintile,Urban regions,No,0.99362,2003,2003,0.99013,0.99711
2021,5th Quintile,Rural regions,No,0.99161,683,683,0.98477,0.99846
2022,Not included in this version of the questionnaire,Urban regions,No,0.97483,157,157,0.95024,0.99941
2022,Not included in this version of the questionnaire,Rural regions,No,0.95683,35,35,0.88852,1.02515
2022,1st Quintile,Urban regions,Yes,0.16909,680,3598,0.15684,0.18134
2022,1st Quintile,Urban regions,No,0.83091,2918,3598,0.81866,0.84316
2022,1st Quintile,Rural regions,Yes,0.13507,271,1597,0.11831,0.15184
2022,1st Quintile,Rural regions,No,0.86493,1326,1597,0.84816,0.88169
2022,2nd Quintile,Urban regions,Yes,0.06725,241,2764,0.05791,0.07659
2022,2nd Quintile,Urban regions,No,0.93275,2523,2764,0.92341,0.94209
2022,2nd Quintile,Rural regions,Yes,0.03822,70,1371,0.02807,0.04837
2022,2nd Quintile,Rural regions,No,0.96178,1301,1371,0.95163,0.97193
2022,3rd Quintile,Urban regions,Yes,0.01713,64,2310,0.01184,0.02243
2022,3rd Quintile,Urban regions,No,0.98287,2246,2310,0.97757,0.98816
2022,3rd Quintile,Rural regions,No,0.98033,1119,1119,0.97219,0.98847
2022,4th Quintile,Urban regions,Yes,0.01014,33,2347,0.00609,0.01419
2022,4th Quintile,Urban regions,No,0.98986,2314,2347,0.98581,0.99391
2022,4th Quintile,Rural regions,No,0.99148,1056,1056,0.98593,0.99702
2022,5th Quintile,Urban regions,No,0.99502,2751,2751,0.99239,0.99765
2022,5th Quintile,Rural regions,No,0.99073,1017,1017,0.98483,0.99662
