year,regtyp,sampreg,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Urban regions,West,No,0.90638,7296,8165,0.90007,0.91270
2016,Urban regions,East,Yes,0.12449,167,1108,0.10505,0.14394
2016,Urban regions,East,No,0.85237,941,1108,0.83148,0.87327
2016,Rural regions,West,Yes,0.05964,270,2918,0.05104,0.06823
2016,Rural regions,West,No,0.91332,2648,2918,0.90311,0.92354
2016,Rural regions,East,Yes,0.13159,294,1917,0.11645,0.14672
2016,Rural regions,East,No,0.84478,1623,1917,0.82857,0.86100
2017,Urban regions,West,Yes,0.07363,1266,9917,0.06849,0.07877
2017,Urban regions,West,No,0.90992,8651,9917,0.90428,0.91555
2017,Urban regions,East,Yes,0.10374,204,1334,0.08737,0.12011
2017,Urban regions,East,No,0.87434,1130,1334,0.85655,0.89214
2017,Rural regions,West,Yes,0.05673,380,3522,0.04909,0.06437
2017,Rural regions,West,No,0.92558,3142,3522,0.91691,0.93424
2017,Rural regions,East,Yes,0.11997,338,2307,0.10670,0.13323
2017,Rural regions,East,No,0.86220,1969,2307,0.84813,0.87627
2018,Urban regions,West,Yes,0.07036,1758,10430,0.06545,0.07527
2018,Urban regions,West,No,0.92143,8672,10430,0.91626,0.92659
2018,Urban regions,East,Yes,0.09697,251,1402,0.08147,0.11246
2018,Urban regions,East,No,0.87749,1151,1402,0.86032,0.89466
2018,Rural regions,West,Yes,0.06578,507,3546,0.05761,0.07394
2018,Rural regions,West,No,0.91556,3039,3546,0.90640,0.92471
2018,Rural regions,East,Yes,0.10984,433,2334,0.09715,0.12253
2018,Rural regions,East,No,0.87211,1901,2334,0.85856,0.88566
2019,Urban regions,West,Yes,0.06563,1681,10489,0.06089,0.07037
2019,Urban regions,West,No,0.92602,8808,10489,0.92102,0.93103
2019,Urban regions,East,Yes,0.08832,234,1413,0.07352,0.10312
2019,Urban regions,East,No,0.88417,1179,1413,0.86748,0.90086
2019,Rural regions,West,Yes,0.06054,520,3531,0.05267,0.06840
2019,Rural regions,West,No,0.92643,3011,3531,0.91782,0.93504
2019,Rural regions,East,Yes,0.10440,358,2390,0.09214,0.11666
2019,Rural regions,East,No,0.87676,2032,2390,0.86358,0.88995
2020,Urban regions,West,Yes,0.06200,2042,11686,0.05763,0.06638
2020,Urban regions,West,No,0.91503,9644,11686,0.90998,0.92009
2020,Urban regions,East,Yes,0.09089,281,1512,0.07640,0.10539
2020,Urban regions,East,No,0.88237,1231,1512,0.86613,0.89861
2020,Rural regions,West,Yes,0.05800,490,3577,0.05034,0.06566
2020,Rural regions,West,No,0.92177,3087,3577,0.91297,0.93057
2020,Rural regions,East,Yes,0.09946,318,2287,0.08719,0.11173
2020,Rural regions,East,No,0.88159,1969,2287,0.86835,0.89484
2021,Urban regions,West,Yes,0.06071,977,7547,0.05532,0.06610
2021,Urban regions,West,No,0.93214,6570,7547,0.92646,0.93781
2021,Urban regions,East,Yes,0.06775,159,1025,0.05236,0.08314
2021,Urban regions,East,No,0.92474,866,1025,0.90858,0.94090
2021,Rural regions,West,Yes,0.04990,224,2367,0.04113,0.05868
2021,Rural regions,West,No,0.94199,2143,2367,0.93258,0.95141
2021,Rural regions,East,Yes,0.08007,166,1545,0.06653,0.09361
2021,Rural regions,East,No,0.90963,1379,1545,0.89533,0.92393
2022,Urban regions,West,Yes,0.05107,890,12231,0.04717,0.05498
2022,Urban regions,West,No,0.93224,11341,12231,0.92779,0.93670
2022,Urban regions,East,Yes,0.06475,150,1718,0.05311,0.07639
2022,Urban regions,East,No,0.90345,1568,1718,0.88948,0.91742
2022,Rural regions,West,Yes,0.03603,197,3628,0.02997,0.04210
2022,Rural regions,West,No,0.94850,3431,3628,0.94131,0.95569
2022,Rural regions,East,Yes,0.05082,186,2609,0.04239,0.05925
2022,Rural regions,East,No,0.93054,2423,2609,0.92078,0.94029
