"hlc0052","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2006","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","Alleinerziehende","2","319","0.778941148362797","0.737810458820388","0.820071837905207"
"Nein","2006","Alleinerziehende","3","236","0.923913803043701","0.89098188061559","0.956845725471812"
"Nein","2006","Alleinerziehende","4","204","0.984333108396784","0.967375017974158","1.00129119881941"
"Nein","2006","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","Paar mit Kind(ern)","2","2831","0.930501240624264","0.921514505742373","0.939487975506155"
"Nein","2006","Paar mit Kind(ern)","3","2856","0.958603974419302","0.951431298623127","0.965776650215478"
"Nein","2006","Paar mit Kind(ern)","4","2718","0.976210090786765","0.970542112344818","0.981878069228711"
"Nein","2006","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","Sonstige","2","180","0.92895142815525","0.892706802703007","0.965196053607493"
"Nein","2006","Sonstige","3","117","1","1","1"
"Nein","2006","Sonstige","4","112","0.996017825242655","0.984606163946144","1.00742948653917"
"Nein","2006","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","1-Pers.- Haushalt","2","34","0.0615620982769192","0.041232891887679","0.0818913046661594"
"Ja","2007","1-Pers.- Haushalt","3","18","","",""
"Ja","2007","1-Pers.- Haushalt","4","8","","",""
"Ja","2007","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","(Ehe-)Paar ohne Kind(er)","2","74","0.0459981958572757","0.0344407089367547","0.0575556827777967"
"Ja","2007","(Ehe-)Paar ohne Kind(er)","3","62","0.0414230042213665","0.0313723596459531","0.0514736487967799"
"Ja","2007","(Ehe-)Paar ohne Kind(er)","4","40","0.0252763449547802","0.0180571618257594","0.0324955280838009"
"Ja","2007","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","Alleinerziehende","2","114","0.337840791477624","0.290899715310166","0.384781867645083"
"Ja","2007","Alleinerziehende","3","13","","",""
"Ja","2007","Alleinerziehende","4","4","","",""
"Ja","2007","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","Paar mit Kind(ern)","2","312","0.0949706398042363","0.0840646678568128","0.10587661175166"
"Ja","2007","Paar mit Kind(ern)","3","110","0.0290469520682056","0.0228802741636433","0.0352136299727679"
"Ja","2007","Paar mit Kind(ern)","4","59","0.0243126946715198","0.0185656560457879","0.0300597332972516"
"Ja","2007","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","Sonstige","2","15","","",""
"Ja","2007","Sonstige","3","17","","",""
"Ja","2007","Sonstige","4","3","","",""
"Ja","2007","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","1-Pers.- Haushalt","2","503","0.938437901723081","0.918108695333841","0.958767108112321"
"Nein","2007","1-Pers.- Haushalt","3","552","0.967080667029977","0.952433031427997","0.981728302631956"
"Nein","2007","1-Pers.- Haushalt","4","693","0.989943244707194","0.982557008846922","0.997329480567465"
"Nein","2007","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","(Ehe-)Paar ohne Kind(er)","2","1188","0.954001804142724","0.942444317222203","0.965559291063245"
"Nein","2007","(Ehe-)Paar ohne Kind(er)","3","1448","0.958576995778633","0.94852635120322","0.968627640354047"
"Nein","2007","(Ehe-)Paar ohne Kind(er)","4","1776","0.97472365504522","0.967504471916199","0.981942838174241"
"Nein","2007","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","Alleinerziehende","2","276","0.662159208522376","0.615218132354917","0.709100284689834"
"Nein","2007","Alleinerziehende","3","257","0.941571135030456","0.91359378979591","0.969548480265003"
"Nein","2007","Alleinerziehende","4","136","0.984505002447501","0.964045795619477","1.00496420927552"
"Nein","2007","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","Paar mit Kind(ern)","2","2464","0.905029360195764","0.89412338824834","0.915935332143187"
"Nein","2007","Paar mit Kind(ern)","3","2739","0.970953047931794","0.964786370027232","0.977119725836357"
"Nein","2007","Paar mit Kind(ern)","4","2700","0.97568730532848","0.969940266702748","0.981434343954212"
"Nein","2007","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","Sonstige","2","125","0.902133054138866","0.852913532472959","0.951352575804773"
"Nein","2007","Sonstige","3","106","0.807612790595079","0.737952508772257","0.877273072417901"
"Nein","2007","Sonstige","4","92","0.924229930787723","0.871016023971821","0.977443837603625"
"Nein","2007","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","1-Pers.- Haushalt","2","24","","",""
"Ja","2008","1-Pers.- Haushalt","3","13","","",""
"Ja","2008","1-Pers.- Haushalt","4","6","","",""
"Ja","2008","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","(Ehe-)Paar ohne Kind(er)","2","62","0.0640358520977018","0.049515472334191","0.0785562318612127"
"Ja","2008","(Ehe-)Paar ohne Kind(er)","3","48","0.033870000225688","0.0246227032040371","0.0431172972473389"
"Ja","2008","(Ehe-)Paar ohne Kind(er)","4","42","0.0275322371229736","0.0198127925596071","0.0352516816863401"
"Ja","2008","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Alleinerziehende","2","127","0.346478258349076","0.300019929687279","0.392936587010873"
"Ja","2008","Alleinerziehende","3","19","","",""
"Ja","2008","Alleinerziehende","4","5","","",""
"Ja","2008","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Paar mit Kind(ern)","2","238","0.097441859889024","0.0851799835786907","0.109703736199357"
"Ja","2008","Paar mit Kind(ern)","3","104","0.0470347100795257","0.039038619755616","0.0550308004034353"
"Ja","2008","Paar mit Kind(ern)","4","42","0.0170653460940126","0.012057097100579","0.0220735950874463"
"Ja","2008","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Sonstige","2","9","","",""
"Ja","2008","Sonstige","3","5","","",""
"Ja","2008","Sonstige","4","9","","",""
"Ja","2008","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","1-Pers.- Haushalt","2","489","0.960339091859404","0.943450904459197","0.977227279259611"
"Nein","2008","1-Pers.- Haushalt","3","529","0.969887536844267","0.955500138175745","0.98427493551279"
"Nein","2008","1-Pers.- Haushalt","4","671","0.996357470766279","0.991819487705648","1.00089545382691"
"Nein","2008","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","(Ehe-)Paar ohne Kind(er)","2","1030","0.935964147902298","0.921443768138787","0.950484527665809"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","3","1422","0.966129999774312","0.956882702752661","0.975377296795963"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","4","1684","0.972467762877026","0.96474831831366","0.980187207440393"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Alleinerziehende","2","276","0.653521741650924","0.607063412989127","0.699980070312721"
"Nein","2008","Alleinerziehende","3","213","0.931460895186097","0.898948001348036","0.963973789024159"
"Nein","2008","Alleinerziehende","4","195","0.991145792587034","0.978162743183635","1.00412884199043"
"Nein","2008","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Paar mit Kind(ern)","2","2009","0.902558140110976","0.890296263800643","0.914820016421309"
"Nein","2008","Paar mit Kind(ern)","3","2589","0.952965289920474","0.944969199596565","0.960961380244384"
"Nein","2008","Paar mit Kind(ern)","4","2527","0.982934653905987","0.977926404912554","0.987942902899421"
"Nein","2008","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Sonstige","2","88","0.952195687692933","0.909737752819647","0.994653622566219"
"Nein","2008","Sonstige","3","120","0.880521294830293","0.823661109620524","0.937381480040061"
"Nein","2008","Sonstige","4","96","0.925811820926141","0.875683615406888","0.975940026445394"
"Nein","2008","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","1-Pers.- Haushalt","2","36","0.0781189807982291","0.0548056180748151","0.101432343521643"
"Ja","2009","1-Pers.- Haushalt","3","13","","",""
"Ja","2009","1-Pers.- Haushalt","4","10","","",""
"Ja","2009","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","2","56","0.0554138849679003","0.0417817292372111","0.0690460406985894"
"Ja","2009","(Ehe-)Paar ohne Kind(er)","3","30","0.0279127398802952","0.0191193363217179","0.0367061434388726"
"Ja","2009","(Ehe-)Paar ohne Kind(er)","4","30","0.0149235369212235","0.00920018680886411","0.0206468870335829"
"Ja","2009","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Alleinerziehende","2","96","0.301573675969935","0.255429881162261","0.347717470777609"
"Ja","2009","Alleinerziehende","3","16","","",""
"Ja","2009","Alleinerziehende","4","2","","",""
"Ja","2009","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Paar mit Kind(ern)","2","192","0.0932745645573167","0.0812124556880742","0.105336673426559"
"Ja","2009","Paar mit Kind(ern)","3","89","0.0246432129776873","0.0187371028496616","0.0305493231057131"
"Ja","2009","Paar mit Kind(ern)","4","46","0.015229048211631","0.0105540722338407","0.0199040241894213"
"Ja","2009","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","Sonstige","2","15","","",""
"Ja","2009","Sonstige","3","4","","",""
"Ja","2009","Sonstige","4","5","","",""
"Ja","2009","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","1-Pers.- Haushalt","2","473","0.921881019201771","0.898567656478357","0.945194381925185"
"Nein","2009","1-Pers.- Haushalt","3","512","0.988243923637148","0.979023906784435","0.997463940489862"
"Nein","2009","1-Pers.- Haushalt","4","702","0.98462881538886","0.975592361555384","0.993665269222336"
"Nein","2009","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","(Ehe-)Paar ohne Kind(er)","2","1026","0.9445861150321","0.930953959301411","0.958218270762789"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","3","1318","0.972087260119705","0.963293856561127","0.980880663678282"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","4","1694","0.985076463078776","0.979353112966417","0.990799813191136"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Alleinerziehende","2","284","0.698426324030065","0.652282529222391","0.744570118837739"
"Nein","2009","Alleinerziehende","3","242","0.944077092263345","0.916039750196267","0.972114434330423"
"Nein","2009","Alleinerziehende","4","191","0.992813063817971","0.980895840647854","1.00473028698809"
"Nein","2009","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Paar mit Kind(ern)","2","2041","0.906725435442683","0.894663326573441","0.918787544311926"
"Nein","2009","Paar mit Kind(ern)","3","2558","0.975356787022313","0.969450676894287","0.981262897150338"
"Nein","2009","Paar mit Kind(ern)","4","2590","0.984770951788369","0.980095975810579","0.989445927766159"
"Nein","2009","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","Sonstige","2","86","0.849239897012771","0.779457511562089","0.919022282463454"
"Nein","2009","Sonstige","3","89","0.978519687469851","0.949054331059276","1.00798504388043"
"Nein","2009","Sonstige","4","80","0.889616758994949","0.822998745720189","0.956234772269709"
"Nein","2009","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","1-Pers.- Haushalt","2","24","","",""
"Ja","2010","1-Pers.- Haushalt","3","12","","",""
"Ja","2010","1-Pers.- Haushalt","4","4","","",""
"Ja","2010","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","(Ehe-)Paar ohne Kind(er)","2","44","0.047986166254218","0.0344515797161783","0.0615207527922578"
"Ja","2010","(Ehe-)Paar ohne Kind(er)","3","26","","",""
"Ja","2010","(Ehe-)Paar ohne Kind(er)","4","16","","",""
"Ja","2010","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Alleinerziehende","2","487","0.334640571317374","0.309357054122593","0.359924088512155"
"Ja","2010","Alleinerziehende","3","49","0.0867920042572802","0.0654266604649548","0.108157348049606"
"Ja","2010","Alleinerziehende","4","12","","",""
"Ja","2010","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Paar mit Kind(ern)","2","529","0.0868439399112539","0.0793648021211413","0.0943230777013665"
"Ja","2010","Paar mit Kind(ern)","3","124","0.0235129312631702","0.0191459748438235","0.0278798876825169"
"Ja","2010","Paar mit Kind(ern)","4","53","0.0183667133669304","0.0143612992031996","0.0223721275306612"
"Ja","2010","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","Sonstige","2","15","","",""
"Ja","2010","Sonstige","3","18","","",""
"Ja","2010","Sonstige","4","9","","",""
"Ja","2010","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","1-Pers.- Haushalt","2","461","0.950152569424709","0.930784100824621","0.969521038024797"
"Nein","2010","1-Pers.- Haushalt","3","478","0.974060746515193","0.95998660839786","0.988134884632526"
"Nein","2010","1-Pers.- Haushalt","4","672","0.993402356991935","0.987299520388138","0.999505193595732"
"Nein","2010","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","(Ehe-)Paar ohne Kind(er)","2","914","0.952013833745782","0.938479247207742","0.965548420283822"
"Nein","2010","(Ehe-)Paar ohne Kind(er)","3","1294","0.981516331769148","0.974250188229588","0.988782475308707"
"Nein","2010","(Ehe-)Paar ohne Kind(er)","4","1662","0.994949724520275","0.991558080877298","0.998341368163253"
"Nein","2010","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Alleinerziehende","2","851","0.665359428682626","0.640075911487845","0.690642945877407"
"Nein","2010","Alleinerziehende","3","618","0.91320799574272","0.891842651950394","0.934573339535045"
"Nein","2010","Alleinerziehende","4","510","0.988939140552395","0.979967082823327","0.997911198281463"
"Nein","2010","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Paar mit Kind(ern)","2","4917","0.913156060088746","0.905676922298634","0.920635197878859"
"Nein","2010","Paar mit Kind(ern)","3","4501","0.97648706873683","0.972120112317483","0.980854025156176"
"Nein","2010","Paar mit Kind(ern)","4","4264","0.98163328663307","0.977627872469339","0.9856387007968"
"Nein","2010","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","Sonstige","2","115","0.902319326296265","0.851285178419646","0.953353474172883"
"Nein","2010","Sonstige","3","101","0.956474663584797","0.919815511658898","0.993133815510697"
"Nein","2010","Sonstige","4","103","0.821036619504418","0.750045760557479","0.892027478451358"
"Nein","2010","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","1-Pers.- Haushalt","2","46","0.0651165943825619","0.0461488373642891","0.0840843514008348"
"Ja","2011","1-Pers.- Haushalt","3","20","","",""
"Ja","2011","1-Pers.- Haushalt","4","7","","",""
"Ja","2011","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","(Ehe-)Paar ohne Kind(er)","2","50","0.0362596975429582","0.0256564713344787","0.0468629237514377"
"Ja","2011","(Ehe-)Paar ohne Kind(er)","3","44","0.0277694311918694","0.0199448785619807","0.0355939838217582"
"Ja","2011","(Ehe-)Paar ohne Kind(er)","4","18","","",""
"Ja","2011","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Alleinerziehende","2","615","0.358197296902045","0.33474759946302","0.38164699434107"
"Ja","2011","Alleinerziehende","3","66","0.0744285155313293","0.0576408635849912","0.0912161674776674"
"Ja","2011","Alleinerziehende","4","26","","",""
"Ja","2011","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Paar mit Kind(ern)","2","538","0.0662055328500749","0.0596308235652633","0.0727802421348864"
"Ja","2011","Paar mit Kind(ern)","3","165","0.0309414671290226","0.0262195719025648","0.0356633623554803"
"Ja","2011","Paar mit Kind(ern)","4","65","0.0108473116980647","0.00804988213882958","0.0136447412572998"
"Ja","2011","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Sonstige","2","42","0.275130130526704","0.210071052474324","0.340189208579084"
"Ja","2011","Sonstige","3","13","","",""
"Ja","2011","Sonstige","4","4","","",""
"Ja","2011","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","1-Pers.- Haushalt","2","604","0.934883405617438","0.915915648599165","0.953851162635711"
"Nein","2011","1-Pers.- Haushalt","3","631","0.969867909472103","0.956735980549192","0.982999838395014"
"Nein","2011","1-Pers.- Haushalt","4","817","0.988213545412386","0.980844665483808","0.995582425340964"
"Nein","2011","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","(Ehe-)Paar ohne Kind(er)","2","1144","0.963740302457042","0.953137076248562","0.974343528665521"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","3","1650","0.972230568808131","0.964406016178242","0.980055121438019"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","4","2138","0.990142666695815","0.985972510508424","0.994312822883206"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Alleinerziehende","2","991","0.641802703097955","0.61835300565893","0.66525240053698"
"Nein","2011","Alleinerziehende","3","873","0.925571484468671","0.908783832522333","0.942359136415009"
"Nein","2011","Alleinerziehende","4","661","0.965532307479127","0.951890898404758","0.979173716553495"
"Nein","2011","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Paar mit Kind(ern)","2","4956","0.933794467149925","0.927219757865113","0.940369176434737"
"Nein","2011","Paar mit Kind(ern)","3","5001","0.969058532870978","0.96433663764452","0.973780428097435"
"Nein","2011","Paar mit Kind(ern)","4","5202","0.989152688301935","0.9863552587427","0.99195011786117"
"Nein","2011","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Sonstige","2","139","0.724869869473296","0.659810791420917","0.789928947525676"
"Nein","2011","Sonstige","3","127","0.936670005482307","0.896325712872145","0.977014298092468"
"Nein","2011","Sonstige","4","115","0.939399262136207","0.896530724011557","0.982267800260858"
"Nein","2011","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","1-Pers.- Haushalt","2","55","0.0957930914818594","0.0726456339484589","0.11894054901526"
"Ja","2012","1-Pers.- Haushalt","3","16","","",""
"Ja","2012","1-Pers.- Haushalt","4","8","","",""
"Ja","2012","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","(Ehe-)Paar ohne Kind(er)","2","46","0.0396398202794483","0.0282130896335258","0.0510665509253709"
"Ja","2012","(Ehe-)Paar ohne Kind(er)","3","50","0.0222322954892855","0.0152927098168002","0.0291718811617709"
"Ja","2012","(Ehe-)Paar ohne Kind(er)","4","18","","",""
"Ja","2012","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","Alleinerziehende","2","666","0.352899957869709","0.330082899377887","0.37571701636153"
"Ja","2012","Alleinerziehende","3","87","0.0968061599380204","0.0770666467434083","0.116545673132633"
"Ja","2012","Alleinerziehende","4","13","","",""
"Ja","2012","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","Paar mit Kind(ern)","2","562","0.0927161071294114","0.0845493358074255","0.100882878451397"
"Ja","2012","Paar mit Kind(ern)","3","170","0.0214068167185344","0.017492437737106","0.0253211956999628"
