year,hhtyp,sampreg,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Other Combinations,West,No,0.96125,57,57,0.91070,1.01180
2009,Single-person household,West,Yes,0.06485,121,2120,0.05436,0.07533
2009,Single-person household,West,No,0.93515,1999,2120,0.92467,0.94564
2009,Single-person household,East,Yes,0.15378,116,726,0.12752,0.18004
2009,Single-person household,East,No,0.84622,610,726,0.81996,0.87248
2009,Couple without children,West,Yes,0.03753,75,2598,0.03022,0.04484
2009,Couple without children,West,No,0.96247,2523,2598,0.95516,0.96978
2009,Couple without children,East,Yes,0.06791,59,951,0.05191,0.08391
2009,Couple without children,East,No,0.93209,892,951,0.91609,0.94809
2009,Single parent,West,Yes,0.23078,98,461,0.19228,0.26929
2009,Single parent,West,No,0.76922,363,461,0.73071,0.80772
2009,Single parent,East,Yes,0.58280,80,172,0.50889,0.65671
2009,Single parent,East,No,0.41720,92,172,0.34329,0.49111
2009,Couple with children,West,Yes,0.06717,151,2331,0.05701,0.07733
2009,Couple with children,West,No,0.93283,2180,2331,0.92267,0.94299
2009,Couple with children,East,Yes,0.15807,95,676,0.13055,0.18559
2009,Couple with children,East,No,0.84193,581,676,0.81441,0.86945
2009,Multi-generational household,West,No,0.85621,45,45,0.75254,0.95989
2009,Other Combinations,West,No,0.98545,55,55,0.95350,1.01739
2010,Single-person household,West,Yes,0.06328,116,2017,0.05265,0.07390
2010,Single-person household,West,No,0.93672,1901,2017,0.92610,0.94735
2010,Single-person household,East,Yes,0.14393,95,681,0.11754,0.17031
2010,Single-person household,East,No,0.85607,586,681,0.82969,0.88246
2010,Couple without children,West,Yes,0.02450,50,2473,0.01840,0.03059
2010,Couple without children,West,No,0.97550,2423,2473,0.96941,0.98160
2010,Couple without children,East,Yes,0.07170,58,898,0.05481,0.08858
2010,Couple without children,East,No,0.92830,840,898,0.91142,0.94519
2010,Single parent,West,Yes,0.27809,468,1437,0.25492,0.30127
2010,Single parent,West,No,0.72191,969,1437,0.69873,0.74508
2010,Single parent,East,Yes,0.49450,208,411,0.44611,0.54290
2010,Single parent,East,No,0.50550,203,411,0.45710,0.55389
2010,Couple with children,West,Yes,0.07739,466,4579,0.06965,0.08513
2010,Couple with children,West,No,0.92261,4113,4579,0.91487,0.93035
2010,Couple with children,East,Yes,0.13443,213,1133,0.11456,0.15430
2010,Couple with children,East,No,0.86557,920,1133,0.84570,0.88544
2010,Multi-generational household,West,No,0.84956,66,66,0.76265,0.93647
2010,Other Combinations,West,No,0.95176,50,50,0.89176,1.01176
2011,Single-person household,West,Yes,0.06913,181,2625,0.05943,0.07884
2011,Single-person household,West,No,0.93087,2444,2625,0.92116,0.94057
2011,Single-person household,East,Yes,0.14613,122,878,0.12275,0.16951
2011,Single-person household,East,No,0.85387,756,878,0.83049,0.87725
2011,Couple without children,West,Yes,0.02599,74,3263,0.02053,0.03146
2011,Couple without children,West,No,0.97401,3189,3263,0.96854,0.97947
2011,Couple without children,East,Yes,0.08442,81,1073,0.06777,0.10106
2011,Couple without children,East,No,0.91558,992,1073,0.89894,0.93223
2011,Single parent,West,Yes,0.28327,567,1770,0.26227,0.30427
2011,Single parent,West,No,0.71673,1203,1770,0.69573,0.73773
2011,Single parent,East,Yes,0.47602,265,517,0.43293,0.51912
2011,Single parent,East,No,0.52398,252,517,0.48088,0.56707
2011,Couple with children,West,Yes,0.07241,450,4840,0.06511,0.07971
2011,Couple with children,West,No,0.92759,4390,4840,0.92029,0.93489
2011,Couple with children,East,Yes,0.13433,217,1154,0.11464,0.15401
2011,Couple with children,East,No,0.86567,937,1154,0.84599,0.88536
2011,Multi-generational household,West,No,0.88227,72,72,0.80731,0.95724
2011,Other Combinations,West,No,0.89092,70,70,0.81737,0.96448
2012,Single-person household,West,Yes,0.07099,192,2731,0.06136,0.08063
2012,Single-person household,West,No,0.92901,2539,2731,0.91937,0.93864
2012,Single-person household,East,Yes,0.16155,146,929,0.13787,0.18523
2012,Single-person household,East,No,0.83845,783,929,0.81477,0.86213
2012,Couple without children,West,Yes,0.02322,78,3303,0.01808,0.02836
2012,Couple without children,West,No,0.97678,3225,3303,0.97164,0.98192
2012,Couple without children,East,Yes,0.06981,85,1102,0.05476,0.08486
2012,Couple without children,East,No,0.93019,1017,1102,0.91514,0.94524
2012,Single parent,West,Yes,0.27228,498,1656,0.25083,0.29372
2012,Single parent,West,No,0.72772,1158,1656,0.70628,0.74917
2012,Single parent,East,Yes,0.47392,251,493,0.42979,0.51804
2012,Single parent,East,No,0.52608,242,493,0.48196,0.57021
2012,Couple with children,West,Yes,0.06430,382,4535,0.05716,0.07144
2012,Couple with children,West,No,0.93570,4153,4535,0.92856,0.94284
2012,Couple with children,East,Yes,0.14210,189,1057,0.12104,0.16316
2012,Couple with children,East,No,0.85790,868,1057,0.83684,0.87896
2012,Multi-generational household,West,No,0.82333,71,71,0.73399,0.91268
2012,Other Combinations,West,No,0.93380,67,67,0.87382,0.99379
2013,Single-person household,West,Yes,0.07557,247,2911,0.06597,0.08518
2013,Single-person household,West,No,0.92443,2664,2911,0.91482,0.93403
2013,Single-person household,East,Yes,0.16162,145,891,0.13744,0.18581
2013,Single-person household,East,No,0.83838,746,891,0.81419,0.86256
2013,Couple without children,West,Yes,0.02921,132,3487,0.02362,0.03480
2013,Couple without children,West,No,0.97079,3355,3487,0.96520,0.97638
2013,Couple without children,East,Yes,0.06395,83,1092,0.04943,0.07846
2013,Couple without children,East,No,0.93605,1009,1092,0.92154,0.95057
2013,Single parent,West,Yes,0.28150,546,1750,0.26043,0.30258
2013,Single parent,West,No,0.71850,1204,1750,0.69742,0.73957
2013,Single parent,East,Yes,0.41604,212,468,0.37133,0.46074
2013,Single parent,East,No,0.58396,256,468,0.53926,0.62867
2013,Couple with children,West,Yes,0.07105,534,5401,0.06420,0.07790
2013,Couple with children,West,No,0.92895,4867,5401,0.92210,0.93580
2013,Couple with children,East,Yes,0.12195,192,1055,0.10219,0.14170
2013,Couple with children,East,No,0.87805,863,1055,0.85830,0.89781
2013,Multi-generational household,West,No,0.80770,86,86,0.72392,0.89148
2013,Other Combinations,West,Yes,0.12474,54,320,0.08848,0.16099
2013,Other Combinations,West,No,0.87526,266,320,0.83901,0.91152
2014,Single-person household,West,Yes,0.07905,229,2654,0.06878,0.08932
2014,Single-person household,West,No,0.92095,2425,2654,0.91068,0.93122
2014,Single-person household,East,Yes,0.16287,136,878,0.13843,0.18731
2014,Single-person household,East,No,0.83713,742,878,0.81269,0.86157
2014,Couple without children,West,Yes,0.03172,120,3248,0.02569,0.03775
2014,Couple without children,West,No,0.96828,3128,3248,0.96225,0.97431
2014,Couple without children,East,Yes,0.05217,64,1074,0.03886,0.06547
2014,Couple without children,East,No,0.94783,1010,1074,0.93453,0.96114
2014,Single parent,West,Yes,0.28395,450,1420,0.26049,0.30741
2014,Single parent,West,No,0.71605,970,1420,0.69259,0.73951
2014,Single parent,East,Yes,0.37625,171,387,0.32792,0.42458
2014,Single parent,East,No,0.62375,216,387,0.57542,0.67208
2014,Couple with children,West,Yes,0.06229,446,4677,0.05536,0.06922
2014,Couple with children,West,No,0.93771,4231,4677,0.93078,0.94464
2014,Couple with children,East,Yes,0.11017,151,962,0.09037,0.12996
2014,Couple with children,East,No,0.88983,811,962,0.87004,0.90963
2014,Multi-generational household,West,No,0.81168,75,75,0.72260,0.90076
2014,Other Combinations,West,Yes,0.19468,51,230,0.14339,0.24596
2014,Other Combinations,West,No,0.80532,179,230,0.75404,0.85661
2015,Single-person household,West,Yes,0.07445,231,2706,0.06455,0.08434
2015,Single-person household,West,No,0.92555,2475,2706,0.91566,0.93545
2015,Single-person household,East,Yes,0.16790,135,862,0.14294,0.19287
2015,Single-person household,East,No,0.83210,727,862,0.80713,0.85706
2015,Couple without children,West,Yes,0.03094,126,3251,0.02499,0.03690
2015,Couple without children,West,No,0.96906,3125,3251,0.96310,0.97501
2015,Couple without children,East,Yes,0.06588,65,1041,0.05081,0.08096
2015,Couple without children,East,No,0.93412,976,1041,0.91904,0.94919
2015,Single parent,West,Yes,0.29543,405,1328,0.27088,0.31997
2015,Single parent,West,No,0.70457,923,1328,0.68003,0.72912
2015,Single parent,East,Yes,0.40017,159,351,0.34884,0.45150
2015,Single parent,East,No,0.59983,192,351,0.54850,0.65116
2015,Couple with children,West,Yes,0.06756,494,4616,0.06032,0.07480
2015,Couple with children,West,No,0.93244,4122,4616,0.92520,0.93968
2015,Couple with children,East,Yes,0.10626,143,886,0.08595,0.12656
2015,Couple with children,East,No,0.89374,743,886,0.87344,0.91405
2015,Multi-generational household,West,No,0.79794,82,82,0.71050,0.88539
2015,Other Combinations,West,Yes,0.18880,41,209,0.13562,0.24199
2015,Other Combinations,West,No,0.81120,168,209,0.75801,0.86438
2016,Single-person household,West,Yes,0.07401,221,2510,0.06376,0.08425
2016,Single-person household,West,No,0.92599,2289,2510,0.91575,0.93624
2016,Single-person household,East,Yes,0.16205,128,841,0.13713,0.18696
2016,Single-person household,East,No,0.83795,713,841,0.81304,0.86287
2016,Couple without children,West,Yes,0.02686,104,3039,0.02111,0.03261
2016,Couple without children,West,No,0.97314,2935,3039,0.96739,0.97889
2016,Couple without children,East,Yes,0.06110,56,997,0.04622,0.07597
2016,Couple without children,East,No,0.93890,941,997,0.92403,0.95378
2016,Single parent,West,Yes,0.28284,352,1181,0.25714,0.30853
2016,Single parent,West,No,0.71716,829,1181,0.69147,0.74286
2016,Single parent,East,Yes,0.36854,142,333,0.31665,0.42044
2016,Single parent,East,No,0.63146,191,333,0.57956,0.68335
2016,Couple with children,West,Yes,0.07172,405,4104,0.06382,0.07961
2016,Couple with children,West,No,0.92828,3699,4104,0.92039,0.93618
2016,Couple with children,East,Yes,0.09330,117,803,0.07317,0.11343
2016,Couple with children,East,No,0.90670,686,803,0.88657,0.92683
2016,Multi-generational household,West,No,0.79386,57,57,0.68790,0.89981
2016,Other Combinations,West,Yes,0.16317,32,167,0.10696,0.21938
2016,Other Combinations,West,No,0.83683,135,167,0.78062,0.89304
2017,Single-person household,West,Yes,0.07084,319,3044,0.06172,0.07995
2017,Single-person household,West,No,0.92916,2725,3044,0.92005,0.93828
2017,Single-person household,East,Yes,0.14034,144,1005,0.11886,0.16183
2017,Single-person household,East,No,0.85966,861,1005,0.83817,0.88114
2017,Couple without children,West,Yes,0.02782,126,3493,0.02236,0.03327
2017,Couple without children,West,No,0.97218,3367,3493,0.96673,0.97764
2017,Couple without children,East,Yes,0.05054,64,1127,0.03775,0.06334
2017,Couple without children,East,No,0.94946,1063,1127,0.93666,0.96225
2017,Single parent,West,Yes,0.26164,381,1319,0.23791,0.28536
2017,Single parent,West,No,0.73836,938,1319,0.71464,0.76209
2017,Single parent,East,Yes,0.27652,139,365,0.23057,0.32247
2017,Single parent,East,No,0.72348,226,365,0.67753,0.76943
2017,Couple with children,West,Yes,0.06899,710,5155,0.06207,0.07591
2017,Couple with children,West,No,0.93101,4445,5155,0.92409,0.93793
2017,Couple with children,East,Yes,0.10521,172,1070,0.08681,0.12360
2017,Couple with children,East,No,0.89479,898,1070,0.87640,0.91319
2017,Multi-generational household,West,Yes,0.25776,38,109,0.17527,0.34025
2017,Multi-generational household,West,No,0.74224,71,109,0.65975,0.82473
2017,Other Combinations,West,Yes,0.16644,72,319,0.12550,0.20738
2017,Other Combinations,West,No,0.83356,247,319,0.79262,0.87450
2017,Other Combinations,East,No,0.78092,31,31,0.63291,0.92893
2018,Single-person household,West,Yes,0.07070,446,3345,0.06201,0.07939
2018,Single-person household,West,No,0.92930,2899,3345,0.92061,0.93799
2018,Single-person household,East,Yes,0.13023,186,1079,0.11014,0.15032
2018,Single-person household,East,No,0.86977,893,1079,0.84968,0.88986
2018,Couple without children,West,Yes,0.02844,151,3467,0.02291,0.03398
2018,Couple without children,West,No,0.97156,3316,3467,0.96602,0.97709
2018,Couple without children,East,Yes,0.04318,64,1125,0.03130,0.05506
2018,Couple without children,East,No,0.95682,1061,1125,0.94494,0.96870
2018,Single parent,West,Yes,0.24362,421,1362,0.22081,0.26642
2018,Single parent,West,No,0.75638,941,1362,0.73358,0.77919
2018,Single parent,East,Yes,0.30048,147,374,0.25395,0.34700
2018,Single parent,East,No,0.69952,227,374,0.65300,0.74605
2018,Couple with children,West,Yes,0.06679,1068,5312,0.06007,0.07350
2018,Couple with children,West,No,0.93321,4244,5312,0.92650,0.93993
2018,Couple with children,East,Yes,0.08116,256,1084,0.06490,0.09743
2018,Couple with children,East,No,0.91884,828,1084,0.90257,0.93510
2018,Multi-generational household,West,Yes,0.34699,59,132,0.26547,0.42850
2018,Multi-generational household,West,No,0.65301,73,132,0.57150,0.73453
2018,Other Combinations,West,Yes,0.17801,120,358,0.13833,0.21769
2018,Other Combinations,West,No,0.82199,238,358,0.78231,0.86167
2019,Single-person household,Does not apply,No,0.89639,37,37,0.79684,0.99594
2019,Single-person household,West,Yes,0.06235,428,3462,0.05430,0.07041
2019,Single-person household,West,No,0.93765,3034,3462,0.92959,0.94570
2019,Single-person household,East,Yes,0.12978,156,1056,0.10950,0.15006
2019,Single-person household,East,No,0.87022,900,1056,0.84994,0.89050
2019,Couple without children,West,Yes,0.02728,165,3865,0.02214,0.03242
2019,Couple without children,West,No,0.97272,3700,3865,0.96758,0.97786
2019,Couple without children,East,Yes,0.03530,61,1253,0.02508,0.04553
2019,Couple without children,East,No,0.96470,1192,1253,0.95447,0.97492
2019,Single parent,West,Yes,0.25227,379,1251,0.22819,0.27634
2019,Single parent,West,No,0.74773,872,1251,0.72366,0.77181
2019,Single parent,East,Yes,0.22403,119,356,0.18065,0.26740
2019,Single parent,East,No,0.77597,237,356,0.73260,0.81935
2019,Couple with children,West,Yes,0.06417,1082,5346,0.05760,0.07074
2019,Couple with children,West,No,0.93583,4264,5346,0.92926,0.94240
2019,Couple with children,East,Yes,0.08304,235,1128,0.06693,0.09915
2019,Couple with children,East,No,0.91696,893,1128,0.90085,0.93307
2019,Multi-generational household,West,Yes,0.18489,44,113,0.11299,0.25678
2019,Multi-generational household,West,No,0.81511,69,113,0.74322,0.88701
2019,Other Combinations,West,Yes,0.13901,123,322,0.10117,0.17686
2019,Other Combinations,West,No,0.86099,199,322,0.82314,0.89883
2020,Single-person household,West,Yes,0.06052,548,4170,0.05328,0.06775
2020,Single-person household,West,No,0.93948,3622,4170,0.93225,0.94672
2020,Single-person household,East,Yes,0.12817,166,1127,0.10865,0.14770
2020,Single-person household,East,No,0.87183,961,1127,0.85230,0.89135
2020,Couple without children,West,Yes,0.02741,193,3931,0.02231,0.03252
2020,Couple without children,West,No,0.97259,3738,3931,0.96748,0.97769
2020,Couple without children,East,Yes,0.03500,65,1183,0.02452,0.04547
2020,Couple without children,East,No,0.96500,1118,1183,0.95453,0.97548
2020,Single parent,West,Yes,0.24364,387,1238,0.21972,0.26756
2020,Single parent,West,No,0.75636,851,1238,0.73244,0.78028
2020,Single parent,East,Yes,0.23581,120,345,0.19095,0.28067
2020,Single parent,East,No,0.76419,225,345,0.71933,0.80905
2020,Couple with children,West,Yes,0.05479,1216,5389,0.04872,0.06087
2020,Couple with children,West,No,0.94521,4173,5389,0.93913,0.95128
2020,Couple with children,East,Yes,0.08010,228,1061,0.06375,0.09644
2020,Couple with children,East,No,0.91990,833,1061,0.90356,0.93625
2020,Multi-generational household,West,Yes,0.18796,40,114,0.11593,0.26000
2020,Multi-generational household,West,No,0.81204,74,114,0.74000,0.88407
2020,Other Combinations,West,Yes,0.17211,148,421,0.13601,0.20821
2020,Other Combinations,West,No,0.82789,273,421,0.79179,0.86399
2020,Other Combinations,East,No,0.87745,43,43,0.77827,0.97662
2021,No answer / don't know,West,No,0.89900,46,46,0.81096,0.98704
2021,Single-person household,West,Yes,0.05921,268,2762,0.05040,0.06801
2021,Single-person household,West,No,0.94079,2494,2762,0.93199,0.94960
2021,Single-person household,East,Yes,0.10105,100,759,0.07960,0.12251
2021,Single-person household,East,No,0.89895,659,759,0.87749,0.92040
2021,Couple without children,West,Yes,0.01701,86,2649,0.01209,0.02194
2021,Couple without children,West,No,0.98299,2563,2649,0.97806,0.98791
2021,Couple without children,East,No,0.97354,795,795,0.96237,0.98470
2021,Single parent,West,Yes,0.19282,189,765,0.16484,0.22079
2021,Single parent,West,No,0.80718,576,765,0.77921,0.83516
2021,Single parent,East,Yes,0.16171,69,256,0.11652,0.20690
2021,Single parent,East,No,0.83829,187,256,0.79310,0.88348
2021,Couple with children,West,Yes,0.05909,548,3320,0.05107,0.06711
2021,Couple with children,West,No,0.94091,2772,3320,0.93289,0.94893
2021,Couple with children,East,Yes,0.04543,108,649,0.02940,0.06146
2021,Couple with children,East,No,0.95457,541,649,0.93854,0.97060
2021,Multi-generational household,West,No,0.87824,48,48,0.78475,0.97173
2021,Other Combinations,West,Yes,0.19256,85,300,0.14787,0.23726
2021,Other Combinations,West,No,0.80744,215,300,0.76274,0.85213
2021,Other Combinations,East,No,0.86285,39,39,0.75347,0.97223
2022,No answer / don't know,West,No,0.97131,314,314,0.95282,0.98980
2022,No answer / don't know,East,No,0.94025,97,97,0.89284,0.98766
2022,Single-person household,West,Yes,0.05294,274,4479,0.04638,0.05949
2022,Single-person household,West,No,0.94706,4205,4479,0.94051,0.95362
2022,Single-person household,East,Yes,0.06367,103,1299,0.05039,0.07696
2022,Single-person household,East,No,0.93633,1196,1299,0.92304,0.94961
2022,Couple without children,West,Yes,0.01896,101,4487,0.01497,0.02296
2022,Couple without children,West,No,0.98104,4386,4487,0.97704,0.98503
2022,Couple without children,East,Yes,0.02064,31,1256,0.01277,0.02850
2022,Couple without children,East,No,0.97936,1225,1256,0.97150,0.98723
2022,Single parent,West,Yes,0.17785,180,899,0.15284,0.20286
2022,Single parent,West,No,0.82215,719,899,0.79714,0.84716
2022,Single parent,East,Yes,0.14042,74,320,0.10229,0.17854
2022,Single parent,East,No,0.85958,246,320,0.82146,0.89771
2022,Couple with children,West,Yes,0.04287,419,4645,0.03704,0.04870
2022,Couple with children,West,No,0.95713,4226,4645,0.95130,0.96296
2022,Couple with children,East,Yes,0.06461,98,1103,0.05009,0.07912
2022,Couple with children,East,No,0.93539,1005,1103,0.92088,0.94991
2022,Multi-generational household,West,No,0.82028,55,55,0.71787,0.92269
2022,Other Combinations,West,Yes,0.06292,71,938,0.04737,0.07847
2022,Other Combinations,West,No,0.93708,867,938,0.92153,0.95263
2022,Other Combinations,East,No,0.90098,205,205,0.85999,0.94197
