year,regtyp,hlc0052,proportion,n,lower_confidence,upper_confidence
2018,Laendlicher Raum,Ja,0.05312782294489612,17878,0.049840038832107435,0.0564156070576848
2019,Staedtischer Raum,Nein,0.5595578746563429,18428,0.5523901073108707,0.5667256420018151
2019,Laendlicher Raum,Nein,0.28373450036469733,18428,0.27722556349498334,0.2902434372344113
2019,Staedtischer Raum,Ja,0.1074454356730068,18428,0.1029741919571078,0.11191667938890579
2019,Laendlicher Raum,Ja,0.04926218930595298,18428,0.046137518951619605,0.05238685966028636
2020,Staedtischer Raum,Nein,0.5693526387577379,19329,0.5623718749751964,0.5763334025402794
2020,Laendlicher Raum,Nein,0.26639387262616726,19329,0.26016162115157304,0.2726261241007615
2020,Staedtischer Raum,Ja,0.12186549155387683,19329,0.11725367235755121,0.12647731075020244
2020,Laendlicher Raum,Ja,0.042387997062218026,19329,0.03954767480773985,0.0452283193166962
2021,Staedtischer Raum,Nein,0.5949214995193848,12568,0.5863388295250584,0.6035041695137111
2021,Laendlicher Raum,Nein,0.28284203780839473,12568,0.2749679115113676,0.29071616410542184
2021,Staedtischer Raum,Ja,0.09099647548862544,12568,0.08596821168394893,0.09602473929330195
2021,Laendlicher Raum,Ja,0.031239987183595,12568,0.02819849635654453,0.03428147801064547
