year,hhtyp,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Other Combinations,No,0.79207,195,259,0.74255,0.84159
2015,Single-person household,Yes,0.09295,366,3568,0.08342,0.10247
2015,Single-person household,No,0.90705,3202,3568,0.89753,0.91658
2015,Couple without children,Yes,0.03739,191,4292,0.03172,0.04307
2015,Couple without children,No,0.96261,4101,4292,0.95693,0.96828
2015,Single parent,Yes,0.31271,564,1679,0.29053,0.33489
2015,Single parent,No,0.68729,1115,1679,0.66511,0.70947
2015,Couple with children,Yes,0.07324,637,5502,0.06635,0.08012
2015,Couple with children,No,0.92676,4865,5502,0.91988,0.93365
2015,Multi-generational household,Yes,0.21152,36,136,0.14263,0.28041
2015,Multi-generational household,No,0.78848,100,136,0.71959,0.85737
2015,Other Combinations,Yes,0.21498,59,243,0.16322,0.26674
2015,Other Combinations,No,0.78502,184,243,0.73326,0.83678
2016,Single-person household,Yes,0.09150,349,3351,0.08174,0.10127
2016,Single-person household,No,0.90850,3002,3351,0.89873,0.91826
2016,Couple without children,Yes,0.03304,160,4036,0.02753,0.03856
2016,Couple without children,No,0.96696,3876,4036,0.96144,0.97247
2016,Single parent,Yes,0.29785,494,1514,0.27480,0.32089
2016,Single parent,No,0.70215,1020,1514,0.67911,0.72520
2016,Couple with children,Yes,0.07483,522,4907,0.06747,0.08219
2016,Couple with children,No,0.92517,4385,4907,0.91781,0.93253
2016,Multi-generational household,Yes,0.21688,35,106,0.13805,0.29571
2016,Multi-generational household,No,0.78312,71,106,0.70429,0.86195
2016,Other Combinations,Yes,0.15949,40,194,0.10783,0.21114
2016,Other Combinations,No,0.84051,154,194,0.78886,0.89217
2017,Single-person household,Yes,0.08442,463,4049,0.07586,0.09298
2017,Single-person household,No,0.91558,3586,4049,0.90702,0.92414
2017,Couple without children,Yes,0.03183,190,4620,0.02677,0.03689
2017,Couple without children,No,0.96817,4430,4620,0.96311,0.97323
2017,Single parent,Yes,0.26424,520,1684,0.24317,0.28530
2017,Single parent,No,0.73576,1164,1684,0.71470,0.75683
2017,Couple with children,Yes,0.07424,882,6225,0.06773,0.08076
2017,Couple with children,No,0.92576,5343,6225,0.91924,0.93227
2017,Multi-generational household,Yes,0.24315,44,135,0.17052,0.31579
2017,Multi-generational household,No,0.75685,91,135,0.68421,0.82948
2017,Other Combinations,Yes,0.17089,89,367,0.13233,0.20946
2017,Other Combinations,No,0.82911,278,367,0.79054,0.86767
2018,Single-person household,Yes,0.08205,632,4424,0.07397,0.09014
2018,Single-person household,No,0.91795,3792,4424,0.90986,0.92603
2018,Couple without children,Yes,0.03104,215,4592,0.02602,0.03605
2018,Couple without children,No,0.96896,4377,4592,0.96395,0.97398
2018,Single parent,Yes,0.25363,568,1736,0.23316,0.27410
2018,Single parent,No,0.74637,1168,1736,0.72590,0.76684
2018,Couple with children,Yes,0.06891,1324,6396,0.06270,0.07512
2018,Couple with children,No,0.93109,5072,6396,0.92488,0.93730
2018,Multi-generational household,Yes,0.34550,69,159,0.27135,0.41965
2018,Multi-generational household,No,0.65450,90,159,0.58035,0.72865
2018,Other Combinations,Yes,0.18564,141,405,0.14773,0.22356
2018,Other Combinations,No,0.81436,264,405,0.77644,0.85227
2019,Single-person household,Yes,0.07515,588,4559,0.06750,0.08281
2019,Single-person household,No,0.92485,3971,4559,0.91719,0.93250
2019,Couple without children,Yes,0.02871,226,5130,0.02414,0.03329
2019,Couple without children,No,0.97129,4904,5130,0.96671,0.97586
2019,Single parent,Yes,0.24746,500,1612,0.22639,0.26854
2019,Single parent,No,0.75254,1112,1612,0.73146,0.77361
2019,Couple with children,Yes,0.06702,1318,6478,0.06093,0.07311
2019,Couple with children,No,0.93298,5160,6478,0.92689,0.93907
2019,Multi-generational household,Yes,0.19308,51,139,0.12722,0.25893
2019,Multi-generational household,No,0.80692,88,139,0.74107,0.87278
2019,Other Combinations,Yes,0.15018,143,372,0.11382,0.18653
2019,Other Combinations,No,0.84982,229,372,0.81347,0.88618
2020,Single-person household,Yes,0.07373,714,5297,0.06669,0.08077
2020,Single-person household,No,0.92627,4583,5297,0.91923,0.93331
2020,Couple without children,Yes,0.02877,258,5114,0.02419,0.03336
2020,Couple without children,No,0.97123,4856,5114,0.96664,0.97581
2020,Single parent,Yes,0.24228,507,1583,0.22117,0.26340
2020,Single parent,No,0.75772,1076,1583,0.73660,0.77883
2020,Couple with children,Yes,0.05850,1444,6450,0.05277,0.06422
2020,Couple with children,No,0.94150,5006,6450,0.93578,0.94723
2020,Multi-generational household,Yes,0.19070,48,142,0.12585,0.25554
2020,Multi-generational household,No,0.80930,94,142,0.74446,0.87415
2020,Other Combinations,Yes,0.16583,160,476,0.13239,0.19928
2020,Other Combinations,No,0.83417,316,476,0.80072,0.86761
2021,No answer / don't know,No,0.89375,56,56,0.81231,0.97519
2021,Single-person household,Yes,0.06685,368,3521,0.05860,0.07511
2021,Single-person household,No,0.93315,3153,3521,0.92489,0.94140
2021,Couple without children,Yes,0.01869,114,3472,0.01419,0.02320
2021,Couple without children,No,0.98131,3358,3472,0.97680,0.98581
2021,Single parent,Yes,0.18636,258,1021,0.16247,0.21026
2021,Single parent,No,0.81364,763,1021,0.78974,0.83753
2021,Couple with children,Yes,0.05716,656,3969,0.04994,0.06439
2021,Couple with children,No,0.94284,3313,3969,0.93561,0.95006
2021,Multi-generational household,No,0.84244,62,62,0.75102,0.93387
2021,Other Combinations,Yes,0.18530,96,350,0.14454,0.22607
2021,Other Combinations,No,0.81470,254,350,0.77393,0.85546
2022,No answer / don't know,No,0.96456,411,411,0.94667,0.98246
2022,Single-person household,Yes,0.05495,377,5778,0.04907,0.06082
2022,Single-person household,No,0.94505,5401,5778,0.93918,0.95093
2022,Couple without children,Yes,0.01924,132,5743,0.01568,0.02279
2022,Couple without children,No,0.98076,5611,5743,0.97721,0.98432
2022,Single parent,Yes,0.17089,254,1219,0.14975,0.19203
2022,Single parent,No,0.82911,965,1219,0.80797,0.85025
2022,Couple with children,Yes,0.04598,517,5748,0.04056,0.05139
2022,Couple with children,No,0.95402,5231,5748,0.94861,0.95944
2022,Multi-generational household,No,0.84101,72,72,0.75596,0.92607
2022,Other Combinations,Yes,0.06853,91,1163,0.05401,0.08306
2022,Other Combinations,No,0.93147,1072,1163,0.91694,0.94599
