year,hhtyp,quintil_oecd_hh,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Other Combinations,3rd Quintile,No,0.96519,55,55,0.91630,1.01408
2013,Other Combinations,4th Quintile,No,0.88718,49,49,0.79768,0.97668
2014,Single-person household,1st Quintile,Yes,0.24779,275,1020,0.22128,0.27430
2014,Single-person household,1st Quintile,No,0.75221,745,1020,0.72570,0.77872
2014,Single-person household,2nd Quintile,Yes,0.07916,50,726,0.05951,0.09882
2014,Single-person household,2nd Quintile,No,0.92084,676,726,0.90118,0.94049
2014,Single-person household,3rd Quintile,No,0.97078,626,626,0.95758,0.98398
2014,Single-person household,4th Quintile,No,0.97095,563,563,0.95706,0.98483
2014,Single-person household,5th Quintile,No,0.99543,554,554,0.98981,1.00105
2014,Couple without children,1st Quintile,Yes,0.19586,121,488,0.16061,0.23110
2014,Couple without children,1st Quintile,No,0.80414,367,488,0.76890,0.83939
2014,Couple without children,2nd Quintile,No,0.96021,712,712,0.94584,0.97457
2014,Couple without children,3rd Quintile,No,0.98923,819,819,0.98216,0.99631
2014,Couple without children,4th Quintile,No,0.98633,915,915,0.97880,0.99386
2014,Couple without children,5th Quintile,No,0.98851,1324,1324,0.98277,0.99426
2014,Single parent,1st Quintile,Yes,0.56214,466,805,0.52785,0.59644
2014,Single parent,1st Quintile,No,0.43786,339,805,0.40356,0.47215
2014,Single parent,2nd Quintile,Yes,0.22099,119,439,0.18213,0.25985
2014,Single parent,2nd Quintile,No,0.77901,320,439,0.74015,0.81787
2014,Single parent,3rd Quintile,No,0.92250,278,278,0.89101,0.95399
2014,Single parent,4th Quintile,No,0.97411,163,163,0.94966,0.99857
2014,Single parent,5th Quintile,No,0.97832,86,86,0.94736,1.00928
2014,Couple with children,1st Quintile,Yes,0.35616,406,1007,0.32657,0.38575
2014,Couple with children,1st Quintile,No,0.64384,601,1007,0.61425,0.67343
2014,Couple with children,2nd Quintile,Yes,0.07642,131,1282,0.06187,0.09096
2014,Couple with children,2nd Quintile,No,0.92358,1151,1282,0.90904,0.93813
2014,Couple with children,3rd Quintile,Yes,0.02154,38,1221,0.01339,0.02969
2014,Couple with children,3rd Quintile,No,0.97846,1183,1221,0.97031,0.98661
2014,Couple with children,4th Quintile,No,0.99300,1136,1136,0.98814,0.99785
2014,Couple with children,5th Quintile,No,0.99708,971,971,0.99369,1.00048
2014,Other Combinations,1st Quintile,Yes,0.46246,37,77,0.35036,0.57456
2014,Other Combinations,1st Quintile,No,0.53754,40,77,0.42544,0.64964
2014,Other Combinations,2nd Quintile,No,0.78970,52,52,0.67786,0.90155
2014,Other Combinations,3rd Quintile,No,0.88746,41,41,0.78953,0.98540
2014,Other Combinations,4th Quintile,No,0.90152,40,40,0.80800,0.99504
2015,Single-person household,1st Quintile,Yes,0.25773,274,1034,0.23105,0.28440
2015,Single-person household,1st Quintile,No,0.74227,760,1034,0.71560,0.76895
2015,Single-person household,2nd Quintile,Yes,0.05943,57,798,0.04301,0.07584
2015,Single-person household,2nd Quintile,No,0.94057,741,798,0.92416,0.95699
2015,Single-person household,3rd Quintile,No,0.97493,625,625,0.96267,0.98720
2015,Single-person household,4th Quintile,No,0.96799,543,543,0.95318,0.98281
2015,Single-person household,5th Quintile,No,0.99692,528,528,0.99219,1.00165
2015,Couple without children,1st Quintile,Yes,0.20317,125,495,0.16769,0.23865
2015,Couple without children,1st Quintile,No,0.79683,370,495,0.76135,0.83231
2015,Couple without children,2nd Quintile,No,0.97154,744,744,0.95959,0.98350
2015,Couple without children,3rd Quintile,No,0.98225,780,780,0.97298,0.99152
2015,Couple without children,4th Quintile,No,0.98651,913,913,0.97902,0.99400
2015,Couple without children,5th Quintile,No,0.98572,1294,1294,0.97925,0.99219
2015,Single parent,1st Quintile,Yes,0.56228,429,734,0.52636,0.59819
2015,Single parent,1st Quintile,No,0.43772,305,734,0.40181,0.47364
2015,Single parent,2nd Quintile,Yes,0.27324,110,426,0.23087,0.31560
2015,Single parent,2nd Quintile,No,0.72676,316,426,0.68440,0.76913
2015,Single parent,3rd Quintile,No,0.94872,242,242,0.92087,0.97657
2015,Single parent,4th Quintile,No,0.95229,165,165,0.91967,0.98491
2015,Single parent,5th Quintile,No,0.98923,86,86,0.96728,1.01117
2015,Couple with children,1st Quintile,Yes,0.36157,450,1113,0.33333,0.38981
2015,Couple with children,1st Quintile,No,0.63843,663,1113,0.61019,0.66667
2015,Couple with children,2nd Quintile,Yes,0.07289,109,1212,0.05825,0.08753
2015,Couple with children,2nd Quintile,No,0.92711,1103,1212,0.91247,0.94175
2015,Couple with children,3rd Quintile,Yes,0.02230,46,1178,0.01387,0.03074
2015,Couple with children,3rd Quintile,No,0.97770,1132,1178,0.96926,0.98613
2015,Couple with children,4th Quintile,No,0.98925,1026,1026,0.98293,0.99556
2015,Couple with children,5th Quintile,No,0.99206,941,941,0.98638,0.99773
2015,Other Combinations,1st Quintile,Yes,0.46984,39,84,0.36247,0.57722
2015,Other Combinations,1st Quintile,No,0.53016,45,84,0.42278,0.63753
2015,Other Combinations,2nd Quintile,No,0.80294,46,46,0.68671,0.91916
2015,Other Combinations,3rd Quintile,No,0.89983,34,34,0.79740,1.00227
2015,Other Combinations,4th Quintile,No,0.93660,35,35,0.85468,1.01851
2016,Single-person household,1st Quintile,Yes,0.26473,272,982,0.23712,0.29234
2016,Single-person household,1st Quintile,No,0.73527,710,982,0.70766,0.76288
2016,Single-person household,2nd Quintile,Yes,0.04935,38,718,0.03350,0.06521
2016,Single-person household,2nd Quintile,No,0.95065,680,718,0.93479,0.96650
2016,Single-person household,3rd Quintile,No,0.97590,604,604,0.96366,0.98814
2016,Single-person household,4th Quintile,No,0.98120,531,531,0.96964,0.99276
2016,Single-person household,5th Quintile,No,0.99465,473,473,0.98807,1.00123
2016,Couple without children,1st Quintile,Yes,0.20536,108,427,0.16700,0.24372
2016,Couple without children,1st Quintile,No,0.79464,319,427,0.75628,0.83300
2016,Couple without children,2nd Quintile,No,0.97123,680,680,0.95866,0.98380
2016,Couple without children,3rd Quintile,No,0.97564,729,729,0.96444,0.98684
2016,Couple without children,4th Quintile,No,0.99044,910,910,0.98411,0.99676
2016,Couple without children,5th Quintile,No,0.99526,1238,1238,0.99144,0.99909
2016,Single parent,1st Quintile,Yes,0.55208,379,652,0.51388,0.59028
2016,Single parent,1st Quintile,No,0.44792,273,652,0.40972,0.48612
2016,Single parent,2nd Quintile,Yes,0.24514,100,402,0.20303,0.28724
2016,Single parent,2nd Quintile,No,0.75486,302,402,0.71276,0.79697
2016,Single parent,3rd Quintile,No,0.94654,220,220,0.91675,0.97633
2016,Single parent,4th Quintile,No,0.95675,144,144,0.92341,0.99009
2016,Couple with children,1st Quintile,Yes,0.38237,373,921,0.35097,0.41377
2016,Couple with children,1st Quintile,No,0.61763,548,921,0.58623,0.64903
2016,Couple with children,2nd Quintile,Yes,0.07152,100,1100,0.05628,0.08675
2016,Couple with children,2nd Quintile,No,0.92848,1000,1100,0.91325,0.94372
2016,Couple with children,3rd Quintile,No,0.98090,1010,1010,0.97246,0.98935
2016,Couple with children,4th Quintile,No,0.99004,952,952,0.98373,0.99635
2016,Couple with children,5th Quintile,No,0.99294,874,874,0.98738,0.99849
2016,Other Combinations,1st Quintile,No,0.58380,32,32,0.41027,0.75732
2016,Other Combinations,2nd Quintile,No,0.83413,39,39,0.71586,0.95240
2016,Other Combinations,3rd Quintile,No,0.87881,34,34,0.76746,0.99016
2017,Single-person household,1st Quintile,Yes,0.23393,367,1349,0.21133,0.25652
2017,Single-person household,1st Quintile,No,0.76607,982,1349,0.74348,0.78867
2017,Single-person household,2nd Quintile,Yes,0.05908,68,823,0.04296,0.07519
2017,Single-person household,2nd Quintile,No,0.94092,755,823,0.92481,0.95704
2017,Single-person household,3rd Quintile,No,0.97583,682,682,0.96430,0.98737
2017,Single-person household,4th Quintile,No,0.99086,592,592,0.98319,0.99853
2017,Single-person household,5th Quintile,No,0.99235,555,555,0.98509,0.99960
2017,Couple without children,1st Quintile,Yes,0.22101,131,499,0.18457,0.25746
2017,Couple without children,1st Quintile,No,0.77899,368,499,0.74254,0.81543
2017,Couple without children,2nd Quintile,No,0.95948,732,732,0.94518,0.97377
2017,Couple without children,3rd Quintile,No,0.99413,877,877,0.98907,0.99919
2017,Couple without children,4th Quintile,No,0.98912,1049,1049,0.98285,0.99540
2017,Couple without children,5th Quintile,No,0.99432,1400,1400,0.99039,0.99826
2017,Single parent,1st Quintile,Yes,0.52276,407,783,0.48775,0.55777
2017,Single parent,1st Quintile,No,0.47724,376,783,0.44223,0.51225
2017,Single parent,2nd Quintile,Yes,0.16958,90,401,0.13281,0.20636
2017,Single parent,2nd Quintile,No,0.83042,311,401,0.79364,0.86719
2017,Single parent,3rd Quintile,No,0.95192,215,215,0.92326,0.98058
2017,Single parent,4th Quintile,No,0.97387,161,161,0.94915,0.99859
2017,Single parent,5th Quintile,No,0.99283,97,97,0.97595,1.00971
2017,Couple with children,1st Quintile,Yes,0.40261,694,1758,0.37968,0.42554
2017,Couple with children,1st Quintile,No,0.59739,1064,1758,0.57446,0.62032
2017,Couple with children,2nd Quintile,Yes,0.06129,129,1225,0.04785,0.07473
2017,Couple with children,2nd Quintile,No,0.93871,1096,1225,0.92527,0.95215
2017,Couple with children,3rd Quintile,Yes,0.01564,40,1185,0.00857,0.02271
2017,Couple with children,3rd Quintile,No,0.98436,1145,1185,0.97729,0.99143
2017,Couple with children,4th Quintile,No,0.99228,1084,1084,0.98706,0.99749
2017,Couple with children,5th Quintile,No,0.99681,939,939,0.99321,1.00042
2017,Multi-generational household,1st Quintile,Yes,0.61515,33,33,0.44657,0.78374
2017,Other Combinations,1st Quintile,Yes,0.33136,69,172,0.26081,0.40191
2017,Other Combinations,1st Quintile,No,0.66864,103,172,0.59809,0.73919
2017,Other Combinations,2nd Quintile,No,0.75850,46,46,0.63346,0.88355
2017,Other Combinations,3rd Quintile,No,0.86436,35,35,0.74927,0.97946
2017,Other Combinations,5th Quintile,No,0.96447,35,35,0.90225,1.02669
2018,Single-person household,1st Quintile,Yes,0.23485,519,1583,0.21396,0.25574
2018,Single-person household,1st Quintile,No,0.76515,1064,1583,0.74426,0.78604
2018,Single-person household,2nd Quintile,Yes,0.03633,69,907,0.02415,0.04852
2018,Single-person household,2nd Quintile,No,0.96367,838,907,0.95148,0.97585
