year,hhtyp,rentown,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Other Combinations,Owner,No,0.88377,93,93,0.81827,0.94926
2013,Other Combinations,Tenant,Yes,0.18345,59,254,0.13576,0.23114
2013,Other Combinations,Tenant,No,0.81655,195,254,0.76886,0.86424
2014,Single-person household,Owner,No,0.98172,977,977,0.97332,0.99013
2014,Single-person household,Tenant,Yes,0.13098,343,2533,0.11784,0.14412
2014,Single-person household,Tenant,No,0.86902,2190,2533,0.85588,0.88216
2014,Couple without children,Owner,No,0.98746,2353,2353,0.98296,0.99196
2014,Couple without children,Tenant,Yes,0.06661,161,1946,0.05553,0.07769
2014,Couple without children,Tenant,No,0.93339,1785,1946,0.92231,0.94447
2014,Single parent,Owner,No,0.95020,404,404,0.92896,0.97144
2014,Single parent,Tenant,Yes,0.39230,596,1378,0.36651,0.41809
2014,Single parent,Tenant,No,0.60770,782,1378,0.58191,0.63349
2014,Couple with children,Owner,Yes,0.01169,59,3026,0.00786,0.01552
2014,Couple with children,Owner,No,0.98831,2967,3026,0.98448,0.99214
2014,Couple with children,Tenant,Yes,0.15696,538,2613,0.14301,0.17091
2014,Couple with children,Tenant,No,0.84304,2075,2613,0.82909,0.85699
2014,Multi-generational household,Owner,No,0.95621,63,63,0.90528,1.00715
2014,Other Combinations,Owner,No,0.97642,68,68,0.94009,1.01275
2014,Other Combinations,Tenant,Yes,0.30976,60,187,0.24331,0.37621
2014,Other Combinations,Tenant,No,0.69024,127,187,0.62379,0.75669
2015,Single-person household,Owner,No,0.98470,944,944,0.97687,0.99254
2015,Single-person household,Tenant,Yes,0.12954,348,2606,0.11664,0.14243
2015,Single-person household,Tenant,No,0.87046,2258,2606,0.85757,0.88336
2015,Couple without children,Owner,No,0.98627,2227,2227,0.98144,0.99110
2015,Couple without children,Tenant,Yes,0.06945,165,2039,0.05842,0.08049
2015,Couple without children,Tenant,No,0.93055,1874,2039,0.91951,0.94158
2015,Single parent,Owner,No,0.95246,374,374,0.93087,0.97406
2015,Single parent,Tenant,Yes,0.41059,543,1284,0.38367,0.43751
2015,Single parent,Tenant,No,0.58941,741,1284,0.56249,0.61633
2015,Couple with children,Owner,Yes,0.01465,56,2811,0.01021,0.01909
2015,Couple with children,Owner,No,0.98535,2755,2811,0.98091,0.98979
2015,Couple with children,Tenant,Yes,0.16247,581,2691,0.14853,0.17641
2015,Couple with children,Tenant,No,0.83753,2110,2691,0.82359,0.85147
2015,Multi-generational household,Owner,No,0.89661,57,57,0.81686,0.97635
2015,Multi-generational household,Tenant,Yes,0.39937,34,77,0.28926,0.50949
2015,Multi-generational household,Tenant,No,0.60063,43,77,0.49051,0.71074
2015,Other Combinations,Owner,No,0.94201,63,63,0.88384,1.00019
2015,Other Combinations,Tenant,Yes,0.30328,54,175,0.23498,0.37158
2015,Other Combinations,Tenant,No,0.69672,121,175,0.62842,0.76502
2016,Single-person household,Owner,No,0.98670,907,907,0.97924,0.99416
2016,Single-person household,Tenant,Yes,0.12969,333,2427,0.11632,0.14306
2016,Single-person household,Tenant,No,0.87031,2094,2427,0.85694,0.88368
2016,Couple without children,Owner,No,0.98778,2162,2162,0.98315,0.99242
2016,Couple without children,Tenant,Yes,0.06225,139,1853,0.05124,0.07325
2016,Couple without children,Tenant,No,0.93775,1714,1853,0.92675,0.94876
2016,Single parent,Owner,No,0.94442,356,356,0.92058,0.96825
2016,Single parent,Tenant,Yes,0.39696,472,1136,0.36849,0.42542
2016,Single parent,Tenant,No,0.60304,664,1136,0.57458,0.63151
2016,Couple with children,Owner,Yes,0.01456,42,2600,0.00995,0.01916
2016,Couple with children,Owner,No,0.98544,2558,2600,0.98084,0.99005
2016,Couple with children,Tenant,Yes,0.16412,480,2307,0.14901,0.17924
2016,Couple with children,Tenant,No,0.83588,1827,2307,0.82076,0.85099
2016,Multi-generational household,Owner,No,0.95362,46,46,0.89217,1.01507
2016,Other Combinations,Owner,No,0.98170,50,50,0.94417,1.01923
2016,Other Combinations,Tenant,Yes,0.23223,38,142,0.16254,0.30193
2016,Other Combinations,Tenant,No,0.76777,104,142,0.69807,0.83746
2017,Single-person household,Owner,No,0.99050,992,992,0.98446,0.99654
2017,Single-person household,Tenant,Yes,0.12049,449,3043,0.10892,0.13206
2017,Single-person household,Tenant,No,0.87951,2594,3043,0.86794,0.89108
2017,Couple without children,Owner,No,0.99121,2475,2475,0.98754,0.99489
2017,Couple without children,Tenant,Yes,0.06619,164,2119,0.05560,0.07678
2017,Couple without children,Tenant,No,0.93381,1955,2119,0.92322,0.94440
2017,Single parent,Owner,No,0.97134,390,390,0.95475,0.98792
2017,Single parent,Tenant,Yes,0.36625,504,1278,0.33983,0.39268
2017,Single parent,Tenant,No,0.63375,774,1278,0.60732,0.66017
2017,Couple with children,Owner,Yes,0.00945,37,2903,0.00593,0.01297
2017,Couple with children,Owner,No,0.99055,2866,2903,0.98703,0.99407
2017,Couple with children,Tenant,Yes,0.16834,845,3322,0.15562,0.18107
2017,Couple with children,Tenant,No,0.83166,2477,3322,0.81893,0.84438
2017,Multi-generational household,Owner,No,0.90677,48,48,0.82365,0.98990
2017,Multi-generational household,Tenant,Yes,0.52219,39,82,0.41341,0.63097
2017,Multi-generational household,Tenant,No,0.47781,43,82,0.36903,0.58659
2017,Other Combinations,Owner,No,0.95902,88,88,0.91736,1.00068
2017,Other Combinations,Tenant,Yes,0.24463,84,274,0.19364,0.29563
2017,Other Combinations,Tenant,No,0.75537,190,274,0.70437,0.80636
2018,Single-person household,Owner,No,0.98788,988,988,0.98105,0.99471
2018,Single-person household,Tenant,Yes,0.11636,619,3423,0.10561,0.12710
2018,Single-person household,Tenant,No,0.88364,2804,3423,0.87290,0.89439
2018,Couple without children,Owner,No,0.99303,2422,2422,0.98972,0.99634
2018,Couple without children,Tenant,Yes,0.06621,199,2154,0.05571,0.07671
2018,Couple without children,Tenant,No,0.93379,1955,2154,0.92329,0.94429
2018,Single parent,Owner,No,0.97170,366,366,0.95469,0.98871
2018,Single parent,Tenant,Yes,0.35021,552,1354,0.32479,0.37563
2018,Single parent,Tenant,No,0.64979,802,1354,0.62437,0.67521
2018,Couple with children,Owner,Yes,0.01382,39,2728,0.00944,0.01820
2018,Couple with children,Owner,No,0.98618,2689,2728,0.98180,0.99056
2018,Couple with children,Tenant,Yes,0.15073,1285,3668,0.13915,0.16231
2018,Couple with children,Tenant,No,0.84927,2383,3668,0.83769,0.86085
2018,Multi-generational household,Owner,No,0.85796,46,46,0.75596,0.95996
2018,Multi-generational household,Tenant,Yes,0.58010,61,105,0.48524,0.67495
2018,Multi-generational household,Tenant,No,0.41990,44,105,0.32505,0.51476
2018,Other Combinations,Owner,No,0.97867,83,83,0.94740,1.00994
2018,Other Combinations,Tenant,Yes,0.30043,139,320,0.25012,0.35074
2018,Other Combinations,Tenant,No,0.69957,181,320,0.64926,0.74988
2019,Single-person household,Owner,No,0.99182,1165,1165,0.98664,0.99699
2019,Single-person household,Tenant,Yes,0.10860,577,3383,0.09812,0.11909
2019,Single-person household,Tenant,No,0.89140,2806,3383,0.88091,0.90188
2019,Couple without children,Owner,No,0.99543,2938,2938,0.99299,0.99787
2019,Couple without children,Tenant,Yes,0.06370,209,2175,0.05343,0.07396
2019,Couple without children,Tenant,No,0.93630,1966,2175,0.92604,0.94657
2019,Single parent,Owner,No,0.97496,376,376,0.95915,0.99078
2019,Single parent,Tenant,Yes,0.33182,487,1223,0.30542,0.35822
2019,Single parent,Tenant,No,0.66818,736,1223,0.64178,0.69458
2019,Couple with children,Owner,No,0.98655,3104,3104,0.98250,0.99060
2019,Couple with children,Tenant,Yes,0.14822,1288,3344,0.13618,0.16027
2019,Couple with children,Tenant,No,0.85178,2056,3344,0.83973,0.86382
2019,Multi-generational household,Owner,No,0.92596,52,52,0.85409,0.99782
2019,Multi-generational household,Tenant,Yes,0.32450,48,84,0.22377,0.42522
2019,Multi-generational household,Tenant,No,0.67550,36,84,0.57478,0.77623
2019,Other Combinations,Owner,No,0.96876,97,97,0.93395,1.00356
2019,Other Combinations,Tenant,Yes,0.22994,141,273,0.17993,0.27994
2019,Other Combinations,Tenant,No,0.77006,132,273,0.72006,0.82007
2020,Single-person household,Owner,No,0.99200,1085,1085,0.98669,0.99730
2020,Single-person household,Tenant,Yes,0.10585,702,4200,0.09655,0.11516
2020,Single-person household,Tenant,No,0.89415,3498,4200,0.88484,0.90345
2020,Couple without children,Owner,No,0.99470,2592,2592,0.99191,0.99750
2020,Couple without children,Tenant,Yes,0.06215,240,2504,0.05269,0.07161
2020,Couple without children,Tenant,No,0.93785,2264,2504,0.92839,0.94731
2020,Single parent,Owner,No,0.97444,351,351,0.95791,0.99098
2020,Single parent,Tenant,Yes,0.33349,495,1220,0.30702,0.35996
2020,Single parent,Tenant,No,0.66651,725,1220,0.64004,0.69298
2020,Couple with children,Owner,No,0.98874,2606,2606,0.98469,0.99279
2020,Couple with children,Tenant,Yes,0.12994,1417,3817,0.11927,0.14060
2020,Couple with children,Tenant,No,0.87006,2400,3817,0.85940,0.88073
2020,Multi-generational household,Owner,No,0.94834,49,49,0.88572,1.01096
2020,Multi-generational household,Tenant,Yes,0.31810,46,91,0.22188,0.41432
2020,Multi-generational household,Tenant,No,0.68190,45,91,0.58568,0.77812
2020,Other Combinations,Owner,No,0.98401,91,91,0.95809,1.00993
2020,Other Combinations,Tenant,Yes,0.29864,158,383,0.25275,0.34454
2020,Other Combinations,Tenant,No,0.70136,225,383,0.65546,0.74725
2021,No answer / don't know,Tenant,No,0.83378,40,40,0.71694,0.95062
2021,Single-person household,Owner,No,0.98597,848,848,0.97805,0.99389
2021,Single-person household,Tenant,Yes,0.09398,355,2659,0.08289,0.10508
2021,Single-person household,Tenant,No,0.90602,2304,2659,0.89492,0.91711
2021,Couple without children,Owner,No,0.99160,1899,1899,0.98749,0.99570
2021,Couple without children,Tenant,Yes,0.03440,97,1555,0.02534,0.04346
2021,Couple without children,Tenant,No,0.96560,1458,1555,0.95654,0.97466
2021,Single parent,Owner,No,0.96554,244,244,0.94260,0.98847
2021,Single parent,Tenant,Yes,0.25054,254,773,0.21998,0.28111
2021,Single parent,Tenant,No,0.74946,519,773,0.71889,0.78002
2021,Couple with children,Owner,No,0.99094,1851,1851,0.98663,0.99526
2021,Couple with children,Tenant,Yes,0.13204,630,2090,0.11752,0.14656
2021,Couple with children,Tenant,No,0.86796,1460,2090,0.85344,0.88248
2021,Multi-generational household,Owner,No,0.93658,37,37,0.85697,1.01620
2021,Other Combinations,Owner,No,0.91394,100,100,0.85870,0.96919
2021,Other Combinations,Tenant,Yes,0.25244,90,244,0.19782,0.30706
2021,Other Combinations,Tenant,No,0.74756,154,244,0.69294,0.80218
2022,No answer / don't know,Owner,No,0.98892,140,140,0.97152,1.00632
2022,No answer / don't know,Tenant,No,0.94817,270,270,0.92168,0.97466
2022,Single-person household,Owner,No,0.98949,1194,1194,0.98370,0.99528
2022,Single-person household,Tenant,Yes,0.07784,361,4565,0.07006,0.08561
2022,Single-person household,Tenant,No,0.92216,4204,4565,0.91439,0.92994
2022,Couple without children,Owner,No,0.99398,2750,2750,0.99109,0.99687
2022,Couple without children,Tenant,Yes,0.03945,119,2978,0.03246,0.04644
2022,Couple without children,Tenant,No,0.96055,2859,2978,0.95356,0.96754
2022,Single parent,Owner,No,0.99797,307,307,0.99293,1.00301
2022,Single parent,Tenant,Yes,0.24245,250,907,0.21455,0.27036
2022,Single parent,Tenant,No,0.75755,657,907,0.72964,0.78545
2022,Couple with children,Owner,No,0.99247,2875,2875,0.98930,0.99563
2022,Couple with children,Tenant,Yes,0.10225,498,2852,0.09113,0.11337
2022,Couple with children,Tenant,No,0.89775,2354,2852,0.88663,0.90887
2022,Multi-generational household,Owner,No,0.94999,41,41,0.88244,1.01754
2022,Multi-generational household,Tenant,No,0.73575,31,31,0.57797,0.89354
2022,Other Combinations,Owner,No,0.99720,408,408,0.99207,1.00233
2022,Other Combinations,Tenant,Yes,0.11912,89,753,0.09596,0.14227
2022,Other Combinations,Tenant,No,0.88088,664,753,0.85773,0.90404
