"pli0089","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1995","Realschule","2","53","0.0485677414730086","0.0346241197457891","0.062511363200228"
"Min 1x pro Woche","1995","Realschule","3","29","","",""
"Min 1x pro Woche","1995","Realschule","4","27","","",""
"Min 1x pro Woche","1995","Realschule","5 Einkommensstärkstes Quintil","11","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","25","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","2","18","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","3","21","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","4","13","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","1","","",""
"Min 1x pro Woche","1995","AkademikerIn","1 Einkommensschwächstes Quintil","11","","",""
"Min 1x pro Woche","1995","AkademikerIn","2","12","","",""
"Min 1x pro Woche","1995","AkademikerIn","3","9","","",""
"Min 1x pro Woche","1995","AkademikerIn","4","9","","",""
"Min 1x pro Woche","1995","AkademikerIn","5 Einkommensstärkstes Quintil","7","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","39","0.0877961134849303","0.0624262723647971","0.113165954605064"
"Min 1x pro Monat","1995","(noch) kein Abschluss","2","21","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","3","12","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","4","6","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Min 1x pro Monat","1995","Hauptschule","1 Einkommensschwächstes Quintil","169","0.0638789900716455","0.0543086065525467","0.0734493735907443"
"Min 1x pro Monat","1995","Hauptschule","2","139","0.0652520541480035","0.0540733410873556","0.0764307672086513"
"Min 1x pro Monat","1995","Hauptschule","3","74","0.065465723741396","0.0497370938756701","0.0811943536071219"
"Min 1x pro Monat","1995","Hauptschule","4","41","0.0597323449369837","0.0401389152020286","0.0793257746719388"
"Min 1x pro Monat","1995","Hauptschule","5 Einkommensstärkstes Quintil","12","","",""
"Min 1x pro Monat","1995","Realschule","1 Einkommensschwächstes Quintil","91","0.0928503338771411","0.0755254665299024","0.11017520122438"
"Min 1x pro Monat","1995","Realschule","2","63","0.061600664113172","0.0460051661870203","0.0771961620393237"
"Min 1x pro Monat","1995","Realschule","3","56","0.0932825175357885","0.0688209490813087","0.117744085990268"
"Min 1x pro Monat","1995","Realschule","4","36","0.0809155358530475","0.0535326464112389","0.108298425294856"
"Min 1x pro Monat","1995","Realschule","5 Einkommensstärkstes Quintil","15","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","31","0.108547094668445","0.0773935829829691","0.13970060635392"
"Min 1x pro Monat","1995","(Fach-)Abitur","2","26","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","3","15","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","4","19","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","9","","",""
"Min 1x pro Monat","1995","AkademikerIn","1 Einkommensschwächstes Quintil","22","","",""
"Min 1x pro Monat","1995","AkademikerIn","2","26","","",""
"Min 1x pro Monat","1995","AkademikerIn","3","32","0.0715128002120155","0.0453275653530265","0.0976980350710044"
"Min 1x pro Monat","1995","AkademikerIn","4","22","","",""
"Min 1x pro Monat","1995","AkademikerIn","5 Einkommensstärkstes Quintil","11","","",""
"Seltener","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","80","0.195558085215703","0.160001554783153","0.231114615648253"
"Seltener","1995","(noch) kein Abschluss","2","60","0.307775833627425","0.246921348714029","0.368630318540822"
"Seltener","1995","(noch) kein Abschluss","3","29","","",""
"Seltener","1995","(noch) kein Abschluss","4","22","","",""
"Seltener","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Seltener","1995","Hauptschule","1 Einkommensschwächstes Quintil","489","0.187769044941754","0.172485077915731","0.203053011967778"
"Seltener","1995","Hauptschule","2","414","0.217172848040474","0.19850977487477","0.235835921206177"
"Seltener","1995","Hauptschule","3","248","0.245880837661689","0.218498619984312","0.273263055339065"
"Seltener","1995","Hauptschule","4","174","0.321062528668735","0.282462321688583","0.359662735648888"
"Seltener","1995","Hauptschule","5 Einkommensstärkstes Quintil","58","0.313105185908784","0.245167331857055","0.381043039960513"
"Seltener","1995","Realschule","1 Einkommensschwächstes Quintil","319","0.289226513357075","0.262160557364801","0.31629246934935"
"Seltener","1995","Realschule","2","327","0.354878687265658","0.323842143216099","0.385915231315218"
"Seltener","1995","Realschule","3","173","0.299904327702836","0.261363748320434","0.338444907085237"
"Seltener","1995","Realschule","4","138","0.360349235553065","0.31214126296879","0.408557208137339"
"Seltener","1995","Realschule","5 Einkommensstärkstes Quintil","62","0.314373674398172","0.246550413532133","0.382196935264211"
"Seltener","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","118","0.358123610267157","0.310107068120789","0.406140152413526"
"Seltener","1995","(Fach-)Abitur","2","102","0.354012313862854","0.298098870941695","0.409925756784014"
"Seltener","1995","(Fach-)Abitur","3","51","0.22988935732272","0.168591569817348","0.291187144828091"
"Seltener","1995","(Fach-)Abitur","4","47","0.372967274538902","0.290469621656373","0.455464927421432"
"Seltener","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","23","","",""
"Seltener","1995","AkademikerIn","1 Einkommensschwächstes Quintil","92","0.248993741287793","0.204199460163299","0.293788022412286"
"Seltener","1995","AkademikerIn","2","154","0.35379017402243","0.309807682592781","0.397772665452079"
"Seltener","1995","AkademikerIn","3","113","0.295468579684882","0.249104413214205","0.341832746155559"
"Seltener","1995","AkademikerIn","4","95","0.304267201287053","0.252883954661486","0.35565044791262"
"Seltener","1995","AkademikerIn","5 Einkommensstärkstes Quintil","77","0.288754913291778","0.232466015013335","0.34504381157022"
"Nie","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","329","0.634394515533089","0.5912207226671","0.677568308399079"
"Nie","1995","(noch) kein Abschluss","2","132","0.532571232041112","0.466790526892702","0.598351937189522"
"Nie","1995","(noch) kein Abschluss","3","45","0.353337403259195","0.258698710968339","0.447976095550051"
"Nie","1995","(noch) kein Abschluss","4","25","","",""
"Nie","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","8","","",""
"Nie","1995","Hauptschule","1 Einkommensschwächstes Quintil","1739","0.70978928745605","0.692026718990779","0.72755185592132"
"Nie","1995","Hauptschule","2","1235","0.664199369270678","0.642822827971883","0.685575910569473"
"Nie","1995","Hauptschule","3","576","0.641516861159175","0.611022138149089","0.672011584169262"
"Nie","1995","Hauptschule","4","304","0.544587091137483","0.503413734611667","0.585760447663298"
"Nie","1995","Hauptschule","5 Einkommensstärkstes Quintil","103","0.58775021249612","0.515639764586109","0.659860660406131"
"Nie","1995","Realschule","1 Einkommensschwächstes Quintil","616","0.567964956979543","0.538394436529707","0.59753547742938"
"Nie","1995","Realschule","2","468","0.533562823752315","0.501203304407309","0.565922343097322"
"Nie","1995","Realschule","3","285","0.5659637088943","0.524276243564902","0.607651174223698"
"Nie","1995","Realschule","4","177","0.498339067176005","0.448133345828383","0.548544788523627"
"Nie","1995","Realschule","5 Einkommensstärkstes Quintil","92","0.530682916982476","0.457777034091349","0.603588799873604"
"Nie","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","208","0.478600600930369","0.428571743213863","0.528629458646875"
"Nie","1995","(Fach-)Abitur","2","135","0.4874165801174","0.428974272307314","0.545858887927487"
"Nie","1995","(Fach-)Abitur","3","94","0.609908115792069","0.538848236199366","0.680967995384773"
"Nie","1995","(Fach-)Abitur","4","53","0.403534054040561","0.319840107464712","0.487228000616409"
"Nie","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","42","0.66191704894054","0.555562832123127","0.768271265757952"
"Nie","1995","AkademikerIn","1 Einkommensschwächstes Quintil","233","0.648952544867325","0.599510552623722","0.698394537110928"
"Nie","1995","AkademikerIn","2","261","0.562124837192851","0.516488402531598","0.607761271854104"
"Nie","1995","AkademikerIn","3","217","0.601881908937583","0.55213819325435","0.651625624620816"
"Nie","1995","AkademikerIn","4","182","0.566255252103015","0.5109080120902","0.621602492115831"
"Nie","1995","AkademikerIn","5 Einkommensstärkstes Quintil","154","0.633671666678827","0.573828327719809","0.693515005637845"
"Täglich","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","(noch) kein Abschluss","2","","","",""
"Täglich","1996","(noch) kein Abschluss","3","","","",""
"Täglich","1996","(noch) kein Abschluss","4","","","",""
"Täglich","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","Hauptschule","2","","","",""
"Täglich","1996","Hauptschule","3","","","",""
"Täglich","1996","Hauptschule","4","","","",""
"Täglich","1996","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","Realschule","2","","","",""
"Täglich","1996","Realschule","3","","","",""
"Täglich","1996","Realschule","4","","","",""
"Täglich","1996","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","(Fach-)Abitur","2","","","",""
"Täglich","1996","(Fach-)Abitur","3","","","",""
"Täglich","1996","(Fach-)Abitur","4","","","",""
"Täglich","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","AkademikerIn","2","","","",""
"Täglich","1996","AkademikerIn","3","","","",""
"Täglich","1996","AkademikerIn","4","","","",""
"Täglich","1996","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","2","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","3","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","4","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1996","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1996","Hauptschule","2","","","",""
"Min 1x pro Woche","1996","Hauptschule","3","","","",""
"Min 1x pro Woche","1996","Hauptschule","4","","","",""
"Min 1x pro Woche","1996","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1996","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1996","Realschule","2","","","",""
"Min 1x pro Woche","1996","Realschule","3","","","",""
"Min 1x pro Woche","1996","Realschule","4","","","",""
"Min 1x pro Woche","1996","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","2","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","3","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","4","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1996","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1996","AkademikerIn","2","","","",""
"Min 1x pro Woche","1996","AkademikerIn","3","","","",""
"Min 1x pro Woche","1996","AkademikerIn","4","","","",""
"Min 1x pro Woche","1996","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","2","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","3","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","4","","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1996","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1996","Hauptschule","2","","","",""
"Min 1x pro Monat","1996","Hauptschule","3","","","",""
"Min 1x pro Monat","1996","Hauptschule","4","","","",""
"Min 1x pro Monat","1996","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1996","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1996","Realschule","2","","","",""
"Min 1x pro Monat","1996","Realschule","3","","","",""
"Min 1x pro Monat","1996","Realschule","4","","","",""
"Min 1x pro Monat","1996","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","2","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","3","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","4","","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1996","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1996","AkademikerIn","2","","","",""
"Min 1x pro Monat","1996","AkademikerIn","3","","","",""
"Min 1x pro Monat","1996","AkademikerIn","4","","","",""
"Min 1x pro Monat","1996","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1996","(noch) kein Abschluss","2","","","",""
"Seltener","1996","(noch) kein Abschluss","3","","","",""
"Seltener","1996","(noch) kein Abschluss","4","","","",""
"Seltener","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1996","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1996","Hauptschule","2","","","",""
"Seltener","1996","Hauptschule","3","","","",""
"Seltener","1996","Hauptschule","4","","","",""
"Seltener","1996","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1996","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1996","Realschule","2","","","",""
"Seltener","1996","Realschule","3","","","",""
"Seltener","1996","Realschule","4","","","",""
"Seltener","1996","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1996","(Fach-)Abitur","2","","","",""
"Seltener","1996","(Fach-)Abitur","3","","","",""
"Seltener","1996","(Fach-)Abitur","4","","","",""
"Seltener","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1996","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1996","AkademikerIn","2","","","",""
"Seltener","1996","AkademikerIn","3","","","",""
"Seltener","1996","AkademikerIn","4","","","",""
"Seltener","1996","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nie","1996","(noch) kein Abschluss","2","","","",""
"Nie","1996","(noch) kein Abschluss","3","","","",""
"Nie","1996","(noch) kein Abschluss","4","","","",""
"Nie","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Nie","1996","Hauptschule","2","","","",""
"Nie","1996","Hauptschule","3","","","",""
"Nie","1996","Hauptschule","4","","","",""
"Nie","1996","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Nie","1996","Realschule","2","","","",""
"Nie","1996","Realschule","3","","","",""
"Nie","1996","Realschule","4","","","",""
"Nie","1996","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Nie","1996","(Fach-)Abitur","2","","","",""
"Nie","1996","(Fach-)Abitur","3","","","",""
"Nie","1996","(Fach-)Abitur","4","","","",""
"Nie","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Nie","1996","AkademikerIn","2","","","",""
"Nie","1996","AkademikerIn","3","","","",""
"Nie","1996","AkademikerIn","4","","","",""
"Nie","1996","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","(noch) kein Abschluss","2","","","",""
"Täglich","1997","(noch) kein Abschluss","3","","","",""
"Täglich","1997","(noch) kein Abschluss","4","","","",""
"Täglich","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","Hauptschule","2","","","",""
"Täglich","1997","Hauptschule","3","","","",""
"Täglich","1997","Hauptschule","4","","","",""
"Täglich","1997","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","Realschule","2","","","",""
"Täglich","1997","Realschule","3","","","",""
"Täglich","1997","Realschule","4","","","",""
"Täglich","1997","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","(Fach-)Abitur","2","","","",""
"Täglich","1997","(Fach-)Abitur","3","","","",""
"Täglich","1997","(Fach-)Abitur","4","","","",""
"Täglich","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","AkademikerIn","2","","","",""
"Täglich","1997","AkademikerIn","3","","","",""
"Täglich","1997","AkademikerIn","4","","","",""
"Täglich","1997","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","2","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","3","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","4","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1997","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1997","Hauptschule","2","","","",""
"Min 1x pro Woche","1997","Hauptschule","3","","","",""
"Min 1x pro Woche","1997","Hauptschule","4","","","",""
"Min 1x pro Woche","1997","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1997","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1997","Realschule","2","","","",""
"Min 1x pro Woche","1997","Realschule","3","","","",""
"Min 1x pro Woche","1997","Realschule","4","","","",""
"Min 1x pro Woche","1997","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","2","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","3","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","4","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1997","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1997","AkademikerIn","2","","","",""
"Min 1x pro Woche","1997","AkademikerIn","3","","","",""
"Min 1x pro Woche","1997","AkademikerIn","4","","","",""
"Min 1x pro Woche","1997","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","2","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","3","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","4","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1997","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1997","Hauptschule","2","","","",""
"Min 1x pro Monat","1997","Hauptschule","3","","","",""
"Min 1x pro Monat","1997","Hauptschule","4","","","",""
"Min 1x pro Monat","1997","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1997","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1997","Realschule","2","","","",""
"Min 1x pro Monat","1997","Realschule","3","","","",""
"Min 1x pro Monat","1997","Realschule","4","","","",""
"Min 1x pro Monat","1997","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","2","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","3","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","4","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1997","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1997","AkademikerIn","2","","","",""
"Min 1x pro Monat","1997","AkademikerIn","3","","","",""
"Min 1x pro Monat","1997","AkademikerIn","4","","","",""
"Min 1x pro Monat","1997","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1997","(noch) kein Abschluss","2","","","",""
"Seltener","1997","(noch) kein Abschluss","3","","","",""
"Seltener","1997","(noch) kein Abschluss","4","","","",""
"Seltener","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1997","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1997","Hauptschule","2","","","",""
"Seltener","1997","Hauptschule","3","","","",""
"Seltener","1997","Hauptschule","4","","","",""
"Seltener","1997","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1997","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1997","Realschule","2","","","",""
"Seltener","1997","Realschule","3","","","",""
"Seltener","1997","Realschule","4","","","",""
"Seltener","1997","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1997","(Fach-)Abitur","2","","","",""
"Seltener","1997","(Fach-)Abitur","3","","","",""
"Seltener","1997","(Fach-)Abitur","4","","","",""
"Seltener","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1997","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1997","AkademikerIn","2","","","",""
"Seltener","1997","AkademikerIn","3","","","",""
"Seltener","1997","AkademikerIn","4","","","",""
"Seltener","1997","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Nie","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nie","1997","(noch) kein Abschluss","2","","","",""
"Nie","1997","(noch) kein Abschluss","3","","","",""
"Nie","1997","(noch) kein Abschluss","4","","","",""
"Nie","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nie","1997","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Nie","1997","Hauptschule","2","","","",""
"Nie","1997","Hauptschule","3","","","",""
"Nie","1997","Hauptschule","4","","","",""
"Nie","1997","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Nie","1997","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Nie","1997","Realschule","2","","","",""
"Nie","1997","Realschule","3","","","",""
"Nie","1997","Realschule","4","","","",""
"Nie","1997","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Nie","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Nie","1997","(Fach-)Abitur","2","","","",""
"Nie","1997","(Fach-)Abitur","3","","","",""
"Nie","1997","(Fach-)Abitur","4","","","",""
"Nie","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Nie","1997","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Nie","1997","AkademikerIn","2","","","",""
"Nie","1997","AkademikerIn","3","","","",""
"Nie","1997","AkademikerIn","4","","","",""
"Nie","1997","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1998","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1998","(noch) kein Abschluss","2","","","",""
"Täglich","1998","(noch) kein Abschluss","3","","","",""
"Täglich","1998","(noch) kein Abschluss","4","","","",""
