year,migback,regtyp,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Direct migration background,Rural regions,At least once per month,0.07836,33,439,0.05319,0.10353
2003,Direct migration background,Rural regions,Seldom,0.20417,92,439,0.16642,0.24192
2003,Direct migration background,Rural regions,Never,0.67706,314,439,0.63327,0.72085
2003,Indirect migration background,Urban regions,At least once per week,0.10736,48,664,0.08379,0.13092
2003,Indirect migration background,Urban regions,At least once per month,0.11049,80,664,0.08663,0.13436
2003,Indirect migration background,Urban regions,Seldom,0.28108,198,664,0.24686,0.31529
2003,Indirect migration background,Urban regions,Never,0.49361,338,664,0.45556,0.53167
2003,Indirect migration background,Rural regions,Never,0.55296,55,55,0.42035,0.68557
2008,No migration background,Urban regions,At least once per week,0.04135,453,10422,0.03753,0.04518
2008,No migration background,Urban regions,At least once per month,0.08769,899,10422,0.08225,0.09312
2008,No migration background,Urban regions,Seldom,0.30866,3294,10422,0.29979,0.31753
2008,No migration background,Urban regions,Never,0.56163,5776,10422,0.55210,0.57116
2008,No migration background,Rural regions,At least once per week,0.06033,343,6112,0.05436,0.06630
2008,No migration background,Rural regions,At least once per month,0.07873,501,6112,0.07197,0.08548
2008,No migration background,Rural regions,Seldom,0.29393,1826,6112,0.28251,0.30535
2008,No migration background,Rural regions,Never,0.56550,3442,6112,0.55307,0.57793
2008,Direct migration background,Urban regions,At least once per week,0.04203,56,1549,0.03203,0.05202
2008,Direct migration background,Urban regions,At least once per month,0.05872,88,1549,0.04701,0.07043
2008,Direct migration background,Urban regions,Seldom,0.20194,309,1549,0.18195,0.22194
2008,Direct migration background,Urban regions,Never,0.69659,1096,1549,0.67369,0.71949
2008,Direct migration background,Rural regions,Seldom,0.19472,71,311,0.15064,0.23880
2008,Direct migration background,Rural regions,Never,0.70601,240,311,0.65529,0.75672
2008,Indirect migration background,Urban regions,At least once per week,0.07344,42,642,0.05325,0.09364
2008,Indirect migration background,Urban regions,At least once per month,0.13177,79,642,0.10559,0.15796
2008,Indirect migration background,Urban regions,Seldom,0.32869,203,642,0.29233,0.36506
2008,Indirect migration background,Urban regions,Never,0.46051,318,642,0.42192,0.49910
2008,Indirect migration background,Rural regions,Seldom,0.28612,36,86,0.19004,0.38220
2008,Indirect migration background,Rural regions,Never,0.40792,50,86,0.30344,0.51240
2013,No migration background,Urban regions,At least once per week,0.05568,794,13108,0.05176,0.05961
2013,No migration background,Urban regions,At least once per month,0.09360,1303,13108,0.08861,0.09859
2013,No migration background,Urban regions,Seldom,0.30521,4081,13108,0.29733,0.31310
2013,No migration background,Urban regions,Never,0.54289,6930,13108,0.53437,0.55142
2013,No migration background,Rural regions,At least once per week,0.06375,569,8324,0.05850,0.06900
2013,No migration background,Rural regions,At least once per month,0.09466,816,8324,0.08837,0.10095
2013,No migration background,Rural regions,Seldom,0.31951,2633,8324,0.30949,0.32953
2013,No migration background,Rural regions,Never,0.52065,4306,8324,0.50991,0.53138
2013,Direct migration background,Urban regions,At least once per week,0.05086,127,2106,0.04147,0.06025
2013,Direct migration background,Urban regions,At least once per month,0.05358,132,2106,0.04396,0.06320
2013,Direct migration background,Urban regions,Seldom,0.21678,425,2106,0.19917,0.23438
2013,Direct migration background,Urban regions,Never,0.67640,1422,2106,0.65642,0.69639
2013,Direct migration background,Rural regions,At least once per week,0.03670,33,696,0.02272,0.05068
2013,Direct migration background,Rural regions,At least once per month,0.11802,48,696,0.09403,0.14200
2013,Direct migration background,Rural regions,Seldom,0.18144,150,696,0.15279,0.21009
2013,Direct migration background,Rural regions,Never,0.66316,465,696,0.62802,0.69830
2013,Indirect migration background,Urban regions,At least once per week,0.08039,72,888,0.06249,0.09828
2013,Indirect migration background,Urban regions,At least once per month,0.13437,105,888,0.11192,0.15681
2013,Indirect migration background,Urban regions,Seldom,0.31787,270,888,0.28723,0.34852
2013,Indirect migration background,Urban regions,Never,0.46145,441,888,0.42864,0.49426
2013,Indirect migration background,Rural regions,Seldom,0.30824,72,165,0.23757,0.37892
2013,Indirect migration background,Rural regions,Never,0.43464,93,165,0.35877,0.51050
2017,Direct migration background,Urban regions,Daily,0.01119,32,2749,0.00726,0.01513
2017,Direct migration background,Urban regions,At least once per week,0.06432,145,2749,0.05514,0.07349
2017,Direct migration background,Urban regions,At least once per month,0.06103,146,2749,0.05208,0.06998
2017,Direct migration background,Urban regions,Seldom,0.16451,433,2749,0.15065,0.17837
2017,Direct migration background,Urban regions,Never,0.69895,1993,2749,0.68180,0.71610
2017,Direct migration background,Rural regions,At least once per week,0.06957,89,1193,0.05512,0.08401
2017,Direct migration background,Rural regions,At least once per month,0.04878,67,1193,0.03655,0.06101
2017,Direct migration background,Rural regions,Seldom,0.13647,179,1193,0.11699,0.15596
2017,Direct migration background,Rural regions,Never,0.72466,858,1193,0.69930,0.75002
2018,Direct migration background,Urban regions,At least once per week,0.07813,181,2292,0.06714,0.08912
2018,Direct migration background,Urban regions,At least once per month,0.09123,209,2292,0.07944,0.10302
2018,Direct migration background,Urban regions,Seldom,0.19579,453,2292,0.17954,0.21203
2018,Direct migration background,Urban regions,Never,0.62764,1449,2292,0.60785,0.64744
2018,Direct migration background,Rural regions,At least once per week,0.07958,70,843,0.06130,0.09786
2018,Direct migration background,Rural regions,At least once per month,0.10575,72,843,0.08498,0.12652
2018,Direct migration background,Rural regions,Seldom,0.19337,152,843,0.16669,0.22004
2018,Direct migration background,Rural regions,Never,0.61487,549,843,0.58200,0.64774
2019,No migration background,No answer / don't know,At least once per month,0.08319,39,469,0.05817,0.10821
2019,No migration background,No answer / don't know,Seldom,0.25977,133,469,0.22004,0.29950
2019,No migration background,No answer / don't know,Never,0.63356,297,469,0.58990,0.67721
2019,No migration background,Urban regions,At least once per week,0.04809,698,12126,0.04429,0.05190
2019,No migration background,Urban regions,At least once per month,0.10017,1361,12126,0.09483,0.10552
2019,No migration background,Urban regions,Seldom,0.32184,4051,12126,0.31353,0.33016
2019,No migration background,Urban regions,Never,0.52838,6016,12126,0.51949,0.53726
2019,No migration background,Rural regions,At least once per week,0.05933,477,7411,0.05395,0.06471
2019,No migration background,Rural regions,At least once per month,0.10795,833,7411,0.10089,0.11502
2019,No migration background,Rural regions,Seldom,0.31682,2477,7411,0.30623,0.32741
2019,No migration background,Rural regions,Never,0.51209,3624,7411,0.50071,0.52347
2019,Direct migration background,Urban regions,At least once per week,0.04639,391,5199,0.04067,0.05211
2019,Direct migration background,Urban regions,At least once per month,0.08772,344,5199,0.08003,0.09541
2019,Direct migration background,Urban regions,Seldom,0.20309,1027,5199,0.19216,0.21403
2019,Direct migration background,Urban regions,Never,0.66119,3437,5199,0.64832,0.67406
2019,Direct migration background,Rural regions,At least once per week,0.04494,137,1853,0.03550,0.05438
2019,Direct migration background,Rural regions,At least once per month,0.09296,150,1853,0.07974,0.10619
2019,Direct migration background,Rural regions,Seldom,0.19491,370,1853,0.17687,0.21296
2019,Direct migration background,Rural regions,Never,0.66541,1196,1853,0.64392,0.68690
2019,Indirect migration background,Urban regions,At least once per week,0.09884,101,1233,0.08218,0.11551
2019,Indirect migration background,Urban regions,At least once per month,0.11575,134,1233,0.09788,0.13361
2019,Indirect migration background,Urban regions,Seldom,0.29016,368,1233,0.26481,0.31550
2019,Indirect migration background,Urban regions,Never,0.48767,630,1233,0.45976,0.51558
2019,Indirect migration background,Rural regions,At least once per month,0.12077,32,270,0.08183,0.15972
2019,Indirect migration background,Rural regions,Seldom,0.27290,89,270,0.21967,0.32613
2019,Indirect migration background,Rural regions,Never,0.52298,149,270,0.46329,0.58267
