,Unnamed: 0,year,pgisced97,sex,pli0089,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
57,57,1995,Upper Secondary Level,female,Never,0.69862,2288,12681,0.67832,0.71849
58,58,1995,Post-secondary Non-tertiary Level,male,At least once per month,0.13438,31,12681,0.109,0.17127
59,59,1995,Post-secondary Non-tertiary Level,male,Seldom,0.39054,87,12681,0.3329,0.45965
60,60,1995,Post-secondary Non-tertiary Level,male,Never,0.47508,109,12681,0.41043,0.53189
61,61,1995,Post-secondary Non-tertiary Level,female,Seldom,0.31168,57,12681,0.24813,0.3813
62,62,1995,Post-secondary Non-tertiary Level,female,Never,0.68832,145,12681,0.61102,0.77659
63,63,1995,First Stage of Tertiary Education,male,At least once per week,0.06844,32,12681,0.05131,0.08869
64,64,1995,First Stage of Tertiary Education,male,At least once per month,0.10143,47,12681,0.081,0.12768
65,65,1995,First Stage of Tertiary Education,male,Seldom,0.35116,177,12681,0.31499,0.39077
66,66,1995,First Stage of Tertiary Education,male,Never,0.47898,214,12681,0.43438,0.53
67,67,1995,First Stage of Tertiary Education,female,Seldom,0.27474,82,12681,0.2281,0.32578
68,68,1995,First Stage of Tertiary Education,female,Never,0.72526,177,12681,0.65294,0.81536
69,69,1995,Second Stage of Tertiary Education,male,At least once per week,0.03686,32,12681,0.02898,0.04639
70,70,1995,Second Stage of Tertiary Education,male,At least once per month,0.08257,79,12681,0.07291,0.09585
71,71,1995,Second Stage of Tertiary Education,male,Seldom,0.33641,317,12681,0.31419,0.36182
72,72,1995,Second Stage of Tertiary Education,male,Never,0.54415,518,12681,0.51356,0.57086
73,73,1995,Second Stage of Tertiary Education,female,At least once per month,0.03736,34,12681,0.03053,0.04469
74,74,1995,Second Stage of Tertiary Education,female,Seldom,0.25714,214,12681,0.22536,0.29274
75,75,1995,Second Stage of Tertiary Education,female,Never,0.7055,529,12681,0.66729,0.75769
76,76,1998,Pre-primary Level,male,At least once per week,0.19803,31,13285,0.17008,0.24707
77,77,1998,Pre-primary Level,male,At least once per month,0.20891,35,13285,0.17879,0.25601
78,78,1998,Pre-primary Level,male,Seldom,0.40835,65,13285,0.33905,0.50631
79,79,1998,Pre-primary Level,male,Never,0.18472,32,13285,0.13718,0.2382
80,80,1998,Pre-primary Level,female,Seldom,0.57655,77,13285,0.50831,0.64918
81,81,1998,Pre-primary Level,female,Never,0.42345,55,13285,0.35918,0.48923
82,82,1998,Primary Level,male,Seldom,0.26104,43,13285,0.20348,0.31499
83,83,1998,Primary Level,male,Never,0.73896,111,13285,0.62179,0.85207
84,84,1998,Primary Level,female,Never,1.0,230,13285,0.89399,1.1239
85,85,1998,Lower Secondary Level,male,At least once per week,0.09483,94,13285,0.08404,0.10756
86,86,1998,Lower Secondary Level,male,At least once per month,0.11725,109,13285,0.09765,0.13266
87,87,1998,Lower Secondary Level,male,Seldom,0.29313,275,13285,0.26714,0.31909
88,88,1998,Lower Secondary Level,male,Never,0.4948,436,13285,0.46,0.52395
89,89,1998,Lower Secondary Level,female,At least once per week,0.01825,31,13285,0.01435,0.02253
90,90,1998,Lower Secondary Level,female,At least once per month,0.03448,67,13285,0.0296,0.03907
91,91,1998,Lower Secondary Level,female,Seldom,0.16242,276,13285,0.15032,0.17461
92,92,1998,Lower Secondary Level,female,Never,0.78486,1217,13285,0.75172,0.81629
93,93,1998,Upper Secondary Level,male,At least once per week,0.07908,273,13285,0.07347,0.086
94,94,1998,Upper Secondary Level,male,At least once per month,0.12068,417,13285,0.11402,0.12831
95,95,1998,Upper Secondary Level,male,Seldom,0.34208,1207,13285,0.32962,0.35582
96,96,1998,Upper Secondary Level,male,Never,0.45817,1587,13285,0.44172,0.47496
97,97,1998,Upper Secondary Level,female,At least once per week,0.0294,103,13285,0.02521,0.03335
98,98,1998,Upper Secondary Level,female,At least once per month,0.03922,148,13285,0.03559,0.04394
99,99,1998,Upper Secondary Level,female,Seldom,0.27952,977,13285,0.26746,0.29145
100,100,1998,Upper Secondary Level,female,Never,0.65185,2236,13285,0.63118,0.67025
101,101,1998,Post-secondary Non-tertiary Level,male,Seldom,0.52021,104,13285,0.44648,0.61492
102,102,1998,Post-secondary Non-tertiary Level,male,Never,0.47979,94,13285,0.422,0.54491
103,103,1998,Post-secondary Non-tertiary Level,female,Seldom,0.33921,77,13285,0.28307,0.39986
104,104,1998,Post-secondary Non-tertiary Level,female,Never,0.66079,164,13285,0.57938,0.76347
105,105,1998,First Stage of Tertiary Education,male,At least once per week,0.07463,32,13285,0.05658,0.09379
106,106,1998,First Stage of Tertiary Education,male,At least once per month,0.10423,54,13285,0.08716,0.12199
107,107,1998,First Stage of Tertiary Education,male,Seldom,0.38963,205,13285,0.35999,0.42625
108,108,1998,First Stage of Tertiary Education,male,Never,0.43151,201,13285,0.39419,0.4746
109,109,1998,First Stage of Tertiary Education,female,Seldom,0.30078,99,13285,0.25545,0.35002
110,110,1998,First Stage of Tertiary Education,female,Never,0.69922,190,13285,0.63549,0.76713
111,111,1998,Second Stage of Tertiary Education,male,At least once per week,0.03357,35,13285,0.02489,0.04105
112,112,1998,Second Stage of Tertiary Education,male,At least once per month,0.09254,97,13285,0.0769,0.10682
113,113,1998,Second Stage of Tertiary Education,male,Seldom,0.36571,400,13285,0.3338,0.39256
114,114,1998,Second Stage of Tertiary Education,male,Never,0.50819,540,13285,0.47521,0.53669
115,115,1998,Second Stage of Tertiary Education,female,At least once per month,0.05246,47,13285,0.04214,0.06351
116,116,1998,Second Stage of Tertiary Education,female,Seldom,0.27296,254,13285,0.24762,0.29572
117,117,1998,Second Stage of Tertiary Education,female,Never,0.67458,560,13285,0.63265,0.71684
118,118,2003,Pre-primary Level,male,At least once per week,0.18093,62,21594,0.15349,0.21179
119,119,2003,Pre-primary Level,male,At least once per month,0.21845,62,21594,0.16768,0.26806
120,120,2003,Pre-primary Level,male,Seldom,0.37375,108,21594,0.32101,0.43297
121,121,2003,Pre-primary Level,male,Never,0.22687,60,21594,0.17651,0.27212
122,122,2003,Pre-primary Level,female,At least once per month,0.17053,54,21594,0.12184,0.22387
123,123,2003,Pre-primary Level,female,Seldom,0.40686,120,21594,0.34104,0.47843
124,124,2003,Pre-primary Level,female,Never,0.42261,113,21594,0.35683,0.48681
125,125,2003,Primary Level,male,Never,1.0,75,21594,0.84996,1.14125
126,126,2003,Primary Level,female,Never,1.0,149,21594,0.89161,1.11722
127,127,2003,Lower Secondary Level,male,At least once per week,0.08727,74,21594,0.07152,0.10443
128,128,2003,Lower Secondary Level,male,At least once per month,0.11987,108,21594,0.10279,0.13887
129,129,2003,Lower Secondary Level,male,Seldom,0.25546,251,21594,0.23252,0.27908
130,130,2003,Lower Secondary Level,male,Never,0.53741,468,21594,0.5044,0.57173
131,131,2003,Lower Secondary Level,female,At least once per week,0.01931,36,21594,0.01433,0.02508
132,132,2003,Lower Secondary Level,female,At least once per month,0.03295,70,21594,0.02805,0.03753
133,133,2003,Lower Secondary Level,female,Seldom,0.11928,247,21594,0.10618,0.13032
134,134,2003,Lower Secondary Level,female,Never,0.82846,1457,21594,0.79531,0.85525
135,135,2003,Upper Secondary Level,male,At least once per week,0.06909,385,21594,0.06351,0.0751
136,136,2003,Upper Secondary Level,male,At least once per month,0.10155,575,21594,0.09483,0.10818
137,137,2003,Upper Secondary Level,male,Seldom,0.3462,1797,21594,0.33427,0.35792
138,138,2003,Upper Secondary Level,male,Never,0.48316,2510,21594,0.47018,0.49577
139,139,2003,Upper Secondary Level,female,At least once per week,0.03055,202,21594,0.0274,0.03349
140,140,2003,Upper Secondary Level,female,At least once per month,0.04234,277,21594,0.03835,0.04651
141,141,2003,Upper Secondary Level,female,Seldom,0.23714,1438,21594,0.2291,0.24716
142,142,2003,Upper Secondary Level,female,Never,0.68996,3814,21594,0.67348,0.70662
143,143,2003,Post-secondary Non-tertiary Level,male,At least once per month,0.17969,78,21594,0.1527,0.20741
144,144,2003,Post-secondary Non-tertiary Level,male,Seldom,0.35512,173,21594,0.31122,0.40739
145,145,2003,Post-secondary Non-tertiary Level,male,Never,0.46519,203,21594,0.41639,0.52139
146,146,2003,Post-secondary Non-tertiary Level,female,At least once per week,0.04267,32,21594,0.02979,0.05464
147,147,2003,Post-secondary Non-tertiary Level,female,At least once per month,0.05925,51,21594,0.04128,0.07781
148,148,2003,Post-secondary Non-tertiary Level,female,Seldom,0.309,204,21594,0.27264,0.34515
149,149,2003,Post-secondary Non-tertiary Level,female,Never,0.58909,380,21594,0.54672,0.63227
150,150,2003,First Stage of Tertiary Education,male,At least once per week,0.05448,61,21594,0.04517,0.06536
151,151,2003,First Stage of Tertiary Education,male,At least once per month,0.10058,93,21594,0.0879,0.11348
152,152,2003,First Stage of Tertiary Education,male,Seldom,0.37741,366,21594,0.34692,0.40982
153,153,2003,First Stage of Tertiary Education,male,Never,0.46752,449,21594,0.43817,0.5059
154,154,2003,First Stage of Tertiary Education,female,At least once per month,0.05387,37,21594,0.03662,0.07172
155,155,2003,First Stage of Tertiary Education,female,Seldom,0.28932,203,21594,0.25464,0.32097
156,156,2003,First Stage of Tertiary Education,female,Never,0.65681,435,21594,0.60339,0.70731
157,157,2003,Second Stage of Tertiary Education,male,At least once per week,0.04294,94,21594,0.03503,0.05055
158,158,2003,Second Stage of Tertiary Education,male,At least once per month,0.10014,225,21594,0.08685,0.11321
159,159,2003,Second Stage of Tertiary Education,male,Seldom,0.37312,958,21594,0.35162,0.39922
160,160,2003,Second Stage of Tertiary Education,male,Never,0.48379,1162,21594,0.46234,0.51209
161,161,2003,Second Stage of Tertiary Education,female,At least once per week,0.02541,56,21594,0.02017,0.03289
162,162,2003,Second Stage of Tertiary Education,female,At least once per month,0.04396,99,21594,0.0372,0.05123
163,163,2003,Second Stage of Tertiary Education,female,Seldom,0.2762,555,21594,0.25203,0.29874
164,164,2003,Second Stage of Tertiary Education,female,Never,0.65443,1168,21594,0.62186,0.68824
165,165,2008,Pre-primary Level,male,At least once per month,0.32438,47,18679,0.23377,0.44005
166,166,2008,Pre-primary Level,male,Seldom,0.39701,54,18679,0.31968,0.48206
167,167,2008,Pre-primary Level,male,Never,0.27861,34,18679,0.19192,0.37467
168,168,2008,Pre-primary Level,female,At least once per month,0.19996,31,18679,0.14723,0.2643
169,169,2008,Pre-primary Level,female,Seldom,0.38504,61,18679,0.29217,0.47934
170,170,2008,Pre-primary Level,female,Never,0.415,64,18679,0.33736,0.5256
171,171,2008,Primary Level,male,Never,1.0,48,18679,0.81402,1.27631
172,172,2008,Primary Level,female,Never,1.0,109,18679,0.86491,1.15286
173,173,2008,Lower Secondary Level,male,At least once per week,0.08994,59,18679,0.07342,0.10619
174,174,2008,Lower Secondary Level,male,At least once per month,0.11546,62,18679,0.09413,0.1376
175,175,2008,Lower Secondary Level,male,Seldom,0.252,163,18679,0.22118,0.28634
176,176,2008,Lower Secondary Level,male,Never,0.54261,338,18679,0.49452,0.59595
177,177,2008,Lower Secondary Level,female,At least once per month,0.0278,40,18679,0.02101,0.03488
178,178,2008,Lower Secondary Level,female,Seldom,0.1388,194,18679,0.12246,0.15608
179,179,2008,Lower Secondary Level,female,Never,0.8334,1110,18679,0.79707,0.87217
180,180,2008,Upper Secondary Level,male,At least once per week,0.06912,307,18679,0.06178,0.07569
181,181,2008,Upper Secondary Level,male,At least once per month,0.11752,511,18679,0.1084,0.12737
182,182,2008,Upper Secondary Level,male,Seldom,0.33067,1522,18679,0.31657,0.34344
183,183,2008,Upper Secondary Level,male,Never,0.48269,2244,18679,0.47104,0.49905
184,184,2008,Upper Secondary Level,female,At least once per week,0.03514,194,18679,0.03082,0.03959
185,185,2008,Upper Secondary Level,female,At least once per month,0.05619,271,18679,0.05075,0.06371
186,186,2008,Upper Secondary Level,female,Seldom,0.24861,1308,18679,0.2361,0.26014
187,187,2008,Upper Secondary Level,female,Never,0.66005,3310,18679,0.64147,0.67923
188,188,2008,Post-secondary Non-tertiary Level,male,At least once per month,0.11643,53,18679,0.0901,0.1441
189,189,2008,Post-secondary Non-tertiary Level,male,Seldom,0.41699,173,18679,0.35599,0.48922
190,190,2008,Post-secondary Non-tertiary Level,male,Never,0.46658,180,18679,0.40853,0.52278
191,191,2008,Post-secondary Non-tertiary Level,female,At least once per month,0.06575,42,18679,0.04883,0.08431
192,192,2008,Post-secondary Non-tertiary Level,female,Seldom,0.33599,203,18679,0.29705,0.37132
193,193,2008,Post-secondary Non-tertiary Level,female,Never,0.59825,387,18679,0.55256,0.65767
194,194,2008,First Stage of Tertiary Education,male,At least once per week,0.04436,38,18679,0.03314,0.05866
195,195,2008,First Stage of Tertiary Education,male,At least once per month,0.10345,87,18679,0.08806,0.12692
196,196,2008,First Stage of Tertiary Education,male,Seldom,0.37993,301,18679,0.33159,0.41983
197,197,2008,First Stage of Tertiary Education,male,Never,0.47226,400,18679,0.42917,0.51805
198,198,2008,First Stage of Tertiary Education,female,At least once per month,0.06601,37,18679,0.04719,0.08549
199,199,2008,First Stage of Tertiary Education,female,Seldom,0.30197,179,18679,0.26423,0.34842
200,200,2008,First Stage of Tertiary Education,female,Never,0.63202,348,18679,0.57749,0.68257
201,201,2008,Second Stage of Tertiary Education,male,At least once per week,0.03428,82,18679,0.02654,0.04361
202,202,2008,Second Stage of Tertiary Education,male,At least once per month,0.11037,263,18679,0.09754,0.123
203,203,2008,Second Stage of Tertiary Education,male,Seldom,0.40404,887,18679,0.37775,0.42767
204,204,2008,Second Stage of Tertiary Education,male,Never,0.45131,1049,18679,0.42585,0.47987
205,205,2008,Second Stage of Tertiary Education,female,At least once per week,0.02592,47,18679,0.01998,0.03413
206,206,2008,Second Stage of Tertiary Education,female,At least once per month,0.04787,109,18679,0.03931,0.05943
207,207,2008,Second Stage of Tertiary Education,female,Seldom,0.29284,589,18679,0.26841,0.3176
208,208,2008,Second Stage of Tertiary Education,female,Never,0.63337,1144,18679,0.59787,0.66751
209,209,2013,Pre-primary Level,male,At least once per week,0.17935,38,24788,0.12678,0.26449
210,210,2013,Pre-primary Level,male,At least once per month,0.21915,38,24788,0.12904,0.34934
211,211,2013,Pre-primary Level,male,Seldom,0.2808,64,24788,0.18127,0.38689
212,212,2013,Pre-primary Level,male,Never,0.32071,68,24788,0.24701,0.4108
213,213,2013,Pre-primary Level,female,At least once per month,0.1956,44,24788,0.12856,0.26873
214,214,2013,Pre-primary Level,female,Seldom,0.54539,83,24788,0.40094,0.68821
215,215,2013,Pre-primary Level,female,Never,0.25902,82,24788,0.2068,0.30121
216,216,2013,Primary Level,male,Never,1.0,98,24788,0.77385,1.19086
217,217,2013,Primary Level,female,Never,1.0,161,24788,0.85896,1.20232
218,218,2013,Lower Secondary Level,male,At least once per week,0.11184,90,24788,0.0886,0.13934
219,219,2013,Lower Secondary Level,male,At least once per month,0.1026,87,24788,0.07868,0.129
220,220,2013,Lower Secondary Level,male,Seldom,0.25915,223,24788,0.22058,0.29462
221,221,2013,Lower Secondary Level,male,Never,0.52641,463,24788,0.47141,0.57751
222,222,2013,Lower Secondary Level,female,At least once per week,0.04043,63,24788,0.02997,0.05317
223,223,2013,Lower Secondary Level,female,At least once per month,0.0423,83,24788,0.03403,0.05179
224,224,2013,Lower Secondary Level,female,Seldom,0.13711,273,24788,0.12116,0.15589
225,225,2013,Lower Secondary Level,female,Never,0.78016,1288,24788,0.73381,0.82132
226,226,2013,Upper Secondary Level,male,At least once per week,0.08553,454,24788,0.07634,0.09393
227,227,2013,Upper Secondary Level,male,At least once per month,0.124,677,24788,0.11517,0.13497
228,228,2013,Upper Secondary Level,male,Seldom,0.3151,1717,24788,0.30148,0.33233
229,229,2013,Upper Secondary Level,male,Never,0.47537,2583,24788,0.4583,0.49387
230,230,2013,Upper Secondary Level,female,At least once per week,0.03675,362,24788,0.03243,0.04208
231,231,2013,Upper Secondary Level,female,At least once per month,0.06256,480,24788,0.05631,0.06886
232,232,2013,Upper Secondary Level,female,Seldom,0.26783,1791,24788,0.25301,0.28044
233,233,2013,Upper Secondary Level,female,Never,0.63286,4255,24788,0.61216,0.65135
234,234,2013,Post-secondary Non-tertiary Level,male,At least once per week,0.08464,44,24788,0.05705,0.12313
235,235,2013,Post-secondary Non-tertiary Level,male,At least once per month,0.19884,102,24788,0.15481,0.23976
236,236,2013,Post-secondary Non-tertiary Level,male,Seldom,0.35454,235,24788,0.29663,0.42501
237,237,2013,Post-secondary Non-tertiary Level,male,Never,0.36197,224,24788,0.30133,0.42251
238,238,2013,Post-secondary Non-tertiary Level,female,At least once per week,0.05147,67,24788,0.03596,0.07349
239,239,2013,Post-secondary Non-tertiary Level,female,At least once per month,0.07732,101,24788,0.05935,0.09732
240,240,2013,Post-secondary Non-tertiary Level,female,Seldom,0.31201,384,24788,0.27577,0.34985
241,241,2013,Post-secondary Non-tertiary Level,female,Never,0.5592,606,24788,0.5014,0.61136
242,242,2013,First Stage of Tertiary Education,male,At least once per week,0.05914,72,24788,0.04644,0.07254
243,243,2013,First Stage of Tertiary Education,male,At least once per month,0.11573,114,24788,0.09193,0.14407
244,244,2013,First Stage of Tertiary Education,male,Seldom,0.40803,401,24788,0.36551,0.45895
245,245,2013,First Stage of Tertiary Education,male,Never,0.4171,438,24788,0.37838,0.46115
246,246,2013,First Stage of Tertiary Education,female,At least once per week,0.04532,31,24788,0.02521,0.07512
247,247,2013,First Stage of Tertiary Education,female,At least once per month,0.04984,49,24788,0.03655,0.06604
248,248,2013,First Stage of Tertiary Education,female,Seldom,0.28246,178,24788,0.22563,0.34097
249,249,2013,First Stage of Tertiary Education,female,Never,0.62238,379,24788,0.55602,0.67782
250,250,2013,Second Stage of Tertiary Education,male,At least once per week,0.0553,175,24788,0.04427,0.06661
251,251,2013,Second Stage of Tertiary Education,male,At least once per month,0.11771,371,24788,0.10378,0.133
252,252,2013,Second Stage of Tertiary Education,male,Seldom,0.4277,1195,24788,0.40072,0.45537
253,253,2013,Second Stage of Tertiary Education,male,Never,0.39928,1219,24788,0.37763,0.42431
254,254,2013,Second Stage of Tertiary Education,female,At least once per week,0.03185,132,24788,0.02613,0.03922
255,255,2013,Second Stage of Tertiary Education,female,At least once per month,0.06379,214,24788,0.05359,0.07362
256,256,2013,Second Stage of Tertiary Education,female,Seldom,0.30997,909,24788,0.28874,0.33963
257,257,2013,Second Stage of Tertiary Education,female,Never,0.5944,1583,24788,0.56078,0.6305
258,258,2017,Primary Level,male,At least once per week,0.09202,59,3492,0.06921,0.12189
259,259,2017,Primary Level,male,At least once per month,0.09273,58,3492,0.0627,0.12321
260,260,2017,Primary Level,male,Seldom,0.14532,107,3492,0.1113,0.18268
261,261,2017,Primary Level,male,Never,0.66993,505,3492,0.60903,0.74108
262,262,2017,Primary Level,female,Seldom,0.05656,54,3492,0.04251,0.0724
263,263,2017,Primary Level,female,Never,0.94344,597,3492,0.86953,1.04902
264,264,2017,Lower Secondary Level,male,At least once per week,0.09289,38,3492,0.06428,0.12648
265,265,2017,Lower Secondary Level,male,At least once per month,0.09184,43,3492,0.06415,0.11833
266,266,2017,Lower Secondary Level,male,Seldom,0.19835,97,3492,0.15088,0.25096
267,267,2017,Lower Secondary Level,male,Never,0.61692,283,3492,0.53632,0.68721
268,268,2017,Lower Secondary Level,female,Seldom,0.08447,36,3492,0.05964,0.11055
269,269,2017,Lower Secondary Level,female,Never,0.91553,280,3492,0.81002,1.03995
270,270,2017,Upper Secondary Level,male,Seldom,0.27767,83,3492,0.21906,0.33522
271,271,2017,Upper Secondary Level,male,Never,0.72233,216,3492,0.61437,0.83623
272,272,2017,Upper Secondary Level,female,Never,1.0,250,3492,0.86995,1.14675
273,273,2017,Post-secondary Non-tertiary Level,male,Never,1.0,34,3492,0.66249,1.45429
274,274,2017,Post-secondary Non-tertiary Level,female,Never,1.0,36,3492,0.71845,1.36409
275,275,2017,Second Stage of Tertiary Education,male,At least once per week,0.05656,36,3492,0.03782,0.08323
276,276,2017,Second Stage of Tertiary Education,male,At least once per month,0.0789,35,3492,0.05519,0.10579
277,277,2017,Second Stage of Tertiary Education,male,Seldom,0.25012,121,3492,0.21383,0.29583
278,278,2017,Second Stage of Tertiary Education,male,Never,0.61442,277,3492,0.5431,0.68479
279,279,2017,Second Stage of Tertiary Education,female,Seldom,0.12709,31,3492,0.08608,0.17855
280,280,2017,Second Stage of Tertiary Education,female,Never,0.87291,216,3492,0.76333,1.00115
281,281,2018,Primary Level,male,At least once per week,0.13818,68,2759,0.10274,0.18224
282,282,2018,Primary Level,male,At least once per month,0.11032,65,2759,0.08018,0.14942
283,283,2018,Primary Level,male,Seldom,0.20864,119,2759,0.16078,0.26396
284,284,2018,Primary Level,male,Never,0.54286,343,2759,0.4799,0.61643
285,285,2018,Primary Level,female,Seldom,0.10387,69,2759,0.07438,0.14005
286,286,2018,Primary Level,female,Never,0.89613,412,2759,0.79581,1.00796
287,287,2018,Lower Secondary Level,male,At least once per week,0.10563,46,2759,0.0772,0.1421
288,288,2018,Lower Secondary Level,male,At least once per month,0.17159,47,2759,0.12267,0.23289
289,289,2018,Lower Secondary Level,male,Seldom,0.26817,89,2759,0.20891,0.33057
290,290,2018,Lower Secondary Level,male,Never,0.45462,199,2759,0.38254,0.53766
291,291,2018,Lower Secondary Level,female,Seldom,0.16055,35,2759,0.10123,0.23922
292,292,2018,Lower Secondary Level,female,Never,0.83945,187,2759,0.68352,1.0272
293,293,2018,Upper Secondary Level,male,At least once per week,0.10078,36,2759,0.06773,0.13134
294,294,2018,Upper Secondary Level,male,At least once per month,0.11649,45,2759,0.07608,0.15854
295,295,2018,Upper Secondary Level,male,Seldom,0.23871,78,2759,0.17357,0.29055
296,296,2018,Upper Secondary Level,male,Never,0.54402,166,2759,0.46605,0.62212
297,297,2018,Upper Secondary Level,female,Seldom,0.10156,33,2759,0.07326,0.12909
298,298,2018,Upper Secondary Level,female,Never,0.89844,171,2759,0.73153,1.04908
299,299,2018,Second Stage of Tertiary Education,male,At least once per week,0.06854,38,2759,0.04595,0.09481
300,300,2018,Second Stage of Tertiary Education,male,At least once per month,0.10491,40,2759,0.07225,0.14309
301,301,2018,Second Stage of Tertiary Education,male,Seldom,0.29819,102,2759,0.24278,0.3651
302,302,2018,Second Stage of Tertiary Education,male,Never,0.52836,196,2759,0.45337,0.6143
303,303,2018,Second Stage of Tertiary Education,female,Seldom,0.13489,31,2759,0.08954,0.19649
304,304,2018,Second Stage of Tertiary Education,female,Never,0.86511,144,2759,0.72747,1.03427
305,305,2019,Pre-primary Level,male,At least once per month,0.19855,34,27762,0.07891,0.34213
306,306,2019,Pre-primary Level,male,Seldom,0.41075,56,27762,0.28912,0.55337
307,307,2019,Pre-primary Level,male,Never,0.39069,57,27762,0.27038,0.54459
