year,quintil_oecd,regtyp,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,2nd Quintile,Urban regions,At least once per week,0.04289,105,2273,0.03456,0.05122
2003,2nd Quintile,Urban regions,At least once per month,0.05996,150,2273,0.05020,0.06972
2003,2nd Quintile,Urban regions,Seldom,0.22667,519,2273,0.20946,0.24389
2003,2nd Quintile,Urban regions,Never,0.66993,1499,2273,0.65060,0.68927
2003,2nd Quintile,Rural regions,At least once per week,0.05138,90,1555,0.04040,0.06236
2003,2nd Quintile,Rural regions,At least once per month,0.07708,119,1555,0.06382,0.09034
2003,2nd Quintile,Rural regions,Seldom,0.24952,402,1555,0.22801,0.27104
2003,2nd Quintile,Rural regions,Never,0.62202,944,1555,0.59791,0.64613
2003,3rd Quintile,Urban regions,At least once per week,0.04307,124,2552,0.03519,0.05095
2003,3rd Quintile,Urban regions,At least once per month,0.07102,210,2552,0.06105,0.08099
2003,3rd Quintile,Urban regions,Seldom,0.28191,719,2552,0.26445,0.29937
2003,3rd Quintile,Urban regions,Never,0.60326,1499,2552,0.58428,0.62225
2003,3rd Quintile,Rural regions,At least once per week,0.07116,98,1482,0.05806,0.08425
2003,3rd Quintile,Rural regions,At least once per month,0.06106,95,1482,0.04887,0.07326
2003,3rd Quintile,Rural regions,Seldom,0.31235,462,1482,0.28874,0.33595
2003,3rd Quintile,Rural regions,Never,0.55544,827,1482,0.53013,0.58074
2003,4th Quintile,Urban regions,At least once per week,0.05510,166,2875,0.04676,0.06345
2003,4th Quintile,Urban regions,At least once per month,0.10427,282,2875,0.09309,0.11544
2003,4th Quintile,Urban regions,Seldom,0.31561,922,2875,0.29862,0.33260
2003,4th Quintile,Urban regions,Never,0.52259,1505,2875,0.50433,0.54086
2003,4th Quintile,Rural regions,At least once per week,0.04588,79,1542,0.03544,0.05633
2003,4th Quintile,Rural regions,At least once per month,0.10096,152,1542,0.08592,0.11600
2003,4th Quintile,Rural regions,Seldom,0.34246,539,1542,0.31877,0.36616
2003,4th Quintile,Rural regions,Never,0.50941,772,1542,0.48445,0.53437
2003,5th Quintile,Urban regions,At least once per week,0.04691,237,4745,0.04089,0.05293
2003,5th Quintile,Urban regions,At least once per month,0.08106,411,4745,0.07329,0.08883
2003,5th Quintile,Urban regions,Seldom,0.34121,1664,4745,0.32772,0.35470
2003,5th Quintile,Urban regions,Never,0.52941,2433,4745,0.51521,0.54361
2003,5th Quintile,Rural regions,At least once per week,0.05291,83,1560,0.04180,0.06402
2003,5th Quintile,Rural regions,At least once per month,0.11076,161,1560,0.09518,0.12633
2003,5th Quintile,Rural regions,Seldom,0.39186,611,1560,0.36763,0.41610
2003,5th Quintile,Rural regions,Never,0.43980,705,1560,0.41516,0.46444
2008,1st Quintile,Urban regions,At least once per week,0.03292,63,1858,0.02480,0.04103
2008,1st Quintile,Urban regions,At least once per month,0.06595,103,1858,0.05467,0.07724
2008,1st Quintile,Urban regions,Seldom,0.20683,388,1858,0.18841,0.22525
2008,1st Quintile,Urban regions,Never,0.69380,1304,1858,0.67284,0.71477
2008,1st Quintile,Rural regions,At least once per week,0.05296,56,1089,0.03965,0.06627
2008,1st Quintile,Rural regions,At least once per month,0.04194,54,1089,0.03003,0.05385
2008,1st Quintile,Rural regions,Seldom,0.19475,210,1089,0.17122,0.21829
2008,1st Quintile,Rural regions,Never,0.71006,769,1089,0.68310,0.73702
2008,2nd Quintile,Urban regions,At least once per week,0.04533,93,2044,0.03631,0.05435
2008,2nd Quintile,Urban regions,At least once per month,0.07159,137,2044,0.06041,0.08277
2008,2nd Quintile,Urban regions,Seldom,0.23282,479,2044,0.21450,0.25115
2008,2nd Quintile,Urban regions,Never,0.64849,1335,2044,0.62778,0.66919
2008,2nd Quintile,Rural regions,At least once per week,0.05607,75,1307,0.04360,0.06855
2008,2nd Quintile,Rural regions,At least once per month,0.07640,100,1307,0.06199,0.09081
2008,2nd Quintile,Rural regions,Seldom,0.23548,330,1307,0.21247,0.25850
2008,2nd Quintile,Rural regions,Never,0.63024,802,1307,0.60406,0.65642
2008,3rd Quintile,Urban regions,At least once per week,0.04541,108,2259,0.03683,0.05400
2008,3rd Quintile,Urban regions,At least once per month,0.08099,189,2259,0.06974,0.09224
2008,3rd Quintile,Urban regions,Seldom,0.31552,698,2259,0.29635,0.33468
2008,3rd Quintile,Urban regions,Never,0.55632,1264,2259,0.53582,0.57681
2008,3rd Quintile,Rural regions,At least once per week,0.06831,85,1527,0.05565,0.08097
2008,3rd Quintile,Rural regions,At least once per month,0.09756,120,1527,0.08268,0.11245
2008,3rd Quintile,Rural regions,Seldom,0.28644,436,1527,0.26375,0.30912
2008,3rd Quintile,Rural regions,Never,0.54598,886,1527,0.52100,0.57096
2008,4th Quintile,Urban regions,At least once per week,0.05238,125,2551,0.04374,0.06103
2008,4th Quintile,Urban regions,At least once per month,0.10355,248,2551,0.09172,0.11537
2008,4th Quintile,Urban regions,Seldom,0.32223,860,2551,0.30409,0.34037
2008,4th Quintile,Urban regions,Never,0.52177,1318,2551,0.50238,0.54115
2008,4th Quintile,Rural regions,At least once per week,0.07034,81,1307,0.05647,0.08421
2008,4th Quintile,Rural regions,At least once per month,0.09146,123,1307,0.07583,0.10709
2008,4th Quintile,Rural regions,Seldom,0.36664,464,1307,0.34051,0.39278
2008,4th Quintile,Rural regions,Never,0.46916,639,1307,0.44209,0.49622
2008,5th Quintile,Urban regions,At least once per week,0.03997,162,3900,0.03382,0.04612
2008,5th Quintile,Urban regions,At least once per month,0.10077,389,3900,0.09132,0.11022
2008,5th Quintile,Urban regions,Seldom,0.36667,1380,3900,0.35155,0.38180
2008,5th Quintile,Urban regions,Never,0.49177,1969,3900,0.47608,0.50746
2008,5th Quintile,Rural regions,At least once per week,0.05406,70,1339,0.04194,0.06618
2008,5th Quintile,Rural regions,At least once per month,0.08971,141,1339,0.07440,0.10503
2008,5th Quintile,Rural regions,Seldom,0.36310,493,1339,0.33733,0.38887
2008,5th Quintile,Rural regions,Never,0.49223,635,1339,0.46544,0.51901
2013,1st Quintile,Urban regions,At least once per week,0.03958,169,3041,0.03265,0.04652
2013,1st Quintile,Urban regions,At least once per month,0.07847,246,3041,0.06891,0.08803
2013,1st Quintile,Urban regions,Seldom,0.19591,608,3041,0.18181,0.21002
2013,1st Quintile,Urban regions,Never,0.68359,2018,3041,0.66706,0.70012
2013,1st Quintile,Rural regions,At least once per week,0.04213,95,2031,0.03339,0.05087
2013,1st Quintile,Rural regions,At least once per month,0.07921,122,2031,0.06746,0.09096
2013,1st Quintile,Rural regions,Seldom,0.21185,467,2031,0.19407,0.22963
2013,1st Quintile,Rural regions,Never,0.66534,1347,2031,0.64481,0.68587
2013,2nd Quintile,Urban regions,At least once per week,0.06400,214,3025,0.05528,0.07272
2013,2nd Quintile,Urban regions,At least once per month,0.07132,224,3025,0.06214,0.08049
2013,2nd Quintile,Urban regions,Seldom,0.26095,802,3025,0.24530,0.27661
2013,2nd Quintile,Urban regions,Never,0.60175,1785,3025,0.58430,0.61920
2013,2nd Quintile,Rural regions,At least once per week,0.06051,143,2152,0.05044,0.07059
2013,2nd Quintile,Rural regions,At least once per month,0.07990,200,2152,0.06844,0.09136
2013,2nd Quintile,Rural regions,Seldom,0.27267,611,2152,0.25385,0.29149
2013,2nd Quintile,Rural regions,Never,0.58692,1198,2152,0.56611,0.60773
2013,3rd Quintile,Urban regions,At least once per week,0.06683,193,2911,0.05776,0.07590
2013,3rd Quintile,Urban regions,At least once per month,0.09426,285,2911,0.08364,0.10488
2013,3rd Quintile,Urban regions,Seldom,0.27744,887,2911,0.26117,0.29371
2013,3rd Quintile,Urban regions,Never,0.55969,1546,2911,0.54165,0.57773
2013,3rd Quintile,Rural regions,At least once per week,0.05307,129,1925,0.04306,0.06309
2013,3rd Quintile,Rural regions,At least once per month,0.08726,193,1925,0.07465,0.09987
2013,3rd Quintile,Rural regions,Seldom,0.34381,643,1925,0.32259,0.36503
2013,3rd Quintile,Rural regions,Never,0.51255,960,1925,0.49021,0.53488
2013,4th Quintile,Urban regions,At least once per week,0.06200,207,3041,0.05342,0.07057
2013,4th Quintile,Urban regions,At least once per month,0.09892,330,3041,0.08831,0.10953
2013,4th Quintile,Urban regions,Seldom,0.35560,1067,3041,0.33858,0.37262
2013,4th Quintile,Urban regions,Never,0.47985,1437,3041,0.46209,0.49761
2013,4th Quintile,Rural regions,At least once per week,0.08805,153,1762,0.07481,0.10128
2013,4th Quintile,Rural regions,At least once per month,0.11952,228,1762,0.10437,0.13468
2013,4th Quintile,Rural regions,Seldom,0.36675,625,1762,0.34424,0.38926
2013,4th Quintile,Rural regions,Never,0.42450,756,1762,0.40142,0.44759
2013,5th Quintile,Urban regions,At least once per week,0.04766,209,4080,0.04113,0.05420
2013,5th Quintile,Urban regions,At least once per month,0.10303,455,4080,0.09370,0.11236
2013,5th Quintile,Urban regions,Seldom,0.34931,1412,4080,0.33468,0.36394
2013,5th Quintile,Urban regions,Never,0.49670,2004,4080,0.48136,0.51205
2013,5th Quintile,Rural regions,At least once per week,0.07229,100,1362,0.05853,0.08605
2013,5th Quintile,Rural regions,At least once per month,0.12468,150,1362,0.10713,0.14223
2013,5th Quintile,Rural regions,Seldom,0.36478,509,1362,0.33920,0.39035
2013,5th Quintile,Rural regions,Never,0.43773,603,1362,0.41137,0.46409
2019,1st Quintile,Urban regions,At least once per week,0.04396,328,4699,0.03809,0.04982
2019,1st Quintile,Urban regions,At least once per month,0.07314,307,4699,0.06570,0.08059
2019,1st Quintile,Urban regions,Seldom,0.21222,927,4699,0.20053,0.22391
2019,1st Quintile,Urban regions,Never,0.66871,3137,4699,0.65525,0.68217
2019,1st Quintile,Rural regions,At least once per week,0.03766,121,2337,0.02994,0.04538
2019,1st Quintile,Rural regions,At least once per month,0.09449,173,2337,0.08263,0.10635
2019,1st Quintile,Rural regions,Seldom,0.20680,502,2337,0.19037,0.22322
2019,1st Quintile,Rural regions,Never,0.65987,1541,2337,0.64066,0.67908
2019,2nd Quintile,Urban regions,At least once per week,0.04314,179,2975,0.03583,0.05044
2019,2nd Quintile,Urban regions,At least once per month,0.07634,228,2975,0.06680,0.08588
2019,2nd Quintile,Urban regions,Seldom,0.26804,776,2975,0.25212,0.28396
2019,2nd Quintile,Urban regions,Never,0.60955,1792,2975,0.59201,0.62708
2019,2nd Quintile,Rural regions,At least once per week,0.06802,128,1930,0.05678,0.07926
2019,2nd Quintile,Rural regions,At least once per month,0.07416,169,1930,0.06247,0.08585
2019,2nd Quintile,Rural regions,Seldom,0.26946,554,1930,0.24966,0.28926
2019,2nd Quintile,Rural regions,Never,0.58620,1079,1930,0.56423,0.60818
2019,3rd Quintile,Urban regions,At least once per week,0.05554,159,2753,0.04698,0.06409
2019,3rd Quintile,Urban regions,At least once per month,0.10452,306,2753,0.09309,0.11595
2019,3rd Quintile,Urban regions,Seldom,0.28462,802,2753,0.26776,0.30148
2019,3rd Quintile,Urban regions,Never,0.55251,1486,2753,0.53393,0.57109
2019,3rd Quintile,Rural regions,At least once per week,0.05591,116,1668,0.04489,0.06694
2019,3rd Quintile,Rural regions,At least once per month,0.09826,171,1668,0.08397,0.11255
2019,3rd Quintile,Rural regions,Seldom,0.30506,544,1668,0.28296,0.32717
2019,3rd Quintile,Rural regions,Never,0.53946,837,1668,0.51554,0.56339
2019,4th Quintile,Urban regions,At least once per week,0.06811,196,2758,0.05871,0.07752
2019,4th Quintile,Urban regions,At least once per month,0.09826,292,2758,0.08715,0.10938
2019,4th Quintile,Urban regions,Seldom,0.34840,959,2758,0.33062,0.36619
2019,4th Quintile,Urban regions,Never,0.48413,1311,2758,0.46547,0.50278
2019,4th Quintile,Rural regions,At least once per week,0.06244,106,1501,0.05020,0.07469
2019,4th Quintile,Rural regions,At least once per month,0.13123,185,1501,0.11414,0.14832
2019,4th Quintile,Rural regions,Seldom,0.34358,519,1501,0.31955,0.36762
2019,4th Quintile,Rural regions,Never,0.45983,691,1501,0.43461,0.48505
2019,5th Quintile,Urban regions,At least once per week,0.04495,187,3500,0.03808,0.05181
2019,5th Quintile,Urban regions,At least once per month,0.13038,410,3500,0.11922,0.14153
2019,5th Quintile,Urban regions,Seldom,0.35209,1282,3500,0.33627,0.36792
2019,5th Quintile,Urban regions,Never,0.47132,1621,3500,0.45478,0.48786
2019,5th Quintile,Rural regions,At least once per week,0.06472,89,1298,0.05133,0.07810
2019,5th Quintile,Rural regions,At least once per month,0.14077,176,1298,0.12184,0.15969
2019,5th Quintile,Rural regions,Seldom,0.39920,511,1298,0.37255,0.42585
2019,5th Quintile,Rural regions,Never,0.38341,522,1298,0.35695,0.40987
