"pli0089","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nie","2003","Hamburg","Staedtischer Raum","170","0.591663553230338","0.535286399442383","0.648040707018293"
"Nie","2003","Hamburg","Laendlicher Raum","","","",""
"Nie","2003","Niedersachsen","Staedtischer Raum","495","0.550612953145117","0.518399755203407","0.582826151086827"
"Nie","2003","Niedersachsen","Laendlicher Raum","497","0.526538723932141","0.495278474170327","0.557798973693954"
"Nie","2003","Bremen","Staedtischer Raum","94","0.639108533555798","0.567126244949186","0.71109082216241"
"Nie","2003","Bremen","Laendlicher Raum","","","",""
"Nie","2003","Nordrhein-Westfalen","Staedtischer Raum","2612","0.607755746806959","0.59348715226258","0.622024341351337"
"Nie","2003","Nordrhein-Westfalen","Laendlicher Raum","56","0.538748245495814","0.444733026229933","0.632763464761695"
"Nie","2003","Hessen","Staedtischer Raum","694","0.615217291305763","0.587937909237791","0.642496673373734"
"Nie","2003","Hessen","Laendlicher Raum","140","0.532421707276755","0.47279689862448","0.59204651592903"
"Nie","2003","Rheinland-Pfalz,Saarland","Staedtischer Raum","632","0.608022228367932","0.578062459862302","0.637981996873561"
"Nie","2003","Rheinland-Pfalz,Saarland","Laendlicher Raum","172","0.546716890671819","0.492173878839759","0.601259902503878"
"Nie","2003","Baden-Wuerttemberg","Staedtischer Raum","1399","0.596636518073132","0.577163447187126","0.616109588959138"
"Nie","2003","Baden-Wuerttemberg","Laendlicher Raum","129","0.544063543940793","0.479696858510346","0.608430229371241"
"Nie","2003","Bayern","Staedtischer Raum","930","0.632447219342489","0.608209134735215","0.656685303949762"
"Nie","2003","Bayern","Laendlicher Raum","839","0.570226394381186","0.545824379706588","0.594628409055784"
"Nie","2003","Saarland","Staedtischer Raum","","","",""
"Nie","2003","Saarland","Laendlicher Raum","","","",""
"Nie","2003","Berlin","Staedtischer Raum","468","0.61559166469445","0.582255609800449","0.648927719588451"
"Nie","2003","Berlin","Laendlicher Raum","","","",""
"Nie","2003","Brandenburg","Staedtischer Raum","45","0.645935096178241","0.533096044724594","0.758774147631888"
"Nie","2003","Brandenburg","Laendlicher Raum","526","0.631180943477584","0.599046353683878","0.66331553327129"
"Nie","2003","Mecklenburg-Vorpommern","Staedtischer Raum","32","0.557350103508707","0.443408877667529","0.671291329349884"
"Nie","2003","Mecklenburg-Vorpommern","Laendlicher Raum","251","0.579439219754972","0.53377844784719","0.625099991662754"
"Nie","2003","Sachsen","Staedtischer Raum","479","0.642540729282163","0.608734007908213","0.676347450656113"
"Nie","2003","Sachsen","Laendlicher Raum","475","0.579319883215233","0.545653746905234","0.612986019525231"
"Nie","2003","Sachsen-Anhalt","Staedtischer Raum","106","0.599116453415911","0.527121371667615","0.671111535164207"
"Nie","2003","Sachsen-Anhalt","Laendlicher Raum","456","0.645192636380727","0.610996252474391","0.679389020287063"
"Nie","2003","Thueringen","Staedtischer Raum","167","0.536956989986595","0.479368954502317","0.594545025470874"
"Nie","2003","Thueringen","Laendlicher Raum","386","0.628368633209607","0.591501484266689","0.665235782152524"
"Taeglich","2004","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","2004","Schleswig-Holstein","Laendlicher Raum","","","",""
"Taeglich","2004","Hamburg","Staedtischer Raum","","","",""
"Taeglich","2004","Hamburg","Laendlicher Raum","","","",""
"Taeglich","2004","Niedersachsen","Staedtischer Raum","","","",""
"Taeglich","2004","Niedersachsen","Laendlicher Raum","","","",""
"Taeglich","2004","Bremen","Staedtischer Raum","","","",""
"Taeglich","2004","Bremen","Laendlicher Raum","","","",""
"Taeglich","2004","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Taeglich","2004","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Taeglich","2004","Hessen","Staedtischer Raum","","","",""
"Taeglich","2004","Hessen","Laendlicher Raum","","","",""
"Taeglich","2004","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Taeglich","2004","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Taeglich","2004","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Taeglich","2004","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Taeglich","2004","Bayern","Staedtischer Raum","","","",""
"Taeglich","2004","Bayern","Laendlicher Raum","","","",""
"Taeglich","2004","Saarland","Staedtischer Raum","","","",""
"Taeglich","2004","Saarland","Laendlicher Raum","","","",""
"Taeglich","2004","Berlin","Staedtischer Raum","","","",""
"Taeglich","2004","Berlin","Laendlicher Raum","","","",""
"Taeglich","2004","Brandenburg","Staedtischer Raum","","","",""
"Taeglich","2004","Brandenburg","Laendlicher Raum","","","",""
"Taeglich","2004","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Taeglich","2004","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Taeglich","2004","Sachsen","Staedtischer Raum","","","",""
"Taeglich","2004","Sachsen","Laendlicher Raum","","","",""
"Taeglich","2004","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Taeglich","2004","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Taeglich","2004","Thueringen","Staedtischer Raum","","","",""
"Taeglich","2004","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Woche","2004","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2004","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Monat","2004","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2004","Thueringen","Laendlicher Raum","","","",""
"Seltener","2004","Schleswig-Holstein","Staedtischer Raum","","","",""
"Seltener","2004","Schleswig-Holstein","Laendlicher Raum","","","",""
"Seltener","2004","Hamburg","Staedtischer Raum","","","",""
"Seltener","2004","Hamburg","Laendlicher Raum","","","",""
"Seltener","2004","Niedersachsen","Staedtischer Raum","","","",""
"Seltener","2004","Niedersachsen","Laendlicher Raum","","","",""
"Seltener","2004","Bremen","Staedtischer Raum","","","",""
"Seltener","2004","Bremen","Laendlicher Raum","","","",""
"Seltener","2004","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Seltener","2004","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Seltener","2004","Hessen","Staedtischer Raum","","","",""
"Seltener","2004","Hessen","Laendlicher Raum","","","",""
"Seltener","2004","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Seltener","2004","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Seltener","2004","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Seltener","2004","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Seltener","2004","Bayern","Staedtischer Raum","","","",""
"Seltener","2004","Bayern","Laendlicher Raum","","","",""
"Seltener","2004","Saarland","Staedtischer Raum","","","",""
"Seltener","2004","Saarland","Laendlicher Raum","","","",""
"Seltener","2004","Berlin","Staedtischer Raum","","","",""
"Seltener","2004","Berlin","Laendlicher Raum","","","",""
"Seltener","2004","Brandenburg","Staedtischer Raum","","","",""
"Seltener","2004","Brandenburg","Laendlicher Raum","","","",""
"Seltener","2004","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Seltener","2004","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Seltener","2004","Sachsen","Staedtischer Raum","","","",""
"Seltener","2004","Sachsen","Laendlicher Raum","","","",""
"Seltener","2004","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Seltener","2004","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Seltener","2004","Thueringen","Staedtischer Raum","","","",""
"Seltener","2004","Thueringen","Laendlicher Raum","","","",""
"Nie","2004","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2004","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2004","Hamburg","Staedtischer Raum","","","",""
"Nie","2004","Hamburg","Laendlicher Raum","","","",""
"Nie","2004","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2004","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2004","Bremen","Staedtischer Raum","","","",""
"Nie","2004","Bremen","Laendlicher Raum","","","",""
"Nie","2004","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2004","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2004","Hessen","Staedtischer Raum","","","",""
"Nie","2004","Hessen","Laendlicher Raum","","","",""
"Nie","2004","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2004","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2004","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2004","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2004","Bayern","Staedtischer Raum","","","",""
"Nie","2004","Bayern","Laendlicher Raum","","","",""
"Nie","2004","Saarland","Staedtischer Raum","","","",""
"Nie","2004","Saarland","Laendlicher Raum","","","",""
"Nie","2004","Berlin","Staedtischer Raum","","","",""
"Nie","2004","Berlin","Laendlicher Raum","","","",""
"Nie","2004","Brandenburg","Staedtischer Raum","","","",""
"Nie","2004","Brandenburg","Laendlicher Raum","","","",""
"Nie","2004","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2004","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2004","Sachsen","Staedtischer Raum","","","",""
"Nie","2004","Sachsen","Laendlicher Raum","","","",""
"Nie","2004","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2004","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2004","Thueringen","Staedtischer Raum","","","",""
"Nie","2004","Thueringen","Laendlicher Raum","","","",""
"Taeglich","2005","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","2005","Schleswig-Holstein","Laendlicher Raum","","","",""
"Taeglich","2005","Hamburg","Staedtischer Raum","","","",""
"Taeglich","2005","Hamburg","Laendlicher Raum","","","",""
"Taeglich","2005","Niedersachsen","Staedtischer Raum","","","",""
"Taeglich","2005","Niedersachsen","Laendlicher Raum","","","",""
"Taeglich","2005","Bremen","Staedtischer Raum","","","",""
"Taeglich","2005","Bremen","Laendlicher Raum","","","",""
"Taeglich","2005","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Taeglich","2005","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Taeglich","2005","Hessen","Staedtischer Raum","","","",""
"Taeglich","2005","Hessen","Laendlicher Raum","","","",""
"Taeglich","2005","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Taeglich","2005","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Taeglich","2005","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Taeglich","2005","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Taeglich","2005","Bayern","Staedtischer Raum","","","",""
"Taeglich","2005","Bayern","Laendlicher Raum","","","",""
"Taeglich","2005","Saarland","Staedtischer Raum","","","",""
"Taeglich","2005","Saarland","Laendlicher Raum","","","",""
"Taeglich","2005","Berlin","Staedtischer Raum","","","",""
"Taeglich","2005","Berlin","Laendlicher Raum","","","",""
"Taeglich","2005","Brandenburg","Staedtischer Raum","","","",""
"Taeglich","2005","Brandenburg","Laendlicher Raum","","","",""
"Taeglich","2005","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Taeglich","2005","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Taeglich","2005","Sachsen","Staedtischer Raum","","","",""
"Taeglich","2005","Sachsen","Laendlicher Raum","","","",""
"Taeglich","2005","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Taeglich","2005","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Taeglich","2005","Thueringen","Staedtischer Raum","","","",""
"Taeglich","2005","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Woche","2005","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Woche","2005","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Monat","2005","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Monat","2005","Thueringen","Laendlicher Raum","","","",""
"Seltener","2005","Schleswig-Holstein","Staedtischer Raum","","","",""
"Seltener","2005","Schleswig-Holstein","Laendlicher Raum","","","",""
"Seltener","2005","Hamburg","Staedtischer Raum","","","",""
"Seltener","2005","Hamburg","Laendlicher Raum","","","",""
"Seltener","2005","Niedersachsen","Staedtischer Raum","","","",""
"Seltener","2005","Niedersachsen","Laendlicher Raum","","","",""
"Seltener","2005","Bremen","Staedtischer Raum","","","",""
"Seltener","2005","Bremen","Laendlicher Raum","","","",""
"Seltener","2005","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Seltener","2005","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Seltener","2005","Hessen","Staedtischer Raum","","","",""
"Seltener","2005","Hessen","Laendlicher Raum","","","",""
"Seltener","2005","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Seltener","2005","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Seltener","2005","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Seltener","2005","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Seltener","2005","Bayern","Staedtischer Raum","","","",""
"Seltener","2005","Bayern","Laendlicher Raum","","","",""
"Seltener","2005","Saarland","Staedtischer Raum","","","",""
"Seltener","2005","Saarland","Laendlicher Raum","","","",""
"Seltener","2005","Berlin","Staedtischer Raum","","","",""
"Seltener","2005","Berlin","Laendlicher Raum","","","",""
"Seltener","2005","Brandenburg","Staedtischer Raum","","","",""
"Seltener","2005","Brandenburg","Laendlicher Raum","","","",""
"Seltener","2005","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Seltener","2005","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Seltener","2005","Sachsen","Staedtischer Raum","","","",""
"Seltener","2005","Sachsen","Laendlicher Raum","","","",""
"Seltener","2005","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Seltener","2005","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Seltener","2005","Thueringen","Staedtischer Raum","","","",""
"Seltener","2005","Thueringen","Laendlicher Raum","","","",""
"Nie","2005","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2005","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2005","Hamburg","Staedtischer Raum","","","",""
"Nie","2005","Hamburg","Laendlicher Raum","","","",""
"Nie","2005","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2005","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2005","Bremen","Staedtischer Raum","","","",""
"Nie","2005","Bremen","Laendlicher Raum","","","",""
"Nie","2005","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2005","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2005","Hessen","Staedtischer Raum","","","",""
"Nie","2005","Hessen","Laendlicher Raum","","","",""
"Nie","2005","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2005","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2005","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2005","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2005","Bayern","Staedtischer Raum","","","",""
"Nie","2005","Bayern","Laendlicher Raum","","","",""
"Nie","2005","Saarland","Staedtischer Raum","","","",""
"Nie","2005","Saarland","Laendlicher Raum","","","",""
"Nie","2005","Berlin","Staedtischer Raum","","","",""
"Nie","2005","Berlin","Laendlicher Raum","","","",""
"Nie","2005","Brandenburg","Staedtischer Raum","","","",""
"Nie","2005","Brandenburg","Laendlicher Raum","","","",""
"Nie","2005","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2005","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2005","Sachsen","Staedtischer Raum","","","",""
"Nie","2005","Sachsen","Laendlicher Raum","","","",""
"Nie","2005","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2005","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2005","Thueringen","Staedtischer Raum","","","",""
"Nie","2005","Thueringen","Laendlicher Raum","","","",""
"Taeglich","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"Taeglich","2006","Hamburg","Staedtischer Raum","","","",""
"Taeglich","2006","Hamburg","Laendlicher Raum","","","",""
"Taeglich","2006","Niedersachsen","Staedtischer Raum","","","",""
"Taeglich","2006","Niedersachsen","Laendlicher Raum","","","",""
"Taeglich","2006","Bremen","Staedtischer Raum","","","",""
"Taeglich","2006","Bremen","Laendlicher Raum","","","",""
"Taeglich","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Taeglich","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Taeglich","2006","Hessen","Staedtischer Raum","","","",""
"Taeglich","2006","Hessen","Laendlicher Raum","","","",""
"Taeglich","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Taeglich","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Taeglich","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Taeglich","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Taeglich","2006","Bayern","Staedtischer Raum","","","",""
"Taeglich","2006","Bayern","Laendlicher Raum","","","",""
"Taeglich","2006","Saarland","Staedtischer Raum","","","",""
"Taeglich","2006","Saarland","Laendlicher Raum","","","",""
"Taeglich","2006","Berlin","Staedtischer Raum","","","",""
"Taeglich","2006","Berlin","Laendlicher Raum","","","",""
"Taeglich","2006","Brandenburg","Staedtischer Raum","","","",""
"Taeglich","2006","Brandenburg","Laendlicher Raum","","","",""
"Taeglich","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Taeglich","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Taeglich","2006","Sachsen","Staedtischer Raum","","","",""
"Taeglich","2006","Sachsen","Laendlicher Raum","","","",""
"Taeglich","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Taeglich","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Taeglich","2006","Thueringen","Staedtischer Raum","","","",""
"Taeglich","2006","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Woche","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Woche","2006","Hamburg","Staedtischer Raum","","","",""
