year,bula_h,sex,pli0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Baden-Wuerttemberg,female,At least once per week,0.02703,31,889,0.01636,0.03770
1990,Baden-Wuerttemberg,female,At least once per month,0.08399,77,889,0.06575,0.10224
1990,Baden-Wuerttemberg,female,Seldom,0.20220,174,889,0.17579,0.22862
1990,Baden-Wuerttemberg,female,Never,0.68677,607,889,0.65627,0.71728
1990,Bavaria,male,At least once per week,0.09283,77,781,0.07246,0.11319
1990,Bavaria,male,At least once per month,0.14619,120,781,0.12140,0.17099
1990,Bavaria,male,Seldom,0.30660,236,781,0.27424,0.33896
1990,Bavaria,male,Never,0.45020,348,781,0.41528,0.48511
1990,Bavaria,female,At least once per week,0.04289,31,806,0.02889,0.05688
1990,Bavaria,female,At least once per month,0.04488,40,806,0.03058,0.05919
1990,Bavaria,female,Seldom,0.22531,191,806,0.19645,0.25418
1990,Bavaria,female,Never,0.68525,544,806,0.65316,0.71733
1990,Berlin,male,Seldom,0.24675,35,124,0.17056,0.32294
1990,Berlin,male,Never,0.58597,89,124,0.49892,0.67302
1990,Berlin,female,Seldom,0.19100,35,162,0.13028,0.25172
1990,Berlin,female,Never,0.76547,127,162,0.70002,0.83092
1995,Schleswig-Holstein,male,Seldom,0.45566,50,109,0.36173,0.54959
1995,Schleswig-Holstein,male,Never,0.37036,59,109,0.27928,0.46143
1995,Schleswig-Holstein,female,Seldom,0.21477,34,141,0.14674,0.28279
1995,Schleswig-Holstein,female,Never,0.70801,107,141,0.63269,0.78333
1995,Hamburg,female,Never,0.76479,56,56,0.65270,0.87689
1995,Lower Saxony,male,At least once per week,0.05973,40,518,0.03930,0.08015
1995,Lower Saxony,male,At least once per month,0.12335,66,518,0.09500,0.15169
1995,Lower Saxony,male,Seldom,0.35531,173,518,0.31405,0.39656
1995,Lower Saxony,male,Never,0.46141,239,518,0.41844,0.50439
1995,Lower Saxony,female,Seldom,0.24938,139,472,0.21031,0.28846
1995,Lower Saxony,female,Never,0.65988,333,472,0.61710,0.70267
1995,Bremen,female,Never,0.67159,33,33,0.50887,0.83431
1995,North Rhine-Westphalia,male,At least once per week,0.08574,108,1229,0.07008,0.10140
1995,North Rhine-Westphalia,male,At least once per month,0.11028,136,1229,0.09276,0.12780
1995,North Rhine-Westphalia,male,Seldom,0.35039,410,1229,0.32371,0.37707
1995,North Rhine-Westphalia,male,Never,0.45021,575,1229,0.42238,0.47804
1995,North Rhine-Westphalia,female,At least once per week,0.04537,54,1329,0.03418,0.05657
1995,North Rhine-Westphalia,female,At least once per month,0.05807,83,1329,0.04549,0.07064
1995,North Rhine-Westphalia,female,Seldom,0.21196,282,1329,0.18997,0.23394
1995,North Rhine-Westphalia,female,Never,0.68432,910,1329,0.65932,0.70932
1995,Hesse,male,At least once per week,0.09752,38,445,0.06992,0.12511
1995,Hesse,male,At least once per month,0.08566,37,445,0.05963,0.11169
1995,Hesse,male,Seldom,0.30858,138,445,0.26562,0.35155
1995,Hesse,male,Never,0.50329,232,445,0.45678,0.54980
1995,Hesse,female,Seldom,0.21022,93,437,0.17197,0.24846
1995,Hesse,female,Never,0.68254,344,437,0.63885,0.72623
1995,"Rhineland-Palatinate, Saarland",male,At least once per week,0.08112,33,312,0.05078,0.11147
1995,"Rhineland-Palatinate, Saarland",male,Seldom,0.26740,98,312,0.21821,0.31659
1995,"Rhineland-Palatinate, Saarland",male,Never,0.56860,181,312,0.51355,0.62364
1995,"Rhineland-Palatinate, Saarland",female,Seldom,0.16495,63,339,0.12539,0.20452
1995,"Rhineland-Palatinate, Saarland",female,Never,0.77467,276,339,0.73013,0.81921
1995,Baden-Wuerttemberg,male,At least once per week,0.07203,74,873,0.05487,0.08919
1995,Baden-Wuerttemberg,male,At least once per month,0.13440,140,873,0.11176,0.15704
1995,Baden-Wuerttemberg,male,Seldom,0.31219,281,873,0.28143,0.34294
1995,Baden-Wuerttemberg,male,Never,0.47960,378,873,0.44644,0.51276
1995,Baden-Wuerttemberg,female,At least once per month,0.06371,65,887,0.04763,0.07979
1995,Baden-Wuerttemberg,female,Seldom,0.23814,214,887,0.21009,0.26619
1995,Baden-Wuerttemberg,female,Never,0.68397,608,887,0.65336,0.71458
1995,Bavaria,male,At least once per week,0.08451,71,815,0.06540,0.10362
1995,Bavaria,male,At least once per month,0.12299,108,815,0.10043,0.14555
1995,Bavaria,male,Seldom,0.31423,259,815,0.28234,0.34612
1995,Bavaria,male,Never,0.47384,377,815,0.43954,0.50814
1995,Bavaria,female,At least once per month,0.03834,42,836,0.02532,0.05137
1995,Bavaria,female,Seldom,0.21736,197,836,0.18938,0.24534
1995,Bavaria,female,Never,0.72305,597,836,0.69269,0.75340
1995,Berlin,male,Seldom,0.31638,82,241,0.25754,0.37522
1995,Berlin,male,Never,0.60441,159,241,0.54254,0.66627
1995,Berlin,female,Seldom,0.17734,55,287,0.13308,0.22161
1995,Berlin,female,Never,0.79409,232,287,0.74722,0.84095
1995,Brandenburg,male,Seldom,0.33373,92,246,0.27469,0.39278
1995,Brandenburg,male,Never,0.56279,154,246,0.50068,0.62491
1995,Brandenburg,female,Seldom,0.18517,63,293,0.14062,0.22973
1995,Brandenburg,female,Never,0.78001,230,293,0.73250,0.82752
1995,Mecklenburg-Western Pomerania,male,Seldom,0.35427,72,174,0.28300,0.42555
1995,Mecklenburg-Western Pomerania,male,Never,0.52236,102,174,0.44793,0.59680
1995,Mecklenburg-Western Pomerania,female,Seldom,0.21557,44,198,0.15815,0.27300
1995,Mecklenburg-Western Pomerania,female,Never,0.73327,154,198,0.67152,0.79503
1995,Saxony,male,At least once per month,0.07932,44,486,0.05527,0.10337
1995,Saxony,male,Seldom,0.29960,174,486,0.25883,0.34037
1995,Saxony,male,Never,0.57553,268,486,0.53154,0.61952
1995,Saxony,female,Seldom,0.17067,111,553,0.13928,0.20205
1995,Saxony,female,Never,0.79968,442,553,0.76630,0.83307
1995,Saxony-Anhalt,male,At least once per month,0.10368,33,298,0.06901,0.13836
1995,Saxony-Anhalt,male,Seldom,0.29045,105,298,0.23882,0.34208
1995,Saxony-Anhalt,male,Never,0.53969,160,298,0.48300,0.59637
1995,Saxony-Anhalt,female,Seldom,0.17065,78,345,0.13089,0.21040
1995,Saxony-Anhalt,female,Never,0.77946,267,345,0.73565,0.82327
1995,Thuringa,male,At least once per week,0.09955,35,282,0.06454,0.13456
1995,Thuringa,male,Seldom,0.30268,107,282,0.24896,0.35639
1995,Thuringa,male,Never,0.49709,140,282,0.43863,0.55555
1995,Thuringa,female,Seldom,0.20192,81,320,0.15787,0.24597
1995,Thuringa,female,Never,0.75229,239,320,0.70492,0.79966
1998,Schleswig-Holstein,male,Seldom,0.36410,58,127,0.28008,0.44812
1998,Schleswig-Holstein,male,Never,0.41518,69,127,0.32914,0.50122
1998,Schleswig-Holstein,female,Seldom,0.27790,49,157,0.20760,0.34820
1998,Schleswig-Holstein,female,Never,0.58297,108,157,0.50559,0.66034
1998,Hamburg,male,Never,0.54530,35,35,0.37792,0.71268
1998,Hamburg,female,Never,0.73481,63,63,0.62492,0.84469
1998,Lower Saxony,male,At least once per week,0.06641,43,589,0.04629,0.08654
1998,Lower Saxony,male,At least once per month,0.13376,78,589,0.10625,0.16127
1998,Lower Saxony,male,Seldom,0.37757,215,589,0.33838,0.41675
1998,Lower Saxony,male,Never,0.42091,253,589,0.38100,0.46082
1998,Lower Saxony,female,At least once per month,0.06041,36,577,0.04096,0.07987
1998,Lower Saxony,female,Seldom,0.30850,188,577,0.27078,0.34622
1998,Lower Saxony,female,Never,0.59641,353,577,0.55635,0.63648
1998,Bremen,female,Never,0.72330,35,35,0.57293,0.87368
1998,North Rhine-Westphalia,male,At least once per week,0.07878,110,1357,0.06444,0.09312
1998,North Rhine-Westphalia,male,At least once per month,0.12346,152,1357,0.10595,0.14097
1998,North Rhine-Westphalia,male,Seldom,0.36851,511,1357,0.34283,0.39418
1998,North Rhine-Westphalia,male,Never,0.42621,584,1357,0.39988,0.45253
1998,North Rhine-Westphalia,female,At least once per week,0.03048,36,1454,0.02164,0.03932
1998,North Rhine-Westphalia,female,At least once per month,0.04880,70,1454,0.03772,0.05987
1998,North Rhine-Westphalia,female,Seldom,0.24350,367,1454,0.22143,0.26557
1998,North Rhine-Westphalia,female,Never,0.67723,981,1454,0.65319,0.70127
1998,Hesse,male,At least once per week,0.08206,41,459,0.05692,0.10720
1998,Hesse,male,At least once per month,0.11189,53,459,0.08302,0.14076
1998,Hesse,male,Seldom,0.30759,138,459,0.26532,0.34985
1998,Hesse,male,Never,0.49394,227,459,0.44815,0.53973
1998,Hesse,female,Seldom,0.26703,125,434,0.22536,0.30870
1998,Hesse,female,Never,0.66463,309,434,0.62016,0.70910
1998,"Rhineland-Palatinate, Saarland",male,At least once per week,0.09069,35,384,0.06193,0.11945
1998,"Rhineland-Palatinate, Saarland",male,At least once per month,0.10819,40,384,0.07708,0.13930
1998,"Rhineland-Palatinate, Saarland",male,Seldom,0.32110,125,384,0.27434,0.36786
1998,"Rhineland-Palatinate, Saarland",male,Never,0.47644,184,384,0.42642,0.52646
1998,"Rhineland-Palatinate, Saarland",female,Seldom,0.20080,89,382,0.16058,0.24103
1998,"Rhineland-Palatinate, Saarland",female,Never,0.72413,293,382,0.67925,0.76901
1998,Baden-Wuerttemberg,male,At least once per week,0.08382,68,877,0.06546,0.10217
1998,Baden-Wuerttemberg,male,At least once per month,0.14756,137,877,0.12407,0.17104
1998,Baden-Wuerttemberg,male,Seldom,0.34024,306,877,0.30886,0.37161
1998,Baden-Wuerttemberg,male,Never,0.42716,366,877,0.39440,0.45991
1998,Baden-Wuerttemberg,female,At least once per month,0.03723,42,884,0.02475,0.04972
1998,Baden-Wuerttemberg,female,Seldom,0.27338,248,884,0.24399,0.30278
1998,Baden-Wuerttemberg,female,Never,0.65553,594,884,0.62419,0.68687
1998,Bavaria,male,At least once per week,0.07828,79,904,0.06076,0.09580
1998,Bavaria,male,At least once per month,0.10428,107,904,0.08434,0.12421
1998,Bavaria,male,Seldom,0.33386,305,904,0.30310,0.36462
1998,Bavaria,male,Never,0.48359,413,904,0.45099,0.51618
1998,Bavaria,female,At least once per month,0.03244,40,920,0.02098,0.04389
1998,Bavaria,female,Seldom,0.26781,254,920,0.23918,0.29644
1998,Bavaria,female,Never,0.67751,626,920,0.64728,0.70773
1998,Berlin,male,Seldom,0.40166,96,215,0.33598,0.46735
1998,Berlin,male,Never,0.48020,119,215,0.41326,0.54714
1998,Berlin,female,Seldom,0.20226,64,265,0.15381,0.25072
1998,Berlin,female,Never,0.76176,201,265,0.71037,0.81315
1998,Brandenburg,male,Seldom,0.35953,113,266,0.30175,0.41730
1998,Brandenburg,male,Never,0.51161,153,266,0.45142,0.57179
1998,Brandenburg,female,Seldom,0.17931,69,303,0.13605,0.22258
1998,Brandenburg,female,Never,0.79126,234,303,0.74543,0.83710
1998,Mecklenburg-Western Pomerania,male,Seldom,0.35415,71,164,0.28073,0.42757
1998,Mecklenburg-Western Pomerania,male,Never,0.48474,93,164,0.40801,0.56146
1998,Mecklenburg-Western Pomerania,female,Seldom,0.31663,64,194,0.25101,0.38226
1998,Mecklenburg-Western Pomerania,female,Never,0.64603,130,194,0.57856,0.71349
1998,Saxony,male,At least once per week,0.05978,37,565,0.04021,0.07934
1998,Saxony,male,At least once per month,0.07368,50,565,0.05212,0.09524
1998,Saxony,male,Seldom,0.30739,189,565,0.26931,0.34547
1998,Saxony,male,Never,0.55688,289,565,0.51588,0.59787
1998,Saxony,female,Seldom,0.19854,133,570,0.16577,0.23132
1998,Saxony,female,Never,0.75052,437,570,0.71496,0.78607
1998,Saxony-Anhalt,male,At least once per month,0.11630,32,301,0.08003,0.15258
1998,Saxony-Anhalt,male,Seldom,0.31802,110,301,0.26532,0.37072
1998,Saxony-Anhalt,male,Never,0.49244,159,301,0.43587,0.54901
1998,Saxony-Anhalt,female,Seldom,0.22046,95,331,0.17573,0.26519
1998,Saxony-Anhalt,female,Never,0.70441,236,331,0.65518,0.75364
1998,Thuringa,male,At least once per month,0.10645,37,322,0.07271,0.14018
1998,Thuringa,male,Seldom,0.30399,117,322,0.25367,0.35431
1998,Thuringa,male,Never,0.51265,168,322,0.45797,0.56733
1998,Thuringa,female,Seldom,0.19549,88,348,0.15377,0.23722
1998,Thuringa,female,Never,0.73285,260,348,0.68629,0.77940
2003,Schleswig-Holstein,male,At least once per month,0.18961,53,304,0.14547,0.23375
2003,Schleswig-Holstein,male,Seldom,0.37271,123,304,0.31827,0.42716
2003,Schleswig-Holstein,male,Never,0.38836,128,304,0.33348,0.44324
2003,Schleswig-Holstein,female,At least once per month,0.08235,37,330,0.05264,0.11205
2003,Schleswig-Holstein,female,Seldom,0.33166,113,330,0.28078,0.38253
2003,Schleswig-Holstein,female,Never,0.53510,180,330,0.48120,0.58899
2003,Hamburg,male,Seldom,0.32797,50,110,0.23983,0.41610
2003,Hamburg,male,Never,0.47386,60,110,0.38012,0.56760
2003,Hamburg,female,Seldom,0.27493,37,147,0.20251,0.34735
2003,Hamburg,female,Never,0.68516,110,147,0.60982,0.76049
2003,Lower Saxony,male,At least once per week,0.06411,66,915,0.04823,0.07999
2003,Lower Saxony,male,At least once per month,0.11628,110,915,0.09550,0.13707
2003,Lower Saxony,male,Seldom,0.37171,333,915,0.34038,0.40304
2003,Lower Saxony,male,Never,0.44744,406,915,0.41520,0.47968
2003,Lower Saxony,female,At least once per week,0.04087,47,978,0.02845,0.05328
2003,Lower Saxony,female,At least once per month,0.06075,67,978,0.04578,0.07573
2003,Lower Saxony,female,Seldom,0.27171,278,978,0.24381,0.29960
2003,Lower Saxony,female,Never,0.62530,586,978,0.59495,0.65566
2003,Bremen,male,Seldom,0.33827,31,65,0.22235,0.45418
2003,Bremen,male,Never,0.52365,34,65,0.40129,0.64602
2003,Bremen,female,Never,0.74813,60,60,0.63736,0.85889
2003,North Rhine-Westphalia,male,At least once per week,0.07746,174,2226,0.06635,0.08857
2003,North Rhine-Westphalia,male,At least once per month,0.11628,270,2226,0.10296,0.12960
2003,North Rhine-Westphalia,male,Seldom,0.31789,735,2226,0.29854,0.33724
2003,North Rhine-Westphalia,male,Never,0.48430,1047,2226,0.46353,0.50506
2003,North Rhine-Westphalia,female,At least once per week,0.03232,97,2370,0.02520,0.03944
2003,North Rhine-Westphalia,female,At least once per month,0.04689,132,2370,0.03838,0.05540
2003,North Rhine-Westphalia,female,Seldom,0.19804,520,2370,0.18199,0.21408
2003,North Rhine-Westphalia,female,Never,0.72242,1621,2370,0.70439,0.74045
2003,Hesse,male,At least once per week,0.07313,51,729,0.05421,0.09204
2003,Hesse,male,At least once per month,0.10888,83,729,0.08625,0.13151
2003,Hesse,male,Seldom,0.30781,248,729,0.27428,0.34134
2003,Hesse,male,Never,0.51019,347,729,0.47387,0.54650
2003,Hesse,female,At least once per week,0.04079,37,761,0.02673,0.05485
2003,Hesse,female,At least once per month,0.04423,46,761,0.02962,0.05885
2003,Hesse,female,Seldom,0.22423,191,761,0.19457,0.25388
2003,Hesse,female,Never,0.69032,487,761,0.65745,0.72319
2003,"Rhineland-Palatinate, Saarland",male,At least once per week,0.06943,52,630,0.04956,0.08929
2003,"Rhineland-Palatinate, Saarland",male,At least once per month,0.11397,65,630,0.08914,0.13881
2003,"Rhineland-Palatinate, Saarland",male,Seldom,0.37186,210,630,0.33409,0.40963
2003,"Rhineland-Palatinate, Saarland",male,Never,0.44402,303,630,0.40519,0.48285
2003,"Rhineland-Palatinate, Saarland",female,At least once per month,0.04461,37,686,0.02915,0.06006
2003,"Rhineland-Palatinate, Saarland",female,Seldom,0.19337,148,686,0.16379,0.22294
2003,"Rhineland-Palatinate, Saarland",female,Never,0.73117,501,686,0.69797,0.76437
2003,Baden-Wuerttemberg,male,At least once per week,0.07024,91,1297,0.05633,0.08415
2003,Baden-Wuerttemberg,male,At least once per month,0.11177,153,1297,0.09461,0.12892
2003,Baden-Wuerttemberg,male,Seldom,0.33319,444,1297,0.30753,0.35886
2003,Baden-Wuerttemberg,male,Never,0.48420,609,1297,0.45699,0.51141
2003,Baden-Wuerttemberg,female,At least once per week,0.02702,39,1365,0.01842,0.03563
2003,Baden-Wuerttemberg,female,At least once per month,0.05042,74,1365,0.03881,0.06203
2003,Baden-Wuerttemberg,female,Seldom,0.22434,333,1365,0.20220,0.24648
2003,Baden-Wuerttemberg,female,Never,0.69219,919,1365,0.66769,0.71669
2003,Bavaria,male,At least once per week,0.06483,97,1463,0.05221,0.07746
2003,Bavaria,male,At least once per month,0.09152,148,1463,0.07674,0.10630
2003,Bavaria,male,Seldom,0.36356,544,1463,0.33891,0.38822
2003,Bavaria,male,Never,0.47977,674,1463,0.45416,0.50538
2003,Bavaria,female,At least once per week,0.03339,60,1634,0.02467,0.04210
2003,Bavaria,female,At least once per month,0.03203,74,1634,0.02349,0.04057
2003,Bavaria,female,Seldom,0.22573,405,1634,0.20545,0.24601
2003,Bavaria,female,Never,0.70810,1095,1634,0.68605,0.73015
2003,Berlin,male,At least once per month,0.10912,43,394,0.07829,0.13994
2003,Berlin,male,Seldom,0.36812,158,394,0.32044,0.41581
2003,Berlin,male,Never,0.49608,193,394,0.44665,0.54551
2003,Berlin,female,Seldom,0.22288,115,390,0.18152,0.26423
2003,Berlin,female,Never,0.73984,275,390,0.69624,0.78344
2003,Brandenburg,male,At least once per month,0.06787,32,428,0.04401,0.09172
2003,Brandenburg,male,Seldom,0.37943,170,428,0.33341,0.42546
2003,Brandenburg,male,Never,0.50376,226,428,0.45633,0.55118
2003,Brandenburg,female,Seldom,0.19427,112,457,0.15795,0.23058
2003,Brandenburg,female,Never,0.75642,345,457,0.71702,0.79581
2003,Mecklenburg-Western Pomerania,male,Seldom,0.38523,95,204,0.31828,0.45217
2003,Mecklenburg-Western Pomerania,male,Never,0.46996,109,204,0.40130,0.53862
2003,Mecklenburg-Western Pomerania,female,Seldom,0.27591,90,264,0.22189,0.32993
2003,Mecklenburg-Western Pomerania,female,Never,0.67028,174,264,0.61346,0.72710
2003,Saxony,male,At least once per week,0.05660,40,786,0.04044,0.07277
2003,Saxony,male,At least once per month,0.09499,79,786,0.07448,0.11550
2003,Saxony,male,Seldom,0.33834,274,786,0.30525,0.37144
2003,Saxony,male,Never,0.50867,393,786,0.47370,0.54364
2003,Saxony,female,Seldom,0.24124,204,765,0.21090,0.27158
2003,Saxony,female,Never,0.70948,561,765,0.67729,0.74168
2003,Saxony-Anhalt,male,At least once per month,0.10186,46,406,0.07240,0.13131
2003,Saxony-Anhalt,male,Seldom,0.29809,139,406,0.25354,0.34264
2003,Saxony-Anhalt,male,Never,0.52684,221,406,0.47822,0.57547
2003,Saxony-Anhalt,female,Seldom,0.21604,120,461,0.17843,0.25365
2003,Saxony-Anhalt,female,Never,0.73318,341,461,0.69276,0.77360
2003,Thuringa,male,At least once per week,0.07873,38,462,0.05415,0.10332
2003,Thuringa,male,At least once per month,0.10984,45,462,0.08129,0.13838
2003,Thuringa,male,Seldom,0.32995,156,462,0.28703,0.37287
2003,Thuringa,male,Never,0.48019,223,462,0.43459,0.52580
2003,Thuringa,female,Seldom,0.20726,116,446,0.16960,0.24492
2003,Thuringa,female,Never,0.72394,330,446,0.68241,0.76548
2008,Schleswig-Holstein,male,At least once per month,0.14497,37,244,0.10071,0.18924
2008,Schleswig-Holstein,male,Seldom,0.34701,78,244,0.28716,0.40686
2008,Schleswig-Holstein,male,Never,0.44897,129,244,0.38643,0.51151
2008,Schleswig-Holstein,female,Seldom,0.28180,77,260,0.22701,0.33659
2008,Schleswig-Holstein,female,Never,0.62262,183,260,0.56358,0.68165
2008,Hamburg,male,Seldom,0.33824,41,108,0.24859,0.42788
2008,Hamburg,male,Never,0.48318,67,108,0.38849,0.57787
2008,Hamburg,female,Seldom,0.23184,34,129,0.15873,0.30494
2008,Hamburg,female,Never,0.67461,95,129,0.59344,0.75578
2008,Lower Saxony,male,At least once per week,0.05775,53,829,0.04186,0.07364
2008,Lower Saxony,male,At least once per month,0.13065,113,829,0.10769,0.15361
2008,Lower Saxony,male,Seldom,0.31932,273,829,0.28757,0.35108
2008,Lower Saxony,male,Never,0.48771,390,829,0.45366,0.52175
2008,Lower Saxony,female,At least once per week,0.03546,34,898,0.02336,0.04757
2008,Lower Saxony,female,At least once per month,0.07122,65,898,0.05439,0.08805
2008,Lower Saxony,female,Seldom,0.29534,269,898,0.26548,0.32519
2008,Lower Saxony,female,Never,0.59646,530,898,0.56435,0.62857
2008,Bremen,female,Never,0.67206,45,45,0.53334,0.81078
2008,North Rhine-Westphalia,male,At least once per week,0.06892,127,1852,0.05738,0.08046
2008,North Rhine-Westphalia,male,At least once per month,0.11407,208,1852,0.09959,0.12855
2008,North Rhine-Westphalia,male,Seldom,0.34532,622,1852,0.32366,0.36698
2008,North Rhine-Westphalia,male,Never,0.46999,895,1852,0.44725,0.49272
2008,North Rhine-Westphalia,female,At least once per week,0.02970,71,2051,0.02235,0.03705
2008,North Rhine-Westphalia,female,At least once per month,0.06032,136,2051,0.05001,0.07062
2008,North Rhine-Westphalia,female,Seldom,0.23026,516,2051,0.21204,0.24849
2008,North Rhine-Westphalia,female,Never,0.67934,1328,2051,0.65914,0.69955
2008,Hesse,male,At least once per week,0.10199,48,627,0.07828,0.12570
2008,Hesse,male,At least once per month,0.08848,66,627,0.06623,0.11073
2008,Hesse,male,Seldom,0.33894,225,627,0.30186,0.37603
2008,Hesse,male,Never,0.46955,288,627,0.43045,0.50865
2008,Hesse,female,At least once per week,0.06462,35,681,0.04614,0.08309
2008,Hesse,female,At least once per month,0.04710,32,681,0.03118,0.06302
2008,Hesse,female,Seldom,0.23829,188,681,0.20626,0.27031
2008,Hesse,female,Never,0.65000,426,681,0.61415,0.68585
2008,"Rhineland-Palatinate, Saarland",male,At least once per week,0.05736,34,492,0.03679,0.07793
2008,"Rhineland-Palatinate, Saarland",male,At least once per month,0.14101,63,492,0.11023,0.17180
2008,"Rhineland-Palatinate, Saarland",male,Seldom,0.36985,166,492,0.32715,0.41255
2008,"Rhineland-Palatinate, Saarland",male,Never,0.42970,229,492,0.38591,0.47349
2008,"Rhineland-Palatinate, Saarland",female,At least once per month,0.05281,34,585,0.03467,0.07095
2008,"Rhineland-Palatinate, Saarland",female,Seldom,0.20744,126,585,0.17456,0.24033
2008,"Rhineland-Palatinate, Saarland",female,Never,0.72457,425,585,0.68834,0.76081
2008,Baden-Wuerttemberg,male,At least once per week,0.05354,65,1127,0.04039,0.06669
2008,Baden-Wuerttemberg,male,At least once per month,0.15268,158,1127,0.13167,0.17369
2008,Baden-Wuerttemberg,male,Seldom,0.36153,418,1127,0.33346,0.38959
2008,Baden-Wuerttemberg,male,Never,0.43216,486,1127,0.40322,0.46109
2008,Baden-Wuerttemberg,female,At least once per week,0.03935,49,1210,0.02839,0.05031
2008,Baden-Wuerttemberg,female,At least once per month,0.05390,62,1210,0.04117,0.06663
2008,Baden-Wuerttemberg,female,Seldom,0.22815,308,1210,0.20449,0.25180
2008,Baden-Wuerttemberg,female,Never,0.67777,791,1210,0.65143,0.70411
2008,Bavaria,male,At least once per week,0.07562,90,1300,0.06125,0.09000
2008,Bavaria,male,At least once per month,0.11025,168,1300,0.09321,0.12728
2008,Bavaria,male,Seldom,0.34634,462,1300,0.32046,0.37221
2008,Bavaria,male,Never,0.46510,580,1300,0.43798,0.49223
2008,Bavaria,female,At least once per week,0.03367,53,1431,0.02432,0.04302
2008,Bavaria,female,At least once per month,0.05100,77,1431,0.03960,0.06240
2008,Bavaria,female,Seldom,0.25392,385,1431,0.23136,0.27648
2008,Bavaria,female,Never,0.66118,916,1431,0.63665,0.68571
2008,Berlin,male,Seldom,0.32376,116,291,0.26991,0.37762
2008,Berlin,male,Never,0.54706,175,291,0.48977,0.60435
2008,Berlin,female,Seldom,0.23257,104,365,0.18917,0.27598
2008,Berlin,female,Never,0.71101,261,365,0.66445,0.75758
2008,Brandenburg,male,Seldom,0.38090,145,338,0.32905,0.43275
2008,Brandenburg,male,Never,0.48806,193,338,0.43469,0.54142
2008,Brandenburg,female,Seldom,0.20739,94,401,0.16766,0.24713
2008,Brandenburg,female,Never,0.73817,307,401,0.69509,0.78126
2008,Mecklenburg-Western Pomerania,male,Seldom,0.27581,73,196,0.21308,0.33854
2008,Mecklenburg-Western Pomerania,male,Never,0.55406,123,196,0.48429,0.62383
2008,Mecklenburg-Western Pomerania,female,Seldom,0.24693,69,242,0.19249,0.30138
2008,Mecklenburg-Western Pomerania,female,Never,0.69561,173,242,0.63752,0.75371
2008,Saxony,male,At least once per week,0.06582,34,702,0.04746,0.08418
2008,Saxony,male,At least once per month,0.06718,51,702,0.04865,0.08571
2008,Saxony,male,Seldom,0.33319,240,702,0.29830,0.36809
2008,Saxony,male,Never,0.53381,377,702,0.49688,0.57073
