,Unnamed: 0,year,pgisced97,regtyp,pli0089,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
24,24,1990,First Stage of Tertiary Education,Urban regions,Seldom,0.30958,117,8877,0.28025,0.33949
25,25,1990,First Stage of Tertiary Education,Urban regions,Never,0.59441,223,8877,0.56455,0.62916
26,26,1990,First Stage of Tertiary Education,Rural regions,Seldom,0.36347,38,8877,0.31523,0.4153
27,27,1990,First Stage of Tertiary Education,Rural regions,Never,0.63653,60,8877,0.56483,0.726
28,28,1990,Second Stage of Tertiary Education,Urban regions,Seldom,0.32284,174,8877,0.29961,0.34474
29,29,1990,Second Stage of Tertiary Education,Urban regions,Never,0.67716,358,8877,0.63992,0.71404
30,30,1990,Second Stage of Tertiary Education,Rural regions,Never,1.0,62,8877,0.89082,1.11484
31,31,1995,Pre-primary Level,Urban regions,At least once per month,0.19806,39,12634,0.16038,0.2318
32,32,1995,Pre-primary Level,Urban regions,Seldom,0.45933,78,12634,0.40104,0.51298
33,33,1995,Pre-primary Level,Urban regions,Never,0.34261,60,12634,0.29253,0.41059
34,34,1995,Pre-primary Level,Rural regions,Seldom,1.0,37,12634,0.76183,1.35139
35,35,1995,Primary Level,Urban regions,Seldom,0.12229,57,12634,0.09013,0.16381
36,36,1995,Primary Level,Urban regions,Never,0.87771,355,12634,0.78896,0.95837
37,37,1995,Primary Level,Rural regions,Never,1.0,66,12634,0.84585,1.18299
38,38,1995,Lower Secondary Level,Urban regions,At least once per week,0.04079,83,12634,0.03581,0.04722
39,39,1995,Lower Secondary Level,Urban regions,At least once per month,0.05386,123,12634,0.04593,0.06305
40,40,1995,Lower Secondary Level,Urban regions,Seldom,0.17193,317,12634,0.1576,0.18668
41,41,1995,Lower Secondary Level,Urban regions,Never,0.73341,1186,12634,0.69856,0.77022
42,42,1995,Lower Secondary Level,Rural regions,At least once per week,0.03748,35,12634,0.02871,0.04939
43,43,1995,Lower Secondary Level,Rural regions,At least once per month,0.06303,49,12634,0.05091,0.08298
44,44,1995,Lower Secondary Level,Rural regions,Seldom,0.19725,170,12634,0.17458,0.21522
45,45,1995,Lower Secondary Level,Rural regions,Never,0.70225,501,12634,0.65975,0.74696
46,46,1995,Upper Secondary Level,Urban regions,At least once per week,0.05105,231,12634,0.04572,0.0564
47,47,1995,Upper Secondary Level,Urban regions,At least once per month,0.07385,344,12634,0.06881,0.07941
48,48,1995,Upper Secondary Level,Urban regions,Seldom,0.27252,1139,12634,0.26135,0.28566
49,49,1995,Upper Secondary Level,Urban regions,Never,0.60258,2473,12634,0.58508,0.6189
50,50,1995,Upper Secondary Level,Rural regions,At least once per week,0.05747,138,12634,0.04922,0.06656
51,51,1995,Upper Secondary Level,Rural regions,At least once per month,0.08645,199,12634,0.07841,0.09638
52,52,1995,Upper Secondary Level,Rural regions,Seldom,0.29504,743,12634,0.28089,0.31044
53,53,1995,Upper Secondary Level,Rural regions,Never,0.56104,1402,12634,0.54059,0.58306
54,54,1995,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.36639,107,12634,0.31808,0.43456
55,55,1995,Post-secondary Non-tertiary Level,Urban regions,Never,0.63361,202,12634,0.55348,0.69986
56,56,1995,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.42536,37,12634,0.31086,0.53297
57,57,1995,Post-secondary Non-tertiary Level,Rural regions,Never,0.57464,52,12634,0.45327,0.69118
58,58,1995,First Stage of Tertiary Education,Urban regions,At least once per month,0.07493,36,12634,0.06159,0.09348
59,59,1995,First Stage of Tertiary Education,Urban regions,Seldom,0.31523,140,12634,0.28133,0.35567
60,60,1995,First Stage of Tertiary Education,Urban regions,Never,0.60984,251,12634,0.55804,0.67391
61,61,1995,First Stage of Tertiary Education,Rural regions,Seldom,0.39574,119,12634,0.35172,0.46189
62,62,1995,First Stage of Tertiary Education,Rural regions,Never,0.60426,140,12634,0.53059,0.69215
63,63,1995,Second Stage of Tertiary Education,Urban regions,At least once per week,0.03889,34,12634,0.03136,0.04675
64,64,1995,Second Stage of Tertiary Education,Urban regions,At least once per month,0.06103,68,12634,0.05331,0.06946
65,65,1995,Second Stage of Tertiary Education,Urban regions,Seldom,0.30244,331,12634,0.27928,0.32824
66,66,1995,Second Stage of Tertiary Education,Urban regions,Never,0.59765,658,12634,0.56729,0.62714
67,67,1995,Second Stage of Tertiary Education,Rural regions,At least once per month,0.0715,45,12634,0.05681,0.09204
68,68,1995,Second Stage of Tertiary Education,Rural regions,Seldom,0.30412,200,12634,0.27105,0.34564
69,69,1995,Second Stage of Tertiary Education,Rural regions,Never,0.62438,389,12634,0.57968,0.66628
70,70,1998,Pre-primary Level,Urban regions,At least once per month,0.23749,40,13204,0.20154,0.28027
71,71,1998,Pre-primary Level,Urban regions,Seldom,0.46083,89,13204,0.39813,0.52102
72,72,1998,Pre-primary Level,Urban regions,Never,0.30168,61,13204,0.25317,0.34312
73,73,1998,Pre-primary Level,Rural regions,Seldom,1.0,53,13204,0.8358,1.17447
74,74,1998,Primary Level,Urban regions,Seldom,0.15175,54,13204,0.11993,0.18493
75,75,1998,Primary Level,Urban regions,Never,0.84825,286,13204,0.76316,0.93109
76,76,1998,Primary Level,Rural regions,Never,1.0,55,13204,0.78218,1.20819
77,77,1998,Lower Secondary Level,Urban regions,At least once per week,0.03716,79,13204,0.03183,0.04317
78,78,1998,Lower Secondary Level,Urban regions,At least once per month,0.05993,119,13204,0.05154,0.06755
79,79,1998,Lower Secondary Level,Urban regions,Seldom,0.19449,359,13204,0.17952,0.21113
80,80,1998,Lower Secondary Level,Urban regions,Never,0.70842,1183,13204,0.68009,0.73685
81,81,1998,Lower Secondary Level,Rural regions,At least once per week,0.05499,46,13204,0.04267,0.06828
82,82,1998,Lower Secondary Level,Rural regions,At least once per month,0.06201,57,13204,0.05374,0.06944
83,83,1998,Lower Secondary Level,Rural regions,Seldom,0.22564,192,13204,0.20584,0.24891
84,84,1998,Lower Secondary Level,Rural regions,Never,0.65736,470,13204,0.616,0.70594
85,85,1998,Upper Secondary Level,Urban regions,At least once per week,0.04809,216,13204,0.04374,0.05206
86,86,1998,Upper Secondary Level,Urban regions,At least once per month,0.08064,354,13204,0.07471,0.08717
87,87,1998,Upper Secondary Level,Urban regions,Seldom,0.3182,1374,13204,0.30688,0.33038
88,88,1998,Upper Secondary Level,Urban regions,Never,0.55307,2376,13204,0.53912,0.56785
89,89,1998,Upper Secondary Level,Rural regions,At least once per week,0.06759,160,13204,0.06079,0.07428
90,90,1998,Upper Secondary Level,Rural regions,At least once per month,0.08038,211,13204,0.07306,0.08778
91,91,1998,Upper Secondary Level,Rural regions,Seldom,0.29744,810,13204,0.28329,0.31205
92,92,1998,Upper Secondary Level,Rural regions,Never,0.55459,1447,13204,0.534,0.57485
93,93,1998,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.39681,126,13204,0.34603,0.45351
94,94,1998,Post-secondary Non-tertiary Level,Urban regions,Never,0.60319,206,13204,0.54142,0.65537
95,95,1998,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.51262,55,13204,0.42455,0.6145
96,96,1998,Post-secondary Non-tertiary Level,Rural regions,Never,0.48738,52,13204,0.39069,0.59948
97,97,1998,First Stage of Tertiary Education,Urban regions,At least once per month,0.0893,47,13204,0.07095,0.10553
98,98,1998,First Stage of Tertiary Education,Urban regions,Seldom,0.35735,188,13204,0.32451,0.38914
99,99,1998,First Stage of Tertiary Education,Urban regions,Never,0.55335,240,13204,0.50945,0.60459
100,100,1998,First Stage of Tertiary Education,Rural regions,Seldom,0.41223,116,13204,0.3532,0.47712
101,101,1998,First Stage of Tertiary Education,Rural regions,Never,0.58777,151,13204,0.52077,0.64781
102,102,1998,Second Stage of Tertiary Education,Urban regions,At least once per week,0.02892,34,13204,0.02221,0.03542
103,103,1998,Second Stage of Tertiary Education,Urban regions,At least once per month,0.07427,88,13204,0.06524,0.08532
104,104,1998,Second Stage of Tertiary Education,Urban regions,Seldom,0.332,415,13204,0.30864,0.35376
105,105,1998,Second Stage of Tertiary Education,Urban regions,Never,0.5648,700,13204,0.53333,0.59963
106,106,1998,Second Stage of Tertiary Education,Rural regions,At least once per month,0.0809,56,13204,0.06502,0.10037
107,107,1998,Second Stage of Tertiary Education,Rural regions,Seldom,0.31842,239,13204,0.29481,0.3484
108,108,1998,Second Stage of Tertiary Education,Rural regions,Never,0.60068,400,13204,0.55511,0.64436
109,109,2003,Pre-primary Level,Urban regions,At least once per week,0.12224,58,21600,0.09783,0.14775
110,110,2003,Pre-primary Level,Urban regions,At least once per month,0.22127,91,21600,0.17896,0.26731
111,111,2003,Pre-primary Level,Urban regions,Seldom,0.3398,142,21600,0.29138,0.39057
112,112,2003,Pre-primary Level,Urban regions,Never,0.31668,119,21600,0.27227,0.37366
113,113,2003,Pre-primary Level,Rural regions,Seldom,0.61748,86,21600,0.50909,0.74194
114,114,2003,Pre-primary Level,Rural regions,Never,0.38252,54,21600,0.31942,0.46902
115,115,2003,Primary Level,Urban regions,Never,1.0,171,21600,0.90622,1.10513
116,116,2003,Primary Level,Rural regions,Never,1.0,53,21600,0.82515,1.1819
117,117,2003,Lower Secondary Level,Urban regions,At least once per week,0.03972,71,21600,0.03095,0.04695
118,118,2003,Lower Secondary Level,Urban regions,At least once per month,0.06234,124,21600,0.05436,0.07113
119,119,2003,Lower Secondary Level,Urban regions,Seldom,0.14574,303,21600,0.13478,0.15893
120,120,2003,Lower Secondary Level,Urban regions,Never,0.7522,1324,21600,0.72509,0.77844
121,121,2003,Lower Secondary Level,Rural regions,At least once per week,0.04288,39,21600,0.03342,0.05229
122,122,2003,Lower Secondary Level,Rural regions,At least once per month,0.05622,54,21600,0.04643,0.06551
123,123,2003,Lower Secondary Level,Rural regions,Seldom,0.19654,195,21600,0.17643,0.21551
124,124,2003,Lower Secondary Level,Rural regions,Never,0.70437,601,21600,0.66522,0.74172
125,125,2003,Upper Secondary Level,Urban regions,At least once per week,0.04927,379,21600,0.04519,0.05316
126,126,2003,Upper Secondary Level,Urban regions,At least once per month,0.06959,538,21600,0.06447,0.07449
127,127,2003,Upper Secondary Level,Urban regions,Seldom,0.28527,2044,21600,0.27494,0.29299
128,128,2003,Upper Secondary Level,Urban regions,Never,0.59587,4034,21600,0.58568,0.61041
129,129,2003,Upper Secondary Level,Rural regions,At least once per week,0.05013,208,21600,0.04514,0.05538
130,130,2003,Upper Secondary Level,Rural regions,At least once per month,0.07533,314,21600,0.06876,0.08127
131,131,2003,Upper Secondary Level,Rural regions,Seldom,0.30187,1191,21600,0.28794,0.31524
132,132,2003,Upper Secondary Level,Rural regions,Never,0.57267,2290,21600,0.5564,0.59007
133,133,2003,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.04016,43,21600,0.03048,0.05088
134,134,2003,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.10246,97,21600,0.08571,0.11867
135,135,2003,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.30312,263,21600,0.27175,0.33536
136,136,2003,Post-secondary Non-tertiary Level,Urban regions,Never,0.55426,476,21600,0.51436,0.59404
137,137,2003,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.13847,32,21600,0.10033,0.18522
138,138,2003,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.4166,114,21600,0.35464,0.49482
139,139,2003,Post-secondary Non-tertiary Level,Rural regions,Never,0.44493,107,21600,0.37628,0.51483
140,140,2003,First Stage of Tertiary Education,Urban regions,At least once per week,0.04525,50,21600,0.03528,0.05429
141,141,2003,First Stage of Tertiary Education,Urban regions,At least once per month,0.07328,78,21600,0.06029,0.08388
142,142,2003,First Stage of Tertiary Education,Urban regions,Seldom,0.34721,367,21600,0.32005,0.38359
143,143,2003,First Stage of Tertiary Education,Urban regions,Never,0.53426,555,21600,0.50014,0.56848
144,144,2003,First Stage of Tertiary Education,Rural regions,At least once per week,0.0491,35,21600,0.03946,0.06082
145,145,2003,First Stage of Tertiary Education,Rural regions,At least once per month,0.09583,52,21600,0.07681,0.11604
146,146,2003,First Stage of Tertiary Education,Rural regions,Seldom,0.31977,202,21600,0.27821,0.35487
147,147,2003,First Stage of Tertiary Education,Rural regions,Never,0.53531,329,21600,0.49535,0.5787
148,148,2003,Second Stage of Tertiary Education,Urban regions,At least once per week,0.03035,93,21600,0.02531,0.03621
149,149,2003,Second Stage of Tertiary Education,Urban regions,At least once per month,0.07312,219,21600,0.06455,0.08195
150,150,2003,Second Stage of Tertiary Education,Urban regions,Seldom,0.31978,1035,21600,0.30464,0.3402
151,151,2003,Second Stage of Tertiary Education,Urban regions,Never,0.57675,1710,21600,0.55327,0.60441
152,152,2003,Second Stage of Tertiary Education,Rural regions,At least once per week,0.04954,57,21600,0.03939,0.06006
153,153,2003,Second Stage of Tertiary Education,Rural regions,At least once per month,0.08522,105,21600,0.06897,0.10263
154,154,2003,Second Stage of Tertiary Education,Rural regions,Seldom,0.36556,478,21600,0.33247,0.3962
155,155,2003,Second Stage of Tertiary Education,Rural regions,Never,0.49967,620,21600,0.4675,0.53297
156,156,2008,Pre-primary Level,Urban regions,At least once per week,0.17867,38,18721,0.13086,0.23404
157,157,2008,Pre-primary Level,Urban regions,At least once per month,0.2195,53,18721,0.16527,0.27378
158,158,2008,Pre-primary Level,Urban regions,Seldom,0.29954,77,18721,0.24849,0.36805
159,159,2008,Pre-primary Level,Urban regions,Never,0.30229,64,18721,0.23935,0.36482
160,160,2008,Pre-primary Level,Rural regions,Seldom,0.58454,38,18721,0.46323,0.71434
161,161,2008,Pre-primary Level,Rural regions,Never,0.41546,34,18721,0.27845,0.57058
162,162,2008,Primary Level,Urban regions,Never,1.0,113,18721,0.83513,1.13438
163,163,2008,Primary Level,Rural regions,Never,1.0,44,18721,0.80316,1.22089
164,164,2008,Lower Secondary Level,Urban regions,At least once per week,0.03989,52,18721,0.03188,0.04891
165,165,2008,Lower Secondary Level,Urban regions,At least once per month,0.05625,67,18721,0.04734,0.0652
166,166,2008,Lower Secondary Level,Urban regions,Seldom,0.17516,241,18721,0.1558,0.1936
167,167,2008,Lower Secondary Level,Urban regions,Never,0.7287,953,18721,0.69309,0.75974
168,168,2008,Lower Secondary Level,Rural regions,At least once per week,0.0535,36,18721,0.0406,0.06605
169,169,2008,Lower Secondary Level,Rural regions,At least once per month,0.05281,35,18721,0.03941,0.06881
170,170,2008,Lower Secondary Level,Rural regions,Seldom,0.16694,116,18721,0.14433,0.19155
171,171,2008,Lower Secondary Level,Rural regions,Never,0.72675,495,18721,0.67478,0.76972
172,172,2008,Upper Secondary Level,Urban regions,At least once per week,0.04267,275,18721,0.03885,0.04729
173,173,2008,Upper Secondary Level,Urban regions,At least once per month,0.08873,492,18721,0.08191,0.09565
174,174,2008,Upper Secondary Level,Urban regions,Seldom,0.29569,1810,18721,0.28398,0.30593
175,175,2008,Upper Secondary Level,Urban regions,Never,0.57291,3470,18721,0.55984,0.59045
176,176,2008,Upper Secondary Level,Rural regions,At least once per week,0.06908,226,18721,0.0617,0.07731
177,177,2008,Upper Secondary Level,Rural regions,At least once per month,0.08194,290,18721,0.07455,0.09295
178,178,2008,Upper Secondary Level,Rural regions,Seldom,0.27643,1020,18721,0.26145,0.28817
179,179,2008,Upper Secondary Level,Rural regions,Never,0.57255,2084,18721,0.55314,0.59396
180,180,2008,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.04227,34,18721,0.03105,0.05831
181,181,2008,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.08014,68,18721,0.06284,0.09632
182,182,2008,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.34324,271,18721,0.30814,0.38082
183,183,2008,Post-secondary Non-tertiary Level,Urban regions,Never,0.53434,435,18721,0.49932,0.57553
184,184,2008,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.45466,105,18721,0.36692,0.5255
185,185,2008,Post-secondary Non-tertiary Level,Rural regions,Never,0.54534,132,18721,0.46549,0.62676
186,186,2008,First Stage of Tertiary Education,Urban regions,At least once per week,0.03117,31,18721,0.0231,0.04192
187,187,2008,First Stage of Tertiary Education,Urban regions,At least once per month,0.09234,79,18721,0.07617,0.10928
188,188,2008,First Stage of Tertiary Education,Urban regions,Seldom,0.3323,297,18721,0.30008,0.36667
189,189,2008,First Stage of Tertiary Education,Urban regions,Never,0.54418,462,18721,0.50231,0.58632
190,190,2008,First Stage of Tertiary Education,Rural regions,At least once per month,0.08203,45,18721,0.06331,0.10073
191,191,2008,First Stage of Tertiary Education,Rural regions,Seldom,0.3881,183,18721,0.33095,0.44447
192,192,2008,First Stage of Tertiary Education,Rural regions,Never,0.52987,286,18721,0.47495,0.59117
193,193,2008,Second Stage of Tertiary Education,Urban regions,At least once per week,0.02831,85,18721,0.02174,0.03564
194,194,2008,Second Stage of Tertiary Education,Urban regions,At least once per month,0.08612,267,18721,0.07564,0.09699
195,195,2008,Second Stage of Tertiary Education,Urban regions,Seldom,0.34684,1023,18721,0.32379,0.37036
196,196,2008,Second Stage of Tertiary Education,Urban regions,Never,0.53873,1581,18721,0.51202,0.56813
197,197,2008,Second Stage of Tertiary Education,Rural regions,At least once per week,0.0373,44,18721,0.02772,0.05002
198,198,2008,Second Stage of Tertiary Education,Rural regions,At least once per month,0.07407,105,18721,0.06243,0.08821
199,199,2008,Second Stage of Tertiary Education,Rural regions,Seldom,0.38004,453,18721,0.34315,0.41991
200,200,2008,Second Stage of Tertiary Education,Rural regions,Never,0.50859,612,18721,0.47252,0.54683
201,201,2013,Pre-primary Level,Urban regions,At least once per week,0.15242,39,24789,0.10366,0.2172
202,202,2013,Pre-primary Level,Urban regions,At least once per month,0.16966,49,24789,0.10506,0.2533
203,203,2013,Pre-primary Level,Urban regions,Seldom,0.40669,101,24789,0.3071,0.52264
204,204,2013,Pre-primary Level,Urban regions,Never,0.27124,113,24789,0.21632,0.33445
205,205,2013,Pre-primary Level,Rural regions,At least once per month,0.30863,33,24789,0.18991,0.45939
206,206,2013,Pre-primary Level,Rural regions,Seldom,0.38096,46,24789,0.27274,0.55091
207,207,2013,Pre-primary Level,Rural regions,Never,0.31041,37,24789,0.21835,0.42756
208,208,2013,Primary Level,Urban regions,Never,1.0,170,24789,0.84044,1.2028
209,209,2013,Primary Level,Rural regions,Never,1.0,89,24789,0.79215,1.25964
210,210,2013,Lower Secondary Level,Urban regions,At least once per week,0.07058,103,24789,0.0584,0.08807
211,211,2013,Lower Secondary Level,Urban regions,At least once per month,0.0677,119,24789,0.055,0.08151
212,212,2013,Lower Secondary Level,Urban regions,Seldom,0.16587,291,24789,0.14936,0.18966
213,213,2013,Lower Secondary Level,Urban regions,Never,0.69585,1141,24789,0.65323,0.73326
214,214,2013,Lower Secondary Level,Rural regions,At least once per week,0.0528,50,24789,0.03677,0.07283
215,215,2013,Lower Secondary Level,Rural regions,At least once per month,0.05286,51,24789,0.03635,0.07007
216,216,2013,Lower Secondary Level,Rural regions,Seldom,0.2021,205,24789,0.16763,0.2319
217,217,2013,Lower Secondary Level,Rural regions,Never,0.69224,610,24789,0.64359,0.74358
218,218,2013,Upper Secondary Level,Urban regions,At least once per week,0.05787,466,24789,0.05101,0.06561
219,219,2013,Upper Secondary Level,Urban regions,At least once per month,0.08805,668,24789,0.08102,0.09489
220,220,2013,Upper Secondary Level,Urban regions,Seldom,0.27778,2002,24789,0.26462,0.2941
221,221,2013,Upper Secondary Level,Urban regions,Never,0.57631,4069,24789,0.55811,0.59463
222,222,2013,Upper Secondary Level,Rural regions,At least once per week,0.06332,350,24789,0.05558,0.07109
223,223,2013,Upper Secondary Level,Rural regions,At least once per month,0.09781,489,24789,0.08727,0.11091
224,224,2013,Upper Secondary Level,Rural regions,Seldom,0.31058,1506,24789,0.29485,0.32854
225,225,2013,Upper Secondary Level,Rural regions,Never,0.52829,2769,24789,0.50894,0.54981
226,226,2013,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.06778,77,24789,0.04762,0.09223
227,227,2013,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.12743,144,24789,0.10342,0.15493
228,228,2013,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.3283,439,24789,0.28723,0.37077
229,229,2013,Post-secondary Non-tertiary Level,Urban regions,Never,0.47649,607,24789,0.43124,0.52128
230,230,2013,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.06025,34,24789,0.03373,0.09125
231,231,2013,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.13813,59,24789,0.1026,0.18168
232,232,2013,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.33699,180,24789,0.27523,0.39349
233,233,2013,Post-secondary Non-tertiary Level,Rural regions,Never,0.46463,223,24789,0.37694,0.55654
234,234,2013,First Stage of Tertiary Education,Urban regions,At least once per week,0.05077,53,24789,0.03391,0.06597
235,235,2013,First Stage of Tertiary Education,Urban regions,At least once per month,0.09849,99,24789,0.08043,0.12755
236,236,2013,First Stage of Tertiary Education,Urban regions,Seldom,0.37075,340,24789,0.33069,0.41935
237,237,2013,First Stage of Tertiary Education,Urban regions,Never,0.47999,488,24789,0.43783,0.52403
238,238,2013,First Stage of Tertiary Education,Rural regions,At least once per week,0.06014,50,24789,0.04467,0.07712
239,239,2013,First Stage of Tertiary Education,Rural regions,At least once per month,0.08189,64,24789,0.06268,0.10446
240,240,2013,First Stage of Tertiary Education,Rural regions,Seldom,0.35105,239,24789,0.30054,0.40007
241,241,2013,First Stage of Tertiary Education,Rural regions,Never,0.50692,329,24789,0.45465,0.57494
242,242,2013,Second Stage of Tertiary Education,Urban regions,At least once per week,0.03706,207,24789,0.03032,0.04517
243,243,2013,Second Stage of Tertiary Education,Urban regions,At least once per month,0.0886,399,24789,0.07798,0.09959
244,244,2013,Second Stage of Tertiary Education,Urban regions,Seldom,0.37297,1485,24789,0.34673,0.39774
245,245,2013,Second Stage of Tertiary Education,Urban regions,Never,0.50138,2052,24789,0.47784,0.52572
246,246,2013,Second Stage of Tertiary Education,Rural regions,At least once per week,0.06588,100,24789,0.05145,0.08283
247,247,2013,Second Stage of Tertiary Education,Rural regions,At least once per month,0.10637,186,24789,0.09076,0.12738
248,248,2013,Second Stage of Tertiary Education,Rural regions,Seldom,0.37838,619,24789,0.34437,0.41356
249,249,2013,Second Stage of Tertiary Education,Rural regions,Never,0.44936,750,24789,0.41363,0.4881
250,250,2017,Primary Level,Urban regions,At least once per week,0.05795,44,3330,0.03961,0.08257
251,251,2017,Primary Level,Urban regions,At least once per month,0.07004,49,3330,0.04953,0.09239
252,252,2017,Primary Level,Urban regions,Seldom,0.10389,108,3330,0.08012,0.12737
253,253,2017,Primary Level,Urban regions,Never,0.76811,744,3330,0.70437,0.832
254,254,2017,Primary Level,Rural regions,Seldom,0.13044,53,3330,0.09836,0.17666
255,255,2017,Primary Level,Rural regions,Never,0.86956,358,3330,0.74733,0.99913
256,256,2017,Lower Secondary Level,Urban regions,At least once per month,0.08907,36,3330,0.06484,0.11871
257,257,2017,Lower Secondary Level,Urban regions,Seldom,0.17558,98,3330,0.13889,0.22254
258,258,2017,Lower Secondary Level,Urban regions,Never,0.73536,380,3330,0.65674,0.81851
259,259,2017,Lower Secondary Level,Rural regions,Seldom,0.17059,35,3330,0.10565,0.25556
260,260,2017,Lower Secondary Level,Rural regions,Never,0.82941,183,3330,0.71923,0.9666
261,261,2017,Upper Secondary Level,Urban regions,Seldom,0.23509,80,3330,0.17836,0.29805
262,262,2017,Upper Secondary Level,Urban regions,Never,0.76491,330,3330,0.65857,0.8591
263,263,2017,Upper Secondary Level,Rural regions,Never,1.0,136,3330,0.8342,1.18575
264,264,2017,Post-secondary Non-tertiary Level,Urban regions,Never,1.0,51,3330,0.7066,1.35831
265,265,2017,Second Stage of Tertiary Education,Urban regions,Seldom,0.25371,111,3330,0.21186,0.29547
266,266,2017,Second Stage of Tertiary Education,Urban regions,Never,0.74629,368,3330,0.6837,0.82088
267,267,2017,Second Stage of Tertiary Education,Rural regions,Seldom,0.19289,41,3330,0.14613,0.23723
268,268,2017,Second Stage of Tertiary Education,Rural regions,Never,0.80711,125,3330,0.63757,0.96069
269,269,2018,Primary Level,Urban regions,At least once per week,0.08994,57,2662,0.06168,0.12857
270,270,2018,Primary Level,Urban regions,At least once per month,0.09004,70,2662,0.06796,0.11269
271,271,2018,Primary Level,Urban regions,Seldom,0.1576,140,2662,0.12767,0.1913
272,272,2018,Primary Level,Urban regions,Never,0.66242,532,2662,0.59049,0.7249
273,273,2018,Primary Level,Rural regions,Seldom,0.20992,48,2662,0.13669,0.3061
274,274,2018,Primary Level,Rural regions,Never,0.79008,223,2662,0.66088,0.92968
275,275,2018,Lower Secondary Level,Urban regions,At least once per week,0.08213,39,2662,0.05868,0.10758
276,276,2018,Lower Secondary Level,Urban regions,At least once per month,0.11181,36,2662,0.08139,0.14375
277,277,2018,Lower Secondary Level,Urban regions,Seldom,0.21212,88,2662,0.16712,0.27187
278,278,2018,Lower Secondary Level,Urban regions,Never,0.59394,274,2662,0.50283,0.69743
279,279,2018,Lower Secondary Level,Rural regions,Seldom,0.36793,36,2662,0.25024,0.52567
280,280,2018,Lower Secondary Level,Rural regions,Never,0.63207,112,2662,0.49929,0.79353
281,281,2018,Upper Secondary Level,Urban regions,At least once per month,0.0774,38,2662,0.05439,0.10744
282,282,2018,Upper Secondary Level,Urban regions,Seldom,0.20522,84,2662,0.15311,0.26193
