year,age_gr,quintil_oecd,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,30-45 y.,5th Quintile,"Yes, every week",0.13398,175,1356,0.11584,0.15212
2007,30-45 y.,5th Quintile,"Yes, every 2 weeks",0.10763,157,1356,0.09112,0.12413
2007,30-45 y.,5th Quintile,"Yes, every 3-4 weeks",0.12106,149,1356,0.10369,0.13843
2007,30-45 y.,5th Quintile,"Yes, less frequently",0.26912,399,1356,0.24551,0.29274
2007,46-65 y.,1st Quintile,"No, never",0.14286,121,255,0.09983,0.18590
2007,46-65 y.,1st Quintile,"Yes, every week",0.04623,42,255,0.02040,0.07205
2007,46-65 y.,1st Quintile,"Yes, every 2 weeks",0.04353,45,255,0.01844,0.06862
2007,46-65 y.,1st Quintile,"Yes, less frequently",0.05130,47,255,0.02417,0.07843
2007,46-65 y.,2nd Quintile,"No, never",0.24154,202,474,0.20297,0.28011
2007,46-65 y.,2nd Quintile,"Yes, every week",0.07743,66,474,0.05334,0.10152
2007,46-65 y.,2nd Quintile,"Yes, every 2 weeks",0.08623,74,474,0.06093,0.11152
2007,46-65 y.,2nd Quintile,"Yes, every 3-4 weeks",0.04917,37,474,0.02969,0.06866
2007,46-65 y.,2nd Quintile,"Yes, less frequently",0.09321,95,474,0.06701,0.11941
2007,46-65 y.,3rd Quintile,"No, never",0.23622,270,732,0.20543,0.26701
2007,46-65 y.,3rd Quintile,"Yes, every week",0.07685,94,732,0.05754,0.09616
2007,46-65 y.,3rd Quintile,"Yes, every 2 weeks",0.09603,99,732,0.07467,0.11738
2007,46-65 y.,3rd Quintile,"Yes, every 3-4 weeks",0.06421,74,732,0.04644,0.08198
2007,46-65 y.,3rd Quintile,"Yes, less frequently",0.17474,195,732,0.14721,0.20226
2007,46-65 y.,4th Quintile,"No, never",0.26722,429,1108,0.24115,0.29328
2007,46-65 y.,4th Quintile,"Yes, every week",0.09435,133,1108,0.07713,0.11157
2007,46-65 y.,4th Quintile,"Yes, every 2 weeks",0.10246,156,1108,0.08460,0.12033
2007,46-65 y.,4th Quintile,"Yes, every 3-4 weeks",0.06279,102,1108,0.04850,0.07708
2007,46-65 y.,4th Quintile,"Yes, less frequently",0.19372,288,1108,0.17044,0.21700
2007,46-65 y.,5th Quintile,"No, never",0.26299,691,2067,0.24400,0.28197
2007,46-65 y.,5th Quintile,"Yes, every week",0.14345,371,2067,0.12834,0.15857
2007,46-65 y.,5th Quintile,"Yes, every 2 weeks",0.08489,215,2067,0.07287,0.09691
2007,46-65 y.,5th Quintile,"Yes, every 3-4 weeks",0.06915,206,2067,0.05821,0.08009
2007,46-65 y.,5th Quintile,"Yes, less frequently",0.21388,584,2067,0.19620,0.23156
2009,17-29 y.,1st Quintile,"No, never",0.17356,136,316,0.13174,0.21539
2009,17-29 y.,1st Quintile,"Yes, every week",0.10205,61,316,0.06862,0.13548
2009,17-29 y.,1st Quintile,"Yes, every 2 weeks",0.07900,60,316,0.04921,0.10879
2009,17-29 y.,1st Quintile,"Yes, less frequently",0.06952,59,316,0.04143,0.09761
2009,17-29 y.,2nd Quintile,"No, never",0.21447,116,253,0.16379,0.26514
2009,17-29 y.,2nd Quintile,"Yes, every week",0.08813,48,253,0.05313,0.12313
2009,17-29 y.,2nd Quintile,"Yes, every 2 weeks",0.08211,44,253,0.04821,0.11601
2009,17-29 y.,2nd Quintile,"Yes, less frequently",0.09519,45,253,0.05895,0.13143
2009,17-29 y.,3rd Quintile,"No, never",0.24206,127,335,0.19613,0.28800
2009,17-29 y.,3rd Quintile,"Yes, every week",0.11691,58,335,0.08245,0.15137
2009,17-29 y.,3rd Quintile,"Yes, every 2 weeks",0.11469,67,335,0.08052,0.14887
2009,17-29 y.,3rd Quintile,"Yes, less frequently",0.14837,83,335,0.11024,0.18649
2009,17-29 y.,4th Quintile,"No, never",0.31819,168,391,0.27197,0.36442
2009,17-29 y.,4th Quintile,"Yes, every week",0.08856,46,391,0.06037,0.11676
2009,17-29 y.,4th Quintile,"Yes, every 2 weeks",0.12445,60,391,0.09169,0.15721
2009,17-29 y.,4th Quintile,"Yes, every 3-4 weeks",0.04223,32,391,0.02227,0.06219
2009,17-29 y.,4th Quintile,"Yes, less frequently",0.12932,85,391,0.09601,0.16262
2009,17-29 y.,5th Quintile,"No, never",0.27355,124,305,0.22344,0.32366
2009,17-29 y.,5th Quintile,"Yes, every week",0.06919,37,305,0.04066,0.09772
2009,17-29 y.,5th Quintile,"Yes, every 2 weeks",0.07358,41,305,0.04423,0.10293
2009,17-29 y.,5th Quintile,"Yes, every 3-4 weeks",0.06589,31,305,0.03800,0.09377
2009,17-29 y.,5th Quintile,"Yes, less frequently",0.13795,72,305,0.09919,0.17672
2009,30-45 y.,1st Quintile,"No, never",0.21724,150,363,0.17476,0.25972
2009,30-45 y.,1st Quintile,"Yes, every week",0.13289,73,363,0.09792,0.16785
2009,30-45 y.,1st Quintile,"Yes, every 2 weeks",0.09554,69,363,0.06526,0.12583
2009,30-45 y.,1st Quintile,"Yes, less frequently",0.10935,71,363,0.07720,0.14149
2009,30-45 y.,2nd Quintile,"No, never",0.26573,234,670,0.23226,0.29920
2009,30-45 y.,2nd Quintile,"Yes, every week",0.11046,96,670,0.08670,0.13421
2009,30-45 y.,2nd Quintile,"Yes, every 2 weeks",0.14009,118,670,0.11379,0.16639
2009,30-45 y.,2nd Quintile,"Yes, every 3-4 weeks",0.07870,68,670,0.05829,0.09910
2009,30-45 y.,2nd Quintile,"Yes, less frequently",0.20290,154,670,0.17243,0.23338
2009,30-45 y.,3rd Quintile,"No, never",0.31341,291,837,0.28197,0.34486
2009,30-45 y.,3rd Quintile,"Yes, every week",0.09715,101,837,0.07707,0.11723
2009,30-45 y.,3rd Quintile,"Yes, every 2 weeks",0.13937,135,837,0.11589,0.16285
2009,30-45 y.,3rd Quintile,"Yes, every 3-4 weeks",0.07600,71,837,0.05803,0.09396
2009,30-45 y.,3rd Quintile,"Yes, less frequently",0.23281,239,837,0.20416,0.26145
2009,30-45 y.,4th Quintile,"No, never",0.29200,322,933,0.26281,0.32119
2009,30-45 y.,4th Quintile,"Yes, every week",0.13018,139,933,0.10858,0.15178
2009,30-45 y.,4th Quintile,"Yes, every 2 weeks",0.12630,122,933,0.10497,0.14763
2009,30-45 y.,4th Quintile,"Yes, every 3-4 weeks",0.08892,101,933,0.07064,0.10719
2009,30-45 y.,4th Quintile,"Yes, less frequently",0.24610,249,933,0.21845,0.27376
2009,30-45 y.,5th Quintile,"No, never",0.29244,365,1066,0.26512,0.31976
2009,30-45 y.,5th Quintile,"Yes, every week",0.11733,143,1066,0.09801,0.13666
2009,30-45 y.,5th Quintile,"Yes, every 2 weeks",0.11679,124,1066,0.09750,0.13608
2009,30-45 y.,5th Quintile,"Yes, every 3-4 weeks",0.11023,110,1066,0.09142,0.12904
2009,30-45 y.,5th Quintile,"Yes, less frequently",0.29264,324,1066,0.26532,0.31997
2009,46-65 y.,1st Quintile,"No, never",0.14213,117,258,0.09944,0.18482
2009,46-65 y.,1st Quintile,"Yes, every week",0.07169,56,258,0.04015,0.10323
2009,46-65 y.,1st Quintile,"Yes, every 2 weeks",0.06080,42,258,0.03158,0.09002
2009,46-65 y.,1st Quintile,"Yes, less frequently",0.05202,43,258,0.02487,0.07918
2009,46-65 y.,2nd Quintile,"No, never",0.20571,171,454,0.16849,0.24294
2009,46-65 y.,2nd Quintile,"Yes, every week",0.07565,63,454,0.05130,0.10000
2009,46-65 y.,2nd Quintile,"Yes, every 2 weeks",0.11194,87,454,0.08291,0.14098
2009,46-65 y.,2nd Quintile,"Yes, every 3-4 weeks",0.03705,33,454,0.01965,0.05444
2009,46-65 y.,2nd Quintile,"Yes, less frequently",0.10992,100,454,0.08111,0.13872
2009,46-65 y.,3rd Quintile,"No, never",0.24859,264,756,0.21776,0.27941
2009,46-65 y.,3rd Quintile,"Yes, every week",0.11099,101,756,0.08858,0.13339
2009,46-65 y.,3rd Quintile,"Yes, every 2 weeks",0.11490,126,756,0.09216,0.13765
2009,46-65 y.,3rd Quintile,"Yes, every 3-4 weeks",0.07185,76,756,0.05343,0.09027
2009,46-65 y.,3rd Quintile,"Yes, less frequently",0.18262,189,756,0.15506,0.21018
2009,46-65 y.,4th Quintile,"No, never",0.27820,395,1061,0.25122,0.30517
2009,46-65 y.,4th Quintile,"Yes, every week",0.09082,135,1061,0.07352,0.10812
2009,46-65 y.,4th Quintile,"Yes, every 2 weeks",0.10326,150,1061,0.08494,0.12157
2009,46-65 y.,4th Quintile,"Yes, every 3-4 weeks",0.06257,88,1061,0.04799,0.07715
2009,46-65 y.,4th Quintile,"Yes, less frequently",0.20341,293,1061,0.17918,0.22764
2009,46-65 y.,5th Quintile,"No, never",0.27845,622,1845,0.25799,0.29891
2009,46-65 y.,5th Quintile,"Yes, every week",0.16221,348,1845,0.14538,0.17903
2009,46-65 y.,5th Quintile,"Yes, every 2 weeks",0.09158,193,1845,0.07841,0.10474
2009,46-65 y.,5th Quintile,"Yes, every 3-4 weeks",0.06262,168,1845,0.05157,0.07368
2009,46-65 y.,5th Quintile,"Yes, less frequently",0.22566,514,1845,0.20658,0.24474
2009,66 and older,5th Quintile,"No, never",0.04094,35,102,0.00229,0.07958
2009,66 and older,5th Quintile,"Yes, every week",0.03259,33,102,-0.00204,0.06721
2009,66 and older,5th Quintile,"Yes, less frequently",0.04380,34,102,0.00389,0.08372
2011,17-29 y.,1st Quintile,"No, never",0.18995,177,451,0.15370,0.22619
2011,17-29 y.,1st Quintile,"Yes, every week",0.07140,73,451,0.04761,0.09519
2011,17-29 y.,1st Quintile,"Yes, every 2 weeks",0.09900,89,451,0.07141,0.12660
2011,17-29 y.,1st Quintile,"Yes, every 3-4 weeks",0.02932,37,451,0.01374,0.04491
2011,17-29 y.,1st Quintile,"Yes, less frequently",0.07509,75,451,0.05074,0.09944
2011,17-29 y.,2nd Quintile,"No, never",0.19329,153,433,0.15605,0.23052
2011,17-29 y.,2nd Quintile,"Yes, every week",0.09137,71,433,0.06420,0.11854
2011,17-29 y.,2nd Quintile,"Yes, every 2 weeks",0.15279,99,433,0.11886,0.18671
2011,17-29 y.,2nd Quintile,"Yes, every 3-4 weeks",0.04933,41,433,0.02891,0.06975
2011,17-29 y.,2nd Quintile,"Yes, less frequently",0.08285,69,433,0.05685,0.10884
2011,17-29 y.,3rd Quintile,"No, never",0.25214,152,371,0.20790,0.29639
2011,17-29 y.,3rd Quintile,"Yes, every week",0.11737,70,371,0.08457,0.15017
2011,17-29 y.,3rd Quintile,"Yes, every 2 weeks",0.08502,74,371,0.05660,0.11344
2011,17-29 y.,3rd Quintile,"Yes, less frequently",0.14754,75,371,0.11140,0.18368
2011,17-29 y.,4th Quintile,"No, never",0.26478,149,339,0.21774,0.31182
2011,17-29 y.,4th Quintile,"Yes, every week",0.08655,37,339,0.05658,0.11653
2011,17-29 y.,4th Quintile,"Yes, every 2 weeks",0.12491,54,339,0.08966,0.16015
2011,17-29 y.,4th Quintile,"Yes, every 3-4 weeks",0.06302,37,339,0.03711,0.08892
2011,17-29 y.,4th Quintile,"Yes, less frequently",0.12500,62,339,0.08974,0.16026
2011,17-29 y.,5th Quintile,"No, never",0.32230,110,230,0.26177,0.38283
2011,17-29 y.,5th Quintile,"Yes, every week",0.05952,32,230,0.02887,0.09016
2011,17-29 y.,5th Quintile,"Yes, every 2 weeks",0.09364,37,230,0.05590,0.13137
2011,17-29 y.,5th Quintile,"Yes, less frequently",0.13740,51,230,0.09281,0.18199
2011,30-45 y.,1st Quintile,"No, never",0.21876,359,960,0.19260,0.24493
2011,30-45 y.,1st Quintile,"Yes, every week",0.11287,172,960,0.09284,0.13290
2011,30-45 y.,1st Quintile,"Yes, every 2 weeks",0.10838,177,960,0.08871,0.12806
2011,30-45 y.,1st Quintile,"Yes, every 3-4 weeks",0.04373,93,960,0.03079,0.05667
2011,30-45 y.,1st Quintile,"Yes, less frequently",0.10689,159,960,0.08734,0.12645
2011,30-45 y.,2nd Quintile,"No, never",0.28805,501,1376,0.26411,0.31198
2011,30-45 y.,2nd Quintile,"Yes, every week",0.11081,183,1376,0.09422,0.12740
2011,30-45 y.,2nd Quintile,"Yes, every 2 weeks",0.14076,255,1376,0.12238,0.15914
2011,30-45 y.,2nd Quintile,"Yes, every 3-4 weeks",0.08949,141,1376,0.07440,0.10458
2011,30-45 y.,2nd Quintile,"Yes, less frequently",0.19457,296,1376,0.17364,0.21549
2011,30-45 y.,3rd Quintile,"No, never",0.27138,441,1245,0.24667,0.29609
2011,30-45 y.,3rd Quintile,"Yes, every week",0.10285,150,1245,0.08597,0.11972
2011,30-45 y.,3rd Quintile,"Yes, every 2 weeks",0.14536,220,1245,0.12577,0.16494
2011,30-45 y.,3rd Quintile,"Yes, every 3-4 weeks",0.09725,120,1245,0.08078,0.11372
2011,30-45 y.,3rd Quintile,"Yes, less frequently",0.23450,314,1245,0.21095,0.25804
2011,30-45 y.,4th Quintile,"No, never",0.34989,489,1265,0.32360,0.37618
2011,30-45 y.,4th Quintile,"Yes, every week",0.10694,145,1265,0.08990,0.12397
2011,30-45 y.,4th Quintile,"Yes, every 2 weeks",0.12772,169,1265,0.10932,0.14612
2011,30-45 y.,4th Quintile,"Yes, every 3-4 weeks",0.09052,115,1265,0.07470,0.10634
2011,30-45 y.,4th Quintile,"Yes, less frequently",0.24672,347,1265,0.22295,0.27048
2011,30-45 y.,5th Quintile,"No, never",0.34430,475,1283,0.31829,0.37031
2011,30-45 y.,5th Quintile,"Yes, every week",0.13923,167,1283,0.12028,0.15818
2011,30-45 y.,5th Quintile,"Yes, every 2 weeks",0.06250,127,1283,0.04925,0.07575
2011,30-45 y.,5th Quintile,"Yes, every 3-4 weeks",0.11002,142,1283,0.09289,0.12715
2011,30-45 y.,5th Quintile,"Yes, less frequently",0.28823,372,1283,0.26343,0.31302
2011,46-65 y.,1st Quintile,"No, never",0.16425,218,500,0.13174,0.19676
2011,46-65 y.,1st Quintile,"Yes, every week",0.05550,80,500,0.03541,0.07559
2011,46-65 y.,1st Quintile,"Yes, every 2 weeks",0.07371,81,500,0.05079,0.09664
2011,46-65 y.,1st Quintile,"Yes, every 3-4 weeks",0.02861,40,500,0.01399,0.04324
2011,46-65 y.,1st Quintile,"Yes, less frequently",0.07180,81,500,0.04915,0.09445
2011,46-65 y.,2nd Quintile,"No, never",0.25227,264,676,0.21950,0.28503
2011,46-65 y.,2nd Quintile,"Yes, every week",0.08187,92,676,0.06119,0.10255
2011,46-65 y.,2nd Quintile,"Yes, every 2 weeks",0.14373,123,676,0.11727,0.17020
2011,46-65 y.,2nd Quintile,"Yes, every 3-4 weeks",0.04461,58,676,0.02904,0.06019
2011,46-65 y.,2nd Quintile,"Yes, less frequently",0.10756,139,676,0.08419,0.13093
2011,46-65 y.,3rd Quintile,"No, never",0.28086,348,902,0.25152,0.31021
2011,46-65 y.,3rd Quintile,"Yes, every week",0.11516,128,902,0.09431,0.13600
2011,46-65 y.,3rd Quintile,"Yes, every 2 weeks",0.10408,140,902,0.08414,0.12401
2011,46-65 y.,3rd Quintile,"Yes, every 3-4 weeks",0.08444,88,902,0.06628,0.10260
2011,46-65 y.,3rd Quintile,"Yes, less frequently",0.15228,198,902,0.12882,0.17574
2011,46-65 y.,4th Quintile,"No, never",0.31486,459,1151,0.28802,0.34170
2011,46-65 y.,4th Quintile,"Yes, every week",0.10786,148,1151,0.08993,0.12579
2011,46-65 y.,4th Quintile,"Yes, every 2 weeks",0.11270,179,1151,0.09443,0.13098
2011,46-65 y.,4th Quintile,"Yes, every 3-4 weeks",0.07419,97,1151,0.05904,0.08933
2011,46-65 y.,4th Quintile,"Yes, less frequently",0.18822,268,1151,0.16563,0.21082
2011,46-65 y.,5th Quintile,"No, never",0.29280,653,1770,0.27160,0.31401
2011,46-65 y.,5th Quintile,"Yes, every week",0.13677,305,1770,0.12076,0.15278
2011,46-65 y.,5th Quintile,"Yes, every 2 weeks",0.09583,185,1770,0.08211,0.10955
2011,46-65 y.,5th Quintile,"Yes, every 3-4 weeks",0.07021,157,1770,0.05830,0.08212
2011,46-65 y.,5th Quintile,"Yes, less frequently",0.21434,470,1770,0.19521,0.23346
2013,17-29 y.,1st Quintile,"No, never",0.17398,185,509,0.14101,0.20695
2013,17-29 y.,1st Quintile,"Yes, every week",0.07980,92,509,0.05624,0.10337
2013,17-29 y.,1st Quintile,"Yes, every 2 weeks",0.11586,112,509,0.08803,0.14369
2013,17-29 y.,1st Quintile,"Yes, every 3-4 weeks",0.06106,52,509,0.04024,0.08188
2013,17-29 y.,1st Quintile,"Yes, less frequently",0.06842,68,509,0.04647,0.09037
2013,17-29 y.,2nd Quintile,"No, never",0.22359,209,476,0.18612,0.26106
2013,17-29 y.,2nd Quintile,"Yes, every week",0.10491,68,476,0.07736,0.13247
2013,17-29 y.,2nd Quintile,"Yes, every 2 weeks",0.08587,74,476,0.06068,0.11107
