year,age_gr,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,30-45 y.,"Yes, less frequently",0.19476,1550,6484,0.18512,0.20440
2013,46-65 y.,"No, never",0.25053,2560,6683,0.24014,0.26092
2013,46-65 y.,"Yes, every week",0.09274,906,6683,0.08578,0.09969
2013,46-65 y.,"Yes, every 2 weeks",0.10175,951,6683,0.09451,0.10900
2013,46-65 y.,"Yes, every 3-4 weeks",0.06316,570,6683,0.05733,0.06899
2013,46-65 y.,"Yes, less frequently",0.17603,1696,6683,0.16690,0.18516
2013,66 and older,"No, never",0.02296,111,240,0.00397,0.04195
2013,66 and older,"Yes, every week",0.00972,55,240,-0.00272,0.02216
2013,66 and older,"Yes, less frequently",0.01183,74,240,-0.00188,0.02555
2015,17-29 y.,"No, never",0.24180,984,2335,0.22443,0.25917
2015,17-29 y.,"Yes, every week",0.08314,371,2335,0.07194,0.09435
2015,17-29 y.,"Yes, every 2 weeks",0.11273,413,2335,0.09990,0.12556
2015,17-29 y.,"Yes, every 3-4 weeks",0.04553,175,2335,0.03708,0.05399
2015,17-29 y.,"Yes, less frequently",0.10337,392,2335,0.09102,0.11572
2015,30-45 y.,"No, never",0.28911,2313,5891,0.27753,0.30069
2015,30-45 y.,"Yes, every week",0.10597,746,5891,0.09811,0.11384
2015,30-45 y.,"Yes, every 2 weeks",0.11995,927,5891,0.11165,0.12824
2015,30-45 y.,"Yes, every 3-4 weeks",0.08370,567,5891,0.07662,0.09077
2015,30-45 y.,"Yes, less frequently",0.19636,1338,5891,0.18622,0.20651
2015,46-65 y.,"No, never",0.27742,2607,6738,0.26673,0.28812
2015,46-65 y.,"Yes, every week",0.09825,893,6738,0.09114,0.10536
2015,46-65 y.,"Yes, every 2 weeks",0.11885,995,6738,0.11112,0.12657
2015,46-65 y.,"Yes, every 3-4 weeks",0.05839,540,6738,0.05279,0.06399
2015,46-65 y.,"Yes, less frequently",0.18726,1703,6738,0.17794,0.19657
2015,66 and older,"No, never",0.03291,145,282,0.01205,0.05377
2015,66 and older,"Yes, every week",0.01058,58,282,-0.00138,0.02254
2015,66 and older,"Yes, less frequently",0.01437,79,282,0.00046,0.02829
2017,17-29 y.,"No, never",0.27354,1188,2663,0.25660,0.29047
2017,17-29 y.,"Yes, every week",0.09411,439,2663,0.08302,0.10520
2017,17-29 y.,"Yes, every 2 weeks",0.09489,434,2663,0.08376,0.10602
2017,17-29 y.,"Yes, every 3-4 weeks",0.04951,240,2663,0.04127,0.05775
2017,17-29 y.,"Yes, less frequently",0.08562,362,2663,0.07499,0.09624
2017,30-45 y.,"No, never",0.33184,2464,5885,0.31981,0.34388
2017,30-45 y.,"Yes, every week",0.09977,716,5885,0.09211,0.10743
2017,30-45 y.,"Yes, every 2 weeks",0.12792,945,5885,0.11938,0.13645
2017,30-45 y.,"Yes, every 3-4 weeks",0.07648,564,5885,0.06969,0.08327
2017,30-45 y.,"Yes, less frequently",0.18736,1196,5885,0.17739,0.19733
2017,46-65 y.,"No, never",0.31397,3290,7808,0.30367,0.32426
2017,46-65 y.,"Yes, every week",0.09873,1030,7808,0.09211,0.10535
2017,46-65 y.,"Yes, every 2 weeks",0.11061,1091,7808,0.10365,0.11757
2017,46-65 y.,"Yes, every 3-4 weeks",0.07194,786,7808,0.06621,0.07767
2017,46-65 y.,"Yes, less frequently",0.16888,1611,7808,0.16057,0.17719
2017,66 and older,"No, never",0.03819,196,350,0.01808,0.05830
2017,66 and older,"Yes, every week",0.01258,68,350,0.00089,0.02428
2017,66 and older,"Yes, less frequently",0.01595,86,350,0.00281,0.02909
2019,17-29 y.,"No, never",0.28267,1142,2470,0.26491,0.30044
2019,17-29 y.,"Yes, every week",0.08810,361,2470,0.07692,0.09928
2019,17-29 y.,"Yes, every 2 weeks",0.09722,396,2470,0.08553,0.10890
2019,17-29 y.,"Yes, every 3-4 weeks",0.05167,218,2470,0.04294,0.06040
2019,17-29 y.,"Yes, less frequently",0.09767,353,2470,0.08596,0.10938
2019,30-45 y.,"No, never",0.34530,2144,5226,0.33240,0.35819
2019,30-45 y.,"Yes, every week",0.09596,697,5226,0.08798,0.10395
2019,30-45 y.,"Yes, every 2 weeks",0.12792,812,5226,0.11886,0.13698
2019,30-45 y.,"Yes, every 3-4 weeks",0.06861,446,5226,0.06175,0.07546
2019,30-45 y.,"Yes, less frequently",0.19619,1127,5226,0.18543,0.20696
2019,46-65 y.,"No, never",0.32779,3410,8518,0.31782,0.33776
2019,46-65 y.,"Yes, every week",0.10097,1252,8518,0.09457,0.10737
2019,46-65 y.,"Yes, every 2 weeks",0.10832,1218,8518,0.10172,0.11492
2019,46-65 y.,"Yes, every 3-4 weeks",0.07258,797,8518,0.06707,0.07809
2019,46-65 y.,"Yes, less frequently",0.17239,1841,8518,0.16437,0.18042
2019,66 and older,"No, never",0.03872,271,651,0.02389,0.05355
2019,66 and older,"Yes, every week",0.01061,117,651,0.00273,0.01848
2019,66 and older,"Yes, every 2 weeks",0.00659,56,651,0.00037,0.01281
2019,66 and older,"Yes, every 3-4 weeks",0.00455,50,651,-0.00062,0.00972
2019,66 and older,"Yes, less frequently",0.01953,157,651,0.00889,0.03017
2021,17-29 y.,"No, never",0.25614,814,1777,0.23584,0.27644
2021,17-29 y.,"Yes, every week",0.06440,245,1777,0.05298,0.07582
2021,17-29 y.,"Yes, every 2 weeks",0.08771,318,1777,0.07456,0.10087
2021,17-29 y.,"Yes, every 3-4 weeks",0.03743,139,1777,0.02860,0.04626
2021,17-29 y.,"Yes, less frequently",0.08251,261,1777,0.06972,0.09531
2021,30-45 y.,"No, never",0.30832,1617,3603,0.29324,0.32340
2021,30-45 y.,"Yes, every week",0.08081,441,3603,0.07191,0.08971
2021,30-45 y.,"Yes, every 2 weeks",0.09691,508,3603,0.08725,0.10657
2021,30-45 y.,"Yes, every 3-4 weeks",0.06491,311,3603,0.05687,0.07296
2021,30-45 y.,"Yes, less frequently",0.15510,726,3603,0.14327,0.16692
2021,46-65 y.,"No, never",0.27616,2045,4854,0.26358,0.28874
2021,46-65 y.,"Yes, every week",0.07400,686,4854,0.06663,0.08136
2021,46-65 y.,"Yes, every 2 weeks",0.08428,679,4854,0.07646,0.09210
2021,46-65 y.,"Yes, every 3-4 weeks",0.05386,402,4854,0.04751,0.06021
2021,46-65 y.,"Yes, less frequently",0.12622,1042,4854,0.11687,0.13556
2021,66 and older,"No, never",0.03869,145,276,0.01589,0.06148
2021,66 and older,"Yes, every week",0.00887,52,276,-0.00221,0.01995
2021,66 and older,"Yes, less frequently",0.01539,79,276,0.00084,0.02994
