year,bula_h,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Baden-Wuerttemberg,"Yes, every 2 weeks",0.05715,142,1248,0.04427,0.07004
2009,Baden-Wuerttemberg,"Yes, every 3-4 weeks",0.04332,116,1248,0.03202,0.05462
2009,Baden-Wuerttemberg,"Yes, less frequently",0.11516,309,1248,0.09744,0.13288
2009,Bavaria,"No, never",0.19048,580,1548,0.17091,0.21004
2009,Bavaria,"Yes, every week",0.07935,243,1548,0.06588,0.09281
2009,Bavaria,"Yes, every 2 weeks",0.06665,209,1548,0.05422,0.07908
2009,Bavaria,"Yes, every 3-4 weeks",0.03557,121,1548,0.02634,0.04480
2009,Bavaria,"Yes, less frequently",0.12210,395,1548,0.10578,0.13841
2009,Berlin,"No, never",0.19168,133,395,0.15281,0.23054
2009,Berlin,"Yes, every week",0.09844,75,395,0.06902,0.12785
2009,Berlin,"Yes, every 2 weeks",0.07029,56,395,0.04504,0.09553
2009,Berlin,"Yes, every 3-4 weeks",0.03560,33,395,0.01730,0.05390
2009,Berlin,"Yes, less frequently",0.10232,98,395,0.07239,0.13225
2009,Brandenburg,"No, never",0.08479,108,391,0.05714,0.11244
2009,Brandenburg,"Yes, every week",0.07548,61,391,0.04926,0.10170
2009,Brandenburg,"Yes, every 2 weeks",0.08940,69,391,0.06109,0.11772
2009,Brandenburg,"Yes, every 3-4 weeks",0.03667,37,391,0.01802,0.05532
2009,Brandenburg,"Yes, less frequently",0.13663,116,391,0.10254,0.17071
2009,Mecklenburg-Western Pomerania,"No, never",0.16273,81,192,0.11038,0.21508
2009,Mecklenburg-Western Pomerania,"Yes, every 2 weeks",0.07134,37,192,0.03484,0.10784
2009,Mecklenburg-Western Pomerania,"Yes, less frequently",0.12334,74,192,0.07671,0.16997
2009,Saxony,"No, never",0.13641,252,760,0.11199,0.16082
2009,Saxony,"Yes, every week",0.05370,84,760,0.03766,0.06974
2009,Saxony,"Yes, every 2 weeks",0.08122,130,760,0.06178,0.10065
2009,Saxony,"Yes, every 3-4 weeks",0.04820,76,760,0.03296,0.06344
2009,Saxony,"Yes, less frequently",0.13533,218,760,0.11100,0.15967
2009,Saxony-Anhalt,"No, never",0.13824,127,413,0.10491,0.17156
2009,Saxony-Anhalt,"Yes, every week",0.06849,63,413,0.04410,0.09288
2009,Saxony-Anhalt,"Yes, every 2 weeks",0.08822,84,413,0.06084,0.11561
2009,Saxony-Anhalt,"Yes, every 3-4 weeks",0.04135,45,413,0.02213,0.06058
2009,Saxony-Anhalt,"Yes, less frequently",0.09487,94,413,0.06658,0.12317
2009,Thuringa,"No, never",0.12456,121,418,0.09286,0.15625
2009,Thuringa,"Yes, every week",0.06800,71,418,0.04384,0.09217
2009,Thuringa,"Yes, every 2 weeks",0.06442,56,418,0.04085,0.08798
2009,Thuringa,"Yes, every 3-4 weeks",0.08002,59,418,0.05398,0.10606
2009,Thuringa,"Yes, less frequently",0.10885,111,418,0.07896,0.13875
2011,Schleswig-Holstein,"No, never",0.15715,209,567,0.12717,0.18713
2011,Schleswig-Holstein,"Yes, every week",0.04962,75,567,0.03173,0.06751
2011,Schleswig-Holstein,"Yes, every 2 weeks",0.06242,92,567,0.04249,0.08235
2011,Schleswig-Holstein,"Yes, every 3-4 weeks",0.04517,64,567,0.02806,0.06228
2011,Schleswig-Holstein,"Yes, less frequently",0.12756,127,567,0.10007,0.15504
2011,Hamburg,"No, never",0.19052,99,199,0.13582,0.24522
2011,Hamburg,"Yes, every week",0.07052,40,199,0.03486,0.10618
2011,Hamburg,"Yes, less frequently",0.12002,60,199,0.07475,0.16528
2011,Lower Saxony,"No, never",0.16993,574,1550,0.15123,0.18863
2011,Lower Saxony,"Yes, every week",0.05922,209,1550,0.04747,0.07098
2011,Lower Saxony,"Yes, every 2 weeks",0.07843,251,1550,0.06504,0.09182
2011,Lower Saxony,"Yes, every 3-4 weeks",0.03390,125,1550,0.02489,0.04291
2011,Lower Saxony,"Yes, less frequently",0.12548,391,1550,0.10898,0.14198
2011,Bremen,"No, never",0.18303,36,36,0.05492,0.31114
2011,North Rhine-Westphalia,"No, never",0.17819,1343,3316,0.16516,0.19121
2011,North Rhine-Westphalia,"Yes, every week",0.07677,487,3316,0.06771,0.08583
2011,North Rhine-Westphalia,"Yes, every 2 weeks",0.07134,508,3316,0.06258,0.08011
2011,North Rhine-Westphalia,"Yes, every 3-4 weeks",0.03626,263,3316,0.02989,0.04262
2011,North Rhine-Westphalia,"Yes, less frequently",0.10283,715,3316,0.09249,0.11317
2011,Hesse,"No, never",0.17797,431,1218,0.15648,0.19946
2011,Hesse,"Yes, every week",0.06788,184,1218,0.05375,0.08202
2011,Hesse,"Yes, every 2 weeks",0.06681,184,1218,0.05278,0.08084
2011,Hesse,"Yes, every 3-4 weeks",0.04607,132,1218,0.03429,0.05785
2011,Hesse,"Yes, less frequently",0.11608,287,1218,0.09808,0.13408
2011,"Rhineland-Palatinate, Saarland","No, never",0.14842,351,950,0.12580,0.17104
2011,"Rhineland-Palatinate, Saarland","Yes, every week",0.08989,162,950,0.07169,0.10808
2011,"Rhineland-Palatinate, Saarland","Yes, every 2 weeks",0.07491,145,950,0.05816,0.09166
2011,"Rhineland-Palatinate, Saarland","Yes, every 3-4 weeks",0.04116,91,950,0.02852,0.05380
2011,"Rhineland-Palatinate, Saarland","Yes, less frequently",0.10225,201,950,0.08297,0.12152
2011,Baden-Wuerttemberg,"No, never",0.20669,910,2180,0.18969,0.22369
2011,Baden-Wuerttemberg,"Yes, every week",0.06527,303,2180,0.05490,0.07564
2011,Baden-Wuerttemberg,"Yes, every 2 weeks",0.06795,285,2180,0.05738,0.07851
2011,Baden-Wuerttemberg,"Yes, every 3-4 weeks",0.04932,194,2180,0.04023,0.05841
2011,Baden-Wuerttemberg,"Yes, less frequently",0.09633,488,2180,0.08394,0.10872
2011,Bavaria,"No, never",0.19260,1053,2749,0.17785,0.20734
2011,Bavaria,"Yes, every week",0.07899,430,2749,0.06890,0.08907
2011,Bavaria,"Yes, every 2 weeks",0.06915,403,2749,0.05966,0.07864
2011,Bavaria,"Yes, every 3-4 weeks",0.04781,262,2749,0.03983,0.05579
2011,Bavaria,"Yes, less frequently",0.10893,601,2749,0.09728,0.12058
2011,Berlin,"No, never",0.17519,211,573,0.14404,0.20634
2011,Berlin,"Yes, every week",0.08003,93,573,0.05779,0.10227
2011,Berlin,"Yes, every 2 weeks",0.05232,71,573,0.03407,0.07056
2011,Berlin,"Yes, every 3-4 weeks",0.04344,56,573,0.02673,0.06015
2011,Berlin,"Yes, less frequently",0.11777,142,573,0.09135,0.14418
2011,Brandenburg,"No, never",0.12819,198,614,0.10173,0.15466
2011,Brandenburg,"Yes, every week",0.06328,85,614,0.04401,0.08255
2011,Brandenburg,"Yes, every 2 weeks",0.10078,126,614,0.07695,0.12461
2011,Brandenburg,"Yes, every 3-4 weeks",0.04236,61,614,0.02641,0.05830
2011,Brandenburg,"Yes, less frequently",0.11537,144,614,0.09008,0.14066
2011,Mecklenburg-Western Pomerania,"No, never",0.21264,138,326,0.16815,0.25712
2011,Mecklenburg-Western Pomerania,"Yes, every week",0.04859,45,326,0.02521,0.07196
2011,Mecklenburg-Western Pomerania,"Yes, every 2 weeks",0.06631,65,326,0.03926,0.09337
2011,Mecklenburg-Western Pomerania,"Yes, less frequently",0.08526,78,326,0.05490,0.11562
2011,Saxony,"No, never",0.13891,346,1065,0.11813,0.15969
2011,Saxony,"Yes, every week",0.05457,124,1065,0.04092,0.06822
2011,Saxony,"Yes, every 2 weeks",0.10518,214,1065,0.08675,0.12361
2011,Saxony,"Yes, every 3-4 weeks",0.05105,105,1065,0.03782,0.06428
2011,Saxony,"Yes, less frequently",0.12977,276,1065,0.10958,0.14996
2011,Saxony-Anhalt,"No, never",0.14913,204,607,0.12076,0.17749
2011,Saxony-Anhalt,"Yes, every week",0.06482,84,607,0.04522,0.08442
2011,Saxony-Anhalt,"Yes, every 2 weeks",0.08293,118,607,0.06098,0.10489
2011,Saxony-Anhalt,"Yes, every 3-4 weeks",0.06454,74,607,0.04497,0.08410
2011,Saxony-Anhalt,"Yes, less frequently",0.10266,127,607,0.07849,0.12683
2011,Thuringa,"No, never",0.15078,210,642,0.12308,0.17848
2011,Thuringa,"Yes, every week",0.06818,95,642,0.04867,0.08769
2011,Thuringa,"Yes, every 2 weeks",0.08480,112,642,0.06323,0.10636
2011,Thuringa,"Yes, every 3-4 weeks",0.05843,71,642,0.04028,0.07659
2011,Thuringa,"Yes, less frequently",0.11370,154,642,0.08912,0.13827
2013,Schleswig-Holstein,"No, never",0.15714,212,542,0.12647,0.18781
2013,Schleswig-Holstein,"Yes, every week",0.06073,76,542,0.04060,0.08086
2013,Schleswig-Holstein,"Yes, every 2 weeks",0.06596,106,542,0.04505,0.08688
2013,Schleswig-Holstein,"Yes, every 3-4 weeks",0.02191,40,542,0.00957,0.03424
2013,Schleswig-Holstein,"Yes, less frequently",0.09225,108,542,0.06787,0.11664
2013,Hamburg,"No, never",0.13927,100,195,0.09055,0.18799
2013,Hamburg,"Yes, every 2 weeks",0.04298,37,195,0.01444,0.07152
2013,Hamburg,"Yes, less frequently",0.10609,58,195,0.06276,0.14943
2013,Lower Saxony,"No, never",0.16039,540,1459,0.14155,0.17923
2013,Lower Saxony,"Yes, every week",0.06005,194,1459,0.04785,0.07224
2013,Lower Saxony,"Yes, every 2 weeks",0.07547,258,1459,0.06192,0.08903
2013,Lower Saxony,"Yes, every 3-4 weeks",0.03017,119,1459,0.02139,0.03895
2013,Lower Saxony,"Yes, less frequently",0.10383,348,1459,0.08817,0.11949
2013,Bremen,"No, never",0.13756,49,49,0.04012,0.23500
2013,North Rhine-Westphalia,"No, never",0.15260,1218,3071,0.13988,0.16533
2013,North Rhine-Westphalia,"Yes, every week",0.06165,434,3071,0.05314,0.07016
2013,North Rhine-Westphalia,"Yes, every 2 weeks",0.05681,457,3071,0.04863,0.06500
2013,North Rhine-Westphalia,"Yes, every 3-4 weeks",0.03915,238,3071,0.03229,0.04601
2013,North Rhine-Westphalia,"Yes, less frequently",0.11140,724,3071,0.10027,0.12253
2013,Hesse,"No, never",0.14186,385,1110,0.12133,0.16240
2013,Hesse,"Yes, every week",0.06451,163,1110,0.05005,0.07897
2013,Hesse,"Yes, every 2 weeks",0.06348,169,1110,0.04913,0.07783
2013,Hesse,"Yes, every 3-4 weeks",0.04594,95,1110,0.03361,0.05826
2013,Hesse,"Yes, less frequently",0.12075,298,1110,0.10157,0.13992
2013,"Rhineland-Palatinate, Saarland","No, never",0.14706,341,852,0.12326,0.17085
2013,"Rhineland-Palatinate, Saarland","Yes, every week",0.05636,110,852,0.04086,0.07185
2013,"Rhineland-Palatinate, Saarland","Yes, every 2 weeks",0.07185,126,852,0.05450,0.08920
2013,"Rhineland-Palatinate, Saarland","Yes, every 3-4 weeks",0.04231,84,852,0.02879,0.05584
2013,"Rhineland-Palatinate, Saarland","Yes, less frequently",0.10332,191,852,0.08287,0.12377
2013,Baden-Wuerttemberg,"No, never",0.17041,829,1941,0.15368,0.18714
2013,Baden-Wuerttemberg,"Yes, every week",0.04429,230,1941,0.03513,0.05344
2013,Baden-Wuerttemberg,"Yes, every 2 weeks",0.06168,250,1941,0.05098,0.07239
2013,Baden-Wuerttemberg,"Yes, every 3-4 weeks",0.04161,181,1941,0.03273,0.05050
2013,Baden-Wuerttemberg,"Yes, less frequently",0.10397,451,1941,0.09038,0.11755
2013,Bavaria,"No, never",0.18428,1050,2575,0.16930,0.19926
2013,Bavaria,"Yes, every week",0.06611,402,2575,0.05651,0.07571
2013,Bavaria,"Yes, every 2 weeks",0.05918,355,2575,0.05006,0.06829
2013,Bavaria,"Yes, every 3-4 weeks",0.03674,211,2575,0.02947,0.04401
2013,Bavaria,"Yes, less frequently",0.09486,557,2575,0.08354,0.10618
2013,Berlin,"No, never",0.15641,216,575,0.12669,0.18613
2013,Berlin,"Yes, every week",0.05744,71,575,0.03840,0.07648
2013,Berlin,"Yes, every 2 weeks",0.07503,90,575,0.05348,0.09659
2013,Berlin,"Yes, every 3-4 weeks",0.03644,49,575,0.02111,0.05177
2013,Berlin,"Yes, less frequently",0.10385,149,575,0.07889,0.12881
2013,Brandenburg,"No, never",0.12197,183,546,0.09450,0.14945
2013,Brandenburg,"Yes, every week",0.07607,70,546,0.05381,0.09833
2013,Brandenburg,"Yes, every 2 weeks",0.08361,108,546,0.06037,0.10685
2013,Brandenburg,"Yes, every 3-4 weeks",0.03292,47,546,0.01794,0.04790
2013,Brandenburg,"Yes, less frequently",0.11728,138,546,0.09027,0.14430
2013,Mecklenburg-Western Pomerania,"No, never",0.16971,119,299,0.12709,0.21233
2013,Mecklenburg-Western Pomerania,"Yes, every week",0.04356,39,299,0.02039,0.06674
2013,Mecklenburg-Western Pomerania,"Yes, every 2 weeks",0.08584,64,299,0.05404,0.11765
2013,Mecklenburg-Western Pomerania,"Yes, less frequently",0.10230,77,299,0.06789,0.13671
2013,Saxony,"No, never",0.15727,354,1030,0.13503,0.17951
2013,Saxony,"Yes, every week",0.05865,117,1030,0.04430,0.07301
2013,Saxony,"Yes, every 2 weeks",0.09967,190,1030,0.08137,0.11798
2013,Saxony,"Yes, every 3-4 weeks",0.05175,102,1030,0.03822,0.06529
2013,Saxony,"Yes, less frequently",0.12471,267,1030,0.10452,0.14489
2013,Saxony-Anhalt,"No, never",0.15405,197,549,0.12382,0.18427
2013,Saxony-Anhalt,"Yes, every week",0.04909,73,549,0.03100,0.06718
2013,Saxony-Anhalt,"Yes, every 2 weeks",0.07331,90,549,0.05149,0.09514
2013,Saxony-Anhalt,"Yes, every 3-4 weeks",0.03620,56,549,0.02056,0.05184
2013,Saxony-Anhalt,"Yes, less frequently",0.11645,133,549,0.08960,0.14331
2013,Thuringa,"No, never",0.15813,203,583,0.12849,0.18777
2013,Thuringa,"Yes, every week",0.04953,77,583,0.03190,0.06715
2013,Thuringa,"Yes, every 2 weeks",0.10254,98,583,0.07789,0.12719
2013,Thuringa,"Yes, every 3-4 weeks",0.05879,73,583,0.03968,0.07790
2013,Thuringa,"Yes, less frequently",0.11610,132,583,0.09007,0.14212
2015,Schleswig-Holstein,"No, never",0.20736,214,525,0.17265,0.24207
2015,Schleswig-Holstein,"Yes, every week",0.05479,71,525,0.03530,0.07427
2015,Schleswig-Holstein,"Yes, every 2 weeks",0.07916,90,525,0.05604,0.10227
2015,Schleswig-Holstein,"Yes, every 3-4 weeks",0.02801,33,525,0.01388,0.04213
2015,Schleswig-Holstein,"Yes, less frequently",0.11086,117,525,0.08398,0.13774
