year,age_gr,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,Yes,0.24574,546,1636,0.22487,0.26660
1990,17-29 y.,Urban regions,No,0.41714,1090,1636,0.39324,0.44104
1990,17-29 y.,Rural regions,Yes,0.23661,300,946,0.20951,0.26371
1990,17-29 y.,Rural regions,No,0.45997,646,946,0.42820,0.49175
1990,30-45 y.,Urban regions,Yes,0.32236,821,2186,0.30276,0.34195
1990,30-45 y.,Urban regions,No,0.47925,1365,2186,0.45830,0.50020
1990,30-45 y.,Rural regions,Yes,0.30253,461,1357,0.27808,0.32698
1990,30-45 y.,Rural regions,No,0.55445,896,1357,0.52800,0.58091
1990,46-65 y.,Urban regions,Yes,0.21510,576,1741,0.19579,0.23440
1990,46-65 y.,Urban regions,No,0.38441,1165,1741,0.36155,0.40727
1990,46-65 y.,Rural regions,Yes,0.19520,294,1021,0.17087,0.21952
1990,46-65 y.,Rural regions,No,0.45110,727,1021,0.42056,0.48164
1991,17-29 y.,Urban regions,Yes,0.26782,558,1592,0.24606,0.28958
1991,17-29 y.,Urban regions,No,0.40994,1034,1592,0.38577,0.43411
1991,17-29 y.,Rural regions,Yes,0.23939,280,845,0.21060,0.26818
1991,17-29 y.,Rural regions,No,0.42483,565,845,0.39148,0.45818
1991,30-45 y.,Urban regions,Yes,0.33979,850,2192,0.31996,0.35962
1991,30-45 y.,Urban regions,No,0.46181,1342,2192,0.44093,0.48268
1991,30-45 y.,Rural regions,Yes,0.28717,423,1284,0.26242,0.31193
1991,30-45 y.,Rural regions,No,0.52901,861,1284,0.50170,0.55633
1991,46-65 y.,Urban regions,Yes,0.21264,537,1663,0.19297,0.23231
1991,46-65 y.,Urban regions,No,0.39107,1126,1663,0.36761,0.41453
1991,46-65 y.,Rural regions,Yes,0.16279,222,866,0.13819,0.18739
1991,46-65 y.,Rural regions,No,0.42703,644,866,0.39407,0.46000
1992,17-29 y.,Urban regions,Yes,0.29598,589,1514,0.27298,0.31898
1992,17-29 y.,Urban regions,No,0.35630,925,1514,0.33217,0.38043
1992,17-29 y.,Rural regions,Yes,0.25436,289,756,0.22330,0.28543
1992,17-29 y.,Rural regions,No,0.39027,467,756,0.35547,0.42507
1992,30-45 y.,Urban regions,Yes,0.33361,841,2123,0.31354,0.35367
1992,30-45 y.,Urban regions,No,0.45434,1282,2123,0.43316,0.47553
1992,30-45 y.,Rural regions,Yes,0.32714,472,1188,0.30045,0.35383
1992,30-45 y.,Rural regions,No,0.46983,716,1188,0.44143,0.49822
1992,46-65 y.,Urban regions,Yes,0.20820,523,1562,0.18806,0.22834
1992,46-65 y.,Urban regions,No,0.37301,1039,1562,0.34901,0.39700
1992,46-65 y.,Rural regions,Yes,0.16049,223,744,0.13410,0.18688
1992,46-65 y.,Rural regions,No,0.37392,521,744,0.33913,0.40872
1993,17-29 y.,Urban regions,Yes,0.25526,529,1462,0.23290,0.27761
1993,17-29 y.,Urban regions,No,0.38261,933,1462,0.35769,0.40753
1993,17-29 y.,Rural regions,Yes,0.26045,297,750,0.22902,0.29188
1993,17-29 y.,Rural regions,No,0.38444,453,750,0.34960,0.41928
1993,30-45 y.,Urban regions,Yes,0.30966,808,2129,0.29001,0.32930
1993,30-45 y.,Urban regions,No,0.47871,1321,2129,0.45748,0.49993
1993,30-45 y.,Rural regions,Yes,0.30304,456,1184,0.27685,0.32923
1993,30-45 y.,Rural regions,No,0.50185,728,1184,0.47336,0.53034
1993,46-65 y.,Urban regions,Yes,0.19651,502,1543,0.17668,0.21635
1993,46-65 y.,Urban regions,No,0.39132,1041,1543,0.36696,0.41568
1993,46-65 y.,Rural regions,Yes,0.16164,224,666,0.13366,0.18961
1993,46-65 y.,Rural regions,No,0.32622,442,666,0.29058,0.36185
1994,17-29 y.,Urban regions,Yes,0.26110,529,1352,0.23767,0.28452
1994,17-29 y.,Urban regions,No,0.34293,823,1352,0.31762,0.36825
1994,17-29 y.,Rural regions,Yes,0.25746,289,705,0.22516,0.28976
1994,17-29 y.,Rural regions,No,0.38029,416,705,0.34443,0.41615
1994,30-45 y.,Urban regions,Yes,0.33394,853,2082,0.31368,0.35421
1994,30-45 y.,Urban regions,No,0.45106,1229,2082,0.42968,0.47244
1994,30-45 y.,Rural regions,Yes,0.30703,466,1148,0.28034,0.33373
1994,30-45 y.,Rural regions,No,0.47747,682,1148,0.44856,0.50637
1994,46-65 y.,Urban regions,Yes,0.19761,491,1473,0.17727,0.21795
1994,46-65 y.,Urban regions,No,0.37671,982,1473,0.35195,0.40146
1994,46-65 y.,Rural regions,Yes,0.17964,253,684,0.15085,0.20843
1994,46-65 y.,Rural regions,No,0.31301,431,684,0.27824,0.34779
1995,17-29 y.,Urban regions,Yes,0.26945,562,1322,0.24552,0.29338
1995,17-29 y.,Urban regions,No,0.31713,760,1322,0.29203,0.34222
1995,17-29 y.,Rural regions,Yes,0.26268,301,729,0.23071,0.29465
1995,17-29 y.,Rural regions,No,0.40244,428,729,0.36681,0.43806
1995,30-45 y.,Urban regions,Yes,0.37336,1012,2224,0.35325,0.39347
1995,30-45 y.,Urban regions,No,0.40483,1212,2224,0.38442,0.42523
1995,30-45 y.,Rural regions,Yes,0.32216,518,1228,0.29601,0.34831
1995,30-45 y.,Rural regions,No,0.45881,710,1228,0.43093,0.48669
1995,46-65 y.,Urban regions,Yes,0.21633,537,1501,0.19549,0.23717
1995,46-65 y.,Urban regions,No,0.35504,964,1501,0.33082,0.37926
1995,46-65 y.,Rural regions,Yes,0.17110,252,729,0.14374,0.19846
1995,46-65 y.,Rural regions,No,0.32874,477,729,0.29462,0.36286
1996,17-29 y.,Urban regions,Yes,0.25653,516,1226,0.23207,0.28098
1996,17-29 y.,Urban regions,No,0.32976,710,1226,0.30344,0.35609
1996,17-29 y.,Rural regions,Yes,0.25669,272,681,0.22386,0.28952
1996,17-29 y.,Rural regions,No,0.36760,409,681,0.33136,0.40384
1996,30-45 y.,Urban regions,Yes,0.37110,1022,2263,0.35119,0.39101
1996,30-45 y.,Urban regions,No,0.41359,1241,2263,0.39330,0.43389
1996,30-45 y.,Rural regions,Yes,0.33735,516,1195,0.31053,0.36417
1996,30-45 y.,Rural regions,No,0.44759,679,1195,0.41939,0.47580
1996,46-65 y.,Urban regions,Yes,0.20987,518,1421,0.18869,0.23105
1996,46-65 y.,Urban regions,No,0.34640,903,1421,0.32165,0.37115
1996,46-65 y.,Rural regions,Yes,0.18813,271,741,0.15997,0.21629
1996,46-65 y.,Rural regions,No,0.32148,470,741,0.28783,0.35513
1997,17-29 y.,Urban regions,Yes,0.25252,471,701,0.22034,0.28471
1997,17-29 y.,Urban regions,No,0.11521,230,701,0.09156,0.13886
1997,17-29 y.,Rural regions,Yes,0.28707,282,445,0.24499,0.32915
1997,17-29 y.,Rural regions,No,0.15085,163,445,0.11756,0.18414
1997,30-45 y.,Urban regions,Yes,0.38435,1042,1445,0.35926,0.40944
1997,30-45 y.,Urban regions,No,0.14085,403,1445,0.12290,0.15879
1997,30-45 y.,Rural regions,Yes,0.32918,493,751,0.29555,0.36281
1997,30-45 y.,Rural regions,No,0.16747,258,751,0.14075,0.19419
1997,46-65 y.,Urban regions,Yes,0.22503,531,757,0.19527,0.25480
1997,46-65 y.,Urban regions,No,0.08925,226,757,0.06893,0.10958
1997,46-65 y.,Rural regions,Yes,0.20246,306,451,0.16534,0.23959
1997,46-65 y.,Rural regions,No,0.09145,145,451,0.06482,0.11808
1998,17-29 y.,Urban regions,Yes,0.26062,519,719,0.22851,0.29272
1998,17-29 y.,Urban regions,No,0.09848,200,719,0.07668,0.12027
1998,17-29 y.,Rural regions,Yes,0.24716,289,457,0.20757,0.28676
1998,17-29 y.,Rural regions,No,0.14459,168,457,0.11231,0.17687
1998,30-45 y.,Urban regions,Yes,0.37989,1163,1583,0.35597,0.40381
1998,30-45 y.,Urban regions,No,0.13534,420,1583,0.11848,0.15219
1998,30-45 y.,Rural regions,Yes,0.36113,593,873,0.32925,0.39302
1998,30-45 y.,Rural regions,No,0.16204,280,873,0.13758,0.18650
1998,46-65 y.,Urban regions,Yes,0.21634,602,855,0.18873,0.24396
1998,46-65 y.,Urban regions,No,0.08659,253,855,0.06772,0.10545
1998,46-65 y.,Rural regions,Yes,0.20128,333,511,0.16648,0.23608
1998,46-65 y.,Rural regions,No,0.10158,178,511,0.07536,0.12780
1999,17-29 y.,Urban regions,Yes,0.26394,507,704,0.23136,0.29652
1999,17-29 y.,Urban regions,No,0.09744,197,704,0.07552,0.11936
1999,17-29 y.,Rural regions,Yes,0.25988,288,428,0.21829,0.30148
1999,17-29 y.,Rural regions,No,0.13409,140,428,0.10177,0.16641
1999,30-45 y.,Urban regions,Yes,0.38622,1182,1577,0.36218,0.41026
1999,30-45 y.,Urban regions,No,0.12958,395,1577,0.11299,0.14616
1999,30-45 y.,Rural regions,Yes,0.36420,604,890,0.33257,0.39583
1999,30-45 y.,Rural regions,No,0.16925,286,890,0.14460,0.19389
1999,46-65 y.,Urban regions,Yes,0.21948,588,824,0.19120,0.24776
1999,46-65 y.,Urban regions,No,0.09436,236,824,0.07438,0.11433
1999,46-65 y.,Rural regions,Yes,0.21603,320,470,0.17878,0.25327
1999,46-65 y.,Rural regions,No,0.08712,150,470,0.06159,0.11264
2000,17-29 y.,Urban regions,Yes,0.24993,688,965,0.22260,0.27726
2000,17-29 y.,Urban regions,No,0.10246,277,965,0.08332,0.12161
2000,17-29 y.,Rural regions,Yes,0.23853,403,619,0.20493,0.27213
2000,17-29 y.,Rural regions,No,0.13173,216,619,0.10507,0.15840
2000,30-45 y.,Urban regions,Yes,0.36799,1932,2709,0.34982,0.38615
2000,30-45 y.,Urban regions,No,0.15321,777,2709,0.13964,0.16678
2000,30-45 y.,Rural regions,Yes,0.36286,999,1435,0.33797,0.38774
2000,30-45 y.,Rural regions,No,0.15490,436,1435,0.13617,0.17362
2000,46-65 y.,Urban regions,Yes,0.20879,1063,1579,0.18874,0.22885
2000,46-65 y.,Urban regions,No,0.10739,516,1579,0.09211,0.12266
2000,46-65 y.,Rural regions,Yes,0.19362,527,814,0.16646,0.22079
2000,46-65 y.,Rural regions,No,0.11182,287,814,0.09016,0.13348
2001,17-29 y.,Urban regions,Yes,0.24910,624,624,0.21514,0.28306
2001,17-29 y.,Rural regions,Yes,0.25440,360,360,0.20935,0.29946
2001,30-45 y.,Urban regions,Yes,0.38719,1824,1824,0.36483,0.40955
2001,30-45 y.,Rural regions,Yes,0.36661,909,909,0.33527,0.39796
2001,46-65 y.,Urban regions,Yes,0.22027,1046,1046,0.19514,0.24539
2001,46-65 y.,Rural regions,Yes,0.21054,523,523,0.17557,0.24552
2002,17-29 y.,Urban regions,Yes,0.23261,595,838,0.20399,0.26123
2002,17-29 y.,Urban regions,No,0.08963,243,838,0.07028,0.10898
2002,17-29 y.,Rural regions,Yes,0.24170,354,535,0.20539,0.27802
2002,17-29 y.,Rural regions,No,0.12590,181,535,0.09776,0.15403
2002,30-45 y.,Urban regions,Yes,0.37634,1897,2577,0.35763,0.39505
2002,30-45 y.,Urban regions,No,0.13940,680,2577,0.12602,0.15277
2002,30-45 y.,Rural regions,Yes,0.33246,847,1267,0.30651,0.35842
2002,30-45 y.,Rural regions,No,0.17970,420,1267,0.15855,0.20085
2002,46-65 y.,Urban regions,Yes,0.20770,1290,1819,0.18906,0.22635
2002,46-65 y.,Urban regions,No,0.10565,529,1819,0.09152,0.11978
2002,46-65 y.,Rural regions,Yes,0.20373,607,884,0.17716,0.23029
2002,46-65 y.,Rural regions,No,0.09568,277,884,0.07628,0.11508
2003,17-29 y.,Urban regions,Yes,0.23544,596,848,0.20687,0.26402
2003,17-29 y.,Urban regions,No,0.09765,252,848,0.07766,0.11764
2003,17-29 y.,Rural regions,Yes,0.25534,323,489,0.21665,0.29403
2003,17-29 y.,Rural regions,No,0.12456,166,489,0.09526,0.15386
2003,30-45 y.,Urban regions,Yes,0.36982,1722,2384,0.35043,0.38920
2003,30-45 y.,Urban regions,No,0.14443,662,2384,0.13032,0.15855
2003,30-45 y.,Rural regions,Yes,0.34681,816,1190,0.31975,0.37386
2003,30-45 y.,Rural regions,No,0.16163,374,1190,0.14071,0.18256
2003,46-65 y.,Urban regions,Yes,0.22060,1254,1754,0.20118,0.24001
2003,46-65 y.,Urban regions,No,0.09279,500,1754,0.07921,0.10637
2003,46-65 y.,Rural regions,Yes,0.21036,584,883,0.18346,0.23726
2003,46-65 y.,Rural regions,No,0.11870,299,883,0.09736,0.14005
2004,17-29 y.,Urban regions,Yes,0.22835,567,789,0.19904,0.25766
2004,17-29 y.,Urban regions,No,0.08702,222,789,0.06734,0.10670
2004,17-29 y.,Rural regions,Yes,0.23121,310,469,0.19301,0.26941
2004,17-29 y.,Rural regions,No,0.12114,159,469,0.09158,0.15070
2004,30-45 y.,Urban regions,Yes,0.36507,1611,2233,0.34509,0.38504
2004,30-45 y.,Urban regions,No,0.14382,622,2233,0.12926,0.15838
2004,30-45 y.,Rural regions,Yes,0.36229,769,1095,0.33381,0.39077
2004,30-45 y.,Rural regions,No,0.15055,326,1095,0.12936,0.17174
2004,46-65 y.,Urban regions,Yes,0.23128,1277,1787,0.21173,0.25084
2004,46-65 y.,Urban regions,No,0.10389,510,1787,0.08974,0.11804
2004,46-65 y.,Rural regions,Yes,0.21044,627,896,0.18374,0.23715
2004,46-65 y.,Rural regions,No,0.10179,269,896,0.08198,0.12160
2005,17-29 y.,Urban regions,Yes,0.22922,554,775,0.19961,0.25883
2005,17-29 y.,Urban regions,No,0.09140,221,775,0.07110,0.11170
2005,17-29 y.,Rural regions,Yes,0.20254,261,413,0.16373,0.24135
2005,17-29 y.,Rural regions,No,0.13702,152,413,0.10381,0.17022
2005,30-45 y.,Urban regions,Yes,0.36648,1521,2061,0.34567,0.38728
2005,30-45 y.,Urban regions,No,0.13988,540,2061,0.12490,0.15486
2005,30-45 y.,Rural regions,Yes,0.35350,684,997,0.32381,0.38319
2005,30-45 y.,Rural regions,No,0.14264,313,997,0.12092,0.16436
2005,46-65 y.,Urban regions,Yes,0.23494,1192,1622,0.21430,0.25557
2005,46-65 y.,Urban regions,No,0.09424,430,1622,0.08002,0.10847
2005,46-65 y.,Rural regions,Yes,0.20389,577,869,0.17709,0.23069
2005,46-65 y.,Rural regions,No,0.11925,292,869,0.09769,0.14081
2006,17-29 y.,Urban regions,Yes,0.23301,600,805,0.20379,0.26223
2006,17-29 y.,Urban regions,No,0.09217,205,805,0.07217,0.11216
2006,17-29 y.,Rural regions,Yes,0.23140,303,453,0.19252,0.27028
2006,17-29 y.,Rural regions,No,0.12397,150,453,0.09359,0.15435
2006,30-45 y.,Urban regions,Yes,0.39596,1677,2211,0.37557,0.41635
2006,30-45 y.,Urban regions,No,0.12919,534,2211,0.11521,0.14318
2006,30-45 y.,Rural regions,Yes,0.37751,780,1102,0.34888,0.40615
2006,30-45 y.,Rural regions,No,0.15304,322,1102,0.13177,0.17430
2006,46-65 y.,Urban regions,Yes,0.26816,1404,1879,0.24813,0.28820
2006,46-65 y.,Urban regions,No,0.09807,475,1879,0.08462,0.11152
2006,46-65 y.,Rural regions,Yes,0.22479,664,979,0.19863,0.25096
2006,46-65 y.,Rural regions,No,0.11864,315,979,0.09837,0.13890
2007,17-29 y.,Urban regions,Yes,0.24749,556,735,0.21627,0.27872
2007,17-29 y.,Urban regions,No,0.07290,179,735,0.05409,0.09170
2007,17-29 y.,Rural regions,Yes,0.21780,272,414,0.17799,0.25760
2007,17-29 y.,Rural regions,No,0.12051,142,414,0.08911,0.15191
2007,30-45 y.,Urban regions,Yes,0.41991,1573,2003,0.39829,0.44152
2007,30-45 y.,Urban regions,No,0.10793,430,2003,0.09433,0.12152
2007,30-45 y.,Rural regions,Yes,0.39004,749,1038,0.36035,0.41973
2007,30-45 y.,Rural regions,No,0.15524,289,1038,0.13320,0.17728
2007,46-65 y.,Urban regions,Yes,0.27111,1312,1764,0.25035,0.29186
2007,46-65 y.,Urban regions,No,0.10047,452,1764,0.08644,0.11451
2007,46-65 y.,Rural regions,Yes,0.24152,671,966,0.21452,0.26853
2007,46-65 y.,Rural regions,No,0.11263,295,966,0.09268,0.13257
2008,17-29 y.,Urban regions,Yes,0.26316,551,742,0.23146,0.29487
2008,17-29 y.,Urban regions,No,0.09232,191,742,0.07148,0.11317
2008,17-29 y.,Rural regions,Yes,0.23288,265,394,0.19109,0.27467
2008,17-29 y.,Rural regions,No,0.12205,129,394,0.08969,0.15442
2008,30-45 y.,Urban regions,Yes,0.43462,1456,1879,0.41221,0.45704
2008,30-45 y.,Urban regions,No,0.11949,423,1879,0.10482,0.13416
2008,30-45 y.,Rural regions,Yes,0.40684,698,1004,0.37644,0.43724
2008,30-45 y.,Rural regions,No,0.17812,306,1004,0.15444,0.20180
2008,46-65 y.,Urban regions,Yes,0.28475,1311,1811,0.26396,0.30554
2008,46-65 y.,Urban regions,No,0.11282,500,1811,0.09825,0.12740
2008,46-65 y.,Rural regions,Yes,0.25222,673,976,0.22496,0.27948
2008,46-65 y.,Rural regions,No,0.13936,303,976,0.11762,0.16109
2009,17-29 y.,Urban regions,Yes,0.24163,446,613,0.20771,0.27554
2009,17-29 y.,Urban regions,No,0.08914,167,613,0.06657,0.11172
2009,17-29 y.,Rural regions,Yes,0.21780,218,349,0.17443,0.26117
2009,17-29 y.,Rural regions,No,0.14674,131,349,0.10956,0.18392
2009,30-45 y.,Urban regions,Yes,0.41128,1205,1626,0.38735,0.43520
2009,30-45 y.,Urban regions,No,0.12687,421,1626,0.11069,0.14305
2009,30-45 y.,Rural regions,Yes,0.39908,629,894,0.36696,0.43120
2009,30-45 y.,Rural regions,No,0.16043,265,894,0.13636,0.18450
2009,46-65 y.,Urban regions,Yes,0.27157,1158,1603,0.24979,0.29335
2009,46-65 y.,Urban regions,No,0.11471,445,1603,0.09911,0.13032
2009,46-65 y.,Rural regions,Yes,0.24852,611,931,0.22074,0.27629
2009,46-65 y.,Rural regions,No,0.14751,320,931,0.12472,0.17030
2010,17-29 y.,Urban regions,Yes,0.23011,504,756,0.20008,0.26013
2010,17-29 y.,Urban regions,No,0.10972,252,756,0.08743,0.13201
2010,17-29 y.,Rural regions,Yes,0.23229,296,434,0.19252,0.27207
2010,17-29 y.,Rural regions,No,0.14741,138,434,0.11402,0.18081
2010,30-45 y.,Urban regions,Yes,0.40527,1983,2751,0.38692,0.42361
2010,30-45 y.,Urban regions,No,0.14647,768,2751,0.13326,0.15969
2010,30-45 y.,Rural regions,Yes,0.38531,1009,1488,0.36058,0.41005
2010,30-45 y.,Rural regions,No,0.18614,479,1488,0.16636,0.20592
2010,46-65 y.,Urban regions,Yes,0.26995,1298,1864,0.24979,0.29011
2010,46-65 y.,Urban regions,No,0.12949,566,1864,0.11425,0.14474
2010,46-65 y.,Rural regions,Yes,0.25228,669,1040,0.22588,0.27869
2010,46-65 y.,Rural regions,No,0.15483,371,1040,0.13283,0.17682
2011,17-29 y.,Urban regions,Yes,0.26439,600,789,0.23360,0.29518
2011,17-29 y.,Urban regions,No,0.07370,189,789,0.05545,0.09194
2011,17-29 y.,Rural regions,Yes,0.27102,347,513,0.23251,0.30952
2011,17-29 y.,Rural regions,No,0.12805,166,513,0.09910,0.15699
2011,30-45 y.,Urban regions,Yes,0.43424,2432,3148,0.41693,0.45156
2011,30-45 y.,Urban regions,No,0.11784,716,3148,0.10657,0.12910
2011,30-45 y.,Rural regions,Yes,0.40299,1265,1731,0.37988,0.42611
2011,30-45 y.,Rural regions,No,0.15110,466,1731,0.13422,0.16797
2011,46-65 y.,Urban regions,Yes,0.31390,1829,2450,0.29552,0.33228
2011,46-65 y.,Urban regions,No,0.11189,621,2450,0.09940,0.12437
2011,46-65 y.,Rural regions,Yes,0.28797,1011,1467,0.26479,0.31115
2011,46-65 y.,Rural regions,No,0.13994,456,1467,0.12218,0.15770
2012,17-29 y.,Urban regions,Yes,0.25810,593,808,0.22791,0.28829
2012,17-29 y.,Urban regions,No,0.09742,215,808,0.07696,0.11788
2012,17-29 y.,Rural regions,Yes,0.29727,364,512,0.25764,0.33689
2012,17-29 y.,Rural regions,No,0.10232,148,512,0.07605,0.12860
2012,30-45 y.,Urban regions,Yes,0.43258,2257,3035,0.41495,0.45020
2012,30-45 y.,Urban regions,No,0.13629,778,3035,0.12408,0.14850
2012,30-45 y.,Rural regions,Yes,0.41378,1227,1698,0.39035,0.43721
2012,30-45 y.,Rural regions,No,0.15142,471,1698,0.13437,0.16848
2012,46-65 y.,Urban regions,Yes,0.31879,1891,2663,0.30109,0.33649
2012,46-65 y.,Urban regions,No,0.13844,772,2663,0.12532,0.15156
2012,46-65 y.,Rural regions,Yes,0.28912,1068,1582,0.26678,0.31147
2012,46-65 y.,Rural regions,No,0.15138,514,1582,0.13371,0.16905
2013,17-29 y.,Urban regions,Yes,0.26797,773,1040,0.24104,0.29491
2013,17-29 y.,Urban regions,No,0.08377,267,1040,0.06693,0.10062
2013,17-29 y.,Rural regions,Yes,0.24930,368,529,0.21239,0.28620
2013,17-29 y.,Rural regions,No,0.13352,161,529,0.10451,0.16254
2013,30-45 y.,Urban regions,Yes,0.40528,2521,3331,0.38861,0.42196
2013,30-45 y.,Urban regions,No,0.13243,810,3331,0.12092,0.14395
2013,30-45 y.,Rural regions,Yes,0.36484,1211,1719,0.34208,0.38761
2013,30-45 y.,Rural regions,No,0.16153,508,1719,0.14412,0.17893
2013,46-65 y.,Urban regions,Yes,0.32319,1974,2776,0.30578,0.34059
2013,46-65 y.,Urban regions,No,0.12459,802,2776,0.11230,0.13688
2013,46-65 y.,Rural regions,Yes,0.29085,1104,1558,0.26829,0.31341
2013,46-65 y.,Rural regions,No,0.12485,454,1558,0.10843,0.14127
2014,17-29 y.,Urban regions,Yes,0.27337,680,937,0.24482,0.30192
2014,17-29 y.,Urban regions,No,0.09436,257,937,0.07563,0.11309
2014,17-29 y.,Rural regions,Yes,0.25987,341,484,0.22076,0.29898
2014,17-29 y.,Rural regions,No,0.11263,143,484,0.08444,0.14083
2014,30-45 y.,Urban regions,Yes,0.43435,2138,2788,0.41595,0.45276
2014,30-45 y.,Urban regions,No,0.11158,650,2788,0.09989,0.12327
2014,30-45 y.,Rural regions,Yes,0.40256,1107,1528,0.37797,0.42716
2014,30-45 y.,Rural regions,No,0.15474,421,1528,0.13660,0.17288
2014,46-65 y.,Urban regions,Yes,0.32919,1876,2679,0.31139,0.34699
2014,46-65 y.,Urban regions,No,0.13429,803,2679,0.12138,0.14721
2014,46-65 y.,Rural regions,Yes,0.28889,1013,1505,0.26599,0.31180
2014,46-65 y.,Rural regions,No,0.14218,492,1505,0.12453,0.15983
2015,17-29 y.,Urban regions,Yes,0.25887,692,914,0.23046,0.28728
2015,17-29 y.,Urban regions,No,0.09296,222,914,0.07412,0.11179
2015,17-29 y.,Rural regions,Yes,0.30001,365,502,0.25988,0.34013
2015,17-29 y.,Rural regions,No,0.09069,137,502,0.06554,0.11584
2015,30-45 y.,Urban regions,Yes,0.43078,2029,2597,0.41173,0.44983
2015,30-45 y.,Urban regions,No,0.11229,568,2597,0.10015,0.12444
2015,30-45 y.,Rural regions,Yes,0.43856,1100,1431,0.41284,0.46428
2015,30-45 y.,Rural regions,No,0.12394,331,1431,0.10686,0.14102
2015,46-65 y.,Urban regions,Yes,0.34103,1970,2538,0.32258,0.35948
2015,46-65 y.,Urban regions,No,0.10115,568,2538,0.08942,0.11288
2015,46-65 y.,Rural regions,Yes,0.32886,1074,1469,0.30483,0.35290
2015,46-65 y.,Rural regions,No,0.12953,395,1469,0.11235,0.14670
2016,17-29 y.,Urban regions,Yes,0.25454,620,817,0.22465,0.28443
2016,17-29 y.,Urban regions,No,0.08566,197,817,0.06646,0.10486
2016,17-29 y.,Rural regions,Yes,0.29010,355,458,0.24850,0.33171
2016,17-29 y.,Rural regions,No,0.09736,103,458,0.07018,0.12454
2016,30-45 y.,Urban regions,Yes,0.44441,1855,2391,0.42449,0.46433
2016,30-45 y.,Urban regions,No,0.12037,536,2391,0.10732,0.13341
2016,30-45 y.,Rural regions,Yes,0.43012,972,1273,0.40292,0.45733
2016,30-45 y.,Rural regions,No,0.14847,301,1273,0.12893,0.16801
2016,46-65 y.,Urban regions,Yes,0.36987,1968,2552,0.35114,0.38860
2016,46-65 y.,Urban regions,No,0.10387,584,2552,0.09203,0.11571
2016,46-65 y.,Rural regions,Yes,0.33638,1071,1488,0.31236,0.36039
2016,46-65 y.,Rural regions,No,0.13144,417,1488,0.11426,0.14861
2017,17-29 y.,Urban regions,Yes,0.25096,735,953,0.22342,0.27850
2017,17-29 y.,Urban regions,No,0.07389,218,953,0.05728,0.09051
2017,17-29 y.,Rural regions,Yes,0.29295,403,531,0.25420,0.33170
2017,17-29 y.,Rural regions,No,0.08861,128,531,0.06442,0.11281
