year,age_gr,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,17-29 y.,Upper Secondary Level,No,0.44148,594,924,0.40944,0.47351
1988,17-29 y.,Post-secondary Non-tertiary Level,No,0.42304,47,47,0.28027,0.56582
1988,17-29 y.,First Stage of Tertiary Education,No,0.42331,33,33,0.25212,0.59451
1988,30-45 y.,Primary Level,Yes,0.17579,39,148,0.11425,0.23732
1988,30-45 y.,Primary Level,No,0.38768,109,148,0.30892,0.46644
1988,30-45 y.,Lower Secondary Level,Yes,0.11044,71,348,0.07746,0.14342
1988,30-45 y.,Lower Secondary Level,No,0.50778,277,348,0.45518,0.56039
1988,30-45 y.,Upper Secondary Level,Yes,0.28253,394,1133,0.25630,0.30875
1988,30-45 y.,Upper Secondary Level,No,0.47610,739,1133,0.44701,0.50520
1988,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.37317,34,72,0.26067,0.48567
1988,30-45 y.,Post-secondary Non-tertiary Level,No,0.41452,38,72,0.29993,0.52912
1988,30-45 y.,First Stage of Tertiary Education,Yes,0.37105,70,169,0.29800,0.44410
1988,30-45 y.,First Stage of Tertiary Education,No,0.43924,99,169,0.36419,0.51429
1988,30-45 y.,Second Stage of Tertiary Education,Yes,0.33600,117,292,0.28173,0.39027
1988,30-45 y.,Second Stage of Tertiary Education,No,0.52601,175,292,0.46864,0.58338
1988,46-65 y.,Primary Level,No,0.41357,138,138,0.33110,0.49603
1988,46-65 y.,Lower Secondary Level,Yes,0.09899,97,442,0.07112,0.12686
1988,46-65 y.,Lower Secondary Level,No,0.34009,345,442,0.29587,0.38430
1988,46-65 y.,Upper Secondary Level,Yes,0.17169,247,873,0.14666,0.19672
1988,46-65 y.,Upper Secondary Level,No,0.41601,626,873,0.38330,0.44873
1988,46-65 y.,First Stage of Tertiary Education,Yes,0.32860,62,139,0.25023,0.40696
1988,46-65 y.,First Stage of Tertiary Education,No,0.41131,77,139,0.32921,0.49341
1988,46-65 y.,Second Stage of Tertiary Education,Yes,0.37254,88,183,0.30229,0.44278
1988,46-65 y.,Second Stage of Tertiary Education,No,0.42060,95,183,0.34888,0.49232
1989,17-29 y.,Primary Level,No,0.39590,40,40,0.24242,0.54939
1989,17-29 y.,Lower Secondary Level,Yes,0.19207,135,553,0.15921,0.22493
1989,17-29 y.,Lower Secondary Level,No,0.47669,418,553,0.43502,0.51836
1989,17-29 y.,Upper Secondary Level,Yes,0.30525,366,936,0.27573,0.33477
1989,17-29 y.,Upper Secondary Level,No,0.41943,570,936,0.38780,0.45106
1989,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.31534,38,78,0.21155,0.41912
1989,17-29 y.,Post-secondary Non-tertiary Level,No,0.34118,40,78,0.23528,0.44707
1989,17-29 y.,First Stage of Tertiary Education,No,0.50075,40,40,0.34382,0.65767
1989,30-45 y.,Primary Level,Yes,0.18350,37,129,0.11644,0.25056
1989,30-45 y.,Primary Level,No,0.36026,92,129,0.27709,0.44343
1989,30-45 y.,Lower Secondary Level,Yes,0.17277,86,342,0.13264,0.21289
1989,30-45 y.,Lower Secondary Level,No,0.49253,256,342,0.43946,0.54559
1989,30-45 y.,Upper Secondary Level,Yes,0.28496,402,1125,0.25857,0.31135
1989,30-45 y.,Upper Secondary Level,No,0.49030,723,1125,0.46107,0.51953
1989,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.42764,33,72,0.31256,0.54272
1989,30-45 y.,Post-secondary Non-tertiary Level,No,0.35752,39,72,0.24604,0.46900
1989,30-45 y.,First Stage of Tertiary Education,Yes,0.35394,65,161,0.27984,0.42804
1989,30-45 y.,First Stage of Tertiary Education,No,0.47180,96,161,0.39445,0.54915
1989,30-45 y.,Second Stage of Tertiary Education,Yes,0.43110,136,295,0.37449,0.48771
1989,30-45 y.,Second Stage of Tertiary Education,No,0.43627,159,295,0.37958,0.49296
1989,46-65 y.,Primary Level,No,0.40305,125,125,0.31671,0.48938
1989,46-65 y.,Lower Secondary Level,Yes,0.09591,86,416,0.06758,0.12424
1989,46-65 y.,Lower Secondary Level,No,0.33467,330,416,0.28927,0.38007
1989,46-65 y.,Upper Secondary Level,Yes,0.19120,270,850,0.16475,0.21765
1989,46-65 y.,Upper Secondary Level,No,0.40130,580,850,0.36833,0.43427
1989,46-65 y.,First Stage of Tertiary Education,Yes,0.26780,49,121,0.18857,0.34703
1989,46-65 y.,First Stage of Tertiary Education,No,0.40750,72,121,0.31959,0.49542
1989,46-65 y.,Second Stage of Tertiary Education,Yes,0.36557,83,180,0.29502,0.43612
1989,46-65 y.,Second Stage of Tertiary Education,No,0.41267,97,180,0.34055,0.48480
1990,17-29 y.,Primary Level,No,0.36062,41,41,0.21181,0.50943
1990,17-29 y.,Lower Secondary Level,Yes,0.19854,162,647,0.16778,0.22931
1990,17-29 y.,Lower Secondary Level,No,0.46604,485,647,0.42757,0.50451
1990,17-29 y.,Upper Secondary Level,Yes,0.26261,503,1478,0.24016,0.28505
1990,17-29 y.,Upper Secondary Level,No,0.47288,975,1478,0.44742,0.49834
1990,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.31201,47,101,0.22120,0.40282
1990,17-29 y.,Post-secondary Non-tertiary Level,No,0.33827,54,101,0.24554,0.43100
1990,17-29 y.,First Stage of Tertiary Education,Yes,0.46257,38,87,0.35719,0.56795
1990,17-29 y.,First Stage of Tertiary Education,No,0.39257,49,87,0.28936,0.49578
1990,17-29 y.,Second Stage of Tertiary Education,Yes,0.38163,80,177,0.30986,0.45340
1990,17-29 y.,Second Stage of Tertiary Education,No,0.40100,97,177,0.32859,0.47341
1990,30-45 y.,Primary Level,No,0.45729,98,98,0.35815,0.55643
1990,30-45 y.,Lower Secondary Level,Yes,0.18190,94,394,0.14376,0.22004
1990,30-45 y.,Lower Secondary Level,No,0.52135,300,394,0.47196,0.57074
1990,30-45 y.,Upper Secondary Level,Yes,0.30679,682,1923,0.28617,0.32740
1990,30-45 y.,Upper Secondary Level,No,0.51364,1241,1923,0.49129,0.53598
1990,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.37558,43,106,0.28295,0.46821
1990,30-45 y.,Post-secondary Non-tertiary Level,No,0.45834,63,106,0.36303,0.55365
1990,30-45 y.,First Stage of Tertiary Education,Yes,0.36250,102,265,0.30451,0.42049
1990,30-45 y.,First Stage of Tertiary Education,No,0.49013,163,265,0.42983,0.55043
1990,30-45 y.,Second Stage of Tertiary Education,Yes,0.43086,340,730,0.39491,0.46681
1990,30-45 y.,Second Stage of Tertiary Education,No,0.45860,390,730,0.42243,0.49477
1990,46-65 y.,Primary Level,No,0.41729,135,135,0.33380,0.50078
1990,46-65 y.,Lower Secondary Level,Yes,0.10232,103,482,0.07523,0.12940
1990,46-65 y.,Lower Secondary Level,No,0.34281,379,482,0.30039,0.38523
1990,46-65 y.,Upper Secondary Level,Yes,0.22036,464,1431,0.19888,0.24185
1990,46-65 y.,Upper Secondary Level,No,0.42282,967,1431,0.39722,0.44843
1990,46-65 y.,First Stage of Tertiary Education,Yes,0.29394,82,203,0.23112,0.35677
1990,46-65 y.,First Stage of Tertiary Education,No,0.40630,121,203,0.33857,0.47403
1990,46-65 y.,Second Stage of Tertiary Education,Yes,0.35316,189,449,0.30890,0.39742
1990,46-65 y.,Second Stage of Tertiary Education,No,0.45232,260,449,0.40623,0.49841
1991,17-29 y.,Primary Level,No,0.30087,40,40,0.15693,0.44482
1991,17-29 y.,Lower Secondary Level,Yes,0.19314,157,609,0.16176,0.22452
1991,17-29 y.,Lower Secondary Level,No,0.47376,452,609,0.43407,0.51345
1991,17-29 y.,Upper Secondary Level,Yes,0.29409,496,1344,0.26972,0.31846
1991,17-29 y.,Upper Secondary Level,No,0.42218,848,1344,0.39577,0.44860
1991,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.33175,50,118,0.24643,0.41706
1991,17-29 y.,Post-secondary Non-tertiary Level,No,0.41036,68,118,0.32123,0.49949
1991,17-29 y.,First Stage of Tertiary Education,Yes,0.48762,44,88,0.38258,0.59265
1991,17-29 y.,First Stage of Tertiary Education,No,0.43371,44,88,0.32957,0.53785
1991,17-29 y.,Second Stage of Tertiary Education,Yes,0.33091,66,154,0.25635,0.40547
1991,17-29 y.,Second Stage of Tertiary Education,No,0.44254,88,154,0.36383,0.52124
1991,30-45 y.,Primary Level,Yes,0.14235,35,140,0.08426,0.20044
1991,30-45 y.,Primary Level,No,0.51581,105,140,0.43273,0.59889
1991,30-45 y.,Lower Secondary Level,Yes,0.18756,86,378,0.14816,0.22697
1991,30-45 y.,Lower Secondary Level,No,0.50080,292,378,0.45033,0.55127
1991,30-45 y.,Upper Secondary Level,Yes,0.31934,686,1889,0.29831,0.34037
1991,30-45 y.,Upper Secondary Level,No,0.49321,1203,1889,0.47066,0.51577
1991,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.45603,51,102,0.35889,0.55316
1991,30-45 y.,Post-secondary Non-tertiary Level,No,0.33955,51,102,0.24719,0.43191
1991,30-45 y.,First Stage of Tertiary Education,Yes,0.31643,86,252,0.25889,0.37397
1991,30-45 y.,First Stage of Tertiary Education,No,0.50533,166,252,0.44347,0.56718
1991,30-45 y.,Second Stage of Tertiary Education,Yes,0.42979,338,722,0.39365,0.46593
1991,30-45 y.,Second Stage of Tertiary Education,No,0.44683,384,722,0.41054,0.48312
1991,46-65 y.,Primary Level,No,0.40575,127,127,0.32001,0.49149
1991,46-65 y.,Lower Secondary Level,Yes,0.10588,102,447,0.07732,0.13444
1991,46-65 y.,Lower Secondary Level,No,0.33874,345,447,0.29482,0.38267
1991,46-65 y.,Upper Secondary Level,Yes,0.20462,387,1263,0.18236,0.22688
1991,46-65 y.,Upper Secondary Level,No,0.41054,876,1263,0.38339,0.43768
1991,46-65 y.,Post-secondary Non-tertiary Level,No,0.46450,35,35,0.29686,0.63215
1991,46-65 y.,First Stage of Tertiary Education,Yes,0.27822,73,204,0.21658,0.33987
1991,46-65 y.,First Stage of Tertiary Education,No,0.46549,131,204,0.39687,0.53411
1991,46-65 y.,Second Stage of Tertiary Education,Yes,0.30175,168,415,0.25754,0.34597
1991,46-65 y.,Second Stage of Tertiary Education,No,0.44338,247,415,0.39553,0.49124
1992,17-29 y.,Lower Secondary Level,Yes,0.20313,155,605,0.17105,0.23522
1992,17-29 y.,Lower Secondary Level,No,0.44003,450,605,0.40044,0.47962
1992,17-29 y.,Upper Secondary Level,Yes,0.31983,527,1229,0.29375,0.34592
1992,17-29 y.,Upper Secondary Level,No,0.37494,702,1229,0.34787,0.40202
1992,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.29976,48,105,0.21170,0.38781
1992,17-29 y.,Post-secondary Non-tertiary Level,No,0.36827,57,105,0.27557,0.46098
1992,17-29 y.,First Stage of Tertiary Education,Yes,0.54605,52,94,0.44486,0.64724
1992,17-29 y.,First Stage of Tertiary Education,No,0.38529,42,94,0.28638,0.48420
1992,17-29 y.,Second Stage of Tertiary Education,Yes,0.42904,64,130,0.34363,0.51445
1992,17-29 y.,Second Stage of Tertiary Education,No,0.31939,66,130,0.23893,0.39985
1992,30-45 y.,Primary Level,No,0.48438,103,103,0.38740,0.58137
1992,30-45 y.,Lower Secondary Level,Yes,0.20140,88,339,0.15864,0.24415
1992,30-45 y.,Lower Secondary Level,No,0.48630,251,339,0.43302,0.53959
1992,30-45 y.,Upper Secondary Level,Yes,0.32492,693,1800,0.30328,0.34656
1992,30-45 y.,Upper Secondary Level,No,0.47346,1107,1800,0.45038,0.49653
1992,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.43061,53,102,0.33404,0.52718
1992,30-45 y.,Post-secondary Non-tertiary Level,No,0.32304,49,102,0.23184,0.41424
1992,30-45 y.,First Stage of Tertiary Education,Yes,0.30985,93,255,0.25298,0.36672
1992,30-45 y.,First Stage of Tertiary Education,No,0.51089,162,255,0.44941,0.57236
1992,30-45 y.,Second Stage of Tertiary Education,Yes,0.44689,370,703,0.41011,0.48367
1992,30-45 y.,Second Stage of Tertiary Education,No,0.40681,333,703,0.37047,0.44315
1992,46-65 y.,Primary Level,No,0.36058,105,105,0.26829,0.45286
1992,46-65 y.,Lower Secondary Level,Yes,0.08548,78,411,0.05842,0.11254
1992,46-65 y.,Lower Secondary Level,No,0.33064,333,411,0.28510,0.37617
1992,46-65 y.,Upper Secondary Level,Yes,0.20696,386,1148,0.18352,0.23041
1992,46-65 y.,Upper Secondary Level,No,0.37257,762,1148,0.34459,0.40055
1992,46-65 y.,First Stage of Tertiary Education,Yes,0.27270,72,189,0.20904,0.33636
1992,46-65 y.,First Stage of Tertiary Education,No,0.43514,117,189,0.36427,0.50601
1992,46-65 y.,Second Stage of Tertiary Education,Yes,0.30985,181,387,0.26372,0.35598
1992,46-65 y.,Second Stage of Tertiary Education,No,0.40384,206,387,0.35489,0.45279
1993,17-29 y.,Primary Level,No,0.25389,36,36,0.10970,0.39809
1993,17-29 y.,Lower Secondary Level,Yes,0.19752,160,574,0.16492,0.23012
1993,17-29 y.,Lower Secondary Level,No,0.45099,414,574,0.41025,0.49174
1993,17-29 y.,Upper Secondary Level,Yes,0.31021,501,1203,0.28406,0.33637
1993,17-29 y.,Upper Secondary Level,No,0.38298,702,1203,0.35550,0.41047
1993,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.20988,36,99,0.12925,0.29051
1993,17-29 y.,Post-secondary Non-tertiary Level,No,0.45318,63,99,0.35462,0.55174
1993,17-29 y.,First Stage of Tertiary Education,Yes,0.42368,38,78,0.31330,0.53405
1993,17-29 y.,First Stage of Tertiary Education,No,0.40501,40,78,0.29536,0.51466
1993,17-29 y.,Second Stage of Tertiary Education,Yes,0.37190,63,122,0.28578,0.45802
1993,17-29 y.,Second Stage of Tertiary Education,No,0.34432,59,122,0.25966,0.42898
1993,30-45 y.,Primary Level,No,0.51006,96,96,0.40953,0.61058
1993,30-45 y.,Lower Secondary Level,Yes,0.17305,71,324,0.13180,0.21431
1993,30-45 y.,Lower Secondary Level,No,0.52640,253,324,0.47195,0.58085
1993,30-45 y.,Upper Secondary Level,Yes,0.29381,643,1747,0.27244,0.31517
1993,30-45 y.,Upper Secondary Level,No,0.48465,1104,1747,0.46121,0.50809
1993,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.45932,56,114,0.36744,0.55121
1993,30-45 y.,Post-secondary Non-tertiary Level,No,0.39869,58,114,0.30841,0.48896
1993,30-45 y.,First Stage of Tertiary Education,Yes,0.29153,92,272,0.23742,0.34564
1993,30-45 y.,First Stage of Tertiary Education,No,0.55841,180,272,0.49928,0.61753
1993,30-45 y.,Second Stage of Tertiary Education,Yes,0.41895,363,700,0.38238,0.45553
1993,30-45 y.,Second Stage of Tertiary Education,No,0.44684,337,700,0.40998,0.48369
1993,46-65 y.,Primary Level,No,0.38494,113,113,0.29482,0.47505
1993,46-65 y.,Lower Secondary Level,Yes,0.09026,76,389,0.06175,0.11878
1993,46-65 y.,Lower Secondary Level,No,0.34024,313,389,0.29309,0.38738
1993,46-65 y.,Upper Secondary Level,Yes,0.18791,366,1103,0.16485,0.21098
1993,46-65 y.,Upper Secondary Level,No,0.37657,737,1103,0.34796,0.40518
1993,46-65 y.,Post-secondary Non-tertiary Level,No,0.55740,31,31,0.37966,0.73514
1993,46-65 y.,First Stage of Tertiary Education,Yes,0.21463,56,153,0.14936,0.27990
1993,46-65 y.,First Stage of Tertiary Education,No,0.41146,97,153,0.33323,0.48969
1993,46-65 y.,Second Stage of Tertiary Education,Yes,0.34240,204,382,0.29475,0.39004
1993,46-65 y.,Second Stage of Tertiary Education,No,0.35550,178,382,0.30744,0.40357
1994,17-29 y.,Lower Secondary Level,Yes,0.19010,143,480,0.15496,0.22524
1994,17-29 y.,Lower Secondary Level,No,0.41738,337,480,0.37322,0.46154
1994,17-29 y.,Upper Secondary Level,Yes,0.30068,481,1126,0.27389,0.32748
1994,17-29 y.,Upper Secondary Level,No,0.37906,645,1126,0.35071,0.40742
1994,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.29632,53,102,0.20726,0.38537
1994,17-29 y.,Post-secondary Non-tertiary Level,No,0.34752,49,102,0.25465,0.44039
1994,17-29 y.,First Stage of Tertiary Education,Yes,0.49231,41,87,0.38665,0.59797
1994,17-29 y.,First Stage of Tertiary Education,No,0.35908,46,87,0.25769,0.46047
1994,17-29 y.,Second Stage of Tertiary Education,Yes,0.37629,64,128,0.29203,0.46055
1994,17-29 y.,Second Stage of Tertiary Education,No,0.36519,64,128,0.28144,0.44893
1994,30-45 y.,Primary Level,No,0.47713,82,82,0.36836,0.58591
1994,30-45 y.,Lower Secondary Level,Yes,0.16312,71,283,0.12000,0.20624
1994,30-45 y.,Lower Secondary Level,No,0.45607,212,283,0.39793,0.51420
1994,30-45 y.,Upper Secondary Level,Yes,0.31159,679,1709,0.28963,0.33356
1994,30-45 y.,Upper Secondary Level,No,0.45784,1030,1709,0.43421,0.48147
1994,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.39106,61,120,0.30338,0.47874
1994,30-45 y.,Post-secondary Non-tertiary Level,No,0.44107,59,120,0.35186,0.53028
1994,30-45 y.,First Stage of Tertiary Education,Yes,0.36314,102,262,0.30480,0.42148
1994,30-45 y.,First Stage of Tertiary Education,No,0.51779,160,262,0.45717,0.57841
1994,30-45 y.,Second Stage of Tertiary Education,Yes,0.45253,381,717,0.41607,0.48899
1994,30-45 y.,Second Stage of Tertiary Education,No,0.42636,336,717,0.39014,0.46259
1994,46-65 y.,Primary Level,No,0.39631,107,107,0.30320,0.48943
1994,46-65 y.,Lower Secondary Level,Yes,0.08218,68,356,0.05361,0.11075
1994,46-65 y.,Lower Secondary Level,No,0.32058,288,356,0.27203,0.36913
1994,46-65 y.,Upper Secondary Level,Yes,0.20878,394,1082,0.18455,0.23300
1994,46-65 y.,Upper Secondary Level,No,0.34823,688,1082,0.31983,0.37663
1994,46-65 y.,First Stage of Tertiary Education,Yes,0.17269,52,163,0.11449,0.23090
1994,46-65 y.,First Stage of Tertiary Education,No,0.45462,111,163,0.37794,0.53130
1994,46-65 y.,Second Stage of Tertiary Education,Yes,0.33151,203,387,0.28455,0.37847
1994,46-65 y.,Second Stage of Tertiary Education,No,0.37489,184,387,0.32659,0.42318
1995,17-29 y.,Lower Secondary Level,Yes,0.23299,166,485,0.19533,0.27066
1995,17-29 y.,Lower Secondary Level,No,0.41045,319,485,0.36663,0.45428
1995,17-29 y.,Upper Secondary Level,Yes,0.30716,484,1103,0.27992,0.33439
1995,17-29 y.,Upper Secondary Level,No,0.37374,619,1103,0.34518,0.40231
1995,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.24276,44,100,0.15830,0.32722
1995,17-29 y.,Post-secondary Non-tertiary Level,No,0.34018,56,100,0.24685,0.43350
1995,17-29 y.,First Stage of Tertiary Education,Yes,0.42195,52,94,0.32157,0.52233
1995,17-29 y.,First Stage of Tertiary Education,No,0.42109,42,94,0.32074,0.52144
1995,17-29 y.,Second Stage of Tertiary Education,Yes,0.48520,80,139,0.40182,0.56859
1995,17-29 y.,Second Stage of Tertiary Education,No,0.31395,59,139,0.23652,0.39138
1995,30-45 y.,Primary Level,No,0.37425,61,61,0.25180,0.49670
1995,30-45 y.,Lower Secondary Level,Yes,0.17135,80,298,0.12849,0.21420
1995,30-45 y.,Lower Secondary Level,No,0.40241,218,298,0.34664,0.45818
1995,30-45 y.,Upper Secondary Level,Yes,0.35444,809,1839,0.33258,0.37631
1995,30-45 y.,Upper Secondary Level,No,0.42448,1030,1839,0.40189,0.44708
1995,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.40956,86,162,0.33360,0.48552
1995,30-45 y.,Post-secondary Non-tertiary Level,No,0.37453,76,162,0.29976,0.44929
1995,30-45 y.,First Stage of Tertiary Education,Yes,0.36835,120,283,0.31205,0.42465
1995,30-45 y.,First Stage of Tertiary Education,No,0.49437,163,283,0.43602,0.55273
1995,30-45 y.,Second Stage of Tertiary Education,Yes,0.46035,400,746,0.42456,0.49615
1995,30-45 y.,Second Stage of Tertiary Education,No,0.41280,346,746,0.37745,0.44816
1995,46-65 y.,Primary Level,No,0.37976,99,99,0.28367,0.47585
1995,46-65 y.,Lower Secondary Level,Yes,0.09607,78,342,0.06480,0.12735
1995,46-65 y.,Lower Secondary Level,No,0.29486,264,342,0.24646,0.34325
1995,46-65 y.,Upper Secondary Level,Yes,0.20575,394,1117,0.18203,0.22947
1995,46-65 y.,Upper Secondary Level,No,0.34711,723,1117,0.31917,0.37504
1995,46-65 y.,First Stage of Tertiary Education,Yes,0.24999,72,158,0.18226,0.31772
1995,46-65 y.,First Stage of Tertiary Education,No,0.34017,86,158,0.26606,0.41428
1995,46-65 y.,Second Stage of Tertiary Education,Yes,0.33619,212,436,0.29179,0.38058
1995,46-65 y.,Second Stage of Tertiary Education,No,0.40299,224,436,0.35690,0.44909
1996,17-29 y.,Lower Secondary Level,Yes,0.20382,132,454,0.16672,0.24091
1996,17-29 y.,Lower Secondary Level,No,0.42294,322,454,0.37745,0.46844
1996,17-29 y.,Upper Secondary Level,Yes,0.28932,435,1003,0.26124,0.31739
1996,17-29 y.,Upper Secondary Level,No,0.38034,568,1003,0.35028,0.41040
1996,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.30265,52,100,0.21215,0.39315
1996,17-29 y.,Post-secondary Non-tertiary Level,No,0.30344,48,100,0.21287,0.39400
1996,17-29 y.,First Stage of Tertiary Education,Yes,0.53299,56,102,0.43569,0.63029
1996,17-29 y.,First Stage of Tertiary Education,No,0.35634,46,102,0.26294,0.44975
1996,17-29 y.,Second Stage of Tertiary Education,Yes,0.44077,74,127,0.35408,0.52746
1996,17-29 y.,Second Stage of Tertiary Education,No,0.36011,53,127,0.27629,0.44393
1996,30-45 y.,Primary Level,No,0.40743,57,57,0.27874,0.53612
1996,30-45 y.,Lower Secondary Level,Yes,0.19189,81,296,0.14695,0.23683
1996,30-45 y.,Lower Secondary Level,No,0.44206,215,296,0.38539,0.49873
1996,30-45 y.,Upper Secondary Level,Yes,0.34960,808,1846,0.32785,0.37136
1996,30-45 y.,Upper Secondary Level,No,0.42862,1038,1846,0.40604,0.45120
1996,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.38630,78,170,0.31289,0.45971
1996,30-45 y.,Post-secondary Non-tertiary Level,No,0.38921,92,170,0.31570,0.46272
1996,30-45 y.,First Stage of Tertiary Education,Yes,0.44621,140,289,0.38880,0.50362
1996,30-45 y.,First Stage of Tertiary Education,No,0.44249,149,289,0.38512,0.49985
1996,30-45 y.,Second Stage of Tertiary Education,Yes,0.45392,393,735,0.41791,0.48994
1996,30-45 y.,Second Stage of Tertiary Education,No,0.40800,342,735,0.37244,0.44355
1996,46-65 y.,Primary Level,No,0.36134,89,89,0.26097,0.46171
1996,46-65 y.,Lower Secondary Level,Yes,0.06868,58,313,0.04062,0.09674
1996,46-65 y.,Lower Secondary Level,No,0.31107,255,313,0.25970,0.36244
1996,46-65 y.,Upper Secondary Level,Yes,0.21259,399,1088,0.18827,0.23691
1996,46-65 y.,Upper Secondary Level,No,0.32794,689,1088,0.30003,0.35585
1996,46-65 y.,First Stage of Tertiary Education,Yes,0.25382,72,156,0.18531,0.32233
1996,46-65 y.,First Stage of Tertiary Education,No,0.33791,84,156,0.26345,0.41238
1996,46-65 y.,Second Stage of Tertiary Education,Yes,0.32462,218,440,0.28082,0.36843
1996,46-65 y.,Second Stage of Tertiary Education,No,0.40486,222,440,0.35894,0.45078
1997,17-29 y.,Lower Secondary Level,Yes,0.21341,132,225,0.15975,0.26706
1997,17-29 y.,Lower Secondary Level,No,0.10781,93,225,0.06719,0.14842
1997,17-29 y.,Upper Secondary Level,Yes,0.29673,413,627,0.26094,0.33251
1997,17-29 y.,Upper Secondary Level,No,0.15519,214,627,0.12683,0.18356
1997,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.41504,58,58,0.28713,0.54296
1997,17-29 y.,First Stage of Tertiary Education,Yes,0.56565,54,54,0.43220,0.69910
1997,17-29 y.,Second Stage of Tertiary Education,Yes,0.45050,72,72,0.33477,0.56624
1997,30-45 y.,Lower Secondary Level,Yes,0.20714,89,158,0.14375,0.27053
1997,30-45 y.,Lower Secondary Level,No,0.14001,69,158,0.08573,0.19429
1997,30-45 y.,Upper Secondary Level,Yes,0.36324,798,1166,0.33563,0.39086
1997,30-45 y.,Upper Secondary Level,No,0.15178,368,1166,0.13117,0.17238
1997,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.35025,82,115,0.26268,0.43782
1997,30-45 y.,Post-secondary Non-tertiary Level,No,0.17636,33,115,0.10640,0.24633
1997,30-45 y.,First Stage of Tertiary Education,Yes,0.40116,131,191,0.33147,0.47085
1997,30-45 y.,First Stage of Tertiary Education,No,0.18038,60,191,0.12570,0.23505
