"year","bildungsniveau","migback","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1987","Realschule","direkter Migrationshintergrund","11.22","10.75","147","11.08","11.36"
"1987","Realschule","indirekter Migrationshintergrund","11.44","10.75","34","11.15","11.73"
"1987","Realschule","kein Migrationshintergrund","11.33","10.75","1578","11.29","11.37"
"1988","(Fach-)Abitur","direkter Migrationshintergrund","12.17","12.5","210","11.91","12.43"
"1988","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1988","(Fach-)Abitur","kein Migrationshintergrund","13.71","13.25","508","13.63","13.79"
"1988","(noch) kein Abschluss","direkter Migrationshintergrund","7.15","7","675","7.12","7.18"
"1988","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1988","(noch) kein Abschluss","kein Migrationshintergrund","7.39","7","56","7.21","7.57"
"1988","AkademikerIn","direkter Migrationshintergrund","16.03","15.5","84","15.47","16.59"
"1988","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1988","AkademikerIn","kein Migrationshintergrund","16.73","17.5","611","16.59","16.87"
"1988","Hauptschule","direkter Migrationshintergrund","9.79","9.75","1449","9.75","9.83"
"1988","Hauptschule","indirekter Migrationshintergrund","9.88","9.75","114","9.73","10.03"
"1988","Hauptschule","kein Migrationshintergrund","10.04","9.75","4181","10.02","10.06"
"1988","Realschule","direkter Migrationshintergrund","11.25","10.75","149","11.11","11.39"
"1988","Realschule","indirekter Migrationshintergrund","11.31","10.75","45","11.07","11.55"
"1988","Realschule","kein Migrationshintergrund","11.33","10.75","1507","11.29","11.37"
"1989","(Fach-)Abitur","direkter Migrationshintergrund","12.24","12.5","210","11.98","12.5"
"1989","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1989","(Fach-)Abitur","kein Migrationshintergrund","13.73","13.25","522","13.66","13.8"
"1989","(noch) kein Abschluss","direkter Migrationshintergrund","7.16","7","643","7.12","7.2"
"1989","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1989","(noch) kein Abschluss","kein Migrationshintergrund","7.33","7","57","7.16","7.5"
"1989","AkademikerIn","direkter Migrationshintergrund","15.98","15.5","88","15.43","16.53"
"1989","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1989","AkademikerIn","kein Migrationshintergrund","16.77","17.5","602","16.63","16.91"
"1989","Hauptschule","direkter Migrationshintergrund","9.77","9","1403","9.73","9.81"
"1989","Hauptschule","indirekter Migrationshintergrund","9.77","9","129","9.63","9.91"
"1989","Hauptschule","kein Migrationshintergrund","10.05","9.75","3962","10.03","10.07"
"1989","Realschule","direkter Migrationshintergrund","11.29","10.75","146","11.15","11.43"
"1989","Realschule","indirekter Migrationshintergrund","11.1","10.75","50","10.88","11.32"
"1989","Realschule","kein Migrationshintergrund","11.34","10.75","1455","11.3","11.38"
"1990","(Fach-)Abitur","direkter Migrationshintergrund","12.08","12.5","203","11.81","12.35"
"1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1990","(Fach-)Abitur","kein Migrationshintergrund","13.76","13.25","646","13.69","13.83"
"1990","(noch) kein Abschluss","direkter Migrationshintergrund","7.16","7","609","7.12","7.2"
"1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1990","(noch) kein Abschluss","kein Migrationshintergrund","7.35","7","68","7.19","7.51"
"1990","AkademikerIn","direkter Migrationshintergrund","15.9","15.5","127","15.47","16.33"
"1990","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1990","AkademikerIn","kein Migrationshintergrund","15.98","15.5","1556","15.86","16.1"
"1990","Hauptschule","direkter Migrationshintergrund","9.8","9.75","1457","9.76","9.84"
"1990","Hauptschule","indirekter Migrationshintergrund","9.71","9","145","9.58","9.84"
"1990","Hauptschule","kein Migrationshintergrund","10.08","9.75","5418","10.06","10.1"
"1990","Realschule","direkter Migrationshintergrund","11.26","11.25","162","11.13","11.39"
"1990","Realschule","indirekter Migrationshintergrund","11.01","10.75","53","10.8","11.22"
"1990","Realschule","kein Migrationshintergrund","11.36","11.25","2985","11.34","11.38"
"1991","(Fach-)Abitur","direkter Migrationshintergrund","12.13","12.5","204","11.86","12.4"
"1991","(Fach-)Abitur","indirekter Migrationshintergrund","12.92","12.5","38","12.45","13.39"
"1991","(Fach-)Abitur","kein Migrationshintergrund","13.78","13.25","648","13.71","13.85"
"1991","(noch) kein Abschluss","direkter Migrationshintergrund","7.16","7","595","7.12","7.2"
"1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1991","(noch) kein Abschluss","kein Migrationshintergrund","7.28","7","111","7.18","7.38"
"1991","AkademikerIn","direkter Migrationshintergrund","15.83","15.5","126","15.4","16.26"
"1991","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1991","AkademikerIn","kein Migrationshintergrund","15.97","15.5","1541","15.85","16.09"
"1991","Hauptschule","direkter Migrationshintergrund","9.81","9.75","1428","9.77","9.85"
"1991","Hauptschule","indirekter Migrationshintergrund","9.72","9","166","9.6","9.84"
"1991","Hauptschule","kein Migrationshintergrund","10.09","9.75","5161","10.07","10.11"
"1991","Realschule","direkter Migrationshintergrund","11.25","11.25","165","11.12","11.38"
"1991","Realschule","indirekter Migrationshintergrund","10.99","10.75","67","10.8","11.18"
"1991","Realschule","kein Migrationshintergrund","11.36","11.25","2918","11.34","11.38"
"1992","(Fach-)Abitur","direkter Migrationshintergrund","12.17","12.5","207","11.9","12.44"
"1992","(Fach-)Abitur","indirekter Migrationshintergrund","12.54","12.5","39","12.01","13.07"
"1992","(Fach-)Abitur","kein Migrationshintergrund","13.78","13.75","651","13.71","13.85"
"1992","(noch) kein Abschluss","direkter Migrationshintergrund","7.16","7","570","7.12","7.2"
"1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1992","(noch) kein Abschluss","kein Migrationshintergrund","7.35","7","96","7.23","7.47"
"1992","AkademikerIn","direkter Migrationshintergrund","15.83","15.5","130","15.39","16.27"
"1992","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1992","AkademikerIn","kein Migrationshintergrund","15.98","15.5","1512","15.86","16.1"
"1992","Hauptschule","direkter Migrationshintergrund","9.8","9.75","1385","9.76","9.84"
"1992","Hauptschule","indirekter Migrationshintergrund","9.56","9","186","9.45","9.67"
"1992","Hauptschule","kein Migrationshintergrund","10.1","9.75","4968","10.08","10.12"
"1992","Realschule","direkter Migrationshintergrund","11.22","11.25","157","11.09","11.35"
"1992","Realschule","indirekter Migrationshintergrund","10.8","9.5","82","10.63","10.97"
"1992","Realschule","kein Migrationshintergrund","11.37","11.25","2865","11.35","11.39"
"1993","(Fach-)Abitur","direkter Migrationshintergrund","12.1","12.5","201","11.83","12.37"
"1993","(Fach-)Abitur","indirekter Migrationshintergrund","12.66","12.5","46","12.25","13.07"
"1993","(Fach-)Abitur","kein Migrationshintergrund","13.8","13.75","663","13.73","13.87"
"1993","(noch) kein Abschluss","direkter Migrationshintergrund","7.16","7","558","7.12","7.2"
"1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1993","(noch) kein Abschluss","kein Migrationshintergrund","7.3","7","91","7.18","7.42"
"1993","AkademikerIn","direkter Migrationshintergrund","15.86","15.5","130","15.42","16.3"
"1993","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1993","AkademikerIn","kein Migrationshintergrund","15.99","15.5","1491","15.87","16.11"
"1993","Hauptschule","direkter Migrationshintergrund","9.82","9.75","1348","9.78","9.86"
"1993","Hauptschule","indirekter Migrationshintergrund","9.62","9","202","9.51","9.73"
"1993","Hauptschule","kein Migrationshintergrund","10.11","9.75","4797","10.09","10.13"
"1993","Realschule","direkter Migrationshintergrund","11.24","11.25","148","11.11","11.37"
"1993","Realschule","indirekter Migrationshintergrund","10.64","9.5","109","10.49","10.79"
"1993","Realschule","kein Migrationshintergrund","11.39","11.25","2839","11.37","11.41"
"1994","(Fach-)Abitur","direkter Migrationshintergrund","12.21","12.5","192","11.93","12.49"
"1994","(Fach-)Abitur","indirekter Migrationshintergrund","12.85","12.5","48","12.47","13.23"
"1994","(Fach-)Abitur","kein Migrationshintergrund","13.79","13.25","681","13.73","13.85"
"1994","(noch) kein Abschluss","direkter Migrationshintergrund","7.15","7","521","7.11","7.19"
"1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1994","(noch) kein Abschluss","kein Migrationshintergrund","7.36","7","81","7.21","7.51"
"1994","AkademikerIn","direkter Migrationshintergrund","15.92","16.5","123","15.48","16.36"
"1994","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1994","AkademikerIn","kein Migrationshintergrund","16.03","15.5","1507","15.91","16.15"
"1994","Hauptschule","direkter Migrationshintergrund","9.85","9.75","1265","9.81","9.89"
"1994","Hauptschule","indirekter Migrationshintergrund","9.61","9","196","9.5","9.72"
"1994","Hauptschule","kein Migrationshintergrund","10.12","9.75","4642","10.1","10.14"
"1994","Realschule","direkter Migrationshintergrund","11.29","11.25","138","11.16","11.42"
"1994","Realschule","indirekter Migrationshintergrund","10.67","9.5","111","10.52","10.82"
"1994","Realschule","kein Migrationshintergrund","11.41","11.25","2799","11.39","11.43"
"1995","(Fach-)Abitur","direkter Migrationshintergrund","11.54","10.25","313","11.33","11.75"
"1995","(Fach-)Abitur","indirekter Migrationshintergrund","12.73","12.5","56","12.39","13.07"
"1995","(Fach-)Abitur","kein Migrationshintergrund","13.8","13.75","692","13.73","13.87"
"1995","(noch) kein Abschluss","direkter Migrationshintergrund","7.19","7","517","7.15","7.23"
"1995","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1995","(noch) kein Abschluss","kein Migrationshintergrund","7.5","7","70","7.32","7.68"
"1995","AkademikerIn","direkter Migrationshintergrund","14.96","14.5","191","14.61","15.31"
"1995","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1995","AkademikerIn","kein Migrationshintergrund","16.03","15.5","1537","15.92","16.14"
"1995","Hauptschule","direkter Migrationshintergrund","9.84","9.75","1423","9.8","9.88"
"1995","Hauptschule","indirekter Migrationshintergrund","9.68","9","194","9.57","9.79"
"1995","Hauptschule","kein Migrationshintergrund","10.12","9.75","4508","10.1","10.14"
"1995","Realschule","direkter Migrationshintergrund","11.32","11.25","160","11.2","11.44"
"1995","Realschule","indirekter Migrationshintergrund","10.79","10","116","10.64","10.94"
"1995","Realschule","kein Migrationshintergrund","11.42","11.25","2840","11.4","11.44"
"1996","(Fach-)Abitur","direkter Migrationshintergrund","11.49","10.25","288","11.27","11.71"
"1996","(Fach-)Abitur","indirekter Migrationshintergrund","12.99","12.5","61","12.7","13.28"
"1996","(Fach-)Abitur","kein Migrationshintergrund","13.84","13.75","680","13.77","13.91"
"1996","(noch) kein Abschluss","direkter Migrationshintergrund","7.19","7","473","7.15","7.23"
"1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1996","(noch) kein Abschluss","kein Migrationshintergrund","7.59","7","68","7.4","7.78"
"1996","AkademikerIn","direkter Migrationshintergrund","14.86","14.5","183","14.5","15.22"
"1996","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1996","AkademikerIn","kein Migrationshintergrund","16.03","15.5","1549","15.92","16.14"
"1996","Hauptschule","direkter Migrationshintergrund","9.85","9.75","1349","9.81","9.89"
"1996","Hauptschule","indirekter Migrationshintergrund","9.67","9","207","9.56","9.78"
"1996","Hauptschule","kein Migrationshintergrund","10.14","9.75","4390","10.12","10.16"
"1996","Realschule","direkter Migrationshintergrund","11.3","11.25","149","11.18","11.42"
"1996","Realschule","indirekter Migrationshintergrund","10.86","10.75","127","10.72","11"
"1996","Realschule","kein Migrationshintergrund","11.42","11.25","2840","11.4","11.44"
"1997","(Fach-)Abitur","direkter Migrationshintergrund","11.62","10.25","264","11.39","11.85"
"1997","(Fach-)Abitur","indirekter Migrationshintergrund","13.17","12.5","60","12.88","13.46"
"1997","(Fach-)Abitur","kein Migrationshintergrund","13.84","13.75","695","13.77","13.91"
"1997","(noch) kein Abschluss","direkter Migrationshintergrund","7.18","7","441","7.14","7.22"
"1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1997","(noch) kein Abschluss","kein Migrationshintergrund","7.57","7","68","7.38","7.76"
"1997","AkademikerIn","direkter Migrationshintergrund","14.81","14.5","179","14.45","15.17"
"1997","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1997","AkademikerIn","kein Migrationshintergrund","16.01","15.5","1553","15.9","16.12"
"1997","Hauptschule","direkter Migrationshintergrund","9.85","9.75","1285","9.81","9.89"
"1997","Hauptschule","indirekter Migrationshintergrund","9.59","9","218","9.49","9.69"
"1997","Hauptschule","kein Migrationshintergrund","10.14","9.75","4269","10.12","10.16"
"1997","Realschule","direkter Migrationshintergrund","11.22","11.25","153","11.09","11.35"
"1997","Realschule","indirekter Migrationshintergrund","10.8","10","127","10.66","10.94"
"1997","Realschule","kein Migrationshintergrund","11.42","11.25","2800","11.4","11.44"
"1998","(Fach-)Abitur","direkter Migrationshintergrund","11.64","10.25","260","11.4","11.88"
"1998","(Fach-)Abitur","indirekter Migrationshintergrund","12.96","12.5","68","12.65","13.27"
"1998","(Fach-)Abitur","kein Migrationshintergrund","13.8","13.75","819","13.74","13.86"
"1998","(noch) kein Abschluss","direkter Migrationshintergrund","7.17","7","405","7.12","7.22"
"1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1998","(noch) kein Abschluss","kein Migrationshintergrund","7.61","7","76","7.43","7.79"
"1998","AkademikerIn","direkter Migrationshintergrund","14.66","14.5","187","14.32","15"
"1998","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1998","AkademikerIn","kein Migrationshintergrund","15.96","15.5","1734","15.85","16.07"
"1998","Hauptschule","direkter Migrationshintergrund","9.83","9.75","1225","9.79","9.87"
"1998","Hauptschule","indirekter Migrationshintergrund","9.55","9","221","9.45","9.65"
"1998","Hauptschule","kein Migrationshintergrund","10.12","9.75","4750","10.1","10.14"
"1998","Realschule","direkter Migrationshintergrund","11.17","11.25","142","11.04","11.3"
"1998","Realschule","indirekter Migrationshintergrund","10.91","10.75","137","10.77","11.05"
"1998","Realschule","kein Migrationshintergrund","11.41","11.25","3116","11.39","11.43"
"1999","(Fach-)Abitur","direkter Migrationshintergrund","11.68","10.75","237","11.44","11.92"
"1999","(Fach-)Abitur","indirekter Migrationshintergrund","13.05","12.5","74","12.76","13.34"
"1999","(Fach-)Abitur","kein Migrationshintergrund","13.82","13.75","825","13.76","13.88"
"1999","(noch) kein Abschluss","direkter Migrationshintergrund","7.19","7","385","7.14","7.24"
"1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1999","(noch) kein Abschluss","kein Migrationshintergrund","7.58","7","78","7.41","7.75"
"1999","AkademikerIn","direkter Migrationshintergrund","14.75","14.5","176","14.4","15.1"
"1999","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1999","AkademikerIn","kein Migrationshintergrund","16.02","15.5","1734","15.91","16.13"
"1999","Hauptschule","direkter Migrationshintergrund","9.84","9.75","1141","9.8","9.88"
"1999","Hauptschule","indirekter Migrationshintergrund","9.61","9","229","9.51","9.71"
"1999","Hauptschule","kein Migrationshintergrund","10.14","9.75","4655","10.12","10.16"
"1999","Realschule","direkter Migrationshintergrund","11.12","11.25","133","10.99","11.25"
"1999","Realschule","indirekter Migrationshintergrund","10.9","10.75","131","10.76","11.04"
"1999","Realschule","kein Migrationshintergrund","11.4","11.25","3117","11.38","11.42"
"2000","(Fach-)Abitur","direkter Migrationshintergrund","11.74","10.75","498","11.58","11.9"
"2000","(Fach-)Abitur","indirekter Migrationshintergrund","13.04","12.5","123","12.81","13.27"
"2000","(Fach-)Abitur","kein Migrationshintergrund","13.83","13.75","1731","13.79","13.87"
"2000","(noch) kein Abschluss","direkter Migrationshintergrund","7.25","7","324","7.19","7.31"
"2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2000","(noch) kein Abschluss","kein Migrationshintergrund","7.45","7","90","7.3","7.6"
"2000","AkademikerIn","direkter Migrationshintergrund","14.61","13.5","397","14.38","14.84"
"2000","AkademikerIn","indirekter Migrationshintergrund","16.68","15.5","53","16.24","17.12"
"2000","AkademikerIn","kein Migrationshintergrund","16.17","15.5","3363","16.1","16.24"
"2000","Hauptschule","direkter Migrationshintergrund","9.91","9.75","1747","9.87","9.95"
"2000","Hauptschule","indirekter Migrationshintergrund","9.83","9.75","337","9.74","9.92"
"2000","Hauptschule","kein Migrationshintergrund","10.23","9.75","8595","10.22","10.24"
"2000","Realschule","direkter Migrationshintergrund","11.23","11.25","255","11.13","11.33"
"2000","Realschule","indirekter Migrationshintergrund","11.02","10.75","232","10.91","11.13"
"2000","Realschule","kein Migrationshintergrund","11.52","11.25","5802","11.51","11.53"
"2001","(Fach-)Abitur","direkter Migrationshintergrund","11.59","10.75","458","11.42","11.76"
"2001","(Fach-)Abitur","indirekter Migrationshintergrund","13","12.5","120","12.76","13.24"
"2001","(Fach-)Abitur","kein Migrationshintergrund","13.83","13.75","1644","13.79","13.87"
"2001","(noch) kein Abschluss","direkter Migrationshintergrund","7.17","7","229","7.11","7.23"
"2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2001","(noch) kein Abschluss","kein Migrationshintergrund","7.56","7","84","7.4","7.72"
"2001","AkademikerIn","direkter Migrationshintergrund","14.42","13.5","359","14.18","14.66"
"2001","AkademikerIn","indirekter Migrationshintergrund","16.78","17.5","55","16.35","17.21"
"2001","AkademikerIn","kein Migrationshintergrund","16.2","15.5","3132","16.13","16.27"
"2001","Hauptschule","direkter Migrationshintergrund","9.89","9.75","1562","9.85","9.93"
"2001","Hauptschule","indirekter Migrationshintergrund","9.83","9.75","301","9.74","9.92"
"2001","Hauptschule","kein Migrationshintergrund","10.24","9.75","7530","10.22","10.26"
"2001","Realschule","direkter Migrationshintergrund","11.19","11.25","230","11.09","11.29"
"2001","Realschule","indirekter Migrationshintergrund","10.99","10.75","203","10.87","11.11"
"2001","Realschule","kein Migrationshintergrund","11.53","11.25","5344","11.52","11.54"
"2002","(Fach-)Abitur","direkter Migrationshintergrund","11.56","10.75","441","11.39","11.73"
"2002","(Fach-)Abitur","indirekter Migrationshintergrund","13.19","12.5","129","12.97","13.41"
"2002","(Fach-)Abitur","kein Migrationshintergrund","13.82","13.75","1886","13.78","13.86"
"2002","(noch) kein Abschluss","direkter Migrationshintergrund","7.17","7","206","7.11","7.23"
"2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2002","(noch) kein Abschluss","kein Migrationshintergrund","7.52","7","79","7.35","7.69"
"2002","AkademikerIn","direkter Migrationshintergrund","14.27","13.5","390","14.04","14.5"
"2002","AkademikerIn","indirekter Migrationshintergrund","16.79","17.5","66","16.38","17.2"
"2002","AkademikerIn","kein Migrationshintergrund","16.19","15.5","4095","16.13","16.25"
"2002","Hauptschule","direkter Migrationshintergrund","9.88","9.75","1440","9.84","9.92"
"2002","Hauptschule","indirekter Migrationshintergrund","9.86","9.75","261","9.76","9.96"
"2002","Hauptschule","kein Migrationshintergrund","10.24","9.75","7218","10.22","10.26"
"2002","Realschule","direkter Migrationshintergrund","11.18","11.25","227","11.08","11.28"
"2002","Realschule","indirekter Migrationshintergrund","11.06","10.75","207","10.94","11.18"
"2002","Realschule","kein Migrationshintergrund","11.52","11.25","5556","11.51","11.53"
"2003","(Fach-)Abitur","direkter Migrationshintergrund","11.67","10.75","406","11.49","11.85"
"2003","(Fach-)Abitur","indirekter Migrationshintergrund","13.15","12.5","137","12.94","13.36"
"2003","(Fach-)Abitur","kein Migrationshintergrund","13.84","13.75","1867","13.8","13.88"
"2003","(noch) kein Abschluss","direkter Migrationshintergrund","7.16","7","183","7.1","7.22"
"2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2003","(noch) kein Abschluss","kein Migrationshintergrund","7.52","7","88","7.36","7.68"
"2003","AkademikerIn","direkter Migrationshintergrund","14.2","13.5","368","13.96","14.44"
"2003","AkademikerIn","indirekter Migrationshintergrund","16.92","17.5","63","16.52","17.32"
"2003","AkademikerIn","kein Migrationshintergrund","16.22","15.5","3915","16.16","16.28"
"2003","Hauptschule","direkter Migrationshintergrund","9.89","9.75","1360","9.85","9.93"
"2003","Hauptschule","indirekter Migrationshintergrund","9.89","9.75","257","9.79","9.99"
"2003","Hauptschule","kein Migrationshintergrund","10.24","9.75","6841","10.22","10.26"
"2003","Realschule","direkter Migrationshintergrund","11.21","11.25","210","11.11","11.31"
"2003","Realschule","indirekter Migrationshintergrund","11.07","10.75","204","10.95","11.19"
"2003","Realschule","kein Migrationshintergrund","11.52","11.25","5370","11.51","11.53"
"2004","(Fach-)Abitur","direkter Migrationshintergrund","11.62","10.75","395","11.43","11.81"
"2004","(Fach-)Abitur","indirekter Migrationshintergrund","13.17","12.5","142","12.96","13.38"
"2004","(Fach-)Abitur","kein Migrationshintergrund","13.86","13.75","1861","13.82","13.9"
"2004","(noch) kein Abschluss","direkter Migrationshintergrund","7.22","7","176","7.15","7.29"
"2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2004","(noch) kein Abschluss","kein Migrationshintergrund","7.58","7","83","7.41","7.75"
"2004","AkademikerIn","direkter Migrationshintergrund","14.15","13.5","356","13.91","14.39"
"2004","AkademikerIn","indirekter Migrationshintergrund","16.85","17.5","61","16.44","17.26"
"2004","AkademikerIn","kein Migrationshintergrund","16.22","15.5","3867","16.16","16.28"
"2004","Hauptschule","direkter Migrationshintergrund","9.9","9.75","1299","9.86","9.94"
"2004","Hauptschule","indirekter Migrationshintergrund","9.86","9.75","259","9.76","9.96"
"2004","Hauptschule","kein Migrationshintergrund","10.24","9.75","6515","10.22","10.26"
"2004","Realschule","direkter Migrationshintergrund","11.26","11.25","204","11.16","11.36"
"2004","Realschule","indirekter Migrationshintergrund","11.1","10.75","200","10.98","11.22"
"2004","Realschule","kein Migrationshintergrund","11.52","11.25","5219","11.51","11.53"
"2005","(Fach-)Abitur","direkter Migrationshintergrund","11.57","10.75","372","11.38","11.76"
"2005","(Fach-)Abitur","indirekter Migrationshintergrund","13.02","12.5","142","12.82","13.22"
"2005","(Fach-)Abitur","kein Migrationshintergrund","13.87","13.75","1782","13.83","13.91"
"2005","(noch) kein Abschluss","direkter Migrationshintergrund","7.21","7","165","7.14","7.28"
"2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2005","(noch) kein Abschluss","kein Migrationshintergrund","7.54","7","79","7.36","7.72"
"2005","AkademikerIn","direkter Migrationshintergrund","14.04","13.5","337","13.79","14.29"
"2005","AkademikerIn","indirekter Migrationshintergrund","16.7","17.5","69","16.31","17.09"
"2005","AkademikerIn","kein Migrationshintergrund","16.27","16.5","3746","16.21","16.33"
"2005","Hauptschule","direkter Migrationshintergrund","9.9","9.75","1189","9.85","9.95"
"2005","Hauptschule","indirekter Migrationshintergrund","9.91","9.75","263","9.81","10.01"
