"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"1991","Realschule","11.35","11.25","3150","10","11.5","11.5","12","12","11.33","11.37","9","12","11.5","11.5"
"1992","(Fach-)Abitur","13.54","13.25","897","12","13","14.5","15","15","13.43","13.65","9","15","13","13.5"
"1992","(noch) kein Abschluss","7.22","7","687","7","7","7","8.5","9","7.18","7.26","7","9","7","7"
"1992","AkademikerIn","15.97","15.5","1645","13","13","18","18","18","15.86","16.08","10","18","16","16"
"1992","Hauptschule","10.06","9.75","6539","9","9","10.5","11","11","10.04","10.08","9","11","10.5","10.5"
"1992","Realschule","11.36","11.25","3104","10","11.5","11.5","12","12","11.34","11.38","9","12","11.5","11.5"
"1993","(Fach-)Abitur","13.53","13.25","910","12","13","14.5","15","15","13.42","13.64","9","15","13","13.5"
"1993","(noch) kein Abschluss","7.2","7","670","7","7","7","8.5","9","7.16","7.24","7","9","7","7"
"1993","AkademikerIn","15.98","15.5","1626","13","13","18","18","18","15.87","16.09","10","18","16","16"
"1993","Hauptschule","10.07","9.75","6347","9","9","10.5","10.5","11","10.05","10.09","9","11","10.5","10.5"
"1993","Realschule","11.36","11.25","3096","10","11.5","11.5","12","12","11.34","11.38","9","12","11.5","11.5"
"1994","(Fach-)Abitur","13.53","13.25","921","12","13","14.5","15","15","13.43","13.63","9","15","13","13.5"
"1994","(noch) kein Abschluss","7.21","7","618","7","7","7","8.5","9","7.17","7.25","7","9","7","7"
"1994","AkademikerIn","16.02","16.5","1639","13","13","18","18","18","15.91","16.13","10","18","16","16"
"1994","Hauptschule","10.08","9.75","6103","9","9","10.5","11","11","10.06","10.1","9","11","10.5","10.5"
"1994","Realschule","11.39","11.25","3048","10","11.5","11.5","12","12","11.37","11.41","9","12","11.5","11.5"
"1995","(Fach-)Abitur","13.26","13.25","1061","10.5","13","14.5","15","15","13.16","13.36","9","15","13","13"
"1995","(noch) kein Abschluss","7.28","7","601","7","7","7","8.5","9","7.24","7.32","7","9","7","7"
"1995","AkademikerIn","15.88","15.5","1740","13","13","18","18","18","15.77","15.99","10","18","16","16"
"1995","Hauptschule","10.08","9.75","6125","9","9","10.5","10.5","11","10.06","10.1","9","11","10.5","10.5"
"1995","Realschule","11.4","11.25","3116","10","11.5","11.5","12","12","11.38","11.42","9","12","11.5","11.5"
"1996","(Fach-)Abitur","13.3","13.25","1029","10.5","13","14.5","15","15","13.2","13.4","9","15","13","13"
"1996","(noch) kein Abschluss","7.3","7","553","7","7","7","8.5","9","7.25","7.35","7","9","7","7"
"1996","AkademikerIn","15.88","15.5","1748","13","13","18","18","18","15.77","15.99","10","18","16","16"
"1996","Hauptschule","10.09","9.75","5946","9","9","10.5","10.5","11","10.07","10.11","9","11","10.5","10.5"
"1996","Realschule","11.4","11.25","3116","10","11.5","11.5","12","12","11.38","11.42","9","12","11.5","11.5"
"1997","(Fach-)Abitur","13.37","13.25","1019","10.5","13","14.5","15","15","13.27","13.47","9","15","13","13.5"
"1997","(noch) kein Abschluss","7.29","7","520","7","7","7","8.5","9","7.24","7.34","7","9","7","7"
"1997","AkademikerIn","15.86","15.5","1750","13","13","18","18","18","15.75","15.97","10","18","16","16"
"1997","Hauptschule","10.09","9.75","5772","9","9","10.5","10.5","11","10.07","10.11","9","11","10.5","10.5"
"1997","Realschule","11.39","11.25","3080","10","11.5","11.5","12","12","11.37","11.41","9","12","11.5","11.5"
"1998","(Fach-)Abitur","13.34","13.25","1147","10.5","13","14.5","15","15","13.25","13.43","9","15","13","13.5"
"1998","(noch) kein Abschluss","7.29","7","493","7","7","7","8.5","9","7.24","7.34","7","9","7","7"
"1998","AkademikerIn","15.82","15.5","1944","13","13","18","18","18","15.72","15.92","10","18","16","16"
"1998","Hauptschule","10.07","9.75","6196","9","9","10.5","10.5","11","10.05","10.09","9","11","10.5","10.5"
"1998","Realschule","11.38","11.25","3395","10","11.5","11.5","12","12","11.36","11.4","9","12","11.5","11.5"
"1999","(Fach-)Abitur","13.38","13.25","1136","11","13","14.5","15","15","13.29","13.47","9","15","13","13.5"
"1999","(noch) kein Abschluss","7.3","7","475","7","7","7","8.5","9","7.25","7.35","7","9","7","7"
"1999","AkademikerIn","15.88","15.5","1935","13","13","18","18","18","15.78","15.98","10","18","16","16"
"1999","Hauptschule","10.09","9.75","6025","9","9","10.5","10.5","11","10.07","10.11","9","11","10.5","10.5"
"1999","Realschule","11.37","11.25","3381","10","11.5","11.5","12","12","11.35","11.39","9","12","11.5","11.5"
"2000","(Fach-)Abitur","13.37","13.25","2352","11","13","14.5","15","15","13.31","13.43","9","15","13.5","13.5"
"2000","(noch) kein Abschluss","7.3","7","422","7","7","7","8.5","9","7.24","7.36","7","9","7","7"
"2000","AkademikerIn","15.99","15.5","3813","13","15","18","18","18","15.92","16.06","10","18","16","16"
"2000","Hauptschule","10.17","9.75","10679","9","9","10.5","11","11","10.16","10.18","9","11","10.5","10.5"
"2000","Realschule","11.49","11.25","6289","10","11.5","12","12","12","11.48","11.5","9","12","11.5","11.5"
"2001","(Fach-)Abitur","13.35","13.25","2222","10.5","13","14.5","15","15","13.29","13.41","9","15","13.5","13.5"
"2001","(noch) kein Abschluss","7.31","7","322","7","7","7","8.5","9","7.25","7.37","7","9","7","7"
"2001","AkademikerIn","15.99","15.5","3546","13","15","18","18","18","15.92","16.06","10","18","16","16"
"2001","Hauptschule","10.18","9.75","9393","9","9","10.5","11","11","10.17","10.19","9","11","10.5","10.5"
"2001","Realschule","11.5","11.25","5777","10","11.5","12","12","12","11.48","11.52","9","12","11.5","11.5"
"2002","(Fach-)Abitur","13.31","13.25","2456","10.5","13","14.5","15","15","13.25","13.37","9","15","13.5","13.5"
"2002","(noch) kein Abschluss","7.29","7","294","7","7","7","8.5","9","7.22","7.36","7","9","7","7"
"2002","AkademikerIn","15.96","15.5","4551","13","15","18","18","18","15.9","16.02","10","18","17","18"
"2002","Hauptschule","10.18","9.75","8919","9","9","10.5","11","11","10.17","10.19","9","11","10.5","10.5"
"2002","Realschule","11.49","11.25","5990","10","11.5","12","12","12","11.48","11.5","9","12","11.5","11.5"
"2003","(Fach-)Abitur","13.37","13.25","2410","11","13","14.5","15","15","13.31","13.43","9","15","13.5","13.5"
"2003","(noch) kein Abschluss","7.3","7","280","7","7","7","8.5","9","7.23","7.37","7","9","7","7"
"2003","AkademikerIn","15.98","15.5","4346","13","15","18","18","18","15.92","16.04","10","18","17","18"
"2003","Hauptschule","10.18","9.75","8458","9","9","10.5","11","11","10.16","10.2","9","11","10.5","10.5"
"2003","Realschule","11.49","11.25","5784","10","11.5","12","12","12","11.48","11.5","9","12","11.5","11.5"
"2004","(Fach-)Abitur","13.37","13.25","2398","11","13","14.5","15","15","13.31","13.43","9","15","13.5","13.5"
"2004","(noch) kein Abschluss","7.35","7","268","7","7","7","8.5","9","7.27","7.43","7","9","7","7"
"2004","AkademikerIn","15.97","15.5","4284","13","15","18","18","18","15.91","16.03","10","18","17","18"
"2004","Hauptschule","10.18","9.75","8073","9","9","10.5","11","11","10.16","10.2","9","11","10.5","10.5"
"2004","Realschule","11.5","11.25","5623","10","11.5","12","12","12","11.48","11.52","9","12","11.5","11.5"
"2005","(Fach-)Abitur","13.36","13.25","2296","11","13","14.5","15","15","13.3","13.42","9","15","13.5","13.5"
"2005","(noch) kein Abschluss","7.34","7","251","7","7","7","8.5","9","7.26","7.42","7","9","7","7"
"2005","AkademikerIn","16.01","15.5","4152","13","15","18","18","18","15.95","16.07","10","18","17","18"
"2005","Hauptschule","10.18","9.75","7571","9","9","10.5","11","11","10.16","10.2","9","11","10.5","10.5"
"2005","Realschule","11.49","11.25","5386","10","11.5","12","12","12","11.47","11.51","9","12","11.5","11.5"
"2006","(Fach-)Abitur","13.32","13.25","2456","10.5","13","14.5","15","15","13.26","13.38","9","15","13.5","13.5"
"2006","(noch) kein Abschluss","7.32","7","243","7","7","7","8.5","9","7.24","7.4","7","9","7","7"
"2006","AkademikerIn","16.06","15.5","4554","13","15","18","18","18","16","16.12","10","18","17","18"
"2006","Hauptschule","10.18","9.75","8134","9","9","10.5","11","11","10.16","10.2","9","11","10.5","10.5"
"2006","Realschule","11.49","11.25","5782","10","11.5","12","12","12","11.48","11.5","9","12","11.5","11.5"
"2007","(Fach-)Abitur","13.32","13.25","2362","10.5","13","14.5","15","15","13.26","13.38","9","15","13.5","13.5"
"2007","(noch) kein Abschluss","7.3","7","214","7","7","7","8.5","9","7.22","7.38","7","9","7","7"
"2007","AkademikerIn","16.11","15.5","4364","13","15","18","18","18","16.05","16.17","10","18","17","18"
"2007","Hauptschule","10.19","9.75","7361","9","9","10.5","11","11","10.17","10.21","9","11","10.5","10.5"
"2007","Realschule","11.49","11.25","5435","10","11.5","12","12","12","11.48","11.5","9","12","11.5","11.5"
"2008","(Fach-)Abitur","13.3","13.25","2174","10.5","13","14.5","15","15","13.24","13.36","9","15","13.5","13.5"
"2008","(noch) kein Abschluss","7.33","7","188","7","7","7","8.5","9","7.24","7.42","7","9","7","7"
"2008","AkademikerIn","16.15","15.5","4164","13","15","18","18","18","16.09","16.21","10","18","17","18"
"2008","Hauptschule","10.19","9.75","6838","9","9","10.5","11","11","10.17","10.21","9","11","10.5","10.5"
"2008","Realschule","11.49","11.25","5146","10","11.5","12","12","12","11.47","11.51","9","12","11.5","11.5"
"2009","(Fach-)Abitur","13.34","13.25","2005","11","13","14.5","15","15","13.28","13.4","9","15","13.5","13.5"
"2009","(noch) kein Abschluss","7.35","7","171","7","7","7","8.5","9","7.25","7.45","7","9","7","7"
"2009","AkademikerIn","16.15","16.5","4000","13","15","18","18","18","16.09","16.21","10","18","17","18"
"2009","Hauptschule","10.21","9.75","6235","9","10.5","10.5","11","11","10.19","10.23","9","11","10.5","10.5"
"2009","Realschule","11.5","11.25","4831","10","11.5","12","12","12","11.48","11.52","9","12","11.5","11.5"
"2010","(Fach-)Abitur","13.29","13.25","3062","11","13","14.5","15","15","13.23","13.35","9","15","13.5","14"
"2010","(noch) kein Abschluss","7.37","7","358","7","7","7","8.5","9","7.3","7.44","7","9","7","7"
"2010","AkademikerIn","16.08","15.5","5323","13","15","18","18","18","16.02","16.14","10","18","18","18"
"2010","Hauptschule","10.19","9.75","7531","9","9","10.5","11","11","10.17","10.21","9","11","10.5","10.5"
"2010","Realschule","11.49","11.25","6826","10","11.5","12","12","12","11.48","11.5","9","12","11.5","11.5"
"2011","(Fach-)Abitur","13.26","13.25","3635","10.5","13","14.5","15","15","13.21","13.31","9","15","13.5","14"
"2011","(noch) kein Abschluss","7.35","7","425","7","7","7","8.5","9","7.29","7.41","7","9","7","7"
"2011","AkademikerIn","16.14","15.5","6148","13","15","18","18","18","16.09","16.19","10","18","18","18"
"2011","Hauptschule","10.19","9.75","8990","9","9","10.5","11","11","10.18","10.2","9","11","10.5","10.5"
"2011","Realschule","11.48","11.25","7964","10","11.5","12","12","12","11.47","11.49","9","12","11.5","11.5"
"2012","(Fach-)Abitur","13.24","13.25","3557","10.5","13","14.5","15","15","13.19","13.29","9","15","13.5","14"
"2012","(noch) kein Abschluss","7.37","7","418","7","7","7","8.5","9","7.31","7.43","7","9","7","7"
"2012","AkademikerIn","16.11","15.5","6076","12","15","18","18","18","16.06","16.16","10","18","18","18"
"2012","Hauptschule","10.18","9.75","8706","9","9","10.5","11","11","10.16","10.2","9","11","10.5","10.5"
"2012","Realschule","11.48","11.25","7805","10","11.5","12","12","12","11.47","11.49","9","12","11.5","11.5"
"2013","(Fach-)Abitur","13.12","13.25","4465","10.5","13","14.5","15","15","13.06","13.18","9","15","13","13"
"2013","(noch) kein Abschluss","7.36","7","676","7","7","7","8.5","9","7.32","7.4","7","9","7","7"
"2013","AkademikerIn","16.09","15.5","6776","12","15","18","18","18","16.04","16.14","10","18","16","16"
"2013","Hauptschule","10.17","9.75","9466","9","9","10.5","11","11","10.16","10.18","9","11","10.5","10.5"
"2013","Realschule","11.47","11.25","7852","10","11.5","12","12","12","11.46","11.48","9","12","11.5","11.5"
"2014","(Fach-)Abitur","13.13","13.25","3954","10.5","13","14.5","15","15","13.07","13.19","9","15","13","13.5"
"2014","(noch) kein Abschluss","7.37","7","544","7","7","7","8.5","9","7.32","7.42","7","9","7","7"
"2014","AkademikerIn","16.09","15.5","6125","12","15","18","18","18","16.03","16.15","10","18","16","17"
"2014","Hauptschule","10.17","9.75","8261","9","9","10.5","11","11","10.15","10.19","9","11","10.5","10.5"
"2014","Realschule","11.47","11.25","6949","10","11.5","12","12","12","11.46","11.48","9","12","11.5","11.5"
"2015","(Fach-)Abitur","13.03","13.25","4171","10.5","12","14.5","15","15","12.97","13.09","9","15","13","13"
"2015","(noch) kein Abschluss","7.33","7","586","7","7","7","8.5","9","7.28","7.38","7","9","7","7"
"2015","AkademikerIn","16.1","15.5","6317","12","15","18","18","18","16.04","16.16","10","18","16","16"
"2015","Hauptschule","10.17","9.75","7870","9","9","10.5","11","11","10.15","10.19","9","11","10.5","10.5"
"2015","Realschule","11.47","11.25","6648","10","11.5","12","12","12","11.46","11.48","9","12","11.5","11.5"
"2016","(Fach-)Abitur","13.03","13.25","4222","10.5","12","14.5","15","15","12.96","13.1","9","15","13","13"
"2016","(noch) kein Abschluss","7.31","7","1502","7","7","7","8.5","9","7.29","7.33","7","9","7","7"
"2016","AkademikerIn","16.08","15.5","6369","12","15","18","18","18","16.02","16.14","10","18","16","16"
"2016","Hauptschule","10.16","9.75","7669","9","9","10.5","11","11","10.14","10.18","9","11","10.5","10.5"
"2016","Realschule","11.46","11.25","6127","10","11.5","12","12","12","11.44","11.48","9","12","11.5","11.5"
"2017","(Fach-)Abitur","13.01","13.25","4841","10.5","12","14.5","15","15","12.95","13.07","9","15","13","13"
"2017","(noch) kein Abschluss","7.29","7","1924","7","7","7","8.5","9","7.27","7.31","7","9","7","7"
"2017","AkademikerIn","16.11","16.5","7095","12","15","18","18","18","16.05","16.17","10","18","16","16"
"2017","Hauptschule","10.14","9.75","8111","9","9","10.5","11","11","10.12","10.16","9","11","10.5","10.5"
"2017","Realschule","11.46","11.25","7021","10","11.5","12","12","12","11.45","11.47","10","12","11.5","11.5"
"2018","(Fach-)Abitur","13.04","13.25","4648","10.5","13","14.5","15","15","12.98","13.1","9","15","13","13"
"2018","(noch) kein Abschluss","7.24","7","1838","7","7","7","8.5","9","7.22","7.26","7","9","7","7"
"2018","AkademikerIn","16.08","15.5","6817","12","15","18","18","18","16.02","16.14","10","18","16","16"
"2018","Hauptschule","10.14","9.75","7634","9","9","10.5","11","11","10.12","10.16","9","11","10.5","10.5"
"2018","Realschule","11.48","11.25","6758","10","11.5","12","12","12","11.47","11.49","10","12","11.5","11.5"
"2019","(Fach-)Abitur","13.08","13.25","4698","10.5","13","14.5","15","15","13.02","13.14","9","15","13","13"
"2019","(noch) kein Abschluss","7.25","7","1725","7","7","7","8.5","9","7.23","7.27","7","9","7","7"
"2019","AkademikerIn","16.07","16.5","7426","12","15","18","18","18","16.02","16.12","10","18","16","16"
"2019","Hauptschule","10.14","9.75","6978","9","9","10.5","11","11","10.12","10.16","9","11","10.5","10.5"
"2019","Realschule","11.47","11.25","6859","10","11.5","12","12","12","11.46","11.48","10","12","11.5","11.5"
"2020","(Fach-)Abitur","13.14","13.25","5083","10.5","13","14.5","15","15","13.08","13.2","9","15","13","13"
"2020","(noch) kein Abschluss","7.24","7","1880","7","7","7","8.5","9","7.22","7.26","7","9","7","7"
"2020","AkademikerIn","16.15","16.5","7565","12","15","18","18","18","16.09","16.21","10","18","16","16"
"2020","Hauptschule","10.13","9.75","6788","9","9","10.5","11","11","10.11","10.15","9","11","10.5","10.5"
"2020","Realschule","11.47","11.25","6330","10","11.5","12","12","12","11.45","11.49","10","12","11.5","11.5"
