year,regtyp,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Urban regions,Owner,No,0.10681,142,1366,0.09043,0.12320
1992,Urban regions,Tenant,Yes,0.29421,820,2910,0.27766,0.31077
1992,Urban regions,Tenant,No,0.70579,2090,2910,0.68923,0.72234
1992,Rural regions,Owner,Yes,0.93386,886,953,0.91807,0.94964
1992,Rural regions,Owner,No,0.06614,67,953,0.05036,0.08193
1992,Rural regions,Tenant,Yes,0.40581,458,1147,0.37738,0.43424
1992,Rural regions,Tenant,No,0.59419,689,1147,0.56576,0.62262
1993,Urban regions,Owner,Yes,0.88895,1208,1349,0.87218,0.90572
1993,Urban regions,Owner,No,0.11105,141,1349,0.09428,0.12782
1993,Urban regions,Tenant,Yes,0.30840,860,2893,0.29157,0.32523
1993,Urban regions,Tenant,No,0.69160,2033,2893,0.67477,0.70843
1993,Rural regions,Owner,Yes,0.92756,877,950,0.91107,0.94406
1993,Rural regions,Owner,No,0.07244,73,950,0.05594,0.08893
1993,Rural regions,Tenant,Yes,0.40032,453,1163,0.37214,0.42849
1993,Rural regions,Tenant,No,0.59968,710,1163,0.57151,0.62786
1994,Urban regions,Owner,Yes,0.89213,1195,1337,0.87550,0.90877
1994,Urban regions,Owner,No,0.10787,142,1337,0.09123,0.12450
1994,Urban regions,Tenant,Yes,0.31655,855,2828,0.29941,0.33370
1994,Urban regions,Tenant,No,0.68345,1973,2828,0.66630,0.70059
1994,Rural regions,Owner,Yes,0.92735,899,969,0.91100,0.94370
1994,Rural regions,Owner,No,0.07265,70,969,0.05630,0.08900
1994,Rural regions,Tenant,Yes,0.40389,439,1124,0.37519,0.43259
1994,Rural regions,Tenant,No,0.59611,685,1124,0.56741,0.62481
1995,Urban regions,Owner,Yes,0.88113,1216,1375,0.86402,0.89825
1995,Urban regions,Owner,No,0.11887,159,1375,0.10175,0.13598
1995,Urban regions,Tenant,Yes,0.30401,853,2921,0.28732,0.32069
1995,Urban regions,Tenant,No,0.69599,2068,2921,0.67931,0.71268
1995,Rural regions,Owner,Yes,0.93251,890,955,0.91659,0.94843
1995,Rural regions,Owner,No,0.06749,65,955,0.05157,0.08341
1995,Rural regions,Tenant,Yes,0.42134,481,1187,0.39324,0.44944
1995,Rural regions,Tenant,No,0.57866,706,1187,0.55056,0.60676
1996,Urban regions,Owner,Yes,0.88556,1219,1374,0.86872,0.90240
1996,Urban regions,Owner,No,0.11444,155,1374,0.09760,0.13128
1996,Urban regions,Tenant,Yes,0.30025,833,2868,0.28347,0.31703
1996,Urban regions,Tenant,No,0.69975,2035,2868,0.68297,0.71653
1996,Rural regions,Owner,Yes,0.92870,921,989,0.91265,0.94474
1996,Rural regions,Owner,No,0.07130,68,989,0.05526,0.08735
1996,Rural regions,Tenant,Yes,0.41357,467,1149,0.38509,0.44206
1996,Rural regions,Tenant,No,0.58643,682,1149,0.55794,0.61491
1997,Urban regions,Owner,Yes,0.88247,1229,1396,0.86557,0.89937
1997,Urban regions,Owner,No,0.11753,167,1396,0.10063,0.13443
1997,Urban regions,Tenant,Yes,0.30618,842,2778,0.28904,0.32332
1997,Urban regions,Tenant,No,0.69382,1936,2778,0.67668,0.71096
1997,Rural regions,Owner,Yes,0.93917,944,1007,0.92439,0.95394
1997,Rural regions,Owner,No,0.06083,63,1007,0.04606,0.07561
1997,Rural regions,Tenant,Yes,0.41016,441,1115,0.38128,0.43905
1997,Rural regions,Tenant,No,0.58984,674,1115,0.56095,0.61872
1998,Urban regions,Owner,Yes,0.86446,1472,1678,0.84808,0.88084
1998,Urban regions,Owner,No,0.13554,206,1678,0.11916,0.15192
1998,Urban regions,Tenant,Yes,0.28672,944,3211,0.27107,0.30236
1998,Urban regions,Tenant,No,0.71328,2267,3211,0.69764,0.72893
1998,Rural regions,Owner,Yes,0.92452,1127,1218,0.90968,0.93936
1998,Rural regions,Owner,No,0.07548,91,1218,0.06064,0.09032
1998,Rural regions,Tenant,Yes,0.36465,435,1257,0.33803,0.39127
1998,Rural regions,Tenant,No,0.63535,822,1257,0.60873,0.66197
1999,Urban regions,Owner,Yes,0.85994,1442,1651,0.84319,0.87668
1999,Urban regions,Owner,No,0.14006,209,1651,0.12332,0.15681
1999,Urban regions,Tenant,Yes,0.28917,896,3005,0.27296,0.30538
1999,Urban regions,Tenant,No,0.71083,2109,3005,0.69462,0.72704
1999,Rural regions,Owner,Yes,0.93518,1112,1194,0.92121,0.94916
1999,Rural regions,Owner,No,0.06482,82,1194,0.05084,0.07879
1999,Rural regions,Tenant,Yes,0.36358,424,1206,0.33642,0.39074
1999,Rural regions,Tenant,No,0.63642,782,1206,0.60926,0.66358
2000,Urban regions,Owner,Yes,0.85495,3034,3466,0.84322,0.86667
2000,Urban regions,Owner,No,0.14505,432,3466,0.13333,0.15678
2000,Urban regions,Tenant,Yes,0.29567,1549,4996,0.28302,0.30833
2000,Urban regions,Tenant,No,0.70433,3447,4996,0.69167,0.71698
2000,Rural regions,Owner,Yes,0.93414,2162,2314,0.92404,0.94425
2000,Rural regions,Owner,No,0.06586,152,2314,0.05575,0.07596
2000,Rural regions,Tenant,Yes,0.38541,765,2001,0.36408,0.40674
2000,Rural regions,Tenant,No,0.61459,1236,2001,0.59326,0.63592
2001,Urban regions,Owner,Yes,0.84820,2702,3101,0.83556,0.86083
2001,Urban regions,Owner,No,0.15180,399,3101,0.13917,0.16444
2001,Urban regions,Tenant,Yes,0.30505,1444,4529,0.29163,0.31846
2001,Urban regions,Tenant,No,0.69495,3085,4529,0.68154,0.70837
2001,Rural regions,Owner,Yes,0.93904,1979,2114,0.92884,0.94924
2001,Rural regions,Owner,No,0.06096,135,2114,0.05076,0.07116
2001,Rural regions,Tenant,Yes,0.38019,669,1742,0.35738,0.40299
2001,Rural regions,Tenant,No,0.61981,1073,1742,0.59701,0.64262
2002,Urban regions,Owner,Yes,0.84735,3173,3616,0.83563,0.85908
2002,Urban regions,Owner,No,0.15265,443,3616,0.14092,0.16437
2002,Urban regions,Tenant,Yes,0.29941,1447,4446,0.28595,0.31288
2002,Urban regions,Tenant,No,0.70059,2999,4446,0.68712,0.71405
2002,Rural regions,Owner,Yes,0.93127,2031,2164,0.92061,0.94193
2002,Rural regions,Owner,No,0.06873,133,2164,0.05807,0.07939
2002,Rural regions,Tenant,Yes,0.40034,701,1745,0.37734,0.42333
2002,Rural regions,Tenant,No,0.59966,1044,1745,0.57667,0.62266
2003,Urban regions,Owner,Yes,0.84913,3067,3500,0.83727,0.86099
2003,Urban regions,Owner,No,0.15087,433,3500,0.13901,0.16273
2003,Urban regions,Tenant,Yes,0.30371,1388,4290,0.28994,0.31747
2003,Urban regions,Tenant,No,0.69629,2902,4290,0.68253,0.71006
2003,Rural regions,Owner,Yes,0.93446,1964,2092,0.92385,0.94507
2003,Rural regions,Owner,No,0.06554,128,2092,0.05493,0.07615
2003,Rural regions,Tenant,Yes,0.40725,666,1669,0.38367,0.43083
2003,Rural regions,Tenant,No,0.59275,1003,1669,0.56917,0.61633
2004,Urban regions,Owner,Yes,0.84844,2995,3412,0.83641,0.86048
2004,Urban regions,Owner,No,0.15156,417,3412,0.13952,0.16359
2004,Urban regions,Tenant,Yes,0.30776,1367,4169,0.29375,0.32177
2004,Urban regions,Tenant,No,0.69224,2802,4169,0.67823,0.70625
2004,Rural regions,Owner,Yes,0.93682,1952,2075,0.92635,0.94729
2004,Rural regions,Owner,No,0.06318,123,2075,0.05271,0.07365
2004,Rural regions,Tenant,Yes,0.40609,657,1613,0.38212,0.43007
2004,Rural regions,Tenant,No,0.59391,956,1613,0.56993,0.61788
2005,Urban regions,Owner,Yes,0.84012,2903,3337,0.82768,0.85255
2005,Urban regions,Owner,No,0.15988,434,3337,0.14745,0.17232
2005,Urban regions,Tenant,Yes,0.29967,1347,4196,0.28580,0.31353
2005,Urban regions,Tenant,No,0.70033,2849,4196,0.68647,0.71420
2005,Rural regions,Owner,Yes,0.94292,1937,2046,0.93287,0.95298
2005,Rural regions,Owner,No,0.05708,109,2046,0.04702,0.06713
2005,Rural regions,Tenant,Yes,0.43561,672,1591,0.41124,0.45998
2005,Rural regions,Tenant,No,0.56439,919,1591,0.54002,0.58876
2006,Urban regions,Owner,Yes,0.83552,3211,3705,0.82358,0.84745
2006,Urban regions,Owner,No,0.16448,494,3705,0.15255,0.17642
2006,Urban regions,Tenant,Yes,0.29471,1441,4441,0.28130,0.30812
2006,Urban regions,Tenant,No,0.70529,3000,4441,0.69188,0.71870
2006,Rural regions,Owner,Yes,0.93564,2164,2293,0.92559,0.94568
2006,Rural regions,Owner,No,0.06436,129,2293,0.05432,0.07441
2006,Rural regions,Tenant,Yes,0.40607,736,1794,0.38333,0.42880
2006,Rural regions,Tenant,No,0.59393,1058,1794,0.57120,0.61667
2007,Urban regions,Owner,Yes,0.83793,3010,3468,0.82566,0.85019
2007,Urban regions,Owner,No,0.16207,458,3468,0.14981,0.17434
2007,Urban regions,Tenant,Yes,0.31017,1402,4119,0.29604,0.32430
2007,Urban regions,Tenant,No,0.68983,2717,4119,0.67570,0.70396
2007,Rural regions,Owner,Yes,0.93606,2025,2148,0.92572,0.94641
2007,Rural regions,Owner,No,0.06394,123,2148,0.05359,0.07428
2007,Rural regions,Tenant,Yes,0.42130,726,1689,0.39775,0.44486
2007,Rural regions,Tenant,No,0.57870,963,1689,0.55514,0.60225
2008,Urban regions,Owner,Yes,0.83860,2871,3308,0.82606,0.85114
2008,Urban regions,Owner,No,0.16140,437,3308,0.14886,0.17394
2008,Urban regions,Tenant,Yes,0.31566,1318,3863,0.30100,0.33032
2008,Urban regions,Tenant,No,0.68434,2545,3863,0.66968,0.69900
2008,Rural regions,Owner,Yes,0.93997,1958,2069,0.92973,0.95021
2008,Rural regions,Owner,No,0.06003,111,2069,0.04979,0.07027
2008,Rural regions,Tenant,Yes,0.41725,655,1558,0.39275,0.44174
2008,Rural regions,Tenant,No,0.58275,903,1558,0.55826,0.60725
2009,Urban regions,Owner,Yes,0.83049,2692,3100,0.81728,0.84370
2009,Urban regions,Owner,No,0.16951,408,3100,0.15630,0.18272
2009,Urban regions,Tenant,Yes,0.32962,1278,3591,0.31424,0.34499
2009,Urban regions,Tenant,No,0.67038,2313,3591,0.65501,0.68576
2009,Rural regions,Owner,Yes,0.93123,1843,1963,0.92003,0.94243
2009,Rural regions,Owner,No,0.06877,120,1963,0.05757,0.07997
2009,Rural regions,Tenant,Yes,0.42875,648,1513,0.40380,0.45370
2009,Rural regions,Tenant,No,0.57125,865,1513,0.54630,0.59620
2010,Urban regions,Owner,Yes,0.84110,3362,3833,0.82952,0.85267
2010,Urban regions,Owner,No,0.15890,471,3833,0.14733,0.17048
2010,Urban regions,Tenant,Yes,0.31443,1960,5236,0.30185,0.32701
2010,Urban regions,Tenant,No,0.68557,3276,5236,0.67299,0.69815
2010,Rural regions,Owner,Yes,0.93470,2364,2498,0.92501,0.94439
2010,Rural regions,Owner,No,0.06530,134,2498,0.05561,0.07499
2010,Rural regions,Tenant,Yes,0.42858,1064,2212,0.40795,0.44921
2010,Rural regions,Tenant,No,0.57142,1148,2212,0.55079,0.59205
2011,Urban regions,Owner,Yes,0.82757,4038,4621,0.81668,0.83846
2011,Urban regions,Owner,No,0.17243,583,4621,0.16154,0.18332
2011,Urban regions,Tenant,Yes,0.32471,2316,6128,0.31299,0.33644
2011,Urban regions,Tenant,No,0.67529,3812,6128,0.66356,0.68701
2011,Rural regions,Owner,Yes,0.93826,2940,3099,0.92979,0.94674
2011,Rural regions,Owner,No,0.06174,159,3099,0.05326,0.07021
2011,Rural regions,Tenant,Yes,0.44622,1310,2743,0.42761,0.46483
2011,Rural regions,Tenant,No,0.55378,1433,2743,0.53517,0.57239
2012,Urban regions,Owner,Yes,0.82898,3960,4514,0.81799,0.83996
2012,Urban regions,Owner,No,0.17102,554,4514,0.16004,0.18201
2012,Urban regions,Tenant,Yes,0.33173,2236,5930,0.31975,0.34372
2012,Urban regions,Tenant,No,0.66827,3694,5930,0.65628,0.68025
2012,Rural regions,Owner,Yes,0.93946,2926,3082,0.93104,0.94788
2012,Rural regions,Owner,No,0.06054,156,3082,0.05212,0.06896
2012,Rural regions,Tenant,Yes,0.41996,1289,2772,0.40158,0.43834
2012,Rural regions,Tenant,No,0.58004,1483,2772,0.56166,0.59842
2013,Urban regions,Owner,Yes,0.83271,4088,4681,0.82202,0.84341
2013,Urban regions,Owner,No,0.16729,593,4681,0.15659,0.17798
2013,Urban regions,Tenant,Yes,0.34681,2586,7167,0.33579,0.35783
2013,Urban regions,Tenant,No,0.65319,4581,7167,0.64217,0.66421
2013,Rural regions,Owner,Yes,0.93480,2864,3027,0.92600,0.94360
2013,Rural regions,Owner,No,0.06520,163,3027,0.05640,0.07400
2013,Rural regions,Tenant,Yes,0.41618,1349,2991,0.39851,0.43384
2013,Rural regions,Tenant,No,0.58382,1642,2991,0.56616,0.60149
2014,Urban regions,Owner,Yes,0.82783,3714,4272,0.81651,0.83916
2014,Urban regions,Owner,No,0.17217,558,4272,0.16084,0.18349
2014,Urban regions,Tenant,Yes,0.36165,2306,6122,0.34961,0.37368
2014,Urban regions,Tenant,No,0.63835,3816,6122,0.62632,0.65039
2014,Rural regions,Owner,Yes,0.93537,2642,2779,0.92622,0.94451
2014,Rural regions,Owner,No,0.06463,137,2779,0.05549,0.07378
2014,Rural regions,Tenant,Yes,0.42815,1199,2647,0.40930,0.44700
2014,Rural regions,Tenant,No,0.57185,1448,2647,0.55300,0.59070
2015,Urban regions,Owner,Yes,0.81482,3482,4050,0.80285,0.82678
2015,Urban regions,Owner,No,0.18518,568,4050,0.17322,0.19715
2015,Urban regions,Tenant,Yes,0.33935,2175,6326,0.32768,0.35102
2015,Urban regions,Tenant,No,0.66065,4151,6326,0.64898,0.67232
2015,Rural regions,Owner,Yes,0.92894,2526,2689,0.91923,0.93865
2015,Rural regions,Owner,No,0.07106,163,2689,0.06135,0.08077
2015,Rural regions,Tenant,Yes,0.40300,1175,2689,0.38446,0.42155
2015,Rural regions,Tenant,No,0.59700,1514,2689,0.57845,0.61554
2016,Urban regions,Not included in this version of the questionnaire,Yes,0.21207,343,1451,0.19103,0.23311
2016,Urban regions,Not included in this version of the questionnaire,No,0.78793,1108,1451,0.76689,0.80897
2016,Urban regions,Owner,Yes,0.81809,3253,3770,0.80578,0.83041
2016,Urban regions,Owner,No,0.18191,517,3770,0.16959,0.19422
2016,Urban regions,Tenant,Yes,0.32655,1883,5598,0.31426,0.33883
2016,Urban regions,Tenant,No,0.67345,3715,5598,0.66117,0.68574
2016,Rural regions,Not included in this version of the questionnaire,Yes,0.26001,166,652,0.22632,0.29371
2016,Rural regions,Not included in this version of the questionnaire,No,0.73999,486,652,0.70629,0.77368
2016,Rural regions,Owner,Yes,0.92652,2373,2531,0.91635,0.93669
2016,Rural regions,Owner,No,0.07348,158,2531,0.06331,0.08365
2016,Rural regions,Tenant,Yes,0.41966,1050,2392,0.39988,0.43944
2016,Rural regions,Tenant,No,0.58034,1342,2392,0.56056,0.60012
2017,Urban regions,Not included in this version of the questionnaire,Yes,0.16803,104,526,0.13605,0.20001
2017,Urban regions,Not included in this version of the questionnaire,No,0.83197,422,526,0.79999,0.86395
2017,Urban regions,Owner,Yes,0.81578,3698,4259,0.80414,0.82743
2017,Urban regions,Owner,No,0.18422,561,4259,0.17257,0.19586
2017,Urban regions,Tenant,Yes,0.33392,2397,7238,0.32305,0.34479
2017,Urban regions,Tenant,No,0.66608,4841,7238,0.65521,0.67695
2017,Rural regions,Not included in this version of the questionnaire,Yes,0.34601,97,272,0.28937,0.40265
2017,Rural regions,Not included in this version of the questionnaire,No,0.65399,175,272,0.59735,0.71063
2017,Rural regions,Owner,Yes,0.93172,2641,2804,0.92238,0.94106
2017,Rural regions,Owner,No,0.06828,163,2804,0.05894,0.07762
2017,Rural regions,Tenant,Yes,0.42761,1353,3168,0.41038,0.44484
2017,Rural regions,Tenant,No,0.57239,1815,3168,0.55516,0.58962
2018,Urban regions,Owner,Yes,0.81335,3504,4079,0.80140,0.82531
2018,Urban regions,Owner,No,0.18665,575,4079,0.17469,0.19860
2018,Urban regions,Tenant,Yes,0.33447,2422,7714,0.32394,0.34500
2018,Urban regions,Tenant,No,0.66553,5292,7714,0.65500,0.67606
2018,Rural regions,Owner,Yes,0.92589,2519,2677,0.91596,0.93581
2018,Rural regions,Owner,No,0.07411,158,2677,0.06419,0.08404
2018,Rural regions,Tenant,Yes,0.42311,1283,3222,0.40604,0.44017
2018,Rural regions,Tenant,No,0.57689,1939,3222,0.55983,0.59396
2019,Urban regions,Owner,Yes,0.81012,3056,3559,0.79723,0.82301
2019,Urban regions,Owner,No,0.18988,503,3559,0.17699,0.20277
2019,Urban regions,Tenant,Yes,0.33968,2000,6343,0.32802,0.35133
2019,Urban regions,Tenant,No,0.66032,4343,6343,0.64867,0.67198
2019,Rural regions,Owner,Yes,0.92853,2243,2387,0.91819,0.93886
2019,Rural regions,Owner,No,0.07147,144,2387,0.06114,0.08181
2019,Rural regions,Tenant,Yes,0.42837,1059,2618,0.40941,0.44733
2019,Rural regions,Tenant,No,0.57163,1559,2618,0.55267,0.59059
2020,Urban regions,Owner,Yes,0.81541,3706,4295,0.80381,0.82702
2020,Urban regions,Owner,No,0.18459,589,4295,0.17298,0.19619
2020,Urban regions,Tenant,Yes,0.34962,2738,9077,0.33981,0.35943
2020,Urban regions,Tenant,No,0.65038,6339,9077,0.64057,0.66019
2020,Rural regions,Owner,Yes,0.94365,2558,2693,0.93494,0.95236
2020,Rural regions,Owner,No,0.05635,135,2693,0.04764,0.06506
2020,Rural regions,Tenant,Yes,0.43954,1335,3235,0.42243,0.45664
2020,Rural regions,Tenant,No,0.56046,1900,3235,0.54336,0.57757
2021,Urban regions,Owner,Yes,0.80138,2433,2855,0.78674,0.81602
2021,Urban regions,Owner,No,0.19862,422,2855,0.18398,0.21326
2021,Urban regions,Tenant,Yes,0.35565,1513,4748,0.34203,0.36926
2021,Urban regions,Tenant,No,0.64435,3235,4748,0.63074,0.65797
2021,Rural regions,Owner,Yes,0.92971,1703,1813,0.91794,0.94148
2021,Rural regions,Owner,No,0.07029,110,1813,0.05852,0.08206
2021,Rural regions,Tenant,Yes,0.42958,772,1753,0.40641,0.45276
2021,Rural regions,Tenant,No,0.57042,981,1753,0.54724,0.59359
2022,Urban regions,Owner,Yes,0.81291,4053,4699,0.80176,0.82406
2022,Urban regions,Owner,No,0.18709,646,4699,0.17594,0.19824
2022,Urban regions,Tenant,Yes,0.36428,3161,9114,0.35440,0.37416
2022,Urban regions,Tenant,No,0.63572,5953,9114,0.62584,0.64560
2022,Rural regions,Owner,Yes,0.93453,3005,3159,0.92590,0.94316
2022,Rural regions,Owner,No,0.06547,154,3159,0.05684,0.07410
2022,Rural regions,Tenant,Yes,0.47750,1483,3071,0.45983,0.49517
2022,Rural regions,Tenant,No,0.52250,1588,3071,0.50483,0.54017
