year,hhtyp,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Single parent,Yes,0.48228,364,745,0.44638,0.51819
2000,Single parent,No,0.48579,381,745,0.44988,0.52171
2000,Couple with children,Yes,0.69141,3195,4581,0.67804,0.70479
2000,Couple with children,No,0.29234,1386,4581,0.27917,0.30552
2000,Multi-generational household,Yes,0.71631,121,167,0.64774,0.78489
2000,Multi-generational household,No,0.27358,46,167,0.20576,0.34140
2000,Other Combinations,Yes,0.67937,106,158,0.60637,0.75238
2000,Other Combinations,No,0.30658,52,158,0.23446,0.37870
2001,Single-person household,Yes,0.39390,1160,2860,0.37599,0.41181
2001,Single-person household,No,0.58156,1700,2860,0.56348,0.59964
2001,Couple without children,Yes,0.61536,2193,3543,0.59933,0.63138
2001,Couple without children,No,0.37159,1350,3543,0.35567,0.38750
2001,Single parent,Yes,0.47725,337,687,0.43987,0.51463
2001,Single parent,No,0.48456,350,687,0.44716,0.52195
2001,Couple with children,Yes,0.69877,2910,4117,0.68476,0.71279
2001,Couple with children,No,0.28223,1207,4117,0.26848,0.29598
2001,Multi-generational household,Yes,0.73390,112,156,0.66433,0.80347
2001,Multi-generational household,No,0.24576,44,156,0.17798,0.31353
2001,Other Combinations,Yes,0.65677,82,123,0.57252,0.74102
2001,Other Combinations,No,0.30766,41,123,0.22576,0.38956
2002,Single-person household,Yes,0.39505,1175,2859,0.37713,0.41298
2002,Single-person household,No,0.57796,1684,2859,0.55985,0.59606
2002,Couple without children,Yes,0.62148,2464,3837,0.60613,0.63683
2002,Couple without children,No,0.35892,1373,3837,0.34374,0.37410
2002,Single parent,Yes,0.50127,352,681,0.46369,0.53885
2002,Single parent,No,0.44284,329,681,0.40550,0.48017
2002,Couple with children,Yes,0.69248,3171,4323,0.67872,0.70623
2002,Couple with children,No,0.29049,1152,4323,0.27696,0.30403
2002,Multi-generational household,Yes,0.68872,106,145,0.61309,0.76435
2002,Multi-generational household,No,0.28811,39,145,0.21414,0.36208
2002,Other Combinations,Yes,0.66539,84,126,0.58267,0.74811
2002,Other Combinations,No,0.28562,42,126,0.20643,0.36481
2003,Single-person household,Yes,0.40133,1176,2825,0.38325,0.41941
2003,Single-person household,No,0.56835,1649,2825,0.55008,0.58662
2003,Couple without children,Yes,0.61754,2394,3757,0.60200,0.63309
2003,Couple without children,No,0.36383,1363,3757,0.34844,0.37921
2003,Single parent,Yes,0.47517,342,678,0.43755,0.51279
2003,Single parent,No,0.48109,336,678,0.44345,0.51873
2003,Couple with children,Yes,0.70625,3015,4064,0.69224,0.72025
2003,Couple with children,No,0.27370,1049,4064,0.25999,0.28741
2003,Multi-generational household,Yes,0.67330,84,118,0.58831,0.75828
2003,Multi-generational household,No,0.29896,34,118,0.21601,0.38192
2003,Other Combinations,Yes,0.64946,74,109,0.55947,0.73945
2003,Other Combinations,No,0.25710,35,109,0.17468,0.33953
2004,Single-person household,Yes,0.40215,1174,2759,0.38385,0.42045
2004,Single-person household,No,0.56301,1585,2759,0.54450,0.58152
2004,Couple without children,Yes,0.61433,2411,3750,0.59875,0.62991
2004,Couple without children,No,0.36556,1339,3750,0.35014,0.38098
2004,Single parent,Yes,0.46283,336,657,0.42467,0.50099
2004,Single parent,No,0.48814,321,657,0.44989,0.52639
2004,Couple with children,Yes,0.71353,2902,3888,0.69931,0.72774
2004,Couple with children,No,0.26347,986,3888,0.24963,0.27732
2004,Multi-generational household,Yes,0.61540,78,110,0.52407,0.70673
2004,Multi-generational household,No,0.36583,32,110,0.27540,0.45625
2004,Other Combinations,Yes,0.63486,70,105,0.54232,0.72740
2004,Other Combinations,No,0.30446,35,105,0.21602,0.39290
2005,Single-person household,Yes,0.40235,1190,2889,0.38447,0.42024
2005,Single-person household,No,0.58864,1699,2889,0.57069,0.60659
2005,Couple without children,Yes,0.62992,2414,3685,0.61433,0.64551
2005,Couple without children,No,0.36685,1271,3685,0.35129,0.38241
2005,Single parent,Yes,0.44361,341,690,0.40652,0.48071
2005,Single parent,No,0.54836,349,690,0.51120,0.58552
2005,Couple with children,Yes,0.73599,2771,3701,0.72179,0.75019
2005,Couple with children,No,0.26389,930,3701,0.24969,0.27809
2005,Multi-generational household,Yes,0.70185,78,78,0.59967,0.80403
2005,Other Combinations,Yes,0.69554,65,100,0.60490,0.78619
2005,Other Combinations,No,0.30446,35,100,0.21381,0.39510
2006,Single-person household,Yes,0.40360,1371,3275,0.38679,0.42040
2006,Single-person household,No,0.59237,1904,3275,0.57553,0.60920
2006,Couple without children,Yes,0.61779,2743,4149,0.60300,0.63258
2006,Couple without children,No,0.37887,1406,4149,0.36410,0.39363
2006,Single parent,Yes,0.44452,379,765,0.40928,0.47975
2006,Single parent,No,0.54347,386,765,0.50815,0.57879
2006,Couple with children,Yes,0.72534,2906,3836,0.71121,0.73946
2006,Couple with children,No,0.27398,930,3836,0.25986,0.28809
2006,Multi-generational household,Yes,0.74026,79,79,0.64294,0.83757
2006,Other Combinations,Yes,0.70035,75,75,0.59597,0.80472
2007,Single-person household,Yes,0.41937,1349,3092,0.40197,0.43677
2007,Single-person household,No,0.57416,1743,3092,0.55673,0.59159
2007,Couple without children,Yes,0.63584,2604,3868,0.62068,0.65101
2007,Couple without children,No,0.35933,1264,3868,0.34421,0.37445
2007,Single parent,Yes,0.44752,354,707,0.41084,0.48420
2007,Single parent,No,0.54515,353,707,0.50842,0.58188
2007,Couple with children,Yes,0.73822,2726,3576,0.72381,0.75263
2007,Couple with children,No,0.26178,850,3576,0.24737,0.27619
2007,Multi-generational household,Yes,0.69403,67,67,0.58285,0.80520
2007,Other Combinations,Yes,0.69567,63,63,0.58114,0.81020
2008,Single-person household,Yes,0.42490,1315,2968,0.40711,0.44269
2008,Single-person household,No,0.56854,1653,2968,0.55071,0.58636
2008,Couple without children,Yes,0.64874,2530,3729,0.63342,0.66406
2008,Couple without children,No,0.35007,1199,3729,0.33475,0.36538
2008,Single parent,Yes,0.47271,344,682,0.43521,0.51021
2008,Single parent,No,0.52729,338,682,0.48979,0.56479
2008,Couple with children,Yes,0.74910,2502,3265,0.73423,0.76397
2008,Couple with children,No,0.25050,763,3265,0.23564,0.26537
2008,Multi-generational household,Yes,0.73854,59,59,0.62545,0.85163
2008,Other Combinations,Yes,0.72922,52,52,0.60726,0.85118
2009,Single-person household,Yes,0.43200,1274,2840,0.41378,0.45022
2009,Single-person household,No,0.56517,1566,2840,0.54693,0.58340
2009,Couple without children,Yes,0.65192,2399,3549,0.63625,0.66760
2009,Couple without children,No,0.34710,1150,3549,0.33143,0.36276
2009,Single parent,Yes,0.48724,332,633,0.44827,0.52621
2009,Single parent,No,0.50819,301,633,0.46921,0.54717
2009,Couple with children,Yes,0.77140,2346,3008,0.75639,0.78641
2009,Couple with children,No,0.22842,662,3008,0.21342,0.24343
2009,Multi-generational household,Yes,0.80089,54,54,0.69338,0.90840
2009,Other Combinations,Yes,0.81082,56,56,0.70731,0.91433
2010,Single-person household,Yes,0.43700,1226,2685,0.41823,0.45576
2010,Single-person household,No,0.55823,1459,2685,0.53945,0.57702
2010,Couple without children,Yes,0.66431,2305,3370,0.64836,0.68025
2010,Couple without children,No,0.33435,1065,3370,0.31842,0.35028
2010,Single parent,Yes,0.49474,928,1846,0.47193,0.51756
2010,Single parent,No,0.50486,918,1846,0.48204,0.52767
2010,Couple with children,Yes,0.76482,4171,5710,0.75382,0.77583
2010,Couple with children,No,0.23506,1539,5710,0.22406,0.24606
2010,Multi-generational household,Yes,0.82576,76,76,0.73992,0.91161
2010,Other Combinations,Yes,0.64589,44,44,0.50295,0.78884
2011,Single-person household,Yes,0.44620,1590,3529,0.42980,0.46260
2011,Single-person household,No,0.55184,1939,3529,0.53543,0.56825
2011,Couple without children,Yes,0.66588,3005,4371,0.65189,0.67986
2011,Couple without children,No,0.33393,1366,4371,0.31995,0.34791
2011,Single parent,Yes,0.51497,1192,2305,0.49456,0.53538
2011,Single parent,No,0.48476,1113,2305,0.46436,0.50517
2011,Couple with children,Yes,0.75867,4657,6166,0.74799,0.76935
2011,Couple with children,No,0.24110,1509,6166,0.23042,0.25178
2011,Multi-generational household,Yes,0.86242,99,99,0.79422,0.93062
2011,Other Combinations,Yes,0.62756,61,100,0.53232,0.72279
2011,Other Combinations,No,0.37244,39,100,0.27721,0.46768
2012,Single-person household,Yes,0.43287,1612,3680,0.41686,0.44888
2012,Single-person household,No,0.56582,2068,3680,0.54980,0.58183
2012,Couple without children,Yes,0.67994,3081,4448,0.66623,0.69366
2012,Couple without children,No,0.31847,1367,4448,0.30478,0.33217
2012,Single parent,Yes,0.50650,1109,2179,0.48550,0.52750
2012,Single parent,No,0.49350,1070,2179,0.47250,0.51450
2012,Couple with children,Yes,0.76426,4459,5774,0.75331,0.77521
2012,Couple with children,No,0.23574,1315,5774,0.22479,0.24669
2012,Multi-generational household,Yes,0.81214,94,94,0.73275,0.89152
2012,Other Combinations,Yes,0.59420,56,98,0.49648,0.69193
2012,Other Combinations,No,0.40580,42,98,0.30807,0.50352
2013,Single-person household,Yes,0.45306,1652,3843,0.43731,0.46880
2013,Single-person household,No,0.54684,2191,3843,0.53110,0.56258
2013,Couple without children,Yes,0.69520,3148,4639,0.68196,0.70845
2013,Couple without children,No,0.30480,1491,4639,0.29155,0.31804
2013,Single parent,Yes,0.50978,1123,2243,0.48908,0.53047
2013,Single parent,No,0.48736,1120,2243,0.46667,0.50805
2013,Couple with children,Yes,0.74961,4704,6640,0.73919,0.76003
2013,Couple with children,No,0.25020,1936,6640,0.23978,0.26062
2013,Multi-generational household,Yes,0.69416,99,145,0.61890,0.76942
2013,Multi-generational household,No,0.30584,46,145,0.23058,0.38110
2013,Other Combinations,Yes,0.48500,161,356,0.43301,0.53698
2013,Other Combinations,No,0.51500,195,356,0.46302,0.56699
2014,Single-person household,Yes,0.46151,1580,3559,0.44513,0.47789
2014,Single-person household,No,0.53646,1979,3559,0.52007,0.55285
2014,Couple without children,Yes,0.69420,2975,4362,0.68053,0.70788
2014,Couple without children,No,0.30471,1387,4362,0.29105,0.31837
2014,Single parent,Yes,0.51032,890,1815,0.48731,0.53332
2014,Single parent,No,0.48968,925,1815,0.46668,0.51269
2014,Couple with children,Yes,0.76022,4198,5700,0.74913,0.77130
2014,Couple with children,No,0.23978,1502,5700,0.22870,0.25087
2014,Multi-generational household,Yes,0.77172,90,123,0.69724,0.84620
2014,Multi-generational household,No,0.22828,33,123,0.15380,0.30276
2014,Other Combinations,Yes,0.51387,128,261,0.45312,0.57463
2014,Other Combinations,No,0.48613,133,261,0.42537,0.54688
2015,Single-person household,Yes,0.43930,1518,3621,0.42313,0.45546
2015,Single-person household,No,0.55853,2103,3621,0.54236,0.57471
2015,Couple without children,Yes,0.68417,2850,4374,0.67039,0.69795
2015,Couple without children,No,0.31474,1524,4374,0.30097,0.32850
2015,Single parent,Yes,0.48841,820,1710,0.46471,0.51211
2015,Single parent,No,0.51141,890,1710,0.48771,0.53511
2015,Couple with children,Yes,0.75521,3960,5658,0.74400,0.76641
2015,Couple with children,No,0.24403,1698,5658,0.23283,0.25522
2015,Multi-generational household,Yes,0.76476,92,140,0.69424,0.83527
2015,Multi-generational household,No,0.23524,48,140,0.16473,0.30576
2015,Other Combinations,Yes,0.50501,118,251,0.44303,0.56699
2015,Other Combinations,No,0.49499,133,251,0.43301,0.55697
2016,Single-person household,Yes,0.43644,1503,3797,0.42066,0.45222
2016,Single-person household,No,0.56125,2294,3797,0.54547,0.57704
2016,Couple without children,Yes,0.68575,2700,4157,0.67164,0.69987
2016,Couple without children,No,0.31296,1457,4157,0.29886,0.32705
2016,Single parent,Yes,0.50745,766,1707,0.48372,0.53117
2016,Single parent,No,0.49255,941,1707,0.46883,0.51628
2016,Couple with children,Yes,0.74423,3890,6204,0.73337,0.75509
2016,Couple with children,No,0.25573,2314,6204,0.24488,0.26659
2016,Multi-generational household,Yes,0.76663,88,146,0.69778,0.83548
2016,Multi-generational household,No,0.23337,58,146,0.16452,0.30222
2016,Other Combinations,Yes,0.45233,122,384,0.40248,0.50218
2016,Other Combinations,No,0.54720,262,384,0.49735,0.59705
2017,Single-person household,Yes,0.44280,1705,4292,0.42794,0.45767
2017,Single-person household,No,0.55571,2587,4292,0.54084,0.57058
2017,Couple without children,Yes,0.69315,3114,4708,0.67997,0.70632
2017,Couple without children,No,0.30568,1594,4708,0.29252,0.31884
2017,Single parent,Yes,0.52257,827,1760,0.49923,0.54591
2017,Single parent,No,0.47707,933,1760,0.45373,0.50041
2017,Couple with children,Yes,0.74314,4333,6829,0.73277,0.75350
2017,Couple with children,No,0.25685,2496,6829,0.24648,0.26721
2017,Multi-generational household,Yes,0.77643,87,162,0.71207,0.84078
2017,Multi-generational household,No,0.22246,75,162,0.15822,0.28670
2017,Other Combinations,Yes,0.58320,224,516,0.54062,0.62578
2017,Other Combinations,No,0.41081,292,516,0.36832,0.45330
2018,Single-person household,Yes,0.44141,1656,4418,0.42677,0.45606
2018,Single-person household,No,0.55575,2762,4418,0.54110,0.57040
2018,Couple without children,Yes,0.69381,3019,4625,0.68053,0.70710
2018,Couple without children,No,0.30470,1606,4625,0.29143,0.31796
2018,Single parent,Yes,0.54544,792,1723,0.52192,0.56896
2018,Single parent,No,0.45302,931,1723,0.42951,0.47653
2018,Couple with children,Yes,0.73490,3996,6374,0.72406,0.74573
2018,Couple with children,No,0.26321,2378,6374,0.25240,0.27402
2018,Multi-generational household,Yes,0.72261,86,156,0.65213,0.79309
2018,Multi-generational household,No,0.27603,70,156,0.20566,0.34641
2018,Other Combinations,Yes,0.60138,179,396,0.55309,0.64966
2018,Other Combinations,No,0.39572,217,396,0.34750,0.44395
2019,Single-person household,Yes,0.41518,1462,3715,0.39933,0.43103
2019,Single-person household,No,0.48295,2253,3715,0.46688,0.49902
2019,Couple without children,Yes,0.64124,2653,3940,0.62626,0.65622
2019,Couple without children,No,0.26341,1287,3940,0.24966,0.27717
2019,Single parent,Yes,0.47969,651,1437,0.45385,0.50553
2019,Single parent,No,0.42377,786,1437,0.39821,0.44933
2019,Couple with children,Yes,0.66520,3385,5386,0.65259,0.67780
2019,Couple with children,No,0.23095,2001,5386,0.21969,0.24221
2019,Multi-generational household,Yes,0.62009,63,120,0.53288,0.70729
2019,Multi-generational household,No,0.32166,57,120,0.23773,0.40559
2019,Other Combinations,Yes,0.55635,144,310,0.50095,0.61174
2019,Other Combinations,No,0.26748,166,310,0.21812,0.31684
2020,Single-person household,Yes,0.44824,1967,5340,0.43490,0.46158
2020,Single-person household,No,0.54956,3373,5340,0.53621,0.56290
2020,Couple without children,Yes,0.70010,3324,5169,0.68761,0.71259
2020,Couple without children,No,0.29943,1845,5169,0.28694,0.31191
2020,Single parent,Yes,0.54454,731,1598,0.52012,0.56897
2020,Single parent,No,0.45486,867,1598,0.43044,0.47929
2020,Couple with children,Yes,0.76208,4024,6565,0.75178,0.77238
2020,Couple with children,No,0.23787,2541,6565,0.22757,0.24817
2020,Multi-generational household,Yes,0.64702,84,148,0.56976,0.72427
2020,Multi-generational household,No,0.35298,64,148,0.27573,0.43024
2020,Other Combinations,Yes,0.63439,207,480,0.59126,0.67752
2020,Other Combinations,No,0.36413,273,480,0.32103,0.40722
2021,Single-person household,Yes,0.41564,1267,3091,0.39826,0.43302
