"hgeqpgar","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Paar mit Kind(ern)","2","1188","","",""
"Nein","1995","Paar mit Kind(ern)","3","496","0.24531138514321","0.224055045611655","0.266567724674765"
"Nein","1995","Paar mit Kind(ern)","4","168","","",""
"Nein","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Sonstige","2","125","","",""
"Nein","1995","Sonstige","3","32","0.143148177228831","0.0962250467944051","0.190071307663256"
"Nein","1995","Sonstige","4","36","0.354295155703174","0.263242044920901","0.445348266485448"
"Nein","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","1-Pers.- Haushalt","2","143","","",""
"Ja","1996","1-Pers.- Haushalt","3","85","0.395726015002069","0.331830396033316","0.459621633970822"
"Ja","1996","1-Pers.- Haushalt","4","62","0.464012431046049","0.383937398607314","0.544087463484784"
"Ja","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","2","438","0.563442954565477","0.529823518101297","0.597062391029657"
"Ja","1996","(Ehe-)Paar ohne Kind(er)","3","426","0.580692453960751","0.546626543509445","0.614758364412056"
"Ja","1996","(Ehe-)Paar ohne Kind(er)","4","384","0.629517677928417","0.593535888805638","0.665499467051196"
"Ja","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Alleinerziehende","2","74","0.485474564805034","0.41306278684689","0.557886342763177"
"Ja","1996","Alleinerziehende","3","78","0.689958488786337","0.60822181903943","0.771695158533244"
"Ja","1996","Alleinerziehende","4","44","0.686890504103726","0.579017992040087","0.794763016167365"
"Ja","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Paar mit Kind(ern)","2","1972","","",""
"Ja","1996","Paar mit Kind(ern)","3","1150","","",""
"Ja","1996","Paar mit Kind(ern)","4","630","0.850787493740443","0.826355988556199","0.875218998924688"
"Ja","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Sonstige","2","159","","",""
"Ja","1996","Sonstige","3","150","","",""
"Ja","1996","Sonstige","4","84","0.833332179977555","0.762048781721619","0.90461557823349"
"Ja","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","1-Pers.- Haushalt","2","247","","",""
"Nein","1996","1-Pers.- Haushalt","3","140","","",""
"Nein","1996","1-Pers.- Haushalt","4","87","0.535987568953951","0.455912536515216","0.616062601392686"
"Nein","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","(Ehe-)Paar ohne Kind(er)","2","398","0.436557045434523","0.402937608970343","0.470176481898703"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","3","380","0.419307546039249","0.385241635587944","0.453373456490555"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","4","308","0.370482322071583","0.334500532948804","0.406464111194362"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Alleinerziehende","2","109","","",""
"Nein","1996","Alleinerziehende","3","45","0.310041511213663","0.228304841466756","0.39177818096057"
"Nein","1996","Alleinerziehende","4","27","","",""
"Nein","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Paar mit Kind(ern)","2","1166","","",""
"Nein","1996","Paar mit Kind(ern)","3","548","0.238916065499067","0.218633718784606","0.259198412213527"
"Nein","1996","Paar mit Kind(ern)","4","187","","",""
"Nein","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Sonstige","2","100","","",""
"Nein","1996","Sonstige","3","44","0.173088238937683","0.119851604733481","0.226324873141886"
"Nein","1996","Sonstige","4","21","","",""
"Nein","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","1-Pers.- Haushalt","2","143","","",""
"Ja","1997","1-Pers.- Haushalt","3","88","0.386237016915322","0.324118742548886","0.448355291281758"
"Ja","1997","1-Pers.- Haushalt","4","72","0.501736830333442","0.422768107398379","0.580705553268505"
"Ja","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","2","464","0.616122002144706","0.583805940027887","0.648438064261525"
"Ja","1997","(Ehe-)Paar ohne Kind(er)","3","470","0.584764245603851","0.552390655475823","0.617137835731878"
"Ja","1997","(Ehe-)Paar ohne Kind(er)","4","416","0.602384658490698","0.566636772798303","0.638132544183092"
"Ja","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Alleinerziehende","2","91","0.464468537426905","0.397014322913602","0.531922751940208"
"Ja","1997","Alleinerziehende","3","78","0.612409837814118","0.529919488289497","0.694900187338738"
"Ja","1997","Alleinerziehende","4","58","0.827942180625862","0.742523143620891","0.913361217630834"
"Ja","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Paar mit Kind(ern)","2","1916","","",""
"Ja","1997","Paar mit Kind(ern)","3","1141","","",""
"Ja","1997","Paar mit Kind(ern)","4","644","0.837137021654037","0.812017086989836","0.862256956318238"
"Ja","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Sonstige","2","182","","",""
"Ja","1997","Sonstige","3","154","","",""
"Ja","1997","Sonstige","4","66","0.661967527520627","0.571053902402475","0.752881152638778"
"Ja","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","1-Pers.- Haushalt","2","252","","",""
"Nein","1997","1-Pers.- Haushalt","3","148","","",""
"Nein","1997","1-Pers.- Haushalt","4","82","0.498263169666558","0.419294446731495","0.577231892601621"
"Nein","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","(Ehe-)Paar ohne Kind(er)","2","406","0.383877997855294","0.351561935738476","0.416194059972113"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","3","420","0.415235754396149","0.382862164268122","0.447609344524177"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","4","304","0.397615341509302","0.361867455816908","0.433363227201697"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Alleinerziehende","2","119","","",""
"Nein","1997","Alleinerziehende","3","56","0.387590162185883","0.305099812661262","0.470080511710504"
"Nein","1997","Alleinerziehende","4","17","","",""
"Nein","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Paar mit Kind(ern)","2","1031","","",""
"Nein","1997","Paar mit Kind(ern)","3","529","0.228106328273335","0.207981264621935","0.248231391924735"
"Nein","1997","Paar mit Kind(ern)","4","186","","",""
"Nein","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Sonstige","2","88","0.232190840567622","0.181827399541305","0.282554281593939"
"Nein","1997","Sonstige","3","62","0.295695089374391","0.234836255043097","0.356553923705686"
"Nein","1997","Sonstige","4","38","0.338032472479373","0.247118847361222","0.428946097597525"
"Nein","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","1-Pers.- Haushalt","2","163","","",""
"Ja","1998","1-Pers.- Haushalt","3","99","0.338018957901368","0.284311664765403","0.391726251037334"
"Ja","1998","1-Pers.- Haushalt","4","85","0.415913532169375","0.350335508857823","0.481491555480927"
"Ja","1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","2","520","0.602548102145836","0.570925884289941","0.634170320001731"
"Ja","1998","(Ehe-)Paar ohne Kind(er)","3","580","0.561892838571749","0.532731153062679","0.591054524080818"
"Ja","1998","(Ehe-)Paar ohne Kind(er)","4","488","0.594652796197265","0.561686237306245","0.627619355088285"
"Ja","1998","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Alleinerziehende","2","122","","",""
"Ja","1998","Alleinerziehende","3","74","0.446123930063388","0.369100623198918","0.523147236927858"
"Ja","1998","Alleinerziehende","4","56","0.871973031906333","0.791364988378461","0.952581075434205"
"Ja","1998","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Paar mit Kind(ern)","2","2042","","",""
"Ja","1998","Paar mit Kind(ern)","3","1353","","",""
"Ja","1998","Paar mit Kind(ern)","4","843","0.826212761712451","0.803901039144833","0.848524484280069"
"Ja","1998","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Sonstige","2","213","","",""
"Ja","1998","Sonstige","3","103","","",""
"Ja","1998","Sonstige","4","116","","",""
"Ja","1998","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","1-Pers.- Haushalt","2","323","0.652438527228476","0.610101966930062","0.69477508752689"
"Nein","1998","1-Pers.- Haushalt","3","199","","",""
"Nein","1998","1-Pers.- Haushalt","4","132","","",""
"Nein","1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","(Ehe-)Paar ohne Kind(er)","2","400","0.397451897854164","0.365829679998269","0.429074115710059"
"Nein","1998","(Ehe-)Paar ohne Kind(er)","3","532","0.438107161428251","0.408945475919181","0.467268846937321"
"Nein","1998","(Ehe-)Paar ohne Kind(er)","4","364","0.405347203802735","0.372380644911715","0.438313762693755"
"Nein","1998","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Alleinerziehende","2","147","","",""
"Nein","1998","Alleinerziehende","3","86","0.553876069936612","0.476852763072142","0.630899376801082"
"Nein","1998","Alleinerziehende","4","10","","",""
"Nein","1998","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Paar mit Kind(ern)","2","1118","","",""
"Nein","1998","Paar mit Kind(ern)","3","477","0.222982027323864","0.203911047436063","0.242053007211665"
"Nein","1998","Paar mit Kind(ern)","4","265","","",""
"Nein","1998","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1998","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1998","Sonstige","2","107","","",""
"Nein","1998","Sonstige","3","74","0.433820658100076","0.360808769599878","0.506832546600274"
"Nein","1998","Sonstige","4","18","","",""
"Nein","1998","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","1-Pers.- Haushalt","2","164","","",""
"Ja","1999","1-Pers.- Haushalt","3","98","0.355660904278429","0.299387783749622","0.411934024807235"
"Ja","1999","1-Pers.- Haushalt","4","88","0.41026169996257","0.345702845756764","0.474820554168376"
"Ja","1999","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","(Ehe-)Paar ohne Kind(er)","2","482","0.565184906284575","0.532833556486808","0.597536256082343"
"Ja","1999","(Ehe-)Paar ohne Kind(er)","3","590","0.576212800891712","0.54695725661935","0.605468345164074"
"Ja","1999","(Ehe-)Paar ohne Kind(er)","4","558","0.618494871857528","0.587638286941004","0.649351456774052"
"Ja","1999","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","Alleinerziehende","2","127","","",""
"Ja","1999","Alleinerziehende","3","88","0.551920046529374","0.473377754244493","0.630462338814254"
"Ja","1999","Alleinerziehende","4","56","0.688867784997241","0.582667155976815","0.795068414017667"
"Ja","1999","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","Paar mit Kind(ern)","2","2196","","",""
"Ja","1999","Paar mit Kind(ern)","3","1406","","",""
"Ja","1999","Paar mit Kind(ern)","4","881","0.828899068217561","0.806674294502238","0.851123841932884"
"Ja","1999","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1999","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1999","Sonstige","2","117","","",""
"Ja","1999","Sonstige","3","114","","",""
"Ja","1999","Sonstige","4","50","0.818910323785778","0.721470276727478","0.916350370844077"
"Ja","1999","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","1-Pers.- Haushalt","2","304","0.634709885207076","0.591085255310474","0.678334515103678"
"Nein","1999","1-Pers.- Haushalt","3","180","","",""
"Nein","1999","1-Pers.- Haushalt","4","135","","",""
"Nein","1999","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","(Ehe-)Paar ohne Kind(er)","2","420","0.434815093715425","0.402463743917657","0.467166443513192"
"Nein","1999","(Ehe-)Paar ohne Kind(er)","3","506","0.423787199108288","0.394531654835926","0.45304274338065"
"Nein","1999","(Ehe-)Paar ohne Kind(er)","4","394","0.381505128142472","0.350648543225948","0.412361713058996"
"Nein","1999","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Alleinerziehende","2","182","","",""
"Nein","1999","Alleinerziehende","3","66","0.448079953470626","0.369537661185746","0.526622245755507"
"Nein","1999","Alleinerziehende","4","17","","",""
"Nein","1999","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Paar mit Kind(ern)","2","1169","","",""
"Nein","1999","Paar mit Kind(ern)","3","553","0.224237409287837","0.205768156602439","0.242706661973235"
"Nein","1999","Paar mit Kind(ern)","4","222","","",""
"Nein","1999","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Sonstige","2","100","","",""
"Nein","1999","Sonstige","3","20","","",""
"Nein","1999","Sonstige","4","10","","",""
"Nein","1999","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","1-Pers.- Haushalt","2","316","0.367559026651052","0.334619168927282","0.400498884374822"
"Ja","2000","1-Pers.- Haushalt","3","224","","",""
"Ja","2000","1-Pers.- Haushalt","4","188","","",""
"Ja","2000","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","(Ehe-)Paar ohne Kind(er)","2","1016","","",""
"Ja","2000","(Ehe-)Paar ohne Kind(er)","3","1134","","",""
"Ja","2000","(Ehe-)Paar ohne Kind(er)","4","1072","","",""
"Ja","2000","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Alleinerziehende","2","216","","",""
"Ja","2000","Alleinerziehende","3","167","","",""
"Ja","2000","Alleinerziehende","4","120","","",""
"Ja","2000","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Paar mit Kind(ern)","2","3736","0.690534151475923","0.678199949209607","0.702868353742239"
"Ja","2000","Paar mit Kind(ern)","3","2855","","",""
"Ja","2000","Paar mit Kind(ern)","4","1811","","",""
"Ja","2000","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Sonstige","2","215","","",""
"Ja","2000","Sonstige","3","189","","",""
"Ja","2000","Sonstige","4","139","","",""
"Ja","2000","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","1-Pers.- Haushalt","2","507","0.632440973348948","0.599501115625178","0.665380831072718"
"Nein","2000","1-Pers.- Haushalt","3","354","0.622056224580866","0.582527519235591","0.661584929926141"
"Nein","2000","1-Pers.- Haushalt","4","276","","",""
"Nein","2000","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","(Ehe-)Paar ohne Kind(er)","2","632","0.382296746197267","0.358835032398118","0.405758459996415"
"Nein","2000","(Ehe-)Paar ohne Kind(er)","3","732","0.382320682621128","0.360271743541425","0.404369621700831"
"Nein","2000","(Ehe-)Paar ohne Kind(er)","4","646","0.379965233341439","0.357013448574802","0.402917018108075"
"Nein","2000","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Alleinerziehende","2","233","","",""
"Nein","2000","Alleinerziehende","3","123","","",""
"Nein","2000","Alleinerziehende","4","43","0.293726224796112","0.223804490639932","0.363647958952292"
"Nein","2000","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Paar mit Kind(ern)","2","1660","","",""
"Nein","2000","Paar mit Kind(ern)","3","856","0.229175403060362","0.215652672400813","0.242698133719911"
"Nein","2000","Paar mit Kind(ern)","4","370","0.178341629932908","0.162276203201073","0.194407056664743"
"Nein","2000","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Sonstige","2","94","0.238635015437054","0.19110889266211","0.286161138211997"
"Nein","2000","Sonstige","3","47","0.195001414216636","0.144452884409757","0.245549944023515"
"Nein","2000","Sonstige","4","21","","",""
"Nein","2000","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","1-Pers.- Haushalt","2","276","","",""
"Ja","2001","1-Pers.- Haushalt","3","223","","",""
"Ja","2001","1-Pers.- Haushalt","4","197","","",""
"Ja","2001","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","(Ehe-)Paar ohne Kind(er)","2","840","0.5955683424773","0.569749204881503","0.621387480073097"
"Ja","2001","(Ehe-)Paar ohne Kind(er)","3","1062","","",""
"Ja","2001","(Ehe-)Paar ohne Kind(er)","4","1000","","",""
"Ja","2001","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Alleinerziehende","2","197","","",""
"Ja","2001","Alleinerziehende","3","179","","",""
"Ja","2001","Alleinerziehende","4","107","","",""
"Ja","2001","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Paar mit Kind(ern)","2","3366","0.713007634500563","0.700108059304015","0.725907209697111"
"Ja","2001","Paar mit Kind(ern)","3","2595","","",""
"Ja","2001","Paar mit Kind(ern)","4","1795","","",""
"Ja","2001","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Sonstige","2","231","","",""
"Ja","2001","Sonstige","3","154","","",""
"Ja","2001","Sonstige","4","131","","",""
"Ja","2001","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","1-Pers.- Haushalt","2","421","0.592713687244978","0.556237949221832","0.629189425268123"
"Nein","2001","1-Pers.- Haushalt","3","326","0.601067183339702","0.560105923179131","0.642028443500274"
"Nein","2001","1-Pers.- Haushalt","4","282","","",""
"Nein","2001","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","(Ehe-)Paar ohne Kind(er)","2","548","0.4044316575227","0.378612519926903","0.430250795118497"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","3","682","0.382360768974611","0.359553202428092","0.405168335521131"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","4","622","0.380341861574614","0.356716100428784","0.403967622720443"
"Nein","2001","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Alleinerziehende","2","227","","",""
"Nein","2001","Alleinerziehende","3","109","","",""
"Nein","2001","Alleinerziehende","4","49","0.290509585566276","0.219267062545753","0.3617521085868"
"Nein","2001","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Paar mit Kind(ern)","2","1358","","",""
"Nein","2001","Paar mit Kind(ern)","3","841","0.249912261072149","0.235435502606525","0.264389019537772"
"Nein","2001","Paar mit Kind(ern)","4","368","0.166991357793231","0.151273564144975","0.182709151441486"
