year,hhtyp,quintil_oecd_hh,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Couple without children,1st Quintile,Yes,0.48427,65,143,0.40207,0.56647
1986,Couple without children,1st Quintile,No,0.51573,78,143,0.43353,0.59793
1986,Couple without children,2nd Quintile,Yes,0.57438,93,183,0.50255,0.64622
1986,Couple without children,2nd Quintile,No,0.42562,90,183,0.35378,0.49745
1986,Couple without children,3rd Quintile,Yes,0.56405,106,203,0.49567,0.63244
1986,Couple without children,3rd Quintile,No,0.43595,97,203,0.36756,0.50433
1986,Couple without children,4th Quintile,Yes,0.52691,140,284,0.46874,0.58508
1986,Couple without children,4th Quintile,No,0.47309,144,284,0.41492,0.53126
1986,Couple without children,5th Quintile,Yes,0.62877,225,367,0.57927,0.67827
1986,Couple without children,5th Quintile,No,0.37123,142,367,0.32173,0.42073
1986,Single parent,1st Quintile,Yes,0.41226,36,97,0.31379,0.51073
1986,Single parent,1st Quintile,No,0.58774,61,97,0.48927,0.68621
1986,Single parent,2nd Quintile,No,0.54848,34,34,0.37869,0.71827
1986,Couple with children,1st Quintile,Yes,0.58258,191,410,0.53479,0.63037
1986,Couple with children,1st Quintile,No,0.41742,219,410,0.36963,0.46521
1986,Couple with children,2nd Quintile,Yes,0.67226,303,532,0.63234,0.71219
1986,Couple with children,2nd Quintile,No,0.32774,229,532,0.28781,0.36766
1986,Couple with children,3rd Quintile,Yes,0.68030,293,500,0.63938,0.72122
1986,Couple with children,3rd Quintile,No,0.31970,207,500,0.27878,0.36062
1986,Couple with children,4th Quintile,Yes,0.73847,278,424,0.69659,0.78035
1986,Couple with children,4th Quintile,No,0.26153,146,424,0.21965,0.30341
1986,Couple with children,5th Quintile,Yes,0.80387,247,323,0.76050,0.84724
1986,Couple with children,5th Quintile,No,0.19613,76,323,0.15276,0.23950
1987,Single-person household,1st Quintile,Yes,0.36092,92,280,0.30456,0.41727
1987,Single-person household,1st Quintile,No,0.63908,188,280,0.58273,0.69544
1987,Single-person household,2nd Quintile,Yes,0.33479,60,185,0.26660,0.40298
1987,Single-person household,2nd Quintile,No,0.66521,125,185,0.59702,0.73340
1987,Single-person household,3rd Quintile,Yes,0.34026,62,197,0.27393,0.40659
1987,Single-person household,3rd Quintile,No,0.65974,135,197,0.59341,0.72607
1987,Single-person household,4th Quintile,Yes,0.32395,55,188,0.25687,0.39102
1987,Single-person household,4th Quintile,No,0.67605,133,188,0.60898,0.74313
1987,Single-person household,5th Quintile,Yes,0.43884,83,194,0.36883,0.50885
1987,Single-person household,5th Quintile,No,0.56116,111,194,0.49115,0.63117
1987,Couple without children,1st Quintile,Yes,0.53735,67,132,0.45197,0.62274
1987,Couple without children,1st Quintile,No,0.46265,65,132,0.37726,0.54803
1987,Couple without children,2nd Quintile,Yes,0.58587,97,178,0.51330,0.65844
1987,Couple without children,2nd Quintile,No,0.41413,81,178,0.34156,0.48670
1987,Couple without children,3rd Quintile,Yes,0.60189,112,199,0.53370,0.67007
1987,Couple without children,3rd Quintile,No,0.39811,87,199,0.32993,0.46630
1987,Couple without children,4th Quintile,Yes,0.51894,146,294,0.46173,0.57615
1987,Couple without children,4th Quintile,No,0.48106,148,294,0.42385,0.53827
1987,Couple without children,5th Quintile,Yes,0.61835,215,366,0.56851,0.66818
1987,Couple without children,5th Quintile,No,0.38165,151,366,0.33182,0.43149
1987,Single parent,1st Quintile,Yes,0.49724,43,94,0.39562,0.59886
1987,Single parent,1st Quintile,No,0.50276,51,94,0.40114,0.60438
1987,Single parent,2nd Quintile,No,0.69647,48,48,0.56502,0.82792
1987,Single parent,3rd Quintile,Yes,0.74027,33,33,0.58834,0.89220
1987,Couple with children,1st Quintile,Yes,0.58802,169,368,0.53766,0.63838
1987,Couple with children,1st Quintile,No,0.41198,199,368,0.36162,0.46234
1987,Couple with children,2nd Quintile,Yes,0.64155,278,508,0.59981,0.68329
1987,Couple with children,2nd Quintile,No,0.35845,230,508,0.31671,0.40019
1987,Couple with children,3rd Quintile,Yes,0.68679,305,514,0.64665,0.72692
1987,Couple with children,3rd Quintile,No,0.31321,209,514,0.27308,0.35335
1987,Couple with children,4th Quintile,Yes,0.69604,282,448,0.65340,0.73868
1987,Couple with children,4th Quintile,No,0.30396,166,448,0.26132,0.34660
1987,Couple with children,5th Quintile,Yes,0.84673,254,309,0.80649,0.88696
1987,Couple with children,5th Quintile,No,0.15327,55,309,0.11304,0.19351
1988,Single-person household,1st Quintile,Yes,0.36215,85,258,0.30339,0.42091
1988,Single-person household,1st Quintile,No,0.63785,173,258,0.57909,0.69661
1988,Single-person household,2nd Quintile,Yes,0.35537,65,185,0.28621,0.42453
1988,Single-person household,2nd Quintile,No,0.64463,120,185,0.57547,0.71379
1988,Single-person household,3rd Quintile,Yes,0.35667,66,188,0.28801,0.42532
1988,Single-person household,3rd Quintile,No,0.64333,122,188,0.57468,0.71199
1988,Single-person household,4th Quintile,Yes,0.39996,72,197,0.33138,0.46855
1988,Single-person household,4th Quintile,No,0.60004,125,197,0.53145,0.66862
1988,Single-person household,5th Quintile,Yes,0.53873,95,183,0.46630,0.61115
1988,Single-person household,5th Quintile,No,0.46127,88,183,0.38885,0.53370
1988,Couple without children,1st Quintile,Yes,0.46281,57,143,0.38080,0.54483
1988,Couple without children,1st Quintile,No,0.53719,86,143,0.45517,0.61920
1988,Couple without children,2nd Quintile,Yes,0.61832,109,187,0.54851,0.68814
1988,Couple without children,2nd Quintile,No,0.38168,78,187,0.31186,0.45149
1988,Couple without children,3rd Quintile,Yes,0.58195,108,201,0.51359,0.65031
1988,Couple without children,3rd Quintile,No,0.41805,93,201,0.34969,0.48641
1988,Couple without children,4th Quintile,Yes,0.54649,129,259,0.48574,0.60724
1988,Couple without children,4th Quintile,No,0.45351,130,259,0.39276,0.51426
1988,Couple without children,5th Quintile,Yes,0.62031,214,353,0.56961,0.67101
1988,Couple without children,5th Quintile,No,0.37969,139,353,0.32899,0.43039
1988,Single parent,1st Quintile,Yes,0.47754,42,93,0.37547,0.57961
1988,Single parent,1st Quintile,No,0.52246,51,93,0.42039,0.62453
1988,Single parent,2nd Quintile,No,0.55654,36,36,0.39196,0.72113
1988,Single parent,3rd Quintile,Yes,0.71342,32,32,0.55425,0.87260
1988,Couple with children,1st Quintile,Yes,0.55656,157,369,0.50580,0.60732
1988,Couple with children,1st Quintile,No,0.44344,212,369,0.39268,0.49420
1988,Couple with children,2nd Quintile,Yes,0.66189,264,478,0.61943,0.70434
1988,Couple with children,2nd Quintile,No,0.33811,214,478,0.29566,0.38057
1988,Couple with children,3rd Quintile,Yes,0.69910,305,490,0.65845,0.73976
1988,Couple with children,3rd Quintile,No,0.30090,185,490,0.26024,0.34155
1988,Couple with children,4th Quintile,Yes,0.73862,286,431,0.69709,0.78015
1988,Couple with children,4th Quintile,No,0.26138,145,431,0.21985,0.30291
1988,Couple with children,5th Quintile,Yes,0.83584,231,283,0.79260,0.87907
1988,Couple with children,5th Quintile,No,0.16416,52,283,0.12093,0.20740
1989,Single-person household,1st Quintile,Yes,0.35480,82,258,0.29630,0.41329
1989,Single-person household,1st Quintile,No,0.64520,176,258,0.58671,0.70370
1989,Single-person household,2nd Quintile,Yes,0.35905,67,192,0.29102,0.42709
1989,Single-person household,2nd Quintile,No,0.64095,125,192,0.57291,0.70898
1989,Single-person household,3rd Quintile,Yes,0.40638,78,193,0.33691,0.47586
1989,Single-person household,3rd Quintile,No,0.59362,115,193,0.52414,0.66309
1989,Single-person household,4th Quintile,Yes,0.36608,68,191,0.29758,0.43458
1989,Single-person household,4th Quintile,No,0.63392,123,191,0.56542,0.70242
1989,Single-person household,5th Quintile,Yes,0.47245,80,176,0.39848,0.54642
1989,Single-person household,5th Quintile,No,0.52755,96,176,0.45358,0.60152
1989,Couple without children,1st Quintile,Yes,0.51457,63,133,0.42931,0.59984
1989,Couple without children,1st Quintile,No,0.48543,70,133,0.40016,0.57069
1989,Couple without children,2nd Quintile,Yes,0.51885,83,170,0.44352,0.59418
1989,Couple without children,2nd Quintile,No,0.48115,87,170,0.40582,0.55648
1989,Couple without children,3rd Quintile,Yes,0.56936,105,197,0.50003,0.63868
1989,Couple without children,3rd Quintile,No,0.43064,92,197,0.36132,0.49997
1989,Couple without children,4th Quintile,Yes,0.57201,160,298,0.51574,0.62829
1989,Couple without children,4th Quintile,No,0.42799,138,298,0.37171,0.48426
1989,Couple without children,5th Quintile,Yes,0.64572,209,336,0.59451,0.69694
1989,Couple without children,5th Quintile,No,0.35428,127,336,0.30306,0.40549
1989,Single parent,1st Quintile,Yes,0.55378,42,82,0.44553,0.66204
1989,Single parent,1st Quintile,No,0.44622,40,82,0.33796,0.55447
1989,Single parent,2nd Quintile,No,0.54602,39,39,0.38772,0.70432
1989,Couple with children,1st Quintile,Yes,0.55093,155,371,0.50025,0.60161
1989,Couple with children,1st Quintile,No,0.44907,216,371,0.39839,0.49975
1989,Couple with children,2nd Quintile,Yes,0.67469,272,484,0.63290,0.71647
1989,Couple with children,2nd Quintile,No,0.32531,212,484,0.28353,0.36710
1989,Couple with children,3rd Quintile,Yes,0.70769,291,464,0.66626,0.74912
1989,Couple with children,3rd Quintile,No,0.29231,173,464,0.25088,0.33374
1989,Couple with children,4th Quintile,Yes,0.74291,254,379,0.69885,0.78697
1989,Couple with children,4th Quintile,No,0.25709,125,379,0.21303,0.30115
1989,Couple with children,5th Quintile,Yes,0.85894,221,266,0.81704,0.90085
1989,Couple with children,5th Quintile,No,0.14106,45,266,0.09915,0.18296
1990,Single-person household,1st Quintile,Yes,0.83736,105,105,0.76644,0.90829
1990,Single-person household,2nd Quintile,Yes,0.38580,99,273,0.32795,0.44365
1990,Single-person household,2nd Quintile,No,0.61420,174,273,0.55635,0.67205
1990,Single-person household,3rd Quintile,Yes,0.32775,74,226,0.26642,0.38908
1990,Single-person household,3rd Quintile,No,0.67225,152,226,0.61092,0.73358
1990,Single-person household,4th Quintile,Yes,0.36303,87,237,0.30168,0.42438
1990,Single-person household,4th Quintile,No,0.63697,150,237,0.57562,0.69832
1990,Single-person household,5th Quintile,Yes,0.48470,98,209,0.41679,0.55262
1990,Single-person household,5th Quintile,No,0.51530,111,209,0.44738,0.58321
1990,Couple without children,2nd Quintile,Yes,0.51523,95,196,0.44508,0.58538
1990,Couple without children,2nd Quintile,No,0.48477,101,196,0.41462,0.55492
1990,Couple without children,3rd Quintile,Yes,0.60205,128,233,0.53906,0.66504
1990,Couple without children,3rd Quintile,No,0.39795,105,233,0.33496,0.46094
1990,Couple without children,4th Quintile,Yes,0.61279,166,301,0.55767,0.66791
1990,Couple without children,4th Quintile,No,0.38721,135,301,0.33209,0.44233
1990,Couple without children,5th Quintile,Yes,0.62337,266,422,0.57708,0.66966
1990,Couple without children,5th Quintile,No,0.37663,156,422,0.33034,0.42292
1990,Single parent,2nd Quintile,Yes,0.53325,36,79,0.42253,0.64397
1990,Single parent,2nd Quintile,No,0.46675,43,79,0.35603,0.57747
1990,Single parent,3rd Quintile,Yes,0.69765,40,72,0.59082,0.80448
1990,Single parent,3rd Quintile,No,0.30235,32,72,0.19552,0.40918
1990,Single parent,4th Quintile,Yes,0.69787,35,35,0.54352,0.85222
1990,Couple with children,1st Quintile,Yes,0.99428,566,566,0.98806,1.00050
1990,Couple with children,2nd Quintile,Yes,0.57739,237,527,0.53518,0.61961
1990,Couple with children,2nd Quintile,No,0.42261,290,527,0.38039,0.46482
1990,Couple with children,3rd Quintile,Yes,0.69830,338,552,0.65997,0.73662
1990,Couple with children,3rd Quintile,No,0.30170,214,552,0.26338,0.34003
1990,Couple with children,4th Quintile,Yes,0.72446,307,483,0.68457,0.76435
1990,Couple with children,4th Quintile,No,0.27554,176,483,0.23565,0.31543
1990,Couple with children,5th Quintile,Yes,0.81971,276,347,0.77920,0.86022
1990,Couple with children,5th Quintile,No,0.18029,71,347,0.13978,0.22080
1991,Single-person household,1st Quintile,Yes,0.30929,90,293,0.25627,0.36230
1991,Single-person household,1st Quintile,No,0.69071,203,293,0.63770,0.74373
1991,Single-person household,2nd Quintile,Yes,0.29402,84,293,0.24177,0.34628
1991,Single-person household,2nd Quintile,No,0.70598,209,293,0.65372,0.75823
1991,Single-person household,3rd Quintile,Yes,0.35673,83,230,0.29468,0.41877
1991,Single-person household,3rd Quintile,No,0.64327,147,230,0.58123,0.70532
1991,Single-person household,4th Quintile,Yes,0.37377,82,235,0.31178,0.43576
1991,Single-person household,4th Quintile,No,0.62623,153,235,0.56424,0.68822
1991,Single-person household,5th Quintile,Yes,0.46148,96,214,0.39453,0.52843
1991,Single-person household,5th Quintile,No,0.53852,118,214,0.47157,0.60547
1991,Couple without children,1st Quintile,Yes,0.54290,242,451,0.49687,0.58893
1991,Couple without children,1st Quintile,No,0.45710,209,451,0.41107,0.50313
1991,Couple without children,2nd Quintile,Yes,0.59823,103,194,0.52907,0.66740
1991,Couple without children,2nd Quintile,No,0.40177,91,194,0.33260,0.47093
1991,Couple without children,3rd Quintile,Yes,0.62370,135,247,0.56316,0.68424
1991,Couple without children,3rd Quintile,No,0.37630,112,247,0.31576,0.43684
1991,Couple without children,4th Quintile,Yes,0.58636,171,320,0.53232,0.64041
1991,Couple without children,4th Quintile,No,0.41364,149,320,0.35959,0.46768
1991,Couple without children,5th Quintile,Yes,0.62126,263,427,0.57519,0.66732
1991,Couple without children,5th Quintile,No,0.37874,164,427,0.33268,0.42481
1991,Single parent,1st Quintile,Yes,0.25731,32,116,0.17742,0.33721
1991,Single parent,1st Quintile,No,0.74269,84,116,0.66279,0.82258
1991,Single parent,2nd Quintile,Yes,0.57008,51,100,0.47256,0.66761
1991,Single parent,2nd Quintile,No,0.42992,49,100,0.33239,0.52744
1991,Single parent,3rd Quintile,Yes,0.58201,32,64,0.46022,0.70381
1991,Single parent,3rd Quintile,No,0.41799,32,64,0.29619,0.53978
1991,Single parent,4th Quintile,Yes,0.66797,35,35,0.50967,0.82627
1991,Single parent,5th Quintile,Yes,0.89929,35,35,0.79814,1.00045
1991,Couple with children,1st Quintile,Yes,0.49983,531,1032,0.46931,0.53035
1991,Couple with children,1st Quintile,No,0.50017,501,1032,0.46965,0.53069
1991,Couple with children,2nd Quintile,Yes,0.60677,221,491,0.56352,0.65002
1991,Couple with children,2nd Quintile,No,0.39323,270,491,0.34998,0.43648
1991,Couple with children,3rd Quintile,Yes,0.72323,352,572,0.68654,0.75993
1991,Couple with children,3rd Quintile,No,0.27677,220,572,0.24007,0.31346
1991,Couple with children,4th Quintile,Yes,0.75814,352,513,0.72105,0.79523
1991,Couple with children,4th Quintile,No,0.24186,161,513,0.20477,0.27895
1991,Couple with children,5th Quintile,Yes,0.85737,288,363,0.82135,0.89340
1991,Couple with children,5th Quintile,No,0.14263,75,363,0.10660,0.17865
1991,Other Combinations,1st Quintile,Yes,0.62895,38,38,0.47329,0.78461
1992,Single-person household,1st Quintile,Yes,0.33985,128,394,0.29302,0.38668
1992,Single-person household,1st Quintile,No,0.66015,266,394,0.61332,0.70698
1992,Single-person household,2nd Quintile,Yes,0.32951,71,216,0.26668,0.39234
1992,Single-person household,2nd Quintile,No,0.67049,145,216,0.60766,0.73332
1992,Single-person household,3rd Quintile,Yes,0.33580,73,217,0.27282,0.39878
1992,Single-person household,3rd Quintile,No,0.66420,144,217,0.60122,0.72718
1992,Single-person household,4th Quintile,Yes,0.37279,83,227,0.30975,0.43584
1992,Single-person household,4th Quintile,No,0.62721,144,227,0.56416,0.69025
1992,Single-person household,5th Quintile,Yes,0.48083,90,199,0.41123,0.55042
1992,Single-person household,5th Quintile,No,0.51917,109,199,0.44958,0.58877
1992,Couple without children,1st Quintile,Yes,0.60299,160,277,0.54527,0.66071
1992,Couple without children,1st Quintile,No,0.39701,117,277,0.33929,0.45473
1992,Couple without children,2nd Quintile,Yes,0.57626,145,282,0.51849,0.63404
1992,Couple without children,2nd Quintile,No,0.42374,137,282,0.36596,0.48151
1992,Couple without children,3rd Quintile,Yes,0.55918,140,282,0.50112,0.61723
1992,Couple without children,3rd Quintile,No,0.44082,142,282,0.38277,0.49888
1992,Couple without children,4th Quintile,Yes,0.59203,201,368,0.54175,0.64232
1992,Couple without children,4th Quintile,No,0.40797,167,368,0.35768,0.45825
1992,Couple without children,5th Quintile,Yes,0.65615,274,436,0.61152,0.70079
1992,Couple without children,5th Quintile,No,0.34385,162,436,0.29921,0.38848
1992,Single parent,1st Quintile,Yes,0.36148,46,143,0.28246,0.44050
1992,Single parent,1st Quintile,No,0.63852,97,143,0.55950,0.71754
1992,Single parent,2nd Quintile,Yes,0.58479,47,90,0.48242,0.68717
1992,Single parent,2nd Quintile,No,0.41521,43,90,0.31283,0.51758
1992,Single parent,3rd Quintile,No,0.35362,31,31,0.18254,0.52471
1992,Couple with children,1st Quintile,Yes,0.51140,220,472,0.46626,0.55655
1992,Couple with children,1st Quintile,No,0.48860,252,472,0.44345,0.53374
1992,Couple with children,2nd Quintile,Yes,0.62885,407,779,0.59490,0.66280
1992,Couple with children,2nd Quintile,No,0.37115,372,779,0.33720,0.40510
1992,Couple with children,3rd Quintile,Yes,0.66468,387,675,0.62903,0.70032
1992,Couple with children,3rd Quintile,No,0.33532,288,675,0.29968,0.37097
1992,Couple with children,4th Quintile,Yes,0.75667,364,543,0.72054,0.79279
1992,Couple with children,4th Quintile,No,0.24333,179,543,0.20721,0.27946
1992,Couple with children,5th Quintile,Yes,0.86257,296,373,0.82759,0.89756
1992,Couple with children,5th Quintile,No,0.13743,77,373,0.10244,0.17241
1993,Single-person household,1st Quintile,Yes,0.34252,132,395,0.29566,0.38938
1993,Single-person household,1st Quintile,No,0.65748,263,395,0.61062,0.70434
1993,Single-person household,2nd Quintile,Yes,0.35686,84,239,0.29600,0.41773
1993,Single-person household,2nd Quintile,No,0.64314,155,239,0.58227,0.70400
1993,Single-person household,3rd Quintile,Yes,0.38360,87,231,0.32075,0.44644
1993,Single-person household,3rd Quintile,No,0.61640,144,231,0.55356,0.67925
1993,Single-person household,4th Quintile,Yes,0.39688,85,223,0.33252,0.46124
1993,Single-person household,4th Quintile,No,0.60312,138,223,0.53876,0.66748
1993,Single-person household,5th Quintile,Yes,0.48248,96,206,0.41407,0.55088
1993,Single-person household,5th Quintile,No,0.51752,110,206,0.44912,0.58593
1993,Couple without children,1st Quintile,Yes,0.57789,129,246,0.51604,0.63973
1993,Couple without children,1st Quintile,No,0.42211,117,246,0.36027,0.48396
1993,Couple without children,2nd Quintile,Yes,0.60508,177,312,0.55075,0.65941
1993,Couple without children,2nd Quintile,No,0.39492,135,312,0.34059,0.44925
1993,Couple without children,3rd Quintile,Yes,0.58432,139,267,0.52509,0.64355
1993,Couple without children,3rd Quintile,No,0.41568,128,267,0.35645,0.47491
1993,Couple without children,4th Quintile,Yes,0.57514,205,388,0.52589,0.62439
1993,Couple without children,4th Quintile,No,0.42486,183,388,0.37561,0.47411
1993,Couple without children,5th Quintile,Yes,0.64586,280,448,0.60152,0.69020
1993,Couple without children,5th Quintile,No,0.35414,168,448,0.30980,0.39848
1993,Single parent,1st Quintile,Yes,0.39134,46,132,0.30776,0.47492
1993,Single parent,1st Quintile,No,0.60866,86,132,0.52508,0.69224
1993,Single parent,2nd Quintile,Yes,0.54487,43,89,0.44083,0.64892
1993,Single parent,2nd Quintile,No,0.45513,46,89,0.35108,0.55917
1993,Single parent,3rd Quintile,Yes,0.54858,31,65,0.42666,0.67050
1993,Single parent,3rd Quintile,No,0.45142,34,65,0.32950,0.57334
1993,Single parent,4th Quintile,Yes,0.74285,34,34,0.59373,0.89197
1993,Couple with children,1st Quintile,Yes,0.56583,195,425,0.51865,0.61301
1993,Couple with children,1st Quintile,No,0.43417,230,425,0.38699,0.48135
1993,Couple with children,2nd Quintile,Yes,0.62370,379,725,0.58841,0.65899
1993,Couple with children,2nd Quintile,No,0.37630,346,725,0.34101,0.41159
1993,Couple with children,3rd Quintile,Yes,0.69770,414,699,0.66363,0.73177
1993,Couple with children,3rd Quintile,No,0.30230,285,699,0.26823,0.33637
1993,Couple with children,4th Quintile,Yes,0.78246,366,530,0.74731,0.81762
1993,Couple with children,4th Quintile,No,0.21754,164,530,0.18238,0.25269
1993,Couple with children,5th Quintile,Yes,0.84272,274,351,0.80458,0.88086
1993,Couple with children,5th Quintile,No,0.15728,77,351,0.11914,0.19542
1994,Single-person household,1st Quintile,Yes,0.34421,127,380,0.29638,0.39205
1994,Single-person household,1st Quintile,No,0.65579,253,380,0.60795,0.70362
1994,Single-person household,2nd Quintile,Yes,0.36785,87,236,0.30620,0.42951
1994,Single-person household,2nd Quintile,No,0.63215,149,236,0.57049,0.69380
1994,Single-person household,3rd Quintile,Yes,0.41880,105,256,0.35825,0.47936
1994,Single-person household,3rd Quintile,No,0.58120,151,256,0.52064,0.64175
1994,Single-person household,4th Quintile,Yes,0.41037,84,209,0.34352,0.47722
1994,Single-person household,4th Quintile,No,0.58963,125,209,0.52278,0.65648
1994,Single-person household,5th Quintile,Yes,0.55060,106,201,0.48166,0.61954
1994,Single-person household,5th Quintile,No,0.44940,95,201,0.38046,0.51834
1994,Couple without children,1st Quintile,Yes,0.53987,126,250,0.47796,0.60177
1994,Couple without children,1st Quintile,No,0.46013,124,250,0.39823,0.52204
1994,Couple without children,2nd Quintile,Yes,0.61450,177,310,0.56023,0.66877
1994,Couple without children,2nd Quintile,No,0.38550,133,310,0.33123,0.43977
1994,Couple without children,3rd Quintile,Yes,0.58612,157,299,0.53020,0.64204
1994,Couple without children,3rd Quintile,No,0.41388,142,299,0.35796,0.46980
1994,Couple without children,4th Quintile,Yes,0.60348,200,378,0.55410,0.65286
1994,Couple without children,4th Quintile,No,0.39652,178,378,0.34714,0.44590
1994,Couple without children,5th Quintile,Yes,0.66298,293,463,0.61987,0.70608
