year,hhtyp,sampreg,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Couple with children,West,No,0.29648,808,2051,0.27671,0.31625
1988,Multi-generational household,West,Yes,0.74612,61,99,0.65995,0.83229
1988,Multi-generational household,West,No,0.25388,38,99,0.16771,0.34005
1988,Other Combinations,West,Yes,0.54494,48,95,0.44427,0.64561
1988,Other Combinations,West,No,0.45506,47,95,0.35439,0.55573
1989,Single-person household,West,Yes,0.38654,375,1011,0.35651,0.41657
1989,Single-person household,West,No,0.61346,636,1011,0.58343,0.64349
1989,Couple without children,West,Yes,0.57791,620,1134,0.54915,0.60667
1989,Couple without children,West,No,0.42209,514,1134,0.39333,0.45085
1989,Single parent,West,Yes,0.62451,140,249,0.56424,0.68478
1989,Single parent,West,No,0.37549,109,249,0.31522,0.43576
1989,Couple with children,West,Yes,0.71183,1193,1964,0.69179,0.73186
1989,Couple with children,West,No,0.28817,771,1964,0.26814,0.30821
1989,Multi-generational household,West,Yes,0.78180,63,104,0.70203,0.86156
1989,Multi-generational household,West,No,0.21820,41,104,0.13844,0.29797
1989,Other Combinations,West,Yes,0.62315,50,86,0.52013,0.72618
1989,Other Combinations,West,No,0.37685,36,86,0.27382,0.47987
1990,Single-person household,West,Yes,0.38899,369,973,0.35834,0.41963
1990,Single-person household,West,No,0.61101,604,973,0.58037,0.64166
1990,Couple without children,West,Yes,0.59798,659,1156,0.56970,0.62625
1990,Couple without children,West,No,0.40202,497,1156,0.37375,0.43030
1990,Single parent,West,Yes,0.65268,143,248,0.59330,0.71205
1990,Single parent,West,No,0.34732,105,248,0.28795,0.40670
1990,Couple with children,West,Yes,0.70621,1159,1911,0.68578,0.72663
1990,Couple with children,West,No,0.29379,752,1911,0.27337,0.31422
1990,Multi-generational household,West,Yes,0.79580,67,111,0.72047,0.87114
1990,Multi-generational household,West,No,0.20420,44,111,0.12886,0.27953
1990,Other Combinations,West,Yes,0.60234,49,83,0.49640,0.70827
1990,Other Combinations,West,No,0.39766,34,83,0.29173,0.50360
1991,Single-person household,West,Yes,0.36327,355,998,0.33342,0.39313
1991,Single-person household,West,No,0.63673,643,998,0.60687,0.66658
1991,Single-person household,East,Yes,0.29856,80,267,0.24356,0.35355
1991,Single-person household,East,No,0.70144,187,267,0.64645,0.75644
1991,Couple without children,West,Yes,0.60954,679,1203,0.58196,0.63712
1991,Couple without children,West,No,0.39046,524,1203,0.36288,0.41804
1991,Couple without children,East,Yes,0.53920,235,436,0.49235,0.58604
1991,Couple without children,East,No,0.46080,201,436,0.41396,0.50765
1991,Single parent,West,Yes,0.63622,155,269,0.57862,0.69381
1991,Single parent,West,No,0.36378,114,269,0.30619,0.42138
1991,Single parent,East,No,0.72103,78,78,0.62086,0.82121
1991,Couple with children,West,Yes,0.73883,1216,1949,0.71932,0.75834
1991,Couple with children,West,No,0.26117,733,1949,0.24166,0.28068
1991,Couple with children,East,Yes,0.50120,528,1022,0.47053,0.53187
1991,Couple with children,East,No,0.49880,494,1022,0.46813,0.52947
1991,Multi-generational household,West,Yes,0.88382,72,109,0.82338,0.94425
1991,Multi-generational household,West,No,0.11618,37,109,0.05575,0.17662
1991,Other Combinations,West,Yes,0.54956,50,94,0.44844,0.65068
1991,Other Combinations,West,No,0.45044,44,94,0.34932,0.55156
1991,Other Combinations,East,Yes,0.63263,36,36,0.47291,0.79234
1992,Single-person household,West,Yes,0.37546,360,984,0.34519,0.40573
1992,Single-person household,West,No,0.62454,624,984,0.59427,0.65481
1992,Single-person household,East,Yes,0.31831,86,270,0.26265,0.37398
1992,Single-person household,East,No,0.68169,184,270,0.62602,0.73735
1992,Couple without children,West,Yes,0.62083,689,1206,0.59344,0.64822
1992,Couple without children,West,No,0.37917,517,1206,0.35178,0.40656
1992,Couple without children,East,Yes,0.53085,231,439,0.48411,0.57759
1992,Couple without children,East,No,0.46915,208,439,0.42241,0.51589
1992,Single parent,West,Yes,0.61200,146,268,0.55354,0.67045
1992,Single parent,West,No,0.38800,122,268,0.32955,0.44646
1992,Single parent,East,Yes,0.30780,35,117,0.22380,0.39180
1992,Single parent,East,No,0.69220,82,117,0.60820,0.77620
1992,Couple with children,West,Yes,0.74060,1203,1927,0.72102,0.76017
1992,Couple with children,West,No,0.25940,724,1927,0.23983,0.27898
1992,Couple with children,East,Yes,0.51240,471,915,0.48000,0.54481
1992,Couple with children,East,No,0.48760,444,915,0.45519,0.52000
1992,Multi-generational household,West,Yes,0.88542,69,105,0.82420,0.94663
1992,Multi-generational household,West,No,0.11458,36,105,0.05337,0.17580
1992,Other Combinations,West,Yes,0.52681,52,101,0.42895,0.62467
1992,Other Combinations,West,No,0.47319,49,101,0.37533,0.57105
1992,Other Combinations,East,Yes,0.55950,35,35,0.39262,0.72637
1993,Single-person household,West,Yes,0.39586,399,1030,0.36598,0.42574
1993,Single-person household,West,No,0.60414,631,1030,0.57426,0.63402
1993,Single-person household,East,Yes,0.32369,86,266,0.26736,0.38003
1993,Single-person household,East,No,0.67631,180,266,0.61997,0.73264
1993,Couple without children,West,Yes,0.61689,692,1206,0.58945,0.64434
1993,Couple without children,West,No,0.38311,514,1206,0.35566,0.41055
1993,Couple without children,East,Yes,0.54691,238,455,0.50112,0.59270
1993,Couple without children,East,No,0.45309,217,455,0.40730,0.49888
1993,Single parent,West,Yes,0.58611,138,254,0.52541,0.64680
1993,Single parent,West,No,0.41389,116,254,0.35320,0.47459
1993,Single parent,East,Yes,0.35064,37,113,0.26227,0.43901
1993,Single parent,East,No,0.64936,76,113,0.56099,0.73773
1993,Couple with children,West,Yes,0.75661,1182,1875,0.73719,0.77604
1993,Couple with children,West,No,0.24339,693,1875,0.22396,0.26281
1993,Couple with children,East,Yes,0.52421,446,855,0.49072,0.55771
1993,Couple with children,East,No,0.47579,409,855,0.44229,0.50928
1993,Multi-generational household,West,Yes,0.84927,72,110,0.78210,0.91644
1993,Multi-generational household,West,No,0.15073,38,110,0.08356,0.21790
1993,Other Combinations,West,Yes,0.49796,54,103,0.40093,0.59500
1993,Other Combinations,West,No,0.50204,49,103,0.40500,0.59907
1994,Single-person household,West,Yes,0.42063,415,1004,0.39008,0.45119
1994,Single-person household,West,No,0.57937,589,1004,0.54881,0.60992
1994,Single-person household,East,Yes,0.33693,95,281,0.28156,0.39229
1994,Single-person household,East,No,0.66307,186,281,0.60771,0.71844
1994,Couple without children,West,Yes,0.62946,715,1233,0.60249,0.65643
1994,Couple without children,West,No,0.37054,518,1233,0.34357,0.39751
1994,Couple without children,East,Yes,0.53544,238,468,0.49021,0.58068
1994,Couple without children,East,No,0.46456,230,468,0.41932,0.50979
1994,Single parent,West,Yes,0.56941,134,250,0.50790,0.63091
1994,Single parent,West,No,0.43059,116,250,0.36909,0.49210
1994,Single parent,East,Yes,0.37351,35,103,0.27963,0.46739
1994,Single parent,East,No,0.62649,68,103,0.53261,0.72037
1994,Couple with children,West,Yes,0.75031,1141,1813,0.73038,0.77024
1994,Couple with children,West,No,0.24969,672,1813,0.22976,0.26962
1994,Couple with children,East,Yes,0.52104,429,815,0.48672,0.55536
1994,Couple with children,East,No,0.47896,386,815,0.44464,0.51328
1994,Multi-generational household,West,Yes,0.85978,66,99,0.79104,0.92853
1994,Multi-generational household,West,No,0.14022,33,99,0.07147,0.20896
1994,Other Combinations,West,Yes,0.62286,67,107,0.53059,0.71513
1994,Other Combinations,West,No,0.37714,40,107,0.28487,0.46941
1995,Single-person household,West,Yes,0.43448,428,1036,0.40428,0.46468
1995,Single-person household,West,No,0.56552,608,1036,0.53532,0.59572
1995,Single-person household,East,Yes,0.33454,93,286,0.27976,0.38931
1995,Single-person household,East,No,0.66546,193,286,0.61069,0.72024
1995,Couple without children,West,Yes,0.62822,734,1280,0.60173,0.65470
1995,Couple without children,West,No,0.37178,546,1280,0.34530,0.39827
1995,Couple without children,East,Yes,0.52761,235,468,0.48233,0.57289
1995,Couple without children,East,No,0.47239,233,468,0.42711,0.51767
1995,Single parent,West,Yes,0.59804,139,258,0.53809,0.65798
1995,Single parent,West,No,0.40196,119,258,0.34202,0.46191
1995,Single parent,East,Yes,0.40221,37,105,0.30797,0.49645
1995,Single parent,East,No,0.59779,68,105,0.50355,0.69203
1995,Couple with children,West,Yes,0.72859,1182,1937,0.70878,0.74840
1995,Couple with children,West,No,0.27141,755,1937,0.25160,0.29122
1995,Couple with children,East,Yes,0.53151,417,773,0.49631,0.56671
1995,Couple with children,East,No,0.46849,356,773,0.43329,0.50369
1995,Multi-generational household,West,Yes,0.81567,65,107,0.74185,0.88948
1995,Multi-generational household,West,No,0.18433,42,107,0.11052,0.25815
1995,Other Combinations,West,Yes,0.57583,66,110,0.48305,0.66861
1995,Other Combinations,West,No,0.42417,44,110,0.33139,0.51695
1996,Single-person household,West,Yes,0.41826,421,1047,0.38836,0.44815
1996,Single-person household,West,No,0.58174,626,1047,0.55185,0.61164
1996,Single-person household,East,Yes,0.33672,106,310,0.28403,0.38941
1996,Single-person household,East,No,0.66328,204,310,0.61059,0.71597
1996,Couple without children,West,Yes,0.62809,720,1266,0.60146,0.65473
1996,Couple without children,West,No,0.37191,546,1266,0.34527,0.39854
1996,Couple without children,East,Yes,0.52654,255,503,0.48286,0.57021
1996,Couple without children,East,No,0.47346,248,503,0.42979,0.51714
1996,Single parent,West,Yes,0.58328,137,268,0.52414,0.64241
1996,Single parent,West,No,0.41672,131,268,0.35759,0.47586
1996,Single parent,East,Yes,0.39480,40,102,0.29946,0.49013
1996,Single parent,East,No,0.60520,62,102,0.50987,0.70054
1996,Couple with children,West,Yes,0.74526,1195,1885,0.72559,0.76494
1996,Couple with children,West,No,0.25474,690,1885,0.23506,0.27441
1996,Couple with children,East,Yes,0.53070,400,730,0.49447,0.56693
1996,Couple with children,East,No,0.46930,330,730,0.43307,0.50553
1996,Multi-generational household,West,Yes,0.85065,60,93,0.77781,0.92348
1996,Multi-generational household,West,No,0.14935,33,93,0.07652,0.22219
1996,Other Combinations,West,Yes,0.68548,63,98,0.59308,0.77789
1996,Other Combinations,West,No,0.31452,35,98,0.22211,0.40692
1997,Single-person household,West,Yes,0.42536,417,1012,0.39489,0.45584
1997,Single-person household,West,No,0.57464,595,1012,0.54416,0.60511
1997,Single-person household,East,Yes,0.33671,102,316,0.28452,0.38890
1997,Single-person household,East,No,0.66329,214,316,0.61110,0.71548
1997,Couple without children,West,Yes,0.64372,762,1293,0.61760,0.66983
1997,Couple without children,West,No,0.35628,531,1293,0.33017,0.38240
1997,Couple without children,East,Yes,0.51101,252,514,0.46775,0.55426
1997,Couple without children,East,No,0.48899,262,514,0.44574,0.53225
1997,Single parent,West,Yes,0.57956,141,265,0.52001,0.63910
1997,Single parent,West,No,0.42044,124,265,0.36090,0.47999
1997,Single parent,East,Yes,0.33900,40,111,0.25054,0.42746
1997,Single parent,East,No,0.66100,71,111,0.57254,0.74946
1997,Couple with children,West,Yes,0.75612,1190,1827,0.73643,0.77582
1997,Couple with children,West,No,0.24388,637,1827,0.22418,0.26357
1997,Couple with children,East,Yes,0.55401,395,697,0.51708,0.59094
1997,Couple with children,East,No,0.44599,302,697,0.40906,0.48292
1997,Multi-generational household,West,Yes,0.81881,61,92,0.73967,0.89795
1997,Multi-generational household,West,No,0.18119,31,92,0.10205,0.26033
1997,Other Combinations,West,Yes,0.60266,55,97,0.50477,0.70055
1997,Other Combinations,West,No,0.39734,42,97,0.29945,0.49523
1998,Single-person household,West,Yes,0.39913,499,1286,0.37236,0.42591
1998,Single-person household,West,No,0.60087,787,1286,0.57409,0.62764
1998,Single-person household,East,Yes,0.30278,113,395,0.25741,0.34815
1998,Single-person household,East,No,0.69722,282,395,0.65185,0.74259
1998,Couple without children,West,Yes,0.63895,949,1576,0.61523,0.66267
1998,Couple without children,West,No,0.36105,627,1576,0.33733,0.38477
1998,Couple without children,East,Yes,0.45307,268,592,0.41294,0.49321
1998,Couple without children,East,No,0.54693,324,592,0.50679,0.58706
1998,Single parent,West,Yes,0.51469,157,324,0.46018,0.56920
1998,Single parent,West,No,0.48531,167,324,0.43080,0.53982
1998,Single parent,East,Yes,0.27328,38,122,0.19388,0.35269
1998,Single parent,East,No,0.72672,84,122,0.64731,0.80612
1998,Couple with children,West,Yes,0.73270,1377,2056,0.71357,0.75183
1998,Couple with children,West,No,0.26730,679,2056,0.24817,0.28643
1998,Couple with children,East,Yes,0.56680,417,748,0.53127,0.60234
1998,Couple with children,East,No,0.43320,331,748,0.39766,0.46873
1998,Multi-generational household,West,Yes,0.74242,53,53,0.62356,0.86128
1998,Other Combinations,West,Yes,0.62423,63,105,0.53114,0.71731
1998,Other Combinations,West,No,0.37577,42,105,0.28269,0.46886
1999,Single-person household,West,Yes,0.40129,473,1202,0.37357,0.42901
1999,Single-person household,West,No,0.59871,729,1202,0.57099,0.62643
1999,Single-person household,East,Yes,0.32532,126,407,0.27975,0.37090
1999,Single-person household,East,No,0.67468,281,407,0.62910,0.72025
1999,Couple without children,West,Yes,0.63962,938,1541,0.61564,0.66360
1999,Couple without children,West,No,0.36038,603,1541,0.33640,0.38436
1999,Couple without children,East,Yes,0.46123,268,594,0.42111,0.50135
1999,Couple without children,East,No,0.53877,326,594,0.49865,0.57889
1999,Single parent,West,Yes,0.52437,154,305,0.46823,0.58051
1999,Single parent,West,No,0.47563,151,305,0.41949,0.53177
1999,Single parent,East,Yes,0.28348,43,134,0.20688,0.36007
1999,Single parent,East,No,0.71652,91,134,0.63993,0.79312
1999,Couple with children,West,Yes,0.73527,1343,1988,0.71587,0.75467
1999,Couple with children,West,No,0.26473,645,1988,0.24533,0.28413
1999,Couple with children,East,Yes,0.56613,422,718,0.52986,0.60241
1999,Couple with children,East,No,0.43387,296,718,0.39759,0.47014
1999,Multi-generational household,West,Yes,0.74051,48,48,0.61519,0.86583
2000,Single-person household,West,Yes,0.40966,1045,2455,0.39020,0.42912
2000,Single-person household,West,No,0.59034,1410,2455,0.57088,0.60980
2000,Single-person household,East,Yes,0.30964,233,744,0.27640,0.34289
2000,Single-person household,East,No,0.69036,511,744,0.65711,0.72360
2000,Couple without children,West,Yes,0.65114,1954,2971,0.63400,0.66828
2000,Couple without children,West,No,0.34886,1017,2971,0.33172,0.36600
2000,Couple without children,East,Yes,0.51351,492,956,0.48181,0.54521
2000,Couple without children,East,No,0.48649,464,956,0.45479,0.51819
2000,Single parent,West,Yes,0.54354,293,542,0.50156,0.58551
2000,Single parent,West,No,0.45646,249,542,0.41449,0.49844
2000,Single parent,East,Yes,0.33663,71,203,0.27146,0.40179
2000,Single parent,East,No,0.66337,132,203,0.59821,0.72854
2000,Couple with children,West,Yes,0.72662,2540,3523,0.71190,0.74134
2000,Couple with children,West,No,0.27338,983,3523,0.25866,0.28810
2000,Couple with children,East,Yes,0.59450,655,1058,0.56490,0.62410
2000,Couple with children,East,No,0.40550,403,1058,0.37590,0.43510
2000,Multi-generational household,West,Yes,0.73980,98,136,0.66579,0.81381
2000,Multi-generational household,West,No,0.26020,38,136,0.18619,0.33421
2000,Other Combinations,West,Yes,0.71094,85,121,0.62983,0.79205
2000,Other Combinations,West,No,0.28906,36,121,0.20795,0.37017
2001,Single-person household,West,Yes,0.42279,937,2174,0.40202,0.44356
2001,Single-person household,West,No,0.57721,1237,2174,0.55644,0.59798
2001,Single-person household,East,Yes,0.32211,223,686,0.28711,0.35710
2001,Single-person household,East,No,0.67789,463,686,0.64290,0.71289
2001,Couple without children,West,Yes,0.64851,1711,2630,0.63026,0.66676
2001,Couple without children,West,No,0.35149,919,2630,0.33324,0.36974
2001,Couple without children,East,Yes,0.51703,482,913,0.48460,0.54946
2001,Couple without children,East,No,0.48297,431,913,0.45054,0.51540
2001,Single parent,West,Yes,0.53230,262,499,0.48847,0.57612
2001,Single parent,West,No,0.46770,237,499,0.42388,0.51153
2001,Single parent,East,Yes,0.36173,75,188,0.29286,0.43060
2001,Single parent,East,No,0.63827,113,188,0.56940,0.70714
2001,Couple with children,West,Yes,0.73920,2321,3167,0.72391,0.75450
2001,Couple with children,West,No,0.26080,846,3167,0.24550,0.27609
2001,Couple with children,East,Yes,0.58564,589,950,0.55429,0.61698
2001,Couple with children,East,No,0.41436,361,950,0.38302,0.44571
2001,Multi-generational household,West,Yes,0.76763,95,131,0.69503,0.84024
2001,Multi-generational household,West,No,0.23237,36,131,0.15976,0.30497
2001,Other Combinations,West,Yes,0.68179,64,95,0.58762,0.77595
2001,Other Combinations,West,No,0.31821,31,95,0.22405,0.41238
2002,Single-person household,West,Yes,0.42748,945,2166,0.40664,0.44832
2002,Single-person household,West,No,0.57252,1221,2166,0.55168,0.59336
2002,Single-person household,East,Yes,0.31521,230,693,0.28059,0.34982
2002,Single-person household,East,No,0.68479,463,693,0.65018,0.71941
2002,Couple without children,West,Yes,0.66008,1969,2916,0.64288,0.67727
2002,Couple without children,West,No,0.33992,947,2916,0.32273,0.35712
2002,Couple without children,East,Yes,0.52265,495,921,0.49038,0.55493
2002,Couple without children,East,No,0.47735,426,921,0.44507,0.50962
2002,Single parent,West,Yes,0.57544,285,508,0.53241,0.61846
2002,Single parent,West,No,0.42456,223,508,0.38154,0.46759
2002,Single parent,East,Yes,0.35270,67,173,0.28130,0.42411
2002,Single parent,East,No,0.64730,106,173,0.57589,0.71870
2002,Couple with children,West,Yes,0.72628,2561,3385,0.71126,0.74131
2002,Couple with children,West,No,0.27372,824,3385,0.25869,0.28874
2002,Couple with children,East,Yes,0.59955,610,938,0.56817,0.63092
2002,Couple with children,East,No,0.40045,328,938,0.36908,0.43183
2002,Multi-generational household,West,Yes,0.70627,87,119,0.62408,0.78845
2002,Multi-generational household,West,No,0.29373,32,119,0.21155,0.37592
2002,Other Combinations,West,Yes,0.69550,64,98,0.60391,0.78708
2002,Other Combinations,West,No,0.30450,34,98,0.21292,0.39609
2003,Single-person household,West,Yes,0.43600,951,2145,0.41501,0.45699
2003,Single-person household,West,No,0.56400,1194,2145,0.54301,0.58499
2003,Single-person household,East,Yes,0.31919,225,680,0.28413,0.35426
2003,Single-person household,East,No,0.68081,455,680,0.64574,0.71587
2003,Couple without children,West,Yes,0.66043,1899,2810,0.64292,0.67794
2003,Couple without children,West,No,0.33957,911,2810,0.32206,0.35708
2003,Couple without children,East,Yes,0.50045,495,947,0.46859,0.53231
2003,Couple without children,East,No,0.49955,452,947,0.46769,0.53141
2003,Single parent,West,Yes,0.52302,271,509,0.47959,0.56646
2003,Single parent,West,No,0.47698,238,509,0.43354,0.52041
2003,Single parent,East,Yes,0.38365,71,169,0.31012,0.45719
2003,Single parent,East,No,0.61635,98,169,0.54281,0.68988
2003,Couple with children,West,Yes,0.74182,2423,3176,0.72660,0.75704
2003,Couple with children,West,No,0.25818,753,3176,0.24296,0.27340
2003,Couple with children,East,Yes,0.61841,592,888,0.58644,0.65038
2003,Couple with children,East,No,0.38159,296,888,0.34962,0.41356
2003,Multi-generational household,West,Yes,0.69647,67,67,0.58555,0.80740
2003,Other Combinations,West,Yes,0.70606,56,56,0.58566,0.82646
2004,Single-person household,West,Yes,0.44148,958,2087,0.42017,0.46279
2004,Single-person household,West,No,0.55852,1129,2087,0.53721,0.57983
2004,Single-person household,East,Yes,0.30837,216,672,0.27342,0.34331
2004,Single-person household,East,No,0.69163,456,672,0.65669,0.72658
2004,Couple without children,West,Yes,0.65890,1910,2820,0.64140,0.67640
2004,Couple without children,West,No,0.34110,910,2820,0.32360,0.35860
2004,Couple without children,East,Yes,0.49371,501,930,0.46156,0.52586
2004,Couple without children,East,No,0.50629,429,930,0.47414,0.53844
2004,Single parent,West,Yes,0.50286,259,487,0.45840,0.54731
2004,Single parent,West,No,0.49714,228,487,0.45269,0.54160
2004,Single parent,East,Yes,0.42335,77,170,0.34885,0.49784
2004,Single parent,East,No,0.57665,93,170,0.50216,0.65115
2004,Couple with children,West,Yes,0.75320,2329,3027,0.73784,0.76856
2004,Couple with children,West,No,0.24680,698,3027,0.23144,0.26216
2004,Couple with children,East,Yes,0.61807,573,861,0.58560,0.65054
2004,Couple with children,East,No,0.38193,288,861,0.34946,0.41440
2004,Multi-generational household,West,Yes,0.62131,60,60,0.49753,0.74508
2004,Other Combinations,West,Yes,0.68614,52,52,0.55877,0.81350
2005,Single-person household,West,Yes,0.42683,964,2179,0.40606,0.44761
2005,Single-person household,West,No,0.57317,1215,2179,0.55239,0.59394
2005,Single-person household,East,Yes,0.31645,226,710,0.28221,0.35068
2005,Single-person household,East,No,0.68355,484,710,0.64932,0.71779
2005,Couple without children,West,Yes,0.65769,1891,2773,0.64002,0.67535
2005,Couple without children,West,No,0.34231,882,2773,0.32465,0.35998
2005,Couple without children,East,Yes,0.52499,523,912,0.49256,0.55741
2005,Couple without children,East,No,0.47501,389,912,0.44259,0.50744
2005,Single parent,West,Yes,0.45505,257,506,0.41162,0.49849
2005,Single parent,West,No,0.54495,249,506,0.50151,0.58838
2005,Single parent,East,Yes,0.41648,84,184,0.34506,0.48791
2005,Single parent,East,No,0.58352,100,184,0.51209,0.65494
2005,Couple with children,West,Yes,0.75335,2200,2870,0.73757,0.76912
2005,Couple with children,West,No,0.24665,670,2870,0.23088,0.26243
2005,Couple with children,East,Yes,0.65255,571,831,0.62016,0.68495
2005,Couple with children,East,No,0.34745,260,831,0.31505,0.37984
2005,Multi-generational household,West,Yes,0.70989,58,58,0.59208,0.82771
2005,Other Combinations,West,Yes,0.70214,51,51,0.57538,0.82891
2006,Single-person household,West,Yes,0.42495,1092,2464,0.40542,0.44447
2006,Single-person household,West,No,0.57505,1372,2464,0.55553,0.59458
2006,Single-person household,East,Yes,0.32284,279,811,0.29064,0.35504
2006,Single-person household,East,No,0.67716,532,811,0.64496,0.70936
2006,Couple without children,West,Yes,0.64154,2139,3125,0.62472,0.65836
2006,Couple without children,West,No,0.35846,986,3125,0.34164,0.37528
2006,Couple without children,East,Yes,0.53228,604,1024,0.50170,0.56285
2006,Couple without children,East,No,0.46772,420,1024,0.43715,0.49830
2006,Single parent,West,Yes,0.47697,304,577,0.43618,0.51776
2006,Single parent,West,No,0.52303,273,577,0.48224,0.56382
2006,Single parent,East,Yes,0.33267,75,188,0.26514,0.40020
2006,Single parent,East,No,0.66733,113,188,0.59980,0.73486
2006,Couple with children,West,Yes,0.74417,2321,2983,0.72851,0.75983
2006,Couple with children,West,No,0.25583,662,2983,0.24017,0.27149
2006,Couple with children,East,Yes,0.63411,585,853,0.60176,0.66645
2006,Couple with children,East,No,0.36589,268,853,0.33355,0.39824
2006,Multi-generational household,West,Yes,0.73912,60,60,0.62707,0.85117
2006,Other Combinations,West,Yes,0.75795,61,61,0.64957,0.86633
2007,Single-person household,West,Yes,0.44173,1078,2331,0.42157,0.46190
2007,Single-person household,West,No,0.55827,1253,2331,0.53810,0.57843
2007,Single-person household,East,Yes,0.33972,271,761,0.30605,0.37340
2007,Single-person household,East,No,0.66028,490,761,0.62660,0.69395
2007,Couple without children,West,Yes,0.66244,2015,2879,0.64516,0.67971
2007,Couple without children,West,No,0.33756,864,2879,0.32029,0.35484
2007,Couple without children,East,Yes,0.54570,589,989,0.51465,0.57675
2007,Couple without children,East,No,0.45430,400,989,0.42325,0.48535
2007,Single parent,West,Yes,0.49497,286,525,0.45216,0.53778
2007,Single parent,West,No,0.50503,239,525,0.46222,0.54784
2007,Single parent,East,Yes,0.26845,68,182,0.20389,0.33302
2007,Single parent,East,No,0.73155,114,182,0.66698,0.79611
2007,Couple with children,West,Yes,0.75060,2178,2793,0.73455,0.76664
2007,Couple with children,West,No,0.24940,615,2793,0.23336,0.26545
2007,Couple with children,East,Yes,0.67448,548,783,0.64164,0.70732
2007,Couple with children,East,No,0.32552,235,783,0.29268,0.35836
2007,Multi-generational household,West,Yes,0.71567,52,52,0.59187,0.83948
2007,Other Combinations,West,Yes,0.75033,50,50,0.62914,0.87152
2008,Single-person household,West,Yes,0.44676,1044,2224,0.42609,0.46743
2008,Single-person household,West,No,0.55324,1180,2224,0.53257,0.57391
