year,hhtyp,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Other Combinations,Owner,Yes,0.86050,42,42,0.75445,0.96655
1985,Other Combinations,Tenant,No,0.65494,51,51,0.52317,0.78671
1986,Single-person household,Owner,Yes,0.74112,159,215,0.68244,0.79981
1986,Single-person household,Owner,No,0.25888,56,215,0.20019,0.31756
1986,Single-person household,Tenant,Yes,0.24742,187,822,0.21790,0.27694
1986,Single-person household,Tenant,No,0.75258,635,822,0.72306,0.78210
1986,Couple without children,Owner,Yes,0.88103,394,449,0.85105,0.91101
1986,Couple without children,Owner,No,0.11897,55,449,0.08899,0.14895
1986,Couple without children,Tenant,Yes,0.32776,235,731,0.29371,0.36181
1986,Couple without children,Tenant,No,0.67224,496,731,0.63819,0.70629
1986,Single parent,Owner,Yes,0.89615,75,75,0.82664,0.96566
1986,Single parent,Tenant,Yes,0.31326,53,188,0.24678,0.37973
1986,Single parent,Tenant,No,0.68674,135,188,0.62027,0.75322
1986,Couple with children,Owner,Yes,0.93242,874,950,0.91645,0.94839
1986,Couple with children,Owner,No,0.06758,76,950,0.05161,0.08355
1986,Couple with children,Tenant,Yes,0.41523,438,1238,0.38777,0.44269
1986,Couple with children,Tenant,No,0.58477,800,1238,0.55731,0.61223
1986,Multi-generational household,Owner,Yes,0.89845,56,56,0.81862,0.97828
1986,Multi-generational household,Tenant,No,0.59483,32,32,0.42201,0.76765
1986,Other Combinations,Owner,Yes,0.95543,47,47,0.89579,1.01506
1986,Other Combinations,Tenant,No,0.69705,47,47,0.56425,0.82985
1987,Single-person household,Owner,Yes,0.75449,168,221,0.69762,0.81137
1987,Single-person household,Owner,No,0.24551,53,221,0.18863,0.30238
1987,Single-person household,Tenant,Yes,0.24607,185,824,0.21664,0.27550
1987,Single-person household,Tenant,No,0.75393,639,824,0.72450,0.78336
1987,Couple without children,Owner,Yes,0.87954,407,468,0.85002,0.90906
1987,Couple without children,Owner,No,0.12046,61,468,0.09094,0.14998
1987,Couple without children,Tenant,Yes,0.33326,230,701,0.29834,0.36818
1987,Couple without children,Tenant,No,0.66674,471,701,0.63182,0.70166
1987,Single parent,Owner,Yes,0.92503,81,81,0.86733,0.98274
1987,Single parent,Tenant,Yes,0.33400,51,180,0.26490,0.40309
1987,Single parent,Tenant,No,0.66600,129,180,0.59691,0.73510
1987,Couple with children,Owner,Yes,0.92694,853,929,0.91019,0.94368
1987,Couple with children,Owner,No,0.07306,76,929,0.05632,0.08981
1987,Couple with children,Tenant,Yes,0.41913,435,1218,0.39141,0.44686
1987,Couple with children,Tenant,No,0.58087,783,1218,0.55314,0.60859
1987,Multi-generational household,Owner,Yes,0.91742,54,54,0.84332,0.99152
1987,Multi-generational household,Tenant,No,0.70038,41,41,0.55842,0.84235
1987,Other Combinations,Owner,Yes,0.82563,37,37,0.70169,0.94958
1987,Other Combinations,Tenant,No,0.78487,52,52,0.67209,0.89765
1988,Single-person household,Owner,Yes,0.77808,174,222,0.72330,0.83287
1988,Single-person household,Owner,No,0.22192,48,222,0.16713,0.27670
1988,Single-person household,Tenant,Yes,0.28028,210,791,0.24896,0.31160
1988,Single-person household,Tenant,No,0.71972,581,791,0.68840,0.75104
1988,Couple without children,Owner,Yes,0.88223,390,443,0.85218,0.91228
1988,Couple without children,Owner,No,0.11777,53,443,0.08772,0.14782
1988,Couple without children,Tenant,Yes,0.33369,227,700,0.29873,0.36864
1988,Couple without children,Tenant,No,0.66631,473,700,0.63136,0.70127
1988,Single parent,Owner,Yes,0.89640,79,79,0.82877,0.96403
1988,Single parent,Tenant,Yes,0.40109,58,175,0.32827,0.47392
1988,Single parent,Tenant,No,0.59891,117,175,0.52608,0.67173
1988,Couple with children,Owner,Yes,0.92169,814,897,0.90409,0.93928
1988,Couple with children,Owner,No,0.07831,83,897,0.06072,0.09591
1988,Couple with children,Tenant,Yes,0.44142,429,1154,0.41276,0.47009
1988,Couple with children,Tenant,No,0.55858,725,1154,0.52991,0.58724
1988,Multi-generational household,Owner,Yes,0.91728,41,41,0.83192,1.00265
1988,Multi-generational household,Tenant,No,0.54871,32,32,0.37353,0.72388
1988,Other Combinations,Tenant,No,0.67244,42,42,0.52877,0.81610
1989,Single-person household,Owner,Yes,0.80201,176,220,0.74923,0.85479
1989,Single-person household,Owner,No,0.19799,44,220,0.14521,0.25077
1989,Single-person household,Tenant,Yes,0.25922,199,791,0.22867,0.28978
1989,Single-person household,Tenant,No,0.74078,592,791,0.71022,0.77133
1989,Couple without children,Owner,Yes,0.88176,382,435,0.85138,0.91214
1989,Couple without children,Owner,No,0.11824,53,435,0.08786,0.14862
1989,Couple without children,Tenant,Yes,0.33353,238,699,0.29855,0.36850
1989,Couple without children,Tenant,No,0.66647,461,699,0.63150,0.70145
1989,Single parent,Owner,Yes,0.91306,86,86,0.85316,0.97296
1989,Single parent,Tenant,Yes,0.42352,54,154,0.34522,0.50181
1989,Single parent,Tenant,No,0.57648,100,154,0.49819,0.65478
1989,Couple with children,Owner,Yes,0.92936,784,861,0.91223,0.94648
1989,Couple with children,Owner,No,0.07064,77,861,0.05352,0.08777
1989,Couple with children,Tenant,Yes,0.44508,407,1101,0.41571,0.47445
1989,Couple with children,Tenant,No,0.55492,694,1101,0.52555,0.58429
1989,Multi-generational household,Owner,Yes,0.92153,46,46,0.84296,1.00010
1989,Multi-generational household,Tenant,No,0.58118,35,35,0.41534,0.74702
1989,Other Combinations,Tenant,No,0.57054,32,32,0.39629,0.74479
1990,Single-person household,Owner,Yes,0.79508,213,264,0.74630,0.84386
1990,Single-person household,Owner,No,0.20492,51,264,0.15614,0.25370
1990,Single-person household,Tenant,Yes,0.29532,250,803,0.26374,0.32689
1990,Single-person household,Tenant,No,0.70468,553,803,0.67311,0.73626
1990,Couple without children,Owner,Yes,0.89657,539,596,0.87210,0.92104
1990,Couple without children,Owner,No,0.10343,57,596,0.07896,0.12790
1990,Couple without children,Tenant,Yes,0.42211,361,801,0.38789,0.45634
1990,Couple without children,Tenant,No,0.57789,440,801,0.54366,0.61211
1990,Single parent,Owner,Yes,0.91856,96,96,0.86356,0.97356
1990,Single parent,Tenant,Yes,0.50959,80,177,0.43573,0.58344
1990,Single parent,Tenant,No,0.49041,97,177,0.41656,0.56427
1990,Couple with children,Owner,Yes,0.93748,1108,1186,0.92369,0.95126
1990,Couple with children,Owner,No,0.06252,78,1186,0.04874,0.07631
1990,Couple with children,Tenant,Yes,0.50282,614,1288,0.47550,0.53014
1990,Couple with children,Tenant,No,0.49718,674,1288,0.46986,0.52450
1990,Multi-generational household,Owner,Yes,0.92885,79,79,0.87179,0.98590
1990,Multi-generational household,Tenant,No,0.45692,37,37,0.29419,0.61964
1990,Other Combinations,Owner,Yes,0.92339,55,55,0.85244,0.99433
1991,Single-person household,Owner,Yes,0.78515,209,263,0.73541,0.83488
1991,Single-person household,Owner,No,0.21485,54,263,0.16512,0.26459
1991,Single-person household,Tenant,Yes,0.23122,226,1002,0.20510,0.25733
1991,Single-person household,Tenant,No,0.76878,776,1002,0.74267,0.79490
1991,Couple without children,Owner,Yes,0.90090,553,614,0.87724,0.92455
1991,Couple without children,Owner,No,0.09910,61,614,0.07545,0.12276
1991,Couple without children,Tenant,Yes,0.36780,361,1025,0.33826,0.39733
1991,Couple without children,Tenant,No,0.63220,664,1025,0.60267,0.66174
1991,Single parent,Owner,Yes,0.96157,111,111,0.92564,0.99749
1991,Single parent,Tenant,Yes,0.34182,74,259,0.28394,0.39969
1991,Single parent,Tenant,No,0.65818,185,259,0.60031,0.71606
1991,Couple with children,Owner,Yes,0.94579,1123,1201,0.93298,0.95860
1991,Couple with children,Owner,No,0.05421,78,1201,0.04140,0.06702
1991,Couple with children,Tenant,Yes,0.42953,621,1769,0.40646,0.45261
1991,Couple with children,Tenant,No,0.57047,1148,1769,0.54739,0.59354
1991,Multi-generational household,Owner,Yes,0.98383,74,74,0.95490,1.01276
1991,Multi-generational household,Tenant,No,0.54057,47,47,0.39656,0.68459
1991,Other Combinations,Owner,Yes,0.93091,57,57,0.86448,0.99733
1991,Other Combinations,Tenant,No,0.69759,59,59,0.57939,0.81580
1992,Single-person household,Owner,Yes,0.82445,215,261,0.77820,0.87069
1992,Single-person household,Owner,No,0.17555,46,261,0.12931,0.22180
1992,Single-person household,Tenant,Yes,0.23167,231,993,0.20541,0.25792
1992,Single-person household,Tenant,No,0.76833,762,993,0.74208,0.79459
1992,Couple without children,Owner,Yes,0.89790,561,623,0.87410,0.92169
1992,Couple without children,Owner,No,0.10210,62,623,0.07831,0.12590
1992,Couple without children,Tenant,Yes,0.36975,359,1022,0.34014,0.39936
1992,Couple without children,Tenant,No,0.63025,663,1022,0.60064,0.65986
1992,Single parent,Owner,Yes,0.96288,102,102,0.92600,0.99975
1992,Single parent,Tenant,Yes,0.33817,79,276,0.28226,0.39409
1992,Single parent,Tenant,No,0.66183,197,276,0.60591,0.71774
1992,Couple with children,Owner,Yes,0.94964,1105,1187,0.93719,0.96209
1992,Couple with children,Owner,No,0.05036,82,1187,0.03791,0.06281
1992,Couple with children,Tenant,Yes,0.42418,569,1655,0.40037,0.44800
1992,Couple with children,Tenant,No,0.57582,1086,1655,0.55200,0.59963
1992,Multi-generational household,Owner,Yes,0.98732,72,72,0.96129,1.01335
1992,Multi-generational household,Tenant,No,0.53667,42,42,0.38403,0.68930
1992,Other Combinations,Owner,Yes,0.79725,58,58,0.69288,0.90163
1992,Other Combinations,Tenant,No,0.67541,68,68,0.56330,0.78753
1993,Single-person household,Owner,Yes,0.82041,224,272,0.77471,0.86611
1993,Single-person household,Owner,No,0.17959,48,272,0.13389,0.22529
1993,Single-person household,Tenant,Yes,0.25391,261,1023,0.22722,0.28059
1993,Single-person household,Tenant,No,0.74609,762,1023,0.71941,0.77278
1993,Couple without children,Owner,Yes,0.89527,578,643,0.87158,0.91896
1993,Couple without children,Owner,No,0.10473,65,643,0.08104,0.12842
1993,Couple without children,Tenant,Yes,0.35460,352,1018,0.32520,0.38400
1993,Couple without children,Tenant,No,0.64540,666,1018,0.61600,0.67480
1993,Single parent,Owner,Yes,0.94164,90,90,0.89294,0.99034
1993,Single parent,Tenant,Yes,0.35288,85,270,0.29577,0.40999
1993,Single parent,Tenant,No,0.64712,185,270,0.59001,0.70423
1993,Couple with children,Owner,Yes,0.94684,1058,1135,0.93378,0.95990
1993,Couple with children,Owner,No,0.05316,77,1135,0.04010,0.06622
1993,Couple with children,Tenant,Yes,0.44719,570,1595,0.42279,0.47160
1993,Couple with children,Tenant,No,0.55281,1025,1595,0.52840,0.57721
1993,Multi-generational household,Owner,Yes,0.94565,77,77,0.89467,0.99662
1993,Multi-generational household,Tenant,No,0.53749,40,40,0.38100,0.69397
1993,Other Combinations,Owner,Yes,0.81420,58,58,0.71323,0.91517
1993,Other Combinations,Tenant,No,0.73496,65,65,0.62683,0.84309
1994,Single-person household,Owner,Yes,0.82133,232,283,0.77662,0.86605
1994,Single-person household,Owner,No,0.17867,51,283,0.13395,0.22338
1994,Single-person household,Tenant,Yes,0.27390,278,1000,0.24624,0.30155
1994,Single-person household,Tenant,No,0.72610,722,1000,0.69845,0.75376
1994,Couple without children,Owner,Yes,0.89978,585,650,0.87667,0.92288
1994,Couple without children,Owner,No,0.10022,65,650,0.07712,0.12333
1994,Couple without children,Tenant,Yes,0.37042,368,1051,0.34121,0.39963
1994,Couple without children,Tenant,No,0.62958,683,1051,0.60037,0.65879
1994,Single parent,Owner,Yes,0.96430,88,88,0.92531,1.00329
1994,Single parent,Tenant,Yes,0.33863,81,260,0.28100,0.39627
1994,Single parent,Tenant,No,0.66137,179,260,0.60373,0.71900
1994,Couple with children,Owner,Yes,0.94497,1055,1133,0.93169,0.95826
1994,Couple with children,Owner,No,0.05503,78,1133,0.04174,0.06831
1994,Couple with children,Tenant,Yes,0.42191,514,1494,0.39686,0.44696
1994,Couple with children,Tenant,No,0.57809,980,1494,0.55304,0.60314
1994,Multi-generational household,Owner,Yes,0.95836,73,73,0.91222,1.00450
1994,Multi-generational household,Tenant,No,0.51757,36,36,0.35202,0.68312
1994,Other Combinations,Owner,Yes,0.87049,61,61,0.78553,0.95545
1994,Other Combinations,Tenant,Yes,0.38258,36,94,0.28380,0.48136
1994,Other Combinations,Tenant,No,0.61742,58,94,0.51864,0.71620
1995,Single-person household,Owner,Yes,0.80206,233,287,0.75588,0.84824
1995,Single-person household,Owner,No,0.19794,54,287,0.15176,0.24412
1995,Single-person household,Tenant,Yes,0.28556,288,1035,0.25803,0.31309
1995,Single-person household,Tenant,No,0.71444,747,1035,0.68691,0.74197
1995,Couple without children,Owner,Yes,0.90666,596,665,0.88453,0.92879
1995,Couple without children,Owner,No,0.09334,69,665,0.07121,0.11547
1995,Couple without children,Tenant,Yes,0.36178,373,1083,0.33315,0.39041
1995,Couple without children,Tenant,No,0.63822,710,1083,0.60959,0.66685
1995,Single parent,Owner,Yes,0.95095,89,89,0.90582,0.99607
1995,Single parent,Tenant,Yes,0.36330,87,268,0.30561,0.42099
1995,Single parent,Tenant,No,0.63670,181,268,0.57901,0.69439
1995,Couple with children,Owner,Yes,0.93554,1058,1141,0.92128,0.94979
1995,Couple with children,Owner,No,0.06446,83,1141,0.05021,0.07872
1995,Couple with children,Tenant,Yes,0.39946,541,1569,0.37521,0.42370
1995,Couple with children,Tenant,No,0.60054,1028,1569,0.57630,0.62479
1995,Multi-generational household,Owner,Yes,0.97338,66,66,0.93424,1.01251
1995,Multi-generational household,Tenant,No,0.67016,45,45,0.53124,0.80908
1995,Other Combinations,Owner,Yes,0.95555,64,64,0.90466,1.00644
1995,Other Combinations,Tenant,No,0.74646,63,63,0.63817,0.85475
1996,Single-person household,Owner,Yes,0.78980,233,288,0.74266,0.83694
1996,Single-person household,Owner,No,0.21020,55,288,0.16306,0.25734
1996,Single-person household,Tenant,Yes,0.27823,294,1069,0.25135,0.30510
1996,Single-person household,Tenant,No,0.72177,775,1069,0.69490,0.74865
1996,Couple without children,Owner,Yes,0.91299,618,683,0.89184,0.93414
1996,Couple without children,Owner,No,0.08701,65,683,0.06586,0.10816
1996,Couple without children,Tenant,Yes,0.33886,357,1086,0.31070,0.36703
1996,Couple without children,Tenant,No,0.66114,729,1086,0.63297,0.68930
1996,Single parent,Owner,Yes,0.97830,94,94,0.94868,1.00791
1996,Single parent,Tenant,Yes,0.33986,83,271,0.28336,0.39636
1996,Single parent,Tenant,No,0.66014,188,271,0.60364,0.71664
1996,Couple with children,Owner,Yes,0.93726,1075,1161,0.92330,0.95121
1996,Couple with children,Owner,No,0.06274,86,1161,0.04879,0.07670
1996,Couple with children,Tenant,Yes,0.41814,520,1454,0.39278,0.44351
1996,Couple with children,Tenant,No,0.58186,934,1454,0.55649,0.60722
1996,Multi-generational household,Owner,Yes,0.97527,60,60,0.93564,1.01490
1996,Multi-generational household,Tenant,No,0.71634,40,40,0.57486,0.85781
1996,Other Combinations,Owner,Yes,0.94115,60,60,0.88110,1.00120
1996,Other Combinations,Tenant,Yes,0.39766,32,83,0.29173,0.50359
1996,Other Combinations,Tenant,No,0.60234,51,83,0.49641,0.70827
1997,Single-person household,Owner,Yes,0.81337,235,286,0.76814,0.85860
1997,Single-person household,Owner,No,0.18663,51,286,0.14140,0.23186
1997,Single-person household,Tenant,Yes,0.27649,284,1042,0.24932,0.30366
1997,Single-person household,Tenant,No,0.72351,758,1042,0.69634,0.75068
1997,Couple without children,Owner,Yes,0.91244,647,714,0.89169,0.93319
1997,Couple without children,Owner,No,0.08756,67,714,0.06681,0.10831
1997,Couple without children,Tenant,Yes,0.34972,367,1093,0.32144,0.37801
1997,Couple without children,Tenant,No,0.65028,726,1093,0.62199,0.67856
1997,Single parent,Owner,Yes,0.95357,88,88,0.90936,0.99779
1997,Single parent,Tenant,Yes,0.35366,93,281,0.29766,0.40966
1997,Single parent,Tenant,No,0.64634,188,281,0.59034,0.70234
1997,Couple with children,Owner,Yes,0.93934,1086,1174,0.92568,0.95300
1997,Couple with children,Owner,No,0.06066,88,1174,0.04700,0.07432
1997,Couple with children,Tenant,Yes,0.42962,499,1350,0.40321,0.45604
1997,Couple with children,Tenant,No,0.57038,851,1350,0.54396,0.59679
1997,Multi-generational household,Owner,Yes,0.97053,58,58,0.92663,1.01444
1997,Multi-generational household,Tenant,No,0.64006,35,35,0.47872,0.80140
1997,Other Combinations,Owner,Yes,0.83980,59,59,0.74541,0.93420
1997,Other Combinations,Tenant,No,0.66395,52,52,0.53431,0.79359
1998,Single-person household,Owner,Yes,0.79040,300,369,0.74881,0.83198
1998,Single-person household,Owner,No,0.20960,69,369,0.16802,0.25119
1998,Single-person household,Tenant,Yes,0.24450,312,1312,0.22123,0.26776
1998,Single-person household,Tenant,No,0.75550,1000,1312,0.73224,0.77877
1998,Couple without children,Owner,Yes,0.87800,799,909,0.85671,0.89929
1998,Couple without children,Owner,No,0.12200,110,909,0.10071,0.14329
1998,Couple without children,Tenant,Yes,0.34594,418,1259,0.31966,0.37223
1998,Couple without children,Tenant,No,0.65406,841,1259,0.62777,0.68034
1998,Single parent,Owner,Yes,0.93151,102,102,0.88224,0.98077
1998,Single parent,Tenant,Yes,0.29022,93,335,0.24155,0.33890
1998,Single parent,Tenant,No,0.70978,242,335,0.66110,0.75845
1998,Couple with children,Owner,Yes,0.93912,1273,1374,0.92647,0.95177
1998,Couple with children,Owner,No,0.06088,101,1374,0.04823,0.07353
1998,Couple with children,Tenant,Yes,0.40343,521,1430,0.37799,0.42886
1998,Couple with children,Tenant,No,0.59657,909,1430,0.57114,0.62201
1998,Multi-generational household,Owner,Yes,0.98252,56,56,0.94789,1.01716
1998,Multi-generational household,Tenant,No,0.75980,35,35,0.61620,0.90340
1998,Other Combinations,Owner,Yes,0.92729,69,69,0.86557,0.98901
1998,Other Combinations,Tenant,No,0.74447,62,62,0.63502,0.85393
1999,Single-person household,Owner,Yes,0.79933,301,367,0.75830,0.84036
1999,Single-person household,Owner,No,0.20067,66,367,0.15964,0.24170
1999,Single-person household,Tenant,Yes,0.24489,298,1242,0.22096,0.26882
1999,Single-person household,Tenant,No,0.75511,944,1242,0.73118,0.77904
1999,Couple without children,Owner,Yes,0.88493,798,902,0.86409,0.90576
1999,Couple without children,Owner,No,0.11507,104,902,0.09424,0.13591
1999,Couple without children,Tenant,Yes,0.34251,408,1233,0.31602,0.36901
1999,Couple without children,Tenant,No,0.65749,825,1233,0.63099,0.68398
1999,Single parent,Owner,Yes,0.91516,101,101,0.86055,0.96978
1999,Single parent,Tenant,Yes,0.31412,96,329,0.26389,0.36436
1999,Single parent,Tenant,No,0.68588,233,329,0.63564,0.73611
1999,Couple with children,Owner,Yes,0.93503,1272,1380,0.92203,0.94804
1999,Couple with children,Owner,No,0.06497,108,1380,0.05196,0.07797
1999,Couple with children,Tenant,Yes,0.39897,493,1326,0.37261,0.42534
1999,Couple with children,Tenant,No,0.60103,833,1326,0.57466,0.62739
1999,Multi-generational household,Owner,Yes,0.91496,52,52,0.83841,0.99152
2000,Single-person household,Owner,Yes,0.79084,692,861,0.76366,0.81803
2000,Single-person household,Owner,No,0.20916,169,861,0.18197,0.23634
2000,Single-person household,Tenant,Yes,0.24881,586,2338,0.23128,0.26633
2000,Single-person household,Tenant,No,0.75119,1752,2338,0.73367,0.76872
2000,Couple without children,Owner,Yes,0.89040,1772,1976,0.87662,0.90417
2000,Couple without children,Owner,No,0.10960,204,1976,0.09583,0.12338
2000,Couple without children,Tenant,Yes,0.35031,674,1951,0.32913,0.37148
2000,Couple without children,Tenant,No,0.64969,1277,1951,0.62852,0.67087
2000,Single parent,Owner,Yes,0.91673,186,186,0.87692,0.95655
2000,Single parent,Tenant,Yes,0.35429,178,543,0.31402,0.39456
2000,Single parent,Tenant,No,0.64571,365,543,0.60544,0.68598
2000,Couple with children,Owner,Yes,0.92861,2360,2542,0.91860,0.93862
2000,Couple with children,Owner,No,0.07139,182,2542,0.06138,0.08140
2000,Couple with children,Tenant,Yes,0.42164,835,2039,0.40020,0.44308
2000,Couple with children,Tenant,No,0.57836,1204,2039,0.55692,0.59980
2000,Multi-generational household,Owner,Yes,0.91372,108,108,0.86052,0.96692
2000,Multi-generational household,Tenant,No,0.72916,36,36,0.58193,0.87638
2000,Other Combinations,Owner,Yes,0.96339,78,78,0.92144,1.00534
2000,Other Combinations,Tenant,No,0.57713,49,49,0.43737,0.71688
2001,Single-person household,Owner,Yes,0.79049,617,767,0.76167,0.81931
2001,Single-person household,Owner,No,0.20951,150,767,0.18069,0.23833
2001,Single-person household,Tenant,Yes,0.26241,543,2093,0.24356,0.28127
2001,Single-person household,Tenant,No,0.73759,1550,2093,0.71873,0.75644
2001,Couple without children,Owner,Yes,0.88579,1573,1763,0.87094,0.90065
2001,Couple without children,Owner,No,0.11421,190,1763,0.09935,0.12906
2001,Couple without children,Tenant,Yes,0.34290,620,1780,0.32084,0.36496
2001,Couple without children,Tenant,No,0.65710,1160,1780,0.63504,0.67916
2001,Single parent,Owner,Yes,0.92462,173,173,0.88517,0.96408
2001,Single parent,Tenant,Yes,0.34173,164,499,0.30007,0.38338
2001,Single parent,Tenant,No,0.65827,335,499,0.61662,0.69993
2001,Couple with children,Owner,Yes,0.92858,2151,2318,0.91810,0.93907
2001,Couple with children,Owner,No,0.07142,167,2318,0.06093,0.08190
2001,Couple with children,Tenant,Yes,0.43611,759,1799,0.41318,0.45903
2001,Couple with children,Tenant,No,0.56389,1040,1799,0.54097,0.58682
2001,Multi-generational household,Owner,Yes,0.92251,104,104,0.87087,0.97414
2001,Multi-generational household,Tenant,No,0.73044,35,35,0.58129,0.87960
2001,Other Combinations,Owner,Yes,0.96128,63,63,0.91325,1.00930
2001,Other Combinations,Tenant,No,0.63433,38,38,0.47914,0.78952
2002,Single-person household,Owner,Yes,0.79619,606,753,0.76740,0.82498
2002,Single-person household,Owner,No,0.20381,147,753,0.17502,0.23260
2002,Single-person household,Tenant,Yes,0.26126,569,2106,0.24249,0.28003
2002,Single-person household,Tenant,No,0.73874,1537,2106,0.71997,0.75751
2002,Couple without children,Owner,Yes,0.87748,1811,2041,0.86326,0.89171
2002,Couple without children,Owner,No,0.12252,230,2041,0.10829,0.13674
2002,Couple without children,Tenant,Yes,0.36060,653,1796,0.33839,0.38281
2002,Couple without children,Tenant,No,0.63940,1143,1796,0.61719,0.66161
2002,Single parent,Owner,Yes,0.91858,186,186,0.87917,0.95799
2002,Single parent,Tenant,Yes,0.38334,166,479,0.33975,0.42692
2002,Single parent,Tenant,No,0.61666,313,479,0.57308,0.66025
2002,Couple with children,Owner,Yes,0.92386,2435,2606,0.91368,0.93405
2002,Couple with children,Owner,No,0.07614,171,2606,0.06595,0.08632
2002,Couple with children,Tenant,Yes,0.41533,736,1717,0.39201,0.43864
2002,Couple with children,Tenant,No,0.58467,981,1717,0.56136,0.60799
2002,Multi-generational household,Owner,Yes,0.92804,97,97,0.87635,0.97974
2002,Multi-generational household,Tenant,No,0.75055,31,31,0.59572,0.90539
2002,Other Combinations,Owner,Yes,0.93849,69,69,0.88139,0.99560
2002,Other Combinations,Tenant,No,0.67502,38,38,0.52410,0.82594
2003,Single-person household,Owner,Yes,0.80199,627,780,0.77401,0.82998
2003,Single-person household,Owner,No,0.19801,153,780,0.17002,0.22599
2003,Single-person household,Tenant,Yes,0.26574,549,2045,0.24659,0.28489
2003,Single-person household,Tenant,No,0.73426,1496,2045,0.71511,0.75341
2003,Couple without children,Owner,Yes,0.88104,1780,1998,0.86684,0.89524
2003,Couple without children,Owner,No,0.11896,218,1998,0.10476,0.13316
2003,Couple without children,Tenant,Yes,0.34764,614,1759,0.32538,0.36990
2003,Couple without children,Tenant,No,0.65236,1145,1759,0.63010,0.67462
2003,Single parent,Owner,Yes,0.91198,172,172,0.86951,0.95444
2003,Single parent,Tenant,Yes,0.36271,170,489,0.32005,0.40536
2003,Single parent,Tenant,No,0.63729,319,489,0.59464,0.67995
2003,Couple with children,Owner,Yes,0.92789,2322,2484,0.91772,0.93807
2003,Couple with children,Owner,No,0.07211,162,2484,0.06193,0.08228
2003,Couple with children,Tenant,Yes,0.44712,693,1580,0.42259,0.47164
2003,Couple with children,Tenant,No,0.55288,887,1580,0.52836,0.57741
2003,Multi-generational household,Owner,Yes,0.90723,73,73,0.84021,0.97424
2003,Other Combinations,Owner,Yes,0.94496,57,57,0.88522,1.00469
2003,Other Combinations,Tenant,No,0.57815,32,32,0.40430,0.75200
2004,Single-person household,Owner,Yes,0.80058,649,792,0.77274,0.82843
2004,Single-person household,Owner,No,0.19942,143,792,0.17157,0.22726
2004,Single-person household,Tenant,Yes,0.26212,525,1967,0.24268,0.28156
2004,Single-person household,Tenant,No,0.73788,1442,1967,0.71844,0.75732
2004,Couple without children,Owner,Yes,0.88476,1762,1975,0.87068,0.89885
2004,Couple without children,Owner,No,0.11524,213,1975,0.10115,0.12932
2004,Couple without children,Tenant,Yes,0.35549,649,1775,0.33321,0.37776
2004,Couple without children,Tenant,No,0.64451,1126,1775,0.62224,0.66679
2004,Single parent,Owner,Yes,0.89133,167,167,0.84399,0.93868
2004,Single parent,Tenant,Yes,0.36372,169,473,0.32032,0.40712
