year,pld0044,regtyp,sampreg,proportion,n,lower_confidence,upper_confidence
2008,Often,Rural regions,West,0.1504424778761062,23673,0.1458882888126981,0.1549966669395143
2008,Often,Rural regions,East,0.09734513274336283,23673,0.09356899865644665,0.10112126683027901
2008,Often,Urban regions,East,0.05309734513274336,23673,0.05024094862877541,0.05595374163671132
2008,Sometimes,Urban regions,West,0.642169728783902,23673,0.6360632215505357,0.6482762360172682
2008,Sometimes,Rural regions,West,0.16185476815398075,23673,0.15716283505875614,0.16654670124920537
2008,Sometimes,Rural regions,East,0.12379702537182852,23673,0.11960149481336599,0.12799255593029105
2008,Sometimes,Urban regions,East,0.07217847769028872,23673,0.06888188339606297,0.07547507198451447
2008,Seldom,Urban regions,West,0.5838992877256916,23673,0.5776201844722205,0.5901783909791626
2008,Seldom,Rural regions,West,0.175749544475733,23673,0.1709010587177561,0.18059803023370988
2008,Seldom,Rural regions,East,0.1484180884545304,23673,0.1438892580951266,0.15294691881393419
2008,Seldom,Urban regions,East,0.09193307934404506,23673,0.08825243161456431,0.0956137270735258
2008,Never,Urban regions,West,0.5426326510815792,23673,0.5362864334367806,0.5489788687263778
2008,Never,Rural regions,West,0.19022213599767193,23673,0.18522244804145327,0.1952218239538906
2008,Never,Rural regions,East,0.18401396837714618,23673,0.17907772936377675,0.1889502073905156
2008,Never,Urban regions,East,0.08313124454360268,23673,0.07961430299743634,0.08664818608976903
2013,Very often,Urban regions,West,0.6391752577319587,44486,0.6347125080752063,0.6436380073887111
2013,Very often,Rural regions,West,0.18556701030927836,44486,0.18195438885676635,0.18917963176179037
2013,Very often,Urban regions,East,0.10309278350515463,44486,0.10026704295020836,0.10591852406010091
2013,Very often,Rural regions,East,0.07216494845360824,44486,0.06976034795369555,0.07456954895352093
2013,Often,Urban regions,West,0.6569444444444444,44486,0.6525328971126002,0.6613559917762887
2013,Often,Rural regions,West,0.20972222222222223,44486,0.20593904659586096,0.2135053978485835
2013,Often,Rural regions,East,0.075,44486,0.07255236930640495,0.07744763069359505
2013,Often,Urban regions,East,0.058333333333333334,44486,0.05615536586618403,0.060511300800482636
2013,Sometimes,Urban regions,West,0.6202492211838007,44486,0.6157392180565574,0.6247592243110439
2013,Sometimes,Rural regions,West,0.21526479750778815,44486,0.21144542104291716,0.21908417397265914
2013,Sometimes,Rural regions,East,0.0940809968847352,44486,0.091368057860133,0.09679393590933741
2013,Sometimes,Urban regions,East,0.07040498442367601,44486,0.06802763516427457,0.07278233368307746
2013,Seldom,Urban regions,West,0.576845298281092,44486,0.5722541252935727,0.5814364712686113
2013,Seldom,Rural regions,West,0.21650657229524772,44486,0.21267922727742733,0.22033391731306812
2013,Seldom,Rural regions,East,0.12917087967644084,44486,0.12605419279588637,0.1322875665569953
2013,Seldom,Urban regions,East,0.07747724974721941,44486,0.07499285825638394,0.07996164123805488
2013,Never,Urban regions,West,0.5249962803154292,44486,0.5203557137032733,0.5296368469275852
2013,Never,Rural regions,West,0.2206516887367951,44486,0.21679811370200489,0.22450526377158533
2013,Never,Rural regions,East,0.17556911173932452,44486,0.17203365460559103,0.179104568873058
2013,Never,Urban regions,East,0.07878291920845112,44486,0.07627945481958859,0.08128638359731366
2018,Very often,Urban regions,West,0.7014218009478673,43121,0.6971023321958586,0.705741269699876
2018,Very often,Rural regions,West,0.17061611374407584,43121,0.16706553230143903,0.17416669518671266
2018,Very often,Urban regions,East,0.06635071090047394,43121,0.06400147659002912,0.06869994521091875
2018,Very often,Rural regions,East,0.061611374407582936,43121,0.0593418572235269,0.06388089159163897
2018,Often,Urban regions,West,0.698874296435272,43121,0.6945443242422917,0.7032042686282522
2018,Often,Rural regions,West,0.17823639774859287,43121,0.1746241019306991,0.18184869356648664
2018,Often,Rural regions,East,0.0647279549718574,43121,0.06240561081829697,0.06705029912541784
2018,Often,Urban regions,East,0.058161350844277676,43121,0.055952241788767516,0.060370459899787836
2018,Sometimes,Urban regions,West,0.6459870848708487,43121,0.6414733803018209,0.6505007894398764
2018,Sometimes,Rural regions,West,0.19903136531365315,43121,0.1952627641713591,0.2027999664559472
2018,Sometimes,Rural regions,East,0.08902214022140222,43121,0.08633423106910633,0.0917100493736981
2018,Sometimes,Urban regions,East,0.06595940959409594,43121,0.0636166220082615,0.06830219717993037
2018,Seldom,Urban regions,West,0.586756077116513,43121,0.5821083171008928,0.5914038371321332
2018,Seldom,Rural regions,West,0.2209316249550952,43121,0.21701575382871965,0.22484749608147073
2018,Seldom,Rural regions,East,0.12082385343072687,43121,0.11774757281466058,0.12390013404679315
2018,Seldom,Urban regions,East,0.07148844449766495,43121,0.06905667033589245,0.07392021865943744
2018,Never,Urban regions,West,0.5251425609123899,43121,0.5204291870264196,0.5298559347983601
2018,Never,Rural regions,West,0.21237255918437878,43121,0.20851225720995709,0.21623286115880047
2018,Never,Rural regions,East,0.17910834629341627,43121,0.17548914705790675,0.18272754552892578
2018,Never,Urban regions,East,0.0833765336098151,43121,0.0807672032774224,0.08598586394220781
