"pld0044","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Oft","2004","Realschule","maennlich","","","",""
"Oft","2004","Realschule","weiblich","","","",""
"Oft","2004","(Fach-)Abitur","maennlich","","","",""
"Oft","2004","(Fach-)Abitur","weiblich","","","",""
"Oft","2004","AkademikerIn","maennlich","","","",""
"Oft","2004","AkademikerIn","weiblich","","","",""
"Manchmal","2004","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2004","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2004","Hauptschule","maennlich","","","",""
"Manchmal","2004","Hauptschule","weiblich","","","",""
"Manchmal","2004","Realschule","maennlich","","","",""
"Manchmal","2004","Realschule","weiblich","","","",""
"Manchmal","2004","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2004","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2004","AkademikerIn","maennlich","","","",""
"Manchmal","2004","AkademikerIn","weiblich","","","",""
"Selten","2004","(noch) kein Abschluss","maennlich","","","",""
"Selten","2004","(noch) kein Abschluss","weiblich","","","",""
"Selten","2004","Hauptschule","maennlich","","","",""
"Selten","2004","Hauptschule","weiblich","","","",""
"Selten","2004","Realschule","maennlich","","","",""
"Selten","2004","Realschule","weiblich","","","",""
"Selten","2004","(Fach-)Abitur","maennlich","","","",""
"Selten","2004","(Fach-)Abitur","weiblich","","","",""
"Selten","2004","AkademikerIn","maennlich","","","",""
"Selten","2004","AkademikerIn","weiblich","","","",""
"Nie","2004","(noch) kein Abschluss","maennlich","","","",""
"Nie","2004","(noch) kein Abschluss","weiblich","","","",""
"Nie","2004","Hauptschule","maennlich","","","",""
"Nie","2004","Hauptschule","weiblich","","","",""
"Nie","2004","Realschule","maennlich","","","",""
"Nie","2004","Realschule","weiblich","","","",""
"Nie","2004","(Fach-)Abitur","maennlich","","","",""
"Nie","2004","(Fach-)Abitur","weiblich","","","",""
"Nie","2004","AkademikerIn","maennlich","","","",""
"Nie","2004","AkademikerIn","weiblich","","","",""
"Sehr oft","2005","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2005","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2005","Hauptschule","maennlich","","","",""
"Sehr oft","2005","Hauptschule","weiblich","","","",""
"Sehr oft","2005","Realschule","maennlich","","","",""
"Sehr oft","2005","Realschule","weiblich","","","",""
"Sehr oft","2005","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2005","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2005","AkademikerIn","maennlich","","","",""
"Sehr oft","2005","AkademikerIn","weiblich","","","",""
"Oft","2005","(noch) kein Abschluss","maennlich","","","",""
"Oft","2005","(noch) kein Abschluss","weiblich","","","",""
"Oft","2005","Hauptschule","maennlich","","","",""
"Oft","2005","Hauptschule","weiblich","","","",""
"Oft","2005","Realschule","maennlich","","","",""
"Oft","2005","Realschule","weiblich","","","",""
"Oft","2005","(Fach-)Abitur","maennlich","","","",""
"Oft","2005","(Fach-)Abitur","weiblich","","","",""
"Oft","2005","AkademikerIn","maennlich","","","",""
"Oft","2005","AkademikerIn","weiblich","","","",""
"Manchmal","2005","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2005","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2005","Hauptschule","maennlich","","","",""
"Manchmal","2005","Hauptschule","weiblich","","","",""
"Manchmal","2005","Realschule","maennlich","","","",""
"Manchmal","2005","Realschule","weiblich","","","",""
"Manchmal","2005","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2005","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2005","AkademikerIn","maennlich","","","",""
"Manchmal","2005","AkademikerIn","weiblich","","","",""
"Selten","2005","(noch) kein Abschluss","maennlich","","","",""
"Selten","2005","(noch) kein Abschluss","weiblich","","","",""
"Selten","2005","Hauptschule","maennlich","","","",""
"Selten","2005","Hauptschule","weiblich","","","",""
"Selten","2005","Realschule","maennlich","","","",""
"Selten","2005","Realschule","weiblich","","","",""
"Selten","2005","(Fach-)Abitur","maennlich","","","",""
"Selten","2005","(Fach-)Abitur","weiblich","","","",""
"Selten","2005","AkademikerIn","maennlich","","","",""
"Selten","2005","AkademikerIn","weiblich","","","",""
"Nie","2005","(noch) kein Abschluss","maennlich","","","",""
"Nie","2005","(noch) kein Abschluss","weiblich","","","",""
"Nie","2005","Hauptschule","maennlich","","","",""
"Nie","2005","Hauptschule","weiblich","","","",""
"Nie","2005","Realschule","maennlich","","","",""
"Nie","2005","Realschule","weiblich","","","",""
"Nie","2005","(Fach-)Abitur","maennlich","","","",""
"Nie","2005","(Fach-)Abitur","weiblich","","","",""
"Nie","2005","AkademikerIn","maennlich","","","",""
"Nie","2005","AkademikerIn","weiblich","","","",""
"Sehr oft","2006","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2006","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2006","Hauptschule","maennlich","","","",""
"Sehr oft","2006","Hauptschule","weiblich","","","",""
"Sehr oft","2006","Realschule","maennlich","","","",""
"Sehr oft","2006","Realschule","weiblich","","","",""
"Sehr oft","2006","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2006","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2006","AkademikerIn","maennlich","","","",""
"Sehr oft","2006","AkademikerIn","weiblich","","","",""
"Oft","2006","(noch) kein Abschluss","maennlich","","","",""
"Oft","2006","(noch) kein Abschluss","weiblich","","","",""
"Oft","2006","Hauptschule","maennlich","","","",""
"Oft","2006","Hauptschule","weiblich","","","",""
"Oft","2006","Realschule","maennlich","","","",""
"Oft","2006","Realschule","weiblich","","","",""
"Oft","2006","(Fach-)Abitur","maennlich","","","",""
"Oft","2006","(Fach-)Abitur","weiblich","","","",""
"Oft","2006","AkademikerIn","maennlich","","","",""
"Oft","2006","AkademikerIn","weiblich","","","",""
"Manchmal","2006","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2006","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2006","Hauptschule","maennlich","","","",""
"Manchmal","2006","Hauptschule","weiblich","","","",""
"Manchmal","2006","Realschule","maennlich","","","",""
"Manchmal","2006","Realschule","weiblich","","","",""
"Manchmal","2006","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2006","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2006","AkademikerIn","maennlich","","","",""
"Manchmal","2006","AkademikerIn","weiblich","","","",""
"Selten","2006","(noch) kein Abschluss","maennlich","","","",""
"Selten","2006","(noch) kein Abschluss","weiblich","","","",""
"Selten","2006","Hauptschule","maennlich","","","",""
"Selten","2006","Hauptschule","weiblich","","","",""
"Selten","2006","Realschule","maennlich","","","",""
"Selten","2006","Realschule","weiblich","","","",""
"Selten","2006","(Fach-)Abitur","maennlich","","","",""
"Selten","2006","(Fach-)Abitur","weiblich","","","",""
"Selten","2006","AkademikerIn","maennlich","","","",""
"Selten","2006","AkademikerIn","weiblich","","","",""
"Nie","2006","(noch) kein Abschluss","maennlich","","","",""
"Nie","2006","(noch) kein Abschluss","weiblich","","","",""
"Nie","2006","Hauptschule","maennlich","","","",""
"Nie","2006","Hauptschule","weiblich","","","",""
"Nie","2006","Realschule","maennlich","","","",""
"Nie","2006","Realschule","weiblich","","","",""
"Nie","2006","(Fach-)Abitur","maennlich","","","",""
"Nie","2006","(Fach-)Abitur","weiblich","","","",""
"Nie","2006","AkademikerIn","maennlich","","","",""
"Nie","2006","AkademikerIn","weiblich","","","",""
"Sehr oft","2007","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2007","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2007","Hauptschule","maennlich","","","",""
"Sehr oft","2007","Hauptschule","weiblich","","","",""
"Sehr oft","2007","Realschule","maennlich","","","",""
"Sehr oft","2007","Realschule","weiblich","","","",""
"Sehr oft","2007","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2007","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2007","AkademikerIn","maennlich","","","",""
"Sehr oft","2007","AkademikerIn","weiblich","","","",""
"Oft","2007","(noch) kein Abschluss","maennlich","","","",""
"Oft","2007","(noch) kein Abschluss","weiblich","","","",""
"Oft","2007","Hauptschule","maennlich","","","",""
"Oft","2007","Hauptschule","weiblich","","","",""
"Oft","2007","Realschule","maennlich","","","",""
"Oft","2007","Realschule","weiblich","","","",""
"Oft","2007","(Fach-)Abitur","maennlich","","","",""
"Oft","2007","(Fach-)Abitur","weiblich","","","",""
"Oft","2007","AkademikerIn","maennlich","","","",""
"Oft","2007","AkademikerIn","weiblich","","","",""
"Manchmal","2007","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2007","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2007","Hauptschule","maennlich","","","",""
"Manchmal","2007","Hauptschule","weiblich","","","",""
"Manchmal","2007","Realschule","maennlich","","","",""
"Manchmal","2007","Realschule","weiblich","","","",""
"Manchmal","2007","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2007","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2007","AkademikerIn","maennlich","","","",""
"Manchmal","2007","AkademikerIn","weiblich","","","",""
"Selten","2007","(noch) kein Abschluss","maennlich","","","",""
"Selten","2007","(noch) kein Abschluss","weiblich","","","",""
"Selten","2007","Hauptschule","maennlich","","","",""
"Selten","2007","Hauptschule","weiblich","","","",""
"Selten","2007","Realschule","maennlich","","","",""
"Selten","2007","Realschule","weiblich","","","",""
"Selten","2007","(Fach-)Abitur","maennlich","","","",""
"Selten","2007","(Fach-)Abitur","weiblich","","","",""
"Selten","2007","AkademikerIn","maennlich","","","",""
"Selten","2007","AkademikerIn","weiblich","","","",""
"Nie","2007","(noch) kein Abschluss","maennlich","","","",""
"Nie","2007","(noch) kein Abschluss","weiblich","","","",""
"Nie","2007","Hauptschule","maennlich","","","",""
"Nie","2007","Hauptschule","weiblich","","","",""
"Nie","2007","Realschule","maennlich","","","",""
"Nie","2007","Realschule","weiblich","","","",""
"Nie","2007","(Fach-)Abitur","maennlich","","","",""
"Nie","2007","(Fach-)Abitur","weiblich","","","",""
"Nie","2007","AkademikerIn","maennlich","","","",""
"Nie","2007","AkademikerIn","weiblich","","","",""
"Sehr oft","2008","(noch) kein Abschluss","maennlich","8","0.0308075365474625","0.00934495699897554","0.0522701160959495"
"Sehr oft","2008","(noch) kein Abschluss","weiblich","9","0.0232815068918781","0.00589591750433003","0.0406670962794261"
"Sehr oft","2008","Hauptschule","maennlich","14","","",""
"Sehr oft","2008","Hauptschule","weiblich","8","0.00261507073687929","0.000918754461762431","0.00431138701199614"
"Sehr oft","2008","Realschule","maennlich","8","0.00479072812901386","0.00187272431395388","0.00770873194407384"
"Sehr oft","2008","Realschule","weiblich","4","0.000731777370883636","-0.000246028682173443","0.00170958342394071"
"Sehr oft","2008","(Fach-)Abitur","maennlich","10","","",""
"Sehr oft","2008","(Fach-)Abitur","weiblich","8","0.00634339275696367","0.00184767906723956","0.0108391064466878"
"Sehr oft","2008","AkademikerIn","maennlich","4","0.000731677680061262","-0.000377244333299559","0.00184059969342208"
"Sehr oft","2008","AkademikerIn","weiblich","8","0.00912562115290889","0.00483744488327011","0.0134137974225477"
"Oft","2008","(noch) kein Abschluss","maennlich","41","0.128555263030406","0.0869820803381147","0.170128445722696"
"Oft","2008","(noch) kein Abschluss","weiblich","34","0.0978889902931684","0.0636283018417705","0.132149678744566"
"Oft","2008","Hauptschule","maennlich","60","0.0289647053803918","0.0232104170456555","0.0347189937151281"
"Oft","2008","Hauptschule","weiblich","38","0.0148329194403203","0.0108177676112517","0.018848071269389"
"Oft","2008","Realschule","maennlich","43","0.0260233348702104","0.0192953712108195","0.0327512985296014"
"Oft","2008","Realschule","weiblich","38","0.0145807489286447","0.0102464123565411","0.0189150855007483"
"Oft","2008","(Fach-)Abitur","maennlich","53","0.0543147104148814","0.0400005131352677","0.068628907694495"
"Oft","2008","(Fach-)Abitur","weiblich","42","0.0405724366619288","0.0294001692269851","0.0517447040968724"
"Oft","2008","AkademikerIn","maennlich","31","0.012032840181827","0.00756131820177921","0.0165043621618748"
"Oft","2008","AkademikerIn","weiblich","33","0.0198153986518543","0.0135306566085071","0.0261001406952015"
"Manchmal","2008","(noch) kein Abschluss","maennlich","73","0.280973901651755","0.225145687510799","0.336802115792711"
"Manchmal","2008","(noch) kein Abschluss","weiblich","75","0.23811912255241","0.18901252513133","0.28722571997349"
"Manchmal","2008","Hauptschule","maennlich","289","","",""
"Manchmal","2008","Hauptschule","weiblich","274","","",""
"Manchmal","2008","Realschule","maennlich","288","","",""
"Manchmal","2008","Realschule","weiblich","276","","",""
"Manchmal","2008","(Fach-)Abitur","maennlich","179","","",""
"Manchmal","2008","(Fach-)Abitur","weiblich","215","","",""
"Manchmal","2008","AkademikerIn","maennlich","266","","",""
"Manchmal","2008","AkademikerIn","weiblich","240","","",""
"Selten","2008","(noch) kein Abschluss","maennlich","55","0.234209574105007","0.181607156370356","0.286811991839659"
"Selten","2008","(noch) kein Abschluss","weiblich","70","0.199506103412234","0.153432065499601","0.245580141324867"
"Selten","2008","Hauptschule","maennlich","924","0.286351295400602","0.270840596362553","0.301861994438651"
"Selten","2008","Hauptschule","weiblich","793","0.221487622156666","0.207695179121041","0.23528006519229"
"Selten","2008","Realschule","maennlich","725","0.332290743846664","0.31238489480886","0.352196592884467"
"Selten","2008","Realschule","weiblich","928","0.324410688968701","0.307482474298136","0.341338903639267"
"Selten","2008","(Fach-)Abitur","maennlich","361","0.361141869211732","0.330804628223169","0.391479110200295"
"Selten","2008","(Fach-)Abitur","weiblich","440","0.379431198509138","0.351953448385761","0.406908948632515"
"Selten","2008","AkademikerIn","maennlich","893","0.409030258840723","0.388867015934639","0.429193501746808"
"Selten","2008","AkademikerIn","weiblich","693","0.372371993935527","0.350571226879912","0.394172760991142"
"Nie","2008","(noch) kein Abschluss","maennlich","72","0.32545372466537","0.267256950179473","0.383650499151266"
"Nie","2008","(noch) kein Abschluss","weiblich","101","","",""
"Nie","2008","Hauptschule","maennlich","1976","","",""
"Nie","2008","Hauptschule","weiblich","2369","","",""
"Nie","2008","Realschule","maennlich","1087","","",""
"Nie","2008","Realschule","weiblich","1692","","",""
"Nie","2008","(Fach-)Abitur","maennlich","360","0.367284960712954","0.336838234704773","0.397731686721134"
"Nie","2008","(Fach-)Abitur","weiblich","493","0.400135524365387","0.372392755170062","0.427878293560712"
"Nie","2008","AkademikerIn","maennlich","1090","","",""
"Nie","2008","AkademikerIn","weiblich","915","0.451130750113954","0.428691012339973","0.473570487887935"
"Sehr oft","2009","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2009","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2009","Hauptschule","maennlich","","","",""
"Sehr oft","2009","Hauptschule","weiblich","","","",""
"Sehr oft","2009","Realschule","maennlich","","","",""
"Sehr oft","2009","Realschule","weiblich","","","",""
"Sehr oft","2009","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2009","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2009","AkademikerIn","maennlich","","","",""
"Sehr oft","2009","AkademikerIn","weiblich","","","",""
"Oft","2009","(noch) kein Abschluss","maennlich","","","",""
"Oft","2009","(noch) kein Abschluss","weiblich","","","",""
"Oft","2009","Hauptschule","maennlich","","","",""
"Oft","2009","Hauptschule","weiblich","","","",""
"Oft","2009","Realschule","maennlich","","","",""
"Oft","2009","Realschule","weiblich","","","",""
"Oft","2009","(Fach-)Abitur","maennlich","","","",""
"Oft","2009","(Fach-)Abitur","weiblich","","","",""
"Oft","2009","AkademikerIn","maennlich","","","",""
"Oft","2009","AkademikerIn","weiblich","","","",""
"Manchmal","2009","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2009","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2009","Hauptschule","maennlich","","","",""
"Manchmal","2009","Hauptschule","weiblich","","","",""
"Manchmal","2009","Realschule","maennlich","","","",""
"Manchmal","2009","Realschule","weiblich","","","",""
"Manchmal","2009","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2009","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2009","AkademikerIn","maennlich","","","",""
"Manchmal","2009","AkademikerIn","weiblich","","","",""
"Selten","2009","(noch) kein Abschluss","maennlich","","","",""
"Selten","2009","(noch) kein Abschluss","weiblich","","","",""
"Selten","2009","Hauptschule","maennlich","","","",""
"Selten","2009","Hauptschule","weiblich","","","",""
"Selten","2009","Realschule","maennlich","","","",""
"Selten","2009","Realschule","weiblich","","","",""
"Selten","2009","(Fach-)Abitur","maennlich","","","",""
"Selten","2009","(Fach-)Abitur","weiblich","","","",""
"Selten","2009","AkademikerIn","maennlich","","","",""
"Selten","2009","AkademikerIn","weiblich","","","",""
"Nie","2009","(noch) kein Abschluss","maennlich","","","",""
"Nie","2009","(noch) kein Abschluss","weiblich","","","",""
"Nie","2009","Hauptschule","maennlich","","","",""
"Nie","2009","Hauptschule","weiblich","","","",""
"Nie","2009","Realschule","maennlich","","","",""
"Nie","2009","Realschule","weiblich","","","",""
"Nie","2009","(Fach-)Abitur","maennlich","","","",""
"Nie","2009","(Fach-)Abitur","weiblich","","","",""
"Nie","2009","AkademikerIn","maennlich","","","",""
"Nie","2009","AkademikerIn","weiblich","","","",""
"Sehr oft","2010","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2010","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2010","Hauptschule","maennlich","","","",""
"Sehr oft","2010","Hauptschule","weiblich","","","",""
"Sehr oft","2010","Realschule","maennlich","","","",""
"Sehr oft","2010","Realschule","weiblich","","","",""
"Sehr oft","2010","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2010","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2010","AkademikerIn","maennlich","","","",""
"Sehr oft","2010","AkademikerIn","weiblich","","","",""
"Oft","2010","(noch) kein Abschluss","maennlich","","","",""
"Oft","2010","(noch) kein Abschluss","weiblich","","","",""
"Oft","2010","Hauptschule","maennlich","","","",""
"Oft","2010","Hauptschule","weiblich","","","",""
"Oft","2010","Realschule","maennlich","","","",""
"Oft","2010","Realschule","weiblich","","","",""
"Oft","2010","(Fach-)Abitur","maennlich","","","",""
"Oft","2010","(Fach-)Abitur","weiblich","","","",""
"Oft","2010","AkademikerIn","maennlich","","","",""
"Oft","2010","AkademikerIn","weiblich","","","",""
"Manchmal","2010","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2010","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2010","Hauptschule","maennlich","","","",""
"Manchmal","2010","Hauptschule","weiblich","","","",""
"Manchmal","2010","Realschule","maennlich","","","",""
"Manchmal","2010","Realschule","weiblich","","","",""
"Manchmal","2010","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2010","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2010","AkademikerIn","maennlich","","","",""
"Manchmal","2010","AkademikerIn","weiblich","","","",""
"Selten","2010","(noch) kein Abschluss","maennlich","","","",""
"Selten","2010","(noch) kein Abschluss","weiblich","","","",""
"Selten","2010","Hauptschule","maennlich","","","",""
"Selten","2010","Hauptschule","weiblich","","","",""
"Selten","2010","Realschule","maennlich","","","",""
"Selten","2010","Realschule","weiblich","","","",""
"Selten","2010","(Fach-)Abitur","maennlich","","","",""
"Selten","2010","(Fach-)Abitur","weiblich","","","",""
"Selten","2010","AkademikerIn","maennlich","","","",""
"Selten","2010","AkademikerIn","weiblich","","","",""
"Nie","2010","(noch) kein Abschluss","maennlich","","","",""
"Nie","2010","(noch) kein Abschluss","weiblich","","","",""
"Nie","2010","Hauptschule","maennlich","","","",""
"Nie","2010","Hauptschule","weiblich","","","",""
"Nie","2010","Realschule","maennlich","","","",""
"Nie","2010","Realschule","weiblich","","","",""
"Nie","2010","(Fach-)Abitur","maennlich","","","",""
"Nie","2010","(Fach-)Abitur","weiblich","","","",""
"Nie","2010","AkademikerIn","maennlich","","","",""
"Nie","2010","AkademikerIn","weiblich","","","",""
"Sehr oft","2011","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2011","(noch) kein Abschluss","weiblich","","","",""
"Sehr oft","2011","Hauptschule","maennlich","","","",""
"Sehr oft","2011","Hauptschule","weiblich","","","",""
"Sehr oft","2011","Realschule","maennlich","","","",""
"Sehr oft","2011","Realschule","weiblich","","","",""
"Sehr oft","2011","(Fach-)Abitur","maennlich","","","",""
"Sehr oft","2011","(Fach-)Abitur","weiblich","","","",""
"Sehr oft","2011","AkademikerIn","maennlich","","","",""
"Sehr oft","2011","AkademikerIn","weiblich","","","",""
"Oft","2011","(noch) kein Abschluss","maennlich","","","",""
"Oft","2011","(noch) kein Abschluss","weiblich","","","",""
"Oft","2011","Hauptschule","maennlich","","","",""
"Oft","2011","Hauptschule","weiblich","","","",""
"Oft","2011","Realschule","maennlich","","","",""
"Oft","2011","Realschule","weiblich","","","",""
"Oft","2011","(Fach-)Abitur","maennlich","","","",""
"Oft","2011","(Fach-)Abitur","weiblich","","","",""
"Oft","2011","AkademikerIn","maennlich","","","",""
"Oft","2011","AkademikerIn","weiblich","","","",""
"Manchmal","2011","(noch) kein Abschluss","maennlich","","","",""
"Manchmal","2011","(noch) kein Abschluss","weiblich","","","",""
"Manchmal","2011","Hauptschule","maennlich","","","",""
"Manchmal","2011","Hauptschule","weiblich","","","",""
"Manchmal","2011","Realschule","maennlich","","","",""
"Manchmal","2011","Realschule","weiblich","","","",""
"Manchmal","2011","(Fach-)Abitur","maennlich","","","",""
"Manchmal","2011","(Fach-)Abitur","weiblich","","","",""
"Manchmal","2011","AkademikerIn","maennlich","","","",""
"Manchmal","2011","AkademikerIn","weiblich","","","",""
"Selten","2011","(noch) kein Abschluss","maennlich","","","",""
"Selten","2011","(noch) kein Abschluss","weiblich","","","",""
"Selten","2011","Hauptschule","maennlich","","","",""
"Selten","2011","Hauptschule","weiblich","","","",""
"Selten","2011","Realschule","maennlich","","","",""
"Selten","2011","Realschule","weiblich","","","",""
"Selten","2011","(Fach-)Abitur","maennlich","","","",""
"Selten","2011","(Fach-)Abitur","weiblich","","","",""
"Selten","2011","AkademikerIn","maennlich","","","",""
"Selten","2011","AkademikerIn","weiblich","","","",""
"Nie","2011","(noch) kein Abschluss","maennlich","","","",""
"Nie","2011","(noch) kein Abschluss","weiblich","","","",""
"Nie","2011","Hauptschule","maennlich","","","",""
"Nie","2011","Hauptschule","weiblich","","","",""
"Nie","2011","Realschule","maennlich","","","",""
"Nie","2011","Realschule","weiblich","","","",""
"Nie","2011","(Fach-)Abitur","maennlich","","","",""
"Nie","2011","(Fach-)Abitur","weiblich","","","",""
"Nie","2011","AkademikerIn","maennlich","","","",""
"Nie","2011","AkademikerIn","weiblich","","","",""
"Sehr oft","2012","(noch) kein Abschluss","maennlich","","","",""
"Sehr oft","2012","(noch) kein Abschluss","weiblich","","","",""
