year,pgisced97,pld0044,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2018,Upper Secondary Level,Never,0.5042630089426361,5774,24801,0.5040896679337877,0.5044363499514845
2018,Post-secondary Non-tertiary Level,Often,0.06140308845984252,99,24801,0.061199341488136674,0.061606835431548365
2018,Post-secondary Non-tertiary Level,Sometimes,0.18224617980703217,378,24801,0.18191853974328448,0.18257381987077986
2018,Post-secondary Non-tertiary Level,Seldom,0.37828648669495585,777,24801,0.3778748993041124,0.3786980740857993
2018,Post-secondary Non-tertiary Level,Never,0.3780642450381694,852,24801,0.37765270503184845,0.3784757850444903
2018,First Stage of Tertiary Education,Sometimes,0.13272002984759576,170,24801,0.1323959996577232,0.13304406003746833
2018,First Stage of Tertiary Education,Seldom,0.36111502783226945,523,24801,0.3606562824569412,0.3615737732075977
2018,First Stage of Tertiary Education,Never,0.5061649423201348,726,24801,0.5056874410056185,0.506642443634651
2018,Second Stage of Tertiary Education,Often,0.04203320608524438,229,24801,0.04193396160368756,0.0421324505668012
2018,Second Stage of Tertiary Education,Sometimes,0.2015173668504777,1163,24801,0.20131897498624077,0.20171575871471462
2018,Second Stage of Tertiary Education,Seldom,0.3829884617129877,2472,24801,0.38274803962253345,0.383228883803442
2018,Second Stage of Tertiary Education,Never,0.3734609653512902,2450,24801,0.3732217265841737,0.3737002041184067
