year,bula_h,migback,pld0044,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Hesse,No migration background,Never,0.53255,607,1170,0.50395,0.56115
2003,Hesse,Direct migration background,Sometimes,0.17175,42,228,0.12268,0.22081
2003,Hesse,Direct migration background,Seldom,0.24794,61,228,0.19176,0.30411
2003,Hesse,Direct migration background,Never,0.51723,125,228,0.45222,0.58224
2003,"Rhineland-Palatinate, Saarland",No migration background,Sometimes,0.10265,127,1065,0.08441,0.12088
2003,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.29599,309,1065,0.26856,0.32342
2003,"Rhineland-Palatinate, Saarland",No migration background,Never,0.58981,629,1065,0.56025,0.61937
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Sometimes,0.27956,44,172,0.21230,0.34683
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.28447,44,172,0.21685,0.35209
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.36471,84,172,0.29256,0.43685
2003,Baden-Wuerttemberg,No migration background,Often,0.02062,47,1884,0.01420,0.02704
2003,Baden-Wuerttemberg,No migration background,Sometimes,0.12052,231,1884,0.10581,0.13522
2003,Baden-Wuerttemberg,No migration background,Seldom,0.35826,685,1884,0.33660,0.37992
2003,Baden-Wuerttemberg,No migration background,Never,0.49861,921,1884,0.47603,0.52120
2003,Baden-Wuerttemberg,Direct migration background,Sometimes,0.11543,68,575,0.08929,0.14157
2003,Baden-Wuerttemberg,Direct migration background,Seldom,0.30548,173,575,0.26779,0.34316
2003,Baden-Wuerttemberg,Direct migration background,Never,0.55605,334,575,0.51540,0.59669
2003,Baden-Wuerttemberg,Indirect migration background,Sometimes,0.19353,37,183,0.13614,0.25093
2003,Baden-Wuerttemberg,Indirect migration background,Seldom,0.42319,78,183,0.35141,0.49497
2003,Baden-Wuerttemberg,Indirect migration background,Never,0.30489,68,183,0.23801,0.37177
2003,Bavaria,No migration background,Often,0.02360,67,2585,0.01775,0.02946
2003,Bavaria,No migration background,Sometimes,0.13844,373,2585,0.12513,0.15176
2003,Bavaria,No migration background,Seldom,0.29348,839,2585,0.27592,0.31103
2003,Bavaria,No migration background,Never,0.53653,1306,2585,0.51730,0.55576
2003,Bavaria,Direct migration background,Sometimes,0.20095,70,372,0.16018,0.24173
2003,Bavaria,Direct migration background,Seldom,0.24670,108,372,0.20284,0.29057
2003,Bavaria,Direct migration background,Never,0.49533,194,372,0.44445,0.54621
2003,Bavaria,Indirect migration background,Seldom,0.40585,54,54,0.27365,0.53806
2003,Berlin,No migration background,Often,0.03641,31,708,0.02260,0.05021
2003,Berlin,No migration background,Sometimes,0.14967,119,708,0.12337,0.17597
2003,Berlin,No migration background,Seldom,0.31090,230,708,0.27678,0.34502
2003,Berlin,No migration background,Never,0.49734,328,708,0.46048,0.53419
2003,Brandenburg,No migration background,Sometimes,0.09938,86,901,0.07984,0.11893
2003,Brandenburg,No migration background,Seldom,0.31451,303,901,0.28417,0.34485
2003,Brandenburg,No migration background,Never,0.57010,512,901,0.53775,0.60244
2003,Mecklenburg-Western Pomerania,No migration background,Sometimes,0.09791,51,492,0.07162,0.12420
2003,Mecklenburg-Western Pomerania,No migration background,Seldom,0.29190,176,492,0.25168,0.33211
2003,Mecklenburg-Western Pomerania,No migration background,Never,0.57616,265,492,0.53245,0.61987
2003,Saxony,No migration background,Sometimes,0.10307,158,1533,0.08784,0.11829
2003,Saxony,No migration background,Seldom,0.27327,445,1533,0.25095,0.29558
2003,Saxony,No migration background,Never,0.60731,930,1533,0.58285,0.63176
2003,Saxony-Anhalt,No migration background,Sometimes,0.09872,103,884,0.07904,0.11839
2003,Saxony-Anhalt,No migration background,Seldom,0.27248,260,884,0.24311,0.30184
2003,Saxony-Anhalt,No migration background,Never,0.61605,521,884,0.58397,0.64813
2003,Thuringa,No migration background,Sometimes,0.08903,88,921,0.07063,0.10743
2003,Thuringa,No migration background,Seldom,0.27635,295,921,0.24745,0.30525
2003,Thuringa,No migration background,Never,0.62212,538,921,0.59079,0.65345
2008,Schleswig-Holstein,No migration background,Sometimes,0.12355,57,480,0.09408,0.15302
2008,Schleswig-Holstein,No migration background,Seldom,0.36711,165,480,0.32394,0.41028
2008,Schleswig-Holstein,No migration background,Never,0.47430,258,480,0.42959,0.51902
2008,Hamburg,No migration background,Sometimes,0.15496,40,236,0.10869,0.20122
2008,Hamburg,No migration background,Seldom,0.32266,84,236,0.26289,0.38244
2008,Hamburg,No migration background,Never,0.46592,112,236,0.40214,0.52970
2008,Lower Saxony,No migration background,Often,0.02028,34,1525,0.01320,0.02736
2008,Lower Saxony,No migration background,Sometimes,0.11887,171,1525,0.10262,0.13512
2008,Lower Saxony,No migration background,Seldom,0.30780,456,1525,0.28463,0.33097
2008,Lower Saxony,No migration background,Never,0.54497,864,1525,0.51997,0.56998
2008,Lower Saxony,Direct migration background,Seldom,0.21469,40,115,0.13932,0.29007
2008,Lower Saxony,Direct migration background,Never,0.53354,75,115,0.44196,0.62512
2008,Bremen,No migration background,Seldom,0.43321,51,113,0.34144,0.52498
2008,Bremen,No migration background,Never,0.50723,62,113,0.41463,0.59982
2008,North Rhine-Westphalia,No migration background,Often,0.02384,69,3178,0.01853,0.02914
2008,North Rhine-Westphalia,No migration background,Sometimes,0.11943,351,3178,0.10815,0.13070
2008,North Rhine-Westphalia,No migration background,Seldom,0.29052,955,3178,0.27473,0.30631
2008,North Rhine-Westphalia,No migration background,Never,0.56221,1803,3178,0.54496,0.57946
2008,North Rhine-Westphalia,Direct migration background,Sometimes,0.15849,82,497,0.12635,0.19063
2008,North Rhine-Westphalia,Direct migration background,Seldom,0.26626,134,497,0.22736,0.30515
2008,North Rhine-Westphalia,Direct migration background,Never,0.53882,281,497,0.49495,0.58269
2008,North Rhine-Westphalia,Indirect migration background,Sometimes,0.26267,59,190,0.19993,0.32541
2008,North Rhine-Westphalia,Indirect migration background,Seldom,0.21694,65,190,0.15818,0.27571
2008,North Rhine-Westphalia,Indirect migration background,Never,0.40993,66,190,0.33982,0.48005
2008,Hesse,No migration background,Often,0.03521,32,1048,0.02405,0.04638
2008,Hesse,No migration background,Sometimes,0.13352,135,1048,0.11292,0.15412
2008,Hesse,No migration background,Seldom,0.32624,343,1048,0.29784,0.35463
2008,Hesse,No migration background,Never,0.50108,538,1048,0.47080,0.53137
2008,Hesse,Direct migration background,Sometimes,0.18049,32,176,0.12351,0.23748
2008,Hesse,Direct migration background,Seldom,0.32375,52,176,0.25442,0.39307
2008,Hesse,Direct migration background,Never,0.49455,92,176,0.42047,0.56863
2008,"Rhineland-Palatinate, Saarland",No migration background,Sometimes,0.07872,80,857,0.06068,0.09676
2008,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.24339,212,857,0.21464,0.27214
2008,"Rhineland-Palatinate, Saarland",No migration background,Never,0.65366,565,857,0.62179,0.68554
2008,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.29262,34,100,0.20300,0.38224
2008,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.39177,66,100,0.29561,0.48793
2008,Baden-Wuerttemberg,No migration background,Often,0.02453,37,1731,0.01724,0.03182
2008,Baden-Wuerttemberg,No migration background,Sometimes,0.12667,217,1731,0.11100,0.14234
2008,Baden-Wuerttemberg,No migration background,Seldom,0.32460,626,1731,0.30254,0.34667
2008,Baden-Wuerttemberg,No migration background,Never,0.51760,851,1731,0.49405,0.54115
2008,Baden-Wuerttemberg,Direct migration background,Sometimes,0.13970,69,419,0.10647,0.17294
2008,Baden-Wuerttemberg,Direct migration background,Seldom,0.29933,124,419,0.25542,0.34323
2008,Baden-Wuerttemberg,Direct migration background,Never,0.53513,226,419,0.48732,0.58295
2008,Baden-Wuerttemberg,Indirect migration background,Seldom,0.47609,68,138,0.39246,0.55973
2008,Baden-Wuerttemberg,Indirect migration background,Never,0.30326,70,138,0.22629,0.38023
2008,Bavaria,No migration background,Often,0.02352,52,2303,0.01733,0.02971
2008,Bavaria,No migration background,Sometimes,0.11223,259,2303,0.09933,0.12512
2008,Bavaria,No migration background,Seldom,0.32526,798,2303,0.30612,0.34440
2008,Bavaria,No migration background,Never,0.53372,1194,2303,0.51334,0.55410
2008,Bavaria,Direct migration background,Sometimes,0.12158,44,276,0.08296,0.16021
2008,Bavaria,Direct migration background,Seldom,0.32606,94,276,0.27066,0.38147
2008,Bavaria,Direct migration background,Never,0.50306,138,276,0.44396,0.56215
2008,Bavaria,Indirect migration background,Seldom,0.28219,40,86,0.18651,0.37787
2008,Bavaria,Indirect migration background,Never,0.43714,46,86,0.33169,0.54259
2008,Berlin,No migration background,Sometimes,0.14008,97,615,0.11263,0.16754
2008,Berlin,No migration background,Seldom,0.35764,229,615,0.31973,0.39556
2008,Berlin,No migration background,Never,0.45925,289,615,0.41983,0.49867
2008,Brandenburg,No migration background,Sometimes,0.08455,72,776,0.06496,0.10414
2008,Brandenburg,No migration background,Seldom,0.35457,251,776,0.32089,0.38825
2008,Brandenburg,No migration background,Never,0.54144,453,776,0.50636,0.57652
2008,Mecklenburg-Western Pomerania,No migration background,Sometimes,0.08711,43,473,0.06167,0.11255
2008,Mecklenburg-Western Pomerania,No migration background,Seldom,0.25099,135,473,0.21187,0.29011
2008,Mecklenburg-Western Pomerania,No migration background,Never,0.64664,295,473,0.60352,0.68977
2008,Saxony,No migration background,Sometimes,0.09350,129,1367,0.07806,0.10894
2008,Saxony,No migration background,Seldom,0.32800,426,1367,0.30311,0.35290
2008,Saxony,No migration background,Never,0.56242,812,1367,0.53611,0.58873
2008,Saxony-Anhalt,No migration background,Sometimes,0.12164,81,782,0.09872,0.14457
2008,Saxony-Anhalt,No migration background,Seldom,0.25548,228,782,0.22489,0.28607
2008,Saxony-Anhalt,No migration background,Never,0.59900,473,782,0.56463,0.63338
2008,Thuringa,No migration background,Sometimes,0.06286,60,838,0.04642,0.07931
2008,Thuringa,No migration background,Seldom,0.31755,254,838,0.28601,0.34908
2008,Thuringa,No migration background,Never,0.60272,524,838,0.56957,0.63587
2013,Schleswig-Holstein,No migration background,Sometimes,0.11919,102,756,0.09608,0.14231
2013,Schleswig-Holstein,No migration background,Seldom,0.35530,268,756,0.32116,0.38944
2013,Schleswig-Holstein,No migration background,Never,0.49668,386,756,0.46102,0.53235
2013,Schleswig-Holstein,Direct migration background,Seldom,0.37948,37,74,0.26816,0.49080
2013,Schleswig-Holstein,Direct migration background,Never,0.38930,37,74,0.27744,0.50115
2013,Hamburg,No migration background,Sometimes,0.15600,58,316,0.11592,0.19607
2013,Hamburg,No migration background,Seldom,0.34797,111,316,0.29536,0.40057
2013,Hamburg,No migration background,Never,0.45018,147,316,0.39523,0.50512
2013,Lower Saxony,No migration background,Often,0.02674,55,2126,0.01988,0.03360
2013,Lower Saxony,No migration background,Sometimes,0.10419,219,2126,0.09120,0.11717
2013,Lower Saxony,No migration background,Seldom,0.32370,674,2126,0.30381,0.34359
2013,Lower Saxony,No migration background,Never,0.54343,1178,2126,0.52225,0.56461
2013,Lower Saxony,Direct migration background,Sometimes,0.15035,50,227,0.10375,0.19695
2013,Lower Saxony,Direct migration background,Seldom,0.23460,58,227,0.17936,0.28985
2013,Lower Saxony,Direct migration background,Never,0.55939,119,227,0.49467,0.62412
2013,Bremen,No migration background,Seldom,0.30933,52,119,0.22593,0.39273
2013,Bremen,No migration background,Never,0.55410,67,119,0.46441,0.64379
2013,North Rhine-Westphalia,No migration background,Often,0.03021,121,3974,0.02489,0.03553
2013,North Rhine-Westphalia,No migration background,Sometimes,0.12903,509,3974,0.11861,0.13946
2013,North Rhine-Westphalia,No migration background,Seldom,0.28605,1177,3974,0.27200,0.30010
2013,North Rhine-Westphalia,No migration background,Never,0.55148,2167,3974,0.53602,0.56695
2013,North Rhine-Westphalia,Direct migration background,Often,0.07062,43,796,0.05281,0.08843
2013,North Rhine-Westphalia,Direct migration background,Sometimes,0.20281,134,796,0.17486,0.23077
2013,North Rhine-Westphalia,Direct migration background,Seldom,0.23363,210,796,0.20421,0.26304
2013,North Rhine-Westphalia,Direct migration background,Never,0.49005,409,796,0.45530,0.52480
2013,North Rhine-Westphalia,Indirect migration background,Sometimes,0.13150,72,275,0.09148,0.17151
2013,North Rhine-Westphalia,Indirect migration background,Seldom,0.40455,100,275,0.34644,0.46267
2013,North Rhine-Westphalia,Indirect migration background,Never,0.33932,103,275,0.28325,0.39538
2013,Hesse,No migration background,Sometimes,0.10774,172,1313,0.09097,0.12452
2013,Hesse,No migration background,Seldom,0.36099,489,1313,0.33500,0.38698
2013,Hesse,No migration background,Never,0.50966,652,1313,0.48261,0.53671
2013,Hesse,Direct migration background,Sometimes,0.20482,58,271,0.15668,0.25296
2013,Hesse,Direct migration background,Seldom,0.27956,78,271,0.22602,0.33309
2013,Hesse,Direct migration background,Never,0.47916,135,271,0.41957,0.53875
2013,Hesse,Indirect migration background,Seldom,0.25954,32,66,0.15297,0.36612
2013,Hesse,Indirect migration background,Never,0.41428,34,66,0.29453,0.53404
2013,"Rhineland-Palatinate, Saarland",No migration background,Sometimes,0.13165,140,1103,0.11169,0.15161
2013,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.27307,301,1103,0.24676,0.29937
2013,"Rhineland-Palatinate, Saarland",No migration background,Never,0.55977,662,1103,0.53046,0.58908
2013,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.32517,52,137,0.24644,0.40389
2013,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.51575,85,137,0.43176,0.59974
2013,Baden-Wuerttemberg,No migration background,Often,0.03274,59,2339,0.02553,0.03996
2013,Baden-Wuerttemberg,No migration background,Sometimes,0.11918,301,2339,0.10604,0.13231
2013,Baden-Wuerttemberg,No migration background,Seldom,0.34356,803,2339,0.32431,0.36281
2013,Baden-Wuerttemberg,No migration background,Never,0.49960,1176,2339,0.47933,0.51986
2013,Baden-Wuerttemberg,Direct migration background,Sometimes,0.11764,58,443,0.08760,0.14768
2013,Baden-Wuerttemberg,Direct migration background,Seldom,0.33777,138,443,0.29368,0.38186
2013,Baden-Wuerttemberg,Direct migration background,Never,0.52582,247,443,0.47927,0.57237
2013,Baden-Wuerttemberg,Indirect migration background,Sometimes,0.18441,44,186,0.12853,0.24030
2013,Baden-Wuerttemberg,Indirect migration background,Seldom,0.36513,66,186,0.29575,0.43451
2013,Baden-Wuerttemberg,Indirect migration background,Never,0.37789,76,186,0.30802,0.44776
2013,Bavaria,No migration background,Often,0.02200,85,3339,0.01702,0.02697
2013,Bavaria,No migration background,Sometimes,0.12511,401,3339,0.11388,0.13633
2013,Bavaria,No migration background,Seldom,0.32306,1112,3339,0.30719,0.33892
2013,Bavaria,No migration background,Never,0.52926,1741,3339,0.51232,0.54619
2013,Bavaria,Direct migration background,Sometimes,0.16458,85,436,0.12974,0.19943
2013,Bavaria,Direct migration background,Seldom,0.30438,137,436,0.26114,0.34762
2013,Bavaria,Direct migration background,Never,0.50120,214,436,0.45421,0.54818
2013,Bavaria,Indirect migration background,Sometimes,0.18078,37,184,0.12502,0.23654
2013,Bavaria,Indirect migration background,Seldom,0.37323,80,184,0.30315,0.44330
2013,Bavaria,Indirect migration background,Never,0.40507,67,184,0.33394,0.47620
2013,Berlin,No migration background,Sometimes,0.14932,138,837,0.12516,0.17348
2013,Berlin,No migration background,Seldom,0.36996,313,837,0.33723,0.40268
2013,Berlin,No migration background,Never,0.45357,386,837,0.41982,0.48732
2013,Brandenburg,No migration background,Sometimes,0.08789,88,951,0.06989,0.10590
2013,Brandenburg,No migration background,Seldom,0.30415,285,951,0.27489,0.33340
2013,Brandenburg,No migration background,Never,0.59355,578,951,0.56232,0.62479
2013,Mecklenburg-Western Pomerania,No migration background,Sometimes,0.09458,49,545,0.06998,0.11917
2013,Mecklenburg-Western Pomerania,No migration background,Seldom,0.23599,144,545,0.20030,0.27167
2013,Mecklenburg-Western Pomerania,No migration background,Never,0.65567,352,545,0.61574,0.69560
2013,Saxony,No migration background,Sometimes,0.08534,150,1621,0.07173,0.09894
2013,Saxony,No migration background,Seldom,0.31483,474,1621,0.29222,0.33745
2013,Saxony,No migration background,Never,0.58866,997,1621,0.56469,0.61262
2013,Saxony-Anhalt,No migration background,Sometimes,0.07317,81,910,0.05624,0.09010
2013,Saxony-Anhalt,No migration background,Seldom,0.25349,245,910,0.22521,0.28177
2013,Saxony-Anhalt,No migration background,Never,0.65999,584,910,0.62919,0.69079
2013,Thuringa,No migration background,Sometimes,0.08956,66,944,0.07133,0.10779
2013,Thuringa,No migration background,Seldom,0.29136,275,944,0.26235,0.32036
2013,Thuringa,No migration background,Never,0.60862,603,944,0.57747,0.63977
2018,Schleswig-Holstein,No migration background,Sometimes,0.13601,104,694,0.11049,0.16153
2018,Schleswig-Holstein,No migration background,Seldom,0.39413,287,694,0.35774,0.43051
2018,Schleswig-Holstein,No migration background,Never,0.41739,303,694,0.38067,0.45410
2018,Schleswig-Holstein,Direct migration background,Seldom,0.40201,47,115,0.31200,0.49201
2018,Schleswig-Holstein,Direct migration background,Never,0.33874,68,115,0.25186,0.42562
2018,Hamburg,No migration background,Sometimes,0.16851,63,300,0.12608,0.21094
2018,Hamburg,No migration background,Seldom,0.41635,112,300,0.36047,0.47222
2018,Hamburg,No migration background,Never,0.39458,125,300,0.33917,0.44998
2018,Hamburg,Direct migration background,Never,0.40435,50,50,0.26694,0.54176
2018,Lower Saxony,No migration background,Often,0.02619,59,1923,0.01905,0.03333
2018,Lower Saxony,No migration background,Sometimes,0.14559,310,1923,0.12982,0.16135
2018,Lower Saxony,No migration background,Seldom,0.33180,684,1923,0.31074,0.35285
2018,Lower Saxony,No migration background,Never,0.49264,870,1923,0.47028,0.51499
2018,Lower Saxony,Direct migration background,Sometimes,0.14911,98,417,0.11488,0.18334
2018,Lower Saxony,Direct migration background,Seldom,0.33423,130,417,0.28890,0.37956
2018,Lower Saxony,Direct migration background,Never,0.44087,189,417,0.39316,0.48858
2018,Lower Saxony,Indirect migration background,Sometimes,0.18583,32,107,0.11178,0.25988
2018,Lower Saxony,Indirect migration background,Seldom,0.30952,40,107,0.22151,0.39753
2018,Lower Saxony,Indirect migration background,Never,0.32568,35,107,0.23647,0.41489
2018,Bremen,No migration background,Seldom,0.47992,68,116,0.38861,0.57123
2018,Bremen,No migration background,Never,0.37215,48,116,0.28380,0.46050
2018,North Rhine-Westphalia,No migration background,Very often,0.00553,32,3636,0.00312,0.00794
2018,North Rhine-Westphalia,No migration background,Often,0.04102,150,3636,0.03457,0.04747
2018,North Rhine-Westphalia,No migration background,Sometimes,0.16979,640,3636,0.15758,0.18200
2018,North Rhine-Westphalia,No migration background,Seldom,0.32184,1209,3636,0.30666,0.33703
2018,North Rhine-Westphalia,No migration background,Never,0.46181,1605,3636,0.44561,0.47802
2018,North Rhine-Westphalia,Direct migration background,Often,0.06807,68,1238,0.05403,0.08210
2018,North Rhine-Westphalia,Direct migration background,Sometimes,0.20564,244,1238,0.18312,0.22817
2018,North Rhine-Westphalia,Direct migration background,Seldom,0.27335,361,1238,0.24852,0.29819
2018,North Rhine-Westphalia,Direct migration background,Never,0.43557,565,1238,0.40794,0.46320
2018,North Rhine-Westphalia,Indirect migration background,Often,0.09768,37,489,0.07134,0.12403
2018,North Rhine-Westphalia,Indirect migration background,Sometimes,0.32495,147,489,0.28339,0.36650
2018,North Rhine-Westphalia,Indirect migration background,Seldom,0.31815,162,489,0.27682,0.35947
2018,North Rhine-Westphalia,Indirect migration background,Never,0.25460,143,489,0.21595,0.29326
2018,Hesse,No migration background,Often,0.03780,51,1197,0.02699,0.04861
2018,Hesse,No migration background,Sometimes,0.17473,219,1197,0.15321,0.19625
2018,Hesse,No migration background,Seldom,0.36205,459,1197,0.33481,0.38929
2018,Hesse,No migration background,Never,0.41905,468,1197,0.39109,0.44702
2018,Hesse,Direct migration background,Sometimes,0.27967,79,323,0.23065,0.32870
2018,Hesse,Direct migration background,Seldom,0.32181,113,323,0.27078,0.37283
2018,Hesse,Direct migration background,Never,0.33255,131,323,0.28109,0.38401
2018,Hesse,Indirect migration background,Sometimes,0.32053,38,114,0.23448,0.40657
2018,Hesse,Indirect migration background,Seldom,0.33373,42,114,0.24679,0.42068
2018,Hesse,Indirect migration background,Never,0.23041,34,114,0.15277,0.30805
2018,"Rhineland-Palatinate, Saarland",No migration background,Often,0.02887,38,1029,0.01863,0.03911
2018,"Rhineland-Palatinate, Saarland",No migration background,Sometimes,0.17354,164,1029,0.15039,0.19669
2018,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.31406,332,1029,0.28568,0.34243
2018,"Rhineland-Palatinate, Saarland",No migration background,Never,0.48139,495,1029,0.45084,0.51193
2018,"Rhineland-Palatinate, Saarland",Direct migration background,Sometimes,0.17381,63,322,0.13236,0.21527
2018,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.28099,99,322,0.23182,0.33016
2018,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.46452,160,322,0.40996,0.51908
2018,"Rhineland-Palatinate, Saarland",Indirect migration background,Seldom,0.40886,31,63,0.28648,0.53123
2018,"Rhineland-Palatinate, Saarland",Indirect migration background,Never,0.24642,32,63,0.13916,0.35369
2018,Baden-Wuerttemberg,No migration background,Often,0.04490,79,1937,0.03567,0.05412
2018,Baden-Wuerttemberg,No migration background,Sometimes,0.15517,306,1937,0.13904,0.17130
2018,Baden-Wuerttemberg,No migration background,Seldom,0.35720,700,1937,0.33586,0.37855
2018,Baden-Wuerttemberg,No migration background,Never,0.43729,852,1937,0.41520,0.45939
2018,Baden-Wuerttemberg,Direct migration background,Sometimes,0.16756,97,560,0.13660,0.19853
2018,Baden-Wuerttemberg,Direct migration background,Seldom,0.26604,171,560,0.22941,0.30267
2018,Baden-Wuerttemberg,Direct migration background,Never,0.52794,292,560,0.48655,0.56932
2018,Baden-Wuerttemberg,Indirect migration background,Sometimes,0.27642,72,214,0.21636,0.33648
2018,Baden-Wuerttemberg,Indirect migration background,Seldom,0.25118,56,214,0.19294,0.30942
2018,Baden-Wuerttemberg,Indirect migration background,Never,0.33067,86,214,0.26748,0.39385
2018,Bavaria,No migration background,Often,0.03009,93,2939,0.02391,0.03626
2018,Bavaria,No migration background,Sometimes,0.17094,483,2939,0.15733,0.18456
2018,Bavaria,No migration background,Seldom,0.33360,1039,2939,0.31655,0.35065
2018,Bavaria,No migration background,Never,0.46036,1324,2939,0.44234,0.47838
2018,Bavaria,Direct migration background,Often,0.07229,48,766,0.05394,0.09064
2018,Bavaria,Direct migration background,Sometimes,0.16239,142,766,0.13625,0.18852
2018,Bavaria,Direct migration background,Seldom,0.25063,215,766,0.21991,0.28134
2018,Bavaria,Direct migration background,Never,0.51250,361,766,0.47708,0.54793
2018,Bavaria,Indirect migration background,Sometimes,0.34578,67,216,0.28221,0.40936
2018,Bavaria,Indirect migration background,Seldom,0.18787,81,216,0.13566,0.24008
2018,Bavaria,Indirect migration background,Never,0.31095,68,216,0.24908,0.37283
2018,Berlin,No migration background,Often,0.05626,40,775,0.04002,0.07249
2018,Berlin,No migration background,Sometimes,0.20904,159,775,0.18040,0.23769
2018,Berlin,No migration background,Seldom,0.34606,291,775,0.31255,0.37958
2018,Berlin,No migration background,Never,0.38798,285,775,0.35365,0.42231
2018,Berlin,Direct migration background,Sometimes,0.28197,46,141,0.20743,0.35650
2018,Berlin,Direct migration background,Seldom,0.32739,49,141,0.24966,0.40513
2018,Berlin,Direct migration background,Never,0.24812,46,141,0.17657,0.31967
2018,Brandenburg,No migration background,Sometimes,0.11502,101,895,0.09411,0.13594
2018,Brandenburg,No migration background,Seldom,0.31138,255,895,0.28103,0.34173
2018,Brandenburg,No migration background,Never,0.55231,539,895,0.51972,0.58491
2018,Brandenburg,Direct migration background,Never,0.51065,51,51,0.37208,0.64921
2018,Mecklenburg-Western Pomerania,No migration background,Sometimes,0.12089,69,557,0.09379,0.14799
2018,Mecklenburg-Western Pomerania,No migration background,Seldom,0.25741,148,557,0.22107,0.29375
2018,Mecklenburg-Western Pomerania,No migration background,Never,0.60403,340,557,0.56338,0.64469
2018,Saxony,No migration background,Sometimes,0.11435,167,1470,0.09808,0.13063
2018,Saxony,No migration background,Seldom,0.33704,472,1470,0.31287,0.36121
2018,Saxony,No migration background,Never,0.52683,831,1470,0.50130,0.55236
2018,Saxony,Direct migration background,Never,0.35922,42,42,0.21236,0.50608
2018,Saxony-Anhalt,No migration background,Sometimes,0.11751,86,815,0.09539,0.13963
2018,Saxony-Anhalt,No migration background,Seldom,0.28206,254,815,0.25115,0.31298
2018,Saxony-Anhalt,No migration background,Never,0.57564,475,815,0.54169,0.60959
2018,Thuringa,No migration background,Sometimes,0.11780,93,822,0.09575,0.13985
2018,Thuringa,No migration background,Seldom,0.26764,229,822,0.23735,0.29792
2018,Thuringa,No migration background,Never,0.59829,500,822,0.56476,0.63182
