year,age_gr,pgisced97,pld0044,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2003,46-65 y.,First Stage of Tertiary Education,Very often,0.00430416068866571,27727,0.003533590479868853,0.0050747308974625665
2003,46-65 y.,Second Stage of Tertiary Education,Seldom,0.4071246819338422,27727,0.401341724020973,0.4129076398467114
2003,46-65 y.,Second Stage of Tertiary Education,Never,0.3988549618320611,27727,0.39309125658497757,0.4046186670791446
2003,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.1628498727735369,27727,0.15850376976235947,0.16719597578471435
2003,46-65 y.,Second Stage of Tertiary Education,Often,0.026717557251908396,27727,0.02481944256740421,0.02861567193641258
2003,46-65 y.,Second Stage of Tertiary Education,Very often,0.004452926208651399,27727,0.0036692109915301566,0.005236641425772642
2003,66 and older,Primary Level,Never,0.6129032258064516,27727,0.6071698506555993,0.618636600957304
2003,66 and older,Primary Level,Seldom,0.20430107526881722,27727,0.19955522161467043,0.209046928922964
2003,66 and older,Primary Level,Sometimes,0.15053763440860216,27727,0.14632843747757374,0.15474683133963058
2003,66 and older,Primary Level,Often,0.03225806451612903,27727,0.030178350763671875,0.03433777826858619
2003,66 and older,Lower Secondary Level,Never,0.7192982456140351,27727,0.714009146637727,0.7245873445903432
2003,66 and older,Lower Secondary Level,Seldom,0.1827485380116959,27727,0.1781996060737604,0.18729746994963142
2003,66 and older,Lower Secondary Level,Sometimes,0.07748538011695906,27727,0.07433834823382368,0.08063241200009444
2003,66 and older,Lower Secondary Level,Often,0.01608187134502924,27727,0.014601221371777067,0.017562521318281413
2003,66 and older,Lower Secondary Level,Very often,0.0043859649122807015,27727,0.0036081384542382537,0.00516379137032315
2003,66 and older,Upper Secondary Level,Never,0.6220839813374806,27727,0.6163767327447455,0.6277912299302156
2003,66 and older,Upper Secondary Level,Seldom,0.2866770347330223,27727,0.28135418525576644,0.29199988421027817
2003,66 and older,Upper Secondary Level,Sometimes,0.08113011923276309,27727,0.07791629075018028,0.0843439477153459
2003,66 and older,Upper Secondary Level,Often,0.008812856402280975,27727,0.007712734510017321,0.00991297829454463
2003,66 and older,Upper Secondary Level,Very often,0.0012960082944530845,27727,0.0008725341361257098,0.0017194824527804592
2003,66 and older,Post-secondary Non-tertiary Level,Never,0.48936170212765956,27727,0.48347765271611937,0.49524575153919975
2003,66 and older,Post-secondary Non-tertiary Level,Seldom,0.33617021276595743,27727,0.3306097285448363,0.3417306969870786
2003,66 and older,Post-secondary Non-tertiary Level,Sometimes,0.1574468085106383,27727,0.15315964324876744,0.16173397377250917
2003,66 and older,Post-secondary Non-tertiary Level,Often,0.01276595744680851,27727,0.011444535888922783,0.014087379004694237
2003,66 and older,Post-secondary Non-tertiary Level,Very often,0.00425531914893617,27727,0.0034891146519907957,0.005021523645881545
2003,66 and older,First Stage of Tertiary Education,Never,0.5475819032761311,27727,0.5417232316367768,0.5534405749154854
2003,66 and older,First Stage of Tertiary Education,Seldom,0.35257410296411856,27727,0.3469503676952676,0.3581978382329695
2003,66 and older,First Stage of Tertiary Education,Sometimes,0.0904836193447738,27727,0.0871069007080341,0.09386033798151348
2003,66 and older,First Stage of Tertiary Education,Often,0.0093603744149766,27727,0.008226906872216149,0.01049384195773705
2003,66 and older,Second Stage of Tertiary Education,Never,0.4989929506545821,27727,0.49310758089246,0.5048783204167042
2003,66 and older,Second Stage of Tertiary Education,Seldom,0.3690835850956697,27727,0.3634035252853005,0.37476364490603886
2003,66 and older,Second Stage of Tertiary Education,Sometimes,0.11127895266868076,27727,0.10757731524119658,0.11498059009616494
2003,66 and older,Second Stage of Tertiary Education,Often,0.019133937562940583,27727,0.017521393240257522,0.020746481885623645
2003,66 and older,Second Stage of Tertiary Education,Very often,0.0015105740181268882,27727,0.0010534359691304412,0.0019677120671233355
2003,,Primary Level,Never,0.7450980392156863,27727,0.7399682688007597,0.7502278096306129
2003,,Primary Level,Seldom,0.13725490196078433,27727,0.1332043909946078,0.14130541292696086
2003,,Primary Level,Sometimes,0.11764705882352941,27727,0.11385463962787225,0.12143947801918657
2003,,Lower Secondary Level,Never,0.7945383615084526,27727,0.7897825192782832,0.7992942037386219
2003,,Lower Secondary Level,Seldom,0.16905071521456436,27727,0.1646390718644389,0.1734623585646898
2003,,Lower Secondary Level,Sometimes,0.02860858257477243,27727,0.026646352482480467,0.030570812667064396
2003,,Lower Secondary Level,Often,0.007802340702210663,27727,0.0067666831308387555,0.008837998273582571
2003,,Upper Secondary Level,Never,0.7790948275862069,27727,0.7742116475873605,0.7839780075850532
2003,,Upper Secondary Level,Seldom,0.1724137931034483,27727,0.16796750852922954,0.17686007767766704
2003,,Upper Secondary Level,Sometimes,0.04256465517241379,27727,0.04018845010442862,0.044940860240398964
2003,,Upper Secondary Level,Often,0.003771551724137931,27727,0.00305003876838577,0.004493064679890092
2003,,Upper Secondary Level,Very often,0.0021551724137931034,27727,0.001609317599397433,0.002701027228188774
2003,,Post-secondary Non-tertiary Level,Never,0.8125,27727,0.8079057253834023,0.8170942746165977
2003,,Post-secondary Non-tertiary Level,Seldom,0.15625,27727,0.15197612775475275,0.16052387224524725
2003,,Post-secondary Non-tertiary Level,Sometimes,0.03125,27727,0.02920197384451464,0.033298026155485355
2003,,First Stage of Tertiary Education,Never,0.7148760330578512,27727,0.7095618457098021,0.7201902204059003
2003,,First Stage of Tertiary Education,Seldom,0.23553719008264462,27727,0.2305424538761882,0.24053192628910103
2003,,First Stage of Tertiary Education,Sometimes,0.04132231404958678,27727,0.03897952461599872,0.04366510348317484
2003,,First Stage of Tertiary Education,Often,0.008264462809917356,27727,0.007198824358245093,0.009330101261589618
2003,,Second Stage of Tertiary Education,Never,0.6429840142095915,27727,0.6373444109968255,0.6486236174223575
2003,,Second Stage of Tertiary Education,Seldom,0.2753108348134991,27727,0.27005317883265717,0.28056849079434104
2003,,Second Stage of Tertiary Education,Sometimes,0.07992895204262877,27727,0.07673691904620011,0.08312098503905743
2003,,Second Stage of Tertiary Education,Often,0.0017761989342806395,27727,0.0012805611656831041,0.002271836702878175
2008,30-45 y.,Pre-primary Level,Sometimes,0.3342776203966006,23673,0.32826824061189463,0.34028700018130653
2008,30-45 y.,Pre-primary Level,Seldom,0.2747875354107649,23673,0.2691008321514591,0.2804742386700707
2008,30-45 y.,Pre-primary Level,Often,0.20113314447592068,23673,0.19602681956126983,0.20623946939057153
2008,30-45 y.,Pre-primary Level,Never,0.141643059490085,23673,0.1372012386914389,0.14608488028873107
2008,30-45 y.,Pre-primary Level,Very often,0.04815864022662889,23673,0.04543124035136705,0.05088604010189073
2008,30-45 y.,Primary Level,Never,0.5806451612903226,23673,0.5743591427563491,0.5869311798242961
2008,30-45 y.,Primary Level,Seldom,0.1935483870967742,23673,0.18851554438362553,0.19858122980992285
2008,30-45 y.,Primary Level,Sometimes,0.16129032258064516,23673,0.15660500099738242,0.1659756441639079
2008,30-45 y.,Primary Level,Often,0.06451612903225806,23673,0.0613865802522505,0.06764567781226562
2008,30-45 y.,Lower Secondary Level,Seldom,0.35447761194029853,23673,0.34838393420928143,0.36057128967131563
2008,30-45 y.,Lower Secondary Level,Never,0.3041044776119403,23673,0.2982442720442488,0.30996468317963183
2008,30-45 y.,Lower Secondary Level,Sometimes,0.2593283582089552,23673,0.2537453626019934,0.26491135381591707
2008,30-45 y.,Lower Secondary Level,Often,0.0708955223880597,23673,0.0676260994724287,0.0741649453036907
2008,30-45 y.,Lower Secondary Level,Very often,0.011194029850746268,23673,0.009853803376322254,0.012534256325170282
2008,30-45 y.,Upper Secondary Level,Seldom,0.3909348441926346,23673,0.38471880863531105,0.3971508797499581
2008,30-45 y.,Upper Secondary Level,Never,0.2818696883852691,23673,0.2761383607075529,0.2876010160629853
2008,30-45 y.,Upper Secondary Level,Sometimes,0.24575070821529746,23673,0.24026624324604315,0.25123517318455174
2008,30-45 y.,Upper Secondary Level,Often,0.06869688385269122,23673,0.06547475080589713,0.07191901689948532
2008,30-45 y.,Upper Secondary Level,Very often,0.012747875354107648,23673,0.011318776190588919,0.014176974517626378
2008,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.38495575221238937,23673,0.37875723217288987,0.39115427225188887
2008,30-45 y.,Post-secondary Non-tertiary Level,Never,0.3053097345132743,23673,0.29944301460076633,0.3111764544257823
2008,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.23008849557522124,23673,0.22472686016037027,0.2354501309900722
2008,30-45 y.,Post-secondary Non-tertiary Level,Often,0.0752212389380531,23673,0.0718613990100392,0.07858107886606701
2008,30-45 y.,Post-secondary Non-tertiary Level,Very often,0.004424778761061947,23673,0.003579281427677303,0.005270276094446591
2008,30-45 y.,First Stage of Tertiary Education,Seldom,0.4772727272727273,23673,0.4709098974025184,0.4836355571429362
2008,30-45 y.,First Stage of Tertiary Education,Sometimes,0.2727272727272727,23673,0.26705388639608696,0.27840065905845846
2008,30-45 y.,First Stage of Tertiary Education,Never,0.25,23673,0.2444839263227753,0.25551607367722473
2008,30-45 y.,Second Stage of Tertiary Education,Seldom,0.5021097046413502,23673,0.4957403480954242,0.5084790611872761
2008,30-45 y.,Second Stage of Tertiary Education,Never,0.22362869198312235,23673,0.21832072854659468,0.22893665541965003
2008,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.21940928270042195,23673,0.21413736511629725,0.22468120028454666
2008,30-45 y.,Second Stage of Tertiary Education,Often,0.04219409282700422,23673,0.039633184661498226,0.04475500099251021
2008,30-45 y.,Second Stage of Tertiary Education,Very often,0.012658227848101266,23673,0.011234097857286872,0.01408235783891566
2008,46-65 y.,Primary Level,Never,0.4791666666666667,23673,0.4728027848282154,0.48553054850511795
2008,46-65 y.,Primary Level,Seldom,0.2708333333333333,23673,0.2651723238390185,0.2764943428276481
2008,46-65 y.,Primary Level,Sometimes,0.20833333333333334,23673,0.2031598865837942,0.2135067800828725
2008,46-65 y.,Primary Level,Often,0.041666666666666664,23673,0.039121113931286165,0.04421221940204716
2008,46-65 y.,Lower Secondary Level,Never,0.4662379421221865,23673,0.4598830661566084,0.4725928180877646
2008,46-65 y.,Lower Secondary Level,Seldom,0.31511254019292606,23673,0.3091945822717524,0.3210304981140997
2008,46-65 y.,Lower Secondary Level,Sometimes,0.17363344051446947,23673,0.16880804990337964,0.1784588311255593
2008,46-65 y.,Lower Secondary Level,Often,0.04501607717041801,23673,0.042374816431835396,0.04765733790900062
2008,46-65 y.,Upper Secondary Level,Never,0.49230177059276364,23673,0.48593311233038894,0.49867042885513835
2008,46-65 y.,Upper Secondary Level,Seldom,0.3645111624326405,23673,0.3583800567567592,0.37064226810852174
2008,46-65 y.,Upper Secondary Level,Sometimes,0.12471131639722864,23673,0.1205025190907908,0.1289201137036665
2008,46-65 y.,Upper Secondary Level,Often,0.015011547344110854,23673,0.013462524858494144,0.016560569829727565
2008,46-65 y.,Upper Secondary Level,Very often,0.003464203233256351,23673,0.0027157277910892434,0.0042126786754234586
2008,46-65 y.,Post-secondary Non-tertiary Level,Never,0.45168067226890757,23673,0.4453410708605804,0.45802027367723475
2008,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.39915966386554624,23673,0.3929211335961473,0.4053981941349452
2008,46-65 y.,Post-secondary Non-tertiary Level,Sometimes,0.12815126050420167,23673,0.12389320385058428,0.13240931715781906
2008,46-65 y.,Post-secondary Non-tertiary Level,Often,0.014705882352941176,23673,0.013172473695330048,0.016239291010552305
2008,46-65 y.,Post-secondary Non-tertiary Level,Very often,0.0063025210084033615,23673,0.00529439767374257,0.007310644343064153
2008,46-65 y.,First Stage of Tertiary Education,Never,0.4726890756302521,23673,0.4663291712030689,0.4790489800574353
2008,46-65 y.,First Stage of Tertiary Education,Seldom,0.41386554621848737,23673,0.4075913559571187,0.42013973647985603
2008,46-65 y.,First Stage of Tertiary Education,Sometimes,0.08823529411764706,23673,0.08462209430084748,0.09184849393444665
2008,46-65 y.,First Stage of Tertiary Education,Often,0.01680672268907563,23673,0.015169188449132964,0.018444256929018295
2008,46-65 y.,First Stage of Tertiary Education,Very often,0.008403361344537815,23673,0.007240511967456432,0.009566210721619197
2008,46-65 y.,Second Stage of Tertiary Education,Seldom,0.4289195775792039,23673,0.42261485483052014,0.43522430032788767
2008,46-65 y.,Second Stage of Tertiary Education,Never,0.40129975629569453,23673,0.39505567443955875,0.4075438381518303
2008,46-65 y.,Second Stage of Tertiary Education,Sometimes,0.1462225832656377,23673,0.1417215836076312,0.15072358292364418
2008,46-65 y.,Second Stage of Tertiary Education,Often,0.01949634443541836,23673,0.01773505542517013,0.02125763344566659
2008,46-65 y.,Second Stage of Tertiary Education,Very often,0.004061738424045491,23673,0.003251520947742372,0.004871955900348611
2008,66 and older,Primary Level,Never,0.7833333333333333,23673,0.7780852735091935,0.7885813931574731
2008,66 and older,Primary Level,Sometimes,0.11666666666666667,23673,0.11257721455639948,0.12075611877693386
2008,66 and older,Primary Level,Seldom,0.08333333333333333,23673,0.07981250768869591,0.08685415897797075
2008,66 and older,Primary Level,Often,0.016666666666666666,23673,0.01503585361793495,0.018297479715398385
2008,66 and older,Lower Secondary Level,Never,0.7041284403669725,23673,0.6983140126494543,0.7099428680844908
2008,66 and older,Lower Secondary Level,Seldom,0.19036697247706422,23673,0.18536582879522434,0.1953681161589041
2008,66 and older,Lower Secondary Level,Sometimes,0.09174311926605505,23673,0.08806589157679034,0.09542034695531976
2008,66 and older,Lower Secondary Level,Often,0.013761467889908258,23673,0.012277403357516687,0.015245532422299828
2008,66 and older,Upper Secondary Level,Never,0.6400580551523948,23673,0.633943634189287,0.6461724761155025
2008,66 and older,Upper Secondary Level,Seldom,0.2757619738751814,23673,0.2700690251312876,0.28145492261907523
2008,66 and older,Upper Secondary Level,Sometimes,0.07285921625544267,23673,0.06954832808069034,0.07617010443019501
2008,66 and older,Upper Secondary Level,Often,0.009579100145137881,23673,0.00833830045243305,0.010819899837842713
2008,66 and older,Upper Secondary Level,Very often,0.0017416545718432512,23673,0.001210486564613672,0.0022728225790728303
2008,66 and older,Post-secondary Non-tertiary Level,Never,0.45907473309608543,23673,0.4527266916800998,0.46542277451207104
2008,66 and older,Post-secondary Non-tertiary Level,Seldom,0.3701067615658363,23673,0.36395603521818404,0.3762574879134885
2008,66 and older,Post-secondary Non-tertiary Level,Sometimes,0.14590747330960854,23673,0.14141049646221482,0.15040445015700227
2008,66 and older,Post-secondary Non-tertiary Level,Often,0.02491103202846975,23673,0.022925634834146794,0.026896429222792707
2008,66 and older,First Stage of Tertiary Education,Never,0.5445026178010471,23673,0.538158483749967,0.5508467518521273
2008,66 and older,First Stage of Tertiary Education,Seldom,0.35951134380453753,23673,0.3533985261263793,0.3656241614826958
2008,66 and older,First Stage of Tertiary Education,Sometimes,0.08900523560209424,23673,0.08537783818111107,0.09263263302307741
2008,66 and older,First Stage of Tertiary Education,Very often,0.0034904013961605585,23673,0.0027391109739497003,0.004241691818371416
2008,66 and older,First Stage of Tertiary Education,Often,0.0034904013961605585,23673,0.0027391109739497003,0.004241691818371416
2008,66 and older,Second Stage of Tertiary Education,Never,0.503804347826087,23673,0.4974351189537549,0.510173576698419
2008,66 and older,Second Stage of Tertiary Education,Seldom,0.3684782608695652,23673,0.3623331530073687,0.3746233687317617
2008,66 and older,Second Stage of Tertiary Education,Sometimes,0.11304347826086956,23673,0.10900978059337152,0.11707717592836761
2008,66 and older,Second Stage of Tertiary Education,Often,0.013043478260869565,23673,0.011598121220533074,0.014488835301206055
2008,66 and older,Second Stage of Tertiary Education,Very often,0.0016304347826086956,23673,0.0011164777596951616,0.0021443918055222295
2008,,Primary Level,Never,0.8461538461538461,23673,0.8415576621131717,0.8507500301945206
2008,,Primary Level,Seldom,0.10256410256410256,23673,0.09869928646892805,0.10642891865927707
2008,,Primary Level,Sometimes,0.05128205128205128,23673,0.048472217205525865,0.054091885358576695
2008,,Lower Secondary Level,Never,0.7934936350777935,23673,0.7883369825639294,0.7986502875916576
2008,,Lower Secondary Level,Seldom,0.16265912305516267,23673,0.15795780338891652,0.16736044272140882
2008,,Lower Secondary Level,Sometimes,0.03818953323903819,23673,0.03574809160166303,0.04063097487641335
2008,,Lower Secondary Level,Often,0.004243281471004243,23673,0.0034152307008402678,0.005071332241168219
2008,,Lower Secondary Level,Very often,0.0014144271570014145,23673,0.0009356732192821163,0.0018931810947207127
2008,,Upper Secondary Level,Never,0.7674841053587648,23673,0.7621027652563419,0.7728654454611876
2008,,Upper Secondary Level,Seldom,0.17983651226158037,23673,0.17494415038138839,0.18472887414177236
2008,,Upper Secondary Level,Sometimes,0.04450499545867393,23673,0.0418780684044387,0.04713192251290916
2008,,Upper Secondary Level,Often,0.006357856494096276,23673,0.0053453454143216885,0.007370367573870864
2008,,Upper Secondary Level,Very often,0.0018165304268846503,23673,0.0012740851309349056,0.002358975722834395
2008,,Post-secondary Non-tertiary Level,Never,0.7850467289719626,23673,0.7798137473964637,0.7902797105474615
2008,,Post-secondary Non-tertiary Level,Seldom,0.14953271028037382,23673,0.14498988188092068,0.15407553867982696
2008,,Post-secondary Non-tertiary Level,Sometimes,0.06542056074766354,23673,0.062270675991920786,0.0685704455034063
2008,,First Stage of Tertiary Education,Never,0.7106109324758842,23673,0.7048341445423364,0.7163877204094321
2008,,First Stage of Tertiary Education,Seldom,0.24437299035369775,23673,0.23889892774146756,0.24984705296592793
2008,,First Stage of Tertiary Education,Sometimes,0.04180064308681672,23673,0.03925117933555104,0.044350106838082395
2008,,First Stage of Tertiary Education,Often,0.003215434083601286,23673,0.0024942437780195214,0.003936624389183051
2008,,Second Stage of Tertiary Education,Never,0.6138728323699422,23673,0.6076708031390462,0.6200748616008381
2008,,Second Stage of Tertiary Education,Seldom,0.3017341040462428,23673,0.29588684899376055,0.307581359098725
2008,,Second Stage of Tertiary Education,Sometimes,0.07630057803468208,23673,0.07291869430544407,0.0796824617639201
2008,,Second Stage of Tertiary Education,Often,0.006936416184971098,23673,0.005879147127938082,0.007993685242004115
2008,,Second Stage of Tertiary Education,Very often,0.0011560693641618498,23673,0.0007231867076783127,0.001588952020645387
2013,30-45 y.,Pre-primary Level,Sometimes,0.35665914221218964,44486,0.3522077932719965,0.36111049115238275
2013,30-45 y.,Pre-primary Level,Seldom,0.2799097065462754,44486,0.27573768204288346,0.28408173104966733
2013,30-45 y.,Pre-primary Level,Never,0.17607223476297967,44486,0.1725327960236677,0.17961167350229165
2013,30-45 y.,Pre-primary Level,Often,0.1670428893905192,44486,0.16357656095914985,0.17050921782188855
2013,30-45 y.,Pre-primary Level,Very often,0.020316027088036117,44486,0.019005014728971967,0.021627039447100267
2013,30-45 y.,Primary Level,Never,0.36231884057971014,44486,0.3578520905965384,0.3667855905628819
2013,30-45 y.,Primary Level,Sometimes,0.2898550724637681,44486,0.2856389973497312,0.29407114757780506
2013,30-45 y.,Primary Level,Seldom,0.21739130434782608,44486,0.21355831324380517,0.221224295451847
2013,30-45 y.,Primary Level,Often,0.10144927536231885,44486,0.09864358224606079,0.1042549684785769
2013,30-45 y.,Primary Level,Very often,0.028985507246376812,44486,0.02742650155356835,0.030544512939185274
2013,30-45 y.,Lower Secondary Level,Seldom,0.3386396526772793,44486,0.33424188407858735,0.34303742127597125
2013,30-45 y.,Lower Secondary Level,Never,0.3053545586107091,44486,0.3010747121247278,0.3096344050966904
2013,30-45 y.,Lower Secondary Level,Sometimes,0.2402315484804631,44486,0.23626146132500453,0.24420163563592168
2013,30-45 y.,Lower Secondary Level,Often,0.09985528219971057,44486,0.09706925031149957,0.10264131408792157
2013,30-45 y.,Lower Secondary Level,Very often,0.015918958031837915,44486,0.01475585779500577,0.01708205826867006
2013,30-45 y.,Upper Secondary Level,Seldom,0.37868162692847124,44486,0.3741740971145062,0.38318915674243625
2013,30-45 y.,Upper Secondary Level,Sometimes,0.2755960729312763,44486,0.27144393948416595,0.27974820637838665
2013,30-45 y.,Upper Secondary Level,Never,0.270687237026648,44486,0.26655832918824535,0.2748161448650506
2013,30-45 y.,Upper Secondary Level,Often,0.07082748948106592,44486,0.068443559513086,0.07321141944904583
2013,30-45 y.,Upper Secondary Level,Very often,0.004207573632538569,44486,0.0036060611219467676,0.004809086143130371
2013,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.4262295081967213,44486,0.4216339819194217,0.4308250344740209
2013,30-45 y.,Post-secondary Non-tertiary Level,Never,0.26229508196721313,44486,0.2582073651119174,0.26638279882250887
2013,30-45 y.,Post-secondary Non-tertiary Level,Sometimes,0.25136612021857924,44486,0.24733493732614684,0.25539730311101166
2013,30-45 y.,Post-secondary Non-tertiary Level,Often,0.060109289617486336,44486,0.05790050245809045,0.062318076776882225
2013,30-45 y.,First Stage of Tertiary Education,Seldom,0.36538461538461536,44486,0.36090980312359233,0.3698594276456384
2013,30-45 y.,First Stage of Tertiary Education,Never,0.34615384615384615,44486,0.34173288437721205,0.35057480793048024
2013,30-45 y.,First Stage of Tertiary Education,Sometimes,0.17307692307692307,44486,0.16956134674916115,0.176592499404685
2013,30-45 y.,First Stage of Tertiary Education,Often,0.11538461538461539,44486,0.11241571524595387,0.11835351552327691
2013,30-45 y.,Second Stage of Tertiary Education,Seldom,0.4554140127388535,44486,0.45078614628060043,0.4600418791971066
2013,30-45 y.,Second Stage of Tertiary Education,Sometimes,0.27070063694267515,44486,0.26657166484026107,0.27482960904508924
