,Unnamed: 0,year,pgisced97,sex,pld0044,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
84,84,2008,Second Stage of Tertiary Education,male,Seldom,0.40955,893,18584,0.37751,0.43821
85,85,2008,Second Stage of Tertiary Education,male,Never,0.45685,1090,18584,0.42935,0.48144
86,86,2008,Second Stage of Tertiary Education,female,Often,0.01999,33,18584,0.01561,0.02499
87,87,2008,Second Stage of Tertiary Education,female,Sometimes,0.14872,240,18584,0.13287,0.16982
88,88,2008,Second Stage of Tertiary Education,female,Seldom,0.37596,693,18584,0.34805,0.4021
89,89,2008,Second Stage of Tertiary Education,female,Never,0.45533,915,18584,0.42365,0.48372
90,90,2013,Pre-primary Level,male,Often,0.22266,40,24692,0.1502,0.29703
91,91,2013,Pre-primary Level,male,Sometimes,0.29175,74,24692,0.21217,0.37568
92,92,2013,Pre-primary Level,male,Seldom,0.31748,58,24692,0.21389,0.41355
93,93,2013,Pre-primary Level,male,Never,0.16812,33,24692,0.076,0.28557
94,94,2013,Pre-primary Level,female,Often,0.15441,34,24692,0.10247,0.21496
95,95,2013,Pre-primary Level,female,Sometimes,0.40757,84,24692,0.27511,0.5675
96,96,2013,Pre-primary Level,female,Seldom,0.30681,66,24692,0.23684,0.39843
97,97,2013,Pre-primary Level,female,Never,0.13121,45,24692,0.10137,0.16489
98,98,2013,Primary Level,male,Seldom,0.32562,33,24692,0.20703,0.49329
99,99,2013,Primary Level,male,Never,0.67438,61,24692,0.55072,0.82953
100,100,2013,Primary Level,female,Seldom,0.30502,34,24692,0.20037,0.41467
101,101,2013,Primary Level,female,Never,0.69498,115,24692,0.57705,0.83591
102,102,2013,Lower Secondary Level,male,Often,0.05997,73,24692,0.04626,0.07679
103,103,2013,Lower Secondary Level,male,Sometimes,0.18137,165,24692,0.15241,0.21566
104,104,2013,Lower Secondary Level,male,Seldom,0.28734,229,24692,0.24436,0.33447
105,105,2013,Lower Secondary Level,male,Never,0.47132,380,24692,0.42147,0.52305
106,106,2013,Lower Secondary Level,female,Often,0.0194,54,24692,0.01482,0.02676
107,107,2013,Lower Secondary Level,female,Sometimes,0.09736,211,24692,0.08214,0.11184
108,108,2013,Lower Secondary Level,female,Seldom,0.21045,393,24692,0.18869,0.23057
109,109,2013,Lower Secondary Level,female,Never,0.67279,1036,24692,0.63054,0.71032
110,110,2013,Upper Secondary Level,male,Often,0.02866,155,24692,0.02384,0.03306
111,111,2013,Upper Secondary Level,male,Sometimes,0.13518,670,24692,0.12282,0.14832
112,112,2013,Upper Secondary Level,male,Seldom,0.29786,1639,24692,0.2805,0.31434
113,113,2013,Upper Secondary Level,male,Never,0.5383,2948,24692,0.52285,0.55693
114,114,2013,Upper Secondary Level,female,Often,0.02042,129,24692,0.01601,0.02563
115,115,2013,Upper Secondary Level,female,Sometimes,0.09338,707,24692,0.08606,0.10307
116,116,2013,Upper Secondary Level,female,Seldom,0.27776,1926,24692,0.26409,0.29058
117,117,2013,Upper Secondary Level,female,Never,0.60844,4144,24692,0.591,0.62739
118,118,2013,Post-secondary Non-tertiary Level,male,Sometimes,0.15646,82,24692,0.11656,0.20257
119,119,2013,Post-secondary Non-tertiary Level,male,Seldom,0.42423,230,24692,0.35478,0.49739
120,120,2013,Post-secondary Non-tertiary Level,male,Never,0.41931,272,24692,0.36674,0.48581
121,121,2013,Post-secondary Non-tertiary Level,female,Sometimes,0.10232,131,24692,0.08149,0.12667
122,122,2013,Post-secondary Non-tertiary Level,female,Seldom,0.4044,420,24692,0.36643,0.45396
123,123,2013,Post-secondary Non-tertiary Level,female,Never,0.49327,582,24692,0.44822,0.54288
124,124,2013,First Stage of Tertiary Education,male,Sometimes,0.1099,104,24692,0.08354,0.14178
125,125,2013,First Stage of Tertiary Education,male,Seldom,0.36503,343,24692,0.31717,0.41672
126,126,2013,First Stage of Tertiary Education,male,Never,0.52507,561,24692,0.48663,0.56801
127,127,2013,First Stage of Tertiary Education,female,Sometimes,0.09049,49,24692,0.06764,0.12346
128,128,2013,First Stage of Tertiary Education,female,Seldom,0.3751,220,24692,0.31875,0.43691
129,129,2013,First Stage of Tertiary Education,female,Never,0.53441,364,24692,0.4736,0.58882
130,130,2013,Second Stage of Tertiary Education,male,Often,0.01793,51,24692,0.01322,0.02263
131,131,2013,Second Stage of Tertiary Education,male,Sometimes,0.12865,373,24692,0.11108,0.14561
132,132,2013,Second Stage of Tertiary Education,male,Seldom,0.40259,1148,24692,0.37372,0.43557
133,133,2013,Second Stage of Tertiary Education,male,Never,0.45083,1390,24692,0.42477,0.48065
134,134,2013,Second Stage of Tertiary Education,female,Often,0.0226,49,24692,0.01646,0.02899
135,135,2013,Second Stage of Tertiary Education,female,Sometimes,0.14878,386,24692,0.1314,0.16606
136,136,2013,Second Stage of Tertiary Education,female,Seldom,0.37258,1045,24692,0.3413,0.40055
137,137,2013,Second Stage of Tertiary Education,female,Never,0.45604,1356,24692,0.43384,0.49026
138,138,2018,Pre-primary Level,male,Sometimes,0.66313,64,24680,0.47743,0.93489
139,139,2018,Pre-primary Level,male,Seldom,0.33687,36,24680,0.21226,0.49338
140,140,2018,Pre-primary Level,female,Often,0.1645,32,24680,0.09698,0.23828
141,141,2018,Pre-primary Level,female,Sometimes,0.32495,74,24680,0.24937,0.41462
142,142,2018,Pre-primary Level,female,Seldom,0.22602,33,24680,0.14352,0.34033
143,143,2018,Pre-primary Level,female,Never,0.28452,40,24680,0.1683,0.41663
144,144,2018,Primary Level,male,Sometimes,0.24644,40,24680,0.15798,0.3564
145,145,2018,Primary Level,male,Seldom,0.27175,55,24680,0.20476,0.33987
146,146,2018,Primary Level,male,Never,0.48181,95,24680,0.37885,0.59157
147,147,2018,Primary Level,female,Sometimes,0.28753,59,24680,0.21722,0.38498
148,148,2018,Primary Level,female,Seldom,0.13994,48,24680,0.09296,0.19542
149,149,2018,Primary Level,female,Never,0.57253,144,24680,0.47041,0.6902
150,150,2018,Lower Secondary Level,male,Often,0.06814,75,24680,0.05278,0.08663
151,151,2018,Lower Secondary Level,male,Sometimes,0.25309,257,24680,0.22007,0.28541
152,152,2018,Lower Secondary Level,male,Seldom,0.29848,316,24680,0.26074,0.33198
153,153,2018,Lower Secondary Level,male,Never,0.38029,400,24680,0.33935,0.42997
154,154,2018,Lower Secondary Level,female,Often,0.02319,54,24680,0.01375,0.03653
155,155,2018,Lower Secondary Level,female,Sometimes,0.13996,264,24680,0.11694,0.17254
156,156,2018,Lower Secondary Level,female,Seldom,0.23924,408,24680,0.21656,0.26776
157,157,2018,Lower Secondary Level,female,Never,0.59761,863,24680,0.56111,0.63446
158,158,2018,Upper Secondary Level,male,Very often,0.00573,40,24680,0.00391,0.00791
159,159,2018,Upper Secondary Level,male,Often,0.04013,208,24680,0.03489,0.0458
160,160,2018,Upper Secondary Level,male,Sometimes,0.15679,802,24680,0.14562,0.17301
161,161,2018,Upper Secondary Level,male,Seldom,0.33607,1684,24680,0.31959,0.3524
162,162,2018,Upper Secondary Level,male,Never,0.46127,2434,24680,0.44165,0.47922
163,163,2018,Upper Secondary Level,female,Very often,0.00401,40,24680,0.00284,0.00551
164,164,2018,Upper Secondary Level,female,Often,0.03067,206,24680,0.02519,0.03667
165,165,2018,Upper Secondary Level,female,Sometimes,0.13701,894,24680,0.12772,0.14723
166,166,2018,Upper Secondary Level,female,Seldom,0.28485,1836,24680,0.27157,0.29789
167,167,2018,Upper Secondary Level,female,Never,0.54346,3340,24680,0.52238,0.56554
168,168,2018,Post-secondary Non-tertiary Level,male,Often,0.08442,53,24680,0.06082,0.11037
169,169,2018,Post-secondary Non-tertiary Level,male,Sometimes,0.22358,166,24680,0.18749,0.27979
170,170,2018,Post-secondary Non-tertiary Level,male,Seldom,0.37457,281,24680,0.31211,0.43856
171,171,2018,Post-secondary Non-tertiary Level,male,Never,0.31743,286,24680,0.27215,0.357
172,172,2018,Post-secondary Non-tertiary Level,female,Often,0.04303,46,24680,0.03281,0.05437
173,173,2018,Post-secondary Non-tertiary Level,female,Sometimes,0.14925,212,24680,0.12566,0.17456
174,174,2018,Post-secondary Non-tertiary Level,female,Seldom,0.38125,496,24680,0.33781,0.42609
175,175,2018,Post-secondary Non-tertiary Level,female,Never,0.42647,566,24680,0.38761,0.46688
176,176,2018,First Stage of Tertiary Education,male,Sometimes,0.13122,105,24680,0.10824,0.16122
177,177,2018,First Stage of Tertiary Education,male,Seldom,0.38676,319,24680,0.34065,0.43169
178,178,2018,First Stage of Tertiary Education,male,Never,0.48202,434,24680,0.433,0.53879
179,179,2018,First Stage of Tertiary Education,female,Sometimes,0.13545,65,24680,0.09779,0.16526
180,180,2018,First Stage of Tertiary Education,female,Seldom,0.31447,204,24680,0.26573,0.37398
181,181,2018,First Stage of Tertiary Education,female,Never,0.55008,292,24680,0.48877,0.64904
182,182,2018,Second Stage of Tertiary Education,male,Often,0.04109,117,24680,0.03183,0.04963
183,183,2018,Second Stage of Tertiary Education,male,Sometimes,0.20207,562,24680,0.18195,0.21767
184,184,2018,Second Stage of Tertiary Education,male,Seldom,0.3814,1226,24680,0.3578,0.4044
185,185,2018,Second Stage of Tertiary Education,male,Never,0.37544,1235,24680,0.35209,0.39888
186,186,2018,Second Stage of Tertiary Education,female,Often,0.0431,112,24680,0.03495,0.0552
187,187,2018,Second Stage of Tertiary Education,female,Sometimes,0.20089,601,24680,0.18314,0.22182
188,188,2018,Second Stage of Tertiary Education,female,Seldom,0.3848,1246,24680,0.3585,0.41145
189,189,2018,Second Stage of Tertiary Education,female,Never,0.37121,1215,24680,0.34503,0.39313
