,Unnamed: 0,year,pgisced97,sampreg,pld0044,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
22,22,2003,Upper Secondary Level,East,Often,0.01473,43,21514,0.01105,0.01813
23,23,2003,Upper Secondary Level,East,Sometimes,0.09776,274,21514,0.08852,0.10729
24,24,2003,Upper Secondary Level,East,Seldom,0.26273,775,21514,0.24828,0.27891
25,25,2003,Upper Secondary Level,East,Never,0.62478,1694,21514,0.60742,0.64432
26,26,2003,Post-secondary Non-tertiary Level,West,Sometimes,0.19173,177,21514,0.16813,0.21866
27,27,2003,Post-secondary Non-tertiary Level,West,Seldom,0.38578,383,21514,0.3546,0.42208
28,28,2003,Post-secondary Non-tertiary Level,West,Never,0.42249,420,21514,0.39061,0.45661
29,29,2003,Post-secondary Non-tertiary Level,East,Seldom,0.44673,61,21514,0.35811,0.53298
30,30,2003,Post-secondary Non-tertiary Level,East,Never,0.55327,56,21514,0.45465,0.65727
31,31,2003,First Stage of Tertiary Education,West,Sometimes,0.13832,151,21514,0.1233,0.1573
32,32,2003,First Stage of Tertiary Education,West,Seldom,0.37671,457,21514,0.34364,0.40579
33,33,2003,First Stage of Tertiary Education,West,Never,0.48497,590,21514,0.4558,0.50884
34,34,2003,First Stage of Tertiary Education,East,Sometimes,0.07165,34,21514,0.06026,0.08534
35,35,2003,First Stage of Tertiary Education,East,Seldom,0.28894,137,21514,0.24667,0.32343
36,36,2003,First Stage of Tertiary Education,East,Never,0.63941,275,21514,0.58976,0.68425
37,37,2003,Second Stage of Tertiary Education,West,Often,0.02684,75,21514,0.0226,0.03195
38,38,2003,Second Stage of Tertiary Education,West,Sometimes,0.16148,458,21514,0.14822,0.17534
39,39,2003,Second Stage of Tertiary Education,West,Seldom,0.38706,1160,21514,0.36567,0.41118
40,40,2003,Second Stage of Tertiary Education,West,Never,0.42463,1340,21514,0.40573,0.44628
41,41,2003,Second Stage of Tertiary Education,East,Sometimes,0.09154,113,21514,0.07831,0.10529
42,42,2003,Second Stage of Tertiary Education,East,Seldom,0.3668,456,21514,0.34052,0.39235
43,43,2003,Second Stage of Tertiary Education,East,Never,0.54166,697,21514,0.51129,0.57601
44,44,2008,Pre-primary Level,West,Often,0.22791,63,18509,0.18171,0.27541
45,45,2008,Pre-primary Level,West,Sometimes,0.38226,90,18509,0.30634,0.45356
46,46,2008,Pre-primary Level,West,Seldom,0.25719,68,18509,0.21432,0.31696
47,47,2008,Pre-primary Level,West,Never,0.13264,35,18509,0.09129,0.16562
48,48,2008,Primary Level,West,Never,1.0,110,18509,0.83309,1.14297
49,49,2008,Lower Secondary Level,West,Often,0.03754,51,18509,0.0288,0.04564
50,50,2008,Lower Secondary Level,West,Sometimes,0.13185,222,18509,0.11882,0.14615
51,51,2008,Lower Secondary Level,West,Seldom,0.22815,405,18509,0.21021,0.24811
52,52,2008,Lower Secondary Level,West,Never,0.60246,1004,18509,0.57761,0.62896
53,53,2008,Lower Secondary Level,East,Sometimes,0.08087,38,18509,0.06744,0.09869
54,54,2008,Lower Secondary Level,East,Seldom,0.28269,81,18509,0.22889,0.35531
55,55,2008,Lower Secondary Level,East,Never,0.63644,172,18509,0.58755,0.72088
56,56,2008,Upper Secondary Level,West,Often,0.02435,151,18509,0.02059,0.02722
57,57,2008,Upper Secondary Level,West,Sometimes,0.11243,787,18509,0.10555,0.12047
58,58,2008,Upper Secondary Level,West,Seldom,0.2929,2146,18509,0.28423,0.30248
59,59,2008,Upper Secondary Level,West,Never,0.57033,4068,18509,0.55739,0.58189
60,60,2008,Upper Secondary Level,East,Often,0.01892,32,18509,0.01356,0.02475
61,61,2008,Upper Secondary Level,East,Sometimes,0.10178,233,18509,0.09029,0.1146
62,62,2008,Upper Secondary Level,East,Seldom,0.29688,699,18509,0.27859,0.31339
63,63,2008,Upper Secondary Level,East,Never,0.58242,1504,18509,0.56061,0.6123
64,64,2008,Post-secondary Non-tertiary Level,West,Sometimes,0.17586,143,18509,0.15029,0.1984
65,65,2008,Post-secondary Non-tertiary Level,West,Seldom,0.39814,338,18509,0.36144,0.43823
66,66,2008,Post-secondary Non-tertiary Level,West,Never,0.426,414,18509,0.39604,0.45905
67,67,2008,Post-secondary Non-tertiary Level,East,Seldom,0.40454,59,18509,0.2985,0.52137
68,68,2008,Post-secondary Non-tertiary Level,East,Never,0.59546,83,18509,0.4936,0.69759
69,69,2008,First Stage of Tertiary Education,West,Sometimes,0.096,94,18509,0.07612,0.1139
70,70,2008,First Stage of Tertiary Education,West,Seldom,0.39113,403,18509,0.3565,0.43027
71,71,2008,First Stage of Tertiary Education,West,Never,0.51287,520,18509,0.47823,0.54889
72,72,2008,First Stage of Tertiary Education,East,Seldom,0.32735,97,18509,0.27039,0.39628
73,73,2008,First Stage of Tertiary Education,East,Never,0.67265,249,18509,0.61079,0.75237
74,74,2008,Second Stage of Tertiary Education,West,Often,0.01687,53,18509,0.01348,0.02085
75,75,2008,Second Stage of Tertiary Education,West,Sometimes,0.15156,419,18509,0.13862,0.16633
76,76,2008,Second Stage of Tertiary Education,West,Seldom,0.40071,1133,18509,0.37595,0.42175
77,77,2008,Second Stage of Tertiary Education,West,Never,0.43086,1319,18509,0.40685,0.45283
78,78,2008,Second Stage of Tertiary Education,East,Sometimes,0.0732,87,18509,0.06156,0.08545
79,79,2008,Second Stage of Tertiary Education,East,Seldom,0.37939,453,18509,0.34707,0.41539
80,80,2008,Second Stage of Tertiary Education,East,Never,0.5474,686,18509,0.51244,0.58554
81,81,2013,Pre-primary Level,West,Often,0.18491,67,24606,0.13576,0.2389
82,82,2013,Pre-primary Level,West,Sometimes,0.35388,140,24606,0.26933,0.44299
83,83,2013,Pre-primary Level,West,Seldom,0.32024,110,24606,0.25871,0.40426
84,84,2013,Pre-primary Level,West,Never,0.14097,65,24606,0.09263,0.20921
85,85,2013,Primary Level,West,Sometimes,0.13953,47,24606,0.09351,0.20146
86,86,2013,Primary Level,West,Seldom,0.26411,57,24606,0.17643,0.35243
87,87,2013,Primary Level,West,Never,0.59636,152,24606,0.5165,0.68894
88,88,2013,Lower Secondary Level,West,Often,0.03105,110,24606,0.0232,0.03989
89,89,2013,Lower Secondary Level,West,Sometimes,0.12328,329,24606,0.10777,0.13963
90,90,2013,Lower Secondary Level,West,Seldom,0.23907,537,24606,0.21529,0.26207
91,91,2013,Lower Secondary Level,West,Never,0.6066,1231,24606,0.57667,0.63842
92,92,2013,Lower Secondary Level,East,Sometimes,0.14933,47,24606,0.10132,0.20856
93,93,2013,Lower Secondary Level,East,Seldom,0.22438,85,24606,0.17143,0.28169
94,94,2013,Lower Secondary Level,East,Never,0.62629,185,24606,0.53821,0.70808
95,95,2013,Upper Secondary Level,West,Often,0.02816,240,24606,0.02474,0.03205
96,96,2013,Upper Secondary Level,West,Sometimes,0.11951,1119,24606,0.11089,0.12659
97,97,2013,Upper Secondary Level,West,Seldom,0.29316,2802,24606,0.2803,0.30503
98,98,2013,Upper Secondary Level,West,Never,0.55917,5122,24606,0.54648,0.57231
99,99,2013,Upper Secondary Level,East,Often,0.0099,44,24606,0.00759,0.01236
100,100,2013,Upper Secondary Level,East,Sometimes,0.08926,258,24606,0.07826,0.10189
101,101,2013,Upper Secondary Level,East,Seldom,0.26514,763,24606,0.24596,0.28487
102,102,2013,Upper Secondary Level,East,Never,0.6357,1970,24606,0.60869,0.66998
103,103,2013,Post-secondary Non-tertiary Level,West,Often,0.03808,39,24606,0.02441,0.05362
104,104,2013,Post-secondary Non-tertiary Level,West,Sometimes,0.12473,185,24606,0.10044,0.14783
105,105,2013,Post-secondary Non-tertiary Level,West,Seldom,0.40094,554,24606,0.35449,0.45327
106,106,2013,Post-secondary Non-tertiary Level,West,Never,0.43626,709,24606,0.39384,0.47112
107,107,2013,Post-secondary Non-tertiary Level,East,Seldom,0.42691,96,24606,0.35027,0.51593
108,108,2013,Post-secondary Non-tertiary Level,East,Never,0.57309,145,24606,0.47147,0.69336
109,109,2013,First Stage of Tertiary Education,West,Sometimes,0.10819,126,24606,0.08764,0.12431
110,110,2013,First Stage of Tertiary Education,West,Seldom,0.38146,437,24606,0.33856,0.42409
111,111,2013,First Stage of Tertiary Education,West,Never,0.51035,653,24606,0.47086,0.55341
112,112,2013,First Stage of Tertiary Education,East,Seldom,0.35912,126,24606,0.29041,0.4341
113,113,2013,First Stage of Tertiary Education,East,Never,0.64088,272,24606,0.56285,0.71972
114,114,2013,Second Stage of Tertiary Education,West,Often,0.02327,86,24606,0.01811,0.02786
115,115,2013,Second Stage of Tertiary Education,West,Sometimes,0.1544,629,24606,0.13949,0.16554
116,116,2013,Second Stage of Tertiary Education,West,Seldom,0.39733,1672,24606,0.37341,0.4218
117,117,2013,Second Stage of Tertiary Education,West,Never,0.425,1966,24606,0.40237,0.44461
118,118,2013,Second Stage of Tertiary Education,East,Sometimes,0.07624,130,24606,0.05925,0.09395
119,119,2013,Second Stage of Tertiary Education,East,Seldom,0.36087,521,24606,0.32439,0.40017
120,120,2013,Second Stage of Tertiary Education,East,Never,0.56289,780,24606,0.52251,0.60565
121,121,2018,Pre-primary Level,West,Often,0.17667,51,24597,0.13158,0.21385
122,122,2018,Pre-primary Level,West,Sometimes,0.39539,118,24597,0.32536,0.49042
123,123,2018,Pre-primary Level,West,Seldom,0.21544,58,24597,0.1271,0.31374
124,124,2018,Pre-primary Level,West,Never,0.21251,44,24597,0.14653,0.30462
125,125,2018,Primary Level,West,Sometimes,0.27875,89,24597,0.22286,0.34669
126,126,2018,Primary Level,West,Seldom,0.20233,92,24597,0.15961,0.25248
127,127,2018,Primary Level,West,Never,0.51892,205,24597,0.44133,0.58746
128,128,2018,Primary Level,East,Never,1.0,34,24597,0.57848,1.55101
129,129,2018,Lower Secondary Level,West,Very often,0.01029,33,24597,0.00689,0.01453
130,130,2018,Lower Secondary Level,West,Often,0.04285,117,24597,0.03314,0.05643
131,131,2018,Lower Secondary Level,West,Sometimes,0.1879,462,24597,0.1681,0.21531
132,132,2018,Lower Secondary Level,West,Seldom,0.26349,618,24597,0.2414,0.29416
133,133,2018,Lower Secondary Level,West,Never,0.49546,1049,24597,0.46157,0.5248
134,134,2018,Lower Secondary Level,East,Sometimes,0.15012,59,24597,0.11044,0.18935
135,135,2018,Lower Secondary Level,East,Seldom,0.24059,106,24597,0.19551,0.29391
136,136,2018,Lower Secondary Level,East,Never,0.60929,214,24597,0.51793,0.70799
137,137,2018,Upper Secondary Level,West,Very often,0.00548,70,24597,0.00414,0.00698
138,138,2018,Upper Secondary Level,West,Often,0.0394,357,24597,0.03465,0.04349
139,139,2018,Upper Secondary Level,West,Sometimes,0.15355,1389,24597,0.14437,0.1624
140,140,2018,Upper Secondary Level,West,Seldom,0.31654,2802,24597,0.29957,0.33055
141,141,2018,Upper Secondary Level,West,Never,0.48504,4099,24597,0.46817,0.5036
142,142,2018,Upper Secondary Level,East,Often,0.01767,57,24597,0.01213,0.02465
143,143,2018,Upper Secondary Level,East,Sometimes,0.1172,307,24597,0.10418,0.13324
144,144,2018,Upper Secondary Level,East,Seldom,0.27975,718,24597,0.25463,0.30665
145,145,2018,Upper Secondary Level,East,Never,0.58537,1675,24597,0.55228,0.61553
146,146,2018,Post-secondary Non-tertiary Level,West,Often,0.06233,88,24597,0.04913,0.07782
147,147,2018,Post-secondary Non-tertiary Level,West,Sometimes,0.18097,323,24597,0.15418,0.20743
148,148,2018,Post-secondary Non-tertiary Level,West,Seldom,0.38174,664,24597,0.34823,0.41984
149,149,2018,Post-secondary Non-tertiary Level,West,Never,0.37495,709,24597,0.34402,0.40539
150,150,2018,Post-secondary Non-tertiary Level,East,Sometimes,0.20243,55,24597,0.14368,0.25936
151,151,2018,Post-secondary Non-tertiary Level,East,Seldom,0.37412,113,24597,0.30069,0.46287
152,152,2018,Post-secondary Non-tertiary Level,East,Never,0.42345,143,24597,0.35283,0.49906
153,153,2018,First Stage of Tertiary Education,West,Sometimes,0.14758,143,24597,0.12416,0.17948
154,154,2018,First Stage of Tertiary Education,West,Seldom,0.36979,415,24597,0.33295,0.41791
155,155,2018,First Stage of Tertiary Education,West,Never,0.48262,479,24597,0.43599,0.52798
156,156,2018,First Stage of Tertiary Education,East,Seldom,0.3627,108,24597,0.28514,0.45617
157,157,2018,First Stage of Tertiary Education,East,Never,0.6373,247,24597,0.536,0.7585
158,158,2018,Second Stage of Tertiary Education,West,Often,0.04734,202,24597,0.04133,0.05456
159,159,2018,Second Stage of Tertiary Education,West,Sometimes,0.21612,988,24597,0.19764,0.23093
160,160,2018,Second Stage of Tertiary Education,West,Seldom,0.38382,1967,24597,0.36486,0.40747
161,161,2018,Second Stage of Tertiary Education,West,Never,0.35272,1775,24597,0.33241,0.37249
162,162,2018,Second Stage of Tertiary Education,East,Sometimes,0.13505,175,24597,0.11441,0.15646
163,163,2018,Second Stage of Tertiary Education,East,Seldom,0.38563,505,24597,0.34928,0.42736
164,164,2018,Second Stage of Tertiary Education,East,Never,0.47932,675,24597,0.44116,0.52021
