"pgstib","year","migback","n","percent","lower_confidence","upper_confidence"
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1984","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","1984","kein Migrationshintergrund","58","0.00673528527222751","0.00501451161829423","0.0084560589261608"
"selbständiger Landwirt","1984","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","1984","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1984","kein Migrationshintergrund","88","0.00923164708474482","0.00721959644672702","0.0112436977227626"
"Freiberufler, Akademiker","1984","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1984","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","1984","kein Migrationshintergrund","251","0.0277838645375038","0.0243261352732414","0.0312415938017661"
"sonstige selbständiger","1984","direkter Migrationshintergrund","71","0.0199937014842029","0.0152996246362757","0.0246877783321302"
"sonstige selbständiger","1984","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","kein Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1984","kein Migrationshintergrund","51","0.00539567591319163","0.00385446758737124","0.00693688423901201"
"mithelfende Familienangehörige","1984","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1984","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1984","kein Migrationshintergrund","51","0.00553049118754197","0.00397025324486776","0.00709072913021618"
"Angestellte, Industrie- und Werkmeister","1984","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1984","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","kein Migrationshintergrund","497","0.0530207000979501","0.0483065194716043","0.0577348807242959"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","direkter Migrationshintergrund","89","0.0325939982114721","0.0266392641944034","0.0385487322285408"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","kein Migrationshintergrund","1005","0.106686153402823","0.100191300670509","0.113181006135136"
"Angestellte, qualifizierte Tätigkeit","1984","direkter Migrationshintergrund","85","0.0568281819968813","0.0490645230448394","0.0645918409489232"
"Angestellte, qualifizierte Tätigkeit","1984","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","kein Migrationshintergrund","351","0.036767917443375","0.0328086646444198","0.0407271702423302"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","direkter Migrationshintergrund","33","0.0217564211226032","0.0168641964760868","0.0266486457691196"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","kein Migrationshintergrund","58","0.00648590766184631","0.00479707879611554","0.00817473652757707"
"Angestellte, umfassende Führungsaufgaben","1984","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1984","kein Migrationshintergrund","39","0.00419676341475048","0.00283670595377213","0.00555682087572884"
"Beamte, einfacher Dienst","1984","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1984","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1984","kein Migrationshintergrund","159","0.0167679033512403","0.0140665546303619","0.0194692520721187"
"Beamte, mittlerer Dienst","1984","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1984","indirekter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1984","kein Migrationshintergrund","157","0.0167102802253622","0.0140134980896405","0.0194070623610838"
"Beamte, gehobener Dienst","1984","direkter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1984","indirekter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1984","kein Migrationshintergrund","108","0.0114029669358342","0.0091692310018938","0.0136367028697745"
"Beamte, höherer Dienst","1984","direkter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1984","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1985","kein Migrationshintergrund","1165","0.132783907963334","0.125339992824354","0.140227823102313"
"nicht erwerbstätig (NE): keine weitere Angaben","1985","direkter Migrationshintergrund","543","0.16930554168743","0.155756480520464","0.182854602854396"
"nicht erwerbstätig (NE): keine weitere Angaben","1985","indirekter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1985","kein Migrationshintergrund","530","0.0607398479664067","0.0555002878747251","0.0659794080580883"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1985","direkter Migrationshintergrund","121","0.0445427324539186","0.0370894595797722","0.051996005328065"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1985","indirekter Migrationshintergrund","46","0.189752833627326","0.125486582352301","0.254019084902352"
"NE: arbeitslos gemeldet","1985","kein Migrationshintergrund","298","0.0367041961682454","0.032579397843409","0.0408289944930818"
"NE: arbeitslos gemeldet","1985","direkter Migrationshintergrund","204","0.0651430426184841","0.0562272581383662","0.074058827098602"
"NE: arbeitslos gemeldet","1985","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1985","kein Migrationshintergrund","1476","0.243641387873271","0.234224564234552","0.25305821151199"
"NE: Rentner/Rentnerin","1985","direkter Migrationshintergrund","121","0.116060485054312","0.104488538345558","0.127632431763065"
"NE: Rentner/Rentnerin","1985","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1985","kein Migrationshintergrund","37","0.00409436710402681","0.00269359491588542","0.0054951392921682"
"NE: Wehr- und Zivildienst","1985","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1985","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","kein Migrationshintergrund","293","0.034928399695176","0.0309009127788255","0.0389558866115266"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","direkter Migrationshintergrund","71","0.0187283481106639","0.0138305901085352","0.0236261061127927"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","indirekter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1985","kein Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1985","direkter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1985","indirekter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","kein Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","direkter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1985","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1985","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1985","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1985","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1985","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1985","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1985","kein Migrationshintergrund","200","0.0237254597324915","0.0203869063371312","0.0270640131278517"
"ungelernter Arbeiter","1985","direkter Migrationshintergrund","390","0.0880987181586395","0.0778584420239297","0.0983389942933493"
"ungelernter Arbeiter","1985","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1985","kein Migrationshintergrund","463","0.0542271774223843","0.0492593449580441","0.0591950098867245"
"angelernter Arbeiter","1985","direkter Migrationshintergrund","708","0.183867890743792","0.169872464193386","0.197863317294199"
"angelernter Arbeiter","1985","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1985","kein Migrationshintergrund","627","0.0754757133526768","0.069681055450336","0.0812703712550177"
"gelernte und Facharbeiter","1985","direkter Migrationshintergrund","397","0.123495942844595","0.111609380559385","0.135382505129806"
"gelernte und Facharbeiter","1985","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1985","kein Migrationshintergrund","89","0.010114614785369","0.00791962675545553","0.0123096028152825"
"Vorarbeiter, Kolonnenführer","1985","direkter Migrationshintergrund","39","0.0114967343166157","0.0076452399962709","0.0153482286369605"
"Vorarbeiter, Kolonnenführer","1985","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1985","kein Migrationshintergrund","38","0.00435725892885981","0.00291240655259605","0.00580211130512357"
"Meister, Polier","1985","direkter Migrationshintergrund","","","",""
"Meister, Polier","1985","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","1985","kein Migrationshintergrund","61","0.00745539625177349","0.0055683810095601","0.00934241149398688"
"selbständiger Landwirt","1985","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","1985","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1985","kein Migrationshintergrund","83","0.00975175374806282","0.00759610284534583","0.0119074046507798"
"Freiberufler, Akademiker","1985","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1985","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","1985","kein Migrationshintergrund","221","0.0259988164488386","0.0225080438550165","0.0294895890426607"
"sonstige selbständiger","1985","direkter Migrationshintergrund","56","0.0161563410776909","0.0116013501962516","0.0207113319591303"
"sonstige selbständiger","1985","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","kein Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1985","kein Migrationshintergrund","62","0.00686315950861698","0.0050521045951993","0.00867421442203466"
"mithelfende Familienangehörige","1985","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1985","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1985","kein Migrationshintergrund","60","0.00682710468917645","0.00502078033682217","0.00863342904153073"
"Angestellte, Industrie- und Werkmeister","1985","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1985","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1985","kein Migrationshintergrund","455","0.0521226006748839","0.0472467078727585","0.0569984934770092"
"Angestellte, einfache Tätigkeit (bis 1990)","1985","direkter Migrationshintergrund","82","0.0315096601626699","0.0251983072374826","0.0378210130878571"
"Angestellte, einfache Tätigkeit (bis 1990)","1985","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1985","kein Migrationshintergrund","928","0.107891432127565","0.101085817386132","0.114697046868999"
"Angestellte, qualifizierte Tätigkeit","1985","direkter Migrationshintergrund","95","0.0653138572343788","0.0563872067982959","0.0742405076704617"
"Angestellte, qualifizierte Tätigkeit","1985","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","kein Migrationshintergrund","355","0.0402795817140104","0.0359665776271554","0.0445925858008653"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","direkter Migrationshintergrund","39","0.0236428416229256","0.0181536656480577","0.0291320175977936"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1985","kein Migrationshintergrund","52","0.00615007579013937","0.00443506970726701","0.00786508187301173"
"Angestellte, umfassende Führungsaufgaben","1985","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1985","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1985","kein Migrationshintergrund","35","0.00402419944466517","0.00263543314890785","0.0054129657404225"
"Beamte, einfacher Dienst","1985","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1985","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1985","kein Migrationshintergrund","162","0.0186068639802855","0.0156425573466761","0.0215711706138949"
"Beamte, mittlerer Dienst","1985","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1985","indirekter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1985","kein Migrationshintergrund","156","0.0176875843961225","0.014796078344749","0.020579090447496"
"Beamte, gehobener Dienst","1985","direkter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1985","indirekter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1985","kein Migrationshintergrund","93","0.0101215860502351","0.00792584945996111","0.0123173226405091"
"Beamte, höherer Dienst","1985","direkter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1985","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1986","kein Migrationshintergrund","1100","0.131569072654285","0.123979537919286","0.139158607389283"
"nicht erwerbstätig (NE): keine weitere Angaben","1986","direkter Migrationshintergrund","512","0.169449341700527","0.155685993001445","0.183212690399609"
"nicht erwerbstätig (NE): keine weitere Angaben","1986","indirekter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","kein Migrationshintergrund","518","0.0578759384690336","0.0526330130932156","0.0631188638448517"
