"pgstib","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"selbständiger Landwirt","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","32","0.00754526524212293","0.0050470068980134","0.0100435235862325"
"Freiberufler, Akademiker","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","65","0.0119947934301818","0.00931428911997386","0.0146752977403897"
"Freiberufler, Akademiker","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","72","0.0148956706973847","0.0113985076390679","0.0183928337557015"
"sonstige selbständiger","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","242","0.041848858966822","0.0369182640017144","0.0467794539319297"
"sonstige selbständiger","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"mithelfende Familienangehörige","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","44","0.00770657672038138","0.00555334228639479","0.00985981115436797"
"mithelfende Familienangehörige","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"mithelfende Familienangehörige","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","43","0.00842164243761054","0.00617153929864343","0.0106717455765776"
"Angestellte, Industrie- und Werkmeister","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","277","0.0665289004863814","0.0593344049369975","0.0737233960357654"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","315","0.0580547035518314","0.0522966983416581","0.0638127087620048"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","499","0.135522295064313","0.125640700991945","0.14540388913668"
"Angestellte, qualifizierte Tätigkeit","1984","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","591","0.113727187516521","0.105909894881273","0.12154448015177"
"Angestellte, qualifizierte Tätigkeit","1984","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
