"pgstib","year","sex","n","percent","lower_confidence","upper_confidence"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","maennlich","313","0.0608615256944104","0.0548096537299328","0.066913397658888"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","weiblich","74","0.0129301880330729","0.0101244304570193","0.0157359456091265"
"Angestellte, umfassende Führungsaufgaben","1984","maennlich","50","0.0101350066978767","0.00759956574910129","0.0126704476466522"
"Angestellte, umfassende Führungsaufgaben","1984","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","weiblich","","","",""
"Beamte, einfacher Dienst","1984","maennlich","38","0.00734962664072252","0.0051874842517914","0.00951176902965365"
"Beamte, einfacher Dienst","1984","weiblich","","","",""
"Beamte, mittlerer Dienst","1984","maennlich","139","0.0276972669516468","0.0235432074880601","0.0318513264152336"
"Beamte, mittlerer Dienst","1984","weiblich","","","",""
"Beamte, gehobener Dienst","1984","maennlich","113","0.0234868280019261","0.0196532462078746","0.0273204097959777"
"Beamte, gehobener Dienst","1984","weiblich","51","0.0082602178034028","0.00601236222058308","0.0105080733862225"
"Beamte, höherer Dienst","1984","maennlich","96","0.0185734138748355","0.0151557584452606","0.0219910693044105"
"Beamte, höherer Dienst","1984","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1985","maennlich","64","0.00821961910602512","0.00582209410551742","0.0106171441065328"
"nicht erwerbstätig (NE): keine weitere Angaben","1985","weiblich","1664","0.249895803859555","0.238577494043599","0.261214113675511"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1985","maennlich","398","0.0731776591471497","0.0662622632979718","0.0800930549963276"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1985","weiblich","299","0.0480881684673422","0.0424949886869554","0.0536813482477289"
"NE: arbeitslos gemeldet","1985","maennlich","283","0.0471907668159077","0.0415600843417876","0.0528214492900278"
"NE: arbeitslos gemeldet","1985","weiblich","226","0.0325682552323855","0.0279279268882255","0.0372085835765455"
"NE: Rentner/Rentnerin","1985","maennlich","666","0.187132488301319","0.176775964182914","0.197489012419724"
"NE: Rentner/Rentnerin","1985","weiblich","936","0.270325765553512","0.258715302929815","0.281936228177208"
"NE: Wehr- und Zivildienst","1985","maennlich","39","0.00787918975223199","0.00553143568815661","0.0102269438163074"
"NE: Wehr- und Zivildienst","1985","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","maennlich","225","0.0380193202837514","0.0329410607727028","0.0430975797948001"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","weiblich","159","0.029431620298321","0.0250132566868978","0.0338499839097442"
"Auszubildende, gewerblich-technisch (ab 2000)","1985","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1985","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","weiblich","","","",""
"Volontäre, Praktikanten","1985","maennlich","","","",""
"Volontäre, Praktikanten","1985","weiblich","","","",""
"Aspiranten (1990 Ost)","1985","maennlich","","","",""
"Aspiranten (1990 Ost)","1985","weiblich","","","",""
"ungelernter Arbeiter","1985","maennlich","257","0.0228961603466634","0.0189244165083367","0.0268679041849902"
"ungelernter Arbeiter","1985","weiblich","338","0.0360397471376268","0.0311671362706116","0.0409123580046421"
"angelernter Arbeiter","1985","maennlich","705","0.0783496796514605","0.0712140673864595","0.0854852919164615"
"angelernter Arbeiter","1985","weiblich","474","0.0560454337365638","0.0500324924739369","0.0620583749991908"
"gelernte und Facharbeiter","1985","maennlich","947","0.154917863271326","0.145309935012831","0.164525791529821"
"gelernte und Facharbeiter","1985","weiblich","86","0.0128873013044523","0.00993877057019171","0.0158358320387128"
"Vorarbeiter, Kolonnenführer","1985","maennlich","123","0.0211431340193837","0.0173230420512462","0.0249632259875213"
"Vorarbeiter, Kolonnenführer","1985","weiblich","","","",""
"Meister, Polier","1985","maennlich","42","0.0087375817457921","0.00626631578042196","0.0112088477111622"
"Meister, Polier","1985","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","weiblich","","","",""
"selbständiger Landwirt","1985","maennlich","42","0.0101985021194954","0.00753058833978963","0.0128664158992012"
"selbständiger Landwirt","1985","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","weiblich","","","",""
"Freiberufler, Akademiker","1985","maennlich","71","0.0151032428202413","0.0118646227890527","0.0183418628514299"
"Freiberufler, Akademiker","1985","weiblich","30","0.00500951171690371","0.00316386548111874","0.00685515795268869"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","weiblich","","","",""
"sonstige selbständiger","1985","maennlich","204","0.038241313332358","0.0331488372278177","0.0433337894368983"
"sonstige selbständiger","1985","weiblich","76","0.0131516981951316","0.0101734738150361","0.0161299225752272"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","maennlich","32","0.00682086259881826","0.00463530132767872","0.0090064238699578"
"sonstige selbständiger, 10+ Mitarbeiter","1985","weiblich","","","",""
"mithelfende Familienangehörige","1985","maennlich","","","",""
"mithelfende Familienangehörige","1985","weiblich","70","0.0114470785280846","0.00866615791399336","0.0142279991421758"
"Angestellte, Industrie- und Werkmeister","1985","maennlich","59","0.0126201649722008","0.00965598762245558","0.0155843423219459"
"Angestellte, Industrie- und Werkmeister","1985","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1985","maennlich","93","0.0172066471895904","0.013753550224869","0.0206597441543117"
"Angestellte, einfache Tätigkeit (bis 1990)","1985","weiblich","451","0.0798039021341962","0.0727196574053837","0.0868881468630087"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeit","1985","maennlich","447","0.0946732451995138","0.0868992216630141","0.102447268736013"
"Angestellte, qualifizierte Tätigkeit","1985","weiblich","586","0.112561087293586","0.104298716670983","0.120823457916189"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","maennlich","320","0.0658190843742154","0.0592346123742206","0.0724035563742102"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","weiblich","75","0.014378473822311","0.0112663792659271","0.0174905683786949"
"Angestellte, umfassende Führungsaufgaben","1985","maennlich","44","0.00958647277774893","0.00699905090616705","0.0121738946493308"
"Angestellte, umfassende Führungsaufgaben","1985","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","weiblich","","","",""
"Beamte, einfacher Dienst","1985","maennlich","31","0.00672446234205919","0.0045542951463711","0.00889462953774729"
"Beamte, einfacher Dienst","1985","weiblich","","","",""
"Beamte, mittlerer Dienst","1985","maennlich","139","0.0299466735482172","0.0254208080800035","0.0344725390164309"
"Beamte, mittlerer Dienst","1985","weiblich","","","",""
"Beamte, gehobener Dienst","1985","maennlich","112","0.0247074549823798","0.0205854263873051","0.0288294835774545"
"Beamte, gehobener Dienst","1985","weiblich","51","0.0087914871397849","0.00635112104451274","0.0112318532350571"
"Beamte, höherer Dienst","1985","maennlich","88","0.0176935743068008","0.0141928265339232","0.0211943220796784"
"Beamte, höherer Dienst","1985","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1986","maennlich","72","0.0103228529786276","0.00759030966479358","0.0130553962924617"
"nicht erwerbstätig (NE): keine weitere Angaben","1986","weiblich","1556","0.246829351803305","0.235299461277258","0.258359242329352"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","maennlich","390","0.069556235677795","0.0626786895365296","0.0764337818190603"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","weiblich","298","0.0453022322786513","0.0397409768355474","0.0508634877217552"
"NE: arbeitslos gemeldet","1986","maennlich","230","0.038239197316766","0.033054679957314","0.0434237146762181"
"NE: arbeitslos gemeldet","1986","weiblich","231","0.0347657985801648","0.0298671921880214","0.0396644049723082"
"NE: Rentner/Rentnerin","1986","maennlich","660","0.192458634261583","0.181800737685497","0.203116530837669"
"NE: Rentner/Rentnerin","1986","weiblich","869","0.272663589949952","0.260754972958783","0.284572206941121"
"NE: Wehr- und Zivildienst","1986","maennlich","49","0.0109203306359362","0.00811066950073066","0.0137299917711418"
"NE: Wehr- und Zivildienst","1986","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","maennlich","230","0.040918383750202","0.0355627923995435","0.0462739751008605"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","weiblich","163","0.0282477313726479","0.0238172628239737","0.0326781999213222"
"Auszubildende, gewerblich-technisch (ab 2000)","1986","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","weiblich","","","",""
"Volontäre, Praktikanten","1986","maennlich","","","",""
"Volontäre, Praktikanten","1986","weiblich","","","",""
"Aspiranten (1990 Ost)","1986","maennlich","","","",""
"Aspiranten (1990 Ost)","1986","weiblich","","","",""
"ungelernter Arbeiter","1986","maennlich","224","0.0194205245064132","0.0156898076477103","0.0231512413651162"
"ungelernter Arbeiter","1986","weiblich","271","0.0290056687416103","0.0245179061133813","0.0334934313698393"
"angelernter Arbeiter","1986","maennlich","771","0.0900140212539178","0.0822766605244958","0.0977513819833399"
"angelernter Arbeiter","1986","weiblich","487","0.0589237414768667","0.0526266840298839","0.0652207989238494"
"gelernte und Facharbeiter","1986","maennlich","872","0.148885426563404","0.139261761027785","0.158509092099024"
"gelernte und Facharbeiter","1986","weiblich","93","0.0150142577104413","0.0117622842392106","0.0182662311816721"
"Vorarbeiter, Kolonnenführer","1986","maennlich","105","0.0217714133144702","0.0178260781887053","0.0257167484402352"
"Vorarbeiter, Kolonnenführer","1986","weiblich","","","",""
"Meister, Polier","1986","maennlich","46","0.00979203076081298","0.00712995748324838","0.0124541040383776"
"Meister, Polier","1986","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","weiblich","","","",""
"selbständiger Landwirt","1986","maennlich","43","0.0108660731783465","0.00806332373750827","0.0136688226191848"
"selbständiger Landwirt","1986","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","weiblich","","","",""
"Freiberufler, Akademiker","1986","maennlich","66","0.0134588917652613","0.0103437152770907","0.016574068253432"
"Freiberufler, Akademiker","1986","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","weiblich","","","",""
"sonstige selbständiger","1986","maennlich","195","0.0385098231117431","0.0333077242610957","0.0437119219623905"
"sonstige selbständiger","1986","weiblich","95","0.0162701905029192","0.0128870944853378","0.0196532865205006"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","weiblich","","","",""
"mithelfende Familienangehörige","1986","maennlich","","","",""
"mithelfende Familienangehörige","1986","weiblich","55","0.0103571713545901","0.00764984936494877","0.0130644933442315"
"Angestellte, Industrie- und Werkmeister","1986","maennlich","39","0.00889782381031639","0.00635906450327367","0.0114365831173591"
"Angestellte, Industrie- und Werkmeister","1986","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1986","maennlich","86","0.0164133206633709","0.0129783347599514","0.0198483065667904"
"Angestellte, einfache Tätigkeit (bis 1990)","1986","weiblich","405","0.0743144337421857","0.0673007137839464","0.0813281537004251"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeit","1986","maennlich","450","0.10076761390013","0.0926296291802097","0.10890559862005"
"Angestellte, qualifizierte Tätigkeit","1986","weiblich","608","0.121370056507346","0.112637551044243","0.130102561970448"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","maennlich","276","0.0609039681646218","0.0544385263098955","0.067369410019348"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","weiblich","71","0.013911504205556","0.0107794802093356","0.0170435282017763"
"Angestellte, umfassende Führungsaufgaben","1986","maennlich","50","0.00995789803535694","0.00727359784611251","0.0126421982246014"
"Angestellte, umfassende Führungsaufgaben","1986","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","weiblich","","","",""
"Beamte, einfacher Dienst","1986","maennlich","","","",""
"Beamte, einfacher Dienst","1986","weiblich","","","",""
"Beamte, mittlerer Dienst","1986","maennlich","135","0.0302136680846579","0.0255860216612561","0.0348413145080597"
"Beamte, mittlerer Dienst","1986","weiblich","","","",""
"Beamte, gehobener Dienst","1986","maennlich","104","0.0227099306890421","0.0186823888563342","0.02673747252175"
"Beamte, gehobener Dienst","1986","weiblich","47","0.00822414198357886","0.00580905846044164","0.0106392255067161"
"Beamte, höherer Dienst","1986","maennlich","88","0.0185912161135098","0.0149394808716513","0.0222429513553682"
"Beamte, höherer Dienst","1986","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1987","maennlich","66","0.00980559773492596","0.00712739352108004","0.0124838019487719"
"nicht erwerbstätig (NE): keine weitere Angaben","1987","weiblich","1480","0.24035247426205","0.228842178451829","0.251862770072272"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1987","maennlich","357","0.0581160094204125","0.0517569480030335","0.0644750708377915"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1987","weiblich","289","0.0418158384976524","0.0364238243712828","0.047207852624022"
"NE: arbeitslos gemeldet","1987","maennlich","250","0.0402996167965238","0.0349544075431362","0.0456448260499113"
"NE: arbeitslos gemeldet","1987","weiblich","224","0.0337910321193413","0.0289236842861831","0.0386583799524995"
"NE: Rentner/Rentnerin","1987","maennlich","642","0.190776698618141","0.180097386647422","0.201456010588859"
"NE: Rentner/Rentnerin","1987","weiblich","860","0.270738841144284","0.258769425537569","0.282708256751"
"NE: Wehr- und Zivildienst","1987","maennlich","53","0.0124296878143143","0.00941834261609471","0.0154410330125339"
"NE: Wehr- und Zivildienst","1987","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1987","maennlich","245","0.0387949999750987","0.0335464140944222","0.0440435858557753"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1987","weiblich","177","0.0281310550476938","0.0236770266127502","0.0325850834826373"
"Auszubildende, gewerblich-technisch (ab 2000)","1987","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1987","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1987","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1987","weiblich","","","",""
"Volontäre, Praktikanten","1987","maennlich","","","",""
"Volontäre, Praktikanten","1987","weiblich","","","",""
"Aspiranten (1990 Ost)","1987","maennlich","","","",""
"Aspiranten (1990 Ost)","1987","weiblich","","","",""
"ungelernter Arbeiter","1987","maennlich","220","0.0195187511698872","0.0157587145103581","0.0232787878294164"
"ungelernter Arbeiter","1987","weiblich","305","0.0353838878172781","0.0304072486510208","0.0403605269835353"
"angelernter Arbeiter","1987","maennlich","741","0.0901636890690873","0.0823789530867382","0.0979484250514363"
"angelernter Arbeiter","1987","weiblich","471","0.0617225939376787","0.0552400743685981","0.0682051135067592"
"gelernte und Facharbeiter","1987","maennlich","879","0.155752202985856","0.145896253106803","0.165608152864909"
"gelernte und Facharbeiter","1987","weiblich","89","0.0139057323505599","0.0107513649726589","0.0170600997284608"
"Vorarbeiter, Kolonnenführer","1987","maennlich","106","0.0230750413495169","0.0189942135808737","0.02715586911816"
"Vorarbeiter, Kolonnenführer","1987","weiblich","","","",""
"Meister, Polier","1987","maennlich","39","0.00821207180583483","0.00575915851042598","0.0106649851012437"
"Meister, Polier","1987","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1987","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1987","weiblich","","","",""
