"pgstib","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","(noch) kein Abschluss","direkter Migrationshintergrund","42","0.0477200757991749","0.0349112253861668","0.0605289262121829"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","Hauptschulabschluss","kein Migrationshintergrund","59","0.00995624525266958","0.00732181989813625","0.0125906706072029"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","Hauptschulabschluss","direkter Migrationshintergrund","37","0.0118735256688146","0.00679575021068137","0.0169513011269479"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","Realschulabschluss","kein Migrationshintergrund","140","0.079289741122207","0.0665133998940303","0.0920660823503836"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","(Fach-)Abitur","kein Migrationshintergrund","168","0.26937811153564","0.233489510307632","0.305266712763648"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","(Fach-)Abitur","direkter Migrationshintergrund","32","0.169110514875336","0.12456329798925","0.213657731761423"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1984","(noch) kein Abschluss","direkter Migrationshintergrund","70","0.0661965342901398","0.0512574958740741","0.0811355727062055"
"NE: arbeitslos gemeldet","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1984","Hauptschulabschluss","kein Migrationshintergrund","169","0.0299523701099744","0.0254294070956984","0.0344753331242504"
"NE: arbeitslos gemeldet","1984","Hauptschulabschluss","direkter Migrationshintergrund","95","0.0511942677661134","0.0408624510186939","0.0615260845135329"
"NE: arbeitslos gemeldet","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1984","Realschulabschluss","kein Migrationshintergrund","31","0.018496087843838","0.0121248697980793","0.0248673058895967"
"NE: arbeitslos gemeldet","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1984","Hauptschulabschluss","kein Migrationshintergrund","1284","0.289501277942278","0.277467061913472","0.301535493971085"
"NE: Rentner/Rentnerin","1984","Hauptschulabschluss","direkter Migrationshintergrund","60","0.113502468014399","0.0986322000446534","0.128372735984145"
"NE: Rentner/Rentnerin","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1984","Realschulabschluss","kein Migrationshintergrund","227","0.176466074181418","0.158439721207515","0.194492427155322"
"NE: Rentner/Rentnerin","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1984","(Fach-)Abitur","kein Migrationshintergrund","59","0.128672863745587","0.101585724292725","0.155760003198449"
"NE: Rentner/Rentnerin","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1984","AkademikerInnen","kein Migrationshintergrund","76","0.15211131472532","0.124836540997099","0.179386088453541"
"NE: Rentner/Rentnerin","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","Hauptschulabschluss","kein Migrationshintergrund","122","0.0207276350603363","0.0169472369581111","0.0245080331625614"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","Hauptschulabschluss","direkter Migrationshintergrund","61","0.0229884508942217","0.0159628725837734","0.0300140292046699"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","Realschulabschluss","kein Migrationshintergrund","134","0.0732949228130226","0.0609711345395857","0.0856187110864595"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","(Fach-)Abitur","kein Migrationshintergrund","35","0.0626882507243124","0.0430788579027298","0.082297643545895"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","(noch) kein Abschluss","direkter Migrationshintergrund","249","0.238505729905972","0.212898653018658","0.264112806793287"
"ungelernter Arbeiter","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","Hauptschulabschluss","kein Migrationshintergrund","201","0.0341281634370789","0.0293106035666276","0.0389457233075301"
"ungelernter Arbeiter","1984","Hauptschulabschluss","direkter Migrationshintergrund","229","0.0951686422960553","0.0814121365097932","0.108925148082317"
"ungelernter Arbeiter","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"angelernter Arbeiter","1984","(noch) kein Abschluss","direkter Migrationshintergrund","304","0.259586654384056","0.233244240032214","0.285929068735898"
"angelernter Arbeiter","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1984","Hauptschulabschluss","kein Migrationshintergrund","497","0.0852751847794618","0.0778643441252435","0.0926860254336802"
"angelernter Arbeiter","1984","Hauptschulabschluss","direkter Migrationshintergrund","527","0.24839733330094","0.228141738643754","0.268652927958126"
"angelernter Arbeiter","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"angelernter Arbeiter","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"angelernter Arbeiter","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"angelernter Arbeiter","1984","(Fach-)Abitur","direkter Migrationshintergrund","50","0.134035077877944","0.0935473854930616","0.174522770262827"
"angelernter Arbeiter","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"angelernter Arbeiter","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"angelernter Arbeiter","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1984","(noch) kein Abschluss","direkter Migrationshintergrund","43","0.0358093059425107","0.0246443581510021","0.0469742537340192"
"gelernte und Facharbeiter","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1984","Hauptschulabschluss","kein Migrationshintergrund","576","0.099185173883645","0.0912537337154538","0.107116614051836"
"gelernte und Facharbeiter","1984","Hauptschulabschluss","direkter Migrationshintergrund","252","0.137009674149934","0.120890011183476","0.153129337116392"
"gelernte und Facharbeiter","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1984","Realschulabschluss","kein Migrationshintergrund","51","0.0286526638346325","0.0207639484001513","0.0365413792691138"
"gelernte und Facharbeiter","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1984","(Fach-)Abitur","direkter Migrationshintergrund","31","0.0787189653775659","0.0467153241492838","0.110722606605848"
"gelernte und Facharbeiter","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","Hauptschulabschluss","kein Migrationshintergrund","97","0.0162123098121324","0.0128612355715037","0.0195633840527612"
"Vorarbeiter, Kolonnenführer","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Meister, Polier","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Meister, Polier","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1984","Hauptschulabschluss","kein Migrationshintergrund","50","0.00858886316109585","0.00614033192589296","0.0110373943962987"
"Meister, Polier","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Meister, Polier","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Meister, Polier","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Meister, Polier","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Meister, Polier","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Meister, Polier","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Meister, Polier","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Meister, Polier","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","AkademikerInnen","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1984","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","Realschulabschluss","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
