"pgstib","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","66 und älter","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","66 und älter","weiblich","","","",""
"Freiberufler, Akademiker","1984","16-34 Jahre alt","maennlich","","","",""
"Freiberufler, Akademiker","1984","16-34 Jahre alt","weiblich","","","",""
"Freiberufler, Akademiker","1984","35-65 Jahre alt","maennlich","44","0.0159198989311996","0.0115946815581813","0.0202451163042179"
"Freiberufler, Akademiker","1984","35-65 Jahre alt","weiblich","","","",""
"Freiberufler, Akademiker","1984","66 und älter","maennlich","","","",""
"Freiberufler, Akademiker","1984","66 und älter","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","66 und älter","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","66 und älter","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","66 und älter","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","16-34 Jahre alt","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","35-65 Jahre alt","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","66 und älter","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","66 und älter","weiblich","","","",""
"sonstige selbständiger","1984","16-34 Jahre alt","maennlich","45","0.0200403767868759","0.0142767406420392","0.0258040129317125"
"sonstige selbständiger","1984","16-34 Jahre alt","weiblich","","","",""
"sonstige selbständiger","1984","35-65 Jahre alt","maennlich","181","0.0629015445514365","0.0545118562406243","0.0712912328622487"
"sonstige selbständiger","1984","35-65 Jahre alt","weiblich","61","0.021804610301048","0.0166792149094582","0.0269300056926377"
"sonstige selbständiger","1984","66 und älter","maennlich","","","",""
"sonstige selbständiger","1984","66 und älter","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","66 und älter","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","16-34 Jahre alt","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","35-65 Jahre alt","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","66 und älter","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","66 und älter","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","16-34 Jahre alt","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","16-34 Jahre alt","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","35-65 Jahre alt","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","35-65 Jahre alt","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","66 und älter","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","66 und älter","weiblich","","","",""
"mithelfende Familienangehörige","1984","16-34 Jahre alt","maennlich","","","",""
"mithelfende Familienangehörige","1984","16-34 Jahre alt","weiblich","","","",""
"mithelfende Familienangehörige","1984","35-65 Jahre alt","maennlich","","","",""
"mithelfende Familienangehörige","1984","35-65 Jahre alt","weiblich","34","0.0121708601602956","0.00832279908413301","0.0160189212364581"
"mithelfende Familienangehörige","1984","66 und älter","maennlich","","","",""
"mithelfende Familienangehörige","1984","66 und älter","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","16-34 Jahre alt","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","16-34 Jahre alt","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","35-65 Jahre alt","maennlich","39","0.0156523763542881","0.0113630711440208","0.0199416815645553"
"Angestellte, Industrie- und Werkmeister","1984","35-65 Jahre alt","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","66 und älter","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1984","66 und älter","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","16-34 Jahre alt","maennlich","46","0.0203471768880054","0.0145404994521947","0.0261538543238161"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","16-34 Jahre alt","weiblich","231","0.113133344433917","0.100293779327375","0.125972909540459"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","35-65 Jahre alt","maennlich","66","0.024934560514911","0.0195464027758783","0.0303227182539436"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","35-65 Jahre alt","weiblich","249","0.0895883708461933","0.0795656618405067","0.09961107985188"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","66 und älter","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","66 und älter","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","66 und älter","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","66 und älter","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","16-34 Jahre alt","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","35-65 Jahre alt","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","66 und älter","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1984","66 und älter","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","16-34 Jahre alt","maennlich","177","0.0964758550509471","0.0843330583642812","0.108618651737613"
"Angestellte, qualifizierte Tätigkeit","1984","16-34 Jahre alt","weiblich","322","0.17492614323549","0.159526891759931","0.190325394711049"
"Angestellte, qualifizierte Tätigkeit","1984","35-65 Jahre alt","maennlich","307","0.120850142002131","0.109586532169899","0.132113751834363"
"Angestellte, qualifizierte Tätigkeit","1984","35-65 Jahre alt","weiblich","284","0.106945427043697","0.0960996539944186","0.117791200092975"
"Angestellte, qualifizierte Tätigkeit","1984","66 und älter","maennlich","","","",""
"Angestellte, qualifizierte Tätigkeit","1984","66 und älter","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","16-34 Jahre alt","maennlich","80","0.0419560460499818","0.0337103083075822","0.0502017837923813"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","16-34 Jahre alt","weiblich","33","0.0179208358950548","0.0125433631535385","0.0232983086365711"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","35-65 Jahre alt","maennlich","233","0.0897783157291525","0.079900023354135","0.09965660810417"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","35-65 Jahre alt","weiblich","41","0.0154262475108607","0.011101162200142","0.0197513328215794"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","66 und älter","maennlich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1984","66 und älter","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","16-34 Jahre alt","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","16-34 Jahre alt","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","35-65 Jahre alt","maennlich","41","0.0162293543082773","0.0118629885633642","0.0205957200531905"
"Angestellte, umfassende Führungsaufgaben","1984","35-65 Jahre alt","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","66 und älter","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1984","66 und älter","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","16-34 Jahre alt","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","16-34 Jahre alt","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","35-65 Jahre alt","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","35-65 Jahre alt","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","66 und älter","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1984","66 und älter","weiblich","","","",""
"Beamte, einfacher Dienst","1984","16-34 Jahre alt","maennlich","","","",""
"Beamte, einfacher Dienst","1984","16-34 Jahre alt","weiblich","","","",""
"Beamte, einfacher Dienst","1984","35-65 Jahre alt","maennlich","","","",""
"Beamte, einfacher Dienst","1984","35-65 Jahre alt","weiblich","","","",""
"Beamte, einfacher Dienst","1984","66 und älter","maennlich","","","",""
"Beamte, einfacher Dienst","1984","66 und älter","weiblich","","","",""
"Beamte, mittlerer Dienst","1984","16-34 Jahre alt","maennlich","63","0.0342875909400427","0.0268036230388974","0.041771558841188"
"Beamte, mittlerer Dienst","1984","16-34 Jahre alt","weiblich","","","",""
"Beamte, mittlerer Dienst","1984","35-65 Jahre alt","maennlich","76","0.0303731651383209","0.0244429575062984","0.0363033727703434"
"Beamte, mittlerer Dienst","1984","35-65 Jahre alt","weiblich","","","",""
"Beamte, mittlerer Dienst","1984","66 und älter","maennlich","","","",""
"Beamte, mittlerer Dienst","1984","66 und älter","weiblich","","","",""
"Beamte, gehobener Dienst","1984","16-34 Jahre alt","maennlich","","","",""
"Beamte, gehobener Dienst","1984","16-34 Jahre alt","weiblich","","","",""
"Beamte, gehobener Dienst","1984","35-65 Jahre alt","maennlich","87","0.0349765166166252","0.028627890096022","0.0413251431372284"
"Beamte, gehobener Dienst","1984","35-65 Jahre alt","weiblich","","","",""
"Beamte, gehobener Dienst","1984","66 und älter","maennlich","","","",""
"Beamte, gehobener Dienst","1984","66 und älter","weiblich","","","",""
"Beamte, höherer Dienst","1984","16-34 Jahre alt","maennlich","","","",""
"Beamte, höherer Dienst","1984","16-34 Jahre alt","weiblich","","","",""
"Beamte, höherer Dienst","1984","35-65 Jahre alt","maennlich","80","0.0298933796057694","0.0240087409089131","0.0357780183026257"
"Beamte, höherer Dienst","1984","35-65 Jahre alt","weiblich","","","",""
"Beamte, höherer Dienst","1984","66 und älter","maennlich","","","",""
"Beamte, höherer Dienst","1984","66 und älter","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1985","16-34 Jahre alt","maennlich","32","0.0109098939373235","0.00646699293074648","0.0153527949439005"
"nicht erwerbstätig (NE): keine weitere Angaben","1985","16-34 Jahre alt","weiblich","500","0.187105229326439","0.170328992663612","0.203881465989265"
"nicht erwerbstätig (NE): keine weitere Angaben","1985","35-65 Jahre alt","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1985","35-65 Jahre alt","weiblich","1083","0.359244106726759","0.341706501197187","0.376781712256332"
"nicht erwerbstätig (NE): keine weitere Angaben","1985","66 und älter","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1985","66 und älter","weiblich","81","0.0966719421446923","0.0742958799012478","0.119048004388137"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1985","16-34 Jahre alt","maennlich","393","0.199900368046384","0.182795596588013","0.217005139504755"
