"pgstib","year","sampreg","n","percent","lower_confidence","upper_confidence"
"NE: Wehr- und Zivildienst","1985","Westdeutschland, alte Bundeslaender","39","0.00370830697533029","0.00257597182004558","0.00484064213061499"
"NE: Wehr- und Zivildienst","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","384","0.0334733845862028","0.0301225682828565","0.036824200889549"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1985","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","1985","Westdeutschland, alte Bundeslaender","595","0.029853774199993","0.0266833883691223","0.0330241600308638"
"ungelernter Arbeiter","1985","Ostdeutschland, neue Bundeslaender","","","",""
"angelernter Arbeiter","1985","Westdeutschland, alte Bundeslaender","1179","0.0665428317313593","0.0618999060287204","0.0711857574339983"
"angelernter Arbeiter","1985","Ostdeutschland, neue Bundeslaender","","","",""
"gelernte und Facharbeiter","1985","Westdeutschland, alte Bundeslaender","1033","0.0797333781491734","0.0746871043009964","0.0847796519973504"
"gelernte und Facharbeiter","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Vorarbeiter, Kolonnenführer","1985","Westdeutschland, alte Bundeslaender","128","0.0101913928885741","0.00832033905762822","0.0120624467195199"
"Vorarbeiter, Kolonnenführer","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Meister, Polier","1985","Westdeutschland, alte Bundeslaender","43","0.00419972234435761","0.00299499072697465","0.00540445396174057"
"Meister, Polier","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1985","Westdeutschland, alte Bundeslaender","61","0.00670778449250336","0.00518716006130935","0.00822840892369736"
"selbständiger Landwirt","1985","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1985","Westdeutschland, alte Bundeslaender","101","0.00976008311252366","0.00792865081093525","0.0115915154141121"
"Freiberufler, Akademiker","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1985","Westdeutschland, alte Bundeslaender","280","0.0249600183076626","0.0220538045170056","0.0278662320983197"
"sonstige selbständiger","1985","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1985","Westdeutschland, alte Bundeslaender","35","0.00364330894712203","0.0025209046562799","0.00476571323796417"
"sonstige selbständiger, 10+ Mitarbeiter","1985","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1985","Westdeutschland, alte Bundeslaender","79","0.00669889014408987","0.00517926739799071","0.00821851289018904"
"mithelfende Familienangehörige","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1985","Westdeutschland, alte Bundeslaender","65","0.00646841394475186","0.00497498818204002","0.0079618397074637"
"Angestellte, Industrie- und Werkmeister","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1985","Westdeutschland, alte Bundeslaender","544","0.050342771682064","0.0462694763674972","0.0544160669966308"
"Angestellte, einfache Tätigkeit (bis 1990)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, qualifizierte Tätigkeit","1985","Westdeutschland, alte Bundeslaender","1033","0.104142250878044","0.0984520590884982","0.10983244266759"
"Angestellte, qualifizierte Tätigkeit","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","Westdeutschland, alte Bundeslaender","395","0.0385887772828716","0.035000557800303","0.0421769967654403"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, umfassende Führungsaufgaben","1985","Westdeutschland, alte Bundeslaender","53","0.00554784759907459","0.00416412796120447","0.00693156723694471"
"Angestellte, umfassende Führungsaufgaben","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","Westdeutschland, alte Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, einfacher Dienst","1985","Westdeutschland, alte Bundeslaender","39","0.00391963032852694","0.00275560175089805","0.00508365890615584"
"Beamte, einfacher Dienst","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, mittlerer Dienst","1985","Westdeutschland, alte Bundeslaender","164","0.0168605552124793","0.0144620680760948","0.0192590423488639"
"Beamte, mittlerer Dienst","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, gehobener Dienst","1985","Westdeutschland, alte Bundeslaender","163","0.0162822693681362","0.0139245798399563","0.0186399588963161"
"Beamte, gehobener Dienst","1985","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, höherer Dienst","1985","Westdeutschland, alte Bundeslaender","101","0.00971949922565342","0.00789184112428276","0.0115471573270241"
"Beamte, höherer Dienst","1985","Ostdeutschland, neue Bundeslaender","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1986","Westdeutschland, alte Bundeslaender","1628","0.135140613402858","0.128640992709051","0.141640234096666"
"nicht erwerbstätig (NE): keine weitere Angaben","1986","Ostdeutschland, neue Bundeslaender","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","Westdeutschland, alte Bundeslaender","688","0.0567560361033767","0.0523571738396556","0.0611548983670978"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos gemeldet","1986","Westdeutschland, alte Bundeslaender","461","0.0364060897551666","0.0328452177837282","0.039966961726605"
"NE: arbeitslos gemeldet","1986","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Rentner/Rentnerin","1986","Westdeutschland, alte Bundeslaender","1529","0.234787293278129","0.226728858425627","0.24284572813063"
"NE: Rentner/Rentnerin","1986","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1986","Westdeutschland, alte Bundeslaender","49","0.00515705892947835","0.00379529876203443","0.00651881909692227"
"NE: Wehr- und Zivildienst","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","Westdeutschland, alte Bundeslaender","393","0.0342313689715822","0.0307745948703004","0.0376881430728639"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1986","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","1986","Westdeutschland, alte Bundeslaender","495","0.0244791433719667","0.0215412318960471","0.0274170548478863"
"ungelernter Arbeiter","1986","Ostdeutschland, neue Bundeslaender","","","",""
"angelernter Arbeiter","1986","Westdeutschland, alte Bundeslaender","1258","0.0736059347445869","0.0686414221546738","0.0785704473345001"
"angelernter Arbeiter","1986","Ostdeutschland, neue Bundeslaender","","","",""
"gelernte und Facharbeiter","1986","Westdeutschland, alte Bundeslaender","965","0.0782340932400539","0.0731286827633294","0.0833395037167785"
"gelernte und Facharbeiter","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Vorarbeiter, Kolonnenführer","1986","Westdeutschland, alte Bundeslaender","112","0.0109315396852176","0.00895467855323749","0.0129084008171976"
"Vorarbeiter, Kolonnenführer","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Meister, Polier","1986","Westdeutschland, alte Bundeslaender","48","0.00486127219759708","0.00353894447878222","0.00618359991641195"
"Meister, Polier","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1986","Westdeutschland, alte Bundeslaender","56","0.00646418542503762","0.00494058535312379","0.00798778549695145"
"selbständiger Landwirt","1986","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1986","Westdeutschland, alte Bundeslaender","91","0.00887676703387678","0.00709351159394643","0.0106600224738071"
"Freiberufler, Akademiker","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1986","Westdeutschland, alte Bundeslaender","290","0.0267727201201299","0.02370386981879","0.0298415704214697"
"sonstige selbständiger","1986","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","Westdeutschland, alte Bundeslaender","32","0.00351129399686333","0.00238670946530127","0.0046358785284254"
"sonstige selbständiger, 10+ Mitarbeiter","1986","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1986","Westdeutschland, alte Bundeslaender","64","0.00619559993940004","0.00470378669267918","0.0076874131861209"
"mithelfende Familienangehörige","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1986","Westdeutschland, alte Bundeslaender","46","0.00487580327341728","0.00355151037958749","0.00620009616724706"
"Angestellte, Industrie- und Werkmeister","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1986","Westdeutschland, alte Bundeslaender","491","0.0469709894652132","0.0429485433679417","0.0509934355624847"
"Angestellte, einfache Tätigkeit (bis 1990)","1986","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","Westdeutschland, alte Bundeslaender","","","",""
