"pgstib","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","88","0.00923164708474482","0.00721959644672702","0.0112436977227626"
"Freiberufler, Akademiker","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","251","0.0277838645375038","0.0243261352732414","0.0312415938017661"
"sonstige selbständiger","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","71","0.0199937014842029","0.0152996246362757","0.0246877783321302"
"sonstige selbständiger","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","51","0.00539567591319163","0.00385446758737124","0.00693688423901201"
"mithelfende Familienangehörige","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"mithelfende Familienangehörige","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"mithelfende Familienangehörige","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","51","0.00553049118754197","0.00397025324486776","0.00709072913021618"
"Angestellte, Industrie- und Werkmeister","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","497","0.0530207000979501","0.0483065194716043","0.0577348807242959"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","89","0.0325939982114721","0.0266392641944034","0.0385487322285408"
"Angestellte, einfache Tätigkeit (bis 1990)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
